----------------------  実行情報  ----------------------
実行時間＝3082秒
個体数＝950
合計世代数＝100
==============================
Total cost: -4505216.886318032
==============================
------------------------  前提  ------------------------

waste=sanpai

ごみ量29位以内：
苫小牧市 (2039382), 釧路市 (1177668), 札幌市 (728360), 室蘭市 (677679), 登別市 (430316), 伊達市 (334124), 帯広市 (182218), 旭川市 (138210), 函館市 (133081), 釧路町 (121597), 白老町 (99038), 北見市 (91496), 小樽市 (91037), 千歳市 (69923), 江別市 (64214), 安平町 (60328), 洞爺湖町 (54767), 厚岸町 (49048), 岩見沢市 (47176), 稚内市 (46228), 音更町 (44302), 標茶町 (43861), むかわ町 (42881), 厚真町 (42445), 北斗市 (42381), 弟子屈町 (39869), 恵庭市 (36267), 豊浦町 (36146), 中標津町 (35109)

焼却施設数: 5
中継施設数: 14

輸送単価＝ 4.8 円/t/km
--------------------  GAPlot_input  --------------------

waste ='sanpai'

unit ='t/year'

inc_size= [2454696, 2105022, 1449785, 1107995, 750794]

inc_facility = ['苫小牧市', '釧路市', '札幌市', '室蘭市', '伊達市']
inc_blocks = [['岩見沢市', '三笠市', '南幌町', '月形町', '札幌市', '江別市', '北広島市', '石狩市', '当別町', '新篠津村'], ['室蘭市'], ['苫小牧市', '白老町', '厚真町', 'むかわ町', '平取町'], ['島牧村', '寿都町', '黒松内町', '蘭越町', 'ニセコ町', '真狩村', '留寿都村', '喜茂別町', '京極町', '俱知安町', '伊達市', '豊浦町', '壮瞥町', '洞爺湖町', '八雲町', '長万部町', '今金町', 'せたな町'], ['本別町', '釧路市', '釧路町', '鶴居村', '白糖町']]

trans_size=[430316, 322608, 243969, 211370, 182814, 179733, 125721, 106618, 83730, 83093, 70429, 65655, 50845, 44305]
trans_facility = ['登別市', '帯広市', '北斗市', '旭川市', '千歳市', '北見市', '小樽市', '厚岸町', '標茶町', '新十津川町', '中標津町', '稚内市', '名寄市', '新ひだか町']
trans_blocks = [['美唄市', '芦別市', '赤平市', '滝川市', '砂川市', '歌志内市', '奈井江町', '上砂川町', '浦臼町', '新十津川町', '妹背牛町', '秩父別町', '雨竜町', '北竜町', '沼田町', '留萌市', '増毛町', '小平町', '苫前町', '羽幌町'], ['夕張市', '由仁町', '長沼町', '栗山町', '千歳市', '恵庭市', '安平町', '占冠村'], ['小樽市', '共和町', '岩内町', '泊村', '神恵内村', '積丹町', '古平町', '仁木町', '余市町', '赤井川村'], ['登別市'], ['日高町', '新冠町', '浦河町', '様似町', 'えりも町', '新ひだか町'], ['函館市', '北斗市', '松前町', '福島町', '知内町', '木古内町', '七飯町', '鹿部町', '森町', '江差町', '上ノ国町', '厚沢部町', '乙部町'], ['深川市', '旭川市', '富良野市', '鷹栖町', '東神楽町', '当麻町', '比布町', '愛別町', '上川町', '東川町', '美瑛町', '上富良野町', '中富良野町', '和寒町', '幌加内町'], ['士別市', '名寄市', '剣淵町', '下川町', '美深町', '音威子府村', '中川町', '中頓別町', '枝幸町', '滝上町', '興部町', '西興部村', '雄武町'], ['初山別村', '遠別町', '天塩町', '稚内市', '猿払村', '浜頓別町', '豊富町', '幌延町'], ['北見市', '網走市', '紋別市', '美幌町', '津別町', '小清水町', '訓子府町', '置戸町', '佐呂間町', '遠軽町', '湧別町', '大空町', '陸別町'], ['南富良野町', '帯広市', '音更町', '士幌町', '上士幌町', '鹿追町', '新得町', '清水町', '芽室町', '中札内村', '更別村', '大樹町', '広尾町', '幕別町', '池田町', '豊頃町', '足寄町', '浦幌町'], ['厚岸町', '浜中町', '根室市'], ['標茶町', '弟子屈町'], ['清里町', '斜里町', '別海町', '中標津町', '標津町', '羅臼町']]

arrows = [[['札幌市'], ['小樽市', '新十津川町', '稚内市', '旭川市', '名寄市']], [['室蘭市'], ['登別市']], [['苫小牧市'], ['千歳市', '新ひだか町']], [['伊達市'], ['北斗市']], [['釧路市'], ['厚岸町', '標茶町', '中標津町', '帯広市', '北見市']]]


---------------------  エネルギー情報  ---------------------
[153130.5252243542, 545152.1602670585, -5338104.826384787, 134605.2545753425]

EL_direct: {'苫小牧市': 42646.29514410417, '釧路市': 20151.016601083335, '札幌市': 38839.9047635625, '室蘭市': 0.0, '伊達市': 51493.30871560418}
ED_inc: {'苫小牧市': -1665345.4860225616, '釧路市': -1428115.288279357, '札幌市': -983581.2277582311, '室蘭市': -751699.7916587504, '伊達市': -509363.0326658874}

EL_indirect: {'登別市': 11276.222507056, '帯広市': 85480.00258967433, '北斗市': 91248.59911475968, '旭川市': 60979.57331769333, '千歳市': 24434.415311355835, '北見市': 72744.78556867168, '小樽市': 17808.068771753005, '厚岸町': 31504.650773856003, '標茶町': 14022.871540210002, '新十津川町': 29262.128027272833, '中標津町': 20306.54428036, '稚内市': 41664.050380615, '名寄市': 30733.854332566665, '新ひだか町': 13686.393751214167}
ED_trans: {'登別市': 26314.118136986304, '帯広市': 19727.700164383565, '北斗市': 14918.871452054795, '旭川市': 12925.420273972602, '千歳市': 11179.201315068492, '北見市': 10990.79605479452, '小樽市': 7687.925260273973, '厚岸町': 6519.763726027399, '標茶町': 5120.146849315069, '新十津川町': 5081.193863013698, '中標津町': 4306.781589041097, '稚内市': 4014.848219178082, '名寄市': 3109.206575342466, '新ひだか町': 2709.2810958904106}

----------------------  輸送情報  ----------------------

direct 苫小牧市(6103/6725) t/day → receive from: 苫小牧市, 白老町, 厚真町, むかわ町, 平取町
indirect 苫小牧市(622/6725) t/day → receive from: 中継施設＝ 千歳市(182814) → receive from: 夕張市, 由仁町, 長沼町, 栗山町, 千歳市, 恵庭市, 安平町, 占冠村
新ひだか町(44305) → receive from: 日高町, 新冠町, 浦河町, 様似町, えりも町, 新ひだか町
direct 釧路市(3676/5767) t/day → receive from: 本別町, 釧路市, 釧路町, 鶴居村, 白糖町
indirect 釧路市(2091/5767) t/day → receive from: 中継施設＝ 厚岸町(106618) → receive from: 厚岸町, 浜中町, 根室市
標茶町(83730) → receive from: 標茶町, 弟子屈町
中標津町(70429) → receive from: 清里町, 斜里町, 別海町, 中標津町, 標津町, 羅臼町
帯広市(322608) → receive from: 南富良野町, 帯広市, 音更町, 士幌町, 上士幌町, 鹿追町, 新得町, 清水町, 芽室町, 中札内村, 更別村, 大樹町, 広尾町, 幕別町, 池田町, 豊頃町, 足寄町, 浦幌町
北見市(179733) → receive from: 北見市, 網走市, 紋別市, 美幌町, 津別町, 小清水町, 訓子府町, 置戸町, 佐呂間町, 遠軽町, 湧別町, 大空町, 陸別町
direct 札幌市(2502/3972) t/day → receive from: 岩見沢市, 三笠市, 南幌町, 月形町, 札幌市, 江別市, 北広島市, 石狩市, 当別町, 新篠津村
indirect 札幌市(1470/3972) t/day → receive from: 中継施設＝ 小樽市(125721) → receive from: 小樽市, 共和町, 岩内町, 泊村, 神恵内村, 積丹町, 古平町, 仁木町, 余市町, 赤井川村
新十津川町(83093) → receive from: 美唄市, 芦別市, 赤平市, 滝川市, 砂川市, 歌志内市, 奈井江町, 上砂川町, 浦臼町, 新十津川町, 妹背牛町, 秩父別町, 雨竜町, 北竜町, 沼田町, 留萌市, 増毛町, 小平町, 苫前町, 羽幌町
稚内市(65655) → receive from: 初山別村, 遠別町, 天塩町, 稚内市, 猿払村, 浜頓別町, 豊富町, 幌延町
旭川市(211370) → receive from: 深川市, 旭川市, 富良野市, 鷹栖町, 東神楽町, 当麻町, 比布町, 愛別町, 上川町, 東川町, 美瑛町, 上富良野町, 中富良野町, 和寒町, 幌加内町
名寄市(50845) → receive from: 士別市, 名寄市, 剣淵町, 下川町, 美深町, 音威子府村, 中川町, 中頓別町, 枝幸町, 滝上町, 興部町, 西興部村, 雄武町
direct 室蘭市(1857/3036) t/day → receive from: 室蘭市
indirect 室蘭市(1179/3036) t/day → receive from: 中継施設＝ 登別市(430316) → receive from: 登別市
direct 伊達市(1389/2057) t/day → receive from: 島牧村, 寿都町, 黒松内町, 蘭越町, ニセコ町, 真狩村, 留寿都村, 喜茂別町, 京極町, 俱知安町, 伊達市, 豊浦町, 壮瞥町, 洞爺湖町, 八雲町, 長万部町, 今金町, せたな町
indirect 伊達市(668/2057) t/day → receive from: 中継施設＝ 北斗市(243969) → receive from: 函館市, 北斗市, 松前町, 福島町, 知内町, 木古内町, 七飯町, 鹿部町, 森町, 江差町, 上ノ国町, 厚沢部町, 乙部町

----------------------  遺伝情報  ----------------------

個体数＝950
世代数＝100
0: neval=950{'avg': -3467158.874733402, 'max': -2561556.193601585, 'min': -4157094.807262045} best=-4157094.807262045
1: neval=748{'avg': -3632969.58377997, 'max': -2520859.0141416304, 'min': -4081120.085588222} best=-4157094.807262045
2: neval=745{'avg': -3755407.521031007, 'max': -2841927.605510245, 'min': -4152675.224230632} best=-4157094.807262045
3: neval=751{'avg': -3861887.537676011, 'max': -3099832.2680206452, 'min': -4243200.483214803} best=-4243200.483214803
4: neval=783{'avg': -3951122.2224575826, 'max': -3047565.6727487575, 'min': -4309432.973862875} best=-4309432.973862875
5: neval=744{'avg': -4020969.7182564363, 'max': -3016864.6438294253, 'min': -4320637.4970054105} best=-4320637.4970054105
6: neval=729{'avg': -4110343.521243058, 'max': -3300279.7880895874, 'min': -4376564.530579987} best=-4376564.530579987
7: neval=747{'avg': -4175101.6063880688, 'max': -2764241.526058697, 'min': -4378995.787604423} best=-4378995.787604423
8: neval=762{'avg': -4224548.661721517, 'max': -3392474.9898776524, 'min': -4435001.343897112} best=-4435001.343897112
9: neval=740{'avg': -4275062.12737903, 'max': -3113556.2532978375, 'min': -4436975.924334012} best=-4436975.924334012
10: neval=760{'avg': -4324740.066047477, 'max': -3639485.7980709905, 'min': -4438351.782075954} best=-4438351.782075954
11: neval=729{'avg': -4363993.066661347, 'max': -3177404.321045558, 'min': -4449022.854348839} best=-4449022.854348839
12: neval=762{'avg': -4396280.710766775, 'max': -3466888.9294793, 'min': -4459954.030115812} best=-4459954.030115812
13: neval=761{'avg': -4416690.720492246, 'max': -3651002.393771272, 'min': -4463166.096034514} best=-4463166.096034514
14: neval=769{'avg': -4428827.085600518, 'max': -3662712.3874980644, 'min': -4469406.732811858} best=-4469406.732811858
15: neval=764{'avg': -4438966.858100836, 'max': -3545698.294563945, 'min': -4469406.732811858} best=-4469406.732811858
16: neval=749{'avg': -4444658.510359248, 'max': -3712971.4201030782, 'min': -4481090.972146048} best=-4481090.972146048
17: neval=755{'avg': -4456593.894696042, 'max': -4163272.2179879295, 'min': -4480156.464559899} best=-4481090.972146048
18: neval=749{'avg': -4462966.1414183, 'max': -3187067.0729435803, 'min': -4491492.406762586} best=-4491492.406762586
19: neval=754{'avg': -4471119.23425999, 'max': -3745710.573269956, 'min': -4491492.406762586} best=-4491492.406762586
20: neval=750{'avg': -4476190.891245045, 'max': -4164851.0647359723, 'min': -4498436.609599754} best=-4498436.609599754
21: neval=739{'avg': -4477107.572016523, 'max': -2626087.0513940426, 'min': -4498436.609599754} best=-4498436.609599754
22: neval=768{'avg': -4479076.032038274, 'max': -2853953.290246739, 'min': -4503448.053678377} best=-4503448.053678377
23: neval=766{'avg': -4487200.150612036, 'max': -3764036.406442977, 'min': -4503448.053678377} best=-4503448.053678377
24: neval=766{'avg': -4490655.299025938, 'max': -3930713.8798698396, 'min': -4503448.053678377} best=-4503448.053678377
25: neval=755{'avg': -4491458.868639615, 'max': -3541010.113093797, 'min': -4505216.886318032} best=-4505216.886318032
26: neval=774{'avg': -4495428.945971037, 'max': -2523680.5495222947, 'min': -4505216.886318032} best=-4505216.886318032
27: neval=746{'avg': -4496833.597872808, 'max': -3011713.774155005, 'min': -4505216.886318032} best=-4505216.886318032
28: neval=752{'avg': -4499199.420461173, 'max': -3683035.307679896, 'min': -4505216.886318032} best=-4505216.886318032
29: neval=729{'avg': -4502405.253384218, 'max': -4187767.3395904116, 'min': -4505216.886318032} best=-4505216.886318032
30: neval=758{'avg': -4503010.992340978, 'max': -4096919.2030501515, 'min': -4505216.886318032} best=-4505216.886318032
31: neval=749{'avg': -4499683.013808198, 'max': -3041215.107082573, 'min': -4505216.886318032} best=-4505216.886318032
32: neval=725{'avg': -4503125.701614014, 'max': -3664876.0125335874, 'min': -4505216.886318032} best=-4505216.886318032
33: neval=757{'avg': -4502904.157437897, 'max': -3881457.954333177, 'min': -4505216.886318032} best=-4505216.886318032
34: neval=746{'avg': -4501952.806997759, 'max': -3214591.896306126, 'min': -4505216.886318032} best=-4505216.886318032
35: neval=771{'avg': -4499618.874665097, 'max': -3337171.3376033483, 'min': -4505216.886318032} best=-4505216.886318032
36: neval=739{'avg': -4502011.845186094, 'max': -3777164.219982005, 'min': -4505216.886318032} best=-4505216.886318032
37: neval=750{'avg': -4500521.794961437, 'max': -3427767.6616552435, 'min': -4505216.886318032} best=-4505216.886318032
38: neval=757{'avg': -4502719.402739272, 'max': -3862061.4206767012, 'min': -4505216.886318032} best=-4505216.886318032
39: neval=723{'avg': -4502835.1340000685, 'max': -3526223.204264172, 'min': -4505216.886318032} best=-4505216.886318032
40: neval=749{'avg': -4503144.191092936, 'max': -3564224.6346791587, 'min': -4505216.886318032} best=-4505216.886318032
41: neval=737{'avg': -4499557.0852764845, 'max': -3373640.2407586365, 'min': -4505216.886318032} best=-4505216.886318032
42: neval=717{'avg': -4504236.508176853, 'max': -3945619.0137791554, 'min': -4505216.886318032} best=-4505216.886318032
43: neval=749{'avg': -4503560.698547554, 'max': -4002224.9839181914, 'min': -4505216.886318032} best=-4505216.886318032
44: neval=725{'avg': -4500794.373723027, 'max': -3424829.229051418, 'min': -4505216.886318032} best=-4505216.886318032
45: neval=757{'avg': -4502748.441319588, 'max': -3588045.354463996, 'min': -4505216.886318032} best=-4505216.886318032
46: neval=762{'avg': -4500880.054231432, 'max': -3505633.187223194, 'min': -4505216.886318032} best=-4505216.886318032
47: neval=778{'avg': -4501267.223773831, 'max': -3464845.400190208, 'min': -4505216.886318032} best=-4505216.886318032
48: neval=719{'avg': -4502114.176695916, 'max': -4019611.843832844, 'min': -4505216.886318032} best=-4505216.886318032
49: neval=739{'avg': -4501925.895205069, 'max': -3788167.8266803166, 'min': -4505216.886318032} best=-4505216.886318032
50: neval=754{'avg': -4503754.291933522, 'max': -4230260.624362967, 'min': -4505216.886318032} best=-4505216.886318032
51: neval=744{'avg': -4501919.185138359, 'max': -3704936.390930214, 'min': -4505216.886318032} best=-4505216.886318032
52: neval=718{'avg': -4502937.559496812, 'max': -3800722.796195491, 'min': -4505216.886318032} best=-4505216.886318032
53: neval=763{'avg': -4500173.344149768, 'max': -3000877.1475813575, 'min': -4505216.886318032} best=-4505216.886318032
54: neval=771{'avg': -4501193.567549034, 'max': -3307569.885331146, 'min': -4505216.886318032} best=-4505216.886318032
55: neval=755{'avg': -4499291.514980184, 'max': -3687492.0487074303, 'min': -4505216.886318032} best=-4505216.886318032
56: neval=743{'avg': -4501678.281183951, 'max': -3925775.375024651, 'min': -4505216.886318032} best=-4505216.886318032
57: neval=761{'avg': -4498841.861127227, 'max': -3513497.9591982644, 'min': -4505216.886318032} best=-4505216.886318032
58: neval=741{'avg': -4502238.009238058, 'max': -3711187.5798348226, 'min': -4505216.886318032} best=-4505216.886318032
59: neval=759{'avg': -4502485.4090573415, 'max': -3341884.2728625173, 'min': -4505216.886318032} best=-4505216.886318032
60: neval=752{'avg': -4503460.382699636, 'max': -3861829.8212687382, 'min': -4505216.886318032} best=-4505216.886318032
61: neval=763{'avg': -4499641.108153348, 'max': -3602925.597135865, 'min': -4505216.886318032} best=-4505216.886318032
62: neval=726{'avg': -4503524.540054498, 'max': -3837037.0745397047, 'min': -4505216.886318032} best=-4505216.886318032
63: neval=771{'avg': -4502428.251216322, 'max': -3422369.5530802635, 'min': -4505216.886318032} best=-4505216.886318032
64: neval=748{'avg': -4498715.2848720765, 'max': -3551351.7249587267, 'min': -4505216.886318032} best=-4505216.886318032
65: neval=755{'avg': -4500260.8697342, 'max': -3378797.560273272, 'min': -4505216.886318032} best=-4505216.886318032
66: neval=759{'avg': -4503257.937197574, 'max': -3995805.4562070435, 'min': -4505216.886318032} best=-4505216.886318032
67: neval=750{'avg': -4502444.269061277, 'max': -3762906.769937376, 'min': -4505216.886318032} best=-4505216.886318032
68: neval=738{'avg': -4503381.139972426, 'max': -3436430.3680898217, 'min': -4505216.886318032} best=-4505216.886318032
69: neval=742{'avg': -4503043.312641199, 'max': -3794717.9956713174, 'min': -4505216.886318032} best=-4505216.886318032
70: neval=740{'avg': -4503955.223775432, 'max': -4098213.864008836, 'min': -4505216.886318032} best=-4505216.886318032
71: neval=783{'avg': -4498027.818999302, 'max': -3082379.462423174, 'min': -4505216.886318032} best=-4505216.886318032
72: neval=776{'avg': -4502434.106755941, 'max': -3669876.472981995, 'min': -4505216.886318032} best=-4505216.886318032
73: neval=750{'avg': -4502219.600900396, 'max': -3856933.0189150507, 'min': -4505216.886318032} best=-4505216.886318032
74: neval=746{'avg': -4503092.667566702, 'max': -3608111.355229534, 'min': -4505216.886318032} best=-4505216.886318032
