----------------------  実行情報  ----------------------
実行時間＝3866秒
個体数＝1400
合計世代数＝100
==============================
Total cost: -4328596.388615187
==============================
------------------------  前提  ------------------------

waste=sanpai

ごみ量38位以内：
苫小牧市 (2039382), 釧路市 (1177668), 札幌市 (728360), 室蘭市 (677679), 登別市 (430316), 伊達市 (334124), 帯広市 (182218), 旭川市 (138210), 函館市 (133081), 釧路町 (121597), 白老町 (99038), 北見市 (91496), 小樽市 (91037), 千歳市 (69923), 江別市 (64214), 安平町 (60328), 洞爺湖町 (54767), 厚岸町 (49048), 岩見沢市 (47176), 稚内市 (46228), 音更町 (44302), 標茶町 (43861), むかわ町 (42881), 厚真町 (42445), 北斗市 (42381), 弟子屈町 (39869), 恵庭市 (36267), 豊浦町 (36146), 中標津町 (35109), 浜中町 (33093), 北広島市 (30922), 七飯町 (30521), 網走市 (28124), 幕別町 (26726), 石狩市 (26551), 滝川市 (24546), 根室市 (24477), 白糖町 (22810)

焼却施設数: 15
中継施設数: 13

輸送単価＝ 4.8 円/t/km
--------------------  GAPlot_input  --------------------

waste ='sanpai'

unit ='t/year'

inc_size= [2454696, 1927231, 1107995, 1038822, 750794, 500705, 46228, 12611, 8020, 7524, 5751, 4237, 1455, 1422, 801]

inc_facility = ['苫小牧市', '釧路市', '室蘭市', '札幌市', '伊達市', '旭川市', '稚内市', '枝幸町', '初山別村', '豊富町', '浜頓別町', '猿払村', '天塩町', '遠別町', '中川町']
inc_blocks = [['岩見沢市', '三笠市', '南幌町', '月形町', '札幌市', '江別市', '北広島市', '石狩市', '当別町', '新篠津村'], ['室蘭市'], ['苫小牧市', '白老町', '厚真町', 'むかわ町', '平取町'], ['島牧村', '寿都町', '黒松内町', '蘭越町', 'ニセコ町', '真狩村', '留寿都村', '喜茂別町', '京極町', '俱知安町', '伊達市', '豊浦町', '壮瞥町', '洞爺湖町', '長万部町', '今金町', 'せたな町'], ['旭川市', '富良野市', '鷹栖町', '東神楽町', '当麻町', '比布町', '愛別町', '上川町', '東川町', '美瑛町', '上富良野町', '中富良野町', '南富良野町', '和寒町', '剣淵町', '幌加内町'], ['音威子府村', '中川町'], ['小平町', '苫前町', '羽幌町', '初山別村'], ['遠別町'], ['天塩町'], ['稚内市'], ['猿払村'], ['浜頓別町', '中頓別町'], ['枝幸町', '雄武町'], ['豊富町', '幌延町'], ['本別町', '釧路市', '釧路町', '鶴居村', '白糖町']]

trans_size=[430316, 321259, 184942, 182814, 176442, 125721, 106618, 87021, 86082, 70429, 70361, 44305, 34474]
trans_facility = ['登別市', '帯広市', '函館市', '千歳市', '佐呂間町', '小樽市', '厚岸町', '標茶町', '雨竜町', '中標津町', '七飯町', '新冠町', '下川町']
trans_blocks = [['美唄市', '芦別市', '赤平市', '滝川市', '砂川市', '歌志内市', '深川市', '奈井江町', '上砂川町', '浦臼町', '新十津川町', '妹背牛町', '秩父別町', '雨竜町', '北竜町', '沼田町', '留萌市', '増毛町'], ['夕張市', '由仁町', '長沼町', '栗山町', '千歳市', '恵庭市', '安平町', '占冠村'], ['小樽市', '共和町', '岩内町', '泊村', '神恵内村', '積丹町', '古平町', '仁木町', '余市町', '赤井川村'], ['登別市'], ['日高町', '新冠町', '浦河町', '様似町', 'えりも町', '新ひだか町'], ['函館市', '北斗市', '松前町', '福島町', '知内町', '木古内町'], ['七飯町', '鹿部町', '森町', '八雲町', '江差町', '上ノ国町', '厚沢部町', '乙部町'], ['士別市', '名寄市', '下川町', '美深町', '滝上町', '興部町', '西興部村'], ['北見市', '網走市', '紋別市', '美幌町', '津別町', '訓子府町', '置戸町', '佐呂間町', '遠軽町', '湧別町', '大空町', '陸別町'], ['帯広市', '音更町', '士幌町', '上士幌町', '鹿追町', '新得町', '清水町', '芽室町', '中札内村', '更別村', '大樹町', '広尾町', '幕別町', '池田町', '豊頃町', '足寄町', '浦幌町'], ['厚岸町', '浜中町', '根室市'], ['小清水町', '標茶町', '弟子屈町'], ['清里町', '斜里町', '別海町', '中標津町', '標津町', '羅臼町']]

arrows = [[['札幌市'], ['小樽市']], [['室蘭市'], ['登別市']], [['苫小牧市'], ['新冠町', '千歳市']], [['伊達市'], ['七飯町', '函館市']], [['旭川市'], ['下川町', '雨竜町', '佐呂間町']], [['釧路市'], ['厚岸町', '中標津町', '標茶町', '帯広市']]]


---------------------  エネルギー情報  ---------------------
[163756.32954687494, 449958.0849645157, -5059768.060332058, 117457.25720547947]

EL_direct: {'苫小牧市': 42646.29514410417, '釧路市': 20151.016601083335, '室蘭市': 0.0, '札幌市': 38839.9047635625, '伊達市': 42552.494857979174, '旭川市': 16323.915537041667, '稚内市': 0.0, '枝幸町': 747.181719375, '初山別村': 1832.1120994583334, '豊富町': 373.68652343750006, '浜頓別町': 234.5103366666667, '猿払村': 0.0, '天塩町': 0.0, '遠別町': 0.0, '中川町': 55.211964166666675}
ED_inc: {'苫小牧市': -1665345.4860225616, '釧路市': -1307496.0998725493, '室蘭市': -751699.7916587504, '札幌市': -704770.5819706103, '伊達市': -509363.0326658874, '旭川市': -255400.02268205228, '稚内市': 44670.52942040367, '枝幸町': 22337.960883385094, '初山別村': 16455.456353243924, '豊富町': 15735.425910899805, '浜頓別町': 12985.139455218052, '猿払村': 10368.878516058216, '天塩町': 4524.448325401096, '遠別町': 4442.048348899897, '中川町': 2787.067326842596}

EL_indirect: {'登別市': 11276.222507056, '帯広市': 84386.31584460133, '函館市': 57475.875183248165, '千歳市': 24434.415311355835, '佐呂間町': 103866.3168054525, '小樽市': 17808.068771753005, '厚岸町': 31504.650773856003, '標茶町': 16105.766522904501, '雨竜町': 23607.63907508934, '中標津町': 20306.54428036, '七飯町': 33155.743898576, '新冠町': 14034.229075197502, '下川町': 11996.296915065668}
ED_trans: {'登別市': 26314.118136986304, '帯広市': 19645.20789041096, '函館市': 11309.32997260274, '千歳市': 11179.201315068492, '佐呂間町': 10789.549150684932, '小樽市': 7687.925260273973, '厚岸町': 6519.763726027399, '標茶町': 5321.393753424658, '雨竜町': 5263.973260273973, '中標津町': 4306.781589041097, '七飯町': 4302.623342465754, '新冠町': 2709.2810958904106, '下川町': 2108.108712328767}

----------------------  輸送情報  ----------------------

direct 苫小牧市(6103/6725) t/day → receive from: 苫小牧市, 白老町, 厚真町, むかわ町, 平取町
indirect 苫小牧市(622/6725) t/day → receive from: 中継施設＝ 新冠町(44305) → receive from: 日高町, 新冠町, 浦河町, 様似町, えりも町, 新ひだか町
千歳市(182814) → receive from: 夕張市, 由仁町, 長沼町, 栗山町, 千歳市, 恵庭市, 安平町, 占冠村
direct 釧路市(3676/5280) t/day → receive from: 本別町, 釧路市, 釧路町, 鶴居村, 白糖町
indirect 釧路市(1604/5280) t/day → receive from: 中継施設＝ 厚岸町(106618) → receive from: 厚岸町, 浜中町, 根室市
中標津町(70429) → receive from: 清里町, 斜里町, 別海町, 中標津町, 標津町, 羅臼町
標茶町(87021) → receive from: 小清水町, 標茶町, 弟子屈町
帯広市(321259) → receive from: 帯広市, 音更町, 士幌町, 上士幌町, 鹿追町, 新得町, 清水町, 芽室町, 中札内村, 更別村, 大樹町, 広尾町, 幕別町, 池田町, 豊頃町, 足寄町, 浦幌町
direct 室蘭市(1857/3036) t/day → receive from: 室蘭市
indirect 室蘭市(1179/3036) t/day → receive from: 中継施設＝ 登別市(430316) → receive from: 登別市
direct 札幌市(2502/2846) t/day → receive from: 岩見沢市, 三笠市, 南幌町, 月形町, 札幌市, 江別市, 北広島市, 石狩市, 当別町, 新篠津村
indirect 札幌市(344/2846) t/day → receive from: 中継施設＝ 小樽市(125721) → receive from: 小樽市, 共和町, 岩内町, 泊村, 神恵内村, 積丹町, 古平町, 仁木町, 余市町, 赤井川村
direct 伊達市(1358/2057) t/day → receive from: 島牧村, 寿都町, 黒松内町, 蘭越町, ニセコ町, 真狩村, 留寿都村, 喜茂別町, 京極町, 俱知安町, 伊達市, 豊浦町, 壮瞥町, 洞爺湖町, 長万部町, 今金町, せたな町
indirect 伊達市(699/2057) t/day → receive from: 中継施設＝ 七飯町(70361) → receive from: 七飯町, 鹿部町, 森町, 八雲町, 江差町, 上ノ国町, 厚沢部町, 乙部町
函館市(184942) → receive from: 函館市, 北斗市, 松前町, 福島町, 知内町, 木古内町
direct 旭川市(558/1372) t/day → receive from: 旭川市, 富良野市, 鷹栖町, 東神楽町, 当麻町, 比布町, 愛別町, 上川町, 東川町, 美瑛町, 上富良野町, 中富良野町, 南富良野町, 和寒町, 剣淵町, 幌加内町
indirect 旭川市(814/1372) t/day → receive from: 中継施設＝ 下川町(34474) → receive from: 士別市, 名寄市, 下川町, 美深町, 滝上町, 興部町, 西興部村
雨竜町(86082) → receive from: 美唄市, 芦別市, 赤平市, 滝川市, 砂川市, 歌志内市, 深川市, 奈井江町, 上砂川町, 浦臼町, 新十津川町, 妹背牛町, 秩父別町, 雨竜町, 北竜町, 沼田町, 留萌市, 増毛町
佐呂間町(176442) → receive from: 北見市, 網走市, 紋別市, 美幌町, 津別町, 訓子府町, 置戸町, 佐呂間町, 遠軽町, 湧別町, 大空町, 陸別町
direct 稚内市(127/127) t/day → receive from: 稚内市
direct 枝幸町(35/35) t/day → receive from: 枝幸町, 雄武町
direct 初山別村(22/22) t/day → receive from: 小平町, 苫前町, 羽幌町, 初山別村
direct 豊富町(21/21) t/day → receive from: 豊富町, 幌延町
direct 浜頓別町(16/16) t/day → receive from: 浜頓別町, 中頓別町
direct 猿払村(12/12) t/day → receive from: 猿払村
direct 天塩町(4/4) t/day → receive from: 天塩町
direct 遠別町(4/4) t/day → receive from: 遠別町
direct 中川町(2/2) t/day → receive from: 音威子府村, 中川町

----------------------  遺伝情報  ----------------------

個体数＝1400
世代数＝100
0: neval=1400{'avg': -3186488.9251509327, 'max': -2534254.3787554656, 'min': -3611191.6772713563} best=-3611191.6772713563
1: neval=1123{'avg': -3313164.50364039, 'max': -2631398.981981901, 'min': -3673736.4541072757} best=-3673736.4541072757
2: neval=1095{'avg': -3384830.99017924, 'max': -2968629.4012148986, 'min': -3760132.0644630785} best=-3760132.0644630785
3: neval=1129{'avg': -3444333.169206278, 'max': -2725583.6752848434, 'min': -3768517.621066298} best=-3768517.621066298
4: neval=1133{'avg': -3477773.3199312524, 'max': -2890207.315035939, 'min': -3770161.6301965937} best=-3770161.6301965937
5: neval=1091{'avg': -3520454.2173048365, 'max': -2875894.471283328, 'min': -3774537.3460153495} best=-3774537.3460153495
6: neval=1123{'avg': -3551662.961225658, 'max': -3118373.946583715, 'min': -3776454.8732893215} best=-3776454.8732893215
7: neval=1131{'avg': -3586553.8974831854, 'max': -3028152.565949887, 'min': -3840333.2487199646} best=-3840333.2487199646
8: neval=1113{'avg': -3612361.9744341504, 'max': -3144745.720504244, 'min': -3837315.1959792655} best=-3840333.2487199646
9: neval=1126{'avg': -3632164.089202137, 'max': -2734083.789463424, 'min': -3843026.06925961} best=-3843026.06925961
10: neval=1140{'avg': -3653462.493255115, 'max': -3042027.990483817, 'min': -3857756.196492726} best=-3857756.196492726
11: neval=1087{'avg': -3679337.257636521, 'max': -2851389.366692299, 'min': -3850990.465988934} best=-3857756.196492726
12: neval=1092{'avg': -3708255.564854663, 'max': -2568661.760286738, 'min': -3848429.1311588264} best=-3857756.196492726
13: neval=1117{'avg': -3725794.293688673, 'max': -3084458.005165561, 'min': -3890941.484146144} best=-3890941.484146144
14: neval=1073{'avg': -3749981.5815724153, 'max': -2914821.007137546, 'min': -3881905.9742956194} best=-3890941.484146144
15: neval=1090{'avg': -3771240.973637021, 'max': -3317654.91476611, 'min': -3936241.1001167563} best=-3936241.1001167563
16: neval=1113{'avg': -3779947.877903707, 'max': -3098333.3982847133, 'min': -3936241.1001167563} best=-3936241.1001167563
17: neval=1116{'avg': -3794775.818304396, 'max': -3006594.6354583963, 'min': -3921115.6730014575} best=-3936241.1001167563
18: neval=1095{'avg': -3814714.658194511, 'max': -3106886.50904273, 'min': -3924581.345563373} best=-3936241.1001167563
19: neval=1125{'avg': -3825408.1914954493, 'max': -3014885.2884629713, 'min': -3992512.8959734496} best=-3992512.8959734496
20: neval=1111{'avg': -3839595.5861287834, 'max': -3269358.9743910856, 'min': -3992512.8959734496} best=-3992512.8959734496
21: neval=1073{'avg': -3860304.045523979, 'max': -3175875.4739880147, 'min': -3997298.332079207} best=-3997298.332079207
22: neval=1067{'avg': -3886591.789658177, 'max': -3420229.5394423176, 'min': -4058492.7308196565} best=-4058492.7308196565
23: neval=1091{'avg': -3906328.7849809686, 'max': -3184749.613332674, 'min': -4045106.455378352} best=-4058492.7308196565
24: neval=1119{'avg': -3929756.1294709, 'max': -2944766.6255455273, 'min': -4069865.0040249852} best=-4069865.0040249852
25: neval=1156{'avg': -3954374.595308477, 'max': -3083773.6271540304, 'min': -4074012.821284477} best=-4074012.821284477
26: neval=1085{'avg': -3975974.4695482138, 'max': -3179611.6587894824, 'min': -4102127.863636837} best=-4102127.863636837
27: neval=1099{'avg': -3998084.4350683633, 'max': -3430735.9127429137, 'min': -4120935.7402817323} best=-4120935.7402817323
28: neval=1102{'avg': -4015310.654820728, 'max': -2711564.158151551, 'min': -4154924.2695475607} best=-4154924.2695475607
29: neval=1124{'avg': -4041627.0892682574, 'max': -2979745.7139898045, 'min': -4154924.2695475607} best=-4154924.2695475607
30: neval=1125{'avg': -4067836.9166966984, 'max': -3399863.7741685403, 'min': -4191225.383624205} best=-4191225.383624205
31: neval=1103{'avg': -4094392.2707360024, 'max': -3409041.143785376, 'min': -4191275.2409201902} best=-4191275.2409201902
32: neval=1109{'avg': -4119261.1641967385, 'max': -3468226.291433724, 'min': -4217898.648141717} best=-4217898.648141717
33: neval=1161{'avg': -4138346.3057947173, 'max': -2976449.065240508, 'min': -4228762.550635922} best=-4228762.550635922
34: neval=1105{'avg': -4155951.031031878, 'max': -3348045.2983375313, 'min': -4228762.550635922} best=-4228762.550635922
35: neval=1117{'avg': -4168935.5020996733, 'max': -3334916.2476712125, 'min': -4235110.670837911} best=-4235110.670837911
36: neval=1112{'avg': -4180574.421285385, 'max': -3353567.1738110306, 'min': -4241150.110647643} best=-4241150.110647643
37: neval=1113{'avg': -4189082.9782844395, 'max': -2983343.8805387556, 'min': -4241150.110647643} best=-4241150.110647643
38: neval=1122{'avg': -4199836.367224406, 'max': -3181651.5184920384, 'min': -4247145.419295881} best=-4247145.419295881
39: neval=1103{'avg': -4206839.65960777, 'max': -2659285.5687033986, 'min': -4269633.4783253465} best=-4269633.4783253465
40: neval=1082{'avg': -4219571.107057948, 'max': -3646933.6333163944, 'min': -4268047.436507374} best=-4269633.4783253465
41: neval=1128{'avg': -4218728.723607523, 'max': -3026180.8957398455, 'min': -4269544.949204421} best=-4269633.4783253465
42: neval=1060{'avg': -4234700.9655357385, 'max': -2653940.574036211, 'min': -4278780.1878530355} best=-4278780.1878530355
43: neval=1108{'avg': -4243384.812007093, 'max': -3016862.6565780197, 'min': -4286587.768088946} best=-4286587.768088946
44: neval=1104{'avg': -4250663.449966458, 'max': -3099606.656261729, 'min': -4293760.347432471} best=-4293760.347432471
45: neval=1149{'avg': -4257510.0231198855, 'max': -2841944.227641985, 'min': -4292431.648214975} best=-4293760.347432471
46: neval=1133{'avg': -4261207.383763878, 'max': -2958682.5190452337, 'min': -4294449.8848424805} best=-4294449.8848424805
47: neval=1111{'avg': -4268099.953552123, 'max': -3491413.936784859, 'min': -4297836.307423476} best=-4297836.307423476
48: neval=1114{'avg': -4271549.3965742085, 'max': -2858468.08196586, 'min': -4310598.582329599} best=-4310598.582329599
49: neval=1093{'avg': -4282654.0736485785, 'max': -3707116.9758624583, 'min': -4318483.553966371} best=-4318483.553966371
50: neval=1084{'avg': -4286918.465047708, 'max': -3315249.9219651767, 'min': -4318483.553966371} best=-4318483.553966371
51: neval=1115{'avg': -4291064.781959814, 'max': -3558219.331220793, 'min': -4320715.734143943} best=-4320715.734143943
52: neval=1119{'avg': -4295991.91993362, 'max': -2882301.5640648836, 'min': -4324310.8271126095} best=-4324310.8271126095
53: neval=1101{'avg': -4302414.110770072, 'max': -2973823.349475772, 'min': -4324310.8271126095} best=-4324310.8271126095
54: neval=1093{'avg': -4305285.175659641, 'max': -3074337.953509963, 'min': -4324310.8271126095} best=-4324310.8271126095
55: neval=1096{'avg': -4309797.303155241, 'max': -3125342.7081768955, 'min': -4324310.8271126095} best=-4324310.8271126095
56: neval=1114{'avg': -4315505.554289824, 'max': -3379962.788159146, 'min': -4327485.501871783} best=-4327485.501871783
57: neval=1091{'avg': -4320236.179905269, 'max': -3651976.901606337, 'min': -4327485.501871783} best=-4327485.501871783
58: neval=1105{'avg': -4321760.176474874, 'max': -3249336.293774041, 'min': -4327485.501871783} best=-4327485.501871783
59: neval=1122{'avg': -4318166.294157991, 'max': -3424636.2448385656, 'min': -4327485.501871783} best=-4327485.501871783
60: neval=1053{'avg': -4321960.29401569, 'max': -3540952.825426407, 'min': -4327485.501871783} best=-4327485.501871783
61: neval=1124{'avg': -4319132.666286249, 'max': -2772933.4452441344, 'min': -4327485.501871783} best=-4327485.501871783
62: neval=1102{'avg': -4322216.997071364, 'max': -3512581.5012921067, 'min': -4327485.501871783} best=-4327485.501871783
63: neval=1124{'avg': -4321856.158276782, 'max': -3274898.255035469, 'min': -4327485.501871783} best=-4327485.501871783
64: neval=1080{'avg': -4321549.265582002, 'max': -3301522.825914914, 'min': -4327485.501871783} best=-4327485.501871783
65: neval=1117{'avg': -4320720.888449852, 'max': -2999809.516937909, 'min': -4327485.501871783} best=-4327485.501871783
66: neval=1121{'avg': -4320487.9375379495, 'max': -3005109.331345893, 'min': -4327485.501871783} best=-4327485.501871783
67: neval=1106{'avg': -4318547.296952581, 'max': -3240595.112439923, 'min': -4327485.501871783} best=-4327485.501871783
68: neval=1109{'avg': -4323285.810484195, 'max': -2925363.6199634126, 'min': -4327485.501871783} best=-4327485.501871783
69: neval=1133{'avg': -4321618.337182698, 'max': -2767260.050992649, 'min': -4327485.501871783} best=-4327485.501871783
70: neval=1121{'avg': -4321820.570956726, 'max': -3298094.8554937686, 'min': -4327485.501871783} best=-4327485.501871783
71: neval=1119{'avg': -4322400.608142153, 'max': -2976790.1167111946, 'min': -4327485.501871783} best=-4327485.501871783
