--------------------  GAPlot_input  --------------------

inc_size= [2578]
inc_facility = ['札幌市']
inc_blocks = [['夕張市', '岩見沢市', '美唄市', '芦別市', '赤平市', '三笠市', '滝川市', '砂川市', '歌志内市', '深川市', '南幌町', '奈井江町', '上砂川町', '由仁町', '長沼町', '栗山町', '月形町', '浦臼町', '新十津川町', '妹背牛町', '秩父別町', '雨竜町', '北竜町', '沼田町', '札幌市', '江別市', '千歳市', '恵庭市', '北広島市', '石狩市', '当別町', '新篠津村', '小樽市', '島牧村', '寿都町', '黒松内町', '蘭越町', 'ニセコ町', '真狩村', '留寿都村', '喜茂別町', '京極町', '俱知安町', '共和町', '岩内町', '泊村', '神恵内村', '積丹町', '古平町', '仁木町', '余市町', '赤井川村', '室蘭市', '苫小牧市', '登別市', '伊達市', '豊浦町', '壮瞥町', '白老町', '厚真町', '洞爺湖町', '安平町', 'むかわ町', '日高町', '平取町', '新冠町', '浦河町', '様似町', 'えりも町', '新ひだか町', '長万部町', '旭川市', '士別市', '名寄市', '富良野市', '鷹栖町', '東神楽町', '当麻町', '比布町', '愛別町', '上川町', '東川町', '美瑛町', '上富良野町', '中富良野町', '南富良野町', '占冠村', '和寒町', '剣淵町', '下川町', '美深町', '音威子府村', '中川町', '幌加内町', '留萌市', '増毛町', '小平町', '苫前町', '羽幌町', '初山別村', '遠別町', '天塩町', '稚内市', '猿払村', '浜頓別町', '中頓別町', '枝幸町', '豊富町', '幌延町', '北見市', '網走市', '紋別市', '美幌町', '津別町', '清里町', '斜里町', '小清水町', '訓子府町', '置戸町', '佐呂間町', '遠軽町', '湧別町', '滝上町', '興部町', '西興部村', '雄武町', '大空町', '帯広市', '音更町', '士幌町', '上士幌町', '鹿追町', '新得町', '清水町', '芽室町', '中札内村', '更別村', '大樹町', '広尾町', '幕別町', '池田町', '豊頃町', '本別町', '足寄町', '陸別町', '浦幌町', '釧路市', '釧路町', '厚岸町', '浜中町', '標茶町', '弟子屈町', '鶴居村', '白糖町', '根室市', '別海町', '中標津町', '標津町', '羅臼町']]

trans_size=[183, 23, 20, 18]
trans_facility = ['函館市', '乙部町', '七飯町', '北斗市']
trans_blocks = [['函館市'], ['北斗市', '福島町', '知内町', '木古内町'], ['七飯町', '鹿部町', '森町'], ['松前町', '八雲町', '江差町', '上ノ国町', '厚沢部町', '乙部町', '今金町', 'せたな町']]

arrows = [[['札幌市'], ['乙部町', '七飯町', '函館市', '北斗市']]]

----------------------  実行情報  ----------------------
実行時間＝97秒
個体数＝250
合計世代数＝118
------------------------  前提  ------------------------

waste=kanen

ごみ量15位以内：
札幌市 (349353), 函館市 (66649), 旭川市 (64890), 苫小牧市 (42288), 釧路市 (38335), 帯広市 (35291), 千歳市 (25770), 小樽市 (25049), 江別市 (24906), 北見市 (20809), 室蘭市 (20448), 岩見沢市 (12638), 登別市 (11426), 北広島市 (10822), 石狩市 (9341)

焼却施設数: 1
中継施設数: 4

輸送単価＝ 300 円/t/km

---------------------  コスト情報  ---------------------

TC_direct: {'札幌市': 2272390.8020699993}
IC_inc: {'札幌市': 329899.8818864615}
OC_inc: {'札幌市': 138135.64307217477}

TC_indirect: {'函館市': 124057.91593799999, '乙部町': 26655.261366, '七飯町': 14877.498270000002, '北斗市': 13393.373982}
IC_trans: {'函館市': 5938.345189785825, '乙部町': 986.4089337171083, '七飯町': 881.8343087757477, '北斗市': 805.0382284628}
OC_trans: {'函館市': 404387.9082138076, '乙部町': 51683.598153891595, '七飯町': 45310.446924331256, '北斗市': 41057.623244816816}

==============================
Total cost: 3470461.5797822247
==============================

----------------------  輸送情報  ----------------------

direct 札幌市(2335/2578) t/day → receive from: 夕張市, 岩見沢市, 美唄市, 芦別市, 赤平市, 三笠市, 滝川市, 砂川市, 歌志内市, 深川市, 南幌町, 奈井江町, 上砂川町, 由仁町, 長沼町, 栗山町, 月形町, 浦臼町, 新十津川町, 妹背牛町, 秩父別町, 雨竜町, 北竜町, 沼田町, 札幌市, 江別市, 千歳市, 恵庭市, 北広島市, 石狩市, 当別町, 新篠津村, 小樽市, 島牧村, 寿都町, 黒松内町, 蘭越町, ニセコ町, 真狩村, 留寿都村, 喜茂別町, 京極町, 俱知安町, 共和町, 岩内町, 泊村, 神恵内村, 積丹町, 古平町, 仁木町, 余市町, 赤井川村, 室蘭市, 苫小牧市, 登別市, 伊達市, 豊浦町, 壮瞥町, 白老町, 厚真町, 洞爺湖町, 安平町, むかわ町, 日高町, 平取町, 新冠町, 浦河町, 様似町, えりも町, 新ひだか町, 長万部町, 旭川市, 士別市, 名寄市, 富良野市, 鷹栖町, 東神楽町, 当麻町, 比布町, 愛別町, 上川町, 東川町, 美瑛町, 上富良野町, 中富良野町, 南富良野町, 占冠村, 和寒町, 剣淵町, 下川町, 美深町, 音威子府村, 中川町, 幌加内町, 留萌市, 増毛町, 小平町, 苫前町, 羽幌町, 初山別村, 遠別町, 天塩町, 稚内市, 猿払村, 浜頓別町, 中頓別町, 枝幸町, 豊富町, 幌延町, 北見市, 網走市, 紋別市, 美幌町, 津別町, 清里町, 斜里町, 小清水町, 訓子府町, 置戸町, 佐呂間町, 遠軽町, 湧別町, 滝上町, 興部町, 西興部村, 雄武町, 大空町, 帯広市, 音更町, 士幌町, 上士幌町, 鹿追町, 新得町, 清水町, 芽室町, 中札内村, 更別村, 大樹町, 広尾町, 幕別町, 池田町, 豊頃町, 本別町, 足寄町, 陸別町, 浦幌町, 釧路市, 釧路町, 厚岸町, 浜中町, 標茶町, 弟子屈町, 鶴居村, 白糖町, 根室市, 別海町, 中標津町, 標津町, 羅臼町
indirect 札幌市(243/2578) t/day → receive from: 中継施設＝ 乙部町(8297) → receive from: 松前町, 八雲町, 江差町, 上ノ国町, 厚沢部町, 乙部町, 今金町, せたな町
                                                    　　　七飯町(7257) → receive from: 七飯町, 鹿部町, 森町
                                                    　　　函館市(66649) → receive from: 函館市
                                                    　　　北斗市(6506) → receive from: 北斗市, 福島町, 知内町, 木古内町

----------------------  遺伝情報  ----------------------

個体数＝250
世代数＝1000
0: neval=250{'avg': 5762022.722313301, 'max': 8164873.354065938, 'min': 4195449.818273936} best=4195449.818273936
1: neval=179{'avg': 4763136.477502417, 'max': 7795745.624788446, 'min': 3728184.600060692} best=3728184.600060692
2: neval=199{'avg': 4316221.156248349, 'max': 5603690.934179176, 'min': 3777944.861967842} best=3728184.600060692
3: neval=215{'avg': 4054979.0378674893, 'max': 4872350.217966827, 'min': 3541565.862079702} best=3541565.862079702
4: neval=200{'avg': 3874872.64367879, 'max': 4330032.67351612, 'min': 3541565.862079702} best=3541565.862079702
5: neval=208{'avg': 3750109.8676199717, 'max': 4198424.324404207, 'min': 3541565.862079702} best=3541565.862079702
6: neval=207{'avg': 3658429.4857787313, 'max': 4323220.214927569, 'min': 3541565.862079702} best=3541565.862079702
7: neval=223{'avg': 3586081.029884687, 'max': 3758534.3202494932, 'min': 3541565.862079702} best=3541565.862079702
8: neval=207{'avg': 3562701.5914715887, 'max': 4087142.60412201, 'min': 3541565.862079702} best=3541565.862079702
9: neval=200{'avg': 3544507.9479289646, 'max': 3662457.359199136, 'min': 3541565.862079702} best=3541565.862079702
10: neval=184{'avg': 3541565.862079702, 'max': 3541565.862079702, 'min': 3541565.862079702} best=3541565.862079702
11: neval=182{'avg': 3545305.3572590584, 'max': 4082493.221229807, 'min': 3541565.862079702} best=3541565.862079702
12: neval=201{'avg': 3544917.420655904, 'max': 4276912.517391177, 'min': 3541565.862079702} best=3541565.862079702
13: neval=181{'avg': 3545135.7903964752, 'max': 4120808.2965516993, 'min': 3541565.862079702} best=3541565.862079702
14: neval=195{'avg': 3542689.2583357245, 'max': 3729014.6980584487, 'min': 3541565.862079702} best=3541565.862079702
15: neval=187{'avg': 3541492.134951911, 'max': 3541565.862079702, 'min': 3535421.934763807} best=3535421.934763807
16: neval=205{'avg': 3541320.1049870662, 'max': 3541565.862079702, 'min': 3535421.934763807} best=3535421.934763807
17: neval=198{'avg': 3541675.744567466, 'max': 3704202.8849703693, 'min': 3535421.934763807} best=3535421.934763807
18: neval=203{'avg': 3543836.0283327335, 'max': 3872648.7387333377, 'min': 3535421.934763807} best=3535421.934763807
19: neval=214{'avg': 3542758.8900492955, 'max': 3761909.3299403964, 'min': 3535421.934763807} best=3535421.934763807
20: neval=197{'avg': 3541321.1387868254, 'max': 3722304.7994091464, 'min': 3496656.700819278} best=3496656.700819278
21: neval=196{'avg': 3545755.0894209784, 'max': 4132391.332353319, 'min': 3496656.700819278} best=3496656.700819278
22: neval=193{'avg': 3537094.34444807, 'max': 3727798.3086374523, 'min': 3496656.700819278} best=3496656.700819278
23: neval=181{'avg': 3533124.6229623565, 'max': 4600187.855387807, 'min': 3496656.700819278} best=3496656.700819278
24: neval=209{'avg': 3516238.1821629186, 'max': 3826721.449260066, 'min': 3496656.700819278} best=3496656.700819278
25: neval=204{'avg': 3503168.9417649643, 'max': 3781258.6565673226, 'min': 3496656.700819278} best=3496656.700819278
26: neval=198{'avg': 3497652.0855448036, 'max': 3698771.3963318206, 'min': 3496656.700819278} best=3496656.700819278
27: neval=210{'avg': 3497379.8848409746, 'max': 3727575.8033127123, 'min': 3471595.1522847824} best=3471595.1522847824
28: neval=205{'avg': 3503006.0462882994, 'max': 4859230.074641416, 'min': 3471595.1522847824} best=3471595.1522847824
29: neval=210{'avg': 3494690.7130455086, 'max': 3653938.9985249233, 'min': 3471270.018765548} best=3471270.018765548
30: neval=204{'avg': 3489563.321953051, 'max': 3496656.700819278, 'min': 3471270.018765548} best=3471270.018765548
31: neval=213{'avg': 3480022.273426594, 'max': 3496656.700819278, 'min': 3471270.018765548} best=3471270.018765548
32: neval=197{'avg': 3479382.220807021, 'max': 4333101.499067524, 'min': 3471270.018765548} best=3471270.018765548
33: neval=194{'avg': 3471329.061944645, 'max': 3471891.3702134853, 'min': 3471270.018765548} best=3471270.018765548
34: neval=202{'avg': 3488070.1634786143, 'max': 6327923.183846014, 'min': 3471074.337962685} best=3471074.337962685
35: neval=189{'avg': 3473675.550301297, 'max': 4075588.114745953, 'min': 3471074.337962685} best=3471074.337962685
36: neval=209{'avg': 3471237.1443906664, 'max': 3471270.018765548, 'min': 3471074.337962685} best=3471074.337962685
37: neval=202{'avg': 3473488.869154728, 'max': 3817760.6174581787, 'min': 3471074.337962685} best=3471074.337962685
38: neval=193{'avg': 3472228.3129837783, 'max': 3748414.2874727687, 'min': 3471074.337962685} best=3471074.337962685
39: neval=210{'avg': 3471655.1870932183, 'max': 3615503.897384237, 'min': 3471074.337962685} best=3471074.337962685
40: neval=187{'avg': 3472705.443978518, 'max': 3701011.8768925807, 'min': 3471074.337962685} best=3471074.337962685
41: neval=207{'avg': 3471074.3379626865, 'max': 3471074.337962685, 'min': 3471074.337962685} best=3471074.337962685
42: neval=198{'avg': 3472116.947411029, 'max': 3731726.700048494, 'min': 3471074.337962685} best=3471074.337962685
43: neval=207{'avg': 3471074.153666604, 'max': 3471074.337962685, 'min': 3471062.8194575636} best=3471062.8194575636
44: neval=209{'avg': 3471996.659278182, 'max': 3701758.3333827336, 'min': 3471062.8194575636} best=3471062.8194575636
45: neval=200{'avg': 3471073.462556297, 'max': 3471074.337962685, 'min': 3471062.8194575636} best=3471062.8194575636
46: neval=205{'avg': 3476106.575167004, 'max': 4174287.951566058, 'min': 3471062.8194575636} best=3471062.8194575636
47: neval=210{'avg': 3472221.1704664933, 'max': 3740649.951677081, 'min': 3471062.8194575636} best=3471062.8194575636
48: neval=196{'avg': 3471064.2477521985, 'max': 3471074.337962685, 'min': 3471062.8194575636} best=3471062.8194575636
