局----------------------  実行情報  ----------------------
実行時間＝2886秒
個体数＝1550
合計世代数＝100
===============================
Total cost: -4104682.4567377786
===============================
------------------------  前提  ------------------------

waste=sanpai

ごみ量41位以内：
苫小牧市 (2039382), 釧路市 (1177668), 札幌市 (728360), 室蘭市 (677679), 登別市 (430316), 伊達市 (334124), 帯広市 (182218), 旭川市 (138210), 函館市 (133081), 釧路町 (121597), 白老町 (99038), 北見市 (91496), 小樽市 (91037), 千歳市 (69923), 江別市 (64214), 安平町 (60328), 洞爺湖町 (54767), 厚岸町 (49048), 岩見沢市 (47176), 稚内市 (46228), 音更町 (44302), 標茶町 (43861), むかわ町 (42881), 厚真町 (42445), 北斗市 (42381), 弟子屈町 (39869), 恵庭市 (36267), 豊浦町 (36146), 中標津町 (35109), 浜中町 (33093), 北広島市 (30922), 七飯町 (30521), 網走市 (28124), 幕別町 (26726), 石狩市 (26551), 滝川市 (24546), 根室市 (24477), 白糠町 (22810), 壮瞥町 (22382), 別海町 (18297), 名寄市 (17639)

焼却施設数: 19
中継施設数: 12

輸送単価＝ 4.8 円/t/km
--------------------  GAPlot_input  --------------------

waste_name ='sanpai'
unit ='t/year'

inc_size= [2396432, 1602881, 1107995, 1090522, 750794, 491082, 325213, 46228, 21115, 17041, 4479, 4463, 3045, 1484, 1455, 1422, 1318, 801, 522]
inc_facility = ['苫小牧市', '釧路市', '室蘭市', '札幌市', '伊達市', '帯広市', '旭川市', '稚内市', '浜頓別町', '留萌市', '豊富町', '羽幌町', '幌延町', '中頓別町', '天塩町', '遠別町', '苫前町', '中川町', '初山別村']
inc_blocks = [['夕張市', '岩見沢市', '三笠市', '南幌町', '由仁町', '長沼町', '栗山町', '月形町', '札幌市', '江別市', '恵庭市', '北広島市', '石狩市', '当別町', '新篠津村'], ['室蘭市'], ['千歳市', '苫小牧市', '白老町', '厚真町', '安平町', 'むかわ町', '日高町', '平取町', '新冠町', '浦河町', '新ひだか町'], ['島牧村', '寿都町', '黒松内町', '蘭越町', 'ニセコ町', '真狩村', '留寿都村', '喜茂別町', '京極町', '俱知安町', '伊達市', '豊浦町', '壮瞥町', '洞爺湖町', '長万部町'], ['芦別市', '深川市', '旭川市', '富良野市', '鷹栖町', '東神楽町', '当麻町', '比布町', '愛別町', '上川町', '東川町', '美瑛町', '上富良野町', '中富良野町', '和寒町', '幌加内町'], ['音威子府村', '中川町'], ['秩父別町', '北竜町', '沼田町', '留萌市', '増毛町', '小平町'], ['猿払村', '浜頓別町', '枝幸町', '雄武町'], ['羽幌町'], ['初山別村'], ['遠別町'], ['天塩町'], ['稚内市'], ['苫前町'], ['豊富町'], ['中頓別町'], ['幌延町'], ['様似町', 'えりも町', '南富良野町', '占冠村', '帯広市', '音更町', '士幌町', '上士幌町', '鹿追町', '新得町', '清水町', '芽室町', '中札内村', '更別村', '大樹町', '広尾町', '幕別町', '池田町', '豊頃町', '本別町', '足寄町', '浦幌町'], ['釧路市', '釧路町', '鶴居村', '白糠町']]

trans_size=[430316, 218943, 158819, 125721, 87021, 82141, 70429, 54727, 49559, 32373, 24477, 21199]
trans_facility = ['登別市', '函館市', '訓子府町', '小樽市', '標茶町', '厚岸町', '中標津町', '滝川市', '八雲町', '士別市', '根室市', '滝上町']
trans_blocks = [['紋別市', '湧別町', '滝上町', '興部町', '西興部村'], ['美唄市', '赤平市', '滝川市', '砂川市', '歌志内市', '奈井江町', '上砂川町', '浦臼町', '新十津川町', '妹背牛町', '雨竜町'], ['小樽市', '共和町', '岩内町', '泊村', '神恵内村', '積丹町', '古平町', '仁木町', '余市町', '赤井川村'], ['登別市'], ['函館市', '北斗市', '松前町', '福島町', '知内町', '木古内町', '七飯町', '鹿部町'], ['森町', '八雲町', '江差町', '上ノ国町', '厚沢部町', '乙部町', '今金町', 'せたな町'], ['士別市', '名寄市', '剣淵町', '下川町', '美深町'], ['北見市', '網走市', '美幌町', '津別町', '訓子府町', '置戸町', '佐呂間町', '遠軽町', '大空町', '陸別町'], ['厚岸町', '浜中町'], ['小清水町', '標茶町', '弟子屈町'], ['根室市'], ['清里町', '斜里町', '別海町', '中標津町', '標津町', '羅臼町']]

arrows = [[['札幌市'], ['小樽市']], [['室蘭市'], ['登別市']], [['伊達市'], ['函館市', '八雲町']], [['旭川市'], ['士別市', '滝上町', '滝川市']], [['帯広市'], ['訓子府町']], [['釧路市'], ['根室市', '厚岸町', '中標津町', '標茶町']]]


---------------------  エネルギー情報  ---------------------
[264515.07318302075, 431094.9710316426, -4883196.013281209, 82903.51232876714]

EL_direct: {'苫小牧市': 101692.50516885417, '釧路市': 18366.688811791668, '室蘭市': 0.0, '札幌市': 54269.73578731251, '伊達市': 30903.085096000003, '帯広市': 34003.86260970833, '旭川市': 19139.411464333338, '稚内市': 0.0, '浜頓別町': 4909.431557875, '留萌市': 1175.1407229791669, '豊富町': 0.0, '羽幌町': 0.0, '幌延町': 0.0, '中頓別町': 0.0, '天塩町': 0.0, '遠別町': 0.0, '苫前町': 0.0, '中川町': 55.211964166666675, '初山別村': 0.0}
ED_inc: {'苫小牧市': -1625817.2962191731, '釧路市': -1087446.526161011, '室蘭市': -751699.7916587504, '札幌市': -739845.5409990874, '伊達市': -509363.0326658874, '帯広市': -244585.82912772015, '旭川市': -78915.55156697427, '稚内市': 44670.52942040367, '浜頓別町': 30656.997336829856, '留萌市': 27005.650514101795, '豊富町': 10806.935615633145, '羽幌町': 10778.22824901246, '幌延町': 8075.163552571184, '中頓別町': 4596.477152754557, '天塩町': 4524.448325401096, '遠別町': 4442.048348899897, '苫前町': 4179.205044982637, '中川町': 2787.067326842596, '初山別村': 1954.8042299610127}

EL_indirect: {'登別市': 22552.445014112, '函館市': 129839.34471353951, '訓子府町': 103715.67399095284, '小樽市': 24968.969471381006, '標茶町': 22380.9423789965, '厚岸町': 20735.049800569, '中標津町': 30115.285485220003, '滝川市': 13360.224624393837, '八雲町': 30768.398002736336, '士別市': 9949.252497231668, '根室市': 9062.761594848, '滝上町': 13646.623457662}
ED_trans: {'登別市': 26314.118136986304, '函館市': 13388.514410958904, '訓子府町': 9711.890630136986, '小樽市': 7687.925260273973, '標茶町': 5321.393753424658, '厚岸町': 5022.978410958904, '中標津町': 4306.781589041097, '滝川市': 3346.5935342465755, '八雲町': 3030.566794520548, '士別市': 1979.6311232876712, '根室市': 1496.7853150684934, '滝上町': 1296.3333698630138}

----------------------  輸送情報  ----------------------

direct 苫小牧市(6566/6566) t/day → receive from: 千歳市, 苫小牧市, 白老町, 厚真町, 安平町, むかわ町, 日高町, 平取町, 新冠町, 浦河町, 新ひだか町
direct 釧路市(3668/4391) t/day → receive from: 釧路市, 釧路町, 鶴居村, 白糠町
indirect 釧路市(723/4391) t/day → receive from: 中継施設＝ 根室市(24477) → receive from: 根室市
厚岸町(82141) → receive from: 厚岸町, 浜中町
中標津町(70429) → receive from: 清里町, 斜里町, 別海町, 中標津町, 標津町, 羅臼町
標茶町(87021) → receive from: 小清水町, 標茶町, 弟子屈町
direct 室蘭市(1857/3036) t/day → receive from: 室蘭市
indirect 室蘭市(1179/3036) t/day → receive from: 中継施設＝ 登別市(430316) → receive from: 登別市
direct 札幌市(2643/2988) t/day → receive from: 夕張市, 岩見沢市, 三笠市, 南幌町, 由仁町, 長沼町, 栗山町, 月形町, 札幌市, 江別市, 恵庭市, 北広島市, 石狩市, 当別町, 新篠津村
indirect 札幌市(344/2988) t/day → receive from: 中継施設＝ 小樽市(125721) → receive from: 小樽市, 共和町, 岩内町, 泊村, 神恵内村, 積丹町, 古平町, 仁木町, 余市町, 赤井川村
direct 伊達市(1321/2057) t/day → receive from: 島牧村, 寿都町, 黒松内町, 蘭越町, ニセコ町, 真狩村, 留寿都村, 喜茂別町, 京極町, 俱知安町, 伊達市, 豊浦町, 壮瞥町, 洞爺湖町, 長万部町
indirect 伊達市(736/2057) t/day → receive from: 中継施設＝ 函館市(218943) → receive from: 函館市, 北斗市, 松前町, 福島町, 知内町, 木古内町, 七飯町, 鹿部町
八雲町(49559) → receive from: 森町, 八雲町, 江差町, 上ノ国町, 厚沢部町, 乙部町, 今金町, せたな町
direct 帯広市(910/1345) t/day → receive from: 様似町, えりも町, 南富良野町, 占冠村, 帯広市, 音更町, 士幌町, 上士幌町, 鹿追町, 新得町, 清水町, 芽室町, 中札内村, 更別村, 大樹町, 広尾町, 幕別町, 池田町, 豊頃町, 本別町, 足寄町, 浦幌町
indirect 帯広市(435/1345) t/day → receive from: 中継施設＝ 訓子府町(158819) → receive from: 北見市, 網走市, 美幌町, 津別町, 訓子府町, 置戸町, 佐呂間町, 遠軽町, 大空町, 陸別町
direct 旭川市(594/891) t/day → receive from: 芦別市, 深川市, 旭川市, 富良野市, 鷹栖町, 東神楽町, 当麻町, 比布町, 愛別町, 上川町, 東川町, 美瑛町, 上富良野町, 中富良野町, 和寒町, 幌加内町
indirect 旭川市(297/891) t/day → receive from: 中継施設＝ 士別市(32373) → receive from: 士別市, 名寄市, 剣淵町, 下川町, 美深町
滝上町(21199) → receive from: 紋別市, 湧別町, 滝上町, 興部町, 西興部村
滝川市(54727) → receive from: 美唄市, 赤平市, 滝川市, 砂川市, 歌志内市, 奈井江町, 上砂川町, 浦臼町, 新十津川町, 妹背牛町, 雨竜町
direct 稚内市(127/127) t/day → receive from: 稚内市
direct 浜頓別町(58/58) t/day → receive from: 猿払村, 浜頓別町, 枝幸町, 雄武町
direct 留萌市(47/47) t/day → receive from: 秩父別町, 北竜町, 沼田町, 留萌市, 増毛町, 小平町
direct 豊富町(12/12) t/day → receive from: 豊富町
direct 羽幌町(12/12) t/day → receive from: 羽幌町
direct 幌延町(8/8) t/day → receive from: 幌延町
direct 中頓別町(4/4) t/day → receive from: 中頓別町
direct 天塩町(4/4) t/day → receive from: 天塩町
direct 遠別町(4/4) t/day → receive from: 遠別町
direct 苫前町(4/4) t/day → receive from: 苫前町
direct 中川町(2/2) t/day → receive from: 音威子府村, 中川町
direct 初山別村(1/1) t/day → receive from: 初山別村

----------------------  遺伝情報  ----------------------

個体数＝1550
世代数＝100
0: neval=1550{'avg': -2825938.685401162, 'max': -2158298.513886473, 'min': -3230807.7933650124} best=-3230807.7933650124
1: neval=1247{'avg': -2957660.327730569, 'max': -2544396.3474748726, 'min': -3256440.7680806} best=-3256440.7680806
2: neval=1209{'avg': -3038583.194094861, 'max': -2422059.7455979553, 'min': -3291125.112627159} best=-3291125.112627159
3: neval=1249{'avg': -3099889.223555186, 'max': -2655625.2014738214, 'min': -3328451.803256386} best=-3328451.803256386
4: neval=1232{'avg': -3148562.6002409314, 'max': -2541051.178080224, 'min': -3447956.6096067326} best=-3447956.6096067326
5: neval=1250{'avg': -3186125.686060252, 'max': -2789937.983028727, 'min': -3414459.0600883113} best=-3447956.6096067326
6: neval=1207{'avg': -3229032.70568106, 'max': -2607347.787064582, 'min': -3413547.0065187174} best=-3447956.6096067326
7: neval=1229{'avg': -3273184.937541268, 'max': -2191264.8087554905, 'min': -3490636.9059741627} best=-3490636.9059741627
8: neval=1260{'avg': -3309504.7262945557, 'max': -2868991.474872546, 'min': -3560820.2046277854} best=-3560820.2046277854
9: neval=1226{'avg': -3336655.31649305, 'max': -2762796.4022399806, 'min': -3547848.0995271164} best=-3560820.2046277854
10: neval=1225{'avg': -3370409.805690346, 'max': -2960938.988233315, 'min': -3535732.4254662627} best=-3560820.2046277854
11: neval=1214{'avg': -3406445.2425648775, 'max': -2521429.2120445794, 'min': -3636130.693579412} best=-3636130.693579412
12: neval=1230{'avg': -3439061.81333048, 'max': -2618702.7566647334, 'min': -3636130.693579412} best=-3636130.693579412
13: neval=1231{'avg': -3467587.841951037, 'max': -2928448.097820627, 'min': -3687227.455571326} best=-3687227.455571326
14: neval=1226{'avg': -3501658.577135695, 'max': -2574545.495862014, 'min': -3687227.455571326} best=-3687227.455571326
15: neval=1163{'avg': -3534992.232943258, 'max': -2636089.760976187, 'min': -3727901.6860765903} best=-3727901.6860765903
16: neval=1197{'avg': -3565836.178656999, 'max': -3039586.9037592383, 'min': -3731419.315868186} best=-3731419.315868186
17: neval=1191{'avg': -3599908.755245919, 'max': -3101500.975028334, 'min': -3782186.64108367} best=-3782186.64108367
18: neval=1191{'avg': -3633777.868392115, 'max': -2720511.031709304, 'min': -3840332.027754059} best=-3840332.027754059
19: neval=1211{'avg': -3666894.931711107, 'max': -3172568.8884749264, 'min': -3840332.027754059} best=-3840332.027754059
20: neval=1232{'avg': -3694926.271494597, 'max': -3196501.120303407, 'min': -3840332.027754059} best=-3840332.027754059
21: neval=1234{'avg': -3725948.874774554, 'max': -3129873.1309284777, 'min': -3849031.8578130663} best=-3849031.8578130663
22: neval=1198{'avg': -3757014.961593684, 'max': -3189729.8742352724, 'min': -3872281.252002793} best=-3872281.252002793
23: neval=1182{'avg': -3784153.8575881016, 'max': -3112635.402532359, 'min': -3872233.85767214} best=-3872281.252002793
24: neval=1235{'avg': -3803068.871130888, 'max': -2924978.636904255, 'min': -3885326.8683700752} best=-3885326.8683700752
25: neval=1183{'avg': -3823470.922152038, 'max': -2698868.34700649, 'min': -3895618.217828859} best=-3895618.217828859
26: neval=1248{'avg': -3838357.9634273285, 'max': -3185750.7488827943, 'min': -3915330.344220912} best=-3915330.344220912
27: neval=1213{'avg': -3853966.2483650004, 'max': -3223004.1079686554, 'min': -3917167.7558087306} best=-3917167.7558087306
28: neval=1244{'avg': -3866489.093542447, 'max': -3233097.0090582864, 'min': -3939643.9829391325} best=-3939643.9829391325
29: neval=1233{'avg': -3879413.4174679657, 'max': -2868977.991228536, 'min': -3939643.9829391325} best=-3939643.9829391325
30: neval=1235{'avg': -3887102.225539093, 'max': -3004153.5015065875, 'min': -3939643.9829391325} best=-3939643.9829391325
31: neval=1216{'avg': -3897582.2934329323, 'max': -2195841.2465625294, 'min': -3960417.3921504654} best=-3960417.3921504654
32: neval=1209{'avg': -3909617.1486172834, 'max': -2968480.4269424034, 'min': -3961529.7866400923} best=-3961529.7866400923
33: neval=1227{'avg': -3918364.4300599927, 'max': -3075554.7082858444, 'min': -3970306.113986716} best=-3970306.113986716
34: neval=1228{'avg': -3925622.7988209776, 'max': -3167259.449159773, 'min': -3982878.298859966} best=-3982878.298859966
35: neval=1238{'avg': -3935201.0289129796, 'max': -2736480.719644224, 'min': -4005764.2159664063} best=-4005764.2159664063
36: neval=1219{'avg': -3942261.504666317, 'max': -3190189.360683078, 'min': -4002963.5845416654} best=-4005764.2159664063
37: neval=1224{'avg': -3953804.9772906816, 'max': -3294280.9074099814, 'min': -4015508.725670903} best=-4015508.725670903
38: neval=1194{'avg': -3959478.755974312, 'max': -3109398.8700723937, 'min': -4017066.866509732} best=-4017066.866509732
39: neval=1223{'avg': -3967612.3356211153, 'max': -2779795.571938276, 'min': -4017066.866509732} best=-4017066.866509732
40: neval=1226{'avg': -3978973.520336647, 'max': -3035090.020952255, 'min': -4029619.1410769043} best=-4029619.1410769043
41: neval=1207{'avg': -3990730.54117581, 'max': -2644039.184007574, 'min': -4039416.4057983616} best=-4039416.4057983616
42: neval=1211{'avg': -4004019.5732730594, 'max': -3102818.274466558, 'min': -4044966.0430485937} best=-4044966.0430485937
43: neval=1216{'avg': -4012825.3632669398, 'max': -3460168.282996818, 'min': -4048738.4747945024} best=-4048738.4747945024
44: neval=1265{'avg': -4016846.5057594017, 'max': -3161714.3432219415, 'min': -4046509.8022786276} best=-4048738.4747945024
45: neval=1264{'avg': -4023280.768332452, 'max': -3403000.15291332, 'min': -4053865.1446478013} best=-4053865.1446478013
46: neval=1224{'avg': -4026123.631631895, 'max': -2941664.255813336, 'min': -4062020.4960394977} best=-4062020.4960394977
47: neval=1262{'avg': -4030504.10402182, 'max': -2746400.0669983053, 'min': -4062020.4960394977} best=-4062020.4960394977
48: neval=1208{'avg': -4035102.09368643, 'max': -2981228.6606707876, 'min': -4063276.121748838} best=-4063276.121748838
49: neval=1272{'avg': -4038793.8675081357, 'max': -3235393.7199692726, 'min': -4063276.121748838} best=-4063276.121748838
50: neval=1256{'avg': -4040034.375509773, 'max': -2342736.2030767226, 'min': -4064971.154105604} best=-4064971.154105604
51: neval=1230{'avg': -4046077.5227459017, 'max': -3117282.6385089285, 'min': -4064971.154105604} best=-4064971.154105604
52: neval=1191{'avg': -4047271.465987586, 'max': -2875608.4703176147, 'min': -4066558.828042534} best=-4066558.828042534
53: neval=1227{'avg': -4055566.450439653, 'max': -3090370.248587136, 'min': -4066842.922431199} best=-4066842.922431199
54: neval=1209{'avg': -4058871.352733414, 'max': -3518596.2078270176, 'min': -4068673.090403124} best=-4068673.090403124
55: neval=1239{'avg': -4060553.622739323, 'max': -2923658.807177291, 'min': -4068673.090403124} best=-4068673.090403124
56: neval=1206{'avg': -4062079.073661608, 'max': -2821126.9476141683, 'min': -4069867.9546977323} best=-4069867.9546977323
57: neval=1197{'avg': -4062643.726860205, 'max': -3004547.13077249, 'min': -4071889.7292617983} best=-4071889.7292617983
58: neval=1229{'avg': -4061262.1604846055, 'max': -2570066.3604273214, 'min': -4073030.4233530336} best=-4073030.4233530336
59: neval=1247{'avg': -4063307.797208874, 'max': -3049775.351513497, 'min': -4073933.6229374986} best=-4073933.6229374986
60: neval=1205{'avg': -4062695.9854733297, 'max': -2908937.1835419377, 'min': -4074773.2621004595} best=-4074773.2621004595
61: neval=1204{'avg': -4065095.142717917, 'max': -2548740.1834983057, 'min': -4074773.2621004595} best=-4074773.2621004595
62: neval=1210{'avg': -4066720.6259731306, 'max': -3146721.428883075, 'min': -4076234.550094146} best=-4076234.550094146
63: neval=1232{'avg': -4068950.0100373756, 'max': -3194201.1468861657, 'min': -4076234.550094146} best=-4076234.550094146
64: neval=1215{'avg': -4066915.3558989256, 'max': -3070146.202106781, 'min': -4076234.550094146} best=-4076234.550094146
65: neval=1181{'avg': -4072096.9906341108, 'max': -3381861.515798996, 'min': -4076234.550094146} best=-4076234.550094146
66: neval=1186{'avg': -4071476.0705279405, 'max': -2589712.0544413636, 'min': -4076234.550094146} best=-4076234.550094146
67: neval=1224{'avg': -4067977.5049339132, 'max': -3206136.787255804, 'min': -4076234.550094146} best=-4076234.550094146
68: neval=1228{'avg': -4070591.035431456, 'max': -3016029.3861292205, 'min': -4076234.550094146} best=-4076234.550094146
69: neval=1204{'avg': -4068015.245045087, 'max': -2798733.4715222223, 'min': -4076234.550094146} best=-4076234.550094146
70: neval=1253{'avg': -4070549.0602405462, 'max': -2257568.936842786, 'min': -4076234.550094146} best=-4076234.550094146
71: neval=1189{'avg': -4071336.4938330436, 'max': -3022746.251752568, 'min': -4076234.550094146} best=-4076234.550094146
72: neval=1245{'avg': -4070202.839935946, 'max': -2945246.757602616, 'min': -4076234.550094146} best=-4076234.550094146
73: neval=1204{'avg': -4068978.736402443, 'max': -1692377.3392022173, 'min': -4076234.550094146} best=-4076234.550094146
74: neval=1242{'avg': -4072155.6756874747, 'max': -2766163.924986536, 'min': -4076234.550094146} best=-4076234.550094146
75: neval=1265{'avg': -4071234.650599645, 'max': -3255541.32526286, 'min': -4076234.550094146} best=-4076234.550094146
76: neval=1211{'avg': -4072576.7314672126, 'max': -3053226.9390801387, 'min': -4076234.550094146} best=-4076234.550094146
77: neval=1233{'avg': -4070210.977915359, 'max': -2619259.686736492, 'min': -4076234.550094146} best=-4076234.550094146
78: neval=1234{'avg': -4068696.5100013805, 'max': -2390750.6925689173, 'min': -4076234.550094146} best=-4076234.550094146
79: neval=1241{'avg': -4068656.3947017645, 'max': -2682878.697149275, 'min': -4076234.550094146} best=-4076234.550094146
80: neval=1217{'avg': -4071072.640962463, 'max': -2895733.1063355203, 'min': -4076234.550094146} best=-4076234.550094146
81: neval=1221{'avg': -4071261.610669964, 'max': -2535507.0694874837, 'min': -4076234.550094146} best=-4076234.550094146
82: neval=1213{'avg': -4073045.230943172, 'max': -3055551.086663024, 'min': -4076234.550094146} best=-4076234.550094146
83: neval=1197{'avg': -4071564.2190440344, 'max': -2762544.5758471843, 'min': -4076234.550094146} best=-4076234.550094146
84: neval=1241{'avg': -4069129.5943076178, 'max': -2522890.763106284, 'min': -4076234.550094146} best=-4076234.550094146
85: neval=1202{'avg': -4073546.1210531, 'max': -3200929.577679548, 'min': -4076370.3936430593} best=-4076370.3936430593
86: neval=1247{'avg': -4068640.1889645397, 'max': -2543415.8190113646, 'min': -4076370.3936430593} best=-4076370.3936430593
87: neval=1249{'avg': -4073435.6971118026, 'max': -3271764.3834920004, 'min': -4076370.3936430593} best=-4076370.3936430593
88: neval=1178{'avg': -4068789.129443235, 'max': -2858081.5645851837, 'min': -4076370.3936430593} best=-4076370.3936430593
89: neval=1169{'avg': -4071490.901325157, 'max': -3155922.219969766, 'min': -4076370.3936430593} best=-4076370.3936430593
90: neval=1237{'avg': -4073866.361369229, 'max': -3199843.445070989, 'min': -4076370.3936430593} best=-4076370.3936430593
91: neval=1237{'avg': -4068475.942187781, 'max': -2695654.6315978505, 'min': -4076370.3936430593} best=-4076370.3936430593
92: neval=1237{'avg': -4071036.457223235, 'max': -2578896.22482255, 'min': -4076370.3936430593} best=-4076370.3936430593
93: neval=1255{'avg': -4071761.0401569465, 'max': -2859315.4436450615, 'min': -4076370.3936430593} best=-4076370.3936430593
94: neval=1228{'avg': -4068060.2266371967, 'max': -2614290.8839667323, 'min': -4076370.3936430593} best=-4076370.3936430593
95: neval=1217{'avg': -4072404.6499711056, 'max': -2914936.9101604316, 'min': -4076370.3936430593} best=-4076370.3936430593
96: neval=1227{'avg': -4069834.233024603, 'max': -2540465.0459529115, 'min': -4076370.3936430593} best=-4076370.3936430593
97: neval=1197{'avg': -4071801.939057976, 'max': -3199380.2264058464, 'min': -4076370.3936430593} best=-4076370.3936430593
98: neval=1206{'avg': -4072871.434212558, 'max': -3083995.286296372, 'min': -4076370.3936430593} best=-4076370.3936430593
99: neval=1199{'avg': -4070456.841856193, 'max': -2916984.44725433, 'min': -4076370.3936430593} best=-4076370.3936430593
