局----------------------  実行情報  ----------------------
実行時間＝3564秒
個体数＝1400
合計世代数＝100
===============================
Total cost: -4174736.3868619185
===============================
------------------------  前提  ------------------------

waste=sanpai

ごみ量38位以内：
苫小牧市 (2039382), 釧路市 (1177668), 札幌市 (728360), 室蘭市 (677679), 登別市 (430316), 伊達市 (334124), 帯広市 (182218), 旭川市 (138210), 函館市 (133081), 釧路町 (121597), 白老町 (99038), 北見市 (91496), 小樽市 (91037), 千歳市 (69923), 江別市 (64214), 安平町 (60328), 洞爺湖町 (54767), 厚岸町 (49048), 岩見沢市 (47176), 稚内市 (46228), 音更町 (44302), 標茶町 (43861), むかわ町 (42881), 厚真町 (42445), 北斗市 (42381), 弟子屈町 (39869), 恵庭市 (36267), 豊浦町 (36146), 中標津町 (35109), 浜中町 (33093), 北広島市 (30922), 七飯町 (30521), 網走市 (28124), 幕別町 (26726), 石狩市 (26551), 滝川市 (24546), 根室市 (24477), 白糠町 (22810)

焼却施設数: 12
中継施設数: 16

輸送単価＝ 4.8 円/t/km
--------------------  GAPlot_input  --------------------

waste_name ='sanpai'
unit ='t/year'

inc_size= [2388591, 1602881, 1107995, 1090522, 750794, 498923, 340441, 50465, 20175, 9180, 7524, 801]
inc_facility = ['苫小牧市', '釧路市', '室蘭市', '札幌市', '伊達市', '帯広市', '旭川市', '稚内市', '枝幸町', '遠別町', '豊富町', '中川町']
inc_blocks = [['夕張市', '岩見沢市', '三笠市', '南幌町', '由仁町', '長沼町', '栗山町', '月形町', '札幌市', '江別市', '恵庭市', '北広島市', '石狩市', '当別町', '新篠津村'], ['室蘭市'], ['千歳市', '苫小牧市', '白老町', '厚真町', '安平町', 'むかわ町', '日高町', '平取町'], ['ニセコ町', '真狩村', '留寿都村', '喜茂別町', '京極町', '俱知安町', '伊達市', '豊浦町', '壮瞥町', '洞爺湖町'], ['芦別市', '深川市', '秩父別町', '沼田町', '旭川市', '富良野市', '鷹栖町', '東神楽町', '当麻町', '比布町', '愛別町', '上川町', '東川町', '美瑛町', '上富良野町', '中富良野町', '和寒町', '幌加内町'], ['苫前町', '羽幌町', '初山別村', '遠別町', '天塩町'], ['音威子府村', '中川町'], ['稚内市', '猿払村'], ['浜頓別町', '中頓別町', '枝幸町', '興部町', '雄武町'], ['豊富町', '幌延町'], ['南富良野町', '占冠村', '帯広市', '音更町', '士幌町', '上士幌町', '鹿追町', '新得町', '清水町', '芽室町', '中札内村', '更別村', '大樹町', '広尾町', '幕別町', '池田町', '豊頃町', '本別町', '足寄町', '浦幌町'], ['釧路市', '釧路町', '鶴居村', '白糠町']]

trans_size=[430316, 158819, 133081, 125721, 110888, 87021, 82141, 70429, 55484, 36215, 32373, 24477, 22487, 19386, 14369, 13542]
trans_facility = ['登別市', '訓子府町', '函館市', '小樽市', '北斗市', '標茶町', '厚岸町', '中標津町', '滝川市', '長万部町', '士別市', '根室市', '新ひだか町', '滝上町', '留萌市', '様似町']
trans_blocks = [['美唄市', '赤平市', '滝川市', '砂川市', '歌志内市', '奈井江町', '上砂川町', '浦臼町', '新十津川町', '妹背牛町', '雨竜町', '北竜町'], ['登別市'], ['小樽市', '共和町', '岩内町', '泊村', '神恵内村', '積丹町', '古平町', '仁木町', '余市町', '赤井川村'], ['浦河町', '様似町', 'えりも町'], ['新冠町', '新ひだか町'], ['函館市'], ['北斗市', '松前町', '福島町', '知内町', '木古内町', '七飯町', '鹿部町', '森町', '江差町', '上ノ国町', '厚沢部町', '乙部町'], ['島牧村', '寿都町', '黒松内町', '蘭越町', '八雲町', '長万部町', '今金町', 'せたな町'], ['士別市', '名寄市', '剣淵町', '下川町', '美深町'], ['留萌市', '増毛町', '小平町'], ['北見市', '網走市', '美幌町', '津別町', '訓子府町', '置戸町', '佐呂間町', '遠軽町', '大空町', '陸別町'], ['紋別市', '湧別町', '滝上町', '西興部村'], ['厚岸町', '浜中町'], ['小清水町', '標茶町', '弟子屈町'], ['根室市'], ['清里町', '斜里町', '別海町', '中標津町', '標津町', '羅臼町']]

arrows = [[['札幌市'], ['小樽市']], [['室蘭市'], ['登別市']], [['苫小牧市'], ['新ひだか町']], [['伊達市'], ['長万部町', '函館市', '北斗市']], [['旭川市'], ['士別市', '留萌市', '滝川市', '滝上町']], [['帯広市'], ['様似町', '訓子府町']], [['釧路市'], ['根室市', '厚岸町', '中標津町', '標茶町']]]


---------------------  エネルギー情報  ---------------------
[232301.24260037497, 448360.19973008323, -4942033.000918404, 86635.17172602743]

EL_direct: {'苫小牧市': 79573.69350070834, '釧路市': 18366.688811791668, '室蘭市': 0.0, '札幌市': 54269.73578731251, '伊達市': 24261.04308008334, '帯広市': 28275.07506227084, '旭川市': 19846.754729750002, '稚内市': 1630.2610450208333, '枝幸町': 3293.5228164583336, '遠別町': 2355.5692793750004, '豊富町': 373.68652343750006, '中川町': 55.211964166666675}
ED_inc: {'苫小牧市': -1620497.7071719335, '釧路市': -1087446.526161011, '室蘭市': -751699.7916587504, '札幌市': -739845.5409990874, '伊達市': -509363.0326658874, '帯広市': -253388.72291091792, '旭川市': -92265.08789529737, '稚内市': 46022.30640054567, '枝幸町': 29861.55933336293, '遠別町': 18067.049572828586, '豊富町': 15735.425910899805, '中川町': 2787.067326842596}

EL_indirect: {'登別市': 22552.445014112, '訓子府町': 103715.67399095284, '函館市': 70592.95804818401, '小樽市': 24968.969471381006, '北斗市': 74087.23945721368, '標茶町': 22380.9423789965, '厚岸町': 20735.049800569, '中標津町': 30115.285485220003, '滝川市': 13621.309040986836, '長万部町': 17376.74430146417, '士別市': 9949.252497231668, '根室市': 9062.761594848, '新ひだか町': 5892.052968806334, '滝上町': 12347.465880838834, '留萌市': 4233.635117244, '様似町': 6728.4146820345}
ED_trans: {'登別市': 26314.118136986304, '訓子府町': 9711.890630136986, '函館市': 8137.994301369864, '小樽市': 7687.925260273973, '北斗市': 6780.8771506849325, '標茶町': 5321.393753424658, '厚岸町': 5022.978410958904, '中標津町': 4306.781589041097, '滝川市': 3392.8846027397262, '長万部町': 2214.5720547945207, '士別市': 1979.6311232876712, '根室市': 1496.7853150684934, '新ひだか町': 1375.0954520547946, '滝上町': 1185.4671780821918, '留萌市': 878.6741917808218, '様似町': 828.1025753424659}

----------------------  輸送情報  ----------------------

direct 苫小牧市(6482/6544) t/day → receive from: 千歳市, 苫小牧市, 白老町, 厚真町, 安平町, むかわ町, 日高町, 平取町
indirect 苫小牧市(62/6544) t/day → receive from: 中継施設＝ 新ひだか町(22487) → receive from: 新冠町, 新ひだか町
direct 釧路市(3668/4391) t/day → receive from: 釧路市, 釧路町, 鶴居村, 白糠町
indirect 釧路市(723/4391) t/day → receive from: 中継施設＝ 根室市(24477) → receive from: 根室市
厚岸町(82141) → receive from: 厚岸町, 浜中町
中標津町(70429) → receive from: 清里町, 斜里町, 別海町, 中標津町, 標津町, 羅臼町
標茶町(87021) → receive from: 小清水町, 標茶町, 弟子屈町
direct 室蘭市(1857/3036) t/day → receive from: 室蘭市
indirect 室蘭市(1179/3036) t/day → receive from: 中継施設＝ 登別市(430316) → receive from: 登別市
direct 札幌市(2643/2988) t/day → receive from: 夕張市, 岩見沢市, 三笠市, 南幌町, 由仁町, 長沼町, 栗山町, 月形町, 札幌市, 江別市, 恵庭市, 北広島市, 石狩市, 当別町, 新篠津村
indirect 札幌市(344/2988) t/day → receive from: 中継施設＝ 小樽市(125721) → receive from: 小樽市, 共和町, 岩内町, 泊村, 神恵内村, 積丹町, 古平町, 仁木町, 余市町, 赤井川村
direct 伊達市(1289/2057) t/day → receive from: ニセコ町, 真狩村, 留寿都村, 喜茂別町, 京極町, 俱知安町, 伊達市, 豊浦町, 壮瞥町, 洞爺湖町
indirect 伊達市(768/2057) t/day → receive from: 中継施設＝ 長万部町(36215) → receive from: 島牧村, 寿都町, 黒松内町, 蘭越町, 八雲町, 長万部町, 今金町, せたな町
函館市(133081) → receive from: 函館市
北斗市(110888) → receive from: 北斗市, 松前町, 福島町, 知内町, 木古内町, 七飯町, 鹿部町, 森町, 江差町, 上ノ国町, 厚沢部町, 乙部町
direct 帯広市(895/1367) t/day → receive from: 南富良野町, 占冠村, 帯広市, 音更町, 士幌町, 上士幌町, 鹿追町, 新得町, 清水町, 芽室町, 中札内村, 更別村, 大樹町, 広尾町, 幕別町, 池田町, 豊頃町, 本別町, 足寄町, 浦幌町
indirect 帯広市(472/1367) t/day → receive from: 中継施設＝ 様似町(13542) → receive from: 浦河町, 様似町, えりも町
訓子府町(158819) → receive from: 北見市, 網走市, 美幌町, 津別町, 訓子府町, 置戸町, 佐呂間町, 遠軽町, 大空町, 陸別町
direct 旭川市(600/933) t/day → receive from: 芦別市, 深川市, 秩父別町, 沼田町, 旭川市, 富良野市, 鷹栖町, 東神楽町, 当麻町, 比布町, 愛別町, 上川町, 東川町, 美瑛町, 上富良野町, 中富良野町, 和寒町, 幌加内町
indirect 旭川市(333/933) t/day → receive from: 中継施設＝ 士別市(32373) → receive from: 士別市, 名寄市, 剣淵町, 下川町, 美深町
留萌市(14369) → receive from: 留萌市, 増毛町, 小平町
滝川市(55484) → receive from: 美唄市, 赤平市, 滝川市, 砂川市, 歌志内市, 奈井江町, 上砂川町, 浦臼町, 新十津川町, 妹背牛町, 雨竜町, 北竜町
滝上町(19386) → receive from: 紋別市, 湧別町, 滝上町, 西興部村
direct 稚内市(138/138) t/day → receive from: 稚内市, 猿払村
direct 枝幸町(55/55) t/day → receive from: 浜頓別町, 中頓別町, 枝幸町, 興部町, 雄武町
direct 遠別町(25/25) t/day → receive from: 苫前町, 羽幌町, 初山別村, 遠別町, 天塩町
direct 豊富町(21/21) t/day → receive from: 豊富町, 幌延町
direct 中川町(2/2) t/day → receive from: 音威子府村, 中川町

----------------------  遺伝情報  ----------------------

個体数＝1400
世代数＝100
0: neval=1400{'avg': -3170276.6829803097, 'max': -2335684.6372557697, 'min': -3649615.489773791} best=-3649615.489773791
1: neval=1107{'avg': -3331018.0719173704, 'max': -2619613.4096778478, 'min': -3717971.842413536} best=-3717971.842413536
2: neval=1154{'avg': -3438475.0178639577, 'max': -2583779.158532396, 'min': -3859262.880271524} best=-3859262.880271524
3: neval=1091{'avg': -3518390.3340805653, 'max': -2869691.866693676, 'min': -3867207.575379637} best=-3867207.575379637
4: neval=1106{'avg': -3577634.646427224, 'max': -2893550.7637662073, 'min': -3867207.575379637} best=-3867207.575379637
5: neval=1095{'avg': -3631014.2856317344, 'max': -2756218.9091337137, 'min': -3867207.575379637} best=-3867207.575379637
6: neval=1082{'avg': -3668069.9005059446, 'max': -3093841.921514519, 'min': -3897319.9066316714} best=-3897319.9066316714
7: neval=1110{'avg': -3698768.982029483, 'max': -3004347.476653554, 'min': -3903394.684601798} best=-3903394.684601798
8: neval=1112{'avg': -3728237.239059507, 'max': -3116997.2854393288, 'min': -3899789.900532436} best=-3903394.684601798
9: neval=1129{'avg': -3746045.142168587, 'max': -3146179.6067103697, 'min': -3900112.315786996} best=-3903394.684601798
10: neval=1102{'avg': -3769627.848836031, 'max': -2926347.696728588, 'min': -3906650.5237414856} best=-3906650.5237414856
11: neval=1143{'avg': -3787845.144738568, 'max': -3397172.8670190875, 'min': -3921522.9114975575} best=-3921522.9114975575
12: neval=1114{'avg': -3804250.1119654635, 'max': -2519673.063788303, 'min': -3952596.2532720543} best=-3952596.2532720543
13: neval=1103{'avg': -3825598.8339524134, 'max': -2995996.5289030476, 'min': -3946218.4717564927} best=-3952596.2532720543
14: neval=1132{'avg': -3837910.6957803364, 'max': -2840944.7679350255, 'min': -3946218.4717564927} best=-3952596.2532720543
15: neval=1112{'avg': -3861401.352453591, 'max': -3414971.8391080345, 'min': -3993525.281048874} best=-3993525.281048874
16: neval=1142{'avg': -3880168.0859012413, 'max': -3429785.4030477447, 'min': -3996039.5286458475} best=-3996039.5286458475
17: neval=1128{'avg': -3898516.060060907, 'max': -2974902.0714224996, 'min': -4000703.5800886406} best=-4000703.5800886406
18: neval=1067{'avg': -3921164.048194769, 'max': -3195726.0900762156, 'min': -4016937.6372068976} best=-4016937.6372068976
19: neval=1112{'avg': -3930619.736473036, 'max': -2974666.5371161243, 'min': -4016937.6372068976} best=-4016937.6372068976
20: neval=1082{'avg': -3950168.0933235446, 'max': -2811537.875054444, 'min': -4030258.2373014814} best=-4030258.2373014814
21: neval=1158{'avg': -3963383.3695751447, 'max': -3091656.8540630843, 'min': -4033178.9472963} best=-4033178.9472963
22: neval=1104{'avg': -3979281.2036734647, 'max': -3640797.5878878245, 'min': -4045384.767329881} best=-4045384.767329881
23: neval=1119{'avg': -3992595.4170900625, 'max': -3068230.9146660888, 'min': -4078695.108998216} best=-4078695.108998216
24: neval=1120{'avg': -3999993.6592903994, 'max': -3336162.224811995, 'min': -4091681.594220071} best=-4091681.594220071
25: neval=1114{'avg': -4013280.484126085, 'max': -2741978.5858072005, 'min': -4108701.9257591236} best=-4108701.9257591236
26: neval=1084{'avg': -4024727.0286448193, 'max': -3279338.47306638, 'min': -4111619.6318967547} best=-4111619.6318967547
27: neval=1135{'avg': -4033958.723602581, 'max': -2790534.2444542716, 'min': -4091681.594220071} best=-4111619.6318967547
28: neval=1129{'avg': -4043364.1100756573, 'max': -3180643.4109435542, 'min': -4107096.1517733806} best=-4111619.6318967547
29: neval=1115{'avg': -4053290.1645975807, 'max': -3512673.656577244, 'min': -4129774.2684812956} best=-4129774.2684812956
30: neval=1098{'avg': -4067590.9323457316, 'max': -3112383.3868773105, 'min': -4125624.9138020133} best=-4129774.2684812956
31: neval=1103{'avg': -4081314.187471786, 'max': -3573024.2521800175, 'min': -4129530.066536587} best=-4129774.2684812956
32: neval=1074{'avg': -4093025.0784954624, 'max': -2959637.5991402376, 'min': -4132150.8016056963} best=-4132150.8016056963
33: neval=1107{'avg': -4101808.810785626, 'max': -2848850.5228384817, 'min': -4149099.4071850944} best=-4149099.4071850944
34: neval=1137{'avg': -4109446.8672781326, 'max': -2692185.1531755854, 'min': -4146811.4087320687} best=-4149099.4071850944
35: neval=1124{'avg': -4116793.4869929347, 'max': -3500171.2438298697, 'min': -4159390.579026357} best=-4159390.579026357
36: neval=1129{'avg': -4125543.697383748, 'max': -2402430.2929290948, 'min': -4156186.392305021} best=-4159390.579026357
37: neval=1107{'avg': -4132728.0025824974, 'max': -3708876.894316044, 'min': -4154721.935658188} best=-4159390.579026357
38: neval=1151{'avg': -4137170.954771347, 'max': -2691226.7868005177, 'min': -4158015.940124236} best=-4159390.579026357
39: neval=1108{'avg': -4139050.0585359614, 'max': -2655765.8409471614, 'min': -4159726.4304388124} best=-4159726.4304388124
40: neval=1099{'avg': -4143926.68197727, 'max': -2902296.2968630088, 'min': -4161927.228794566} best=-4161927.228794566
41: neval=1133{'avg': -4146029.0839111293, 'max': -3023285.3817475345, 'min': -4161927.228794566} best=-4161927.228794566
42: neval=1103{'avg': -4148282.903967161, 'max': -3403349.3200359275, 'min': -4162011.9590021297} best=-4162011.9590021297
43: neval=1097{'avg': -4155342.8909728252, 'max': -3787126.652999998, 'min': -4163682.3917964445} best=-4163682.3917964445
44: neval=1136{'avg': -4156303.257885355, 'max': -3619548.400687677, 'min': -4163682.3917964445} best=-4163682.3917964445
45: neval=1133{'avg': -4157098.276940903, 'max': -3242385.14728053, 'min': -4163682.3917964445} best=-4163682.3917964445
46: neval=1135{'avg': -4157193.9775289623, 'max': -3003439.7692758176, 'min': -4165685.554946821} best=-4165685.554946821
47: neval=1093{'avg': -4158777.9328524247, 'max': -3536584.6369026275, 'min': -4165877.1490468364} best=-4165877.1490468364
48: neval=1102{'avg': -4160414.2040805668, 'max': -3439780.1959893927, 'min': -4165877.1490468364} best=-4165877.1490468364
49: neval=1128{'avg': -4160952.0973633113, 'max': -3427579.0254118093, 'min': -4166926.262190325} best=-4166926.262190325
50: neval=1088{'avg': -4161773.4944042307, 'max': -3274295.4466570257, 'min': -4166816.076428426} best=-4166926.262190325
51: neval=1098{'avg': -4161389.8736297744, 'max': -3187263.58945242, 'min': -4167341.948108518} best=-4167341.948108518
52: neval=1131{'avg': -4160680.721348227, 'max': -2881092.127113648, 'min': -4167135.8564801672} best=-4167341.948108518
53: neval=1114{'avg': -4161039.8992861127, 'max': -2786571.889535112, 'min': -4167452.1338704173} best=-4167452.1338704173
54: neval=1088{'avg': -4160966.587429984, 'max': -2409030.1475685616, 'min': -4168450.853947361} best=-4168450.853947361
55: neval=1079{'avg': -4164050.3569122083, 'max': -3098645.8889774624, 'min': -4168976.7256274526} best=-4168976.7256274526
56: neval=1121{'avg': -4161335.348735077, 'max': -2672898.4266011906, 'min': -4168976.7256274526} best=-4168976.7256274526
57: neval=1124{'avg': -4162218.163709507, 'max': -2777239.7143285293, 'min': -4168976.7256274526} best=-4168976.7256274526
58: neval=1088{'avg': -4164958.6497460664, 'max': -2996126.6291527404, 'min': -4168976.7256274526} best=-4168976.7256274526
59: neval=1099{'avg': -4167480.004801752, 'max': -3778745.094246565, 'min': -4169762.330078636} best=-4169762.330078636
60: neval=1119{'avg': -4165345.379880751, 'max': -3033891.8933626357, 'min': -4169762.330078636} best=-4169762.330078636
61: neval=1113{'avg': -4166512.876593422, 'max': -3205947.9844882763, 'min': -4169762.330078636} best=-4169762.330078636
62: neval=1080{'avg': -4167420.455380326, 'max': -2898227.907897425, 'min': -4169762.330078636} best=-4169762.330078636
63: neval=1094{'avg': -4162947.1217553997, 'max': -2677071.01477212, 'min': -4169762.330078636} best=-4169762.330078636
64: neval=1106{'avg': -4163933.1454001605, 'max': -2697438.8679961776, 'min': -4169762.330078636} best=-4169762.330078636
65: neval=1101{'avg': -4166452.1321525327, 'max': -3079062.966908254, 'min': -4169762.330078636} best=-4169762.330078636
66: neval=1128{'avg': -4165079.5635553035, 'max': -3228108.4573863656, 'min': -4169762.330078636} best=-4169762.330078636
67: neval=1104{'avg': -4160051.7354227947, 'max': -2839443.7431544135, 'min': -4169762.330078636} best=-4169762.330078636
68: neval=1110{'avg': -4167056.509402316, 'max': -3222363.2885703165, 'min': -4169762.330078636} best=-4169762.330078636
69: neval=1124{'avg': -4164308.966343771, 'max': -2915997.0855628005, 'min': -4169762.330078636} best=-4169762.330078636
70: neval=1101{'avg': -4165666.406764269, 'max': -2997788.7824892406, 'min': -4169762.330078636} best=-4169762.330078636
71: neval=1081{'avg': -4167804.1402719775, 'max': -2717457.0200317577, 'min': -4169762.330078636} best=-4169762.330078636
72: neval=1144{'avg': -4164299.2284877226, 'max': -2942398.3944286536, 'min': -4169762.330078636} best=-4169762.330078636
73: neval=1110{'avg': -4162666.3591787447, 'max': -2965532.196866522, 'min': -4169762.330078636} best=-4169762.330078636
