局----------------------  実行情報  ----------------------
実行時間＝3159秒
個体数＝1250
合計世代数＝100
==============================
Total cost: -4080091.914879429
==============================
------------------------  前提  ------------------------

waste=sanpai

ごみ量35位以内：
苫小牧市 (2039382), 釧路市 (1177668), 札幌市 (728360), 室蘭市 (677679), 登別市 (430316), 伊達市 (334124), 帯広市 (182218), 旭川市 (138210), 函館市 (133081), 釧路町 (121597), 白老町 (99038), 北見市 (91496), 小樽市 (91037), 千歳市 (69923), 江別市 (64214), 安平町 (60328), 洞爺湖町 (54767), 厚岸町 (49048), 岩見沢市 (47176), 稚内市 (46228), 音更町 (44302), 標茶町 (43861), むかわ町 (42881), 厚真町 (42445), 北斗市 (42381), 弟子屈町 (39869), 恵庭市 (36267), 豊浦町 (36146), 中標津町 (35109), 浜中町 (33093), 北広島市 (30922), 七飯町 (30521), 網走市 (28124), 幕別町 (26726), 石狩市 (26551)

焼却施設数: 12
中継施設数: 13

輸送単価＝ 4.8 円/t/km
--------------------  GAPlot_input  --------------------

waste_name ='sanpai'
unit ='t/year'

inc_size= [2402133, 1591265, 1107995, 1090522, 750794, 326836, 326562, 191634, 57151, 12826, 6337, 4237]
inc_facility = ['苫小牧市', '釧路市', '室蘭市', '札幌市', '伊達市', '旭川市', '帯広市', '北見市', '稚内市', '枝幸町', '浜頓別町', '猿払村']
inc_blocks = [['夕張市', '岩見沢市', '三笠市', '南幌町', '由仁町', '長沼町', '栗山町', '月形町', '札幌市', '江別市', '恵庭市', '北広島市', '石狩市', '当別町', '新篠津村'], ['室蘭市'], ['千歳市', '苫小牧市', '白老町', '厚真町', '安平町', 'むかわ町', '日高町', '平取町'], ['ニセコ町', '真狩村', '留寿都村', '喜茂別町', '京極町', '俱知安町', '伊達市', '豊浦町', '壮瞥町', '洞爺湖町'], ['芦別市', '深川市', '秩父別町', '沼田町', '旭川市', '富良野市', '鷹栖町', '東神楽町', '当麻町', '比布町', '愛別町', '上川町', '東川町', '美瑛町', '上富良野町', '中富良野町', '和寒町', '幌加内町', '留萌市', '小平町'], ['初山別村', '遠別町', '天塩町', '稚内市', '豊富町', '幌延町'], ['猿払村'], ['音威子府村', '枝幸町', '雄武町'], ['北見市', '網走市', '美幌町', '津別町', '清里町', '斜里町', '小清水町', '訓子府町', '置戸町', '佐呂間町', '遠軽町', '大空町', '陸別町'], ['中川町', '浜頓別町', '中頓別町'], ['南富良野町', '占冠村', '帯広市', '音更町', '士幌町', '上士幌町', '鹿追町', '新得町', '清水町', '芽室町', '中札内村', '更別村', '大樹町', '広尾町', '幕別町', '池田町', '豊頃町', '本別町', '足寄町', '浦幌町'], ['釧路市', '釧路町', '鶴居村', '白糠町']]

trans_size=[430316, 133081, 125721, 110888, 83730, 82141, 62104, 57419, 38154, 36215, 36029, 24477, 21199]
trans_facility = ['登別市', '函館市', '小樽市', '北斗市', '標茶町', '厚岸町', '中標津町', '滝川市', '士別市', '長万部町', '新ひだか町', '根室市', '紋別市']
trans_blocks = [['美唄市', '赤平市', '滝川市', '砂川市', '歌志内市', '奈井江町', '上砂川町', '浦臼町', '新十津川町', '妹背牛町', '雨竜町', '北竜町', '増毛町'], ['小樽市', '共和町', '岩内町', '泊村', '神恵内村', '積丹町', '古平町', '仁木町', '余市町', '赤井川村'], ['登別市'], ['島牧村', '寿都町', '黒松内町', '蘭越町', '八雲町', '長万部町', '今金町', 'せたな町'], ['新冠町', '浦河町', '様似町', 'えりも町', '新ひだか町'], ['函館市'], ['北斗市', '松前町', '福島町', '知内町', '木古内町', '七飯町', '鹿部町', '森町', '江差町', '上ノ国町', '厚沢部町', '乙部町'], ['士別市', '名寄市', '剣淵町', '下川町', '美深町', '苫前町', '羽幌町'], ['紋別市', '湧別町', '滝上町', '興部町', '西興部村'], ['厚岸町', '浜中町'], ['標茶町', '弟子屈町'], ['根室市'], ['別海町', '中標津町', '標津町', '羅臼町']]

arrows = [[['札幌市'], ['小樽市']], [['室蘭市'], ['登別市']], [['苫小牧市'], ['新ひだか町']], [['伊達市'], ['長万部町', '函館市', '北斗市']], [['旭川市'], ['士別市', '滝川市']], [['北見市'], ['紋別市']], [['釧路市'], ['根室市', '中標津町', '厚岸町', '標茶町']]]


---------------------  エネルギー情報  ---------------------
[268040.0271022499, 335607.42058962083, -4759656.347995957, 75916.98542465756]

EL_direct: {'苫小牧市': 79573.69350070834, '釧路市': 18366.688811791668, '室蘭市': 0.0, '札幌市': 54269.73578731251, '伊達市': 24261.04308008334, '旭川市': 28620.636207583335, '帯広市': 28275.07506227084, '北見市': 28440.53132997917, '稚内市': 4859.127175500001, '枝幸町': 826.8368319791666, '浜頓別町': 546.6593150416667, '猿払村': 0.0}
ED_inc: {'苫小牧市': -1629685.0397669747, '釧路市': -1079565.854515464, '室蘭市': -751699.7916587504, '札幌市': -739845.5409990874, '伊達市': -509363.0326658874, '旭川市': -80317.66216361053, '帯広市': -80080.6023171052, '北見市': 16307.346510702908, '稚内市': 47713.305731150926, '枝幸町': 22584.427462119107, '浜頓別町': 13927.217870891465, '猿払村': 10368.878516058216}

EL_indirect: {'登別市': 22552.445014112, '函館市': 70592.95804818401, '小樽市': 24968.969471381006, '北斗市': 74087.23945721368, '標茶町': 20060.729924170002, '厚岸町': 20735.049800569, '中標津町': 23404.812652032506, '滝川市': 14916.590879551837, '士別市': 14893.618047890834, '長万部町': 17376.74430146417, '新ひだか町': 15036.732644520169, '根室市': 9062.761594848, '紋別市': 7918.7687536836675}
ED_trans: {'登別市': 26314.118136986304, '函館市': 8137.994301369864, '小樽市': 7687.925260273973, '北斗市': 6780.8771506849325, '標茶町': 5120.146849315069, '厚岸町': 5022.978410958904, '中標津町': 3797.7021369863023, '滝川市': 3511.211178082192, '士別市': 2333.1432328767123, '長万部町': 2214.5720547945207, '新ひだか町': 2203.1980273972604, '根室市': 1496.7853150684934, '紋別市': 1296.3333698630138}

----------------------  輸送情報  ----------------------

direct 苫小牧市(6482/6581) t/day → receive from: 千歳市, 苫小牧市, 白老町, 厚真町, 安平町, むかわ町, 日高町, 平取町
indirect 苫小牧市(99/6581) t/day → receive from: 中継施設＝ 新ひだか町(36029) → receive from: 新冠町, 浦河町, 様似町, えりも町, 新ひだか町
direct 釧路市(3668/4360) t/day → receive from: 釧路市, 釧路町, 鶴居村, 白糠町
indirect 釧路市(692/4360) t/day → receive from: 中継施設＝ 根室市(24477) → receive from: 根室市
中標津町(62104) → receive from: 別海町, 中標津町, 標津町, 羅臼町
厚岸町(82141) → receive from: 厚岸町, 浜中町
標茶町(83730) → receive from: 標茶町, 弟子屈町
direct 室蘭市(1857/3036) t/day → receive from: 室蘭市
indirect 室蘭市(1179/3036) t/day → receive from: 中継施設＝ 登別市(430316) → receive from: 登別市
direct 札幌市(2643/2988) t/day → receive from: 夕張市, 岩見沢市, 三笠市, 南幌町, 由仁町, 長沼町, 栗山町, 月形町, 札幌市, 江別市, 恵庭市, 北広島市, 石狩市, 当別町, 新篠津村
indirect 札幌市(344/2988) t/day → receive from: 中継施設＝ 小樽市(125721) → receive from: 小樽市, 共和町, 岩内町, 泊村, 神恵内村, 積丹町, 古平町, 仁木町, 余市町, 赤井川村
direct 伊達市(1289/2057) t/day → receive from: ニセコ町, 真狩村, 留寿都村, 喜茂別町, 京極町, 俱知安町, 伊達市, 豊浦町, 壮瞥町, 洞爺湖町
indirect 伊達市(768/2057) t/day → receive from: 中継施設＝ 長万部町(36215) → receive from: 島牧村, 寿都町, 黒松内町, 蘭越町, 八雲町, 長万部町, 今金町, せたな町
函館市(133081) → receive from: 函館市
北斗市(110888) → receive from: 北斗市, 松前町, 福島町, 知内町, 木古内町, 七飯町, 鹿部町, 森町, 江差町, 上ノ国町, 厚沢部町, 乙部町
direct 旭川市(634/895) t/day → receive from: 芦別市, 深川市, 秩父別町, 沼田町, 旭川市, 富良野市, 鷹栖町, 東神楽町, 当麻町, 比布町, 愛別町, 上川町, 東川町, 美瑛町, 上富良野町, 中富良野町, 和寒町, 幌加内町, 留萌市, 小平町
indirect 旭川市(262/895) t/day → receive from: 中継施設＝ 士別市(38154) → receive from: 士別市, 名寄市, 剣淵町, 下川町, 美深町, 苫前町, 羽幌町
滝川市(57419) → receive from: 美唄市, 赤平市, 滝川市, 砂川市, 歌志内市, 奈井江町, 上砂川町, 浦臼町, 新十津川町, 妹背牛町, 雨竜町, 北竜町, 増毛町
direct 帯広市(895/895) t/day → receive from: 南富良野町, 占冠村, 帯広市, 音更町, 士幌町, 上士幌町, 鹿追町, 新得町, 清水町, 芽室町, 中札内村, 更別村, 大樹町, 広尾町, 幕別町, 池田町, 豊頃町, 本別町, 足寄町, 浦幌町
direct 北見市(467/525) t/day → receive from: 北見市, 網走市, 美幌町, 津別町, 清里町, 斜里町, 小清水町, 訓子府町, 置戸町, 佐呂間町, 遠軽町, 大空町, 陸別町
indirect 北見市(58/525) t/day → receive from: 中継施設＝ 紋別市(21199) → receive from: 紋別市, 湧別町, 滝上町, 興部町, 西興部村
direct 稚内市(157/157) t/day → receive from: 初山別村, 遠別町, 天塩町, 稚内市, 豊富町, 幌延町
direct 枝幸町(35/35) t/day → receive from: 音威子府村, 枝幸町, 雄武町
direct 浜頓別町(17/17) t/day → receive from: 中川町, 浜頓別町, 中頓別町
direct 猿払村(12/12) t/day → receive from: 猿払村

----------------------  遺伝情報  ----------------------

個体数＝1250
世代数＝100
0: neval=1250{'avg': -3145317.194794061, 'max': -2495828.1872173487, 'min': -3605563.5136175766} best=-3605563.5136175766
1: neval=1019{'avg': -3307666.1189100915, 'max': -1985787.4758788631, 'min': -3628700.074602817} best=-3628700.074602817
2: neval=993{'avg': -3438111.5617604963, 'max': -2936596.8002468357, 'min': -3720900.2378307017} best=-3720900.2378307017
3: neval=981{'avg': -3525759.65073322, 'max': -2764045.683685198, 'min': -3826103.3943582578} best=-3826103.3943582578
4: neval=995{'avg': -3576348.028576103, 'max': -2948354.9155022996, 'min': -3826103.3943582578} best=-3826103.3943582578
5: neval=970{'avg': -3621559.9913745252, 'max': -3081209.886573681, 'min': -3815297.729005733} best=-3826103.3943582578
6: neval=986{'avg': -3666923.2439722535, 'max': -2795248.2442477886, 'min': -3866732.880877895} best=-3866732.880877895
7: neval=999{'avg': -3701886.567181881, 'max': -3160281.869476919, 'min': -3866732.880877895} best=-3866732.880877895
8: neval=1012{'avg': -3730019.1720173904, 'max': -3200504.480861637, 'min': -3913664.2262666253} best=-3913664.2262666253
9: neval=1031{'avg': -3755791.0905070794, 'max': -2688191.165007776, 'min': -3914752.187106175} best=-3914752.187106175
10: neval=1011{'avg': -3787075.2669693497, 'max': -3242534.6874188976, 'min': -3915736.139832359} best=-3915736.139832359
11: neval=982{'avg': -3810333.5464890287, 'max': -3124886.161593309, 'min': -3956338.5722161066} best=-3956338.5722161066
12: neval=1008{'avg': -3837152.2900397843, 'max': -2748276.815794968, 'min': -3956338.5722161066} best=-3956338.5722161066
13: neval=966{'avg': -3863216.8556500366, 'max': -3107650.6725087175, 'min': -3959592.1235638745} best=-3959592.1235638745
14: neval=962{'avg': -3887214.0656007347, 'max': -3227706.9472080967, 'min': -3985506.965040334} best=-3985506.965040334
15: neval=960{'avg': -3906637.251208573, 'max': -3121617.277976664, 'min': -3992235.2140414836} best=-3992235.2140414836
16: neval=975{'avg': -3926530.589364042, 'max': -3501010.925227445, 'min': -4010430.949416903} best=-4010430.949416903
17: neval=961{'avg': -3936330.4933079514, 'max': -3210120.8392398697, 'min': -3996433.3705488704} best=-4010430.949416903
18: neval=982{'avg': -3950798.325686902, 'max': -2570250.3837619387, 'min': -4032376.0864268984} best=-4032376.0864268984
19: neval=996{'avg': -3966345.673268322, 'max': -3528419.3846506034, 'min': -4023930.6835341495} best=-4032376.0864268984
20: neval=997{'avg': -3982779.317682492, 'max': -3539006.0990496906, 'min': -4030754.666652833} best=-4032376.0864268984
21: neval=1013{'avg': -3997055.162219889, 'max': -3688352.5096048974, 'min': -4042182.906734299} best=-4042182.906734299
22: neval=965{'avg': -4010306.1045157257, 'max': -3774422.8848601272, 'min': -4046071.2238003453} best=-4046071.2238003453
23: neval=1005{'avg': -4015530.6686346787, 'max': -2833680.1783964355, 'min': -4051200.504166502} best=-4051200.504166502
24: neval=1019{'avg': -4025638.3505809633, 'max': -3013595.6300976756, 'min': -4052569.2366068484} best=-4052569.2366068484
25: neval=1022{'avg': -4032013.184225717, 'max': -3000600.5920598162, 'min': -4056673.022780116} best=-4056673.022780116
26: neval=996{'avg': -4036832.4073537504, 'max': -2662270.6919996003, 'min': -4060825.4605566096} best=-4060825.4605566096
27: neval=946{'avg': -4042073.2756755953, 'max': -3266080.504443973, 'min': -4061401.8587752148} best=-4061401.8587752148
28: neval=985{'avg': -4042782.8201576066, 'max': -2192827.92728876, 'min': -4061401.8587752148} best=-4061401.8587752148
29: neval=977{'avg': -4051024.038961219, 'max': -3240868.3764470294, 'min': -4062089.21393421} best=-4062089.21393421
30: neval=995{'avg': -4053353.325298062, 'max': -3364256.83569292, 'min': -4063401.903132809} best=-4063401.903132809
31: neval=997{'avg': -4052387.7301235017, 'max': -2882810.255404806, 'min': -4066341.7044131993} best=-4066341.7044131993
32: neval=952{'avg': -4056093.0098665254, 'max': -3145520.376569572, 'min': -4066341.7044131993} best=-4066341.7044131993
33: neval=974{'avg': -4059183.067779732, 'max': -3413944.3060500585, 'min': -4067614.7580890073} best=-4067614.7580890073
34: neval=991{'avg': -4059441.053823497, 'max': -3149797.9409826733, 'min': -4067614.7580890073} best=-4067614.7580890073
35: neval=987{'avg': -4060045.279922476, 'max': -2627844.4316255017, 'min': -4067614.7580890073} best=-4067614.7580890073
36: neval=1020{'avg': -4063134.4039441636, 'max': -3292214.162972631, 'min': -4068400.362540191} best=-4068400.362540191
37: neval=978{'avg': -4062399.1607822343, 'max': -2984725.780706687, 'min': -4068400.362540191} best=-4068400.362540191
38: neval=985{'avg': -4064118.387483776, 'max': -3145321.84916599, 'min': -4068400.362540191} best=-4068400.362540191
39: neval=975{'avg': -4064212.4550193376, 'max': -3214000.1511674165, 'min': -4068400.362540191} best=-4068400.362540191
40: neval=984{'avg': -4064812.274266273, 'max': -2938011.855482905, 'min': -4068400.362540191} best=-4068400.362540191
41: neval=1009{'avg': -4063516.7959391754, 'max': -3008855.5453403955, 'min': -4068400.362540191} best=-4068400.362540191
42: neval=1014{'avg': -4065690.23407095, 'max': -3209598.227461817, 'min': -4068400.362540191} best=-4068400.362540191
43: neval=984{'avg': -4067231.261878378, 'max': -3639393.8416942055, 'min': -4068400.362540191} best=-4068400.362540191
44: neval=1005{'avg': -4064404.013698349, 'max': -2781595.92126938, 'min': -4068400.362540191} best=-4068400.362540191
45: neval=959{'avg': -4064030.21165903, 'max': -2614697.002316878, 'min': -4068400.362540191} best=-4068400.362540191
46: neval=971{'avg': -4060401.5684179277, 'max': -2624556.3060722565, 'min': -4068400.362540191} best=-4068400.362540191
47: neval=985{'avg': -4064375.898934584, 'max': -2938694.7635903982, 'min': -4068400.362540191} best=-4068400.362540191
48: neval=993{'avg': -4064952.308578307, 'max': -2984388.7638376374, 'min': -4068400.362540191} best=-4068400.362540191
49: neval=1023{'avg': -4065632.0357440384, 'max': -3291440.109779918, 'min': -4068400.362540191} best=-4068400.362540191
50: neval=997{'avg': -4064359.412837098, 'max': -2728438.9098361176, 'min': -4068400.362540191} best=-4068400.362540191
51: neval=964{'avg': -4065638.16898459, 'max': -3389921.6482614474, 'min': -4068400.362540191} best=-4068400.362540191
52: neval=990{'avg': -4065821.812761564, 'max': -3265318.2442521686, 'min': -4068400.362540191} best=-4068400.362540191
53: neval=1005{'avg': -4064206.840035785, 'max': -2902107.6701170206, 'min': -4068400.362540191} best=-4068400.362540191
54: neval=966{'avg': -4066161.2417451995, 'max': -3422481.2608196284, 'min': -4068400.362540191} best=-4068400.362540191
55: neval=979{'avg': -4067889.832385852, 'max': -3741978.5950794877, 'min': -4068400.362540191} best=-4068400.362540191
56: neval=982{'avg': -4064342.9980670502, 'max': -3032028.255119836, 'min': -4068400.362540191} best=-4068400.362540191
57: neval=987{'avg': -4064454.852379082, 'max': -3099477.710521882, 'min': -4068400.362540191} best=-4068400.362540191
58: neval=1000{'avg': -4065237.4790959517, 'max': -2954971.615882705, 'min': -4068400.362540191} best=-4068400.362540191
59: neval=988{'avg': -4064292.283168431, 'max': -2689284.1092440058, 'min': -4068400.362540191} best=-4068400.362540191
60: neval=987{'avg': -4065021.1848872527, 'max': -3634895.8313325085, 'min': -4068400.362540191} best=-4068400.362540191
61: neval=975{'avg': -4064688.771184992, 'max': -3227911.3765585558, 'min': -4068400.362540191} best=-4068400.362540191
62: neval=998{'avg': -4064392.291911888, 'max': -2739256.892442982, 'min': -4068400.362540191} best=-4068400.362540191
63: neval=994{'avg': -4065858.258765335, 'max': -2918581.1116173365, 'min': -4068400.362540191} best=-4068400.362540191
64: neval=965{'avg': -4065672.4004185745, 'max': -3565311.308056289, 'min': -4068400.362540191} best=-4068400.362540191
65: neval=978{'avg': -4065971.609617415, 'max': -3428604.288657417, 'min': -4068400.362540191} best=-4068400.362540191
66: neval=992{'avg': -4065546.7871388495, 'max': -3193475.8461161186, 'min': -4068400.362540191} best=-4068400.362540191
67: neval=993{'avg': -4065047.7327390006, 'max': -3006687.538729674, 'min': -4068400.362540191} best=-4068400.362540191
68: neval=992{'avg': -4061920.4070834196, 'max': -2606858.4147654986, 'min': -4068400.362540191} best=-4068400.362540191
69: neval=1024{'avg': -4062974.34863662, 'max': -2991329.155009796, 'min': -4068400.362540191} best=-4068400.362540191
70: neval=993{'avg': -4063145.5415402367, 'max': -2899722.3665134297, 'min': -4068400.362540191} best=-4068400.362540191
71: neval=1000{'avg': -4063494.51269167, 'max': -2789526.8024123623, 'min': -4068400.362540191} best=-4068400.362540191
72: neval=1002{'avg': -4066127.903714022, 'max': -3488739.497524771, 'min': -4068400.362540191} best=-4068400.362540191
73: neval=1004{'avg': -4065566.0641071214, 'max': -2770244.4198766514, 'min': -4068400.362540191} best=-4068400.362540191
74: neval=985{'avg': -4066086.089110426, 'max': -3487181.687109173, 'min': -4068400.362540191} best=-4068400.362540191
75: neval=993{'avg': -4065702.2936108857, 'max': -3477122.534723348, 'min': -4068400.362540191} best=-4068400.362540191
