局----------------------  実行情報  ----------------------
実行時間＝5833秒
個体数＝1800
合計世代数＝100
==============================
Total cost: -4025642.182811092
==============================
------------------------  前提  ------------------------

waste=sanpai

ごみ量46位以内：
苫小牧市 (2039382), 釧路市 (1177668), 札幌市 (728360), 室蘭市 (677679), 登別市 (430316), 伊達市 (334124), 帯広市 (182218), 旭川市 (138210), 函館市 (133081), 釧路町 (121597), 白老町 (99038), 北見市 (91496), 小樽市 (91037), 千歳市 (69923), 江別市 (64214), 安平町 (60328), 洞爺湖町 (54767), 厚岸町 (49048), 岩見沢市 (47176), 稚内市 (46228), 音更町 (44302), 標茶町 (43861), むかわ町 (42881), 厚真町 (42445), 北斗市 (42381), 弟子屈町 (39869), 恵庭市 (36267), 豊浦町 (36146), 中標津町 (35109), 浜中町 (33093), 北広島市 (30922), 七飯町 (30521), 網走市 (28124), 幕別町 (26726), 石狩市 (26551), 滝川市 (24546), 根室市 (24477), 白糠町 (22810), 壮瞥町 (22382), 別海町 (18297), 名寄市 (17639), 新ひだか町 (16942), 鶴居村 (16738), 芽室町 (15492), 美幌町 (13930), 余市町 (13266)

焼却施設数: 17
中継施設数: 19

輸送単価＝ 4.8 円/t/km
--------------------  GAPlot_input  --------------------

waste_name ='sanpai'
unit ='t/year'

inc_size= [2427578, 1529161, 1107995, 1060372, 750794, 402989, 339241, 127606, 58234, 28124, 13930, 6238, 3870, 3731, 3291, 3051, 2087]
inc_facility = ['苫小牧市', '釧路市', '室蘭市', '札幌市', '伊達市', '旭川市', '帯広市', '北見市', '標津町', '網走市', '美幌町', '斜里町', '羅臼町', '大空町', '小清水町', '津別町', '清里町']
inc_blocks = [['南幌町', '札幌市', '江別市', '北広島市', '石狩市', '当別町'], ['室蘭市'], ['苫小牧市', '白老町', '厚真町', 'むかわ町', '日高町', '平取町'], ['ニセコ町', '真狩村', '留寿都村', '喜茂別町', '京極町', '俱知安町', '伊達市', '豊浦町', '壮瞥町', '洞爺湖町'], ['芦別市', '深川市', '秩父別町', '沼田町', '旭川市', '富良野市', '鷹栖町', '東神楽町', '当麻町', '比布町', '愛別町', '上川町', '東川町', '美瑛町', '上富良野町', '中富良野町', '和寒町', '剣淵町', '幌加内町', '遠別町'], ['北見市', '紋別市', '訓子府町', '置戸町', '佐呂間町', '遠軽町', '湧別町'], ['網走市'], ['美幌町'], ['津別町', '陸別町'], ['清里町'], ['斜里町'], ['小清水町'], ['大空町'], ['南富良野町', '帯広市', '音更町', '士幌町', '上士幌町', '鹿追町', '新得町', '清水町', '芽室町', '中札内村', '更別村', '大樹町', '広尾町', '幕別町', '池田町', '豊頃町', '本別町', '足寄町', '浦幌町'], ['釧路市', '釧路町', '鶴居村', '白糠町'], ['別海町', '中標津町', '標津町'], ['羅臼町']]

trans_size=[430316, 133081, 125721, 106190, 92733, 83730, 75981, 63048, 59444, 57570, 49048, 47510, 36215, 34474, 22487, 20672, 19163, 18155, 13542]
trans_facility = ['登別市', '函館市', '小樽市', '千歳市', '北斗市', '標茶町', '岩見沢市', '安平町', '稚内市', '浜中町', '厚岸町', '滝川市', '長万部町', '名寄市', '新ひだか町', '留萌市', '枝幸町', '乙部町', '様似町']
trans_blocks = [['天塩町', '稚内市', '猿払村', '豊富町', '幌延町'], ['赤平市', '滝川市', '砂川市', '歌志内市', '奈井江町', '上砂川町', '浦臼町', '新十津川町', '妹背牛町', '雨竜町', '北竜町'], ['島牧村', '寿都町', '黒松内町', '蘭越町', '八雲町', '長万部町', '今金町', 'せたな町'], ['小樽市', '共和町', '岩内町', '泊村', '神恵内村', '積丹町', '古平町', '仁木町', '余市町', '赤井川村'], ['千歳市', '恵庭市'], ['登別市'], ['夕張市', '岩見沢市', '美唄市', '三笠市', '長沼町', '栗山町', '月形町', '新篠津村'], ['由仁町', '安平町', '占冠村'], ['新冠町', '新ひだか町'], ['函館市'], ['北斗市', '福島町', '知内町', '木古内町', '七飯町', '鹿部町', '森町'], ['松前町', '江差町', '上ノ国町', '厚沢部町', '乙部町'], ['士別市', '名寄市', '下川町', '美深町', '滝上町', '興部町', '西興部村'], ['留萌市', '増毛町', '小平町', '苫前町', '羽幌町', '初山別村'], ['音威子府村', '中川町', '浜頓別町', '中頓別町', '枝幸町', '雄武町'], ['浦河町', '様似町', 'えりも町'], ['厚岸町'], ['浜中町', '根室市'], ['標茶町', '弟子屈町']]

arrows = [[['札幌市'], ['小樽市', '岩見沢市']], [['室蘭市'], ['登別市']], [['苫小牧市'], ['千歳市', '新ひだか町', '安平町']], [['伊達市'], ['長万部町', '乙部町', '函館市', '北斗市']], [['旭川市'], ['滝川市', '留萌市', '稚内市', '名寄市', '枝幸町']], [['帯広市'], ['様似町']], [['釧路市'], ['厚岸町', '浜中町', '標茶町']]]


---------------------  エネルギー情報  ---------------------
[190745.66653783325, 393752.6004604294, -4701198.711727163, 91058.26191780824]

EL_direct: {'苫小牧市': 46028.82151860417, '釧路市': 18366.688811791668, '室蘭市': 0.0, '札幌市': 20948.859596166672, '伊達市': 24261.04308008334, '旭川市': 22413.192283083335, '帯広市': 27691.781722583342, '北見市': 19288.99094254167, '標津町': 11351.963493000003, '網走市': 0.0, '美幌町': 0.0, '斜里町': 0.0, '羅臼町': 0.0, '大空町': 0.0, '小清水町': 0.0, '津別町': 394.32508997916676, '清里町': 0.0}
ED_inc: {'苫小牧市': -1646947.754128282, '釧路市': -1037432.4840028037, '室蘭市': -751699.7916587504, '札幌市': -719390.8018364456, '伊達市': -509363.0326658874, '旭川市': -151338.23766036602, '帯広市': -91197.54189030555, '北見市': 43014.777176442294, '標津町': 47940.01044094689, '網走市': 35837.73517492839, '美幌町': 23815.604421296168, '斜里町': 13770.507869533752, '羅臼町': 9688.0304636476, '大空町': 9424.634784475014, '小清水町': 8569.096932255798, '津別町': 8087.353351585259, '清里町': 6023.181500566632}

EL_indirect: {'登別市': 22552.445014112, '函館市': 70592.95804818401, '小樽市': 24968.969471381006, '千歳市': 12232.7166563875, '北斗市': 55638.20313485201, '標茶町': 20060.729924170002, '岩見沢市': 14016.553290016334, '安平町': 7582.349991766334, '稚内市': 48887.84917557884, '浜中町': 25375.343206590005, '厚岸町': 7019.072112831999, '滝川市': 10011.731028010834, '長万部町': 17376.74430146417, '名寄市': 12727.782085436169, '新ひだか町': 5892.052968806334, '留萌市': 8424.111536942833, '枝幸町': 12320.60671307267, '乙部町': 11343.967118791667, '様似町': 6728.4146820345}
ED_trans: {'登別市': 26314.118136986304, '函館市': 8137.994301369864, '小樽市': 7687.925260273973, '千歳市': 6493.591232876712, '北斗市': 5670.686465753425, '標茶町': 5120.146849315069, '岩見沢市': 4646.290191780822, '安平町': 3855.4283835616443, '稚内市': 3635.041315068493, '浜中町': 3520.4449315068496, '厚岸町': 2999.3187945205486, '滝川市': 2905.2690410958903, '長万部町': 2214.5720547945207, '名寄市': 2108.108712328767, '新ひだか町': 1375.0954520547946, '留萌市': 1264.1069589041097, '枝幸町': 1171.8305753424656, '乙部町': 1110.190684931507, '様似町': 828.1025753424659}

----------------------  輸送情報  ----------------------

direct 苫小牧市(6126/6651) t/day → receive from: 苫小牧市, 白老町, 厚真町, むかわ町, 日高町, 平取町
indirect 苫小牧市(525/6651) t/day → receive from: 中継施設＝ 千歳市(106190) → receive from: 千歳市, 恵庭市
新ひだか町(22487) → receive from: 新冠町, 新ひだか町
安平町(63048) → receive from: 由仁町, 安平町, 占冠村
direct 釧路市(3668/4189) t/day → receive from: 釧路市, 釧路町, 鶴居村, 白糠町
indirect 釧路市(522/4189) t/day → receive from: 中継施設＝ 厚岸町(49048) → receive from: 厚岸町
浜中町(57570) → receive from: 浜中町, 根室市
標茶町(83730) → receive from: 標茶町, 弟子屈町
direct 室蘭市(1857/3036) t/day → receive from: 室蘭市
indirect 室蘭市(1179/3036) t/day → receive from: 中継施設＝ 登別市(430316) → receive from: 登別市
direct 札幌市(2353/2905) t/day → receive from: 南幌町, 札幌市, 江別市, 北広島市, 石狩市, 当別町
indirect 札幌市(553/2905) t/day → receive from: 中継施設＝ 小樽市(125721) → receive from: 小樽市, 共和町, 岩内町, 泊村, 神恵内村, 積丹町, 古平町, 仁木町, 余市町, 赤井川村
岩見沢市(75981) → receive from: 夕張市, 岩見沢市, 美唄市, 三笠市, 長沼町, 栗山町, 月形町, 新篠津村
direct 伊達市(1289/2057) t/day → receive from: ニセコ町, 真狩村, 留寿都村, 喜茂別町, 京極町, 俱知安町, 伊達市, 豊浦町, 壮瞥町, 洞爺湖町
indirect 伊達市(768/2057) t/day → receive from: 中継施設＝ 長万部町(36215) → receive from: 島牧村, 寿都町, 黒松内町, 蘭越町, 八雲町, 長万部町, 今金町, せたな町
乙部町(18155) → receive from: 松前町, 江差町, 上ノ国町, 厚沢部町, 乙部町
函館市(133081) → receive from: 函館市
北斗市(92733) → receive from: 北斗市, 福島町, 知内町, 木古内町, 七飯町, 鹿部町, 森町
direct 旭川市(607/1104) t/day → receive from: 芦別市, 深川市, 秩父別町, 沼田町, 旭川市, 富良野市, 鷹栖町, 東神楽町, 当麻町, 比布町, 愛別町, 上川町, 東川町, 美瑛町, 上富良野町, 中富良野町, 和寒町, 剣淵町, 幌加内町, 遠別町
indirect 旭川市(497/1104) t/day → receive from: 中継施設＝ 滝川市(47510) → receive from: 赤平市, 滝川市, 砂川市, 歌志内市, 奈井江町, 上砂川町, 浦臼町, 新十津川町, 妹背牛町, 雨竜町, 北竜町
留萌市(20672) → receive from: 留萌市, 増毛町, 小平町, 苫前町, 羽幌町, 初山別村
稚内市(59444) → receive from: 天塩町, 稚内市, 猿払村, 豊富町, 幌延町
名寄市(34474) → receive from: 士別市, 名寄市, 下川町, 美深町, 滝上町, 興部町, 西興部村
枝幸町(19163) → receive from: 音威子府村, 中川町, 浜頓別町, 中頓別町, 枝幸町, 雄武町
direct 帯広市(892/929) t/day → receive from: 南富良野町, 帯広市, 音更町, 士幌町, 上士幌町, 鹿追町, 新得町, 清水町, 芽室町, 中札内村, 更別村, 大樹町, 広尾町, 幕別町, 池田町, 豊頃町, 本別町, 足寄町, 浦幌町
indirect 帯広市(37/929) t/day → receive from: 中継施設＝ 様似町(13542) → receive from: 浦河町, 様似町, えりも町
direct 北見市(350/350) t/day → receive from: 北見市, 紋別市, 訓子府町, 置戸町, 佐呂間町, 遠軽町, 湧別町
direct 標津町(160/160) t/day → receive from: 別海町, 中標津町, 標津町
direct 網走市(77/77) t/day → receive from: 網走市
direct 美幌町(38/38) t/day → receive from: 美幌町
direct 斜里町(17/17) t/day → receive from: 斜里町
direct 羅臼町(11/11) t/day → receive from: 羅臼町
direct 大空町(10/10) t/day → receive from: 大空町
direct 小清水町(9/9) t/day → receive from: 小清水町
direct 津別町(8/8) t/day → receive from: 津別町, 陸別町
direct 清里町(6/6) t/day → receive from: 清里町

----------------------  遺伝情報  ----------------------

個体数＝1800
世代数＝100
0: neval=1800{'avg': -2936892.798555565, 'max': -2281037.164819179, 'min': -3332952.4086764473} best=-3332952.4086764473
1: neval=1449{'avg': -3057808.5904738437, 'max': -2341403.8597853687, 'min': -3353109.5178169752} best=-3353109.5178169752
2: neval=1406{'avg': -3148401.212874665, 'max': -2572894.5568087446, 'min': -3391950.2541969013} best=-3391950.2541969013
3: neval=1419{'avg': -3212004.974582715, 'max': -2740458.949865904, 'min': -3483832.0839369674} best=-3483832.0839369674
4: neval=1427{'avg': -3268195.010721552, 'max': -2880567.3531717355, 'min': -3506534.7251394824} best=-3506534.7251394824
5: neval=1417{'avg': -3308981.0562020554, 'max': -2868509.139420785, 'min': -3543532.1369488086} best=-3543532.1369488086
6: neval=1422{'avg': -3342590.446127201, 'max': -2832974.833623782, 'min': -3654230.9085720503} best=-3654230.9085720503
7: neval=1369{'avg': -3379955.4241330135, 'max': -2845379.2682615872, 'min': -3654230.9085720503} best=-3654230.9085720503
8: neval=1431{'avg': -3415098.674399641, 'max': -2745485.734540014, 'min': -3687987.7923309323} best=-3687987.7923309323
9: neval=1453{'avg': -3450595.6586887147, 'max': -2982462.839930441, 'min': -3688331.3163992325} best=-3688331.3163992325
10: neval=1420{'avg': -3483909.522257348, 'max': -2842095.6271352563, 'min': -3688331.3163992325} best=-3688331.3163992325
11: neval=1417{'avg': -3517605.7405559467, 'max': -2767934.504627765, 'min': -3733209.832744617} best=-3733209.832744617
12: neval=1395{'avg': -3546203.2630449007, 'max': -2887223.584667739, 'min': -3737281.409831196} best=-3737281.409831196
13: neval=1437{'avg': -3572151.3914776556, 'max': -2711570.642280682, 'min': -3782384.242029659} best=-3782384.242029659
14: neval=1418{'avg': -3595815.281973788, 'max': -3130185.8248011284, 'min': -3750493.9966996796} best=-3782384.242029659
15: neval=1420{'avg': -3616165.112229931, 'max': -2683354.54724356, 'min': -3757102.8954490246} best=-3782384.242029659
16: neval=1444{'avg': -3639790.6983010154, 'max': -2470352.5475408183, 'min': -3806945.2319068853} best=-3806945.2319068853
17: neval=1406{'avg': -3668978.7396891494, 'max': -2679181.088702004, 'min': -3806945.2319068853} best=-3806945.2319068853
18: neval=1402{'avg': -3690050.2798574944, 'max': -2823692.8610544717, 'min': -3790055.85391187} best=-3806945.2319068853
19: neval=1488{'avg': -3708866.9125696765, 'max': -2869299.3081126558, 'min': -3817133.811158225} best=-3817133.811158225
20: neval=1404{'avg': -3728982.9024665304, 'max': -2883241.224915678, 'min': -3838914.9084380716} best=-3838914.9084380716
21: neval=1411{'avg': -3748638.692157843, 'max': -2747832.8927690447, 'min': -3849036.482333968} best=-3849036.482333968
22: neval=1395{'avg': -3767658.4574919743, 'max': -3239055.509743481, 'min': -3868182.627023801} best=-3868182.627023801
23: neval=1464{'avg': -3782811.500763282, 'max': -3262304.8372543603, 'min': -3859487.463624591} best=-3868182.627023801
24: neval=1421{'avg': -3796778.6878346535, 'max': -2931267.6701825787, 'min': -3868684.8434757353} best=-3868684.8434757353
25: neval=1426{'avg': -3812760.414564359, 'max': -2886592.008609585, 'min': -3878887.138182172} best=-3878887.138182172
26: neval=1432{'avg': -3822785.48312747, 'max': -2789986.1371081686, 'min': -3888948.417466887} best=-3888948.417466887
27: neval=1438{'avg': -3836062.1253158036, 'max': -2789986.1371081686, 'min': -3904158.732501531} best=-3904158.732501531
28: neval=1439{'avg': -3845646.1001042784, 'max': -3123801.3660370028, 'min': -3907948.678777828} best=-3907948.678777828
29: neval=1430{'avg': -3852495.370386873, 'max': -2510967.422445942, 'min': -3907948.678777828} best=-3907948.678777828
30: neval=1423{'avg': -3857774.909658065, 'max': -2617603.8956743362, 'min': -3918965.7416638467} best=-3918965.7416638467
31: neval=1434{'avg': -3870222.3785195625, 'max': -2584173.6844643913, 'min': -3935684.9720636266} best=-3935684.9720636266
32: neval=1411{'avg': -3876667.9280518014, 'max': -3030645.1182638626, 'min': -3939572.24639423} best=-3939572.24639423
33: neval=1431{'avg': -3879829.434232812, 'max': -2532793.539807238, 'min': -3939572.24639423} best=-3939572.24639423
34: neval=1401{'avg': -3890561.58020461, 'max': -2727330.5461378666, 'min': -3949381.185769558} best=-3949381.185769558
35: neval=1397{'avg': -3899050.825787884, 'max': -2832465.2317548995, 'min': -3952468.8733153683} best=-3952468.8733153683
36: neval=1407{'avg': -3909212.691877451, 'max': -2473012.6416906426, 'min': -3956976.6116931336} best=-3956976.6116931336
37: neval=1420{'avg': -3916496.709163047, 'max': -2888354.1971516027, 'min': -3962380.628773692} best=-3962380.628773692
38: neval=1453{'avg': -3924260.459953795, 'max': -2765782.891578765, 'min': -3962634.5031703725} best=-3962634.5031703725
39: neval=1448{'avg': -3934179.237049731, 'max': -3265348.187965532, 'min': -3972135.391366143} best=-3972135.391366143
40: neval=1412{'avg': -3938658.607989662, 'max': -2912122.9448867827, 'min': -3972135.391366143} best=-3972135.391366143
41: neval=1409{'avg': -3943809.554447524, 'max': -2786085.3749594362, 'min': -3979064.656289484} best=-3979064.656289484
42: neval=1423{'avg': -3951789.70940569, 'max': -2894132.2807976874, 'min': -3983170.687884266} best=-3983170.687884266
43: neval=1454{'avg': -3956306.8532805135, 'max': -2666642.9319857256, 'min': -3983570.567978249} best=-3983570.567978249
44: neval=1438{'avg': -3959213.346381395, 'max': -2747532.931054164, 'min': -3988413.7984023243} best=-3988413.7984023243
45: neval=1410{'avg': -3969159.933232007, 'max': -2717878.48898604, 'min': -3988413.7984023243} best=-3988413.7984023243
46: neval=1408{'avg': -3972776.6213334478, 'max': -3016673.473492809, 'min': -3993253.7029363518} best=-3993253.7029363518
47: neval=1427{'avg': -3978030.006556124, 'max': -3046899.869215977, 'min': -3993747.469428677} best=-3993747.469428677
48: neval=1415{'avg': -3979005.1276269723, 'max': -3056236.6666068723, 'min': -3997666.7870666436} best=-3997666.7870666436
49: neval=1450{'avg': -3980082.332590526, 'max': -2691105.743402963, 'min': -3999506.155040979} best=-3999506.155040979
50: neval=1416{'avg': -3987030.5998294097, 'max': -3008267.6368743237, 'min': -3999506.155040979} best=-3999506.155040979
51: neval=1411{'avg': -3983508.915874696, 'max': -2445642.496870804, 'min': -3999749.62836692} best=-3999749.62836692
52: neval=1390{'avg': -3990910.829290286, 'max': -3059137.2416339363, 'min': -4001986.4746178915} best=-4001986.4746178915
53: neval=1410{'avg': -3990891.2162181027, 'max': -2658560.874012456, 'min': -4004623.922051112} best=-4004623.922051112
54: neval=1404{'avg': -3992246.732430138, 'max': -3075731.8769493657, 'min': -4004623.922051112} best=-4004623.922051112
55: neval=1399{'avg': -3996917.2505203267, 'max': -3354437.0540726343, 'min': -4004778.2052720366} best=-4004778.2052720366
56: neval=1445{'avg': -3996187.056158894, 'max': -3089089.7573198443, 'min': -4004623.922051112} best=-4004778.2052720366
57: neval=1412{'avg': -3997614.0973675908, 'max': -2760373.543801051, 'min': -4005754.5468798354} best=-4005754.5468798354
58: neval=1422{'avg': -3996952.7577909227, 'max': -3172580.6980353096, 'min': -4006070.672181812} best=-4006070.672181812
59: neval=1437{'avg': -3998843.147641359, 'max': -2456975.0255790865, 'min': -4007446.1346539403} best=-4007446.1346539403
60: neval=1435{'avg': -3998189.498770961, 'max': -2448049.8388660443, 'min': -4007446.1346539403} best=-4007446.1346539403
61: neval=1419{'avg': -3999055.4771069437, 'max': -2806048.452486566, 'min': -4007879.0053099724} best=-4007879.0053099724
62: neval=1397{'avg': -4000010.7265195563, 'max': -2357818.0179414516, 'min': -4007879.0053099724} best=-4007879.0053099724
63: neval=1426{'avg': -4002089.6444314946, 'max': -2443090.403182323, 'min': -4007879.0053099724} best=-4007879.0053099724
64: neval=1377{'avg': -4003597.7821768406, 'max': -2867884.5506413006, 'min': -4007879.0053099724} best=-4007879.0053099724
65: neval=1430{'avg': -4003374.3476391844, 'max': -3016889.4431377854, 'min': -4008051.073913887} best=-4008051.073913887
66: neval=1452{'avg': -4001986.8296948713, 'max': -2910408.0291476753, 'min': -4008051.073913887} best=-4008051.073913887
67: neval=1419{'avg': -4005645.866006794, 'max': -3228083.636917758, 'min': -4008051.073913887} best=-4008051.073913887
68: neval=1409{'avg': -4002070.8153298283, 'max': -2579161.723628344, 'min': -4008051.073913887} best=-4008051.073913887
69: neval=1423{'avg': -4004866.4605613975, 'max': -3251637.9226638977, 'min': -4008051.073913887} best=-4008051.073913887
70: neval=1405{'avg': -4002897.4880346023, 'max': -2834036.520200556, 'min': -4008051.073913887} best=-4008051.073913887
71: neval=1411{'avg': -4004456.016874605, 'max': -2739411.3307319293, 'min': -4008051.073913887} best=-4008051.073913887
72: neval=1429{'avg': -4001483.404300183, 'max': -2014472.7098437068, 'min': -4008051.073913887} best=-4008051.073913887
73: neval=1422{'avg': -4002497.0208955384, 'max': -2604111.1211749054, 'min': -4008051.073913887} best=-4008051.073913887
74: neval=1394{'avg': -4002708.225505063, 'max': -2995085.599853542, 'min': -4008051.073913887} best=-4008051.073913887
75: neval=1422{'avg': -4004282.490695397, 'max': -2922203.9330389104, 'min': -4008051.073913887} best=-4008051.073913887
76: neval=1444{'avg': -4005000.160881342, 'max': -3045594.3177753757, 'min': -4008051.073913887} best=-4008051.073913887
77: neval=1433{'avg': -4004012.11526588, 'max': -2564154.075909133, 'min': -4008051.073913887} best=-4008051.073913887
78: neval=1417{'avg': -4006828.382606073, 'max': -3301199.601032516, 'min': -4008051.073913887} best=-4008051.073913887
79: neval=1388{'avg': -4001769.7913054624, 'max': -2593080.820820519, 'min': -4008051.073913887} best=-4008051.073913887
80: neval=1385{'avg': -4003616.0862084357, 'max': -3104322.7254813095, 'min': -4008051.073913887} best=-4008051.073913887
81: neval=1404{'avg': -4003818.7801334793, 'max': -3143781.1320685134, 'min': -4008051.073913887} best=-4008051.073913887
82: neval=1446{'avg': -4002669.399291139, 'max': -3143733.9607927655, 'min': -4008051.073913887} best=-4008051.073913887
83: neval=1409{'avg': -4004043.342266407, 'max': -2731563.2760908366, 'min': -4008051.073913887} best=-4008051.073913887
84: neval=1423{'avg': -4002198.5532112587, 'max': -2589578.3489772696, 'min': -4008051.073913887} best=-4008051.073913887
85: neval=1419{'avg': -4004086.965851479, 'max': -3093276.8906337367, 'min': -4008051.073913887} best=-4008051.073913887
86: neval=1387{'avg': -4004395.419479689, 'max': -2746490.149564379, 'min': -4008051.073913887} best=-4008051.073913887
87: neval=1411{'avg': -4005709.5261207013, 'max': -3066822.862717437, 'min': -4008051.073913887} best=-4008051.073913887
