局----------------------  実行情報  ----------------------
実行時間＝4494秒
個体数＝1650
合計世代数＝100
=============================
Total cost: -4218457.17584833
=============================
------------------------  前提  ------------------------

waste=sanpai

ごみ量43位以内：
苫小牧市 (2039382), 釧路市 (1177668), 札幌市 (728360), 室蘭市 (677679), 登別市 (430316), 伊達市 (334124), 帯広市 (182218), 旭川市 (138210), 函館市 (133081), 釧路町 (121597), 白老町 (99038), 北見市 (91496), 小樽市 (91037), 千歳市 (69923), 江別市 (64214), 安平町 (60328), 洞爺湖町 (54767), 厚岸町 (49048), 岩見沢市 (47176), 稚内市 (46228), 音更町 (44302), 標茶町 (43861), むかわ町 (42881), 厚真町 (42445), 北斗市 (42381), 弟子屈町 (39869), 恵庭市 (36267), 豊浦町 (36146), 中標津町 (35109), 浜中町 (33093), 北広島市 (30922), 七飯町 (30521), 網走市 (28124), 幕別町 (26726), 石狩市 (26551), 滝川市 (24546), 根室市 (24477), 白糠町 (22810), 壮瞥町 (22382), 別海町 (18297), 名寄市 (17639), 新ひだか町 (16942), 鶴居村 (16738)

焼却施設数: 13
中継施設数: 20

輸送単価＝ 4.8 円/t/km
--------------------  GAPlot_input  --------------------

waste_name ='sanpai'
unit ='t/year'

inc_size= [2417804, 1602881, 1107995, 1038822, 750794, 459546, 443393, 30328, 5007, 3809, 3185, 2516, 2212]
inc_facility = ['苫小牧市', '釧路市', '室蘭市', '札幌市', '伊達市', '帯広市', '旭川市', '浦河町', '大樹町', '広尾町', 'えりも町', '様似町', '占冠村']
inc_blocks = [['岩見沢市', '三笠市', '南幌町', '月形町', '札幌市', '江別市', '北広島市', '石狩市', '当別町', '新篠津村'], ['室蘭市'], ['苫小牧市', '白老町', '厚真町', 'むかわ町', '日高町', '平取町'], ['ニセコ町', '真狩村', '留寿都村', '喜茂別町', '京極町', '俱知安町', '伊達市', '豊浦町', '壮瞥町', '洞爺湖町'], ['新冠町', '浦河町', '新ひだか町'], ['えりも町'], ['様似町'], ['芦別市', '深川市', '秩父別町', '沼田町', '旭川市', '鷹栖町', '東神楽町', '当麻町', '比布町', '愛別町', '上川町', '東川町', '美瑛町', '和寒町', '幌加内町', '留萌市', '小平町', '遠別町'], ['南富良野町', '占冠村'], ['帯広市', '音更町', '士幌町', '上士幌町', '鹿追町', '新得町', '清水町', '芽室町', '幕別町', '池田町', '豊頃町', '本別町', '足寄町', '浦幌町'], ['大樹町'], ['広尾町'], ['釧路市', '釧路町', '鶴居村', '白糠町']]

trans_size=[430316, 144012, 133081, 125721, 106190, 92733, 87021, 82141, 75761, 70429, 59444, 57419, 39377, 36215, 35305, 24477, 20938, 19163, 18155, 8291]
trans_facility = ['登別市', '訓子府町', '函館市', '小樽市', '千歳市', '北斗市', '標茶町', '厚岸町', '安平町', '中標津町', '稚内市', '滝川市', '士別市', '長万部町', '遠軽町', '根室市', '中富良野町', '枝幸町', '乙部町', '中札内村']
trans_blocks = [['美唄市', '赤平市', '滝川市', '砂川市', '歌志内市', '奈井江町', '上砂川町', '浦臼町', '新十津川町', '妹背牛町', '雨竜町', '北竜町', '増毛町'], ['千歳市', '恵庭市'], ['小樽市', '共和町', '岩内町', '泊村', '神恵内村', '積丹町', '古平町', '仁木町', '余市町', '赤井川村'], ['登別市'], ['中札内村', '更別村'], ['夕張市', '由仁町', '長沼町', '栗山町', '安平町'], ['函館市'], ['北斗市', '福島町', '知内町', '木古内町', '七飯町', '鹿部町', '森町'], ['島牧村', '寿都町', '黒松内町', '蘭越町', '八雲町', '長万部町', '今金町', 'せたな町'], ['松前町', '江差町', '上ノ国町', '厚沢部町', '乙部町'], ['富良野市', '上富良野町', '中富良野町'], ['音威子府村', '中川町', '浜頓別町', '中頓別町', '枝幸町', '雄武町'], ['士別市', '名寄市', '剣淵町', '下川町', '美深町', '苫前町', '羽幌町', '初山別村', '西興部村'], ['天塩町', '稚内市', '猿払村', '豊富町', '幌延町'], ['北見市', '網走市', '美幌町', '津別町', '訓子府町', '置戸町', '大空町', '陸別町'], ['紋別市', '佐呂間町', '遠軽町', '湧別町', '滝上町', '興部町'], ['厚岸町', '浜中町'], ['小清水町', '標茶町', '弟子屈町'], ['根室市'], ['清里町', '斜里町', '別海町', '中標津町', '標津町', '羅臼町']]

arrows = [[['札幌市'], ['小樽市']], [['室蘭市'], ['登別市']], [['苫小牧市'], ['千歳市', '安平町']], [['伊達市'], ['長万部町', '乙部町', '函館市', '北斗市']], [['旭川市'], ['中富良野町', '滝川市', '遠軽町', '稚内市', '士別市', '枝幸町']], [['帯広市'], ['訓子府町', '中札内村']], [['釧路市'], ['根室市', '厚岸町', '中標津町', '標茶町']]]


---------------------  エネルギー情報  ---------------------
[177924.55675908332, 517901.19668028736, -5016171.527863043, 101888.59857534249]

EL_direct: {'苫小牧市': 46028.82151860417, '釧路市': 18366.688811791668, '室蘭市': 0.0, '札幌市': 38839.9047635625, '伊達市': 24261.04308008334, '帯広市': 20174.165987625005, '旭川市': 22186.154856125, '浦河町': 7635.9462879375005, '大樹町': 0.0, '広尾町': 0.0, 'えりも町': 0.0, '様似町': 0.0, '占冠村': 431.8314533541667}
ED_inc: {'苫小牧市': -1640316.7551042137, '釧路市': -1087446.526161011, '室蘭市': -751699.7916587504, '札幌市': -704770.5819706103, '伊達市': -509363.0326658874, '帯広市': -209977.72310806878, '旭川市': -192765.05491349605, '浦河町': 37228.25127546161, '大樹町': 11735.123898367192, '広尾町': 9572.827199793504, 'えりも町': 8357.713065255484, '様似町': 6969.821975329266, '占冠村': 6304.20030478677}

EL_indirect: {'登別市': 22552.445014112, '訓子府町': 91177.58879933601, '函館市': 70592.95804818401, '小樽市': 24968.969471381006, '千歳市': 12232.7166563875, '北斗市': 55638.20313485201, '標茶町': 22380.9423789965, '厚岸町': 20735.049800569, '安平町': 11319.909868685168, '中標津町': 30115.285485220003, '稚内市': 48887.84917557884, '滝川市': 14916.590879551837, '士別市': 15904.34076556, '長万部町': 17376.74430146417, '遠軽町': 21326.757517173337, '根室市': 9062.761594848, '中富良野町': 4183.677337107667, '枝幸町': 12320.60671307267, '乙部町': 11343.967118791667, '中札内村': 863.8326194160001}
ED_trans: {'登別市': 26314.118136986304, '訓子府町': 8806.432438356165, '函館市': 8137.994301369864, '小樽市': 7687.925260273973, '千歳市': 6493.591232876712, '北斗市': 5670.686465753425, '標茶町': 5321.393753424658, '厚岸町': 5022.978410958904, '安平町': 4632.837041095891, '中標津町': 4306.781589041097, '稚内市': 3635.041315068493, '滝川市': 3511.211178082192, '士別市': 2407.930520547945, '長万部町': 2214.5720547945207, '遠軽町': 2158.9249315068487, '根室市': 1496.7853150684934, '中富良野町': 1280.3730410958906, '枝幸町': 1171.8305753424656, '乙部町': 1110.190684931507, '中札内村': 507.00032876712334}

----------------------  輸送情報  ----------------------

direct 苫小牧市(6126/6624) t/day → receive from: 苫小牧市, 白老町, 厚真町, むかわ町, 日高町, 平取町
indirect 苫小牧市(498/6624) t/day → receive from: 中継施設＝ 千歳市(106190) → receive from: 千歳市, 恵庭市
安平町(75761) → receive from: 夕張市, 由仁町, 長沼町, 栗山町, 安平町
direct 釧路市(3668/4391) t/day → receive from: 釧路市, 釧路町, 鶴居村, 白糠町
indirect 釧路市(723/4391) t/day → receive from: 中継施設＝ 根室市(24477) → receive from: 根室市
厚岸町(82141) → receive from: 厚岸町, 浜中町
中標津町(70429) → receive from: 清里町, 斜里町, 別海町, 中標津町, 標津町, 羅臼町
標茶町(87021) → receive from: 小清水町, 標茶町, 弟子屈町
direct 室蘭市(1857/3036) t/day → receive from: 室蘭市
indirect 室蘭市(1179/3036) t/day → receive from: 中継施設＝ 登別市(430316) → receive from: 登別市
direct 札幌市(2502/2846) t/day → receive from: 岩見沢市, 三笠市, 南幌町, 月形町, 札幌市, 江別市, 北広島市, 石狩市, 当別町, 新篠津村
indirect 札幌市(344/2846) t/day → receive from: 中継施設＝ 小樽市(125721) → receive from: 小樽市, 共和町, 岩内町, 泊村, 神恵内村, 積丹町, 古平町, 仁木町, 余市町, 赤井川村
direct 伊達市(1289/2057) t/day → receive from: ニセコ町, 真狩村, 留寿都村, 喜茂別町, 京極町, 俱知安町, 伊達市, 豊浦町, 壮瞥町, 洞爺湖町
indirect 伊達市(768/2057) t/day → receive from: 中継施設＝ 長万部町(36215) → receive from: 島牧村, 寿都町, 黒松内町, 蘭越町, 八雲町, 長万部町, 今金町, せたな町
乙部町(18155) → receive from: 松前町, 江差町, 上ノ国町, 厚沢部町, 乙部町
函館市(133081) → receive from: 函館市
北斗市(92733) → receive from: 北斗市, 福島町, 知内町, 木古内町, 七飯町, 鹿部町, 森町
direct 帯広市(842/1259) t/day → receive from: 帯広市, 音更町, 士幌町, 上士幌町, 鹿追町, 新得町, 清水町, 芽室町, 幕別町, 池田町, 豊頃町, 本別町, 足寄町, 浦幌町
indirect 帯広市(417/1259) t/day → receive from: 中継施設＝ 訓子府町(144012) → receive from: 北見市, 網走市, 美幌町, 津別町, 訓子府町, 置戸町, 大空町, 陸別町
中札内村(8291) → receive from: 中札内村, 更別村
direct 旭川市(580/1215) t/day → receive from: 芦別市, 深川市, 秩父別町, 沼田町, 旭川市, 鷹栖町, 東神楽町, 当麻町, 比布町, 愛別町, 上川町, 東川町, 美瑛町, 和寒町, 幌加内町, 留萌市, 小平町, 遠別町
indirect 旭川市(635/1215) t/day → receive from: 中継施設＝ 中富良野町(20938) → receive from: 富良野市, 上富良野町, 中富良野町
滝川市(57419) → receive from: 美唄市, 赤平市, 滝川市, 砂川市, 歌志内市, 奈井江町, 上砂川町, 浦臼町, 新十津川町, 妹背牛町, 雨竜町, 北竜町, 増毛町
遠軽町(35305) → receive from: 紋別市, 佐呂間町, 遠軽町, 湧別町, 滝上町, 興部町
稚内市(59444) → receive from: 天塩町, 稚内市, 猿払村, 豊富町, 幌延町
士別市(39377) → receive from: 士別市, 名寄市, 剣淵町, 下川町, 美深町, 苫前町, 羽幌町, 初山別村, 西興部村
枝幸町(19163) → receive from: 音威子府村, 中川町, 浜頓別町, 中頓別町, 枝幸町, 雄武町
direct 浦河町(83/83) t/day → receive from: 新冠町, 浦河町, 新ひだか町
direct 大樹町(14/14) t/day → receive from: 大樹町
direct 広尾町(10/10) t/day → receive from: 広尾町
direct えりも町(9/9) t/day → receive from: えりも町
direct 様似町(7/7) t/day → receive from: 様似町
direct 占冠村(6/6) t/day → receive from: 南富良野町, 占冠村

----------------------  遺伝情報  ----------------------

個体数＝1650
世代数＝100
0: neval=1650{'avg': -3113556.75921317, 'max': -2332521.708962974, 'min': -3586887.611238271} best=-3586887.611238271
1: neval=1323{'avg': -3254927.303595173, 'max': -2638526.48536719, 'min': -3708460.2433927646} best=-3708460.2433927646
2: neval=1356{'avg': -3360974.415906264, 'max': -2676874.7244487735, 'min': -3755210.600367452} best=-3755210.600367452
3: neval=1274{'avg': -3454661.459122335, 'max': -2828262.7101879576, 'min': -3735228.051045131} best=-3755210.600367452
4: neval=1279{'avg': -3517317.3552692574, 'max': -2941394.3441992146, 'min': -3779322.051312637} best=-3779322.051312637
5: neval=1315{'avg': -3565685.467748828, 'max': -2866064.581854417, 'min': -3798681.5699019795} best=-3798681.5699019795
6: neval=1306{'avg': -3602444.523817925, 'max': -2716585.9373435234, 'min': -3815372.2579179085} best=-3815372.2579179085
7: neval=1278{'avg': -3640728.963026538, 'max': -2973280.6482392345, 'min': -3839247.5252906666} best=-3839247.5252906666
8: neval=1291{'avg': -3668872.272071378, 'max': -3024879.8920872035, 'min': -3918387.6146975704} best=-3918387.6146975704
9: neval=1311{'avg': -3696356.040147874, 'max': -2840156.1594567313, 'min': -3874792.4014987363} best=-3918387.6146975704
10: neval=1329{'avg': -3721283.3721535164, 'max': -2776611.106084188, 'min': -3924762.221740813} best=-3924762.221740813
11: neval=1302{'avg': -3746807.4000833724, 'max': -2358068.1153261284, 'min': -3924762.221740813} best=-3924762.221740813
12: neval=1285{'avg': -3774613.7005667887, 'max': -3068219.3703657705, 'min': -3924762.221740813} best=-3924762.221740813
13: neval=1300{'avg': -3796919.9198268764, 'max': -3173504.210434454, 'min': -3955581.5232528243} best=-3955581.5232528243
14: neval=1271{'avg': -3816931.6117308703, 'max': -3074403.126618461, 'min': -3978495.7086459724} best=-3978495.7086459724
15: neval=1290{'avg': -3844587.7472242806, 'max': -2826306.573053268, 'min': -3983652.9120855657} best=-3983652.9120855657
16: neval=1336{'avg': -3865380.081822001, 'max': -3070176.7490993636, 'min': -4002326.0845875437} best=-4002326.0845875437
17: neval=1323{'avg': -3885069.298368464, 'max': -2418510.7867836645, 'min': -4054418.8603959205} best=-4054418.8603959205
18: neval=1322{'avg': -3910003.0279313545, 'max': -2464381.6785092712, 'min': -4037363.9476424893} best=-4054418.8603959205
19: neval=1271{'avg': -3929681.1600389886, 'max': -2959320.776360556, 'min': -4075647.5602} best=-4075647.5602
20: neval=1329{'avg': -3951482.4148751143, 'max': -3073741.9662625417, 'min': -4075647.5602} best=-4075647.5602
21: neval=1316{'avg': -3970574.259632737, 'max': -3509116.971459139, 'min': -4068180.8225531033} best=-4075647.5602
22: neval=1353{'avg': -3988157.047588349, 'max': -3130740.137036531, 'min': -4079019.22975519} best=-4079019.22975519
23: neval=1310{'avg': -4005874.1172459666, 'max': -2896813.110225382, 'min': -4081482.166314535} best=-4081482.166314535
24: neval=1340{'avg': -4017988.01937433, 'max': -2811243.3173471866, 'min': -4108360.9379340108} best=-4108360.9379340108
25: neval=1286{'avg': -4030625.101874186, 'max': -2550803.0589932613, 'min': -4125638.2508548684} best=-4125638.2508548684
26: neval=1294{'avg': -4044652.7658330672, 'max': -3013545.656366473, 'min': -4112842.0961673814} best=-4125638.2508548684
27: neval=1304{'avg': -4058504.630046485, 'max': -2242324.354142682, 'min': -4135061.820933174} best=-4135061.820933174
28: neval=1272{'avg': -4075496.2313724537, 'max': -2395661.9578617993, 'min': -4154935.471989225} best=-4154935.471989225
29: neval=1313{'avg': -4084787.886596551, 'max': -2979153.2568541234, 'min': -4153516.020727188} best=-4154935.471989225
30: neval=1309{'avg': -4099373.1155924383, 'max': -2235110.2629604526, 'min': -4156109.2443177} best=-4156109.2443177
31: neval=1301{'avg': -4111109.0296684243, 'max': -2491150.37544583, 'min': -4168998.8829053137} best=-4168998.8829053137
32: neval=1293{'avg': -4125760.235683536, 'max': -3499632.7114234963, 'min': -4170430.536796763} best=-4170430.536796763
33: neval=1303{'avg': -4132859.926326387, 'max': -2920800.4365517558, 'min': -4172875.2822001497} best=-4172875.2822001497
34: neval=1322{'avg': -4145260.802303824, 'max': -2962642.4078408745, 'min': -4178284.802124456} best=-4178284.802124456
35: neval=1306{'avg': -4151302.220906136, 'max': -2770910.9212129577, 'min': -4178284.802124456} best=-4178284.802124456
36: neval=1314{'avg': -4156334.953626754, 'max': -3323944.338749039, 'min': -4180643.5245062136} best=-4180643.5245062136
37: neval=1286{'avg': -4163128.929285454, 'max': -2992585.7165499534, 'min': -4181613.027084606} best=-4181613.027084606
38: neval=1293{'avg': -4164577.5561760305, 'max': -2670726.779197029, 'min': -4181591.8656229284} best=-4181613.027084606
39: neval=1316{'avg': -4168390.8430069615, 'max': -3047172.0328422626, 'min': -4184690.95481186} best=-4184690.95481186
40: neval=1305{'avg': -4169870.967446509, 'max': -3053492.6936406163, 'min': -4184845.632457906} best=-4184845.632457906
41: neval=1269{'avg': -4173849.5231019463, 'max': -3051158.6992498953, 'min': -4187605.638736116} best=-4187605.638736116
42: neval=1286{'avg': -4176842.0710038664, 'max': -3499322.732787045, 'min': -4188342.4955884013} best=-4188342.4955884013
43: neval=1311{'avg': -4173633.110971973, 'max': -2739530.197375492, 'min': -4192324.07449621} best=-4192324.07449621
44: neval=1311{'avg': -4179963.4507622863, 'max': -3323339.9085802236, 'min': -4190119.1850248533} best=-4192324.07449621
45: neval=1329{'avg': -4181567.826306491, 'max': -2841533.2669825, 'min': -4190687.402505991} best=-4192324.07449621
46: neval=1297{'avg': -4181818.150391656, 'max': -2670974.4095629463, 'min': -4193049.7099121935} best=-4193049.7099121935
47: neval=1265{'avg': -4185942.927732127, 'max': -3293196.498918422, 'min': -4193049.7099121935} best=-4193049.7099121935
48: neval=1295{'avg': -4184382.426412139, 'max': -3224908.619820468, 'min': -4193049.7099121935} best=-4193049.7099121935
49: neval=1305{'avg': -4187127.726725233, 'max': -2934610.6930368044, 'min': -4193465.0490565044} best=-4193465.0490565044
50: neval=1300{'avg': -4189243.2581911213, 'max': -3592270.392732983, 'min': -4193465.0490565044} best=-4193465.0490565044
51: neval=1289{'avg': -4189460.335705718, 'max': -3646511.9117762037, 'min': -4194275.2632204434} best=-4194275.2632204434
52: neval=1284{'avg': -4186449.729144686, 'max': -2516208.5471492466, 'min': -4194680.333683267} best=-4194680.333683267
53: neval=1331{'avg': -4188630.4655248076, 'max': -3150025.4861971913, 'min': -4197578.503421452} best=-4197578.503421452
54: neval=1295{'avg': -4187043.348334835, 'max': -2912450.2115483605, 'min': -4197578.503421452} best=-4197578.503421452
55: neval=1313{'avg': -4188110.7355186325, 'max': -2840758.4730771487, 'min': -4197578.503421452} best=-4197578.503421452
56: neval=1279{'avg': -4190395.1218397385, 'max': -3117125.8776579127, 'min': -4197578.503421452} best=-4197578.503421452
57: neval=1266{'avg': -4190154.2024192163, 'max': -2545687.180252873, 'min': -4199209.127192524} best=-4199209.127192524
58: neval=1324{'avg': -4190594.6211223165, 'max': -2569317.393168934, 'min': -4199209.127192524} best=-4199209.127192524
59: neval=1320{'avg': -4187827.1903877235, 'max': -2226263.5480543845, 'min': -4200019.341356463} best=-4200019.341356463
60: neval=1329{'avg': -4191484.190310313, 'max': -2870172.554527452, 'min': -4200434.680500774} best=-4200434.680500774
61: neval=1315{'avg': -4191259.942603236, 'max': -2817787.074981559, 'min': -4200929.6141274925} best=-4200929.6141274925
62: neval=1290{'avg': -4196245.428680426, 'max': -3793961.3410649584, 'min': -4200929.6141274925} best=-4200929.6141274925
63: neval=1330{'avg': -4193651.734384752, 'max': -2875175.839904217, 'min': -4200929.6141274925} best=-4200929.6141274925
64: neval=1263{'avg': -4191491.3400752465, 'max': -2497743.8583234865, 'min': -4200929.6141274925} best=-4200929.6141274925
65: neval=1297{'avg': -4197177.658298691, 'max': -3036659.195451909, 'min': -4200929.6141274925} best=-4200929.6141274925
66: neval=1305{'avg': -4195153.569323709, 'max': -2529955.112429371, 'min': -4200929.6141274925} best=-4200929.6141274925
67: neval=1291{'avg': -4197414.394053673, 'max': -2844251.1707368405, 'min': -4200929.6141274925} best=-4200929.6141274925
68: neval=1309{'avg': -4196144.048632551, 'max': -3250564.2575436854, 'min': -4200929.6141274925} best=-4200929.6141274925
69: neval=1291{'avg': -4194283.6591657903, 'max': -2664065.9409633297, 'min': -4200929.6141274925} best=-4200929.6141274925
70: neval=1291{'avg': -4196463.088689489, 'max': -2984703.4467720604, 'min': -4200929.6141274925} best=-4200929.6141274925
71: neval=1310{'avg': -4196527.84069247, 'max': -2481366.061562896, 'min': -4200929.6141274925} best=-4200929.6141274925
72: neval=1291{'avg': -4195345.105753763, 'max': -3223295.6010763687, 'min': -4200929.6141274925} best=-4200929.6141274925
73: neval=1314{'avg': -4194618.651869778, 'max': -3216187.804259348, 'min': -4200929.6141274925} best=-4200929.6141274925
74: neval=1312{'avg': -4197122.592243413, 'max': -3343473.507241836, 'min': -4200929.6141274925} best=-4200929.6141274925
75: neval=1318{'avg': -4195895.923106846, 'max': -2642890.058257718, 'min': -4200929.6141274925} best=-4200929.6141274925
76: neval=1296{'avg': -4195366.0426823795, 'max': -2318332.569635869, 'min': -4200929.6141274925} best=-4200929.6141274925
77: neval=1334{'avg': -4196178.332778017, 'max': -3386347.5005243616, 'min': -4200929.6141274925} best=-4200929.6141274925
78: neval=1280{'avg': -4198142.614268803, 'max': -3522334.3245761497, 'min': -4200929.6141274925} best=-4200929.6141274925
79: neval=1297{'avg': -4196666.378019917, 'max': -3019091.5162536665, 'min': -4200929.6141274925} best=-4200929.6141274925
80: neval=1319{'avg': -4196927.115787522, 'max': -2850905.5678169234, 'min': -4200929.6141274925} best=-4200929.6141274925
81: neval=1327{'avg': -4199587.153229703, 'max': -3480699.7729817485, 'min': -4200929.6141274925} best=-4200929.6141274925
82: neval=1261{'avg': -4196383.976020558, 'max': -3406649.5620230082, 'min': -4200929.6141274925} best=-4200929.6141274925
83: neval=1265{'avg': -4198134.871467715, 'max': -3035139.3025117447, 'min': -4200929.6141274925} best=-4200929.6141274925
84: neval=1290{'avg': -4195071.061272692, 'max': -2881137.662407324, 'min': -4200929.6141274925} best=-4200929.6141274925
