局----------------------  実行情報  ----------------------
実行時間＝2851秒
個体数＝1200
合計世代数＝100
===============================
Total cost: -4075613.4342554677
===============================
------------------------  前提  ------------------------

waste=sanpai

ごみ量34位以内：
苫小牧市 (2039382), 釧路市 (1177668), 札幌市 (728360), 室蘭市 (677679), 登別市 (430316), 伊達市 (334124), 帯広市 (182218), 旭川市 (138210), 函館市 (133081), 釧路町 (121597), 白老町 (99038), 北見市 (91496), 小樽市 (91037), 千歳市 (69923), 江別市 (64214), 安平町 (60328), 洞爺湖町 (54767), 厚岸町 (49048), 岩見沢市 (47176), 稚内市 (46228), 音更町 (44302), 標茶町 (43861), むかわ町 (42881), 厚真町 (42445), 北斗市 (42381), 弟子屈町 (39869), 恵庭市 (36267), 豊浦町 (36146), 中標津町 (35109), 浜中町 (33093), 北広島市 (30922), 七飯町 (30521), 網走市 (28124), 幕別町 (26726)

焼却施設数: 12
中継施設数: 12

輸送単価＝ 4.8 円/t/km
--------------------  GAPlot_input  --------------------

waste_name ='sanpai'
unit ='t/year'

inc_size= [2402133, 1591265, 1107995, 1090522, 750794, 326836, 326562, 191634, 57151, 12826, 6337, 4237]
inc_facility = ['苫小牧市', '釧路市', '室蘭市', '札幌市', '伊達市', '旭川市', '帯広市', '北見市', '稚内市', '枝幸町', '浜頓別町', '猿払村']
inc_blocks = [['夕張市', '岩見沢市', '三笠市', '南幌町', '由仁町', '長沼町', '栗山町', '月形町', '札幌市', '江別市', '恵庭市', '北広島市', '石狩市', '当別町', '新篠津村'], ['室蘭市'], ['千歳市', '苫小牧市', '白老町', '厚真町', '安平町', 'むかわ町', '日高町', '平取町'], ['島牧村', '寿都町', '黒松内町', '蘭越町', 'ニセコ町', '真狩村', '留寿都村', '喜茂別町', '京極町', '俱知安町', '伊達市', '豊浦町', '壮瞥町', '洞爺湖町', '長万部町'], ['芦別市', '深川市', '秩父別町', '沼田町', '旭川市', '富良野市', '鷹栖町', '東神楽町', '当麻町', '比布町', '愛別町', '上川町', '東川町', '美瑛町', '上富良野町', '中富良野町', '和寒町', '幌加内町', '留萌市', '小平町'], ['初山別村', '遠別町', '天塩町', '稚内市', '豊富町', '幌延町'], ['猿払村'], ['音威子府村', '枝幸町', '雄武町'], ['中川町', '浜頓別町', '中頓別町'], ['北見市', '網走市', '美幌町', '津別町', '清里町', '斜里町', '小清水町', '訓子府町', '置戸町', '佐呂間町', '遠軽町', '大空町', '陸別町'], ['南富良野町', '占冠村', '帯広市', '音更町', '士幌町', '上士幌町', '鹿追町', '新得町', '清水町', '芽室町', '中札内村', '更別村', '大樹町', '広尾町', '幕別町', '池田町', '豊頃町', '本別町', '足寄町', '浦幌町'], ['釧路市', '釧路町', '鶴居村', '白糠町']]

trans_size=[430316, 218943, 125721, 83730, 82141, 62104, 57419, 49559, 38154, 36029, 24477, 21199]
trans_facility = ['登別市', '函館市', '小樽市', '標茶町', '厚岸町', '中標津町', '滝川市', '八雲町', '士別市', '新ひだか町', '根室市', '紋別市']
trans_blocks = [['登別市'], ['美唄市', '赤平市', '滝川市', '砂川市', '歌志内市', '奈井江町', '上砂川町', '浦臼町', '新十津川町', '妹背牛町', '雨竜町', '北竜町', '増毛町'], ['小樽市', '共和町', '岩内町', '泊村', '神恵内村', '積丹町', '古平町', '仁木町', '余市町', '赤井川村'], ['紋別市', '湧別町', '滝上町', '興部町', '西興部村'], ['新冠町', '浦河町', '様似町', 'えりも町', '新ひだか町'], ['函館市', '北斗市', '松前町', '福島町', '知内町', '木古内町', '七飯町', '鹿部町'], ['森町', '八雲町', '江差町', '上ノ国町', '厚沢部町', '乙部町', '今金町', 'せたな町'], ['士別市', '名寄市', '剣淵町', '下川町', '美深町', '苫前町', '羽幌町'], ['厚岸町', '浜中町'], ['標茶町', '弟子屈町'], ['根室市'], ['別海町', '中標津町', '標津町', '羅臼町']]

arrows = [[['札幌市'], ['小樽市']], [['室蘭市'], ['登別市']], [['苫小牧市'], ['新ひだか町']], [['伊達市'], ['函館市', '八雲町']], [['旭川市'], ['士別市', '滝川市']], [['北見市'], ['紋別市']], [['釧路市'], ['根室市', '中標津町', '厚岸町', '標茶町']]]


---------------------  エネルギー情報  ---------------------
[274682.0691181666, 334158.2214990348, -4759656.347995957, 75202.62312328769]

EL_direct: {'苫小牧市': 79573.69350070834, '釧路市': 18366.688811791668, '室蘭市': 0.0, '札幌市': 54269.73578731251, '伊達市': 30903.085096000003, '旭川市': 28620.636207583335, '帯広市': 28275.07506227084, '北見市': 28440.53132997917, '稚内市': 4859.127175500001, '枝幸町': 826.8368319791666, '浜頓別町': 546.6593150416667, '猿払村': 0.0}
ED_inc: {'苫小牧市': -1629685.0397669747, '釧路市': -1079565.854515464, '室蘭市': -751699.7916587504, '札幌市': -739845.5409990874, '伊達市': -509363.0326658874, '旭川市': -80317.66216361053, '帯広市': -80080.6023171052, '北見市': 16307.346510702908, '稚内市': 47713.305731150926, '枝幸町': 22584.427462119107, '浜頓別町': 13927.217870891465, '猿払村': 10368.878516058216}

EL_indirect: {'登別市': 22552.445014112, '函館市': 129839.34471353951, '小樽市': 24968.969471381006, '標茶町': 20060.729924170002, '厚岸町': 20735.049800569, '中標津町': 23404.812652032506, '滝川市': 14916.590879551837, '八雲町': 30768.398002736336, '士別市': 14893.618047890834, '新ひだか町': 15036.732644520169, '根室市': 9062.761594848, '紋別市': 7918.7687536836675}
ED_trans: {'登別市': 26314.118136986304, '函館市': 13388.514410958904, '小樽市': 7687.925260273973, '標茶町': 5120.146849315069, '厚岸町': 5022.978410958904, '中標津町': 3797.7021369863023, '滝川市': 3511.211178082192, '八雲町': 3030.566794520548, '士別市': 2333.1432328767123, '新ひだか町': 2203.1980273972604, '根室市': 1496.7853150684934, '紋別市': 1296.3333698630138}

----------------------  輸送情報  ----------------------

direct 苫小牧市(6482/6581) t/day → receive from: 千歳市, 苫小牧市, 白老町, 厚真町, 安平町, むかわ町, 日高町, 平取町
indirect 苫小牧市(99/6581) t/day → receive from: 中継施設＝ 新ひだか町(36029) → receive from: 新冠町, 浦河町, 様似町, えりも町, 新ひだか町
direct 釧路市(3668/4360) t/day → receive from: 釧路市, 釧路町, 鶴居村, 白糠町
indirect 釧路市(692/4360) t/day → receive from: 中継施設＝ 根室市(24477) → receive from: 根室市
中標津町(62104) → receive from: 別海町, 中標津町, 標津町, 羅臼町
厚岸町(82141) → receive from: 厚岸町, 浜中町
標茶町(83730) → receive from: 標茶町, 弟子屈町
direct 室蘭市(1857/3036) t/day → receive from: 室蘭市
indirect 室蘭市(1179/3036) t/day → receive from: 中継施設＝ 登別市(430316) → receive from: 登別市
direct 札幌市(2643/2988) t/day → receive from: 夕張市, 岩見沢市, 三笠市, 南幌町, 由仁町, 長沼町, 栗山町, 月形町, 札幌市, 江別市, 恵庭市, 北広島市, 石狩市, 当別町, 新篠津村
indirect 札幌市(344/2988) t/day → receive from: 中継施設＝ 小樽市(125721) → receive from: 小樽市, 共和町, 岩内町, 泊村, 神恵内村, 積丹町, 古平町, 仁木町, 余市町, 赤井川村
direct 伊達市(1321/2057) t/day → receive from: 島牧村, 寿都町, 黒松内町, 蘭越町, ニセコ町, 真狩村, 留寿都村, 喜茂別町, 京極町, 俱知安町, 伊達市, 豊浦町, 壮瞥町, 洞爺湖町, 長万部町
indirect 伊達市(736/2057) t/day → receive from: 中継施設＝ 函館市(218943) → receive from: 函館市, 北斗市, 松前町, 福島町, 知内町, 木古内町, 七飯町, 鹿部町
八雲町(49559) → receive from: 森町, 八雲町, 江差町, 上ノ国町, 厚沢部町, 乙部町, 今金町, せたな町
direct 旭川市(634/895) t/day → receive from: 芦別市, 深川市, 秩父別町, 沼田町, 旭川市, 富良野市, 鷹栖町, 東神楽町, 当麻町, 比布町, 愛別町, 上川町, 東川町, 美瑛町, 上富良野町, 中富良野町, 和寒町, 幌加内町, 留萌市, 小平町
indirect 旭川市(262/895) t/day → receive from: 中継施設＝ 士別市(38154) → receive from: 士別市, 名寄市, 剣淵町, 下川町, 美深町, 苫前町, 羽幌町
滝川市(57419) → receive from: 美唄市, 赤平市, 滝川市, 砂川市, 歌志内市, 奈井江町, 上砂川町, 浦臼町, 新十津川町, 妹背牛町, 雨竜町, 北竜町, 増毛町
direct 帯広市(895/895) t/day → receive from: 南富良野町, 占冠村, 帯広市, 音更町, 士幌町, 上士幌町, 鹿追町, 新得町, 清水町, 芽室町, 中札内村, 更別村, 大樹町, 広尾町, 幕別町, 池田町, 豊頃町, 本別町, 足寄町, 浦幌町
direct 北見市(467/525) t/day → receive from: 北見市, 網走市, 美幌町, 津別町, 清里町, 斜里町, 小清水町, 訓子府町, 置戸町, 佐呂間町, 遠軽町, 大空町, 陸別町
indirect 北見市(58/525) t/day → receive from: 中継施設＝ 紋別市(21199) → receive from: 紋別市, 湧別町, 滝上町, 興部町, 西興部村
direct 稚内市(157/157) t/day → receive from: 初山別村, 遠別町, 天塩町, 稚内市, 豊富町, 幌延町
direct 枝幸町(35/35) t/day → receive from: 音威子府村, 枝幸町, 雄武町
direct 浜頓別町(17/17) t/day → receive from: 中川町, 浜頓別町, 中頓別町
direct 猿払村(12/12) t/day → receive from: 猿払村

----------------------  遺伝情報  ----------------------

個体数＝1200
世代数＝100
0: neval=1200{'avg': -3128586.5403143507, 'max': -2272503.7194514372, 'min': -3619201.2359648803} best=-3619201.2359648803
1: neval=930{'avg': -3303694.613286342, 'max': -2670924.0613755654, 'min': -3614791.1694218866} best=-3619201.2359648803
2: neval=986{'avg': -3411285.846119497, 'max': -2514174.002061228, 'min': -3692633.834327774} best=-3692633.834327774
3: neval=960{'avg': -3491670.5820685974, 'max': -3040445.821915488, 'min': -3763692.1293933806} best=-3763692.1293933806
4: neval=944{'avg': -3558924.7146238675, 'max': -2951594.2388085565, 'min': -3770088.0224051625} best=-3770088.0224051625
5: neval=945{'avg': -3609944.6736030052, 'max': -2820330.15955493, 'min': -3810553.2488564258} best=-3810553.2488564258
6: neval=952{'avg': -3653047.170740133, 'max': -3141111.365808123, 'min': -3810553.2488564258} best=-3810553.2488564258
7: neval=963{'avg': -3692847.9180889875, 'max': -3069300.714113857, 'min': -3836442.9328186717} best=-3836442.9328186717
8: neval=944{'avg': -3722232.112600255, 'max': -3336294.722515967, 'min': -3904191.4315419644} best=-3904191.4315419644
9: neval=937{'avg': -3744175.590563193, 'max': -3443846.480607066, 'min': -3879875.201482765} best=-3904191.4315419644
10: neval=949{'avg': -3766746.371479718, 'max': -3089308.3704188555, 'min': -3868181.154525962} best=-3904191.4315419644
11: neval=942{'avg': -3788315.3129631598, 'max': -2600847.1654508915, 'min': -3916111.775932518} best=-3916111.775932518
12: neval=954{'avg': -3809415.974141482, 'max': -3300474.598462305, 'min': -3908714.9914274253} best=-3916111.775932518
13: neval=935{'avg': -3826236.9601148637, 'max': -3097533.4783364353, 'min': -3936270.339931815} best=-3936270.339931815
14: neval=941{'avg': -3840383.577114438, 'max': -3179925.1365146535, 'min': -3936270.339931815} best=-3936270.339931815
15: neval=954{'avg': -3858748.374081651, 'max': -2672094.4333888046, 'min': -3944092.0152918864} best=-3944092.0152918864
16: neval=936{'avg': -3875376.145052938, 'max': -2490657.1203236897, 'min': -3976047.2276365925} best=-3976047.2276365925
17: neval=952{'avg': -3898113.4869753867, 'max': -3293526.8725402704, 'min': -3997873.5631658663} best=-3997873.5631658663
18: neval=949{'avg': -3914733.8284662915, 'max': -3266826.792112126, 'min': -3995098.6934054615} best=-3997873.5631658663
19: neval=978{'avg': -3931548.426993137, 'max': -3675420.3791243834, 'min': -3998990.005845137} best=-3998990.005845137
20: neval=959{'avg': -3947458.4369185846, 'max': -2739515.518419607, 'min': -4003495.3447608068} best=-4003495.3447608068
21: neval=936{'avg': -3961769.9128815127, 'max': -2745312.9533313154, 'min': -4012247.763410016} best=-4012247.763410016
22: neval=967{'avg': -3975253.0356515218, 'max': -2836425.6050930806, 'min': -4018721.541000094} best=-4018721.541000094
23: neval=975{'avg': -3985297.734840601, 'max': -2773913.381035263, 'min': -4025770.898349803} best=-4025770.898349803
24: neval=950{'avg': -3996877.657210186, 'max': -3428634.98275659, 'min': -4030849.9907391965} best=-4030849.9907391965
25: neval=943{'avg': -4001889.0374303698, 'max': -3077034.3415559917, 'min': -4032158.85620016} best=-4032158.85620016
26: neval=943{'avg': -4007426.208570143, 'max': -2905030.6540687964, 'min': -4033564.447325084} best=-4033564.447325084
27: neval=963{'avg': -4013460.244955227, 'max': -3085910.578516306, 'min': -4039340.723771305} best=-4039340.723771305
28: neval=965{'avg': -4013957.3806845713, 'max': -1802484.0818849476, 'min': -4041374.283008527} best=-4041374.283008527
29: neval=968{'avg': -4021972.615923017, 'max': -3297781.390997942, 'min': -4046945.3335082615} best=-4046945.3335082615
30: neval=941{'avg': -4026118.833504437, 'max': -2965512.1205587373, 'min': -4051102.67733924} best=-4051102.67733924
31: neval=952{'avg': -4030384.20437792, 'max': -2814741.9291572254, 'min': -4051908.770140965} best=-4051908.770140965
32: neval=944{'avg': -4032866.891654596, 'max': -2572517.187041681, 'min': -4055320.138483563} best=-4055320.138483563
33: neval=931{'avg': -4038045.921059867, 'max': -3244622.4694166114, 'min': -4055006.1684989617} best=-4055320.138483563
34: neval=969{'avg': -4043496.5223240433, 'max': -3499299.714410967, 'min': -4057643.506863256} best=-4057643.506863256
35: neval=927{'avg': -4043065.429409306, 'max': -2690994.836486342, 'min': -4057643.506863256} best=-4057643.506863256
36: neval=940{'avg': -4045560.8314954224, 'max': -2585394.9589520628, 'min': -4060531.362244141} best=-4060531.362244141
37: neval=954{'avg': -4051055.815954528, 'max': -3310795.6301336247, 'min': -4061208.902409965} best=-4061208.902409965
38: neval=931{'avg': -4051619.2163526886, 'max': -2959152.8996118535, 'min': -4061208.902409965} best=-4061208.902409965
39: neval=950{'avg': -4052841.4942272473, 'max': -3238169.748112125, 'min': -4061208.902409965} best=-4061208.902409965
40: neval=934{'avg': -4055417.19771732, 'max': -2786752.446359291, 'min': -4061208.902409965} best=-4061208.902409965
41: neval=962{'avg': -4056373.64313128, 'max': -3453903.0465137325, 'min': -4061208.902409965} best=-4061208.902409965
42: neval=928{'avg': -4054061.196607348, 'max': -3149256.5043760105, 'min': -4061208.902409965} best=-4061208.902409965
43: neval=959{'avg': -4057849.115825065, 'max': -3375766.9935920094, 'min': -4061208.902409965} best=-4061208.902409965
44: neval=936{'avg': -4057857.8531279876, 'max': -3099386.4660982243, 'min': -4061208.902409965} best=-4061208.902409965
45: neval=949{'avg': -4056004.479660751, 'max': -2848607.5572239715, 'min': -4061208.902409965} best=-4061208.902409965
46: neval=941{'avg': -4056626.9795145513, 'max': -3275319.607461463, 'min': -4061208.902409965} best=-4061208.902409965
47: neval=928{'avg': -4056342.3094388135, 'max': -2951663.782208663, 'min': -4061208.902409965} best=-4061208.902409965
48: neval=938{'avg': -4058621.723332, 'max': -3398447.7882846626, 'min': -4061208.902409965} best=-4061208.902409965
49: neval=976{'avg': -4055524.253059451, 'max': -2691956.903432232, 'min': -4061208.902409965} best=-4061208.902409965
50: neval=932{'avg': -4057914.9644637275, 'max': -2701905.2095409306, 'min': -4061208.902409965} best=-4061208.902409965
51: neval=934{'avg': -4057309.0971752023, 'max': -2684841.116211678, 'min': -4061208.902409965} best=-4061208.902409965
52: neval=905{'avg': -4056237.6027459954, 'max': -2614346.5717365835, 'min': -4061208.902409965} best=-4061208.902409965
53: neval=955{'avg': -4058595.8142842427, 'max': -3422658.9879646865, 'min': -4061208.902409965} best=-4061208.902409965
54: neval=956{'avg': -4057987.6347821713, 'max': -3204728.1258285665, 'min': -4061208.902409965} best=-4061208.902409965
55: neval=927{'avg': -4057772.33443861, 'max': -2673877.838595763, 'min': -4061208.902409965} best=-4061208.902409965
56: neval=950{'avg': -4055097.0783895366, 'max': -3030224.7434457163, 'min': -4061208.902409965} best=-4061208.902409965
57: neval=962{'avg': -4057989.634527337, 'max': -3139233.2113295803, 'min': -4061208.902409965} best=-4061208.902409965
58: neval=949{'avg': -4053711.5880337018, 'max': -2644074.04910734, 'min': -4061208.902409965} best=-4061208.902409965
59: neval=935{'avg': -4056490.785214179, 'max': -2754230.7882756535, 'min': -4061208.902409965} best=-4061208.902409965
60: neval=957{'avg': -4057332.141732421, 'max': -3031002.8851940352, 'min': -4061208.902409965} best=-4061208.902409965
61: neval=929{'avg': -4056738.904385914, 'max': -2752432.281497674, 'min': -4061208.902409965} best=-4061208.902409965
62: neval=946{'avg': -4058160.8798296656, 'max': -2723853.520867333, 'min': -4061208.902409965} best=-4061208.902409965
63: neval=964{'avg': -4054934.410248745, 'max': -2368837.961332563, 'min': -4061208.902409965} best=-4061208.902409965
64: neval=933{'avg': -4057026.876850605, 'max': -2785661.5481936475, 'min': -4061208.902409965} best=-4061208.902409965
65: neval=958{'avg': -4056425.2325303364, 'max': -2888852.6993858214, 'min': -4061208.902409965} best=-4061208.902409965
66: neval=962{'avg': -4056549.00127112, 'max': -3239200.4290985563, 'min': -4061208.902409965} best=-4061208.902409965
67: neval=971{'avg': -4057051.1865073647, 'max': -3102561.699751945, 'min': -4061208.902409965} best=-4061208.902409965
68: neval=948{'avg': -4057812.1658894722, 'max': -2688956.0675892197, 'min': -4061208.902409965} best=-4061208.902409965
69: neval=967{'avg': -4059337.080192623, 'max': -3425143.202412847, 'min': -4061208.902409965} best=-4061208.902409965
70: neval=951{'avg': -4056454.3280179007, 'max': -3099415.1419077837, 'min': -4061208.902409965} best=-4061208.902409965
71: neval=936{'avg': -4055097.4371077027, 'max': -2622604.6193523398, 'min': -4061208.902409965} best=-4061208.902409965
72: neval=931{'avg': -4057828.966278569, 'max': -2836202.151987711, 'min': -4061208.902409965} best=-4061208.902409965
73: neval=959{'avg': -4056610.226707379, 'max': -2715176.689824209, 'min': -4061208.902409965} best=-4061208.902409965
74: neval=930{'avg': -4055811.272039606, 'max': -2730461.8870843686, 'min': -4061819.5886251563} best=-4061819.5886251563
