局----------------------  実行情報  ----------------------
実行時間＝3212秒
個体数＝1300
合計世代数＝100
===============================
Total cost: -4158728.1829011203
===============================
------------------------  前提  ------------------------

waste=sanpai

ごみ量36位以内：
苫小牧市 (2039382), 釧路市 (1177668), 札幌市 (728360), 室蘭市 (677679), 登別市 (430316), 伊達市 (334124), 帯広市 (182218), 旭川市 (138210), 函館市 (133081), 釧路町 (121597), 白老町 (99038), 北見市 (91496), 小樽市 (91037), 千歳市 (69923), 江別市 (64214), 安平町 (60328), 洞爺湖町 (54767), 厚岸町 (49048), 岩見沢市 (47176), 稚内市 (46228), 音更町 (44302), 標茶町 (43861), むかわ町 (42881), 厚真町 (42445), 北斗市 (42381), 弟子屈町 (39869), 恵庭市 (36267), 豊浦町 (36146), 中標津町 (35109), 浜中町 (33093), 北広島市 (30922), 七飯町 (30521), 網走市 (28124), 幕別町 (26726), 石狩市 (26551), 滝川市 (24546)

焼却施設数: 11
中継施設数: 15

輸送単価＝ 4.8 円/t/km
--------------------  GAPlot_input  --------------------

waste_name ='sanpai'
unit ='t/year'

inc_size= [2418429, 1591265, 1107995, 1075089, 750794, 404893, 325699, 184918, 4257, 2478, 2475]
inc_facility = ['苫小牧市', '釧路市', '室蘭市', '札幌市', '伊達市', '旭川市', '帯広市', '北見市', '上川町', '訓子府町', '置戸町']
inc_blocks = [['岩見沢市', '三笠市', '南幌町', '月形町', '札幌市', '江別市', '恵庭市', '北広島市', '石狩市', '当別町', '新篠津村'], ['室蘭市'], ['千歳市', '苫小牧市', '白老町', '厚真町', 'むかわ町', '日高町', '平取町'], ['島牧村', '寿都町', '黒松内町', '蘭越町', 'ニセコ町', '真狩村', '留寿都村', '喜茂別町', '京極町', '俱知安町', '伊達市', '豊浦町', '壮瞥町', '洞爺湖町', '長万部町'], ['芦別市', '深川市', '秩父別町', '沼田町', '旭川市', '富良野市', '鷹栖町', '東神楽町', '当麻町', '比布町', '東川町', '美瑛町', '上富良野町', '中富良野町', '和寒町', '剣淵町', '幌加内町', '初山別村', '遠別町'], ['訓子府町'], ['北見市', '網走市', '美幌町', '津別町', '清里町', '斜里町', '小清水町', '佐呂間町', '大空町'], ['南富良野町', '帯広市', '音更町', '士幌町', '上士幌町', '鹿追町', '新得町', '清水町', '芽室町', '中札内村', '更別村', '大樹町', '広尾町', '幕別町', '池田町', '豊頃町', '本別町', '足寄町', '浦幌町'], ['置戸町', '陸別町'], ['愛別町', '上川町', '滝上町'], ['釧路市', '釧路町', '鶴居村', '白糠町']]

trans_size=[430316, 218943, 125721, 83730, 82141, 76624, 75634, 62104, 59444, 49559, 36029, 31977, 31599, 24477, 19163]
trans_facility = ['登別市', '函館市', '小樽市', '標茶町', '厚岸町', '安平町', '新十津川町', '中標津町', '稚内市', '八雲町', '新冠町', '湧別町', '名寄市', '根室市', '枝幸町']
trans_blocks = [['天塩町', '稚内市', '猿払村', '豊富町', '幌延町'], ['小樽市', '共和町', '岩内町', '泊村', '神恵内村', '積丹町', '古平町', '仁木町', '余市町', '赤井川村'], ['美唄市', '赤平市', '滝川市', '砂川市', '歌志内市', '奈井江町', '上砂川町', '浦臼町', '新十津川町', '妹背牛町', '雨竜町', '北竜町', '留萌市', '増毛町', '小平町', '苫前町', '羽幌町'], ['登別市'], ['函館市', '北斗市', '松前町', '福島町', '知内町', '木古内町', '七飯町', '鹿部町'], ['森町', '八雲町', '江差町', '上ノ国町', '厚沢部町', '乙部町', '今金町', 'せたな町'], ['音威子府村', '中川町', '浜頓別町', '中頓別町', '枝幸町', '雄武町'], ['士別市', '名寄市', '下川町', '美深町', '西興部村'], ['新冠町', '浦河町', '様似町', 'えりも町', '新ひだか町'], ['夕張市', '由仁町', '長沼町', '栗山町', '安平町', '占冠村'], ['紋別市', '遠軽町', '湧別町', '興部町'], ['厚岸町', '浜中町'], ['標茶町', '弟子屈町'], ['根室市'], ['別海町', '中標津町', '標津町', '羅臼町']]

arrows = [[['札幌市'], ['小樽市']], [['室蘭市'], ['登別市']], [['苫小牧市'], ['新冠町', '安平町']], [['伊達市'], ['函館市', '八雲町']], [['旭川市'], ['名寄市', '新十津川町', '稚内市', '枝幸町']], [['北見市'], ['湧別町']], [['釧路市'], ['根室市', '中標津町', '厚岸町', '標茶町']]]


---------------------  エネルギー情報  ---------------------
[232172.74606174996, 422348.7419491794, -4899316.875076434, 86067.20416438358]

EL_direct: {'苫小牧市': 62205.12153537501, '釧路市': 18366.688811791668, '室蘭市': 0.0, '札幌市': 48662.57086681251, '伊達市': 30903.085096000003, '旭川市': 21986.180861125, '帯広市': 27691.781722583342, '北見市': 21312.49130183334, '上川町': 719.9493442916669, '訓子府町': 0.0, '置戸町': 324.87652193750006}
ED_inc: {'苫小牧市': -1640740.7754019469, '釧路市': -1079565.854515464, '室蘭市': -751699.7916587504, '札幌市': -729375.2925912249, '伊達市': -509363.0326658874, '旭川市': -153235.95401118038, '帯広市': -79334.88189344073, '北見市': 19823.940385947855, '上川町': 10405.399770136128, '訓子府町': 6887.924213129052, '置戸町': 6881.44329224761}

EL_indirect: {'登別市': 22552.445014112, '函館市': 129839.34471353951, '小樽市': 24968.969471381006, '標茶町': 20060.729924170002, '厚岸町': 20735.049800569, '安平町': 11816.482959879002, '新十津川町': 29797.412660424503, '中標津町': 23404.812652032506, '稚内市': 48887.84917557884, '八雲町': 30768.398002736336, '新冠町': 15508.1866153435, '湧別町': 12203.752328035667, '名寄市': 10421.940323457002, '根室市': 9062.761594848, '枝幸町': 12320.60671307267}
ED_trans: {'登別市': 26314.118136986304, '函館市': 13388.514410958904, '小樽市': 7687.925260273973, '標茶町': 5120.146849315069, '厚岸町': 5022.978410958904, '安平町': 4685.610082191781, '新十津川町': 4625.07090410959, '中標津町': 3797.7021369863023, '稚内市': 3635.041315068493, '八雲町': 3030.566794520548, '新冠町': 2203.1980273972604, '湧別町': 1955.415452054795, '名寄市': 1932.300493150685, '根室市': 1496.7853150684934, '枝幸町': 1171.8305753424656}

----------------------  輸送情報  ----------------------

direct 苫小牧市(6317/6626) t/day → receive from: 千歳市, 苫小牧市, 白老町, 厚真町, むかわ町, 日高町, 平取町
indirect 苫小牧市(309/6626) t/day → receive from: 中継施設＝ 新冠町(36029) → receive from: 新冠町, 浦河町, 様似町, えりも町, 新ひだか町
安平町(76624) → receive from: 夕張市, 由仁町, 長沼町, 栗山町, 安平町, 占冠村
direct 釧路市(3668/4360) t/day → receive from: 釧路市, 釧路町, 鶴居村, 白糠町
indirect 釧路市(692/4360) t/day → receive from: 中継施設＝ 根室市(24477) → receive from: 根室市
中標津町(62104) → receive from: 別海町, 中標津町, 標津町, 羅臼町
厚岸町(82141) → receive from: 厚岸町, 浜中町
標茶町(83730) → receive from: 標茶町, 弟子屈町
direct 室蘭市(1857/3036) t/day → receive from: 室蘭市
indirect 室蘭市(1179/3036) t/day → receive from: 中継施設＝ 登別市(430316) → receive from: 登別市
direct 札幌市(2601/2945) t/day → receive from: 岩見沢市, 三笠市, 南幌町, 月形町, 札幌市, 江別市, 恵庭市, 北広島市, 石狩市, 当別町, 新篠津村
indirect 札幌市(344/2945) t/day → receive from: 中継施設＝ 小樽市(125721) → receive from: 小樽市, 共和町, 岩内町, 泊村, 神恵内村, 積丹町, 古平町, 仁木町, 余市町, 赤井川村
direct 伊達市(1321/2057) t/day → receive from: 島牧村, 寿都町, 黒松内町, 蘭越町, ニセコ町, 真狩村, 留寿都村, 喜茂別町, 京極町, 俱知安町, 伊達市, 豊浦町, 壮瞥町, 洞爺湖町, 長万部町
indirect 伊達市(736/2057) t/day → receive from: 中継施設＝ 函館市(218943) → receive from: 函館市, 北斗市, 松前町, 福島町, 知内町, 木古内町, 七飯町, 鹿部町
八雲町(49559) → receive from: 森町, 八雲町, 江差町, 上ノ国町, 厚沢部町, 乙部町, 今金町, せたな町
direct 旭川市(600/1109) t/day → receive from: 芦別市, 深川市, 秩父別町, 沼田町, 旭川市, 富良野市, 鷹栖町, 東神楽町, 当麻町, 比布町, 東川町, 美瑛町, 上富良野町, 中富良野町, 和寒町, 剣淵町, 幌加内町, 初山別村, 遠別町
indirect 旭川市(509/1109) t/day → receive from: 中継施設＝ 名寄市(31599) → receive from: 士別市, 名寄市, 下川町, 美深町, 西興部村
新十津川町(75634) → receive from: 美唄市, 赤平市, 滝川市, 砂川市, 歌志内市, 奈井江町, 上砂川町, 浦臼町, 新十津川町, 妹背牛町, 雨竜町, 北竜町, 留萌市, 増毛町, 小平町, 苫前町, 羽幌町
稚内市(59444) → receive from: 天塩町, 稚内市, 猿払村, 豊富町, 幌延町
枝幸町(19163) → receive from: 音威子府村, 中川町, 浜頓別町, 中頓別町, 枝幸町, 雄武町
direct 帯広市(892/892) t/day → receive from: 南富良野町, 帯広市, 音更町, 士幌町, 上士幌町, 鹿追町, 新得町, 清水町, 芽室町, 中札内村, 更別村, 大樹町, 広尾町, 幕別町, 池田町, 豊頃町, 本別町, 足寄町, 浦幌町
direct 北見市(419/507) t/day → receive from: 北見市, 網走市, 美幌町, 津別町, 清里町, 斜里町, 小清水町, 佐呂間町, 大空町
indirect 北見市(88/507) t/day → receive from: 中継施設＝ 湧別町(31977) → receive from: 紋別市, 遠軽町, 湧別町, 興部町
direct 上川町(12/12) t/day → receive from: 愛別町, 上川町, 滝上町
direct 訓子府町(7/7) t/day → receive from: 訓子府町
direct 置戸町(7/7) t/day → receive from: 置戸町, 陸別町

----------------------  遺伝情報  ----------------------

個体数＝1300
世代数＝100
0: neval=1300{'avg': -3180876.2945973403, 'max': -2371144.2969644372, 'min': -3700927.393307051} best=-3700927.393307051
1: neval=1007{'avg': -3333091.9183327453, 'max': -2714024.461610619, 'min': -3774517.474721519} best=-3774517.474721519
2: neval=1012{'avg': -3445248.664192646, 'max': -2853274.6517788377, 'min': -3748685.7333612256} best=-3774517.474721519
3: neval=1036{'avg': -3543517.085733438, 'max': -2832076.558572235, 'min': -3810662.9232097934} best=-3810662.9232097934
4: neval=1074{'avg': -3597376.807748124, 'max': -2852271.2822574247, 'min': -3810662.9232097934} best=-3810662.9232097934
5: neval=1056{'avg': -3640979.9141390384, 'max': -2855215.4075565557, 'min': -3942863.1626031394} best=-3942863.1626031394
6: neval=1025{'avg': -3677051.395971838, 'max': -2614470.877607703, 'min': -3916650.5659641735} best=-3942863.1626031394
7: neval=1012{'avg': -3713044.772426947, 'max': -3110919.837469381, 'min': -3928700.8975523254} best=-3942863.1626031394
8: neval=1011{'avg': -3747744.1286311573, 'max': -2946649.7037867117, 'min': -3936051.808221996} best=-3942863.1626031394
9: neval=1027{'avg': -3779903.8699041572, 'max': -3001579.1133846985, 'min': -3994229.077709527} best=-3994229.077709527
10: neval=1013{'avg': -3803057.4914157744, 'max': -2796505.7634896, 'min': -3994229.077709527} best=-3994229.077709527
11: neval=1039{'avg': -3820969.95001688, 'max': -2683957.2054568836, 'min': -3983194.12182772} best=-3994229.077709527
12: neval=1001{'avg': -3841795.753628486, 'max': -2799401.477587231, 'min': -3986392.6372667197} best=-3994229.077709527
13: neval=1045{'avg': -3854982.105129622, 'max': -2950522.8789290474, 'min': -3953120.3698668964} best=-3994229.077709527
14: neval=1016{'avg': -3872375.6074705753, 'max': -2604081.0838766997, 'min': -3966713.1293420037} best=-3994229.077709527
15: neval=1036{'avg': -3884469.8865271187, 'max': -3352597.0678565544, 'min': -3988191.7359349127} best=-3994229.077709527
16: neval=1023{'avg': -3899056.114008308, 'max': -2585472.581069931, 'min': -4000503.263476081} best=-4000503.263476081
17: neval=1060{'avg': -3912318.045479981, 'max': -3487033.320833772, 'min': -4024121.264135334} best=-4024121.264135334
18: neval=1030{'avg': -3919879.4758539186, 'max': -2844545.6040574326, 'min': -4012927.135471879} best=-4024121.264135334
19: neval=1041{'avg': -3934641.8578419937, 'max': -2837656.182425505, 'min': -4034074.5589780547} best=-4034074.5589780547
20: neval=1022{'avg': -3953045.425472024, 'max': -3419959.148437893, 'min': -4036244.2677102746} best=-4036244.2677102746
21: neval=1029{'avg': -3967962.2151219854, 'max': -2768252.1572860545, 'min': -4047704.1919257594} best=-4047704.1919257594
22: neval=1002{'avg': -3983609.8059477704, 'max': -2785886.9179031635, 'min': -4047704.1919257594} best=-4047704.1919257594
23: neval=1012{'avg': -3999744.5534585095, 'max': -2676622.937245373, 'min': -4061281.221155543} best=-4061281.221155543
24: neval=994{'avg': -4011423.1031953935, 'max': -3111083.0488548446, 'min': -4069379.9955141027} best=-4069379.9955141027
25: neval=990{'avg': -4023372.0824385267, 'max': -2481047.3558446546, 'min': -4075295.341834586} best=-4075295.341834586
26: neval=1011{'avg': -4035327.1280078227, 'max': -3490919.708377907, 'min': -4083273.084692642} best=-4083273.084692642
27: neval=1022{'avg': -4043912.2632034924, 'max': -3186759.1577962446, 'min': -4083273.084692642} best=-4083273.084692642
28: neval=1039{'avg': -4049593.926041989, 'max': -3312798.354943308, 'min': -4087379.878158133} best=-4087379.878158133
29: neval=1060{'avg': -4055100.1108779144, 'max': -3081045.4374500276, 'min': -4092417.7754497747} best=-4092417.7754497747
30: neval=1020{'avg': -4060505.111667118, 'max': -2771050.792451484, 'min': -4101692.0614098655} best=-4101692.0614098655
31: neval=1035{'avg': -4068154.9883606997, 'max': -3322248.852509722, 'min': -4103574.9970706133} best=-4103574.9970706133
32: neval=1027{'avg': -4074814.875396783, 'max': -2840160.1355417008, 'min': -4108148.3610103014} best=-4108148.3610103014
33: neval=980{'avg': -4083166.7333377157, 'max': -3384189.227532987, 'min': -4108148.3610103014} best=-4108148.3610103014
34: neval=1066{'avg': -4090559.640149925, 'max': -2757374.7397526116, 'min': -4108359.8978460208} best=-4108359.8978460208
35: neval=1030{'avg': -4097064.1917088716, 'max': -3141901.397550495, 'min': -4111635.3307539634} best=-4111635.3307539634
36: neval=1027{'avg': -4099745.7901276625, 'max': -3567757.831437572, 'min': -4112184.142768178} best=-4112184.142768178
37: neval=1056{'avg': -4101543.2708591167, 'max': -2513260.4256245545, 'min': -4113136.018117403} best=-4113136.018117403
38: neval=1034{'avg': -4105752.888609036, 'max': -3609133.6810520752, 'min': -4114922.4865303007} best=-4114922.4865303007
39: neval=1029{'avg': -4104786.8797999476, 'max': -2569858.521451101, 'min': -4114437.2511749268} best=-4114922.4865303007
40: neval=1011{'avg': -4107406.8969503497, 'max': -3251098.596144569, 'min': -4115746.123094705} best=-4115746.123094705
41: neval=1042{'avg': -4107513.381729118, 'max': -3052624.6187975174, 'min': -4116453.9087088173} best=-4116453.9087088173
42: neval=1012{'avg': -4108373.2276581726, 'max': -3289252.6306455866, 'min': -4117568.137004839} best=-4117568.137004839
43: neval=1025{'avg': -4111114.519259675, 'max': -3112888.5078982157, 'min': -4118169.1656363322} best=-4118169.1656363322
44: neval=1034{'avg': -4112735.373211519, 'max': -2763375.117100118, 'min': -4119031.4374939497} best=-4119031.4374939497
45: neval=1027{'avg': -4115152.500154573, 'max': -3439407.9622698445, 'min': -4120164.740928844} best=-4120164.740928844
46: neval=992{'avg': -4112676.609851586, 'max': -2776127.8540077736, 'min': -4120591.649182975} best=-4120591.649182975
47: neval=1006{'avg': -4112218.3812088873, 'max': -2774365.9926975984, 'min': -4120591.649182975} best=-4120591.649182975
48: neval=1044{'avg': -4114406.3256399124, 'max': -2742571.6761050476, 'min': -4120591.649182975} best=-4120591.649182975
49: neval=1044{'avg': -4117036.3906818656, 'max': -3061583.2445574137, 'min': -4120591.649182975} best=-4120591.649182975
50: neval=1021{'avg': -4117150.892023507, 'max': -3415779.824740356, 'min': -4120591.649182975} best=-4120591.649182975
51: neval=997{'avg': -4115144.375314316, 'max': -2889698.2388003925, 'min': -4120591.649182975} best=-4120591.649182975
52: neval=1045{'avg': -4118875.0708041266, 'max': -3723417.8447627155, 'min': -4120591.649182975} best=-4120591.649182975
53: neval=1036{'avg': -4116379.340573164, 'max': -2837782.845442806, 'min': -4120591.649182975} best=-4120591.649182975
54: neval=1049{'avg': -4117283.14324202, 'max': -2891061.33398844, 'min': -4120591.649182975} best=-4120591.649182975
55: neval=1026{'avg': -4115965.857438413, 'max': -2806652.9646443333, 'min': -4120591.649182975} best=-4120591.649182975
56: neval=1036{'avg': -4117115.4698916427, 'max': -3422642.581621539, 'min': -4120591.649182975} best=-4120591.649182975
57: neval=1003{'avg': -4118152.4726014873, 'max': -3593912.2327230796, 'min': -4126629.416115982} best=-4126629.416115982
58: neval=1045{'avg': -4118864.636893346, 'max': -3276917.47812045, 'min': -4120591.649182975} best=-4126629.416115982
59: neval=1023{'avg': -4117614.3235034356, 'max': -3178224.209847894, 'min': -4120591.649182975} best=-4126629.416115982
60: neval=1047{'avg': -4116544.8578757257, 'max': -3034850.8114449293, 'min': -4120591.649182975} best=-4126629.416115982
61: neval=1022{'avg': -4117579.3738591764, 'max': -3167027.451169365, 'min': -4120591.649182975} best=-4126629.416115982
62: neval=1031{'avg': -4116051.2480050614, 'max': -2552821.645909431, 'min': -4120591.649182975} best=-4126629.416115982
63: neval=1006{'avg': -4116253.5067680287, 'max': -3207957.7985207774, 'min': -4120591.649182975} best=-4126629.416115982
64: neval=1054{'avg': -4117006.6074255886, 'max': -3079972.3304131255, 'min': -4120591.649182975} best=-4126629.416115982
65: neval=976{'avg': -4116656.1150387763, 'max': -2870372.178990743, 'min': -4120591.649182975} best=-4126629.416115982
66: neval=1035{'avg': -4113549.862061638, 'max': -2834491.4036745643, 'min': -4120591.649182975} best=-4126629.416115982
67: neval=999{'avg': -4114114.3740415582, 'max': -2789966.844444175, 'min': -4120591.649182975} best=-4126629.416115982
68: neval=1021{'avg': -4115456.295086672, 'max': -2910781.7697199183, 'min': -4120591.649182975} best=-4126629.416115982
69: neval=1034{'avg': -4117243.936619325, 'max': -3387510.581724168, 'min': -4120591.649182975} best=-4126629.416115982
70: neval=1000{'avg': -4116916.5172265903, 'max': -3454257.7974782437, 'min': -4120591.649182975} best=-4126629.416115982
71: neval=1027{'avg': -4118977.7612939747, 'max': -2987789.2506605266, 'min': -4120591.649182975} best=-4126629.416115982
72: neval=1021{'avg': -4115854.341513578, 'max': -2665120.874549675, 'min': -4120591.649182975} best=-4126629.416115982
73: neval=1049{'avg': -4116217.870210715, 'max': -2982793.515292826, 'min': -4120591.649182975} best=-4126629.416115982
74: neval=1007{'avg': -4116657.747860766, 'max': -2732107.2090420797, 'min': -4120591.649182975} best=-4126629.416115982
75: neval=1004{'avg': -4118244.2018993204, 'max': -2842110.568230992, 'min': -4120591.649182975} best=-4126629.416115982
