----------------------  実行情報  ----------------------
実行時間＝23101秒
個体数＝1900
合計世代数＝423
=============================
Total cost: 9410509.647842936
=============================
------------------------  前提  ------------------------

waste=sanpai

ごみ量48位以内：
苫小牧市 (2039382), 釧路市 (1177668), 札幌市 (728360), 室蘭市 (677679), 登別市 (430316), 伊達市 (334124), 帯広市 (182218), 旭川市 (138210), 函館市 (133081), 釧路町 (121597), 白老町 (99038), 北見市 (91496), 小樽市 (91037), 千歳市 (69923), 江別市 (64214), 安平町 (60328), 洞爺湖町 (54767), 厚岸町 (49048), 岩見沢市 (47176), 稚内市 (46228), 音更町 (44302), 標茶町 (43861), むかわ町 (42881), 厚真町 (42445), 北斗市 (42381), 弟子屈町 (39869), 恵庭市 (36267), 豊浦町 (36146), 中標津町 (35109), 浜中町 (33093), 北広島市 (30922), 七飯町 (30521), 網走市 (28124), 幕別町 (26726), 石狩市 (26551), 滝川市 (24546), 根室市 (24477), 白糖町 (22810), 壮瞥町 (22382), 別海町 (18297), 名寄市 (17639), 新ひだか町 (16942), 鶴居村 (16738), 芽室町 (15492), 美幌町 (13930), 余市町 (13266), 紋別市 (13078), 遠軽町 (12541)

焼却施設数: 31
中継施設数: 7

輸送単価＝ 877 円/t/km
--------------------  GAPlot_input  --------------------

waste =sanpai

inc_size= [2039382, 1338813, 754911, 677679, 430316, 356506, 324350, 243969, 203095, 168375, 165927, 112157, 110113, 109144, 99038, 97433, 86128, 70596, 62104, 56629, 49048, 43861, 43471, 39869, 36029, 33289, 33093, 24477, 21358, 19352, 17780]

inc_facility = ['苫小牧市', '釧路市', '札幌市', '室蘭市', '登別市', '伊達市', '帯広市', '函館市', '旭川市', '千歳市', '豊浦町', '北見市', '小樽市', '江別市', '白老町', 'むかわ町', '滝川市', '岩見沢市', '中標津町', '稚内市', '厚岸町', '標茶町', '網走市', '弟子屈町', '新ひだか町', '名寄市', '浜中町', '根室市', '浜頓別町', '遠軽町', '紋別市']
inc_blocks = [['夕張市', '岩見沢市', '美唄市', '三笠市', '栗山町', '月形町', '新篠津村'], ['芦別市', '赤平市', '滝川市', '砂川市', '歌志内市', '深川市', '奈井江町', '上砂川町', '浦臼町', '新十津川町', '妹背牛町', '秩父別町', '雨竜町', '北竜町', '沼田町'], ['札幌市', '石狩市'], ['南幌町', '長沼町', '江別市', '北広島市', '当別町'], ['千歳市', '恵庭市'], ['小樽市', '積丹町', '古平町', '仁木町', '余市町', '赤井川村'], ['室蘭市'], ['苫小牧市'], ['登別市'], ['伊達市', '壮瞥町'], ['島牧村', '寿都町', '黒松内町', '蘭越町', '真狩村', '留寿都村', '喜茂別町', '豊浦町', '洞爺湖町', '長万部町'], ['白老町'], ['厚真町', 'むかわ町', '日高町', '平取町'], ['新冠町', '浦河町', '様似町', 'えりも町', '新ひだか町'], ['函館市', '北斗市', '福島町', '知内町', '木古内町', '七飯町', '鹿部町', '森町'], ['旭川市', '鷹栖町', '東神楽町', '当麻町', '比布町', '愛別町', '上川町', '東川町', '美瑛町', '和寒町', '幌加内町'], ['士別市', '名寄市', '剣淵町', '下川町', '美深町', '音威子府村', '西興部村'], ['遠別町', '天塩町', '稚内市', '豊富町', '幌延町'], ['中川町', '猿払村', '浜頓別町', '中頓別町', '枝幸町'], ['北見市', '美幌町', '津別町', '訓子府町', '置戸町', '陸別町'], ['網走市', '清里町', '斜里町', '小清水町', '大空町'], ['紋別市', '滝上町', '興部町', '雄武町'], ['佐呂間町', '遠軽町', '湧別町'], ['帯広市', '音更町', '士幌町', '上士幌町', '鹿追町', '新得町', '清水町', '芽室町', '中札内村', '更別村', '大樹町', '広尾町', '幕別町', '池田町', '豊頃町', '本別町', '足寄町', '浦幌町'], ['釧路市', '釧路町', '鶴居村', '白糖町'], ['厚岸町'], ['浜中町'], ['標茶町'], ['弟子屈町'], ['根室市'], ['別海町', '中標津町', '標津町', '羅臼町']]

trans_size=[62185, 34944, 23150, 20672, 18155, 13199, 11334]
trans_facility = ['安平町', '俱知安町', '中富良野町', '留萌市', '江差町', '今金町', '八雲町']
trans_blocks = [['ニセコ町', '京極町', '俱知安町', '共和町', '岩内町', '泊村', '神恵内村'], ['由仁町', '安平町'], ['八雲町'], ['松前町', '江差町', '上ノ国町', '厚沢部町', '乙部町'], ['今金町', 'せたな町'], ['富良野市', '上富良野町', '中富良野町', '南富良野町', '占冠村'], ['留萌市', '増毛町', '小平町', '苫前町', '羽幌町', '初山別村']]

arrows = [[['滝川市'], ['留萌市']], [['千歳市'], ['安平町']], [['豊浦町'], ['俱知安町', '今金町', '八雲町']], [['函館市'], ['江差町']], [['旭川市'], ['中富良野町']]]


---------------------  コスト情報  ---------------------
[1603874.4469946, 403900.71397989994, 4907347.435224934, 2389191.0042608255, 54787.96373383976, 51408.08364883769]

TC_direct: {'苫小牧市': 0.0, '釧路市': 205083.3241966, '札幌市': 34990.7106129, '室蘭市': 0.0, '登別市': 0.0, '伊達市': 22565.514494400002, '帯広市': 299754.7669838, '函館市': 168846.83069869998, '旭川市': 71099.1495697, '千歳市': 31255.9124493, '豊浦町': 86359.48638139998, '北見市': 46369.3460605, '小樽市': 40917.490031, '江別市': 59512.995400299995, '白老町': 0.0, 'むかわ町': 91377.421491, '滝川市': 68344.17264009998, '岩見沢市': 40434.248209699996, '中標津町': 68182.0990059, '稚内市': 49255.8465924, '厚岸町': 0.0, '標茶町': 0.0, '網走市': 42276.1644779, '弟子屈町': 0.0, '新ひだか町': 66988.4814841, '名寄市': 33850.7437415, '浜中町': 0.0, '根室市': 0.0, '浜頓別町': 47759.4480655, '遠軽町': 14628.1756546, '紋別市': 14022.118753300001}
IC_inc: {'苫小牧市': 1156526.5326170279, '釧路市': 759236.2572154704, '札幌市': 428107.4370885165, '室蘭市': 384309.43496479554, '登別市': 244030.72666603362, '伊達市': 202173.32899729724, '帯広市': 184591.37791502266, '函館市': 150327.5806248907, '旭川市': 131710.84443972312, '千歳市': 115057.92672915908, '豊浦町': 113849.35885378513, '北見市': 85841.08753532734, '小樽市': 84710.26008966583, '江別市': 84172.12503202094, '白老町': 78477.2055854215, 'むかわ町': 77558.15479474311, '滝川市': 70959.32465284706, '岩見沢市': 61480.987751094995, '中標津町': 56054.38607438364, '稚内市': 52445.88637352719, '厚岸町': 47283.361889942025, '標茶町': 43622.344943125936, '網走市': 43342.336734286386, '弟子屈町': 40721.94099415202, '新ひだか町': 37854.42295823663, '名寄市': 35756.02467446982, '浜中町': 35604.11085771486, '根室市': 28646.06952213065, '浜頓別町': 25964.7154753035, '遠軽町': 24182.418337565432, '紋別市': 22749.464837253545}
OC_inc: {'苫小牧市': 366427.8711774331, '釧路市': 240552.47986628927, '札幌市': 135639.34106431616, '室蘭市': 121762.60911965079, '登別市': 77317.43038508152, '伊達市': 64055.54949586785, '帯広市': 58277.89007473854, '函館市': 43835.35860534573, '旭川市': 46635.86843339866, '千歳市': 59575.901186308314, '豊浦町': 60319.644325321926, '北見市': 69872.93746594788, '小樽市': 69941.2455097191, '江別市': 69964.87379735008, '白老町': 69861.6729392148, 'むかわ町': 69784.1269158098, '滝川市': 68724.22870855672, '岩見沢市': 65631.24792694744, '中標津町': 63009.46621748743, '稚内市': 60916.94840169493, '厚岸町': 57431.947087368964, '標茶町': 54606.155404028425, '網走市': 54377.82938049313, '弟子屈町': 52156.648658119426, '新ひだか町': 49550.45512090485, '名寄市': 47526.516073459476, '浜中町': 47376.151985674864, '根室市': 39931.87104422761, '浜頓別町': 36772.185307957254, '遠軽町': 34582.92839813697, '紋別市': 32771.62418397442}

TC_indirect: {'安平町': 38863.8748792, '俱知安町': 96029.0688976, '中富良野町': 57722.4996713, '留萌市': 77193.69708970001, '江差町': 64582.6477549, '今金町': 41947.717135000006, '八雲町': 27561.2085522}
IC_trans: {'安平町': 12397.419725781854, '俱知安町': 9324.133162575868, '中富良野町': 7522.908730620877, '留萌市': 7272.447360614529, '江差町': 6797.408060532461, '今金町': 5973.748993298351, '八雲町': 5499.897700415822}
OC_trans: {'安平町': 12135.243057411473, '俱知安町': 8306.46822073999, '中富良野町': 6719.607351611809, '留萌市': 6513.223184964799, '江差町': 6293.272819307325, '今金町': 5819.136322402601, '八雲町': 5621.132692399692}


----------------------  輸送情報  ----------------------

direct 苫小牧市(5587/5587) t/day → receive from: 苫小牧市
direct 釧路市(3668/3668) t/day → receive from: 釧路市, 釧路町, 鶴居村, 白糖町
direct 札幌市(2068/2068) t/day → receive from: 札幌市, 石狩市
direct 室蘭市(1857/1857) t/day → receive from: 室蘭市
direct 登別市(1179/1179) t/day → receive from: 登別市
direct 伊達市(977/977) t/day → receive from: 伊達市, 壮瞥町
direct 帯広市(889/889) t/day → receive from: 帯広市, 音更町, 士幌町, 上士幌町, 鹿追町, 新得町, 清水町, 芽室町, 中札内村, 更別村, 大樹町, 広尾町, 幕別町, 池田町, 豊頃町, 本別町, 足寄町, 浦幌町
direct 函館市(619/668) t/day → receive from: 函館市, 北斗市, 福島町, 知内町, 木古内町, 七飯町, 鹿部町, 森町
indirect 函館市(50/668) t/day → receive from: 中継施設＝ 江差町(18155) → receive from: 松前町, 江差町, 上ノ国町, 厚沢部町, 乙部町
direct 旭川市(493/556) t/day → receive from: 旭川市, 鷹栖町, 東神楽町, 当麻町, 比布町, 愛別町, 上川町, 東川町, 美瑛町, 和寒町, 幌加内町
indirect 旭川市(63/556) t/day → receive from: 中継施設＝ 中富良野町(23150) → receive from: 富良野市, 上富良野町, 中富良野町, 南富良野町, 占冠村
direct 千歳市(291/461) t/day → receive from: 千歳市, 恵庭市
indirect 千歳市(170/461) t/day → receive from: 中継施設＝ 安平町(62185) → receive from: 由仁町, 安平町
direct 豊浦町(292/455) t/day → receive from: 島牧村, 寿都町, 黒松内町, 蘭越町, 真狩村, 留寿都村, 喜茂別町, 豊浦町, 洞爺湖町, 長万部町
indirect 豊浦町(163/455) t/day → receive from: 中継施設＝ 俱知安町(34944) → receive from: ニセコ町, 京極町, 俱知安町, 共和町, 岩内町, 泊村, 神恵内村
今金町(13199) → receive from: 今金町, せたな町
八雲町(11334) → receive from: 八雲町
direct 北見市(307/307) t/day → receive from: 北見市, 美幌町, 津別町, 訓子府町, 置戸町, 陸別町
direct 小樽市(302/302) t/day → receive from: 小樽市, 積丹町, 古平町, 仁木町, 余市町, 赤井川村
direct 江別市(299/299) t/day → receive from: 南幌町, 長沼町, 江別市, 北広島市, 当別町
direct 白老町(271/271) t/day → receive from: 白老町
direct むかわ町(267/267) t/day → receive from: 厚真町, むかわ町, 日高町, 平取町
direct 滝川市(179/236) t/day → receive from: 芦別市, 赤平市, 滝川市, 砂川市, 歌志内市, 深川市, 奈井江町, 上砂川町, 浦臼町, 新十津川町, 妹背牛町, 秩父別町, 雨竜町, 北竜町, 沼田町
indirect 滝川市(57/236) t/day → receive from: 中継施設＝ 留萌市(20672) → receive from: 留萌市, 増毛町, 小平町, 苫前町, 羽幌町, 初山別村
direct 岩見沢市(193/193) t/day → receive from: 夕張市, 岩見沢市, 美唄市, 三笠市, 栗山町, 月形町, 新篠津村
direct 中標津町(170/170) t/day → receive from: 別海町, 中標津町, 標津町, 羅臼町
direct 稚内市(155/155) t/day → receive from: 遠別町, 天塩町, 稚内市, 豊富町, 幌延町
direct 厚岸町(134/134) t/day → receive from: 厚岸町
direct 標茶町(120/120) t/day → receive from: 標茶町
direct 網走市(119/119) t/day → receive from: 網走市, 清里町, 斜里町, 小清水町, 大空町
direct 弟子屈町(109/109) t/day → receive from: 弟子屈町
direct 新ひだか町(99/99) t/day → receive from: 新冠町, 浦河町, 様似町, えりも町, 新ひだか町
direct 名寄市(91/91) t/day → receive from: 士別市, 名寄市, 剣淵町, 下川町, 美深町, 音威子府村, 西興部村
direct 浜中町(91/91) t/day → receive from: 浜中町
direct 根室市(67/67) t/day → receive from: 根室市
direct 浜頓別町(59/59) t/day → receive from: 中川町, 猿払村, 浜頓別町, 中頓別町, 枝幸町
direct 遠軽町(53/53) t/day → receive from: 佐呂間町, 遠軽町, 湧別町
direct 紋別市(49/49) t/day → receive from: 紋別市, 滝上町, 興部町, 雄武町

----------------------  遺伝情報  ----------------------

個体数＝1900
世代数＝1000
0: neval=1900{'avg': 12033459.440282043, 'max': 17979076.955770805, 'min': 10252229.30466376} best=10252229.30466376
1: neval=1485{'avg': 11372175.899715766, 'max': 15988336.094178997, 'min': 10306586.157002322} best=10252229.30466376
2: neval=1455{'avg': 10991173.970965745, 'max': 14092927.43338553, 'min': 10076875.949589714} best=10076875.949589714
3: neval=1480{'avg': 10693152.198104233, 'max': 15541002.615830379, 'min': 10055802.508849172} best=10055802.508849172
4: neval=1493{'avg': 10504463.605039844, 'max': 15444815.094657948, 'min': 10003513.678468384} best=10003513.678468384
5: neval=1505{'avg': 10379015.52176262, 'max': 14554542.175651325, 'min': 9985473.748224627} best=9985473.748224627
6: neval=1477{'avg': 10294078.795723084, 'max': 14464095.011634283, 'min': 9952819.234039541} best=9952819.234039541
7: neval=1482{'avg': 10205305.595328417, 'max': 13264542.566588463, 'min': 9863474.76871909} best=9863474.76871909
8: neval=1486{'avg': 10136972.286663938, 'max': 14700798.67879639, 'min': 9865272.749247089} best=9863474.76871909
9: neval=1533{'avg': 10078432.37190041, 'max': 12857346.407880936, 'min': 9821516.207242098} best=9821516.207242098
10: neval=1518{'avg': 10019048.914636942, 'max': 13980787.899635065, 'min': 9791983.4417596} best=9791983.4417596
11: neval=1513{'avg': 9970163.025253223, 'max': 15257610.707867019, 'min': 9772095.56751887} best=9772095.56751887
12: neval=1514{'avg': 9926933.626060033, 'max': 14676759.809028063, 'min': 9672296.693388732} best=9672296.693388732
13: neval=1517{'avg': 9882327.675851721, 'max': 14345276.375820193, 'min': 9672296.693388732} best=9672296.693388732
14: neval=1513{'avg': 9838626.00502076, 'max': 15616046.64186811, 'min': 9589788.7837325} best=9589788.7837325
15: neval=1482{'avg': 9796207.933920192, 'max': 14214465.645045627, 'min': 9592161.524431307} best=9589788.7837325
16: neval=1474{'avg': 9753742.057912152, 'max': 12461900.836541522, 'min': 9574495.573615905} best=9574495.573615905
17: neval=1479{'avg': 9723130.044392174, 'max': 16231216.535799846, 'min': 9574495.573615905} best=9574495.573615905
18: neval=1529{'avg': 9720722.129938303, 'max': 15267163.256031597, 'min': 9556341.616412321} best=9556341.616412321
19: neval=1505{'avg': 9676797.88872396, 'max': 14983904.591978438, 'min': 9549994.021936744} best=9549994.021936744
20: neval=1531{'avg': 9648297.215555059, 'max': 16255222.95193271, 'min': 9529449.688832741} best=9529449.688832741
21: neval=1514{'avg': 9629757.147272559, 'max': 14733959.400394816, 'min': 9519469.60114033} best=9519469.60114033
22: neval=1523{'avg': 9601675.806415083, 'max': 13315572.262003973, 'min': 9493952.392750517} best=9493952.392750517
23: neval=1504{'avg': 9587275.153968222, 'max': 13709054.398168016, 'min': 9487929.284409685} best=9487929.284409685
24: neval=1495{'avg': 9576346.950889282, 'max': 15131292.996415399, 'min': 9468723.536014935} best=9468723.536014935
25: neval=1496{'avg': 9559042.966267647, 'max': 17414213.867789343, 'min': 9457975.997872246} best=9457975.997872246
26: neval=1529{'avg': 9551036.761287918, 'max': 13587641.825441275, 'min': 9457975.997872246} best=9457975.997872246
27: neval=1507{'avg': 9542498.621769061, 'max': 15495959.647375457, 'min': 9463826.96311993} best=9457975.997872246
28: neval=1509{'avg': 9526049.500152864, 'max': 13784271.154857304, 'min': 9448515.185437093} best=9448515.185437093
29: neval=1517{'avg': 9509058.303101301, 'max': 17758089.982385572, 'min': 9433222.512970245} best=9433222.512970245
30: neval=1496{'avg': 9497583.245005671, 'max': 13623059.047328372, 'min': 9431712.01191219} best=9431712.01191219
31: neval=1515{'avg': 9491811.740351057, 'max': 13419745.995159052, 'min': 9419106.081943389} best=9419106.081943389
32: neval=1502{'avg': 9480943.856637456, 'max': 16742393.741573924, 'min': 9418416.117186984} best=9418416.117186984
33: neval=1510{'avg': 9471861.666999025, 'max': 15228385.016690427, 'min': 9419106.081943389} best=9418416.117186984
34: neval=1499{'avg': 9470490.2789941, 'max': 16452381.442116681, 'min': 9414666.101696076} best=9414666.101696076
35: neval=1500{'avg': 9468182.151776033, 'max': 13800051.710545506, 'min': 9414666.101696076} best=9414666.101696076
36: neval=1475{'avg': 9459501.76360353, 'max': 15133778.692573179, 'min': 9415605.42135129} best=9414666.101696076
37: neval=1480{'avg': 9447885.749411032, 'max': 17937206.808145277, 'min': 9415605.42135129} best=9414666.101696076
38: neval=1475{'avg': 9445570.57219281, 'max': 13341866.995954314, 'min': 9415605.42135129} best=9414666.101696076
39: neval=1477{'avg': 9448645.675207485, 'max': 14001016.220169839, 'min': 9413627.66980839} best=9413627.66980839
40: neval=1473{'avg': 9445886.506531665, 'max': 16350757.546532353, 'min': 9412381.956241718} best=9412381.956241718
41: neval=1516{'avg': 9448163.914515836, 'max': 15881006.121665431, 'min': 9412381.956241718} best=9412381.956241718
42: neval=1514{'avg': 9432574.660107378, 'max': 14568983.85521444, 'min': 9410509.647842936} best=9410509.647842936
43: neval=1504{'avg': 9428256.05919641, 'max': 13543075.104316257, 'min': 9410509.647842936} best=9410509.647842936
44: neval=1492{'avg': 9436447.894646088, 'max': 15180048.203383543, 'min': 9410509.647842936} best=9410509.647842936
45: neval=1520{'avg': 9426875.895529903, 'max': 14136015.489515578, 'min': 9410509.647842936} best=9410509.647842936
46: neval=1511{'avg': 9444286.987266205, 'max': 15352166.371225603, 'min': 9410509.647842936} best=9410509.647842936
47: neval=1519{'avg': 9433912.827205474, 'max': 14372371.353752797, 'min': 9410509.647842936} best=9410509.647842936
48: neval=1497{'avg': 9439969.75197311, 'max': 16312001.376785595, 'min': 9410509.647842936} best=9410509.647842936
49: neval=1470{'avg': 9416961.400391521, 'max': 12012835.885391504, 'min': 9410509.647842936} best=9410509.647842936
50: neval=1500{'avg': 9430329.370930497, 'max': 15215755.305319533, 'min': 9410509.647842936} best=9410509.647842936
51: neval=1486{'avg': 9431747.751156796, 'max': 14866234.36043155, 'min': 9410509.647842936} best=9410509.647842936
52: neval=1465{'avg': 9435641.4978974, 'max': 14810298.680220027, 'min': 9410509.647842936} best=9410509.647842936
53: neval=1520{'avg': 9436012.937111571, 'max': 15927881.600960424, 'min': 9410509.647842936} best=9410509.647842936
54: neval=1475{'avg': 9431424.695205862, 'max': 15860074.35604802, 'min': 9410509.647842936} best=9410509.647842936
55: neval=1500{'avg': 9443298.694858143, 'max': 13971422.462987674, 'min': 9410509.647842936} best=9410509.647842936
56: neval=1477{'avg': 9439840.157416008, 'max': 16788736.63855586, 'min': 9410509.647842936} best=9410509.647842936
57: neval=1490{'avg': 9434442.021425774, 'max': 17472370.64804462, 'min': 9410509.647842936} best=9410509.647842936
58: neval=1473{'avg': 9437143.279650442, 'max': 14355122.668998452, 'min': 9410509.647842936} best=9410509.647842936
59: neval=1477{'avg': 9416556.150172474, 'max': 14277741.318058036, 'min': 9410509.647842936} best=9410509.647842936
60: neval=1536{'avg': 9426043.141115502, 'max': 13099559.978020981, 'min': 9410509.647842936} best=9410509.647842936
61: neval=1513{'avg': 9426088.027528565, 'max': 14443656.769812994, 'min': 9410509.647842936} best=9410509.647842936
62: neval=1501{'avg': 9430248.385498295, 'max': 15091322.339871272, 'min': 9410509.647842936} best=9410509.647842936
63: neval=1490{'avg': 9433209.78093458, 'max': 15725786.524514256, 'min': 9410509.647842936} best=9410509.647842936
64: neval=1470{'avg': 9429537.980295373, 'max': 15647079.255720863, 'min': 9410509.647842936} best=9410509.647842936
65: neval=1515{'avg': 9433564.021497753, 'max': 15679038.20967402, 'min': 9410509.647842936} best=9410509.647842936
66: neval=1493{'avg': 9442439.103225872, 'max': 15308163.851210142, 'min': 9410509.647842936} best=9410509.647842936
67: neval=1457{'avg': 9422192.542594628, 'max': 12001360.882343646, 'min': 9410509.647842936} best=9410509.647842936
68: neval=1503{'avg': 9425009.0039282, 'max': 16490944.643744137, 'min': 9410509.647842936} best=9410509.647842936
69: neval=1490{'avg': 9431803.901571434, 'max': 15273082.928293793, 'min': 9410509.647842936} best=9410509.647842936
70: neval=1488{'avg': 9423023.715866193, 'max': 12640670.343356088, 'min': 9410509.647842936} best=9410509.647842936
71: neval=1517{'avg': 9431832.520524079, 'max': 16365963.226694092, 'min': 9410509.647842936} best=9410509.647842936
72: neval=1538{'avg': 9435951.355692202, 'max': 16195676.467728915, 'min': 9410509.647842936} best=9410509.647842936
73: neval=1522{'avg': 9434926.605635585, 'max': 15115363.402286593, 'min': 9410509.647842936} best=9410509.647842936
74: neval=1511{'avg': 9427464.78746986, 'max': 14645542.491928035, 'min': 9410509.647842936} best=9410509.647842936
75: neval=1521{'avg': 9438992.252818877, 'max': 18074583.867420074, 'min': 9410509.647842936} best=9410509.647842936
76: neval=1511{'avg': 9439943.325755414, 'max': 15793636.316549951, 'min': 9410509.647842936} best=9410509.647842936
77: neval=1502{'avg': 9433803.222838748, 'max': 17825514.697292782, 'min': 9410509.647842936} best=9410509.647842936
78: neval=1508{'avg': 9437418.84671319, 'max': 15477636.336423911, 'min': 9410509.647842936} best=9410509.647842936
79: neval=1464{'avg': 9421781.051376104, 'max': 16471958.100382792, 'min': 9410509.647842936} best=9410509.647842936
80: neval=1524{'avg': 9444496.433279049, 'max': 15651851.829676494, 'min': 9410509.647842936} best=9410509.647842936
81: neval=1472{'avg': 9434118.481624711, 'max': 16786906.670358863, 'min': 9410509.647842936} best=9410509.647842936
82: neval=1520{'avg': 9433036.562160641, 'max': 15055429.667083554, 'min': 9410509.647842936} best=9410509.647842936
83: neval=1507{'avg': 9428029.800542468, 'max': 13418976.431209812, 'min': 9410509.647842936} best=9410509.647842936
84: neval=1511{'avg': 9423725.573556922, 'max': 15311337.318259511, 'min': 9410509.647842936} best=9410509.647842936
85: neval=1512{'avg': 9422156.746891199, 'max': 13361600.025782146, 'min': 9410509.647842936} best=9410509.647842936
86: neval=1510{'avg': 9430908.753692677, 'max': 15345741.349520504, 'min': 9410509.647842936} best=9410509.647842936
87: neval=1521{'avg': 9431641.210072275, 'max': 17481423.588870984, 'min': 9410509.647842936} best=9410509.647842936
88: neval=1502{'avg': 9433597.77595045, 'max': 14673647.578486422, 'min': 9410509.647842936} best=9410509.647842936
89: neval=1483{'avg': 9438692.909143776, 'max': 15755453.54616099, 'min': 9410509.647842936} best=9410509.647842936
90: neval=1523{'avg': 9439414.841315942, 'max': 16540111.95752072, 'min': 9410509.647842936} best=9410509.647842936
91: neval=1520{'avg': 9420426.798310712, 'max': 12868825.971173776, 'min': 9410509.647842936} best=9410509.647842936
92: neval=1512{'avg': 9423789.45357062, 'max': 13247219.891932562, 'min': 9410509.647842936} best=9410509.647842936
93: neval=1464{'avg': 9453344.248673625, 'max': 16174872.850792617, 'min': 9410509.647842936} best=9410509.647842936
94: neval=1540{'avg': 9432089.2671294, 'max': 14396465.077661429, 'min': 9410509.647842936} best=9410509.647842936
95: neval=1510{'avg': 9432044.41692115, 'max': 17421608.484762292, 'min': 9410509.647842936} best=9410509.647842936
96: neval=1487{'avg': 9421071.559882777, 'max': 14386209.265299955, 'min': 9410509.647842936} best=9410509.647842936
97: neval=1520{'avg': 9428257.952712426, 'max': 14419635.626307987, 'min': 9410509.647842936} best=9410509.647842936
98: neval=1490{'avg': 9437643.877005989, 'max': 16149958.030420536, 'min': 9410509.647842936} best=9410509.647842936
99: neval=1499{'avg': 9425586.229405701, 'max': 14441526.476151278, 'min': 9410509.647842936} best=9410509.647842936
100: neval=1458{'avg': 9416083.22441782, 'max': 12336184.486471316, 'min': 9410509.647842936} best=9410509.647842936
101: neval=1481{'avg': 9424174.420646053, 'max': 15333584.47202435, 'min': 9410509.647842936} best=9410509.647842936
102: neval=1484{'avg': 9426814.719836459, 'max': 17036754.43382259, 'min': 9410509.647842936} best=9410509.647842936
103: neval=1486{'avg': 9427519.667074079, 'max': 13532418.074381031, 'min': 9410509.647842936} best=9410509.647842936
