局----------------------  実行情報  ----------------------
実行時間＝4506秒
個体数＝1200
合計世代数＝100
===============================
Total cost: -4191480.7660066704
===============================
------------------------  前提  ------------------------

waste=sanpai

ごみ量34位以内：
苫小牧市 (2039382), 釧路市 (1177668), 札幌市 (728360), 室蘭市 (677679), 登別市 (430316), 伊達市 (334124), 帯広市 (182218), 旭川市 (138210), 函館市 (133081), 釧路町 (121597), 白老町 (99038), 北見市 (91496), 小樽市 (91037), 千歳市 (69923), 江別市 (64214), 安平町 (60328), 洞爺湖町 (54767), 厚岸町 (49048), 岩見沢市 (47176), 稚内市 (46228), 音更町 (44302), 標茶町 (43861), むかわ町 (42881), 厚真町 (42445), 北斗市 (42381), 弟子屈町 (39869), 恵庭市 (36267), 豊浦町 (36146), 中標津町 (35109), 浜中町 (33093), 北広島市 (30922), 七飯町 (30521), 網走市 (28124), 幕別町 (26726)

焼却施設数: 11
中継施設数: 13

輸送単価＝ 4.8 円/t/km
--------------------  GAPlot_input  --------------------

waste_name ='sanpai'
unit ='t/year'

inc_size= [2366104, 1602881, 1107995, 1090522, 750794, 461758, 443393, 30328, 8816, 3185, 2516]
inc_facility = ['苫小牧市', '釧路市', '室蘭市', '札幌市', '伊達市', '帯広市', '旭川市', '浦河町', '広尾町', 'えりも町', '様似町']
inc_blocks = [['夕張市', '岩見沢市', '三笠市', '南幌町', '由仁町', '長沼町', '栗山町', '月形町', '札幌市', '江別市', '恵庭市', '北広島市', '石狩市', '当別町', '新篠津村'], ['室蘭市'], ['千歳市', '苫小牧市', '白老町', '厚真町', '安平町', 'むかわ町', '日高町', '平取町'], ['島牧村', '寿都町', '黒松内町', '蘭越町', 'ニセコ町', '真狩村', '留寿都村', '喜茂別町', '京極町', '俱知安町', '伊達市', '豊浦町', '壮瞥町', '洞爺湖町', '長万部町'], ['新冠町', '浦河町', '新ひだか町'], ['様似町'], ['えりも町'], ['芦別市', '深川市', '秩父別町', '沼田町', '旭川市', '士別市', '名寄市', '富良野市', '鷹栖町', '東神楽町', '当麻町', '比布町', '愛別町', '上川町', '東川町', '美瑛町', '上富良野町', '中富良野町', '和寒町', '剣淵町', '下川町', '美深町', '幌加内町', '留萌市', '小平町', '苫前町', '羽幌町', '初山別村', '遠別町', '西興部村'], ['南富良野町', '占冠村', '帯広市', '音更町', '士幌町', '上士幌町', '鹿追町', '新得町', '清水町', '芽室町', '中札内村', '更別村', '幕別町', '池田町', '豊頃町', '本別町', '足寄町', '浦幌町'], ['大樹町', '広尾町'], ['釧路市', '釧路町', '鶴居村', '白糠町']]

trans_size=[430316, 218943, 144012, 125721, 87021, 82141, 70429, 59444, 57419, 49559, 35305, 24477, 19163]
trans_facility = ['登別市', '函館市', '訓子府町', '小樽市', '標茶町', '厚岸町', '中標津町', '稚内市', '滝川市', '八雲町', '遠軽町', '根室市', '枝幸町']
trans_blocks = [['美唄市', '赤平市', '滝川市', '砂川市', '歌志内市', '奈井江町', '上砂川町', '浦臼町', '新十津川町', '妹背牛町', '雨竜町', '北竜町', '増毛町'], ['小樽市', '共和町', '岩内町', '泊村', '神恵内村', '積丹町', '古平町', '仁木町', '余市町', '赤井川村'], ['登別市'], ['根室市'], ['森町', '八雲町', '江差町', '上ノ国町', '厚沢部町', '乙部町', '今金町', 'せたな町'], ['函館市', '北斗市', '松前町', '福島町', '知内町', '木古内町', '七飯町', '鹿部町'], ['音威子府村', '中川町', '浜頓別町', '中頓別町', '枝幸町', '雄武町'], ['天塩町', '稚内市', '猿払村', '豊富町', '幌延町'], ['北見市', '網走市', '美幌町', '津別町', '訓子府町', '置戸町', '大空町', '陸別町'], ['紋別市', '佐呂間町', '遠軽町', '湧別町', '滝上町', '興部町'], ['厚岸町', '浜中町'], ['小清水町', '標茶町', '弟子屈町'], ['清里町', '斜里町', '別海町', '中標津町', '標津町', '羅臼町']]

arrows = [[['札幌市'], ['小樽市']], [['室蘭市'], ['登別市']], [['伊達市'], ['函館市', '八雲町']], [['旭川市'], ['遠軽町', '枝幸町', '稚内市', '滝川市']], [['帯広市'], ['訓子府町']], [['釧路市'], ['根室市', '厚岸町', '中標津町', '標茶町']]]


---------------------  エネルギー情報  ---------------------
[272210.9001010208, 479052.589546115, -5028596.759763395, 85852.50410958905]

EL_direct: {'苫小牧市': 79573.69350070834, '釧路市': 18366.688811791668, '室蘭市': 0.0, '札幌市': 54269.73578731251, '伊達市': 30903.085096000003, '帯広市': 23556.85516329167, '旭川市': 56879.86815116668, '浦河町': 7635.9462879375005, '広尾町': 1025.0273028125002, 'えりも町': 0.0, '様似町': 0.0}
ED_inc: {'苫小牧市': -1605241.7960757369, '釧路市': -1087446.526161011, '室蘭市': -751699.7916587504, '札幌市': -739845.5409990874, '伊達市': -509363.0326658874, '帯広市': -212362.50702001428, '旭川市': -192765.05491349605, '浦河町': 37228.25127546161, '広尾町': 17571.70341454147, 'えりも町': 8357.713065255484, '様似町': 6969.821975329266}

EL_indirect: {'登別市': 22552.445014112, '函館市': 129839.34471353951, '訓子府町': 91177.58879933601, '小樽市': 24968.969471381006, '標茶町': 22380.9423789965, '厚岸町': 20735.049800569, '中標津町': 30115.285485220003, '稚内市': 48887.84917557884, '滝川市': 14916.590879551837, '八雲町': 30768.398002736336, '遠軽町': 21326.757517173337, '根室市': 9062.761594848, '枝幸町': 12320.60671307267}
ED_trans: {'登別市': 26314.118136986304, '函館市': 13388.514410958904, '訓子府町': 8806.432438356165, '小樽市': 7687.925260273973, '標茶町': 5321.393753424658, '厚岸町': 5022.978410958904, '中標津町': 4306.781589041097, '稚内市': 3635.041315068493, '滝川市': 3511.211178082192, '八雲町': 3030.566794520548, '遠軽町': 2158.9249315068487, '根室市': 1496.7853150684934, '枝幸町': 1171.8305753424656}

----------------------  輸送情報  ----------------------

direct 苫小牧市(6482/6482) t/day → receive from: 千歳市, 苫小牧市, 白老町, 厚真町, 安平町, むかわ町, 日高町, 平取町
direct 釧路市(3668/4391) t/day → receive from: 釧路市, 釧路町, 鶴居村, 白糠町
indirect 釧路市(723/4391) t/day → receive from: 中継施設＝ 根室市(24477) → receive from: 根室市
厚岸町(82141) → receive from: 厚岸町, 浜中町
中標津町(70429) → receive from: 清里町, 斜里町, 別海町, 中標津町, 標津町, 羅臼町
標茶町(87021) → receive from: 小清水町, 標茶町, 弟子屈町
direct 室蘭市(1857/3036) t/day → receive from: 室蘭市
indirect 室蘭市(1179/3036) t/day → receive from: 中継施設＝ 登別市(430316) → receive from: 登別市
direct 札幌市(2643/2988) t/day → receive from: 夕張市, 岩見沢市, 三笠市, 南幌町, 由仁町, 長沼町, 栗山町, 月形町, 札幌市, 江別市, 恵庭市, 北広島市, 石狩市, 当別町, 新篠津村
indirect 札幌市(344/2988) t/day → receive from: 中継施設＝ 小樽市(125721) → receive from: 小樽市, 共和町, 岩内町, 泊村, 神恵内村, 積丹町, 古平町, 仁木町, 余市町, 赤井川村
direct 伊達市(1321/2057) t/day → receive from: 島牧村, 寿都町, 黒松内町, 蘭越町, ニセコ町, 真狩村, 留寿都村, 喜茂別町, 京極町, 俱知安町, 伊達市, 豊浦町, 壮瞥町, 洞爺湖町, 長万部町
indirect 伊達市(736/2057) t/day → receive from: 中継施設＝ 函館市(218943) → receive from: 函館市, 北斗市, 松前町, 福島町, 知内町, 木古内町, 七飯町, 鹿部町
八雲町(49559) → receive from: 森町, 八雲町, 江差町, 上ノ国町, 厚沢部町, 乙部町, 今金町, せたな町
direct 帯広市(871/1265) t/day → receive from: 南富良野町, 占冠村, 帯広市, 音更町, 士幌町, 上士幌町, 鹿追町, 新得町, 清水町, 芽室町, 中札内村, 更別村, 幕別町, 池田町, 豊頃町, 本別町, 足寄町, 浦幌町
indirect 帯広市(395/1265) t/day → receive from: 中継施設＝ 訓子府町(144012) → receive from: 北見市, 網走市, 美幌町, 津別町, 訓子府町, 置戸町, 大空町, 陸別町
direct 旭川市(745/1215) t/day → receive from: 芦別市, 深川市, 秩父別町, 沼田町, 旭川市, 士別市, 名寄市, 富良野市, 鷹栖町, 東神楽町, 当麻町, 比布町, 愛別町, 上川町, 東川町, 美瑛町, 上富良野町, 中富良野町, 和寒町, 剣淵町, 下川町, 美深町, 幌加内町, 留萌市, 小平町, 苫前町, 羽幌町, 初山別村, 遠別町, 西興部村
indirect 旭川市(469/1215) t/day → receive from: 中継施設＝ 遠軽町(35305) → receive from: 紋別市, 佐呂間町, 遠軽町, 湧別町, 滝上町, 興部町
枝幸町(19163) → receive from: 音威子府村, 中川町, 浜頓別町, 中頓別町, 枝幸町, 雄武町
稚内市(59444) → receive from: 天塩町, 稚内市, 猿払村, 豊富町, 幌延町
滝川市(57419) → receive from: 美唄市, 赤平市, 滝川市, 砂川市, 歌志内市, 奈井江町, 上砂川町, 浦臼町, 新十津川町, 妹背牛町, 雨竜町, 北竜町, 増毛町
direct 浦河町(83/83) t/day → receive from: 新冠町, 浦河町, 新ひだか町
direct 広尾町(24/24) t/day → receive from: 大樹町, 広尾町
direct えりも町(9/9) t/day → receive from: えりも町
direct 様似町(7/7) t/day → receive from: 様似町

----------------------  遺伝情報  ----------------------

個体数＝1200
世代数＝100
0: neval=1200{'avg': inf, 'max': inf, 'min': -3566871.6855595997} best=-3566871.6855595997
1: neval=959{'avg': inf, 'max': inf, 'min': -3567546.938472807} best=-3567546.938472807
2: neval=951{'avg': inf, 'max': inf, 'min': -3609988.4776415518} best=-3609988.4776415518
3: neval=938{'avg': inf, 'max': inf, 'min': -3648917.169084719} best=-3648917.169084719
4: neval=934{'avg': inf, 'max': inf, 'min': -3729009.2305073254} best=-3729009.2305073254
5: neval=937{'avg': inf, 'max': inf, 'min': -3729009.2305073254} best=-3729009.2305073254
6: neval=944{'avg': inf, 'max': inf, 'min': -3750679.521323056} best=-3750679.521323056
7: neval=925{'avg': inf, 'max': inf, 'min': -3757561.993153693} best=-3757561.993153693
8: neval=983{'avg': inf, 'max': inf, 'min': -3833919.220140705} best=-3833919.220140705
9: neval=930{'avg': inf, 'max': inf, 'min': -3897476.099003925} best=-3897476.099003925
10: neval=955{'avg': inf, 'max': inf, 'min': -3854045.6083233487} best=-3897476.099003925
11: neval=950{'avg': inf, 'max': inf, 'min': -3841393.163212025} best=-3897476.099003925
12: neval=929{'avg': inf, 'max': inf, 'min': -3979143.506346314} best=-3979143.506346314
13: neval=944{'avg': inf, 'max': inf, 'min': -3979143.506346314} best=-3979143.506346314
14: neval=948{'avg': inf, 'max': inf, 'min': -3985971.169066735} best=-3985971.169066735
15: neval=938{'avg': -3753467.1252174885, 'max': -2227419.3320674277, 'min': -4020826.036450844} best=-4020826.036450844
16: neval=939{'avg': inf, 'max': inf, 'min': -4049871.225982955} best=-4049871.225982955
17: neval=944{'avg': -3796800.9402733566, 'max': -2062700.458956922, 'min': -4062813.9466173914} best=-4062813.9466173914
18: neval=959{'avg': -3811716.1577711226, 'max': -1897465.8471817484, 'min': -4062813.9466173914} best=-4062813.9466173914
19: neval=950{'avg': -3822682.84421621, 'max': -912427.227264282, 'min': -4062813.9466173914} best=-4062813.9466173914
20: neval=950{'avg': inf, 'max': inf, 'min': -4059452.1655363324} best=-4062813.9466173914
21: neval=937{'avg': -3860417.751550552, 'max': -1880639.874519556, 'min': -4059452.1655363324} best=-4062813.9466173914
22: neval=939{'avg': -3879050.429502559, 'max': -2645378.511000458, 'min': -4069063.899578276} best=-4069063.899578276
23: neval=933{'avg': -3894473.6873442824, 'max': -2088324.8253284222, 'min': -4069063.899578276} best=-4069063.899578276
24: neval=939{'avg': -3921374.6029808647, 'max': -2927210.7010064973, 'min': -4101455.7951217787} best=-4101455.7951217787
25: neval=919{'avg': -3953776.1202677423, 'max': -2998591.393017464, 'min': -4102064.821554197} best=-4102064.821554197
26: neval=954{'avg': -3974066.7169268085, 'max': -2550667.135397704, 'min': -4143588.01705033} best=-4143588.01705033
27: neval=954{'avg': -3991130.896822653, 'max': -2479841.3538931627, 'min': -4143588.01705033} best=-4143588.01705033
28: neval=938{'avg': -4025096.747270182, 'max': -2166316.6060299664, 'min': -4143910.264670329} best=-4143910.264670329
29: neval=956{'avg': -4053922.822366276, 'max': -2509405.7875984972, 'min': -4143910.264670329} best=-4143910.264670329
30: neval=918{'avg': -4067534.655331735, 'max': -2991678.417925216, 'min': -4143910.264670329} best=-4143910.264670329
31: neval=954{'avg': -4080703.3777382104, 'max': -2473398.715706049, 'min': -4148275.037712223} best=-4148275.037712223
32: neval=962{'avg': -4089925.71214656, 'max': -2968868.033044083, 'min': -4157488.2656142456} best=-4157488.2656142456
33: neval=947{'avg': -4105664.2435975536, 'max': -3001693.5250181463, 'min': -4165314.3716783216} best=-4165314.3716783216
34: neval=921{'avg': -4117710.3356287177, 'max': -2877084.6147681214, 'min': -4165314.3716783216} best=-4165314.3716783216
35: neval=944{'avg': -4132819.776832071, 'max': -2909185.025658451, 'min': -4165314.3716783216} best=-4165314.3716783216
36: neval=900{'avg': -4145029.1557387, 'max': -2902766.8778803647, 'min': -4168549.4999953136} best=-4168549.4999953136
37: neval=961{'avg': -4153558.4900754048, 'max': -3222497.1789650344, 'min': -4170661.894284619} best=-4170661.894284619
38: neval=971{'avg': -4156250.714798347, 'max': -2840991.0473034168, 'min': -4174826.504086329} best=-4174826.504086329
39: neval=940{'avg': -4156544.67558743, 'max': -2441678.589703451, 'min': -4175276.9205834293} best=-4175276.9205834293
40: neval=899{'avg': -4166155.9496290754, 'max': -3605242.8056864366, 'min': -4178102.4715784905} best=-4178102.4715784905
41: neval=969{'avg': -4167672.0776421498, 'max': -3696158.107621435, 'min': -4178102.4715784905} best=-4178102.4715784905
42: neval=933{'avg': -4167641.5903827795, 'max': -3118429.5871754116, 'min': -4180476.0224976325} best=-4180476.0224976325
43: neval=955{'avg': -4169875.1540511735, 'max': -3244687.0007486767, 'min': -4180476.0224976325} best=-4180476.0224976325
44: neval=937{'avg': -4172261.8799688593, 'max': -3507139.3756755274, 'min': -4180476.0224976325} best=-4180476.0224976325
45: neval=938{'avg': -4174729.923217392, 'max': -3256720.79206999, 'min': -4180476.0224976325} best=-4180476.0224976325
46: neval=923{'avg': -4175779.5593690076, 'max': -3238308.0741162216, 'min': -4180476.0224976325} best=-4180476.0224976325
47: neval=918{'avg': -4174424.524293433, 'max': -2466858.7277927073, 'min': -4180476.0224976325} best=-4180476.0224976325
48: neval=979{'avg': -4175813.22782059, 'max': -2702311.5638554883, 'min': -4180476.0224976325} best=-4180476.0224976325
49: neval=933{'avg': -4174907.8577961717, 'max': -2786607.867473998, 'min': -4180476.0224976325} best=-4180476.0224976325
50: neval=948{'avg': -4177502.047310431, 'max': -3391845.534188154, 'min': -4180476.0224976325} best=-4180476.0224976325
51: neval=943{'avg': -4176922.5160923377, 'max': -3166886.740114638, 'min': -4180476.0224976325} best=-4180476.0224976325
52: neval=957{'avg': -4174915.509135728, 'max': -2522967.398306387, 'min': -4180476.0224976325} best=-4180476.0224976325
53: neval=958{'avg': -4177131.167019202, 'max': -3570934.7978010033, 'min': -4180476.0224976325} best=-4180476.0224976325
54: neval=972{'avg': -4178706.2167182015, 'max': -3470480.8928895304, 'min': -4180476.0224976325} best=-4180476.0224976325
55: neval=933{'avg': -4178180.777964027, 'max': -3659706.498821894, 'min': -4180476.0224976325} best=-4180476.0224976325
56: neval=926{'avg': -4176211.881699779, 'max': -3374732.4296108037, 'min': -4180476.0224976325} best=-4180476.0224976325
57: neval=940{'avg': -4175759.9401240856, 'max': -3295099.5296648787, 'min': -4180476.0224976325} best=-4180476.0224976325
58: neval=959{'avg': -4175536.577862614, 'max': -3099967.6156493793, 'min': -4180476.0224976325} best=-4180476.0224976325
59: neval=954{'avg': -4178323.8384427247, 'max': -3426366.517076682, 'min': -4180625.3747706013} best=-4180625.3747706013
60: neval=977{'avg': -4178039.4988388815, 'max': -2926304.9098323626, 'min': -4180625.3747706013} best=-4180625.3747706013
61: neval=974{'avg': -4177623.4203053084, 'max': -3306962.915689169, 'min': -4180625.3747706013} best=-4180625.3747706013
62: neval=985{'avg': -4175908.8601929005, 'max': -2625524.0344783664, 'min': -4180625.3747706013} best=-4180625.3747706013
63: neval=943{'avg': -4175208.1482613613, 'max': -2352995.8070091866, 'min': -4180625.3747706013} best=-4180625.3747706013
64: neval=931{'avg': -4177140.3506847713, 'max': -3169261.1167503935, 'min': -4180625.3747706013} best=-4180625.3747706013
65: neval=957{'avg': -4178740.727178553, 'max': -3201873.666576256, 'min': -4180625.3747706013} best=-4180625.3747706013
66: neval=953{'avg': -4178991.6158977794, 'max': -3574685.5397239514, 'min': -4180625.3747706013} best=-4180625.3747706013
67: neval=961{'avg': -4176258.420017608, 'max': -2701870.519509076, 'min': -4180625.3747706013} best=-4180625.3747706013
68: neval=934{'avg': -4178296.6041900604, 'max': -3389952.243284348, 'min': -4180625.3747706013} best=-4180625.3747706013
69: neval=973{'avg': -4176202.8469032766, 'max': -3292589.576704003, 'min': -4180625.3747706013} best=-4180625.3747706013
70: neval=951{'avg': -4174844.165344004, 'max': -3144999.378659443, 'min': -4180625.3747706013} best=-4180625.3747706013
71: neval=963{'avg': -4174517.5050273403, 'max': -3280993.9204527126, 'min': -4180625.3747706013} best=-4180625.3747706013
72: neval=934{'avg': -4177180.20392011, 'max': -3391327.6188289626, 'min': -4180625.3747706013} best=-4180625.3747706013
73: neval=928{'avg': -4176570.7660665037, 'max': -2907383.9522111276, 'min': -4180625.3747706013} best=-4180625.3747706013
74: neval=943{'avg': -4178625.8309270535, 'max': -3225198.743147935, 'min': -4180625.3747706013} best=-4180625.3747706013
75: neval=958{'avg': -4178208.203469725, 'max': -3573449.6000142875, 'min': -4180625.3747706013} best=-4180625.3747706013
76: neval=936{'avg': -4176625.965216431, 'max': -2977797.581338348, 'min': -4180625.3747706013} best=-4180625.3747706013
77: neval=942{'avg': -4174496.0055704354, 'max': -2332076.8920017583, 'min': -4180625.3747706013} best=-4180625.3747706013
