局----------------------  実行情報  ----------------------
実行時間＝5160秒
個体数＝1300
合計世代数＝100
==============================
Total cost: -4040175.129719577
==============================
------------------------  前提  ------------------------

waste=sanpai

ごみ量36位以内：
苫小牧市 (2039382), 釧路市 (1177668), 札幌市 (728360), 室蘭市 (677679), 登別市 (430316), 伊達市 (334124), 帯広市 (182218), 旭川市 (138210), 函館市 (133081), 釧路町 (121597), 白老町 (99038), 北見市 (91496), 小樽市 (91037), 千歳市 (69923), 江別市 (64214), 安平町 (60328), 洞爺湖町 (54767), 厚岸町 (49048), 岩見沢市 (47176), 稚内市 (46228), 音更町 (44302), 標茶町 (43861), むかわ町 (42881), 厚真町 (42445), 北斗市 (42381), 弟子屈町 (39869), 恵庭市 (36267), 豊浦町 (36146), 中標津町 (35109), 浜中町 (33093), 北広島市 (30922), 七飯町 (30521), 網走市 (28124), 幕別町 (26726), 石狩市 (26551), 滝川市 (24546)

焼却施設数: 15
中継施設数: 11

輸送単価＝ 4.8 円/t/km
--------------------  GAPlot_input  --------------------

waste_name ='sanpai'
unit ='t/year'

inc_size= [2402133, 1591265, 1107995, 1090522, 750794, 326562, 321055, 193461, 46228, 19288, 9180, 4479, 3045, 1484, 801]
inc_facility = ['苫小牧市', '釧路市', '室蘭市', '札幌市', '伊達市', '帯広市', '旭川市', '北見市', '稚内市', '浜頓別町', '天塩町', '豊富町', '幌延町', '中頓別町', '中川町']
inc_blocks = [['夕張市', '岩見沢市', '三笠市', '南幌町', '由仁町', '長沼町', '栗山町', '月形町', '札幌市', '江別市', '恵庭市', '北広島市', '石狩市', '当別町', '新篠津村'], ['室蘭市'], ['千歳市', '苫小牧市', '白老町', '厚真町', '安平町', 'むかわ町', '日高町', '平取町'], ['島牧村', '寿都町', '黒松内町', '蘭越町', 'ニセコ町', '真狩村', '留寿都村', '喜茂別町', '京極町', '俱知安町', '伊達市', '豊浦町', '壮瞥町', '洞爺湖町', '八雲町', '長万部町', '今金町', 'せたな町'], ['芦別市', '深川市', '秩父別町', '沼田町', '旭川市', '富良野市', '鷹栖町', '東神楽町', '当麻町', '比布町', '愛別町', '上川町', '東川町', '美瑛町', '上富良野町', '中富良野町', '和寒町', '幌加内町', '留萌市', '小平町'], ['豊富町'], ['稚内市'], ['幌延町'], ['猿払村', '浜頓別町', '枝幸町'], ['中頓別町'], ['苫前町', '羽幌町', '初山別村', '遠別町', '天塩町'], ['音威子府村', '中川町'], ['北見市', '網走市', '美幌町', '津別町', '清里町', '斜里町', '小清水町', '訓子府町', '置戸町', '佐呂間町', '遠軽町', '大空町', '陸別町'], ['南富良野町', '占冠村', '帯広市', '音更町', '士幌町', '上士幌町', '鹿追町', '新得町', '清水町', '芽室町', '中札内村', '更別村', '大樹町', '広尾町', '幕別町', '池田町', '豊頃町', '本別町', '足寄町', '浦幌町'], ['釧路市', '釧路町', '鶴居村', '白糠町']]

trans_size=[430316, 243969, 125721, 83730, 82141, 62104, 57419, 36029, 32373, 24477, 23026]
trans_facility = ['登別市', '北斗市', '小樽市', '標茶町', '厚岸町', '中標津町', '滝川市', '新ひだか町', '士別市', '根室市', '紋別市']
trans_blocks = [['美唄市', '赤平市', '滝川市', '砂川市', '歌志内市', '奈井江町', '上砂川町', '浦臼町', '新十津川町', '妹背牛町', '雨竜町', '北竜町', '増毛町'], ['小樽市', '共和町', '岩内町', '泊村', '神恵内村', '積丹町', '古平町', '仁木町', '余市町', '赤井川村'], ['登別市'], ['新冠町', '浦河町', '様似町', 'えりも町', '新ひだか町'], ['函館市', '北斗市', '松前町', '福島町', '知内町', '木古内町', '七飯町', '鹿部町', '森町', '江差町', '上ノ国町', '厚沢部町', '乙部町'], ['士別市', '名寄市', '剣淵町', '下川町', '美深町'], ['紋別市', '湧別町', '滝上町', '興部町', '西興部村', '雄武町'], ['厚岸町', '浜中町'], ['標茶町', '弟子屈町'], ['根室市'], ['別海町', '中標津町', '標津町', '羅臼町']]

arrows = [[['札幌市'], ['小樽市']], [['室蘭市'], ['登別市']], [['苫小牧市'], ['新ひだか町']], [['伊達市'], ['北斗市']], [['旭川市'], ['士別市', '滝川市']], [['北見市'], ['紋別市']], [['釧路市'], ['根室市', '中標津町', '厚岸町', '標茶町']]]


---------------------  エネルギー情報  ---------------------
[296150.68918147916, 322385.26854965603, -4732171.711012356, 73460.62356164385]

EL_direct: {'苫小牧市': 79573.69350070834, '釧路市': 18366.688811791668, '室蘭市': 0.0, '札幌市': 54269.73578731251, '伊達市': 51493.30871560418, '帯広市': 28275.07506227084, '旭川市': 28620.636207583335, '北見市': 28440.53132997917, '稚内市': 0.0, '浜頓別町': 3730.5432506875004, '天塩町': 3325.264551375, '豊富町': 0.0, '幌延町': 0.0, '中頓別町': 0.0, '中川町': 55.211964166666675}
ED_inc: {'苫小牧市': -1629685.0397669747, '釧路市': -1079565.854515464, '室蘭市': -751699.7916587504, '札幌市': -739845.5409990874, '伊達市': -509363.0326658874, '帯広市': -80080.6023171052, '旭川市': -75346.41488398759, '北見市': 15325.247901580113, '稚内市': 44670.52942040367, '浜頓別町': 29086.09525228628, '天塩町': 18067.049572828586, '豊富町': 10806.935615633145, '幌延町': 8075.163552571184, '中頓別町': 4596.477152754557, '中川町': 2787.067326842596}

EL_indirect: {'登別市': 22552.445014112, '北斗市': 152636.9015582277, '小樽市': 24968.969471381006, '標茶町': 20060.729924170002, '厚岸町': 20735.049800569, '中標津町': 23404.812652032506, '滝川市': 14916.590879551837, '新ひだか町': 15036.732644520169, '士別市': 9949.252497231668, '根室市': 9062.761594848, '紋別市': 9061.022513012167}
ED_trans: {'登別市': 26314.118136986304, '北斗市': 14918.871452054795, '小樽市': 7687.925260273973, '標茶町': 5120.146849315069, '厚岸町': 5022.978410958904, '中標津町': 3797.7021369863023, '滝川市': 3511.211178082192, '新ひだか町': 2203.1980273972604, '士別市': 1979.6311232876712, '根室市': 1496.7853150684934, '紋別市': 1408.0556712328769}

----------------------  輸送情報  ----------------------

direct 苫小牧市(6482/6581) t/day → receive from: 千歳市, 苫小牧市, 白老町, 厚真町, 安平町, むかわ町, 日高町, 平取町
indirect 苫小牧市(99/6581) t/day → receive from: 中継施設＝ 新ひだか町(36029) → receive from: 新冠町, 浦河町, 様似町, えりも町, 新ひだか町
direct 釧路市(3668/4360) t/day → receive from: 釧路市, 釧路町, 鶴居村, 白糠町
indirect 釧路市(692/4360) t/day → receive from: 中継施設＝ 根室市(24477) → receive from: 根室市
中標津町(62104) → receive from: 別海町, 中標津町, 標津町, 羅臼町
厚岸町(82141) → receive from: 厚岸町, 浜中町
標茶町(83730) → receive from: 標茶町, 弟子屈町
direct 室蘭市(1857/3036) t/day → receive from: 室蘭市
indirect 室蘭市(1179/3036) t/day → receive from: 中継施設＝ 登別市(430316) → receive from: 登別市
direct 札幌市(2643/2988) t/day → receive from: 夕張市, 岩見沢市, 三笠市, 南幌町, 由仁町, 長沼町, 栗山町, 月形町, 札幌市, 江別市, 恵庭市, 北広島市, 石狩市, 当別町, 新篠津村
indirect 札幌市(344/2988) t/day → receive from: 中継施設＝ 小樽市(125721) → receive from: 小樽市, 共和町, 岩内町, 泊村, 神恵内村, 積丹町, 古平町, 仁木町, 余市町, 赤井川村
direct 伊達市(1389/2057) t/day → receive from: 島牧村, 寿都町, 黒松内町, 蘭越町, ニセコ町, 真狩村, 留寿都村, 喜茂別町, 京極町, 俱知安町, 伊達市, 豊浦町, 壮瞥町, 洞爺湖町, 八雲町, 長万部町, 今金町, せたな町
indirect 伊達市(668/2057) t/day → receive from: 中継施設＝ 北斗市(243969) → receive from: 函館市, 北斗市, 松前町, 福島町, 知内町, 木古内町, 七飯町, 鹿部町, 森町, 江差町, 上ノ国町, 厚沢部町, 乙部町
direct 帯広市(895/895) t/day → receive from: 南富良野町, 占冠村, 帯広市, 音更町, 士幌町, 上士幌町, 鹿追町, 新得町, 清水町, 芽室町, 中札内村, 更別村, 大樹町, 広尾町, 幕別町, 池田町, 豊頃町, 本別町, 足寄町, 浦幌町
direct 旭川市(634/880) t/day → receive from: 芦別市, 深川市, 秩父別町, 沼田町, 旭川市, 富良野市, 鷹栖町, 東神楽町, 当麻町, 比布町, 愛別町, 上川町, 東川町, 美瑛町, 上富良野町, 中富良野町, 和寒町, 幌加内町, 留萌市, 小平町
indirect 旭川市(246/880) t/day → receive from: 中継施設＝ 士別市(32373) → receive from: 士別市, 名寄市, 剣淵町, 下川町, 美深町
滝川市(57419) → receive from: 美唄市, 赤平市, 滝川市, 砂川市, 歌志内市, 奈井江町, 上砂川町, 浦臼町, 新十津川町, 妹背牛町, 雨竜町, 北竜町, 増毛町
direct 北見市(467/530) t/day → receive from: 北見市, 網走市, 美幌町, 津別町, 清里町, 斜里町, 小清水町, 訓子府町, 置戸町, 佐呂間町, 遠軽町, 大空町, 陸別町
indirect 北見市(63/530) t/day → receive from: 中継施設＝ 紋別市(23026) → receive from: 紋別市, 湧別町, 滝上町, 興部町, 西興部村, 雄武町
direct 稚内市(127/127) t/day → receive from: 稚内市
direct 浜頓別町(53/53) t/day → receive from: 猿払村, 浜頓別町, 枝幸町
direct 天塩町(25/25) t/day → receive from: 苫前町, 羽幌町, 初山別村, 遠別町, 天塩町
direct 豊富町(12/12) t/day → receive from: 豊富町
direct 幌延町(8/8) t/day → receive from: 幌延町
direct 中頓別町(4/4) t/day → receive from: 中頓別町
direct 中川町(2/2) t/day → receive from: 音威子府村, 中川町

----------------------  遺伝情報  ----------------------

個体数＝1300
世代数＝100
0: neval=1300{'avg': inf, 'max': inf, 'min': -3444505.473230637} best=-3444505.473230637
1: neval=1003{'avg': inf, 'max': inf, 'min': -3444505.473230637} best=-3444505.473230637
2: neval=1028{'avg': inf, 'max': inf, 'min': -3466750.269766932} best=-3466750.269766932
3: neval=1045{'avg': inf, 'max': inf, 'min': -3466750.269766932} best=-3466750.269766932
4: neval=1051{'avg': inf, 'max': inf, 'min': -3561220.3667304707} best=-3561220.3667304707
5: neval=1025{'avg': inf, 'max': inf, 'min': -3561220.3667304707} best=-3561220.3667304707
6: neval=1054{'avg': inf, 'max': inf, 'min': -3557813.6035954924} best=-3561220.3667304707
7: neval=1052{'avg': inf, 'max': inf, 'min': -3547817.162808937} best=-3561220.3667304707
8: neval=1028{'avg': inf, 'max': inf, 'min': -3547817.162808937} best=-3561220.3667304707
9: neval=1006{'avg': inf, 'max': inf, 'min': -3644556.2374799475} best=-3644556.2374799475
10: neval=1044{'avg': inf, 'max': inf, 'min': -3644556.2374799475} best=-3644556.2374799475
11: neval=1026{'avg': inf, 'max': inf, 'min': -3644556.2374799475} best=-3644556.2374799475
12: neval=1044{'avg': inf, 'max': inf, 'min': -3705957.0153267398} best=-3705957.0153267398
13: neval=1004{'avg': inf, 'max': inf, 'min': -3717908.070688535} best=-3717908.070688535
14: neval=1051{'avg': inf, 'max': inf, 'min': -3722283.01303796} best=-3722283.01303796
15: neval=1061{'avg': inf, 'max': inf, 'min': -3760711.503666409} best=-3760711.503666409
16: neval=1038{'avg': -3563089.5200759787, 'max': -2205010.3506762683, 'min': -3729031.7803819566} best=-3760711.503666409
17: neval=1059{'avg': -3585132.178630881, 'max': -2221187.8893822664, 'min': -3792596.1335347383} best=-3792596.1335347383
18: neval=1056{'avg': -3617821.627661816, 'max': -2194627.7725677043, 'min': -3792596.1335347383} best=-3792596.1335347383
19: neval=1027{'avg': inf, 'max': inf, 'min': -3827910.797774061} best=-3827910.797774061
20: neval=1039{'avg': -3675601.7693696534, 'max': -784496.2856240319, 'min': -3891366.8732585763} best=-3891366.8732585763
21: neval=1019{'avg': -3707863.0393758547, 'max': -2392445.420532828, 'min': -3873385.519055462} best=-3891366.8732585763
22: neval=1036{'avg': -3738060.2992978757, 'max': -2783690.568669438, 'min': -3894233.1242995095} best=-3894233.1242995095
23: neval=1010{'avg': -3760854.8079358716, 'max': -1382971.8833771872, 'min': -3906788.3097049757} best=-3906788.3097049757
24: neval=1034{'avg': -3791416.569031576, 'max': -1857875.8506539732, 'min': -3917593.4841895043} best=-3917593.4841895043
25: neval=1017{'avg': -3828307.962471346, 'max': -2834623.567012025, 'min': -3926915.510350252} best=-3926915.510350252
26: neval=1079{'avg': -3848382.768792233, 'max': -2661451.535925941, 'min': -3942051.744455405} best=-3942051.744455405
27: neval=1011{'avg': -3869276.217550599, 'max': -3153485.7142753424, 'min': -3957434.2729336927} best=-3957434.2729336927
28: neval=1012{'avg': -3887335.4146646652, 'max': -2661865.7476841067, 'min': -3961770.0405376833} best=-3961770.0405376833
29: neval=1023{'avg': -3906332.504319238, 'max': -3395512.2456415803, 'min': -3965395.578928246} best=-3965395.578928246
30: neval=1029{'avg': -3913514.4551533763, 'max': -2751876.869692692, 'min': -3978762.413112786} best=-3978762.413112786
31: neval=1049{'avg': -3929496.692410428, 'max': -3062352.104027298, 'min': -3980794.913071454} best=-3980794.913071454
32: neval=1036{'avg': -3941661.7793498407, 'max': -2831947.002391173, 'min': -3990225.1336621935} best=-3990225.1336621935
33: neval=1025{'avg': -3949225.073927825, 'max': -2743122.630811469, 'min': -3990225.1336621935} best=-3990225.1336621935
34: neval=993{'avg': -3960744.627362921, 'max': -3228036.4090925944, 'min': -3998173.397505905} best=-3998173.397505905
35: neval=1019{'avg': -3968300.9324756623, 'max': -3265821.1352778, 'min': -4002394.351385995} best=-4002394.351385995
36: neval=1029{'avg': -3976131.4852338615, 'max': -3167701.994907882, 'min': -4006689.5206630644} best=-4006689.5206630644
37: neval=1050{'avg': -3977689.3498637755, 'max': -1687949.5545306203, 'min': -4008759.277917759} best=-4008759.277917759
38: neval=1028{'avg': -3983081.861670817, 'max': -1988360.0091079613, 'min': -4014878.918317036} best=-4014878.918317036
39: neval=1015{'avg': -3995041.4881432517, 'max': -3350749.0206947606, 'min': -4018686.445765508} best=-4018686.445765508
40: neval=1024{'avg': -3998449.9078861214, 'max': -2593870.8940777527, 'min': -4019787.882381706} best=-4019787.882381706
41: neval=1022{'avg': -4003401.809948453, 'max': -2490853.032670379, 'min': -4019787.882381706} best=-4019787.882381706
42: neval=1039{'avg': -4008720.870743828, 'max': -3367389.3084421237, 'min': -4020765.4391423645} best=-4020765.4391423645
43: neval=1025{'avg': -4010328.9446549616, 'max': -2669390.658515083, 'min': -4022828.3853722303} best=-4022828.3853722303
44: neval=1024{'avg': -4012978.8308880585, 'max': -3166006.197872167, 'min': -4024033.4793194206} best=-4024033.4793194206
45: neval=1055{'avg': -4015714.879646443, 'max': -3508868.790716931, 'min': -4024451.455711201} best=-4024451.455711201
46: neval=1044{'avg': -4016585.6709259325, 'max': -3095374.4361866447, 'min': -4026961.298426266} best=-4026961.298426266
47: neval=1057{'avg': -4017793.6662576175, 'max': -2612528.941214143, 'min': -4030076.8373123277} best=-4030076.8373123277
48: neval=1057{'avg': -4021935.472509421, 'max': -3513131.842080003, 'min': -4030076.8373123277} best=-4030076.8373123277
49: neval=1001{'avg': -4022935.640192259, 'max': -3377751.3520136517, 'min': -4030076.8373123277} best=-4030076.8373123277
50: neval=1034{'avg': -4023049.6167847267, 'max': -3195730.348334933, 'min': -4030862.4417635114} best=-4030862.4417635114
51: neval=1020{'avg': -4023311.657547749, 'max': -2058614.066239419, 'min': -4030862.4417635114} best=-4030862.4417635114
52: neval=1040{'avg': -4027119.8033477594, 'max': -3065852.5304671507, 'min': -4030862.4417635114} best=-4030862.4417635114
53: neval=1056{'avg': -4028356.0333813108, 'max': -3484563.371577807, 'min': -4030862.4417635114} best=-4030862.4417635114
54: neval=1027{'avg': -4026600.5459191916, 'max': -2627777.6067783423, 'min': -4030862.4417635114} best=-4030862.4417635114
55: neval=1026{'avg': -4025510.8907584324, 'max': -2572625.8531984007, 'min': -4031333.895734335} best=-4031333.895734335
56: neval=1020{'avg': -4026589.4708405985, 'max': -3000952.652275792, 'min': -4031333.895734335} best=-4031333.895734335
57: neval=1023{'avg': -4027312.5421139216, 'max': -3206091.0768613126, 'min': -4031333.895734335} best=-4031333.895734335
58: neval=1015{'avg': -4026197.916295244, 'max': -3286824.0479529453, 'min': -4031333.895734335} best=-4031333.895734335
59: neval=1026{'avg': -4026951.539114839, 'max': -3036737.233216115, 'min': -4031333.895734335} best=-4031333.895734335
60: neval=1031{'avg': -4027175.3827818665, 'max': -2609846.986213521, 'min': -4031333.895734335} best=-4031333.895734335
61: neval=1018{'avg': -4026950.396489573, 'max': -3102656.8263008147, 'min': -4031333.895734335} best=-4031333.895734335
62: neval=1026{'avg': -4023275.7050905903, 'max': -2211802.604944515, 'min': -4031333.895734335} best=-4031333.895734335
63: neval=1054{'avg': -4026951.8015075377, 'max': -2628824.7934224145, 'min': -4031333.895734335} best=-4031333.895734335
64: neval=1011{'avg': -4029203.658860434, 'max': -3201480.7214525985, 'min': -4031333.895734335} best=-4031333.895734335
65: neval=1040{'avg': -4025533.2236558846, 'max': -2955072.455243728, 'min': -4031333.895734335} best=-4031333.895734335
66: neval=1020{'avg': -4025632.959746436, 'max': -3061553.310079856, 'min': -4031333.895734335} best=-4031333.895734335
67: neval=1031{'avg': -4028629.385541712, 'max': -3278462.875461988, 'min': -4031333.895734335} best=-4031333.895734335
68: neval=979{'avg': -4027503.2388875433, 'max': -3000777.8865277306, 'min': -4031333.895734335} best=-4031333.895734335
69: neval=1039{'avg': -4028999.1496245516, 'max': -3255998.2030579187, 'min': -4031333.895734335} best=-4031333.895734335
70: neval=1031{'avg': -4026676.8671041094, 'max': -2974808.1911741463, 'min': -4031333.895734335} best=-4031333.895734335
71: neval=1039{'avg': -4028774.48239061, 'max': -2785501.492976808, 'min': -4031333.895734335} best=-4031333.895734335
72: neval=1010{'avg': -4029161.520400599, 'max': -2714691.995847868, 'min': -4031333.895734335} best=-4031333.895734335
73: neval=1016{'avg': -4028120.625877944, 'max': -3412193.43870786, 'min': -4031333.895734335} best=-4031333.895734335
74: neval=1000{'avg': -4027133.1254536337, 'max': -3006101.151177239, 'min': -4031333.895734335} best=-4031333.895734335
75: neval=1027{'avg': -4027767.886391416, 'max': -2549651.993494623, 'min': -4031333.895734335} best=-4031333.895734335
76: neval=1018{'avg': -4025527.044405129, 'max': -2555974.543145521, 'min': -4031333.895734335} best=-4031333.895734335
