局----------------------  実行情報  ----------------------
実行時間＝3992秒
個体数＝1150
合計世代数＝100
==============================
Total cost: -4258401.278337881
==============================
------------------------  前提  ------------------------

waste=sanpai

ごみ量33位以内：
苫小牧市 (2039382), 釧路市 (1177668), 札幌市 (728360), 室蘭市 (677679), 登別市 (430316), 伊達市 (334124), 帯広市 (182218), 旭川市 (138210), 函館市 (133081), 釧路町 (121597), 白老町 (99038), 北見市 (91496), 小樽市 (91037), 千歳市 (69923), 江別市 (64214), 安平町 (60328), 洞爺湖町 (54767), 厚岸町 (49048), 岩見沢市 (47176), 稚内市 (46228), 音更町 (44302), 標茶町 (43861), むかわ町 (42881), 厚真町 (42445), 北斗市 (42381), 弟子屈町 (39869), 恵庭市 (36267), 豊浦町 (36146), 中標津町 (35109), 浜中町 (33093), 北広島市 (30922), 七飯町 (30521), 網走市 (28124)

焼却施設数: 9
中継施設数: 14

輸送単価＝ 4.8 円/t/km
--------------------  GAPlot_input  --------------------

waste_name ='sanpai'
unit ='t/year'

inc_size= [2388591, 1599590, 1107995, 1090522, 750794, 482231, 444742, 2141, 1686]
inc_facility = ['苫小牧市', '釧路市', '室蘭市', '札幌市', '伊達市', '幕別町', '旭川市', '浦幌町', '豊頃町']
inc_blocks = [['夕張市', '岩見沢市', '三笠市', '南幌町', '由仁町', '長沼町', '栗山町', '月形町', '札幌市', '江別市', '恵庭市', '北広島市', '石狩市', '当別町', '新篠津村'], ['室蘭市'], ['千歳市', '苫小牧市', '白老町', '厚真町', '安平町', 'むかわ町', '日高町', '平取町', '新冠町', '新ひだか町'], ['島牧村', '寿都町', '黒松内町', '蘭越町', 'ニセコ町', '真狩村', '留寿都村', '喜茂別町', '京極町', '俱知安町', '伊達市', '豊浦町', '壮瞥町', '洞爺湖町', '長万部町'], ['芦別市', '深川市', '秩父別町', '沼田町', '旭川市', '士別市', '名寄市', '富良野市', '鷹栖町', '東神楽町', '当麻町', '比布町', '愛別町', '上川町', '東川町', '美瑛町', '上富良野町', '中富良野町', '南富良野町', '和寒町', '剣淵町', '下川町', '美深町', '幌加内町', '留萌市', '小平町', '苫前町', '羽幌町', '初山別村', '遠別町', '西興部村'], ['占冠村', '帯広市', '音更町', '士幌町', '上士幌町', '鹿追町', '新得町', '清水町', '芽室町', '幕別町', '池田町', '本別町', '足寄町', '陸別町'], ['豊頃町'], ['浦幌町'], ['釧路市', '釧路町', '鶴居村', '白糠町']]

trans_size=[430316, 218943, 146030, 125721, 83730, 82141, 70429, 59444, 57419, 49559, 35305, 30649, 24477, 19163]
trans_facility = ['登別市', '函館市', '北見市', '小樽市', '標茶町', '厚岸町', '中標津町', '稚内市', '滝川市', '八雲町', '遠軽町', '更別村', '根室市', '枝幸町']
trans_blocks = [['美唄市', '赤平市', '滝川市', '砂川市', '歌志内市', '奈井江町', '上砂川町', '浦臼町', '新十津川町', '妹背牛町', '雨竜町', '北竜町', '増毛町'], ['小樽市', '共和町', '岩内町', '泊村', '神恵内村', '積丹町', '古平町', '仁木町', '余市町', '赤井川村'], ['函館市', '北斗市', '松前町', '福島町', '知内町', '木古内町', '七飯町', '鹿部町'], ['森町', '八雲町', '江差町', '上ノ国町', '厚沢部町', '乙部町', '今金町', 'せたな町'], ['天塩町', '稚内市', '猿払村', '豊富町', '幌延町'], ['音威子府村', '中川町', '浜頓別町', '中頓別町', '枝幸町', '雄武町'], ['北見市', '網走市', '美幌町', '津別町', '小清水町', '訓子府町', '置戸町', '大空町'], ['紋別市', '佐呂間町', '遠軽町', '湧別町', '滝上町', '興部町'], ['浦河町', '様似町', 'えりも町', '中札内村', '更別村', '大樹町', '広尾町'], ['登別市'], ['厚岸町', '浜中町'], ['標茶町', '弟子屈町'], ['根室市'], ['清里町', '斜里町', '別海町', '中標津町', '標津町', '羅臼町']]

arrows = [[['札幌市'], ['小樽市']], [['室蘭市'], ['登別市']], [['伊達市'], ['函館市', '八雲町']], [['旭川市'], ['遠軽町', '枝幸町', '稚内市', '滝川市']], [['幕別町'], ['更別村', '北見市']], [['釧路市'], ['根室市', '厚岸町', '中標津町', '標茶町']]]


---------------------  エネルギー情報  ---------------------
[300522.3527965208, 477744.53402459115, -5124317.03178913, 87648.86663013701]

EL_direct: {'苫小牧市': 94030.15908677084, '釧路市': 18366.688811791668, '室蘭市': 0.0, '札幌市': 54269.73578731251, '伊達市': 30903.085096000003, '幕別町': 45117.26017283333, '旭川市': 57835.42384181252, '浦幌町': 0.0, '豊頃町': 0.0}
ED_inc: {'苫小牧市': -1620497.7071719335, '釧路市': -1085213.804881268, '室蘭市': -751699.7916587504, '札幌市': -739845.5409990874, '伊達市': -509363.0326658874, '幕別町': -234742.31963609846, '旭川市': -194188.77652716413, '浦幌町': 6145.135101235732, '豊頃町': 5088.806649823212}

EL_indirect: {'登別市': 22552.445014112, '函館市': 129839.34471353951, '北見市': 76060.37856550251, '小樽市': 24968.969471381006, '標茶町': 20060.729924170002, '厚岸町': 20735.049800569, '中標津町': 30115.285485220003, '稚内市': 48887.84917557884, '滝川市': 14916.590879551837, '八雲町': 30768.398002736336, '遠軽町': 21326.757517173337, '更別村': 16129.367167136166, '根室市': 9062.761594848, '枝幸町': 12320.60671307267}
ED_trans: {'登別市': 26314.118136986304, '函館市': 13388.514410958904, '北見市': 8929.834520547945, '小樽市': 7687.925260273973, '標茶町': 5120.146849315069, '厚岸町': 5022.978410958904, '中標津町': 4306.781589041097, '稚内市': 3635.041315068493, '滝川市': 3511.211178082192, '八雲町': 3030.566794520548, '遠軽町': 2158.9249315068487, '更別村': 1874.2073424657535, '根室市': 1496.7853150684934, '枝幸町': 1171.8305753424656}

----------------------  輸送情報  ----------------------

direct 苫小牧市(6544/6544) t/day → receive from: 千歳市, 苫小牧市, 白老町, 厚真町, 安平町, むかわ町, 日高町, 平取町, 新冠町, 新ひだか町
direct 釧路市(3668/4382) t/day → receive from: 釧路市, 釧路町, 鶴居村, 白糠町
indirect 釧路市(714/4382) t/day → receive from: 中継施設＝ 根室市(24477) → receive from: 根室市
厚岸町(82141) → receive from: 厚岸町, 浜中町
中標津町(70429) → receive from: 清里町, 斜里町, 別海町, 中標津町, 標津町, 羅臼町
標茶町(83730) → receive from: 標茶町, 弟子屈町
direct 室蘭市(1857/3036) t/day → receive from: 室蘭市
indirect 室蘭市(1179/3036) t/day → receive from: 中継施設＝ 登別市(430316) → receive from: 登別市
direct 札幌市(2643/2988) t/day → receive from: 夕張市, 岩見沢市, 三笠市, 南幌町, 由仁町, 長沼町, 栗山町, 月形町, 札幌市, 江別市, 恵庭市, 北広島市, 石狩市, 当別町, 新篠津村
indirect 札幌市(344/2988) t/day → receive from: 中継施設＝ 小樽市(125721) → receive from: 小樽市, 共和町, 岩内町, 泊村, 神恵内村, 積丹町, 古平町, 仁木町, 余市町, 赤井川村
direct 伊達市(1321/2057) t/day → receive from: 島牧村, 寿都町, 黒松内町, 蘭越町, ニセコ町, 真狩村, 留寿都村, 喜茂別町, 京極町, 俱知安町, 伊達市, 豊浦町, 壮瞥町, 洞爺湖町, 長万部町
indirect 伊達市(736/2057) t/day → receive from: 中継施設＝ 函館市(218943) → receive from: 函館市, 北斗市, 松前町, 福島町, 知内町, 木古内町, 七飯町, 鹿部町
八雲町(49559) → receive from: 森町, 八雲町, 江差町, 上ノ国町, 厚沢部町, 乙部町, 今金町, せたな町
direct 幕別町(837/1321) t/day → receive from: 占冠村, 帯広市, 音更町, 士幌町, 上士幌町, 鹿追町, 新得町, 清水町, 芽室町, 幕別町, 池田町, 本別町, 足寄町, 陸別町
indirect 幕別町(484/1321) t/day → receive from: 中継施設＝ 更別村(30649) → receive from: 浦河町, 様似町, えりも町, 中札内村, 更別村, 大樹町, 広尾町
北見市(146030) → receive from: 北見市, 網走市, 美幌町, 津別町, 小清水町, 訓子府町, 置戸町, 大空町
direct 旭川市(749/1218) t/day → receive from: 芦別市, 深川市, 秩父別町, 沼田町, 旭川市, 士別市, 名寄市, 富良野市, 鷹栖町, 東神楽町, 当麻町, 比布町, 愛別町, 上川町, 東川町, 美瑛町, 上富良野町, 中富良野町, 南富良野町, 和寒町, 剣淵町, 下川町, 美深町, 幌加内町, 留萌市, 小平町, 苫前町, 羽幌町, 初山別村, 遠別町, 西興部村
indirect 旭川市(469/1218) t/day → receive from: 中継施設＝ 遠軽町(35305) → receive from: 紋別市, 佐呂間町, 遠軽町, 湧別町, 滝上町, 興部町
枝幸町(19163) → receive from: 音威子府村, 中川町, 浜頓別町, 中頓別町, 枝幸町, 雄武町
稚内市(59444) → receive from: 天塩町, 稚内市, 猿払村, 豊富町, 幌延町
滝川市(57419) → receive from: 美唄市, 赤平市, 滝川市, 砂川市, 歌志内市, 奈井江町, 上砂川町, 浦臼町, 新十津川町, 妹背牛町, 雨竜町, 北竜町, 増毛町
direct 浦幌町(6/6) t/day → receive from: 浦幌町
direct 豊頃町(5/5) t/day → receive from: 豊頃町

----------------------  遺伝情報  ----------------------

個体数＝1150
世代数＝100
0: neval=1150{'avg': inf, 'max': inf, 'min': -3703809.6751045627} best=-3703809.6751045627
1: neval=940{'avg': inf, 'max': inf, 'min': -3700022.4431799976} best=-3703809.6751045627
2: neval=904{'avg': inf, 'max': inf, 'min': -3844433.9356557615} best=-3844433.9356557615
3: neval=943{'avg': inf, 'max': inf, 'min': -3844433.9356557615} best=-3844433.9356557615
4: neval=914{'avg': inf, 'max': inf, 'min': -3865406.3481031572} best=-3865406.3481031572
5: neval=910{'avg': inf, 'max': inf, 'min': -3865406.3481031572} best=-3865406.3481031572
6: neval=912{'avg': inf, 'max': inf, 'min': -3878450.6857905607} best=-3878450.6857905607
7: neval=912{'avg': inf, 'max': inf, 'min': -3878450.6857905607} best=-3878450.6857905607
8: neval=918{'avg': inf, 'max': inf, 'min': -3923104.072769917} best=-3923104.072769917
9: neval=890{'avg': inf, 'max': inf, 'min': -3966659.208021922} best=-3966659.208021922
10: neval=914{'avg': inf, 'max': inf, 'min': -3977264.515383492} best=-3977264.515383492
11: neval=910{'avg': -3745335.5204336215, 'max': -2188823.3967547147, 'min': -4009276.392144694} best=-4009276.392144694
12: neval=905{'avg': -3774104.333606599, 'max': -1520746.1267072055, 'min': -4009276.392144694} best=-4009276.392144694
13: neval=921{'avg': inf, 'max': inf, 'min': -4009276.392144694} best=-4009276.392144694
14: neval=924{'avg': inf, 'max': inf, 'min': -4050345.144209147} best=-4050345.144209147
15: neval=898{'avg': inf, 'max': inf, 'min': -4074801.755180662} best=-4074801.755180662
16: neval=947{'avg': -3879950.4540332016, 'max': -2434341.640291768, 'min': -4068954.1205552774} best=-4074801.755180662
17: neval=897{'avg': inf, 'max': inf, 'min': -4068954.1205552774} best=-4074801.755180662
18: neval=884{'avg': -3929965.6412965246, 'max': -2563814.8379814583, 'min': -4094603.631608401} best=-4094603.631608401
19: neval=920{'avg': -3956601.745513528, 'max': -1390185.9609247397, 'min': -4095974.7622141023} best=-4095974.7622141023
20: neval=923{'avg': inf, 'max': inf, 'min': -4095974.7622141023} best=-4095974.7622141023
21: neval=920{'avg': -3980403.594127725, 'max': -2616416.717611343, 'min': -4107193.9668725748} best=-4107193.9668725748
22: neval=900{'avg': -3999714.3075534636, 'max': -2772931.6415513945, 'min': -4107193.9668725748} best=-4107193.9668725748
23: neval=896{'avg': -4029233.0731552523, 'max': -3391941.3640441126, 'min': -4118892.706189977} best=-4118892.706189977
24: neval=916{'avg': -4047212.9112686347, 'max': -2705937.9256533314, 'min': -4121440.920620191} best=-4121440.920620191
25: neval=901{'avg': -4060466.288370267, 'max': -2236296.666660977, 'min': -4129746.9861853262} best=-4129746.9861853262
26: neval=918{'avg': -4079080.1726310183, 'max': -3461970.3140582857, 'min': -4131963.25729663} best=-4131963.25729663
27: neval=916{'avg': -4092099.9580405685, 'max': -3032497.94223697, 'min': -4142181.7632863657} best=-4142181.7632863657
28: neval=898{'avg': -4101671.616023547, 'max': -2979660.137796218, 'min': -4149955.3261345555} best=-4149955.3261345555
29: neval=903{'avg': -4111046.4944766, 'max': -2972862.1571322787, 'min': -4163408.1500095516} best=-4163408.1500095516
30: neval=911{'avg': -4123690.0070264833, 'max': -3774935.6200503684, 'min': -4170359.0407397943} best=-4170359.0407397943
31: neval=944{'avg': -4130311.815386706, 'max': -2865283.9592539417, 'min': -4170359.0407397943} best=-4170359.0407397943
32: neval=905{'avg': -4144228.1322132046, 'max': -3452564.599843479, 'min': -4191197.595485498} best=-4191197.595485498
33: neval=903{'avg': -4154599.9075130527, 'max': -3213527.5229405565, 'min': -4208896.758369638} best=-4208896.758369638
34: neval=911{'avg': -4164765.0350681436, 'max': -2622220.7706169514, 'min': -4209759.976597852} best=-4209759.976597852
35: neval=895{'avg': -4175243.9086449766, 'max': -3486454.9717490375, 'min': -4209759.976597852} best=-4209759.976597852
36: neval=950{'avg': -4183451.0445108274, 'max': -3714038.106217171, 'min': -4213442.277498745} best=-4213442.277498745
37: neval=899{'avg': -4190540.7641536333, 'max': -2601561.200045008, 'min': -4217503.094951842} best=-4217503.094951842
38: neval=888{'avg': -4196599.091673697, 'max': -2958333.2550143218, 'min': -4222079.786838061} best=-4222079.786838061
39: neval=906{'avg': -4203634.346852876, 'max': -3022995.553194295, 'min': -4224782.770243571} best=-4224782.770243571
40: neval=930{'avg': -4208922.52179735, 'max': -3490986.646136952, 'min': -4224782.770243571} best=-4224782.770243571
41: neval=907{'avg': -4213672.918152101, 'max': -3060862.624076267, 'min': -4224782.770243571} best=-4224782.770243571
42: neval=913{'avg': -4215345.36036097, 'max': -3346200.030843848, 'min': -4234175.515315419} best=-4234175.515315419
43: neval=925{'avg': -4219736.021211962, 'max': -3875019.857132426, 'min': -4239505.7675288245} best=-4239505.7675288245
44: neval=889{'avg': -4219044.815268672, 'max': -3045934.5831258143, 'min': -4244724.973198624} best=-4244724.973198624
45: neval=923{'avg': -4223029.202176282, 'max': -3586753.9629350267, 'min': -4245239.835658453} best=-4245239.835658453
46: neval=923{'avg': -4229076.822124984, 'max': -2381853.765220845, 'min': -4248093.659081416} best=-4248093.659081416
47: neval=923{'avg': -4236366.6893508285, 'max': -3754829.112060531, 'min': -4248577.539049525} best=-4248577.539049525
48: neval=925{'avg': -4238172.20294124, 'max': -3733758.422152618, 'min': -4248577.539049525} best=-4248577.539049525
49: neval=907{'avg': -4238371.770300879, 'max': -3408581.215106902, 'min': -4252132.880615077} best=-4252132.880615077
50: neval=896{'avg': -4243304.444982155, 'max': -3679699.5049932827, 'min': -4251824.235382738} best=-4252132.880615077
51: neval=884{'avg': -4245942.294336884, 'max': -3949835.214519188, 'min': -4251824.235382738} best=-4252132.880615077
52: neval=921{'avg': -4243498.310677707, 'max': -2986294.2137294346, 'min': -4252132.880615077} best=-4252132.880615077
53: neval=917{'avg': -4244276.545252206, 'max': -3109642.858032426, 'min': -4252132.880615077} best=-4252132.880615077
54: neval=934{'avg': -4243236.02800105, 'max': -2913039.6638131198, 'min': -4252132.880615077} best=-4252132.880615077
55: neval=904{'avg': -4246815.551739661, 'max': -2976826.1463604756, 'min': -4252132.880615077} best=-4252132.880615077
56: neval=917{'avg': -4246108.700310007, 'max': -3235408.2522789114, 'min': -4252132.880615077} best=-4252132.880615077
57: neval=904{'avg': -4247236.30315111, 'max': -2944697.8200665475, 'min': -4252132.880615077} best=-4252132.880615077
58: neval=873{'avg': -4249664.658327766, 'max': -3347552.0668478017, 'min': -4252132.880615077} best=-4252132.880615077
59: neval=941{'avg': -4248558.468638835, 'max': -3075133.086268964, 'min': -4252132.880615077} best=-4252132.880615077
60: neval=943{'avg': -4248432.412367759, 'max': -2818169.703572809, 'min': -4252132.880615077} best=-4252132.880615077
61: neval=895{'avg': -4251169.218877206, 'max': -3803701.899157967, 'min': -4252132.880615077} best=-4252132.880615077
62: neval=898{'avg': -4249506.889015018, 'max': -3496892.1190951597, 'min': -4252132.880615077} best=-4252132.880615077
63: neval=916{'avg': -4246532.837709634, 'max': -3472443.6407718677, 'min': -4252132.880615077} best=-4252132.880615077
64: neval=893{'avg': -4246548.012107769, 'max': -2922852.3735418953, 'min': -4252132.880615077} best=-4252132.880615077
65: neval=924{'avg': -4248502.775706643, 'max': -3183350.3382802866, 'min': -4252132.880615077} best=-4252132.880615077
66: neval=920{'avg': -4249611.19481729, 'max': -3366156.351778733, 'min': -4252132.880615077} best=-4252132.880615077
67: neval=925{'avg': -4247860.9350685505, 'max': -3231073.1085387752, 'min': -4252132.880615077} best=-4252132.880615077
68: neval=896{'avg': -4245248.757559141, 'max': -2694108.0266756415, 'min': -4252132.880615077} best=-4252132.880615077
69: neval=923{'avg': -4246884.619799136, 'max': -2760369.3334696665, 'min': -4252132.880615077} best=-4252132.880615077
70: neval=896{'avg': -4248478.074111384, 'max': -3429521.775137391, 'min': -4252132.880615077} best=-4252132.880615077
71: neval=923{'avg': -4249256.557896677, 'max': -2831993.7221130133, 'min': -4252132.880615077} best=-4252132.880615077
72: neval=954{'avg': -4249441.651886355, 'max': -3622721.3813272775, 'min': -4252132.880615077} best=-4252132.880615077
73: neval=915{'avg': -4247686.061196221, 'max': -3231079.2159314407, 'min': -4252132.880615077} best=-4252132.880615077
74: neval=897{'avg': -4246856.681235695, 'max': -3010034.527276213, 'min': -4252132.880615077} best=-4252132.880615077
75: neval=892{'avg': -4247515.159052482, 'max': -2959296.1726037525, 'min': -4252132.880615077} best=-4252132.880615077
76: neval=918{'avg': -4247316.295095746, 'max': -3203846.9560461123, 'min': -4252132.880615077} best=-4252132.880615077
77: neval=904{'avg': -4248713.750982755, 'max': -3086303.1376963626, 'min': -4252132.880615077} best=-4252132.880615077
78: neval=896{'avg': -4249981.750320879, 'max': -3717437.3563569235, 'min': -4252132.880615077} best=-4252132.880615077
79: neval=886{'avg': -4250998.082425121, 'max': -3767193.2194602503, 'min': -4252132.880615077} best=-4252132.880615077
80: neval=924{'avg': -4249628.069858755, 'max': -3661014.460909624, 'min': -4252132.880615077} best=-4252132.880615077
81: neval=899{'avg': -4246586.486903607, 'max': -3087176.0526736383, 'min': -4252132.880615077} best=-4252132.880615077
