局----------------------  実行情報  ----------------------
実行時間＝2154秒
個体数＝1400
合計世代数＝100
==============================
Total cost: -4285288.881430304
==============================
------------------------  前提  ------------------------

waste=sanpai

ごみ量38位以内：
苫小牧市 (2039382), 釧路市 (1177668), 札幌市 (728360), 室蘭市 (677679), 登別市 (430316), 伊達市 (334124), 帯広市 (182218), 旭川市 (138210), 函館市 (133081), 釧路町 (121597), 白老町 (99038), 北見市 (91496), 小樽市 (91037), 千歳市 (69923), 江別市 (64214), 安平町 (60328), 洞爺湖町 (54767), 厚岸町 (49048), 岩見沢市 (47176), 稚内市 (46228), 音更町 (44302), 標茶町 (43861), むかわ町 (42881), 厚真町 (42445), 北斗市 (42381), 弟子屈町 (39869), 恵庭市 (36267), 豊浦町 (36146), 中標津町 (35109), 浜中町 (33093), 北広島市 (30922), 七飯町 (30521), 網走市 (28124), 幕別町 (26726), 石狩市 (26551), 滝川市 (24546), 根室市 (24477), 白糠町 (22810)

焼却施設数: 8
中継施設数: 20

輸送単価＝ 4.8 円/t/km
--------------------  GAPlot_input  --------------------

waste_name ='sanpai'
unit ='t/year'

inc_size= [2388591, 1599590, 1107995, 1100931, 750794, 580287, 326562, 13542]
inc_facility = ['苫小牧市', '釧路市', '室蘭市', '札幌市', '伊達市', '上川町', '帯広市', '様似町']
inc_blocks = [['南幌町', '札幌市', '江別市', '恵庭市', '北広島市', '石狩市', '当別町'], ['室蘭市'], ['千歳市', '苫小牧市', '白老町', '厚真町', '安平町', 'むかわ町', '日高町'], ['ニセコ町', '真狩村', '留寿都村', '喜茂別町', '京極町', '俱知安町', '伊達市', '豊浦町', '壮瞥町', '洞爺湖町'], ['浦河町', '様似町', 'えりも町'], ['当麻町', '比布町', '愛別町', '上川町', '遠別町', '遠軽町', '滝上町', '西興部村'], ['南富良野町', '占冠村', '帯広市', '音更町', '士幌町', '上士幌町', '鹿追町', '新得町', '清水町', '芽室町', '中札内村', '更別村', '幕別町', '池田町', '豊頃町', '本別町', '足寄町', '浦幌町'], ['釧路市', '釧路町', '鶴居村', '白糠町']]

trans_size=[430316, 190081, 149569, 133081, 125721, 92733, 83730, 82141, 80273, 77390, 70429, 59444, 40227, 36215, 26318, 24477, 21263, 18155, 17336, 8816]
trans_facility = ['登別市', '旭川市', '北見市', '函館市', '小樽市', '北斗市', '標茶町', '厚岸町', '岩見沢市', '雨竜町', '中標津町', '稚内市', '士別市', '長万部町', '日高町', '根室市', '紋別市', '乙部町', '枝幸町', '大樹町']
trans_blocks = [['島牧村', '寿都町', '黒松内町', '蘭越町', '八雲町', '長万部町', '今金町', 'せたな町'], ['芦別市', '赤平市', '滝川市', '砂川市', '歌志内市', '深川市', '上砂川町', '浦臼町', '新十津川町', '妹背牛町', '秩父別町', '雨竜町', '北竜町', '沼田町', '留萌市', '増毛町', '小平町'], ['夕張市', '岩見沢市', '美唄市', '三笠市', '奈井江町', '由仁町', '長沼町', '栗山町', '月形町', '新篠津村'], ['小樽市', '共和町', '岩内町', '泊村', '神恵内村', '積丹町', '古平町', '仁木町', '余市町', '赤井川村'], ['登別市'], ['松前町', '江差町', '上ノ国町', '厚沢部町', '乙部町'], ['平取町', '新冠町', '新ひだか町'], ['函館市'], ['北斗市', '福島町', '知内町', '木古内町', '七飯町', '鹿部町', '森町'], ['旭川市', '富良野市', '鷹栖町', '東神楽町', '東川町', '美瑛町', '上富良野町', '中富良野町', '幌加内町'], ['士別市', '名寄市', '和寒町', '剣淵町', '下川町', '美深町', '苫前町', '羽幌町', '初山別村'], ['天塩町', '稚内市', '猿払村', '豊富町', '幌延町'], ['音威子府村', '中川町', '浜頓別町', '中頓別町', '枝幸町'], ['北見市', '網走市', '美幌町', '津別町', '小清水町', '訓子府町', '置戸町', '佐呂間町', '大空町', '陸別町'], ['紋別市', '湧別町', '興部町', '雄武町'], ['大樹町', '広尾町'], ['厚岸町', '浜中町'], ['標茶町', '弟子屈町'], ['根室市'], ['清里町', '斜里町', '別海町', '中標津町', '標津町', '羅臼町']]

arrows = [[['札幌市'], ['小樽市', '岩見沢市']], [['室蘭市'], ['登別市']], [['苫小牧市'], ['日高町']], [['伊達市'], ['長万部町', '乙部町', '函館市', '北斗市']], [['上川町'], ['雨竜町', '稚内市', '旭川市', '士別市', '枝幸町', '北見市', '紋別市']], [['帯広市'], ['大樹町']], [['釧路市'], ['根室市', '厚岸町', '中標津町', '標茶町']]]


---------------------  エネルギー情報  ---------------------
[188935.55362933327, 537088.3344283297, -5119409.752501666, 108096.98301369866]

EL_direct: {'苫小牧市': 77926.63462377083, '釧路市': 18366.688811791668, '室蘭市': 0.0, '札幌市': 30771.52569941667, '伊達市': 24261.04308008334, '上川町': 12497.156820416669, '帯広市': 23556.85516329167, '様似町': 1555.6494305625001}
ED_inc: {'苫小牧市': -1620497.7071719335, '釧路市': -1085213.804881268, '室蘭市': -751699.7916587504, '札幌市': -746907.3446456526, '伊達市': -509363.0326658874, '上川町': -349036.78735570575, '帯広市': -80080.6023171052, '様似町': 23389.318194637242}

EL_indirect: {'登別市': 22552.445014112, '旭川市': 37668.36266379767, '北見市': 68285.158004882, '函館市': 70592.95804818401, '小樽市': 24968.969471381006, '北斗市': 55638.20313485201, '標茶町': 20060.729924170002, '厚岸町': 20735.049800569, '岩見沢市': 15467.2905428015, '雨竜町': 35915.80406740083, '中標津町': 30115.285485220003, '稚内市': 49524.124911674844, '士別市': 16348.207026798833, '長万部町': 17376.74430146417, '日高町': 10150.273560219, '根室市': 9062.761594848, '紋別市': 8144.0272206886675, '乙部町': 11343.967118791667, '枝幸町': 10842.595639897667, '大樹町': 2295.3768965768336}
ED_trans: {'登別市': 26314.118136986304, '旭川市': 11623.583342465754, '北見市': 9146.24679452055, '函館市': 8137.994301369864, '小樽市': 7687.925260273973, '北斗市': 5670.686465753425, '標茶町': 5120.146849315069, '厚岸町': 5022.978410958904, '岩見沢市': 4908.74893150685, '雨竜町': 4732.451506849316, '中標津町': 4306.781589041097, '稚内市': 3635.041315068493, '士別市': 2459.9086027397257, '長万部町': 2214.5720547945207, '日高町': 1609.3637260273974, '根室市': 1496.7853150684934, '紋別市': 1300.2470136986303, '乙部町': 1110.190684931507, '枝幸町': 1060.1082739726028, '大樹町': 539.1044383561643}

----------------------  輸送情報  ----------------------

direct 苫小牧市(6472/6544) t/day → receive from: 千歳市, 苫小牧市, 白老町, 厚真町, 安平町, むかわ町, 日高町
indirect 苫小牧市(72/6544) t/day → receive from: 中継施設＝ 日高町(26318) → receive from: 平取町, 新冠町, 新ひだか町
direct 釧路市(3668/4382) t/day → receive from: 釧路市, 釧路町, 鶴居村, 白糠町
indirect 釧路市(714/4382) t/day → receive from: 中継施設＝ 根室市(24477) → receive from: 根室市
厚岸町(82141) → receive from: 厚岸町, 浜中町
中標津町(70429) → receive from: 清里町, 斜里町, 別海町, 中標津町, 標津町, 羅臼町
標茶町(83730) → receive from: 標茶町, 弟子屈町
direct 室蘭市(1857/3036) t/day → receive from: 室蘭市
indirect 室蘭市(1179/3036) t/day → receive from: 中継施設＝ 登別市(430316) → receive from: 登別市
direct 札幌市(2452/3016) t/day → receive from: 南幌町, 札幌市, 江別市, 恵庭市, 北広島市, 石狩市, 当別町
indirect 札幌市(564/3016) t/day → receive from: 中継施設＝ 小樽市(125721) → receive from: 小樽市, 共和町, 岩内町, 泊村, 神恵内村, 積丹町, 古平町, 仁木町, 余市町, 赤井川村
岩見沢市(80273) → receive from: 夕張市, 岩見沢市, 美唄市, 三笠市, 奈井江町, 由仁町, 長沼町, 栗山町, 月形町, 新篠津村
direct 伊達市(1289/2057) t/day → receive from: ニセコ町, 真狩村, 留寿都村, 喜茂別町, 京極町, 俱知安町, 伊達市, 豊浦町, 壮瞥町, 洞爺湖町
indirect 伊達市(768/2057) t/day → receive from: 中継施設＝ 長万部町(36215) → receive from: 島牧村, 寿都町, 黒松内町, 蘭越町, 八雲町, 長万部町, 今金町, せたな町
乙部町(18155) → receive from: 松前町, 江差町, 上ノ国町, 厚沢部町, 乙部町
函館市(133081) → receive from: 函館市
北斗市(92733) → receive from: 北斗市, 福島町, 知内町, 木古内町, 七飯町, 鹿部町, 森町
direct 上川町(68/1590) t/day → receive from: 当麻町, 比布町, 愛別町, 上川町, 遠別町, 遠軽町, 滝上町, 西興部村
indirect 上川町(1521/1590) t/day → receive from: 中継施設＝ 雨竜町(77390) → receive from: 芦別市, 赤平市, 滝川市, 砂川市, 歌志内市, 深川市, 上砂川町, 浦臼町, 新十津川町, 妹背牛町, 秩父別町, 雨竜町, 北竜町, 沼田町, 留萌市, 増毛町, 小平町
稚内市(59444) → receive from: 天塩町, 稚内市, 猿払村, 豊富町, 幌延町
旭川市(190081) → receive from: 旭川市, 富良野市, 鷹栖町, 東神楽町, 東川町, 美瑛町, 上富良野町, 中富良野町, 幌加内町
士別市(40227) → receive from: 士別市, 名寄市, 和寒町, 剣淵町, 下川町, 美深町, 苫前町, 羽幌町, 初山別村
枝幸町(17336) → receive from: 音威子府村, 中川町, 浜頓別町, 中頓別町, 枝幸町
北見市(149569) → receive from: 北見市, 網走市, 美幌町, 津別町, 小清水町, 訓子府町, 置戸町, 佐呂間町, 大空町, 陸別町
紋別市(21263) → receive from: 紋別市, 湧別町, 興部町, 雄武町
direct 帯広市(871/895) t/day → receive from: 南富良野町, 占冠村, 帯広市, 音更町, 士幌町, 上士幌町, 鹿追町, 新得町, 清水町, 芽室町, 中札内村, 更別村, 幕別町, 池田町, 豊頃町, 本別町, 足寄町, 浦幌町
indirect 帯広市(24/895) t/day → receive from: 中継施設＝ 大樹町(8816) → receive from: 大樹町, 広尾町
direct 様似町(37/37) t/day → receive from: 浦河町, 様似町, えりも町

----------------------  遺伝情報  ----------------------

個体数＝1400
世代数＝100
0: neval=1400{'avg': inf, 'max': inf, 'min': -3860467.816037648} best=-3860467.816037648
1: neval=1084{'avg': inf, 'max': inf, 'min': -3860467.816037648} best=-3860467.816037648
2: neval=1089{'avg': inf, 'max': inf, 'min': -3864547.6363090044} best=-3864547.6363090044
3: neval=1127{'avg': inf, 'max': inf, 'min': -3864547.6363090044} best=-3864547.6363090044
4: neval=1100{'avg': inf, 'max': inf, 'min': -3913172.441139591} best=-3913172.441139591
5: neval=1091{'avg': inf, 'max': inf, 'min': -3913172.441139591} best=-3913172.441139591
6: neval=1069{'avg': inf, 'max': inf, 'min': -3911267.4906479255} best=-3913172.441139591
7: neval=1101{'avg': inf, 'max': inf, 'min': -3911443.095734808} best=-3913172.441139591
8: neval=1118{'avg': inf, 'max': inf, 'min': -3942528.2047431716} best=-3942528.2047431716
9: neval=1130{'avg': inf, 'max': inf, 'min': -3987081.3173424006} best=-3987081.3173424006
10: neval=1102{'avg': inf, 'max': inf, 'min': -4034956.540309177} best=-4034956.540309177
11: neval=1087{'avg': inf, 'max': inf, 'min': -4034956.540309177} best=-4034956.540309177
12: neval=1090{'avg': inf, 'max': inf, 'min': -4051525.975879948} best=-4051525.975879948
13: neval=1108{'avg': inf, 'max': inf, 'min': -4061533.077634944} best=-4061533.077634944
14: neval=1066{'avg': inf, 'max': inf, 'min': -4085185.536734146} best=-4085185.536734146
15: neval=1094{'avg': inf, 'max': inf, 'min': -4099927.905558766} best=-4099927.905558766
16: neval=1097{'avg': inf, 'max': inf, 'min': -4081702.9758177814} best=-4099927.905558766
17: neval=1126{'avg': inf, 'max': inf, 'min': -4133140.808683045} best=-4133140.808683045
18: neval=1099{'avg': inf, 'max': inf, 'min': -4129908.283847719} best=-4133140.808683045
19: neval=1080{'avg': -3987803.133941769, 'max': -1966079.9926320072, 'min': -4139128.072588891} best=-4139128.072588891
20: neval=1096{'avg': -4007955.405637658, 'max': -2073116.9003877447, 'min': -4150220.0296296915} best=-4150220.0296296915
21: neval=1091{'avg': -4026461.258586472, 'max': -1081382.4891558741, 'min': -4197370.349700568} best=-4197370.349700568
22: neval=1113{'avg': -4042798.778107561, 'max': -1696976.5249420938, 'min': -4197370.349700568} best=-4197370.349700568
23: neval=1083{'avg': -4065831.112846899, 'max': -2386920.828338091, 'min': -4216266.400251694} best=-4216266.400251694
24: neval=1099{'avg': -4076674.513322038, 'max': -927049.4296197153, 'min': -4197370.349700568} best=-4216266.400251694
25: neval=1092{'avg': -4094175.773417876, 'max': -2287089.7398685003, 'min': -4200325.9940924775} best=-4216266.400251694
26: neval=1105{'avg': -4112857.8404360963, 'max': -2817404.1341426815, 'min': -4215343.493034563} best=-4216266.400251694
27: neval=1052{'avg': inf, 'max': inf, 'min': -4221109.414773362} best=-4221109.414773362
28: neval=1114{'avg': -4136103.7763719563, 'max': -2511560.4018388535, 'min': -4225064.805968702} best=-4225064.805968702
29: neval=1120{'avg': -4162026.0785335726, 'max': -3272703.3591634976, 'min': -4225064.805968702} best=-4225064.805968702
30: neval=1104{'avg': -4171954.5440007714, 'max': -2433558.6259080158, 'min': -4230019.901992435} best=-4230019.901992435
31: neval=1118{'avg': -4185153.399737234, 'max': -2067379.0220039026, 'min': -4230019.901992435} best=-4230019.901992435
32: neval=1131{'avg': -4196885.591108851, 'max': -1894364.786508932, 'min': -4245611.546631598} best=-4245611.546631598
33: neval=1096{'avg': -4204461.250062072, 'max': -2837599.37108444, 'min': -4245611.546631598} best=-4245611.546631598
34: neval=1093{'avg': -4215009.4854220245, 'max': -3521753.842806716, 'min': -4252766.624341177} best=-4252766.624341177
35: neval=1128{'avg': -4217182.433370682, 'max': -2933508.436508645, 'min': -4252766.624341177} best=-4252766.624341177
36: neval=1080{'avg': -4225959.291815139, 'max': -2615630.0925244023, 'min': -4254720.335138565} best=-4254720.335138565
37: neval=1129{'avg': -4233007.376837131, 'max': -2825559.6018175655, 'min': -4263661.228361188} best=-4263661.228361188
38: neval=1107{'avg': -4240023.4633574365, 'max': -3571985.277936351, 'min': -4262512.889870318} best=-4263661.228361188
39: neval=1107{'avg': -4246018.608532319, 'max': -2642415.3490824234, 'min': -4263242.825167731} best=-4263661.228361188
40: neval=1112{'avg': -4250794.5345999105, 'max': -3416607.5095509496, 'min': -4270070.188187534} best=-4270070.188187534
41: neval=1094{'avg': -4252317.790973733, 'max': -2993076.548744437, 'min': -4272222.440547156} best=-4272222.440547156
42: neval=1139{'avg': -4259899.264204319, 'max': -3695678.9919244004, 'min': -4274820.532385067} best=-4274820.532385067
43: neval=1109{'avg': -4257562.394676199, 'max': -2034743.1718647701, 'min': -4276016.41870412} best=-4276016.41870412
44: neval=1095{'avg': -4263044.094732843, 'max': -3196097.059089873, 'min': -4277675.414367619} best=-4277675.414367619
45: neval=1085{'avg': -4267687.142525746, 'max': -3490699.957155447, 'min': -4277675.414367619} best=-4277675.414367619
46: neval=1083{'avg': -4267232.104550604, 'max': -2611835.019148301, 'min': -4279576.843298931} best=-4279576.843298931
47: neval=1089{'avg': -4268394.3539310265, 'max': -2897823.460980655, 'min': -4279576.843298931} best=-4279576.843298931
48: neval=1108{'avg': -4272610.696039378, 'max': -2765102.6725188694, 'min': -4279745.586622177} best=-4279745.586622177
49: neval=1107{'avg': -4272460.017452581, 'max': -3267617.243023504, 'min': -4279814.843228323} best=-4279814.843228323
50: neval=1118{'avg': -4273386.089970923, 'max': -2937301.627367986, 'min': -4281131.941022828} best=-4281131.941022828
51: neval=1108{'avg': -4272378.275514736, 'max': -2850209.524786727, 'min': -4281294.164949531} best=-4281294.164949531
52: neval=1096{'avg': -4275851.9949185485, 'max': -3312198.484940158, 'min': -4282079.769400715} best=-4282079.769400715
53: neval=1119{'avg': -4276353.986689853, 'max': -3304867.0882316832, 'min': -4282550.045370459} best=-4282550.045370459
54: neval=1119{'avg': -4275992.54148142, 'max': -2856679.4023571922, 'min': -4284004.705251125} best=-4284004.705251125
55: neval=1092{'avg': -4275896.784063574, 'max': -2891284.6038270583, 'min': -4283219.100799941} best=-4284004.705251125
56: neval=1130{'avg': -4276705.298802817, 'max': -3497424.5214459943, 'min': -4284004.705251125} best=-4284004.705251125
57: neval=1118{'avg': -4275616.573705231, 'max': -2762799.1437441213, 'min': -4284004.705251125} best=-4284004.705251125
58: neval=1114{'avg': -4280114.448457318, 'max': -3612201.2477637194, 'min': -4284004.705251125} best=-4284004.705251125
59: neval=1061{'avg': -4279144.471550376, 'max': -2825325.707339517, 'min': -4284004.705251125} best=-4284004.705251125
60: neval=1064{'avg': -4280760.815071037, 'max': -2706260.5074023195, 'min': -4284004.705251125} best=-4284004.705251125
61: neval=1075{'avg': -4279831.461311252, 'max': -3288159.4328485443, 'min': -4284004.705251125} best=-4284004.705251125
62: neval=1074{'avg': -4279047.171912615, 'max': -2976320.1233810466, 'min': -4284004.705251125} best=-4284004.705251125
63: neval=1088{'avg': -4280675.7884105025, 'max': -3044116.0908240257, 'min': -4284004.705251125} best=-4284004.705251125
64: neval=1083{'avg': -4280186.33887555, 'max': -3209630.169014253, 'min': -4284004.705251125} best=-4284004.705251125
65: neval=1136{'avg': -4279241.426436788, 'max': -2906591.562355389, 'min': -4284004.705251125} best=-4284004.705251125
66: neval=1097{'avg': -4282088.488100541, 'max': -3887208.5030599656, 'min': -4284004.705251125} best=-4284004.705251125
67: neval=1131{'avg': -4276007.420069542, 'max': -2793272.45985843, 'min': -4284004.705251125} best=-4284004.705251125
68: neval=1111{'avg': -4282329.597589869, 'max': -3880932.7565800585, 'min': -4284004.705251125} best=-4284004.705251125
69: neval=1102{'avg': -4280459.800939886, 'max': -3649758.8663288695, 'min': -4284004.705251125} best=-4284004.705251125
70: neval=1087{'avg': -4280962.9807863915, 'max': -3605023.511657775, 'min': -4284004.705251125} best=-4284004.705251125
71: neval=1135{'avg': -4281133.457240688, 'max': -2901916.295658215, 'min': -4284004.705251125} best=-4284004.705251125
72: neval=1118{'avg': -4282111.111882316, 'max': -3716573.741480261, 'min': -4284004.705251125} best=-4284004.705251125
73: neval=1105{'avg': -4280557.028099676, 'max': -3000646.892893049, 'min': -4284004.705251125} best=-4284004.705251125
74: neval=1098{'avg': -4281599.050166912, 'max': -3688816.800730815, 'min': -4284004.705251125} best=-4284004.705251125
75: neval=1097{'avg': -4278525.862462446, 'max': -2837112.3304509846, 'min': -4284004.705251125} best=-4284004.705251125
76: neval=1088{'avg': -4280213.719280959, 'max': -3088980.0101555623, 'min': -4284004.705251125} best=-4284004.705251125
77: neval=1068{'avg': -4280109.819702737, 'max': -3484745.2777225785, 'min': -4284004.705251125} best=-4284004.705251125
78: neval=1092{'avg': -4282263.278437477, 'max': -3462950.89621657, 'min': -4284004.705251125} best=-4284004.705251125
