局----------------------  実行情報  ----------------------
実行時間＝3921秒
個体数＝1250
合計世代数＝100
===============================
Total cost: -4273950.4190020785
===============================
------------------------  前提  ------------------------

waste=sanpai

ごみ量35位以内：
苫小牧市 (2039382), 釧路市 (1177668), 札幌市 (728360), 室蘭市 (677679), 登別市 (430316), 伊達市 (334124), 帯広市 (182218), 旭川市 (138210), 函館市 (133081), 釧路町 (121597), 白老町 (99038), 北見市 (91496), 小樽市 (91037), 千歳市 (69923), 江別市 (64214), 安平町 (60328), 洞爺湖町 (54767), 厚岸町 (49048), 岩見沢市 (47176), 稚内市 (46228), 音更町 (44302), 標茶町 (43861), むかわ町 (42881), 厚真町 (42445), 北斗市 (42381), 弟子屈町 (39869), 恵庭市 (36267), 豊浦町 (36146), 中標津町 (35109), 浜中町 (33093), 北広島市 (30922), 七飯町 (30521), 網走市 (28124), 幕別町 (26726), 石狩市 (26551)

焼却施設数: 9
中継施設数: 16

輸送単価＝ 4.8 円/t/km
--------------------  GAPlot_input  --------------------

waste_name ='sanpai'
unit ='t/year'

inc_size= [2266181, 1602881, 1107995, 889096, 750794, 687661, 545465, 14517, 3702]
inc_facility = ['苫小牧市', '釧路市', '室蘭市', '札幌市', '伊達市', '長沼町', '帯広市', '広尾町', '夕張市']
inc_blocks = [['夕張市', '占冠村'], ['岩見沢市', '美唄市', '三笠市', '南幌町', '由仁町', '長沼町', '栗山町', '江別市', '千歳市', '恵庭市', '北広島市', '新篠津村', '安平町', '初山別村'], ['月形町', '札幌市', '石狩市', '当別町'], ['室蘭市'], ['苫小牧市', '白老町', '厚真町', 'むかわ町', '日高町', '平取町'], ['島牧村', '寿都町', '黒松内町', '蘭越町', 'ニセコ町', '真狩村', '留寿都村', '喜茂別町', '京極町', '俱知安町', '伊達市', '豊浦町', '壮瞥町', '洞爺湖町', '長万部町'], ['帯広市', '音更町', '士幌町', '上士幌町', '鹿追町', '新得町', '清水町', '芽室町', '中札内村', '更別村', '幕別町', '池田町', '豊頃町', '本別町', '足寄町', '浦幌町'], ['様似町', 'えりも町', '大樹町', '広尾町'], ['釧路市', '釧路町', '鶴居村', '白糠町']]

trans_size=[430316, 218943, 197518, 146278, 125721, 87021, 85606, 82141, 70429, 67203, 49559, 35437, 31977, 30328, 24477, 16239]
trans_facility = ['登別市', '函館市', '旭川市', '訓子府町', '小樽市', '標茶町', '滝川市', '厚岸町', '中標津町', '稚内市', '八雲町', '西興部村', '紋別市', '新ひだか町', '根室市', '南富良野町']
trans_blocks = [['芦別市', '赤平市', '滝川市', '砂川市', '歌志内市', '深川市', '奈井江町', '上砂川町', '浦臼町', '新十津川町', '妹背牛町', '秩父別町', '雨竜町', '北竜町', '沼田町', '留萌市', '増毛町', '小平町', '苫前町', '羽幌町'], ['小樽市', '共和町', '岩内町', '泊村', '神恵内村', '積丹町', '古平町', '仁木町', '余市町', '赤井川村'], ['登別市'], ['新冠町', '浦河町', '新ひだか町'], ['富良野市', '中富良野町', '南富良野町'], ['森町', '八雲町', '江差町', '上ノ国町', '厚沢部町', '乙部町', '今金町', 'せたな町'], ['紋別市', '遠軽町', '湧別町', '興部町'], ['旭川市', '士別市', '鷹栖町', '東神楽町', '当麻町', '比布町', '愛別町', '上川町', '東川町', '美瑛町', '上富良野町', '和寒町', '剣淵町', '幌加内町'], ['名寄市', '下川町', '美深町', '音威子府村', '枝幸町', '滝上町', '西興部村', '雄武町'], ['中川町', '遠別町', '天塩町', '稚内市', '猿払村', '浜頓別町', '中頓別町', '豊富町', '幌延町'], ['北見市', '網走市', '美幌町', '津別町', '訓子府町', '置戸町', '佐呂間町', '大空町', '陸別町'], ['函館市', '北斗市', '松前町', '福島町', '知内町', '木古内町', '七飯町', '鹿部町'], ['厚岸町', '浜中町'], ['小清水町', '標茶町', '弟子屈町'], ['根室市'], ['清里町', '斜里町', '別海町', '中標津町', '標津町', '羅臼町']]

arrows = [[['長沼町'], ['稚内市', '滝川市', '旭川市']], [['札幌市'], ['小樽市']], [['室蘭市'], ['登別市']], [['苫小牧市'], ['新ひだか町']], [['伊達市'], ['函館市', '八雲町']], [['帯広市'], ['西興部村', '南富良野町', '訓子府町', '紋別市']], [['釧路市'], ['根室市', '厚岸町', '中標津町', '標茶町']]]


---------------------  エネルギー情報  ---------------------
[183658.4600787083, 667523.8369003728, -5229039.531761982, 103906.81578082194]

EL_direct: {'苫小牧市': 46028.82151860417, '釧路市': 18366.688811791668, '室蘭市': 0.0, '札幌市': 5346.417496604167, '伊達市': 30903.085096000003, '長沼町': 56925.709764625004, '帯広市': 22126.97849347917, '広尾町': 3583.4873005208337, '夕張市': 377.27159708333335}
ED_inc: {'苫小牧市': -1537450.7877391311, '釧路市': -1087446.526161011, '室蘭市': -751699.7916587504, '札幌市': -603191.6010132071, '伊達市': -509363.0326658874, '長沼町': -466531.5551350394, '帯広市': -307173.37288932817, '広尾町': 24447.85447773504, '夕張市': 9369.281022638073}

EL_indirect: {'登別市': 22552.445014112, '函館市': 129839.34471353951, '旭川市': 85581.1403400265, '訓子府町': 92955.66415949234, '小樽市': 24968.969471381006, '標茶町': 22380.9423789965, '滝川市': 38693.1252891105, '厚岸町': 20735.049800569, '中標津町': 30115.285485220003, '稚内市': 73478.88184311568, '八雲町': 30768.398002736336, '西興部村': 40633.50597258983, '紋別市': 26623.158810642337, '新ひだか町': 10445.051773745336, '根室市': 9062.761594848, '南富良野町': 8690.112250248001}
ED_trans: {'登別市': 26314.118136986304, '函館市': 13388.514410958904, '旭川市': 12078.360986301372, '訓子府町': 8944.99989041096, '小樽市': 7687.925260273973, '標茶町': 5321.393753424658, '滝川市': 5234.865534246575, '厚岸町': 5022.978410958904, '中標津町': 4306.781589041097, '稚内市': 4109.509479452055, '八雲町': 3030.566794520548, '西興部村': 2166.996821917808, '紋別市': 1955.415452054795, '新ひだか町': 1854.57797260274, '根室市': 1496.7853150684934, '南富良野町': 993.0259726027397}

----------------------  輸送情報  ----------------------

direct 苫小牧市(6126/6209) t/day → receive from: 苫小牧市, 白老町, 厚真町, むかわ町, 日高町, 平取町
indirect 苫小牧市(83/6209) t/day → receive from: 中継施設＝ 新ひだか町(30328) → receive from: 新冠町, 浦河町, 新ひだか町
direct 釧路市(3668/4391) t/day → receive from: 釧路市, 釧路町, 鶴居村, 白糠町
indirect 釧路市(723/4391) t/day → receive from: 中継施設＝ 根室市(24477) → receive from: 根室市
厚岸町(82141) → receive from: 厚岸町, 浜中町
中標津町(70429) → receive from: 清里町, 斜里町, 別海町, 中標津町, 標津町, 羅臼町
標茶町(87021) → receive from: 小清水町, 標茶町, 弟子屈町
direct 室蘭市(1857/3036) t/day → receive from: 室蘭市
indirect 室蘭市(1179/3036) t/day → receive from: 中継施設＝ 登別市(430316) → receive from: 登別市
direct 札幌市(2091/2436) t/day → receive from: 月形町, 札幌市, 石狩市, 当別町
indirect 札幌市(344/2436) t/day → receive from: 中継施設＝ 小樽市(125721) → receive from: 小樽市, 共和町, 岩内町, 泊村, 神恵内村, 積丹町, 古平町, 仁木町, 余市町, 赤井川村
direct 伊達市(1321/2057) t/day → receive from: 島牧村, 寿都町, 黒松内町, 蘭越町, ニセコ町, 真狩村, 留寿都村, 喜茂別町, 京極町, 俱知安町, 伊達市, 豊浦町, 壮瞥町, 洞爺湖町, 長万部町
indirect 伊達市(736/2057) t/day → receive from: 中継施設＝ 函館市(218943) → receive from: 函館市, 北斗市, 松前町, 福島町, 知内町, 木古内町, 七飯町, 鹿部町
八雲町(49559) → receive from: 森町, 八雲町, 江差町, 上ノ国町, 厚沢部町, 乙部町, 今金町, せたな町
direct 長沼町(924/1884) t/day → receive from: 岩見沢市, 美唄市, 三笠市, 南幌町, 由仁町, 長沼町, 栗山町, 江別市, 千歳市, 恵庭市, 北広島市, 新篠津村, 安平町, 初山別村
indirect 長沼町(960/1884) t/day → receive from: 中継施設＝ 稚内市(67203) → receive from: 中川町, 遠別町, 天塩町, 稚内市, 猿払村, 浜頓別町, 中頓別町, 豊富町, 幌延町
滝川市(85606) → receive from: 芦別市, 赤平市, 滝川市, 砂川市, 歌志内市, 深川市, 奈井江町, 上砂川町, 浦臼町, 新十津川町, 妹背牛町, 秩父別町, 雨竜町, 北竜町, 沼田町, 留萌市, 増毛町, 小平町, 苫前町, 羽幌町
旭川市(197518) → receive from: 旭川市, 士別市, 鷹栖町, 東神楽町, 当麻町, 比布町, 愛別町, 上川町, 東川町, 美瑛町, 上富良野町, 和寒町, 剣淵町, 幌加内町
direct 帯広市(864/1494) t/day → receive from: 帯広市, 音更町, 士幌町, 上士幌町, 鹿追町, 新得町, 清水町, 芽室町, 中札内村, 更別村, 幕別町, 池田町, 豊頃町, 本別町, 足寄町, 浦幌町
indirect 帯広市(630/1494) t/day → receive from: 中継施設＝ 西興部村(35437) → receive from: 名寄市, 下川町, 美深町, 音威子府村, 枝幸町, 滝上町, 西興部村, 雄武町
南富良野町(16239) → receive from: 富良野市, 中富良野町, 南富良野町
訓子府町(146278) → receive from: 北見市, 網走市, 美幌町, 津別町, 訓子府町, 置戸町, 佐呂間町, 大空町, 陸別町
紋別市(31977) → receive from: 紋別市, 遠軽町, 湧別町, 興部町
direct 広尾町(40/40) t/day → receive from: 様似町, えりも町, 大樹町, 広尾町
direct 夕張市(10/10) t/day → receive from: 夕張市, 占冠村

----------------------  遺伝情報  ----------------------

個体数＝1250
世代数＝100
0: neval=1250{'avg': inf, 'max': inf, 'min': -3907406.452864898} best=-3907406.452864898
1: neval=987{'avg': inf, 'max': inf, 'min': -3770106.7933161324} best=-3907406.452864898
2: neval=963{'avg': inf, 'max': inf, 'min': -3782459.9811036186} best=-3907406.452864898
3: neval=973{'avg': inf, 'max': inf, 'min': -3813838.3487673774} best=-3907406.452864898
4: neval=970{'avg': inf, 'max': inf, 'min': -3834877.0788418655} best=-3907406.452864898
5: neval=975{'avg': inf, 'max': inf, 'min': -3834877.0788418655} best=-3907406.452864898
6: neval=978{'avg': inf, 'max': inf, 'min': -3943804.8164750277} best=-3943804.8164750277
7: neval=960{'avg': inf, 'max': inf, 'min': -3959723.9777913466} best=-3959723.9777913466
8: neval=1005{'avg': inf, 'max': inf, 'min': -3959723.9777913466} best=-3959723.9777913466
9: neval=1009{'avg': inf, 'max': inf, 'min': -4038612.4525077827} best=-4038612.4525077827
10: neval=968{'avg': inf, 'max': inf, 'min': -4025231.285180746} best=-4038612.4525077827
11: neval=1004{'avg': inf, 'max': inf, 'min': -4038905.9280747664} best=-4038905.9280747664
12: neval=1020{'avg': inf, 'max': inf, 'min': -4038905.9280747664} best=-4038905.9280747664
13: neval=988{'avg': inf, 'max': inf, 'min': -4078916.4775631074} best=-4078916.4775631074
14: neval=999{'avg': inf, 'max': inf, 'min': -4046425.035889716} best=-4078916.4775631074
15: neval=1005{'avg': inf, 'max': inf, 'min': -4052278.038912282} best=-4078916.4775631074
16: neval=971{'avg': inf, 'max': inf, 'min': -4055294.1533472077} best=-4078916.4775631074
17: neval=996{'avg': inf, 'max': inf, 'min': -4067744.0670730495} best=-4078916.4775631074
18: neval=1015{'avg': -3926735.705872096, 'max': -2241276.5660885028, 'min': -4094523.8972050045} best=-4094523.8972050045
19: neval=988{'avg': -3955300.73914762, 'max': -2856307.4612270375, 'min': -4102769.8057193127} best=-4102769.8057193127
20: neval=974{'avg': -3978962.530866178, 'max': -2209354.191250755, 'min': -4111593.8926864155} best=-4111593.8926864155
21: neval=978{'avg': -3990048.964752954, 'max': -2067120.1626446804, 'min': -4111593.8926864155} best=-4111593.8926864155
22: neval=973{'avg': -4017873.2597205443, 'max': -2562362.4839942753, 'min': -4113702.8411480086} best=-4113702.8411480086
23: neval=978{'avg': -4041048.9753516084, 'max': -2899900.6766643743, 'min': -4128609.484911789} best=-4128609.484911789
24: neval=1017{'avg': -4055766.47948618, 'max': -2831607.0053228606, 'min': -4165196.1912180963} best=-4165196.1912180963
25: neval=982{'avg': -4078970.0058085066, 'max': -3327487.3505301718, 'min': -4165196.1912180963} best=-4165196.1912180963
26: neval=1003{'avg': -4085958.129389711, 'max': -2627966.6235334855, 'min': -4169980.3045383855} best=-4169980.3045383855
27: neval=960{'avg': -4103659.9037045096, 'max': -3031724.683259439, 'min': -4153653.3782169553} best=-4169980.3045383855
28: neval=1028{'avg': -4116396.9277140517, 'max': -3415411.084867499, 'min': -4172631.5093112485} best=-4172631.5093112485
29: neval=965{'avg': -4126435.085071396, 'max': -3654082.1423357776, 'min': -4172631.5093112485} best=-4172631.5093112485
30: neval=969{'avg': -4134475.3712743735, 'max': -3686504.5842277207, 'min': -4172631.5093112485} best=-4172631.5093112485
31: neval=1004{'avg': -4142089.716171555, 'max': -3359463.624611467, 'min': -4173624.427550306} best=-4173624.427550306
32: neval=993{'avg': -4148671.701209809, 'max': -2751378.635937525, 'min': -4174482.057164998} best=-4174482.057164998
33: neval=964{'avg': -4149691.494402977, 'max': -2343570.640573502, 'min': -4180371.476973303} best=-4180371.476973303
34: neval=1009{'avg': -4158889.0391815873, 'max': -2809721.3402695837, 'min': -4180615.985490578} best=-4180615.985490578
35: neval=994{'avg': -4162319.846651738, 'max': -2846295.9684071303, 'min': -4185194.771084325} best=-4185194.771084325
36: neval=1004{'avg': -4167735.319810402, 'max': -3259684.9232975366, 'min': -4190519.374950262} best=-4190519.374950262
37: neval=980{'avg': -4173692.0930655426, 'max': -3637999.386059169, 'min': -4190519.374950262} best=-4190519.374950262
38: neval=994{'avg': -4176045.120426386, 'max': -3528020.854317284, 'min': -4192674.6064320914} best=-4192674.6064320914
39: neval=983{'avg': -4178909.7109223343, 'max': -3463734.447897274, 'min': -4194533.374454589} best=-4194533.374454589
40: neval=1005{'avg': -4180981.315054628, 'max': -3147995.7613946083, 'min': -4196560.932503343} best=-4196560.932503343
41: neval=996{'avg': -4182967.597291291, 'max': -3084388.0574896974, 'min': -4197074.967851185} best=-4197074.967851185
42: neval=978{'avg': -4188455.1559040803, 'max': -3653312.1877867905, 'min': -4199280.93696802} best=-4199280.93696802
43: neval=977{'avg': -4188503.8572473563, 'max': -2970676.019267446, 'min': -4200160.219241424} best=-4200160.219241424
44: neval=1033{'avg': -4192835.889196936, 'max': -3642376.235957015, 'min': -4201187.20547123} best=-4201187.20547123
45: neval=972{'avg': -4192415.7329786103, 'max': -2536839.7786283563, 'min': -4201729.097895686} best=-4201729.097895686
46: neval=989{'avg': -4196462.964913028, 'max': -3478476.81208522, 'min': -4203030.006205576} best=-4203030.006205576
47: neval=971{'avg': -4196145.398469997, 'max': -3304312.3850676757, 'min': -4203545.496443628} best=-4203545.496443628
48: neval=974{'avg': -4196440.614369435, 'max': -2761431.136758062, 'min': -4203545.496443628} best=-4203545.496443628
49: neval=1000{'avg': -4197967.288258983, 'max': -3510662.8373238724, 'min': -4203831.819641208} best=-4203831.819641208
50: neval=972{'avg': -4196285.381509733, 'max': -2728474.8088193513, 'min': -4204310.154606419} best=-4204310.154606419
51: neval=984{'avg': -4196288.939116251, 'max': -2680198.959488593, 'min': -4204310.154606419} best=-4204310.154606419
52: neval=1014{'avg': -4200094.324817313, 'max': -2953109.0868749544, 'min': -4204617.4240923915} best=-4204617.4240923915
53: neval=975{'avg': -4198483.04197723, 'max': -3040294.6038619513, 'min': -4227083.709798065} best=-4227083.709798065
54: neval=995{'avg': -4203137.923676081, 'max': -3764091.215364931, 'min': -4227083.709798065} best=-4227083.709798065
55: neval=1004{'avg': -4200783.352041919, 'max': -3268920.259251602, 'min': -4241868.860384949} best=-4241868.860384949
56: neval=995{'avg': -4198952.26487119, 'max': -3004791.901590151, 'min': -4241868.860384949} best=-4241868.860384949
57: neval=988{'avg': -4204029.840627671, 'max': -3680965.513619945, 'min': -4241868.860384949} best=-4241868.860384949
58: neval=1001{'avg': -4204165.920778554, 'max': -3146086.8729247814, 'min': -4241868.860384949} best=-4241868.860384949
59: neval=980{'avg': -4210239.31266202, 'max': -3473688.812239129, 'min': -4244303.837988244} best=-4244303.837988244
60: neval=1002{'avg': -4216033.483094374, 'max': -3568177.2857900653, 'min': -4242208.3663770985} best=-4244303.837988244
61: neval=970{'avg': -4224255.134988555, 'max': -2940735.748655867, 'min': -4244303.837988244} best=-4244303.837988244
62: neval=968{'avg': -4233283.534579776, 'max': -3027358.8552988074, 'min': -4244303.837988244} best=-4244303.837988244
63: neval=1009{'avg': -4237262.74588533, 'max': -3320174.9740308593, 'min': -4244303.837988244} best=-4244303.837988244
64: neval=977{'avg': -4239253.97291277, 'max': -2823962.540689003, 'min': -4244303.837988244} best=-4244303.837988244
65: neval=1005{'avg': -4239424.487753241, 'max': -3121016.9590020515, 'min': -4244303.837988244} best=-4244303.837988244
66: neval=973{'avg': -4239268.245071781, 'max': -3630660.6589996875, 'min': -4244303.837988244} best=-4244303.837988244
67: neval=1002{'avg': -4238032.873351525, 'max': -3308156.6340549723, 'min': -4244303.837988244} best=-4244303.837988244
68: neval=992{'avg': -4240715.989458971, 'max': -3296265.19110769, 'min': -4244303.837988244} best=-4244303.837988244
69: neval=985{'avg': -4241232.263766624, 'max': -3636866.471706222, 'min': -4244303.837988244} best=-4244303.837988244
70: neval=981{'avg': -4243241.2376830755, 'max': -3836633.0817900226, 'min': -4244303.837988244} best=-4244303.837988244
71: neval=965{'avg': -4242478.706351978, 'max': -3659768.1473535276, 'min': -4244303.837988244} best=-4244303.837988244
72: neval=968{'avg': -4242113.238396073, 'max': -3735837.1455603885, 'min': -4244303.837988244} best=-4244303.837988244
73: neval=1014{'avg': -4240960.3312551975, 'max': -3472757.4858746757, 'min': -4244303.837988244} best=-4244303.837988244
74: neval=979{'avg': -4237395.408688687, 'max': -3019666.1105990466, 'min': -4244303.837988244} best=-4244303.837988244
75: neval=973{'avg': -4239386.078889231, 'max': -3553613.355922979, 'min': -4244303.837988244} best=-4244303.837988244
76: neval=989{'avg': -4239396.413027767, 'max': -3624251.8876927546, 'min': -4244303.837988244} best=-4244303.837988244
77: neval=965{'avg': -4237429.996583351, 'max': -3345665.5669973614, 'min': -4244356.300313633} best=-4244356.300313633
78: neval=984{'avg': -4240075.056758016, 'max': -3380942.135555762, 'min': -4244356.300313633} best=-4244356.300313633
79: neval=949{'avg': -4240552.891595255, 'max': -3419338.156081709, 'min': -4244356.300313633} best=-4244356.300313633
