
実行時間＝1770秒
個体数＝850
合計世代数＝476
------------------------  前提  ------------------------

waste=kanen

ごみ量27位以内：
札幌市 (349353), 函館市 (66649), 旭川市 (64890), 苫小牧市 (42288), 釧路市 (38335), 帯広市 (35291), 千歳市 (25770), 小樽市 (25049), 江別市 (24906), 北見市 (20809), 室蘭市 (20448), 岩見沢市 (12638), 登別市 (11426), 北広島市 (10822), 石狩市 (9341), 音更町 (7531), 稚内市 (7127), 恵庭市 (6987), 伊達市 (6907), 網走市 (6299), 滝川市 (5831), 北斗市 (5150), 七飯町 (5008), 中標津町 (4837), 根室市 (4736), 幕別町 (4414), 新ひだか町 (4277)

焼却施設数: 2
中継施設数: 15

輸送単価＝ 300 円/t/km

---------------------  コスト情報  ---------------------

TC_direct: {'札幌市': 768162.1849799999, '本別町': 277542.3851099999}
IC_inc: {'札幌市': 270360.2544321212, '本別町': 71570.38173100614}
OC_inc: {'札幌市': 113205.21666628242, '本別町': 48294.376820328966}

TC_indirect: {'函館市': 124057.91593799999, '中標津町': 44556.898878, '平取町': 29755.491581999995, '稚内市': 14982.067194, '七飯町': 14877.498270000002, '乙部町': 23131.241454, '紋別市': 12062.066741999999, '西興部村': 20936.277839999995, '北斗市': 12098.11659, '根室市': 5553.48096, '浜中町': 3051.413652, '枝幸町': 3393.304344, '松前町': 2345.634594, '豊富町': 3373.2173940000007, '厚沢部町': 934.301592}
IC_trans: {'函館市': 5938.345189785825, '中標津町': 1839.7491963079135, '平取町': 1372.6927191191817, '稚内市': 897.2400304860291, '七飯町': 881.8343087757477, '乙部町': 872.2848385172096, '紋別市': 840.2580323530638, '西興部村': 827.041718377694, '北斗市': 768.7255939423317, '根室市': 618.6556657255417, '浜中町': 297.2206940854584, '枝幸町': 270.74177099033403, '松前町': 169.12907683000452, '豊富町': 144.64537789283145, '厚沢部町': 106.88707993966943}
OC_trans: {'函館市': 404387.9082138076, '中標津町': 106218.67525243359, '平取町': 75063.82306058548, '稚内市': 46021.138262751905, '七飯町': 45310.446924331256, '乙部町': 44603.83517468121, '紋別市': 43181.7491122391, '西興部村': 42472.675536463255, '北斗市': 38232.93466409225, '根室市': 29733.125142938956, '浜中町': 12735.685593485297, '枝幸町': 12020.844123917415, '松前町': 7067.034779957594, '豊富町': 6355.006738143883, '厚沢部町': 4937.421803154431}

=============================
Total cost: 2798431.482439851
=============================

----------------------  輸送情報  ----------------------

direct 札幌市(1814/2113) t/day → receive from: 夕張市, 岩見沢市, 美唄市, 芦別市, 赤平市, 三笠市, 滝川市, 砂川市, 歌志内市, 深川市, 南幌町, 奈井江町, 上砂川町, 由仁町, 長沼町, 栗山町, 月形町, 浦臼町, 新十津川町, 妹背牛町, 秩父別町, 雨竜町, 北竜町, 沼田町, 札幌市, 江別市, 千歳市, 恵庭市, 北広島市, 石狩市, 当別町, 新篠津村, 小樽市, 島牧村, 寿都町, 黒松内町, 蘭越町, ニセコ町, 真狩村, 留寿都村, 喜茂別町, 京極町, 俱知安町, 共和町, 岩内町, 泊村, 神恵内村, 積丹町, 古平町, 仁木町, 余市町, 赤井川村, 室蘭市, 苫小牧市, 登別市, 伊達市, 豊浦町, 壮瞥町, 白老町, 洞爺湖町, 安平町, 長万部町, 旭川市, 富良野市, 鷹栖町, 東神楽町, 当麻町, 比布町, 東川町, 美瑛町, 中富良野町, 幌加内町, 留萌市, 増毛町, 小平町
indirect 札幌市(299/2113) t/day → receive from: 中継施設＝ 平取町(12281) → receive from: 厚真町, むかわ町, 日高町, 平取町, 新冠町, 浦河町, 様似町, えりも町, 新ひだか町, 上富良野町, 占冠村
                                                    　　　函館市(66649) → receive from: 函館市
                                                    　　　北斗市(6155) → receive from: 北斗市, 知内町, 木古内町
                                                    　　　松前町(953) → receive from: 松前町, 福島町
                                                    　　　七飯町(7257) → receive from: 七飯町, 鹿部町, 森町
                                                    　　　厚沢部町(532) → receive from: 厚沢部町
                                                    　　　乙部町(7163) → receive from: 八雲町, 江差町, 上ノ国町, 乙部町, 今金町, せたな町
                                                    　　　稚内市(7409) → receive from: 稚内市, 猿払村
                                                    　　　豊富町(782) → receive from: 中川町, 苫前町, 羽幌町, 初山別村, 遠別町, 天塩町, 豊富町, 幌延町
direct 本別町(358/465) t/day → receive from: 南富良野町, 北見市, 美幌町, 津別町, 斜里町, 訓子府町, 置戸町, 大空町, 帯広市, 音更町, 士幌町, 上士幌町, 鹿追町, 新得町, 清水町, 芽室町, 中札内村, 更別村, 大樹町, 広尾町, 幕別町, 池田町, 豊頃町, 本別町, 足寄町, 陸別町, 浦幌町, 釧路市, 釧路町, 鶴居村, 白糖町
indirect 本別町(108/465) t/day → receive from: 中継施設＝ 浜中町(1929) → receive from: 厚岸町, 浜中町
                                                    　　　根室市(4736) → receive from: 根室市
                                                    　　　中標津町(17326) → receive from: 網走市, 清里町, 小清水町, 標茶町, 弟子屈町, 別海町, 中標津町, 標津町, 羅臼町
                                                    　　　西興部村(6720) → receive from: 士別市, 名寄市, 愛別町, 上川町, 和寒町, 剣淵町, 下川町, 美深町, 滝上町, 西興部村, 雄武町
                                                    　　　枝幸町(1718) → receive from: 音威子府村, 浜頓別町, 中頓別町, 枝幸町
                                                    　　　紋別市(6849) → receive from: 紋別市, 佐呂間町, 遠軽町, 湧別町, 興部町

----------------------  遺伝情報  ----------------------

個体数＝850
世代数＝1000
0: neval=850{'avg': 5620781.618051379, 'max': 7472057.875323267, 'min': 3737315.422897375} best=3737315.422897375
1: neval=657{'avg': 4656872.009746084, 'max': 7234464.000236142, 'min': 3637237.931441891} best=3637237.931441891
2: neval=658{'avg': 4259864.452388369, 'max': 6236856.457698797, 'min': 3632706.329137721} best=3632706.329137721
3: neval=669{'avg': 4051552.993900448, 'max': 4669746.958310077, 'min': 3304211.8696295787} best=3304211.8696295787
4: neval=696{'avg': 3899753.9098380166, 'max': 4566678.006888758, 'min': 3282341.187342762} best=3282341.187342762
5: neval=648{'avg': 3733347.0398278483, 'max': 4295591.158783515, 'min': 3272602.820355852} best=3272602.820355852
6: neval=656{'avg': 3592584.628367071, 'max': 4618809.951466363, 'min': 3191828.358219744} best=3191828.358219744
7: neval=677{'avg': 3465677.3046639585, 'max': 4161627.0848393645, 'min': 3179802.7215139708} best=3179802.7215139708
8: neval=657{'avg': 3382078.0122898608, 'max': 3951445.5569058824, 'min': 3119466.8622675296} best=3119466.8622675296
9: neval=666{'avg': 3312902.9868823714, 'max': 4154010.764068567, 'min': 3091293.5352625134} best=3091293.5352625134
10: neval=667{'avg': 3252016.749069863, 'max': 3839237.578521183, 'min': 3035981.871736535} best=3035981.871736535
11: neval=678{'avg': 3211564.378671782, 'max': 3901180.491019523, 'min': 3030538.6369923134} best=3030538.6369923134
12: neval=659{'avg': 3165177.3763921787, 'max': 3832736.551606601, 'min': 3012175.4054313535} best=3012175.4054313535
13: neval=637{'avg': 3127237.1813344937, 'max': 3750175.7410476357, 'min': 3012175.4054313535} best=3012175.4054313535
14: neval=686{'avg': 3098380.2435489027, 'max': 3417265.8836081987, 'min': 2964190.2214008486} best=2964190.2214008486
15: neval=664{'avg': 3079096.9991831533, 'max': 3947776.689634862, 'min': 2973841.3672238127} best=2964190.2214008486
16: neval=657{'avg': 3056051.6599960956, 'max': 4106629.563465276, 'min': 2973841.3672238127} best=2964190.2214008486
17: neval=666{'avg': 3032558.5073680747, 'max': 3763279.67186818, 'min': 2966534.944786597} best=2964190.2214008486
18: neval=676{'avg': 3008416.715244107, 'max': 3818315.4925049767, 'min': 2962318.680948331} best=2962318.680948331
19: neval=658{'avg': 2989689.8139408426, 'max': 3327652.448645873, 'min': 2958565.943965543} best=2958565.943965543
20: neval=659{'avg': 2979371.835565357, 'max': 3437453.186153327, 'min': 2956704.3595022326} best=2956704.3595022326
21: neval=684{'avg': 2971278.6299624415, 'max': 3540909.4287514538, 'min': 2955432.5407372336} best=2955432.5407372336
22: neval=677{'avg': 2965883.63055393, 'max': 3558009.1412397446, 'min': 2955432.5407372336} best=2955432.5407372336
23: neval=693{'avg': 2966453.3389724507, 'max': 3993084.6849812227, 'min': 2954162.322436048} best=2954162.322436048
24: neval=688{'avg': 2963802.9759116415, 'max': 4985674.238576543, 'min': 2954057.480185169} best=2954057.480185169
25: neval=697{'avg': 2960259.538720911, 'max': 3888066.5635864264, 'min': 2952228.880252254} best=2952228.880252254
26: neval=681{'avg': 2955935.933378389, 'max': 3040127.6584116155, 'min': 2953355.4653956858} best=2952228.880252254
27: neval=697{'avg': 2959284.869070377, 'max': 3641974.4487180403, 'min': 2951969.7168910317} best=2951969.7168910317
28: neval=681{'avg': 2959332.4774455633, 'max': 3553557.478439616, 'min': 2951969.7168910317} best=2951969.7168910317
29: neval=669{'avg': 2956560.469774966, 'max': 3550356.1576459864, 'min': 2945071.245632956} best=2945071.245632956
30: neval=687{'avg': 2955763.56672707, 'max': 3819988.583316909, 'min': 2951969.7168910317} best=2945071.245632956
31: neval=672{'avg': 2956624.618298568, 'max': 3635987.0617043264, 'min': 2951785.2923116647} best=2945071.245632956
32: neval=666{'avg': 2959380.6264617057, 'max': 3871869.808511522, 'min': 2951785.2923116647} best=2945071.245632956
33: neval=653{'avg': 2957835.132833695, 'max': 4188659.01321737, 'min': 2951785.2923116647} best=2945071.245632956
34: neval=691{'avg': 2956000.033981589, 'max': 3532853.8190102344, 'min': 2951785.2923116647} best=2945071.245632956
35: neval=671{'avg': 2957168.240613147, 'max': 3701763.868740825, 'min': 2951785.2923116647} best=2945071.245632956
36: neval=692{'avg': 2957305.2156071607, 'max': 3957917.1590187615, 'min': 2951785.2923116647} best=2945071.245632956
37: neval=676{'avg': 2952168.6470157034, 'max': 3233127.9966863766, 'min': 2951785.2923116647} best=2945071.245632956
38: neval=667{'avg': 2952884.3186201616, 'max': 3354719.8882423323, 'min': 2951785.2923116647} best=2945071.245632956
39: neval=659{'avg': 2954754.6857169163, 'max': 3457114.951718844, 'min': 2951785.2923116647} best=2945071.245632956
40: neval=647{'avg': 2957897.823682293, 'max': 4724318.820298166, 'min': 2945027.3817667253} best=2945027.3817667253
41: neval=671{'avg': 2954829.0671101413, 'max': 3608575.735631609, 'min': 2945027.3817667253} best=2945027.3817667253
42: neval=670{'avg': 2957033.0439604307, 'max': 4203743.281032661, 'min': 2933975.720708629} best=2933975.720708629
