
Best Solution:
ごみ量20位以内：
札幌市 (349353), 函館市 (66649), 旭川市 (64890), 苫小牧市 (42288), 釧路市 (38335), 帯広市 (35291), 千歳市 (25770), 小樽市 (25049), 江別市 (24906), 北見市 (20809), 室蘭市 (20448), 岩見沢市 (12638), 登別市 (11426), 北広島市 (10822), 石狩市 (9341), 音更町 (7531), 稚内市 (7127), 恵庭市 (6987), 伊達市 (6907), 網走市 (6299)

施設数: 17
札幌市 (455324) → receive from: 夕張市, 岩見沢市, 美唄市, 三笠市, 南幌町, 由仁町, 長沼町, 栗山町, 月形町, 札幌市, 江別市, 恵庭市, 北広島市, 石狩市, 当別町, 新篠津村, 小樽市, 喜茂別町, 京極町, 共和町, 岩内町, 泊村, 神恵内村, 積丹町, 古平町, 仁木町, 余市町, 赤井川村
旭川市 (97811) → receive from: 芦別市, 赤平市, 滝川市, 砂川市, 歌志内市, 深川市, 奈井江町, 上砂川町, 浦臼町, 新十津川町, 妹背牛町, 秩父別町, 雨竜町, 北竜町, 沼田町, 旭川市, 士別市, 名寄市, 富良野市, 鷹栖町, 東神楽町, 当麻町, 比布町, 愛別町, 上川町, 東川町, 美瑛町, 上富良野町, 中富良野町, 和寒町, 剣淵町, 下川町, 美深町, 幌加内町, 留萌市, 増毛町, 小平町, 苫前町, 西興部村
函館市 (89082) → receive from: 函館市, 北斗市, 松前町, 福島町, 知内町, 木古内町, 七飯町, 鹿部町, 森町, 八雲町, 江差町, 上ノ国町, 厚沢部町, 乙部町, 奥尻町, 今金町, せたな町
苫小牧市 (81857) → receive from: 千歳市, 苫小牧市, 白老町, 厚真町, 安平町, むかわ町, 日高町, 平取町, 新冠町, 浦河町, 新ひだか町
帯広市 (62659) → receive from: 様似町, えりも町, 南富良野町, 占冠村, 帯広市, 音更町, 士幌町, 上士幌町, 鹿追町, 新得町, 清水町, 芽室町, 中札内村, 更別村, 大樹町, 広尾町, 幕別町, 池田町, 豊頃町, 本別町, 足寄町
室蘭市 (44198) → receive from: 島牧村, 寿都町, 黒松内町, 蘭越町, ニセコ町, 真狩村, 留寿都村, 俱知安町, 室蘭市, 登別市, 伊達市, 豊浦町, 壮瞥町, 洞爺湖町, 長万部町
釧路市 (43662) → receive from: 釧路市, 釧路町, 厚岸町
北見市 (39333) → receive from: 北見市, 網走市, 紋別市, 美幌町, 津別町, 訓子府町, 置戸町, 佐呂間町, 遠軽町, 湧別町, 滝上町, 興部町, 雄武町, 大空町, 陸別町
稚内市 (10799) → receive from: 音威子府村, 中川町, 羽幌町, 初山別村, 遠別町, 天塩町, 稚内市, 猿払村, 浜頓別町, 中頓別町, 枝幸町, 豊富町, 礼文町, 利尻町, 利尻富士町, 幌延町
中標津町 (4837) → receive from: 中標津町
根室市 (4736) → receive from: 根室市
弟子屈町 (3301) → receive from: 清里町, 小清水町, 標茶町, 弟子屈町
別海町 (2686) → receive from: 浜中町, 別海町
白糖町 (854) → receive from: 浦幌町, 白糖町
標津町 (553) → receive from: 斜里町, 標津町
鶴居村 (422) → receive from: 鶴居村
羅臼町 (342) → receive from: 羅臼町

TC: {'札幌市': 107750.56481999999, '旭川市': 46390.299869999995, '函館市': 35008.78791, '苫小牧市': 48106.58742, '帯広市': 24968.18772, '室蘭市': 20651.749350000002, '釧路市': 2841.08319, '北見市': 29489.72466, '稚内市': 9886.457279999999, '中標津町': 0.0, '根室市': 0.0, '弟子屈町': 2120.29335, '別海町': 909.4540799999999, '白糖町': 411.6988799999999, '標津町': 0.0, '鶴居村': 0.0, '羅臼町': 0.0}
IC: {'札幌市': 159613.1891114947, '旭川市': 48076.31066532725, '函館市': 44942.80374112252, '苫小牧市': 42283.88188243283, '帯広市': 34872.788526504526, '室蘭市': 27114.20586589729, '釧路市': 26876.72302154606, '北見市': 24927.656462197945, '稚内市': 9815.922821275713, '中標津町': 5500.991335066552, '根室市': 5417.930541524224, '弟子屈町': 4176.4282516164285, '別海町': 3599.5402472438473, '白糖町': 1575.5882254868814, '標津町': 1151.7717482333976, '鶴居村': 947.789469241571, '羅臼町': 814.5062559483367}
OC: {'札幌市': 66833.21738291832, '旭川市': 57024.56046545789, '函館市': 56442.255725112984, '苫小牧市': 55611.63687040698, '帯広市': 51632.27455652261, '室蘭市': 44768.76962017755, '釧路市': 44514.164847865824, '北見市': 42323.343602497655, '稚内市': 19174.56440623127, '中標津町': 10691.0111861331, '根室市': 10521.861772837408, '弟子屈町': 7978.624202219337, '別海町': 6791.85439466271, '白糖町': 2689.0424795711215, '標津町': 1871.325841626231, '鶴居村': 1489.7729153006783, '羅臼町': 1246.2565078863124}

Total cost: 1251847.453479588

実行時間= 25秒


------------------  施設数: 17  ------------------

個体数＝150
世代数＝70
gen	nevals	avg        	min        	max        
0  	150   	1.54305e+06	1.35529e+06	1.97478e+06
1  	122   	1.56495e+06	1.32035e+06	2.31797e+06
2  	130   	1.55455e+06	1.29011e+06	2.48214e+06
3  	121   	1.51844e+06	1.28221e+06	2.13785e+06
4  	126   	1.54827e+06	1.28221e+06	2.22615e+06
5  	134   	1.51909e+06	1.28221e+06	2.2139e+06 
6  	136   	1.52576e+06	1.26976e+06	2.19262e+06
7  	125   	1.5065e+06 	1.265e+06  	2.29517e+06
8  	127   	1.50967e+06	1.265e+06  	2.25498e+06
9  	128   	1.46638e+06	1.26895e+06	2.50588e+06
10 	122   	1.42278e+06	1.26943e+06	2.89408e+06
11 	126   	1.3767e+06 	1.26794e+06	2.59071e+06
12 	128   	1.41927e+06	1.25799e+06	2.67258e+06
13 	133   	1.38936e+06	1.25533e+06	2.40351e+06
14 	123   	1.38202e+06	1.25533e+06	2.78099e+06
15 	131   	1.36617e+06	1.25185e+06	2.91611e+06
16 	128   	1.39039e+06	1.25185e+06	2.65591e+06
17 	123   	1.39205e+06	1.25185e+06	2.64211e+06
18 	132   	1.37498e+06	1.25185e+06	2.21796e+06
19 	131   	1.37315e+06	1.25185e+06	2.83524e+06
20 	133   	1.38712e+06	1.25185e+06	2.49927e+06
21 	129   	1.43986e+06	1.25185e+06	2.89889e+06
22 	130   	1.39973e+06	1.25185e+06	4.43137e+06
23 	125   	1.40282e+06	1.25185e+06	3.08648e+06
24 	122   	1.4101e+06 	1.25185e+06	2.91235e+06
25 	134   	1.32319e+06	1.25185e+06	2.15041e+06
26 	126   	1.3795e+06 	1.25185e+06	2.70379e+06
27 	124   	1.40248e+06	1.25185e+06	2.55631e+06
28 	135   	1.39781e+06	1.25185e+06	2.68157e+06
29 	132   	1.3861e+06 	1.25185e+06	3.07537e+06
30 	125   	1.37672e+06	1.25185e+06	2.92084e+06
31 	136   	1.43153e+06	1.25185e+06	3.40992e+06
32 	131   	1.44824e+06	1.25185e+06	3.05595e+06
33 	137   	1.4375e+06 	1.25185e+06	3.00008e+06
34 	134   	1.36198e+06	1.25185e+06	2.66665e+06
35 	129   	1.40739e+06	1.25185e+06	3.00041e+06
36 	121   	1.37303e+06	1.25185e+06	2.67189e+06
37 	134   	1.37031e+06	1.25185e+06	3.46028e+06
38 	132   	1.39926e+06	1.25185e+06	3.39266e+06
39 	140   	1.38329e+06	1.25185e+06	3.50764e+06
40 	133   	1.39913e+06	1.25185e+06	2.73542e+06
41 	132   	1.36838e+06	1.25185e+06	2.44047e+06
42 	131   	1.38555e+06	1.25185e+06	2.52493e+06
43 	135   	1.45535e+06	1.25185e+06	2.86507e+06
44 	130   	1.36673e+06	1.25185e+06	2.82929e+06
45 	132   	1.44105e+06	1.25185e+06	2.78904e+06
46 	136   	1.40765e+06	1.25185e+06	2.71991e+06
47 	140   	1.33696e+06	1.25185e+06	2.53403e+06
48 	126   	1.37269e+06	1.25185e+06	2.71467e+06
49 	131   	1.41431e+06	1.25185e+06	3.08863e+06
50 	125   	1.4002e+06 	1.25185e+06	2.69471e+06
51 	136   	1.41854e+06	1.25185e+06	3.06251e+06
52 	130   	1.36597e+06	1.25185e+06	2.89563e+06
53 	146   	1.37759e+06	1.25185e+06	2.56023e+06
54 	125   	1.41667e+06	1.25185e+06	3.49795e+06
55 	122   	1.3718e+06 	1.25185e+06	2.98232e+06
56 	129   	1.3587e+06 	1.25185e+06	2.41455e+06
57 	130   	1.40395e+06	1.25185e+06	3.06664e+06
58 	131   	1.36174e+06	1.25185e+06	2.55177e+06
59 	133   	1.37011e+06	1.25185e+06	2.44591e+06
60 	126   	1.38289e+06	1.25185e+06	2.94501e+06
61 	126   	1.38972e+06	1.25185e+06	2.88686e+06
62 	125   	1.37258e+06	1.25185e+06	3.19073e+06
63 	123   	1.43353e+06	1.25185e+06	3.77144e+06
64 	132   	1.39149e+06	1.25185e+06	3.01776e+06
65 	132   	1.37959e+06	1.25185e+06	2.58998e+06
66 	132   	1.37642e+06	1.25185e+06	2.71543e+06
67 	129   	1.36124e+06	1.25185e+06	2.54945e+06
68 	124   	1.3991e+06 	1.25185e+06	3.05909e+06
69 	125   	1.38935e+06	1.25185e+06	3.24122e+06
70 	140   	1.42853e+06	1.25185e+06	3.00953e+06
