--------------------  GAPlot_input  --------------------

inc_size= [1249, 341, 315, 254, 246, 174]
inc_facility = ['札幌市', '苫小牧市', '旭川市', '釧路市', '函館市', '帯広市']
inc_blocks = [['夕張市', '岩見沢市', '美唄市', '三笠市', '南幌町', '由仁町', '長沼町', '栗山町', '月形町', '札幌市', '江別市', '恵庭市', '北広島市', '石狩市', '当別町', '新篠津村', '小樽市', '寿都町', '蘭越町', 'ニセコ町', '真狩村', '留寿都村', '喜茂別町', '京極町', '俱知安町', '共和町', '岩内町', '泊村', '神恵内村', '積丹町', '古平町', '仁木町', '余市町', '赤井川村'], ['千歳市', '室蘭市', '苫小牧市', '登別市', '伊達市', '豊浦町', '壮瞥町', '白老町', '厚真町', '洞爺湖町', '安平町', 'むかわ町', '日高町', '平取町', '新冠町', '浦河町', '新ひだか町'], ['島牧村', '黒松内町', '函館市', '北斗市', '松前町', '福島町', '知内町', '木古内町', '七飯町', '鹿部町', '森町', '八雲町', '長万部町', '江差町', '上ノ国町', '厚沢部町', '乙部町', '今金町', 'せたな町'], ['芦別市', '赤平市', '滝川市', '砂川市', '歌志内市', '深川市', '奈井江町', '上砂川町', '浦臼町', '新十津川町', '妹背牛町', '秩父別町', '雨竜町', '北竜町', '沼田町', '旭川市', '士別市', '名寄市', '富良野市', '鷹栖町', '東神楽町', '当麻町', '比布町', '愛別町', '上川町', '東川町', '美瑛町', '上富良野町', '中富良野町', '和寒町', '剣淵町', '下川町', '美深町', '幌加内町', '留萌市', '増毛町', '小平町', '苫前町', '羽幌町', '紋別市', '佐呂間町', '遠軽町', '湧別町', '滝上町', '西興部村'], ['様似町', 'えりも町', '南富良野町', '占冠村', '訓子府町', '置戸町', '帯広市', '音更町', '士幌町', '上士幌町', '鹿追町', '新得町', '清水町', '芽室町', '中札内村', '更別村', '大樹町', '広尾町', '幕別町', '池田町', '豊頃町', '本別町', '足寄町', '陸別町', '浦幌町'], ['北見市', '網走市', '美幌町', '津別町', '清里町', '斜里町', '小清水町', '大空町', '釧路市', '釧路町', '厚岸町', '浜中町', '標茶町', '弟子屈町', '鶴居村', '白糖町', '根室市', '別海町', '中標津町', '標津町', '羅臼町']]

trans_size=[20, 6, 1, 0]
trans_facility = ['稚内市', '中頓別町', '猿払村', '苫小牧市']
trans_blocks = [[], ['稚内市', '豊富町', '幌延町'], ['猿払村'], ['音威子府村', '中川町', '初山別村', '遠別町', '天塩町', '浜頓別町', '中頓別町', '枝幸町', '興部町', '雄武町']]

arrows = [[['旭川市'], ['中頓別町', '稚内市', '猿払村']]]

----------------------  実行情報  ----------------------
実行時間＝2293秒
個体数＝500
合計世代数＝249
------------------------  前提  ------------------------

waste=kanen

ごみ量20位以内：
札幌市 (349353), 函館市 (66649), 旭川市 (64890), 苫小牧市 (42288), 釧路市 (38335), 帯広市 (35291), 千歳市 (25770), 小樽市 (25049), 江別市 (24906), 北見市 (20809), 室蘭市 (20448), 岩見沢市 (12638), 登別市 (11426), 北広島市 (10822), 石狩市 (9341), 音更町 (7531), 稚内市 (7127), 恵庭市 (6987), 伊達市 (6907), 網走市 (6299)

焼却施設数: 6
中継施設数: 4

輸送単価＝ 300 円/t/km

---------------------  コスト情報  ---------------------

TC_direct: {'札幌市': 110118.56417999999, '苫小牧市': 144536.67102, '旭川市': 77340.42015, '釧路市': 184372.83038999996, '函館市': 37565.28993, '帯広市': 27202.718790000003}
IC_inc: {'札幌市': 159815.1051030265, '苫小牧市': 57186.039128624805, '旭川市': 53973.50321662929, '釧路市': 46246.49216906523, '函館市': 45190.25558468947, '帯広市': 35203.63279034292}
OC_inc: {'札幌市': 66917.76362518221, '苫小牧市': 56334.55844093495, '旭川市': 56977.257112601044, '釧路市': 56736.3273906355, '函館市': 56503.77419685738, '帯広市': 51862.950323736724}

TC_indirect: {'稚内市': 10612.438158, '中頓別町': 5267.4746700000005, '猿払村': 372.35844000000003, '苫小牧市': 0}
IC_trans: {'稚内市': 874.4197256190032, '中頓別町': 327.12138863512075, '猿払村': 65.30153449482616, '苫小牧市': 0}
OC_trans: {'稚内市': 45305.312267747926, '中頓別町': 14152.777878280203, '猿払村': 3519.8367150750787, '苫小牧市': 0}

=============================
Total cost: 1404581.194320178
=============================

----------------------  輸送情報  ----------------------

direct 札幌市(1249/1249) t/day → receive from: 夕張市, 岩見沢市, 美唄市, 三笠市, 南幌町, 由仁町, 長沼町, 栗山町, 月形町, 札幌市, 江別市, 恵庭市, 北広島市, 石狩市, 当別町, 新篠津村, 小樽市, 寿都町, 蘭越町, ニセコ町, 真狩村, 留寿都村, 喜茂別町, 京極町, 俱知安町, 共和町, 岩内町, 泊村, 神恵内村, 積丹町, 古平町, 仁木町, 余市町, 赤井川村
direct 苫小牧市(341/341) t/day → receive from: 千歳市, 室蘭市, 苫小牧市, 登別市, 伊達市, 豊浦町, 壮瞥町, 白老町, 厚真町, 洞爺湖町, 安平町, むかわ町, 日高町, 平取町, 新冠町, 浦河町, 新ひだか町
direct 旭川市(288/315) t/day → receive from: 芦別市, 赤平市, 滝川市, 砂川市, 歌志内市, 深川市, 奈井江町, 上砂川町, 浦臼町, 新十津川町, 妹背牛町, 秩父別町, 雨竜町, 北竜町, 沼田町, 旭川市, 士別市, 名寄市, 富良野市, 鷹栖町, 東神楽町, 当麻町, 比布町, 愛別町, 上川町, 東川町, 美瑛町, 上富良野町, 中富良野町, 和寒町, 剣淵町, 下川町, 美深町, 幌加内町, 留萌市, 増毛町, 小平町, 苫前町, 羽幌町, 紋別市, 佐呂間町, 遠軽町, 湧別町, 滝上町, 西興部村
indirect 旭川市(26/315) t/day → receive from: 中継施設＝ 中頓別町(2172) → receive from: 音威子府村, 中川町, 初山別村, 遠別町, 天塩町, 浜頓別町, 中頓別町, 枝幸町, 興部町, 雄武町
                                                    　　　稚内市(7184) → receive from: 稚内市, 豊富町, 幌延町
                                                    　　　猿払村(282) → receive from: 猿払村
direct 釧路市(254/254) t/day → receive from: 北見市, 網走市, 美幌町, 津別町, 清里町, 斜里町, 小清水町, 大空町, 釧路市, 釧路町, 厚岸町, 浜中町, 標茶町, 弟子屈町, 鶴居村, 白糖町, 根室市, 別海町, 中標津町, 標津町, 羅臼町
direct 函館市(246/246) t/day → receive from: 島牧村, 黒松内町, 函館市, 北斗市, 松前町, 福島町, 知内町, 木古内町, 七飯町, 鹿部町, 森町, 八雲町, 長万部町, 江差町, 上ノ国町, 厚沢部町, 乙部町, 今金町, せたな町
direct 帯広市(174/174) t/day → receive from: 様似町, えりも町, 南富良野町, 占冠村, 訓子府町, 置戸町, 帯広市, 音更町, 士幌町, 上士幌町, 鹿追町, 新得町, 清水町, 芽室町, 中札内村, 更別村, 大樹町, 広尾町, 幕別町, 池田町, 豊頃町, 本別町, 足寄町, 陸別町, 浦幌町

----------------------  遺伝情報  ----------------------

個体数＝500
世代数＝1000
0: neval=500{'avg': 2907581.7653862047, 'max': 5141759.143974314, 'min': 2121226.6300292527} best=2121226.6300292527
1: neval=387{'avg': 2564086.5409204997, 'max': 3438764.276516542, 'min': 1744357.6596220883} best=1744357.6596220883
2: neval=402{'avg': 2358070.472729144, 'max': 3050071.557784404, 'min': 1744357.6596220878} best=1744357.6596220878
3: neval=420{'avg': 2172815.7899560994, 'max': 2969338.7777775954, 'min': 1712436.44247192} best=1712436.44247192
4: neval=377{'avg': 2031637.636168572, 'max': 2749083.35007283, 'min': 1648180.6295928033} best=1648180.6295928033
5: neval=382{'avg': 1923714.5846936216, 'max': 2607791.3782146745, 'min': 1611172.7941876613} best=1611172.7941876613
6: neval=398{'avg': 1814079.332232985, 'max': 2634943.1160193146, 'min': 1560383.9064639537} best=1560383.9064639537
7: neval=404{'avg': 1719165.48796276, 'max': 2501142.6969990623, 'min': 1497004.5318708336} best=1497004.5318708336
8: neval=411{'avg': 1653766.8690381006, 'max': 2283893.666324202, 'min': 1477191.4624876066} best=1477191.4624876066
9: neval=382{'avg': 1597372.1543766437, 'max': 2327906.2016158123, 'min': 1437589.9654735622} best=1437589.9654735622
10: neval=384{'avg': 1543078.4483709473, 'max': 1808896.5686935848, 'min': 1431587.6250443666} best=1431587.6250443666
11: neval=397{'avg': 1506417.060324283, 'max': 2535235.2565887873, 'min': 1428765.4529415485} best=1428765.4529415485
12: neval=384{'avg': 1472351.092480588, 'max': 1909761.481976875, 'min': 1408584.4272765156} best=1408584.4272765156
13: neval=412{'avg': 1452290.7424485784, 'max': 1802976.4052700677, 'min': 1408584.4272765156} best=1408584.4272765156
14: neval=395{'avg': 1434300.99435704, 'max': 1667327.2522180227, 'min': 1408584.4272765156} best=1408584.4272765156
15: neval=395{'avg': 1422974.9628824738, 'max': 1723253.7680312172, 'min': 1408584.4272765156} best=1408584.4272765156
16: neval=386{'avg': 1414441.1203047438, 'max': 1703912.8552031147, 'min': 1408584.4272765156} best=1408584.4272765156
17: neval=404{'avg': 1416634.1223802085, 'max': 2167503.37467538, 'min': 1408584.4272765156} best=1408584.4272765156
18: neval=380{'avg': 1409728.569124115, 'max': 1647060.0529908158, 'min': 1408584.4272765156} best=1408584.4272765156
19: neval=383{'avg': 1409288.4331582019, 'max': 1669771.2874348985, 'min': 1408584.4272765156} best=1408584.4272765156
20: neval=420{'avg': 1409777.0615325025, 'max': 1868695.5053568147, 'min': 1408584.4272765156} best=1408584.4272765156
21: neval=405{'avg': 1410921.628389707, 'max': 1720732.2100925366, 'min': 1408584.4272765156} best=1408584.4272765156
22: neval=385{'avg': 1410707.552238406, 'max': 2004305.176921099, 'min': 1408584.4272765156} best=1408584.4272765156
23: neval=389{'avg': 1410096.758305264, 'max': 2049241.8549649375, 'min': 1408584.4272765156} best=1408584.4272765156
24: neval=399{'avg': 1409115.5966804156, 'max': 1674169.129226379, 'min': 1408584.4272765156} best=1408584.4272765156
25: neval=413{'avg': 1414020.4237660351, 'max': 1987215.343442321, 'min': 1408584.4272765156} best=1408584.4272765156
26: neval=397{'avg': 1412745.851170023, 'max': 2349211.839091359, 'min': 1408584.4272765156} best=1408584.4272765156
27: neval=413{'avg': 1411582.3438749649, 'max': 2165794.8426452344, 'min': 1408584.4272765156} best=1408584.4272765156
28: neval=391{'avg': 1410687.1109254665, 'max': 1842597.6873199458, 'min': 1408584.4272765156} best=1408584.4272765156
29: neval=388{'avg': 1409742.6802414253, 'max': 1635056.000215441, 'min': 1408584.4272765156} best=1408584.4272765156
30: neval=397{'avg': 1412670.37787468, 'max': 1955125.2115779973, 'min': 1408584.4272765156} best=1408584.4272765156
31: neval=393{'avg': 1410420.63020727, 'max': 2077172.5317872132, 'min': 1408584.4272765156} best=1408584.4272765156
32: neval=404{'avg': 1412458.204714956, 'max': 1920510.4628143082, 'min': 1408584.4272765156} best=1408584.4272765156
33: neval=381{'avg': 1408843.114105042, 'max': 1482300.87061761, 'min': 1408584.4272765156} best=1408584.4272765156
34: neval=397{'avg': 1409533.3634480934, 'max': 1661607.7901133886, 'min': 1408584.4272765156} best=1408584.4272765156
35: neval=408{'avg': 1410561.6688313638, 'max': 1707340.355462178, 'min': 1408584.4272765156} best=1408584.4272765156
36: neval=389{'avg': 1410646.2333710764, 'max': 1973219.9738945756, 'min': 1408584.4272765156} best=1408584.4272765156
37: neval=392{'avg': 1410969.291363493, 'max': 1787303.4202247052, 'min': 1408584.4272765156} best=1408584.4272765156
38: neval=386{'avg': 1411065.7822569886, 'max': 2082721.4714526925, 'min': 1408584.4272765156} best=1408584.4272765156
39: neval=381{'avg': 1408584.4272765156, 'max': 1408584.4272765156, 'min': 1408584.4272765156} best=1408584.4272765156
40: neval=414{'avg': 1411042.1019811803, 'max': 1884803.8538129579, 'min': 1408584.4272765156} best=1408584.4272765156
