--------------------  GAPlot_input  --------------------

inc_size= [5859, 3668, 2329, 1857, 1325, 1179, 892, 754, 699, 505, 459, 412, 377, 366, 360, 302, 214]
inc_facility = ['苫小牧市', '釧路市', '札幌市', '室蘭市', '伊達市', '登別市', '帯広市', '旭川市', '函館市', '北見市', '千歳市', '厚岸町', '小樽市', 'むかわ町', '岩見沢市', '中標津町', '稚内市']
inc_blocks = [['夕張市', '岩見沢市', '美唄市', '赤平市', '三笠市', '滝川市', '砂川市', '歌志内市', '南幌町', '奈井江町', '上砂川町', '由仁町', '長沼町', '栗山町', '月形町', '浦臼町', '新十津川町', '当別町', '新篠津村'], ['札幌市', '江別市', '北広島市', '石狩市'], ['千歳市', '恵庭市', '安平町', '占冠村'], ['小樽市', '俱知安町', '共和町', '岩内町', '泊村', '神恵内村', '積丹町', '古平町', '仁木町', '余市町', '赤井川村'], ['室蘭市'], ['苫小牧市', '白老町'], ['登別市'], ['島牧村', '寿都町', '黒松内町', '蘭越町', 'ニセコ町', '真狩村', '留寿都村', '喜茂別町', '京極町', '伊達市', '豊浦町', '壮瞥町', '洞爺湖町', '長万部町', '今金町', 'せたな町'], ['厚真町', 'むかわ町', '日高町', '平取町', '新冠町', '新ひだか町'], ['函館市', '北斗市', '松前町', '福島町', '知内町', '木古内町', '七飯町', '鹿部町', '森町', '八雲町', '江差町', '上ノ国町', '厚沢部町', '乙部町'], ['芦別市', '深川市', '妹背牛町', '秩父別町', '雨竜町', '沼田町', '旭川市', '士別市', '名寄市', '富良野市', '鷹栖町', '東神楽町', '当麻町', '比布町', '愛別町', '上川町', '東川町', '美瑛町', '上富良野町', '中富良野町', '和寒町', '剣淵町', '下川町', '美深町', '幌加内町', '西興部村'], ['音威子府村', '中川町', '遠別町', '天塩町', '稚内市', '猿払村', '浜頓別町', '中頓別町', '枝幸町', '豊富町', '幌延町'], ['北見市', '網走市', '紋別市', '美幌町', '津別町', '小清水町', '訓子府町', '置戸町', '佐呂間町', '遠軽町', '湧別町', '滝上町', '興部町', '雄武町', '大空町', '陸別町'], ['南富良野町', '帯広市', '音更町', '士幌町', '上士幌町', '鹿追町', '新得町', '清水町', '芽室町', '中札内村', '更別村', '大樹町', '広尾町', '幕別町', '池田町', '豊頃町', '本別町', '足寄町', '浦幌町'], ['釧路市', '釧路町', '鶴居村', '白糖町'], ['厚岸町', '浜中町', '標茶町', '根室市'], ['清里町', '斜里町', '弟子屈町', '別海町', '中標津町', '標津町', '羅臼町']]

trans_size=[59, 37]
trans_facility = ['留萌市', '浦河町']
trans_blocks = [['浦河町', '様似町', 'えりも町'], ['北竜町', '留萌市', '増毛町', '小平町', '苫前町', '羽幌町', '初山別村']]

arrows = [[['むかわ町'], ['浦河町']], [['旭川市'], ['留萌市']]]

----------------------  実行情報  ----------------------
実行時間＝443秒
個体数＝950
合計世代数＝216
------------------------  前提  ------------------------

waste=sanpai

ごみ量29位以内：
苫小牧市 (2039382), 釧路市 (1177668), 札幌市 (728360), 室蘭市 (677679), 登別市 (430316), 伊達市 (334124), 帯広市 (182218), 旭川市 (138210), 函館市 (133081), 釧路町 (121597), 白老町 (99038), 北見市 (91496), 小樽市 (91037), 千歳市 (69923), 江別市 (64214), 安平町 (60328), 洞爺湖町 (54767), 厚岸町 (49048), 岩見沢市 (47176), 稚内市 (46228), 音更町 (44302), 標茶町 (43861), むかわ町 (42881), 厚真町 (42445), 北斗市 (42381), 弟子屈町 (39869), 恵庭市 (36267), 豊浦町 (36146), 中標津町 (35109)

焼却施設数: 17
中継施設数: 2

輸送単価＝ 1000 円/t/km

---------------------  コスト情報  ---------------------

TC_direct: {'苫小牧市': 236948.415, '釧路市': 233846.43580000004, '札幌市': 242396.56949999998, '室蘭市': 0.0, '伊達市': 463557.84270000004, '登別市': 0.0, '帯広市': 352574.4092, '旭川市': 510769.5532, '函館市': 418910.4472, '北見市': 506580.7407, '千歳市': 155305.29760000002, '厚岸町': 477248.72860000003, '小樽市': 207952.98919999995, 'むかわ町': 219851.07799999998, '岩見沢市': 300680.0574, '中標津町': 322203.5191, '稚内市': 253144.6186}
IC_inc: {'苫小牧市': 749620.1295337001, '釧路市': 469319.01800460217, '札幌市': 297982.78273198585, '室蘭市': 237559.42226609756, '伊達市': 169503.21666199193, '登別市': 150846.66981248945, '帯広市': 114446.42852177891, '旭川市': 101368.96332391909, '函館市': 96017.17383615748, '北見市': 75951.20176707306, '千歳市': 70819.64442612199, '厚岸町': 65587.59756104733, '小樽市': 61514.304521907994, 'むかわ町': 60151.22165291724, '岩見沢市': 59445.76632170323, '中標津町': 52426.741847844394, '稚内市': 40913.97533936261}
OC_inc: {'苫小牧市': 313880.8600380832, '釧路市': 196513.20875701046, '札幌市': 124771.31874598653, '室蘭市': 99470.85574851908, '伊達市': 70974.3686554721, '登別市': 63162.501364628006, '帯広市': 47806.64333177938, '旭川市': 40401.65483183023, '函館市': 37473.80084843144, '北見市': 44217.572211496445, '千歳市': 48918.0566852028, '厚岸町': 52647.48448358509, '小樽市': 54793.77780014489, 'むかわ町': 55361.8583331192, '岩見沢市': 55626.0469690086, '中標津町': 57132.50428832991, '稚内市': 55061.771405256935}

TC_indirect: {'留萌市': 77552.42178, '浦河町': 41827.67594}
IC_trans: {'留萌市': 2207.3993695440186, '浦河町': 1491.3420419118129}
OC_trans: {'留萌市': 131007.26912391999, '浦河町': 83552.518600531}

============================
Total cost: 9531297.87128449
============================

----------------------  輸送情報  ----------------------

direct 苫小牧市(5859/5859) t/day → receive from: 苫小牧市, 白老町
direct 釧路市(3668/3668) t/day → receive from: 釧路市, 釧路町, 鶴居村, 白糖町
direct 札幌市(2329/2329) t/day → receive from: 札幌市, 江別市, 北広島市, 石狩市
direct 室蘭市(1857/1857) t/day → receive from: 室蘭市
direct 伊達市(1325/1325) t/day → receive from: 島牧村, 寿都町, 黒松内町, 蘭越町, ニセコ町, 真狩村, 留寿都村, 喜茂別町, 京極町, 伊達市, 豊浦町, 壮瞥町, 洞爺湖町, 長万部町, 今金町, せたな町
direct 登別市(1179/1179) t/day → receive from: 登別市
direct 帯広市(892/892) t/day → receive from: 南富良野町, 帯広市, 音更町, 士幌町, 上士幌町, 鹿追町, 新得町, 清水町, 芽室町, 中札内村, 更別村, 大樹町, 広尾町, 幕別町, 池田町, 豊頃町, 本別町, 足寄町, 浦幌町
direct 旭川市(695/754) t/day → receive from: 芦別市, 深川市, 妹背牛町, 秩父別町, 雨竜町, 沼田町, 旭川市, 士別市, 名寄市, 富良野市, 鷹栖町, 東神楽町, 当麻町, 比布町, 愛別町, 上川町, 東川町, 美瑛町, 上富良野町, 中富良野町, 和寒町, 剣淵町, 下川町, 美深町, 幌加内町, 西興部村
indirect 旭川市(59/754) t/day → receive from: 中継施設＝ 留萌市(21429) → receive from: 北竜町, 留萌市, 増毛町, 小平町, 苫前町, 羽幌町, 初山別村
direct 函館市(699/699) t/day → receive from: 函館市, 北斗市, 松前町, 福島町, 知内町, 木古内町, 七飯町, 鹿部町, 森町, 八雲町, 江差町, 上ノ国町, 厚沢部町, 乙部町
direct 北見市(505/505) t/day → receive from: 北見市, 網走市, 紋別市, 美幌町, 津別町, 小清水町, 訓子府町, 置戸町, 佐呂間町, 遠軽町, 湧別町, 滝上町, 興部町, 雄武町, 大空町, 陸別町
direct 千歳市(459/459) t/day → receive from: 千歳市, 恵庭市, 安平町, 占冠村
direct 厚岸町(412/412) t/day → receive from: 厚岸町, 浜中町, 標茶町, 根室市
direct 小樽市(377/377) t/day → receive from: 小樽市, 俱知安町, 共和町, 岩内町, 泊村, 神恵内村, 積丹町, 古平町, 仁木町, 余市町, 赤井川村
direct むかわ町(329/366) t/day → receive from: 厚真町, むかわ町, 日高町, 平取町, 新冠町, 新ひだか町
indirect むかわ町(37/366) t/day → receive from: 中継施設＝ 浦河町(13542) → receive from: 浦河町, 様似町, えりも町
direct 岩見沢市(360/360) t/day → receive from: 夕張市, 岩見沢市, 美唄市, 赤平市, 三笠市, 滝川市, 砂川市, 歌志内市, 南幌町, 奈井江町, 上砂川町, 由仁町, 長沼町, 栗山町, 月形町, 浦臼町, 新十津川町, 当別町, 新篠津村
direct 中標津町(302/302) t/day → receive from: 清里町, 斜里町, 弟子屈町, 別海町, 中標津町, 標津町, 羅臼町
direct 稚内市(214/214) t/day → receive from: 音威子府村, 中川町, 遠別町, 天塩町, 稚内市, 猿払村, 浜頓別町, 中頓別町, 枝幸町, 豊富町, 幌延町

----------------------  遺伝情報  ----------------------

個体数＝950
世代数＝1000
0: neval=950{'avg': 16377941.670297077, 'max': 28791537.278458364, 'min': 10864220.117509585} best=10864220.117509585
1: neval=766{'avg': 14401607.141904777, 'max': 22700938.463701982, 'min': 10793855.071276763} best=10793855.071276763
2: neval=737{'avg': 13039572.972054556, 'max': 18550699.944713898, 'min': 10527394.461993247} best=10527394.461993247
3: neval=753{'avg': 12249522.64626832, 'max': 17722064.8762689, 'min': 10159225.29614223} best=10159225.29614223
4: neval=727{'avg': 11599066.306689892, 'max': 18231346.375278182, 'min': 10225934.369191773} best=10159225.29614223
5: neval=758{'avg': 11167557.289632298, 'max': 20407427.18080779, 'min': 10090272.002704713} best=10090272.002704713
6: neval=740{'avg': 10811407.18283569, 'max': 19383759.761865675, 'min': 9973669.702120429} best=9973669.702120429
7: neval=763{'avg': 10551583.10085585, 'max': 19175210.274815805, 'min': 9889353.19687172} best=9889353.19687172
8: neval=733{'avg': 10329440.29160986, 'max': 14560593.666077182, 'min': 9848705.503897848} best=9848705.503897848
9: neval=747{'avg': 10211039.386605995, 'max': 16479610.338368382, 'min': 9726172.940242587} best=9726172.940242587
10: neval=755{'avg': 10095603.119683916, 'max': 18036939.033838525, 'min': 9726172.940242587} best=9726172.940242587
11: neval=779{'avg': 10021286.468774779, 'max': 16679881.1912907, 'min': 9630654.382864421} best=9630654.382864421
12: neval=758{'avg': 9909835.046683984, 'max': 17427555.442927547, 'min': 9587790.922083365} best=9587790.922083365
13: neval=761{'avg': 9817722.15197219, 'max': 16170125.96939446, 'min': 9583175.228248226} best=9583175.228248226
14: neval=745{'avg': 9755821.949462764, 'max': 21077640.73325343, 'min': 9596337.419988716} best=9583175.228248226
15: neval=731{'avg': 9737990.878808469, 'max': 16497605.319577178, 'min': 9559054.118794268} best=9559054.118794268
16: neval=759{'avg': 9712387.851998663, 'max': 21455105.91455102, 'min': 9559054.118794268} best=9559054.118794268
17: neval=730{'avg': 9642404.41410204, 'max': 15077935.192479158, 'min': 9553809.591090575} best=9553809.591090575
18: neval=751{'avg': 9627408.18489123, 'max': 18142576.13163452, 'min': 9553809.591090575} best=9553809.591090575
19: neval=772{'avg': 9630801.072035402, 'max': 18106851.593853317, 'min': 9537451.00317145} best=9537451.00317145
20: neval=764{'avg': 9618526.414364398, 'max': 16997869.74578933, 'min': 9537451.00317145} best=9537451.00317145
21: neval=769{'avg': 9591835.322395938, 'max': 16677803.447487015, 'min': 9537451.00317145} best=9537451.00317145
22: neval=755{'avg': 9604903.457281562, 'max': 17843695.840057306, 'min': 9537451.00317145} best=9537451.00317145
23: neval=785{'avg': 9585658.215076696, 'max': 17631297.476604693, 'min': 9537451.00317145} best=9537451.00317145
24: neval=748{'avg': 9595834.03785729, 'max': 17965750.16649874, 'min': 9537451.00317145} best=9537451.00317145
25: neval=713{'avg': 9585813.28980879, 'max': 17650727.283406816, 'min': 9531297.87128449} best=9531297.87128449
26: neval=766{'avg': 9595073.744074255, 'max': 25252756.800182246, 'min': 9531297.87128449} best=9531297.87128449
27: neval=758{'avg': 9547780.952006014, 'max': 12787744.24450392, 'min': 9531297.87128449} best=9531297.87128449
28: neval=762{'avg': 9552025.571294382, 'max': 18347261.628675878, 'min': 9531297.87128449} best=9531297.87128449
29: neval=721{'avg': 9554845.242057642, 'max': 18889808.213561848, 'min': 9531297.87128449} best=9531297.87128449
30: neval=759{'avg': 9588982.542034771, 'max': 22661436.178803332, 'min': 9531297.87128449} best=9531297.87128449
31: neval=764{'avg': 9571186.397799045, 'max': 15914744.806753065, 'min': 9531297.87128449} best=9531297.87128449
32: neval=775{'avg': 9566595.090665432, 'max': 14780243.558742775, 'min': 9531297.87128449} best=9531297.87128449
33: neval=739{'avg': 9566624.656125186, 'max': 18920139.179376498, 'min': 9531297.87128449} best=9531297.87128449
34: neval=749{'avg': 9564394.37050035, 'max': 17626680.537270736, 'min': 9531297.87128449} best=9531297.87128449
35: neval=764{'avg': 9543465.983072853, 'max': 20147349.38425979, 'min': 9531297.87128449} best=9531297.87128449
36: neval=723{'avg': 9555218.075358875, 'max': 17014170.299614206, 'min': 9531297.87128449} best=9531297.87128449
37: neval=757{'avg': 9574385.866335068, 'max': 20489480.913086936, 'min': 9531297.87128449} best=9531297.87128449
38: neval=740{'avg': 9567968.595447052, 'max': 15072951.916079972, 'min': 9531297.87128449} best=9531297.87128449
39: neval=734{'avg': 9546948.124533128, 'max': 13816647.795176815, 'min': 9531297.87128449} best=9531297.87128449
40: neval=783{'avg': 9551899.34578733, 'max': 14672813.691018635, 'min': 9531297.87128449} best=9531297.87128449
41: neval=773{'avg': 9546189.356501719, 'max': 16031820.980540428, 'min': 9531297.87128449} best=9531297.87128449
42: neval=746{'avg': 9562017.913484013, 'max': 15069328.344340216, 'min': 9531297.87128449} best=9531297.87128449
43: neval=736{'avg': 9584558.41201757, 'max': 19923402.04169686, 'min': 9531297.87128449} best=9531297.87128449
44: neval=738{'avg': 9579235.932735564, 'max': 19564623.58695243, 'min': 9531297.87128449} best=9531297.87128449
45: neval=765{'avg': 9583285.444089435, 'max': 17334044.821091607, 'min': 9531297.87128449} best=9531297.87128449
46: neval=743{'avg': 9548848.864723636, 'max': 13899986.77005428, 'min': 9531297.87128449} best=9531297.87128449
47: neval=775{'avg': 9573862.519826503, 'max': 19892373.05898977, 'min': 9531297.87128449} best=9531297.87128449
48: neval=741{'avg': 9594168.511758965, 'max': 23938542.53613983, 'min': 9531297.87128449} best=9531297.87128449
49: neval=768{'avg': 9604207.127209794, 'max': 20860803.917208783, 'min': 9531297.87128449} best=9531297.87128449
50: neval=753{'avg': 9563472.814666973, 'max': 14858802.179903774, 'min': 9531297.87128449} best=9531297.87128449
51: neval=701{'avg': 9562920.408635948, 'max': 19332757.51637806, 'min': 9531297.87128449} best=9531297.87128449
52: neval=779{'avg': 9541888.004409302, 'max': 13706279.613945108, 'min': 9531297.87128449} best=9531297.87128449
53: neval=755{'avg': 9563378.556623664, 'max': 16957302.757851765, 'min': 9531297.87128449} best=9531297.87128449
54: neval=760{'avg': 9575246.944339134, 'max': 17899888.685365308, 'min': 9531297.87128449} best=9531297.87128449
55: neval=767{'avg': 9567556.143093567, 'max': 15785031.549956165, 'min': 9531297.87128449} best=9531297.87128449
56: neval=735{'avg': 9602309.726094015, 'max': 20045525.07548831, 'min': 9531297.87128449} best=9531297.87128449
57: neval=759{'avg': 9557847.951241653, 'max': 14831618.49129961, 'min': 9531297.87128449} best=9531297.87128449
58: neval=744{'avg': 9541449.063271753, 'max': 12248479.481639113, 'min': 9531297.87128449} best=9531297.87128449
59: neval=730{'avg': 9543744.594429795, 'max': 13936521.078245396, 'min': 9531297.87128449} best=9531297.87128449
60: neval=731{'avg': 9565898.233921746, 'max': 18588973.075723477, 'min': 9531297.87128449} best=9531297.87128449
61: neval=744{'avg': 9575094.754423609, 'max': 19589232.33156838, 'min': 9531297.87128449} best=9531297.87128449
62: neval=765{'avg': 9544750.026732596, 'max': 15233528.41313266, 'min': 9531297.87128449} best=9531297.87128449
63: neval=724{'avg': 9551951.095315367, 'max': 21162258.455892242, 'min': 9531297.87128449} best=9531297.87128449
