--------------------  GAPlot_input  --------------------

inc_size= [5859, 3668, 2068, 1857, 1325, 1179, 892, 699, 634, 603, 575, 495, 412, 377, 302, 256, 168, 121, 65]
inc_facility = ['苫小牧市', '釧路市', '札幌市', '室蘭市', '伊達市', '登別市', '帯広市', '函館市', '旭川市', '厚真町', '江別市', '北見市', '厚岸町', '小樽市', '中標津町', '滝川市', '稚内市', '新ひだか町', '枝幸町']
inc_blocks = [['美唄市', '芦別市', '赤平市', '滝川市', '砂川市', '歌志内市', '深川市', '奈井江町', '上砂川町', '浦臼町', '新十津川町', '妹背牛町', '秩父別町', '雨竜町', '北竜町', '沼田町', '留萌市', '増毛町', '小平町', '苫前町', '羽幌町'], ['札幌市', '石狩市'], ['夕張市', '岩見沢市', '三笠市', '南幌町', '由仁町', '長沼町', '栗山町', '月形町', '江別市', '恵庭市', '北広島市', '当別町', '新篠津村'], ['小樽市', '俱知安町', '共和町', '岩内町', '泊村', '仁木町', '余市町', '赤井川村'], ['室蘭市'], ['苫小牧市', '白老町'], ['登別市'], ['島牧村', '寿都町', '黒松内町', '蘭越町', 'ニセコ町', '真狩村', '留寿都村', '喜茂別町', '京極町', '伊達市', '豊浦町', '壮瞥町', '洞爺湖町', '長万部町', '今金町', 'せたな町'], ['千歳市', '厚真町', '安平町', 'むかわ町', '平取町', '占冠村'], ['日高町', '新冠町', '浦河町', '様似町', 'えりも町', '新ひだか町'], ['函館市', '北斗市', '松前町', '福島町', '知内町', '木古内町', '七飯町', '鹿部町', '森町', '八雲町', '江差町', '上ノ国町', '厚沢部町', '乙部町'], ['旭川市', '士別市', '名寄市', '富良野市', '鷹栖町', '東神楽町', '当麻町', '比布町', '愛別町', '上川町', '東川町', '美瑛町', '上富良野町', '中富良野町', '和寒町', '剣淵町', '下川町', '幌加内町'], ['初山別村', '遠別町', '天塩町', '稚内市', '猿払村', '豊富町', '幌延町'], ['美深町', '音威子府村', '中川町', '浜頓別町', '中頓別町', '枝幸町', '興部町', '西興部村', '雄武町'], ['北見市', '網走市', '紋別市', '美幌町', '津別町', '小清水町', '訓子府町', '置戸町', '佐呂間町', '遠軽町', '湧別町', '滝上町', '大空町', '陸別町'], ['南富良野町', '帯広市', '音更町', '士幌町', '上士幌町', '鹿追町', '新得町', '清水町', '芽室町', '中札内村', '更別村', '大樹町', '広尾町', '幕別町', '池田町', '豊頃町', '本別町', '足寄町', '浦幌町'], ['釧路市', '釧路町', '鶴居村', '白糖町'], ['厚岸町', '浜中町', '標茶町', '根室市'], ['清里町', '斜里町', '弟子屈町', '別海町', '中標津町', '標津町', '羅臼町']]

trans_size=[8, 0]
trans_facility = ['古平町', '江別市']
trans_blocks = [[], ['神恵内村', '積丹町', '古平町']]

arrows = [[['小樽市'], ['古平町']]]

----------------------  実行情報  ----------------------
実行時間＝1227秒
個体数＝1050
合計世代数＝454
------------------------  前提  ------------------------

waste=sanpai

ごみ量31位以内：
苫小牧市 (2039382), 釧路市 (1177668), 札幌市 (728360), 室蘭市 (677679), 登別市 (430316), 伊達市 (334124), 帯広市 (182218), 旭川市 (138210), 函館市 (133081), 釧路町 (121597), 白老町 (99038), 北見市 (91496), 小樽市 (91037), 千歳市 (69923), 江別市 (64214), 安平町 (60328), 洞爺湖町 (54767), 厚岸町 (49048), 岩見沢市 (47176), 稚内市 (46228), 音更町 (44302), 標茶町 (43861), むかわ町 (42881), 厚真町 (42445), 北斗市 (42381), 弟子屈町 (39869), 恵庭市 (36267), 豊浦町 (36146), 中標津町 (35109), 浜中町 (33093), 北広島市 (30922)

焼却施設数: 19
中継施設数: 2

輸送単価＝ 300 円/t/km

---------------------  コスト情報  ---------------------

TC_direct: {'苫小牧市': 71084.5245, '釧路市': 70153.93074000001, '札幌市': 11969.45631, '室蘭市': 0.0, '伊達市': 139067.35281, '登別市': 0.0, '帯広市': 105772.32276, '函館市': 125673.13416, '旭川市': 123096.18833999998, '厚真町': 122086.78104000002, '江別市': 102611.43903, '北見市': 138135.12708000003, '厚岸町': 143174.61858, '小樽市': 58407.34428, '中標津町': 96661.05573, '滝川市': 82039.13793, '稚内市': 24787.05315, '新ひだか町': 31052.478989999996, '枝幸町': 20160.878819999998}
IC_inc: {'苫小牧市': 749620.1295337001, '釧路市': 469319.01800460217, '札幌市': 264632.9914639851, '室蘭市': 237559.42226609756, '伊達市': 169503.21666199193, '登別市': 150846.66981248945, '帯広市': 114446.42852177891, '函館市': 96017.17383615748, '旭川市': 89436.7801063066, '厚真町': 86324.45239604391, '江別市': 83371.5070170462, '北見市': 74867.44418973477, '厚岸町': 65587.59756104733, '小樽市': 61514.304521907994, '中標津町': 52426.741847844394, '滝川市': 46567.67703845099, '稚内市': 34361.316448981546, '新ひだか町': 27161.51737172413, '枝幸町': 17232.41502162469}
OC_inc: {'苫小牧市': 313880.8600380832, '釧路市': 196513.20875701046, '札幌市': 110807.09773206827, '室蘭市': 99470.85574851908, '伊達市': 70974.3686554721, '登別市': 63162.501364628006, '帯広市': 47806.64333177938, '函館市': 37473.80084843144, '旭川市': 33959.70087266814, '厚真町': 32331.745364076574, '江別市': 35634.33819047396, '北見市': 45295.2956436822, '厚岸町': 52647.48448358509, '小樽市': 54793.77780014489, '中標津町': 57132.50428832991, '滝川市': 56797.41718351691, '稚内市': 51265.7861067866, '新ひだか町': 44819.17297064192, '枝幸町': 31895.004673764397}

TC_indirect: {'古平町': 1708.789656, '江別市': 0}
IC_trans: {'古平町': 407.6279188708323, '江別市': 0}
OC_trans: {'古平町': 18400.326678815385, '江別市': 0}

=============================
Total cost: 5813907.936178864
=============================

----------------------  輸送情報  ----------------------

direct 苫小牧市(5859/5859) t/day → receive from: 苫小牧市, 白老町
direct 釧路市(3668/3668) t/day → receive from: 釧路市, 釧路町, 鶴居村, 白糖町
direct 札幌市(2068/2068) t/day → receive from: 札幌市, 石狩市
direct 室蘭市(1857/1857) t/day → receive from: 室蘭市
direct 伊達市(1325/1325) t/day → receive from: 島牧村, 寿都町, 黒松内町, 蘭越町, ニセコ町, 真狩村, 留寿都村, 喜茂別町, 京極町, 伊達市, 豊浦町, 壮瞥町, 洞爺湖町, 長万部町, 今金町, せたな町
direct 登別市(1179/1179) t/day → receive from: 登別市
direct 帯広市(892/892) t/day → receive from: 南富良野町, 帯広市, 音更町, 士幌町, 上士幌町, 鹿追町, 新得町, 清水町, 芽室町, 中札内村, 更別村, 大樹町, 広尾町, 幕別町, 池田町, 豊頃町, 本別町, 足寄町, 浦幌町
direct 函館市(699/699) t/day → receive from: 函館市, 北斗市, 松前町, 福島町, 知内町, 木古内町, 七飯町, 鹿部町, 森町, 八雲町, 江差町, 上ノ国町, 厚沢部町, 乙部町
direct 旭川市(634/634) t/day → receive from: 旭川市, 士別市, 名寄市, 富良野市, 鷹栖町, 東神楽町, 当麻町, 比布町, 愛別町, 上川町, 東川町, 美瑛町, 上富良野町, 中富良野町, 和寒町, 剣淵町, 下川町, 幌加内町
direct 厚真町(603/603) t/day → receive from: 千歳市, 厚真町, 安平町, むかわ町, 平取町, 占冠村
direct 江別市(575/575) t/day → receive from: 夕張市, 岩見沢市, 三笠市, 南幌町, 由仁町, 長沼町, 栗山町, 月形町, 江別市, 恵庭市, 北広島市, 当別町, 新篠津村
direct 北見市(495/495) t/day → receive from: 北見市, 網走市, 紋別市, 美幌町, 津別町, 小清水町, 訓子府町, 置戸町, 佐呂間町, 遠軽町, 湧別町, 滝上町, 大空町, 陸別町
direct 厚岸町(412/412) t/day → receive from: 厚岸町, 浜中町, 標茶町, 根室市
direct 小樽市(369/377) t/day → receive from: 小樽市, 俱知安町, 共和町, 岩内町, 泊村, 仁木町, 余市町, 赤井川村
indirect 小樽市(8/377) t/day → receive from: 中継施設＝ 古平町(2848) → receive from: 神恵内村, 積丹町, 古平町
direct 中標津町(302/302) t/day → receive from: 清里町, 斜里町, 弟子屈町, 別海町, 中標津町, 標津町, 羅臼町
direct 滝川市(256/256) t/day → receive from: 美唄市, 芦別市, 赤平市, 滝川市, 砂川市, 歌志内市, 深川市, 奈井江町, 上砂川町, 浦臼町, 新十津川町, 妹背牛町, 秩父別町, 雨竜町, 北竜町, 沼田町, 留萌市, 増毛町, 小平町, 苫前町, 羽幌町
direct 稚内市(168/168) t/day → receive from: 初山別村, 遠別町, 天塩町, 稚内市, 猿払村, 豊富町, 幌延町
direct 新ひだか町(121/121) t/day → receive from: 日高町, 新冠町, 浦河町, 様似町, えりも町, 新ひだか町
direct 枝幸町(65/65) t/day → receive from: 美深町, 音威子府村, 中川町, 浜頓別町, 中頓別町, 枝幸町, 興部町, 西興部村, 雄武町

----------------------  遺伝情報  ----------------------

個体数＝1050
世代数＝1000
0: neval=1050{'avg': 8547596.326879008, 'max': 18981219.718775485, 'min': 6440804.620029559} best=6440804.620029559
1: neval=808{'avg': 7864432.73753071, 'max': 10493085.953402948, 'min': 6405233.1893123} best=6405233.1893123
2: neval=835{'avg': 7405533.411274915, 'max': 9649146.322483452, 'min': 6315915.344306585} best=6315915.344306585
3: neval=836{'avg': 7112691.145874511, 'max': 9628092.323298052, 'min': 6265799.229831835} best=6265799.229831835
4: neval=828{'avg': 6877490.8875080105, 'max': 9842143.004036207, 'min': 6107620.872795627} best=6107620.872795627
5: neval=836{'avg': 6703769.710334063, 'max': 8861129.03826273, 'min': 6057250.386709154} best=6057250.386709154
6: neval=833{'avg': 6561846.153342781, 'max': 10500627.795408629, 'min': 6077225.032686751} best=6057250.386709154
7: neval=830{'avg': 6432374.064158571, 'max': 8306321.10227066, 'min': 6028669.94461625} best=6028669.94461625
8: neval=793{'avg': 6327509.68578775, 'max': 8479994.747111809, 'min': 5989357.992648394} best=5989357.992648394
9: neval=825{'avg': 6226471.26273434, 'max': 9393018.343197254, 'min': 5940395.784016344} best=5940395.784016344
10: neval=845{'avg': 6171818.968785922, 'max': 9267480.501423813, 'min': 5943673.4168951595} best=5940395.784016344
11: neval=823{'avg': 6105521.969327562, 'max': 9480814.56190749, 'min': 5882981.486651034} best=5882981.486651034
12: neval=803{'avg': 6059685.088917718, 'max': 8829052.549346004, 'min': 5882981.486651034} best=5882981.486651034
13: neval=832{'avg': 6010429.486614033, 'max': 8737066.451514583, 'min': 5851252.848375654} best=5851252.848375654
14: neval=836{'avg': 5980317.954859533, 'max': 8687027.162076192, 'min': 5870760.57964196} best=5851252.848375654
15: neval=825{'avg': 5941277.114273576, 'max': 8080831.174363249, 'min': 5863396.768404153} best=5851252.848375654
16: neval=785{'avg': 5930419.949176997, 'max': 8499180.441293774, 'min': 5845725.804463183} best=5845725.804463183
17: neval=864{'avg': 5908567.992055522, 'max': 8263739.887371256, 'min': 5853445.063375909} best=5845725.804463183
18: neval=839{'avg': 5898744.274006328, 'max': 8152436.418583911, 'min': 5845725.804463183} best=5845725.804463183
19: neval=817{'avg': 5885725.171941806, 'max': 8184944.129105476, 'min': 5845725.804463183} best=5845725.804463183
20: neval=860{'avg': 5878427.142899236, 'max': 8648638.561657825, 'min': 5841329.73271288} best=5841329.73271288
21: neval=835{'avg': 5866102.912498315, 'max': 8319236.085312794, 'min': 5838397.249121833} best=5838397.249121833
22: neval=851{'avg': 5869168.233520202, 'max': 9382882.768769251, 'min': 5831277.836042853} best=5831277.836042853
23: neval=826{'avg': 5849528.220359087, 'max': 6936298.078512677, 'min': 5830144.316718949} best=5830144.316718949
24: neval=804{'avg': 5853390.255295547, 'max': 7567958.949697341, 'min': 5830144.316718949} best=5830144.316718949
25: neval=828{'avg': 5866940.006990557, 'max': 8641421.517732676, 'min': 5826357.199398949} best=5826357.199398949
26: neval=818{'avg': 5853396.420693753, 'max': 8473725.740723759, 'min': 5819529.32818306} best=5819529.32818306
27: neval=827{'avg': 5842268.475828862, 'max': 8467614.86825361, 'min': 5819529.32818306} best=5819529.32818306
28: neval=836{'avg': 5832473.14883006, 'max': 7338838.725879895, 'min': 5819259.777603666} best=5819259.777603666
29: neval=817{'avg': 5830842.184922025, 'max': 8008904.590891073, 'min': 5819259.777603666} best=5819259.777603666
30: neval=804{'avg': 5834970.198802056, 'max': 9217705.974819483, 'min': 5819259.777603666} best=5819259.777603666
31: neval=818{'avg': 5841744.404625872, 'max': 8717744.348550374, 'min': 5819259.777603666} best=5819259.777603666
32: neval=822{'avg': 5831767.01910354, 'max': 10081344.109321661, 'min': 5819259.777603666} best=5819259.777603666
33: neval=821{'avg': 5825437.748198327, 'max': 8508215.615515985, 'min': 5819259.777603666} best=5819259.777603666
34: neval=833{'avg': 5824538.6602750635, 'max': 7211442.694289236, 'min': 5819259.777603666} best=5819259.777603666
35: neval=837{'avg': 5825802.776213958, 'max': 6827213.7735928185, 'min': 5819259.777603666} best=5819259.777603666
36: neval=853{'avg': 5830691.015968, 'max': 8946832.561166542, 'min': 5819259.777603666} best=5819259.777603666
37: neval=817{'avg': 5823720.700834374, 'max': 8200738.336639657, 'min': 5819259.777603666} best=5819259.777603666
38: neval=825{'avg': 5828536.378806899, 'max': 7616148.600821623, 'min': 5819259.777603666} best=5819259.777603666
39: neval=846{'avg': 5831940.310408834, 'max': 8288875.477953509, 'min': 5819259.777603666} best=5819259.777603666
40: neval=807{'avg': 5831135.082660094, 'max': 7932552.317186532, 'min': 5819259.777603666} best=5819259.777603666
41: neval=784{'avg': 5832793.127863192, 'max': 8527107.019676633, 'min': 5819259.777603666} best=5819259.777603666
42: neval=802{'avg': 5827698.26498368, 'max': 7993257.576587563, 'min': 5819259.777603666} best=5819259.777603666
43: neval=831{'avg': 5830499.290004941, 'max': 8117262.757266921, 'min': 5819259.777603666} best=5819259.777603666
44: neval=803{'avg': 5833909.829655674, 'max': 8259754.820207259, 'min': 5819259.777603666} best=5819259.777603666
45: neval=800{'avg': 5834764.5888514705, 'max': 8991835.530467514, 'min': 5819259.777603666} best=5819259.777603666
46: neval=809{'avg': 5828956.076111118, 'max': 7710643.173654443, 'min': 5819259.777603666} best=5819259.777603666
47: neval=790{'avg': 5828825.92897185, 'max': 8441673.687070165, 'min': 5819259.777603666} best=5819259.777603666
48: neval=828{'avg': 5839674.359598657, 'max': 8479419.093939628, 'min': 5819259.777603666} best=5819259.777603666
49: neval=808{'avg': 5824746.260977013, 'max': 7081333.985181637, 'min': 5819259.777603666} best=5819259.777603666
50: neval=834{'avg': 5831283.112464915, 'max': 8261477.56117801, 'min': 5819259.777603666} best=5819259.777603666
51: neval=818{'avg': 5826315.898176287, 'max': 8261477.56117801, 'min': 5819259.777603666} best=5819259.777603666
52: neval=807{'avg': 5826181.817219294, 'max': 7143519.5795225715, 'min': 5819259.777603666} best=5819259.777603666
53: neval=812{'avg': 5823884.444084729, 'max': 8340059.784413749, 'min': 5819259.777603666} best=5819259.777603666
54: neval=843{'avg': 5821569.531340839, 'max': 7439016.759828078, 'min': 5819259.777603666} best=5819259.777603666
55: neval=824{'avg': 5825359.5396586405, 'max': 7502255.235747147, 'min': 5819259.777603666} best=5819259.777603666
56: neval=840{'avg': 5829045.509545314, 'max': 7872731.244370523, 'min': 5819259.777603666} best=5819259.777603666
57: neval=843{'avg': 5827475.709541895, 'max': 7872530.213059312, 'min': 5819259.777603666} best=5819259.777603666
58: neval=814{'avg': 5844534.098472241, 'max': 9506414.874268025, 'min': 5819259.777603666} best=5819259.777603666
59: neval=838{'avg': 5821895.831681455, 'max': 7164751.504731906, 'min': 5819259.777603666} best=5819259.777603666
60: neval=829{'avg': 5828033.3788706735, 'max': 8183099.028752065, 'min': 5819259.777603666} best=5819259.777603666
