--------------------  GAPlot_input  --------------------

inc_size= [6566, 4360, 3036, 2990, 1377, 1096, 910, 699, 523]
inc_facility = ['苫小牧市', '釧路市', '室蘭市', '札幌市', '伊達市', '旭川市', '帯広市', '函館市', '北見市']
inc_blocks = [['夕張市', '岩見沢市', '美唄市', '三笠市', '南幌町', '由仁町', '長沼町', '栗山町', '月形町', '札幌市', '江別市', '恵庭市', '北広島市', '石狩市', '当別町', '新篠津村', '小樽市', '岩内町', '積丹町', '古平町', '仁木町', '余市町', '赤井川村'], ['室蘭市', '登別市'], ['千歳市', '苫小牧市', '白老町', '厚真町', '安平町', 'むかわ町', '日高町', '平取町', '新冠町', '浦河町', '新ひだか町'], ['島牧村', '寿都町', '黒松内町', '蘭越町', 'ニセコ町', '真狩村', '留寿都村', '喜茂別町', '京極町', '俱知安町', '共和町', '泊村', '神恵内村', '伊達市', '豊浦町', '壮瞥町', '洞爺湖町', '長万部町', '今金町', 'せたな町'], ['函館市', '北斗市', '松前町', '福島町', '知内町', '木古内町', '七飯町', '鹿部町', '森町', '八雲町', '江差町', '上ノ国町', '厚沢部町', '乙部町'], ['芦別市', '赤平市', '滝川市', '砂川市', '歌志内市', '深川市', '奈井江町', '上砂川町', '浦臼町', '新十津川町', '妹背牛町', '秩父別町', '雨竜町', '北竜町', '沼田町', '旭川市', '士別市', '名寄市', '富良野市', '鷹栖町', '東神楽町', '当麻町', '比布町', '愛別町', '上川町', '東川町', '美瑛町', '上富良野町', '中富良野町', '和寒町', '剣淵町', '下川町', '美深町', '幌加内町', '留萌市', '増毛町', '小平町', '苫前町', '羽幌町', '西興部村'], ['北見市', '網走市', '紋別市', '美幌町', '津別町', '清里町', '斜里町', '小清水町', '訓子府町', '置戸町', '佐呂間町', '遠軽町', '湧別町', '滝上町', '興部町', '大空町', '陸別町'], ['様似町', 'えりも町', '南富良野町', '占冠村', '帯広市', '音更町', '士幌町', '上士幌町', '鹿追町', '新得町', '清水町', '芽室町', '中札内村', '更別村', '大樹町', '広尾町', '幕別町', '池田町', '豊頃町', '本別町', '足寄町', '浦幌町'], ['釧路市', '釧路町', '厚岸町', '浜中町', '標茶町', '弟子屈町', '鶴居村', '白糖町', '根室市', '別海町', '中標津町', '標津町', '羅臼町']]

trans_size=[127, 46, 30, 12, 6]
trans_facility = ['稚内市', '浜頓別町', '豊富町', '猿払村', '中頓別町']
trans_blocks = [['稚内市'], ['猿払村'], ['浜頓別町', '枝幸町', '雄武町'], ['音威子府村', '中川町', '中頓別町'], ['初山別村', '遠別町', '天塩町', '豊富町', '幌延町']]

arrows = [[['旭川市'], ['稚内市', '猿払村', '浜頓別町', '中頓別町', '豊富町']]]

----------------------  実行情報  ----------------------
実行時間＝359秒
個体数＝700
合計世代数＝298
------------------------  前提  ------------------------

waste=sanpai

ごみ量24位以内：
苫小牧市 (2039382), 釧路市 (1177668), 札幌市 (728360), 室蘭市 (677679), 登別市 (430316), 伊達市 (334124), 帯広市 (182218), 旭川市 (138210), 函館市 (133081), 釧路町 (121597), 白老町 (99038), 北見市 (91496), 小樽市 (91037), 千歳市 (69923), 江別市 (64214), 安平町 (60328), 洞爺湖町 (54767), 厚岸町 (49048), 岩見沢市 (47176), 稚内市 (46228), 音更町 (44302), 標茶町 (43861), むかわ町 (42881), 厚真町 (42445)

焼却施設数: 9
中継施設数: 5

輸送単価＝ 300 円/t/km

---------------------  コスト情報  ---------------------

TC_direct: {'苫小牧市': 388427.60594999994, '釧路市': 638780.75448, '室蘭市': 224328.03396, '札幌市': 384151.45887000003, '伊達市': 181628.01123, '旭川市': 296048.04579000006, '帯広市': 129882.12774, '函館市': 125673.13416, '北見市': 164322.37866000005}
IC_inc: {'苫小牧市': 840065.8739904714, '釧路市': 557815.7122653376, '室蘭市': 388406.092078587, '札幌市': 382544.9195466225, '伊達市': 176224.98599814135, '旭川市': 140259.401103734, '帯広市': 116474.32828876263, '函館市': 96017.17383615748, '北見市': 77871.18798670404}
OC_inc: {'苫小牧市': 351752.292432162, '釧路市': 233568.53506256978, '室蘭市': 162633.3571131471, '札幌市': 160179.1675807649, '伊達市': 73788.90718916999, '旭川市': 58729.401349256754, '帯広市': 48770.11821757823, '函館市': 37473.80084843144, '北見市': 42197.48940571761}

TC_indirect: {'稚内市': 67789.293936, '浜頓別町': 32798.959806, '豊富町': 19871.276670000003, '猿払村': 5594.619540000001, '中頓別町': 3387.64914}
IC_trans: {'稚内市': 4302.823313780405, '浜頓別町': 1799.0221987448635, '豊富町': 1243.1729533480493, '猿払村': 564.3854582175265, '中頓別町': 340.8341955513285}
OC_trans: {'稚内市': 280451.5583332065, '浜頓別町': 103387.1641263674, '豊富町': 67268.30471705511, '猿払村': 26898.02645651422, '中頓別町': 14860.726134737686}

=============================
Total cost: 7108572.112112839
=============================

----------------------  輸送情報  ----------------------

direct 苫小牧市(6566/6566) t/day → receive from: 千歳市, 苫小牧市, 白老町, 厚真町, 安平町, むかわ町, 日高町, 平取町, 新冠町, 浦河町, 新ひだか町
direct 釧路市(4360/4360) t/day → receive from: 釧路市, 釧路町, 厚岸町, 浜中町, 標茶町, 弟子屈町, 鶴居村, 白糖町, 根室市, 別海町, 中標津町, 標津町, 羅臼町
direct 室蘭市(3036/3036) t/day → receive from: 室蘭市, 登別市
direct 札幌市(2990/2990) t/day → receive from: 夕張市, 岩見沢市, 美唄市, 三笠市, 南幌町, 由仁町, 長沼町, 栗山町, 月形町, 札幌市, 江別市, 恵庭市, 北広島市, 石狩市, 当別町, 新篠津村, 小樽市, 岩内町, 積丹町, 古平町, 仁木町, 余市町, 赤井川村
direct 伊達市(1377/1377) t/day → receive from: 島牧村, 寿都町, 黒松内町, 蘭越町, ニセコ町, 真狩村, 留寿都村, 喜茂別町, 京極町, 俱知安町, 共和町, 泊村, 神恵内村, 伊達市, 豊浦町, 壮瞥町, 洞爺湖町, 長万部町, 今金町, せたな町
direct 旭川市(876/1096) t/day → receive from: 芦別市, 赤平市, 滝川市, 砂川市, 歌志内市, 深川市, 奈井江町, 上砂川町, 浦臼町, 新十津川町, 妹背牛町, 秩父別町, 雨竜町, 北竜町, 沼田町, 旭川市, 士別市, 名寄市, 富良野市, 鷹栖町, 東神楽町, 当麻町, 比布町, 愛別町, 上川町, 東川町, 美瑛町, 上富良野町, 中富良野町, 和寒町, 剣淵町, 下川町, 美深町, 幌加内町, 留萌市, 増毛町, 小平町, 苫前町, 羽幌町, 西興部村
indirect 旭川市(221/1096) t/day → receive from: 中継施設＝ 稚内市(46228) → receive from: 稚内市
                                                    　　　猿払村(4237) → receive from: 猿払村
                                                    　　　浜頓別町(16878) → receive from: 浜頓別町, 枝幸町, 雄武町
                                                    　　　中頓別町(2285) → receive from: 音威子府村, 中川町, 中頓別町
                                                    　　　豊富町(10923) → receive from: 初山別村, 遠別町, 天塩町, 豊富町, 幌延町
direct 帯広市(910/910) t/day → receive from: 様似町, えりも町, 南富良野町, 占冠村, 帯広市, 音更町, 士幌町, 上士幌町, 鹿追町, 新得町, 清水町, 芽室町, 中札内村, 更別村, 大樹町, 広尾町, 幕別町, 池田町, 豊頃町, 本別町, 足寄町, 浦幌町
direct 函館市(699/699) t/day → receive from: 函館市, 北斗市, 松前町, 福島町, 知内町, 木古内町, 七飯町, 鹿部町, 森町, 八雲町, 江差町, 上ノ国町, 厚沢部町, 乙部町
direct 北見市(523/523) t/day → receive from: 北見市, 網走市, 紋別市, 美幌町, 津別町, 清里町, 斜里町, 小清水町, 訓子府町, 置戸町, 佐呂間町, 遠軽町, 湧別町, 滝上町, 興部町, 大空町, 陸別町

----------------------  遺伝情報  ----------------------

個体数＝700
世代数＝1000
0: neval=700{'avg': 17109273.377714545, 'max': 30720966.389841877, 'min': 11379721.433092361} best=11379721.433092361
1: neval=541{'avg': 14131317.327455027, 'max': 22588014.96743324, 'min': 9464531.764220864} best=9464531.764220864
2: neval=543{'avg': 12850249.891969863, 'max': 20875736.12161818, 'min': 9459385.754944036} best=9459385.754944036
3: neval=556{'avg': 11879130.512309453, 'max': 19430702.535897296, 'min': 8255121.695911324} best=8255121.695911324
4: neval=539{'avg': 11345657.376697205, 'max': 19273209.868473265, 'min': 8458046.652029961} best=8255121.695911324
5: neval=562{'avg': 10922929.127296465, 'max': 14545287.167609787, 'min': 8730270.227229957} best=8255121.695911324
6: neval=538{'avg': 10404006.504457545, 'max': 15909971.997561263, 'min': 8456711.61823444} best=8255121.695911324
7: neval=547{'avg': 10033371.577144468, 'max': 20243399.806922738, 'min': 8379287.452894787} best=8255121.695911324
8: neval=542{'avg': 9581702.54595532, 'max': 15053570.333877303, 'min': 8295858.13069229} best=8255121.695911324
9: neval=538{'avg': 9202636.542138848, 'max': 15635992.187863788, 'min': 8007942.30277858} best=8007942.30277858
10: neval=538{'avg': 8848704.937655853, 'max': 12197160.996672822, 'min': 7909570.6309728995} best=7909570.6309728995
11: neval=560{'avg': 8541856.55215668, 'max': 12217518.58390811, 'min': 7635876.175647329} best=7635876.175647329
12: neval=564{'avg': 8313245.067928391, 'max': 13904063.11530646, 'min': 7532570.257203657} best=7532570.257203657
13: neval=526{'avg': 8083039.98751714, 'max': 11735177.897689939, 'min': 7531077.533842843} best=7531077.533842843
14: neval=542{'avg': 7871764.308969042, 'max': 9774548.418780064, 'min': 7423623.072415185} best=7423623.072415185
15: neval=554{'avg': 7756512.39991797, 'max': 10074379.395034062, 'min': 7284544.500858931} best=7284544.500858931
16: neval=553{'avg': 7647954.311770927, 'max': 9244405.130853664, 'min': 7360312.134184872} best=7284544.500858931
17: neval=551{'avg': 7570506.634711745, 'max': 14454990.925821343, 'min': 7326464.37616218} best=7284544.500858931
18: neval=571{'avg': 7506338.291247995, 'max': 13204131.528804874, 'min': 7144391.108540926} best=7144391.108540926
19: neval=554{'avg': 7466982.2902074335, 'max': 12158144.97940699, 'min': 7144391.108540926} best=7144391.108540926
20: neval=553{'avg': 7418703.657244483, 'max': 10304631.089781605, 'min': 7144391.108540926} best=7144391.108540926
21: neval=539{'avg': 7369941.493658673, 'max': 13833986.995629782, 'min': 7139734.27427832} best=7139734.27427832
22: neval=556{'avg': 7327647.426907873, 'max': 10762356.861539956, 'min': 7137904.256779812} best=7137904.256779812
23: neval=564{'avg': 7278272.473080632, 'max': 12090977.25920628, 'min': 7109995.915850252} best=7109995.915850252
24: neval=523{'avg': 7216350.945590308, 'max': 11171398.013098862, 'min': 7109995.915850252} best=7109995.915850252
25: neval=572{'avg': 7196344.626772862, 'max': 12025104.505348025, 'min': 7109995.915850252} best=7109995.915850252
26: neval=540{'avg': 7145284.644418016, 'max': 10383961.799611675, 'min': 7109995.915850252} best=7109995.915850252
27: neval=558{'avg': 7140729.765729852, 'max': 11458336.783173699, 'min': 7109995.915850252} best=7109995.915850252
28: neval=542{'avg': 7157489.997200406, 'max': 13590841.336525936, 'min': 7109995.915850252} best=7109995.915850252
29: neval=543{'avg': 7128511.957125599, 'max': 9691106.761293182, 'min': 7109995.915850252} best=7109995.915850252
30: neval=550{'avg': 7127385.796655764, 'max': 10202909.131582716, 'min': 7109995.915850252} best=7109995.915850252
31: neval=547{'avg': 7133289.569174326, 'max': 12092528.167558575, 'min': 7109995.915850252} best=7109995.915850252
32: neval=563{'avg': 7136701.770522006, 'max': 12018994.78367017, 'min': 7109995.915850252} best=7109995.915850252
33: neval=542{'avg': 7144472.658111131, 'max': 12833686.688540652, 'min': 7109995.915850252} best=7109995.915850252
34: neval=547{'avg': 7126455.113731743, 'max': 12915517.545481222, 'min': 7109995.915850252} best=7109995.915850252
35: neval=556{'avg': 7124579.4683144335, 'max': 11726096.566629345, 'min': 7109995.915850252} best=7109995.915850252
36: neval=560{'avg': 7125186.951646966, 'max': 10821968.2125194, 'min': 7109995.915850252} best=7109995.915850252
37: neval=539{'avg': 7131280.9017613325, 'max': 14209366.150834437, 'min': 7109995.915850252} best=7109995.915850252
38: neval=566{'avg': 7125574.028723887, 'max': 13235582.417817432, 'min': 7109995.915850252} best=7109995.915850252
39: neval=581{'avg': 7118192.223456762, 'max': 9247711.776029052, 'min': 7109995.915850252} best=7109995.915850252
40: neval=557{'avg': 7119162.649303395, 'max': 9639952.693668665, 'min': 7109995.915850252} best=7109995.915850252
41: neval=549{'avg': 7147207.195386302, 'max': 15368429.166784568, 'min': 7109995.915850252} best=7109995.915850252
42: neval=551{'avg': 7125682.681959569, 'max': 10462329.645880215, 'min': 7109995.915850252} best=7109995.915850252
43: neval=554{'avg': 7133319.00363002, 'max': 12909208.212428302, 'min': 7109995.915850252} best=7109995.915850252
44: neval=549{'avg': 7126816.285917306, 'max': 10845555.883689456, 'min': 7109995.915850252} best=7109995.915850252
45: neval=555{'avg': 7144330.926951803, 'max': 12262099.43813428, 'min': 7109995.915850252} best=7109995.915850252
46: neval=548{'avg': 7135725.3358762525, 'max': 9980269.5268371, 'min': 7109995.915850252} best=7109995.915850252
47: neval=556{'avg': 7114898.154282591, 'max': 9409895.462718511, 'min': 7109995.915850252} best=7109995.915850252
48: neval=543{'avg': 7124109.442047519, 'max': 9445975.416853193, 'min': 7109995.915850252} best=7109995.915850252
49: neval=525{'avg': 7130957.862669664, 'max': 15652558.738494154, 'min': 7109995.915850252} best=7109995.915850252
50: neval=554{'avg': 7114425.993269747, 'max': 8959830.15933953, 'min': 7109995.915850252} best=7109995.915850252
