--------------------  GAPlot_input  --------------------

inc_size= [15735, 5822]
inc_facility = ['苫小牧市', '釧路市']
inc_blocks = [['夕張市', '岩見沢市', '美唄市', '三笠市', '南幌町', '由仁町', '長沼町', '栗山町', '月形町', '札幌市', '江別市', '千歳市', '恵庭市', '北広島市', '石狩市', '当別町', '新篠津村', '小樽市', '島牧村', '寿都町', '黒松内町', '蘭越町', 'ニセコ町', '真狩村', '留寿都村', '喜茂別町', '京極町', '俱知安町', '共和町', '岩内町', '泊村', '神恵内村', '積丹町', '古平町', '仁木町', '余市町', '赤井川村', '室蘭市', '苫小牧市', '登別市', '伊達市', '豊浦町', '壮瞥町', '白老町', '厚真町', '洞爺湖町', '安平町', 'むかわ町', '日高町', '平取町', '新冠町', '浦河町', '様似町', 'えりも町', '新ひだか町', '函館市', '北斗市', '松前町', '福島町', '知内町', '木古内町', '七飯町', '鹿部町', '森町', '八雲町', '長万部町', '江差町', '上ノ国町', '厚沢部町', '乙部町', '今金町', 'せたな町', '占冠村'], ['北見市', '網走市', '美幌町', '津別町', '清里町', '斜里町', '小清水町', '訓子府町', '大空町', '帯広市', '音更町', '士幌町', '上士幌町', '鹿追町', '新得町', '清水町', '芽室町', '中札内村', '更別村', '大樹町', '広尾町', '幕別町', '池田町', '豊頃町', '本別町', '足寄町', '陸別町', '浦幌町', '釧路市', '釧路町', '厚岸町', '浜中町', '標茶町', '弟子屈町', '鶴居村', '白糖町', '根室市', '別海町', '中標津町', '標津町', '羅臼町']]

trans_size=[708, 138, 105, 77, 59, 46, 36, 32]
trans_facility = ['旭川市', '稚内市', '紋別市', '留萌市', '名寄市', '枝幸町', '士別市', '幌延町']
trans_blocks = [['芦別市', '赤平市', '滝川市', '砂川市', '歌志内市', '深川市', '奈井江町', '上砂川町', '浦臼町', '旭川市', '富良野市', '鷹栖町', '東神楽町', '当麻町', '比布町', '愛別町', '上川町', '東川町', '美瑛町', '上富良野町', '中富良野町', '南富良野町', '幌加内町'], ['士別市', '和寒町', '剣淵町'], ['名寄市', '下川町', '美深町', '西興部村'], ['新十津川町', '妹背牛町', '秩父別町', '雨竜町', '北竜町', '沼田町', '留萌市', '増毛町', '小平町', '苫前町', '羽幌町'], ['稚内市', '猿払村'], ['音威子府村', '浜頓別町', '中頓別町', '枝幸町'], ['中川町', '初山別村', '遠別町', '天塩町', '豊富町', '幌延町'], ['紋別市', '置戸町', '佐呂間町', '遠軽町', '湧別町', '滝上町', '興部町', '雄武町']]

arrows = [[['苫小牧市'], ['留萌市', '稚内市', '旭川市', '士別市', '名寄市', '幌延町']], [['釧路市'], ['枝幸町', '紋別市']]]

----------------------  実行情報  ----------------------
実行時間＝161秒
個体数＝500
合計世代数＝242
------------------------  前提  ------------------------

waste=sanpai

ごみ量20位以内：
苫小牧市 (2039382), 釧路市 (1177668), 札幌市 (728360), 室蘭市 (677679), 登別市 (430316), 伊達市 (334124), 帯広市 (182218), 旭川市 (138210), 函館市 (133081), 釧路町 (121597), 白老町 (99038), 北見市 (91496), 小樽市 (91037), 千歳市 (69923), 江別市 (64214), 安平町 (60328), 洞爺湖町 (54767), 厚岸町 (49048), 岩見沢市 (47176), 稚内市 (46228)

焼却施設数: 2
中継施設数: 8

輸送単価＝ 300 円/t/km

---------------------  コスト情報  ---------------------

TC_direct: {'苫小牧市': 8444684.083739998, '釧路市': 2446194.983069999}
IC_inc: {'苫小牧市': 2013259.1307945454, '釧路市': 744959.5859444375}
OC_inc: {'苫小牧市': 842991.6467776855, '釧路市': 311929.3977274958}

TC_indirect: {'旭川市': 446717.206602, '稚内市': 122234.01612000001, '紋別市': 87420.42143400002, '留萌市': 56090.50326, '名寄市': 36884.156004, '枝幸町': 38975.398440000004, '士別市': 20038.112058, '幌延町': 29303.989548}
IC_trans: {'旭川市': 20052.666332672037, '稚内市': 4647.031408556395, '紋別市': 3652.8628276063546, '留萌市': 2781.9905793257467, '名寄市': 2218.0214109747358, '枝幸町': 1787.3623486932643, '士別市': 1447.663703471525, '幌延町': 1299.3012579340111}
OC_trans: {'旭川市': 1563065.6051170642, '稚内市': 306649.57598262624, '紋別市': 233696.31811780075, '留萌市': 170670.93184893823, '名寄市': 131715.70959263726, '枝幸町': 102678.16094654876, '士別市': 80719.74134983581, '幌延町': 70809.52250958457}

==============================
Total cost: 18339575.096854426
==============================

----------------------  輸送情報  ----------------------

direct 苫小牧市(14686/15735) t/day → receive from: 夕張市, 岩見沢市, 美唄市, 三笠市, 南幌町, 由仁町, 長沼町, 栗山町, 月形町, 札幌市, 江別市, 千歳市, 恵庭市, 北広島市, 石狩市, 当別町, 新篠津村, 小樽市, 島牧村, 寿都町, 黒松内町, 蘭越町, ニセコ町, 真狩村, 留寿都村, 喜茂別町, 京極町, 俱知安町, 共和町, 岩内町, 泊村, 神恵内村, 積丹町, 古平町, 仁木町, 余市町, 赤井川村, 室蘭市, 苫小牧市, 登別市, 伊達市, 豊浦町, 壮瞥町, 白老町, 厚真町, 洞爺湖町, 安平町, むかわ町, 日高町, 平取町, 新冠町, 浦河町, 様似町, えりも町, 新ひだか町, 函館市, 北斗市, 松前町, 福島町, 知内町, 木古内町, 七飯町, 鹿部町, 森町, 八雲町, 長万部町, 江差町, 上ノ国町, 厚沢部町, 乙部町, 今金町, せたな町, 占冠村
indirect 苫小牧市(1049/15735) t/day → receive from: 中継施設＝ 留萌市(28021) → receive from: 新十津川町, 妹背牛町, 秩父別町, 雨竜町, 北竜町, 沼田町, 留萌市, 増毛町, 小平町, 苫前町, 羽幌町
                                                    　　　稚内市(50465) → receive from: 稚内市, 猿払村
                                                    　　　旭川市(258266) → receive from: 芦別市, 赤平市, 滝川市, 砂川市, 歌志内市, 深川市, 奈井江町, 上砂川町, 浦臼町, 旭川市, 富良野市, 鷹栖町, 東神楽町, 当麻町, 比布町, 愛別町, 上川町, 東川町, 美瑛町, 上富良野町, 中富良野町, 南富良野町, 幌加内町
                                                    　　　士別市(13076) → receive from: 士別市, 和寒町, 剣淵町
                                                    　　　名寄市(21549) → receive from: 名寄市, 下川町, 美深町, 西興部村
                                                    　　　幌延町(11509) → receive from: 中川町, 初山別村, 遠別町, 天塩町, 豊富町, 幌延町
direct 釧路市(5671/5822) t/day → receive from: 北見市, 網走市, 美幌町, 津別町, 清里町, 斜里町, 小清水町, 訓子府町, 大空町, 帯広市, 音更町, 士幌町, 上士幌町, 鹿追町, 新得町, 清水町, 芽室町, 中札内村, 更別村, 大樹町, 広尾町, 幕別町, 池田町, 豊頃町, 本別町, 足寄町, 陸別町, 浦幌町, 釧路市, 釧路町, 厚岸町, 浜中町, 標茶町, 弟子屈町, 鶴居村, 白糖町, 根室市, 別海町, 中標津町, 標津町, 羅臼町
indirect 釧路市(151/5822) t/day → receive from: 中継施設＝ 枝幸町(16750) → receive from: 音威子府村, 浜頓別町, 中頓別町, 枝幸町
                                                    　　　紋別市(38334) → receive from: 紋別市, 置戸町, 佐呂間町, 遠軽町, 湧別町, 滝上町, 興部町, 雄武町

----------------------  遺伝情報  ----------------------

個体数＝500
世代数＝1000
0: neval=500{'avg': 45145413.69683815, 'max': 63431463.46093681, 'min': 29253548.396751575} best=29253548.396751575
1: neval=375{'avg': 39033962.554073304, 'max': 55450019.7672036, 'min': 26850387.625712264} best=26850387.625712264
2: neval=392{'avg': 34723176.93071322, 'max': 47194004.94556703, 'min': 24743120.673158146} best=24743120.673158146
3: neval=376{'avg': 31249927.087621257, 'max': 44228543.19368101, 'min': 23338754.54037177} best=23338754.54037177
4: neval=405{'avg': 28663522.280651946, 'max': 43098869.720918044, 'min': 22115721.27419044} best=22115721.27419044
5: neval=405{'avg': 26566495.73560931, 'max': 51966600.42423056, 'min': 20881505.871433236} best=20881505.871433236
6: neval=413{'avg': 24751176.481614262, 'max': 33734585.66171058, 'min': 20112069.090050463} best=20112069.090050463
7: neval=391{'avg': 23215301.33105046, 'max': 33920577.82968383, 'min': 19990150.323984403} best=19990150.323984403
8: neval=404{'avg': 22121577.456065662, 'max': 47652527.44932122, 'min': 19329113.370326534} best=19329113.370326534
9: neval=403{'avg': 21068254.51699045, 'max': 39267602.37945045, 'min': 18789491.82501693} best=18789491.82501693
10: neval=380{'avg': 20362639.499250587, 'max': 24190791.954203747, 'min': 18789491.82501693} best=18789491.82501693
11: neval=407{'avg': 19912215.267732956, 'max': 22587504.775145914, 'min': 18722912.40337579} best=18722912.40337579
12: neval=395{'avg': 19459246.48523439, 'max': 21070214.959084373, 'min': 18711380.412931688} best=18711380.412931688
13: neval=406{'avg': 19195954.05028981, 'max': 25891778.036384292, 'min': 18697575.618622854} best=18697575.618622854
14: neval=397{'avg': 19016530.3383551, 'max': 20176791.734565943, 'min': 18447471.597088512} best=18447471.597088512
15: neval=401{'avg': 18851593.48966336, 'max': 19889387.466483332, 'min': 18447471.597088512} best=18447471.597088512
16: neval=407{'avg': 18735174.378447495, 'max': 21151986.18064575, 'min': 18447471.597088512} best=18447471.597088512
17: neval=396{'avg': 18661006.74280184, 'max': 20583124.928132575, 'min': 18446341.581765093} best=18446341.581765093
18: neval=413{'avg': 18608022.765043586, 'max': 30929625.16991309, 'min': 18387589.537702695} best=18387589.537702695
19: neval=386{'avg': 18514339.522517454, 'max': 21113033.526911914, 'min': 18387589.537702695} best=18387589.537702695
20: neval=387{'avg': 18498999.29669268, 'max': 30628406.46572689, 'min': 18378447.481104396} best=18378447.481104396
21: neval=381{'avg': 18435109.79887751, 'max': 19796469.91659985, 'min': 18376809.7844336} best=18376809.7844336
22: neval=409{'avg': 18450891.457499374, 'max': 33349033.854263797, 'min': 18367355.691858873} best=18367355.691858873
23: neval=368{'avg': 18405412.273837022, 'max': 23828993.371953607, 'min': 18367355.691858873} best=18367355.691858873
24: neval=400{'avg': 18420729.068782907, 'max': 29933532.1616259, 'min': 18367355.691858873} best=18367355.691858873
25: neval=387{'avg': 18410773.749317363, 'max': 28554314.58300796, 'min': 18367355.691858873} best=18367355.691858873
26: neval=397{'avg': 18416027.13901174, 'max': 40158494.069460034, 'min': 18364539.314350657} best=18364539.314350657
27: neval=382{'avg': 18406335.700494327, 'max': 31007845.50727646, 'min': 18364356.915144637} best=18364356.915144637
28: neval=372{'avg': 18396879.666828055, 'max': 27516824.514497593, 'min': 18364356.915144637} best=18364356.915144637
29: neval=404{'avg': 18390202.68545597, 'max': 22401744.701014843, 'min': 18364356.915144637} best=18364356.915144637
30: neval=402{'avg': 18392843.69022355, 'max': 27294184.289104108, 'min': 18362788.137060463} best=18362788.137060463
31: neval=394{'avg': 18387209.22137082, 'max': 25325254.311753687, 'min': 18362788.137060463} best=18362788.137060463
32: neval=413{'avg': 18364264.60355368, 'max': 18367355.691858873, 'min': 18361040.49491852} best=18361040.49491852
33: neval=400{'avg': 18390764.767252754, 'max': 24296459.809660736, 'min': 18361040.49491852} best=18361040.49491852
34: neval=389{'avg': 18399022.80963054, 'max': 32777864.395406723, 'min': 18361040.49491852} best=18361040.49491852
35: neval=390{'avg': 18437402.515288718, 'max': 41153732.313877806, 'min': 18351021.298847493} best=18351021.298847493
36: neval=387{'avg': 18372793.089332387, 'max': 20808368.885018416, 'min': 18351021.298847493} best=18351021.298847493
37: neval=367{'avg': 18378035.246791016, 'max': 24126257.994449917, 'min': 18351021.298847493} best=18351021.298847493
38: neval=397{'avg': 18396007.700447656, 'max': 36629087.24526269, 'min': 18351021.298847493} best=18351021.298847493
39: neval=395{'avg': 18367514.576416213, 'max': 20981980.967860423, 'min': 18351021.298847493} best=18351021.298847493
40: neval=395{'avg': 18412031.36755893, 'max': 29094485.317326255, 'min': 18351021.298847493} best=18351021.298847493
41: neval=402{'avg': 18351405.265952546, 'max': 18361040.49491852, 'min': 18351021.298847493} best=18351021.298847493
42: neval=397{'avg': 18401049.54958502, 'max': 32623635.357691463, 'min': 18348322.626601856} best=18348322.626601856
43: neval=386{'avg': 18393417.500089593, 'max': 36951461.29604365, 'min': 18348322.626601856} best=18348322.626601856
