局----------------------  実行情報  ----------------------
実行時間＝5530秒
個体数＝1350
合計世代数＝100
===============================
Total cost: -4292303.7478783345
===============================
------------------------  前提  ------------------------

waste=sanpai

ごみ量37位以内：
苫小牧市 (2039382), 釧路市 (1177668), 札幌市 (728360), 室蘭市 (677679), 登別市 (430316), 伊達市 (334124), 帯広市 (182218), 旭川市 (138210), 函館市 (133081), 釧路町 (121597), 白老町 (99038), 北見市 (91496), 小樽市 (91037), 千歳市 (69923), 江別市 (64214), 安平町 (60328), 洞爺湖町 (54767), 厚岸町 (49048), 岩見沢市 (47176), 稚内市 (46228), 音更町 (44302), 標茶町 (43861), むかわ町 (42881), 厚真町 (42445), 北斗市 (42381), 弟子屈町 (39869), 恵庭市 (36267), 豊浦町 (36146), 中標津町 (35109), 浜中町 (33093), 北広島市 (30922), 七飯町 (30521), 網走市 (28124), 幕別町 (26726), 石狩市 (26551), 滝川市 (24546), 根室市 (24477)

焼却施設数: 9
中継施設数: 18

輸送単価＝ 4.8 円/t/km
--------------------  GAPlot_input  --------------------

waste_name ='sanpai'
unit ='t/year'

inc_size= [2258340, 1602881, 1107995, 889096, 750794, 657724, 519036, 78724, 3702]
inc_facility = ['苫小牧市', '釧路市', '室蘭市', '札幌市', '伊達市', '長沼町', '帯広市', '稚内市', '夕張市']
inc_blocks = [['夕張市', '占冠村'], ['岩見沢市', '美唄市', '三笠市', '南幌町', '由仁町', '長沼町', '栗山町', '江別市', '千歳市', '恵庭市', '北広島市', '新篠津村', '安平町'], ['月形町', '札幌市', '石狩市', '当別町'], ['室蘭市'], ['苫小牧市', '白老町', '厚真町', 'むかわ町', '日高町', '平取町', '新冠町', '新ひだか町'], ['ニセコ町', '真狩村', '留寿都村', '喜茂別町', '京極町', '俱知安町', '伊達市', '豊浦町', '壮瞥町', '洞爺湖町'], ['音威子府村', '中川町', '初山別村', '遠別町', '天塩町', '稚内市', '猿払村', '浜頓別町', '中頓別町', '枝幸町', '豊富町', '幌延町'], ['帯広市', '音更町', '士幌町', '上士幌町', '鹿追町', '新得町', '清水町', '芽室町', '中札内村', '更別村', '大樹町', '広尾町', '幕別町', '池田町', '豊頃町', '本別町', '足寄町', '浦幌町'], ['釧路市', '釧路町', '鶴居村', '白糠町']]

trans_size=[430316, 178394, 144012, 133081, 125721, 92733, 87021, 82141, 70429, 64476, 37132, 36215, 34625, 24477, 22287, 21130, 18155, 13542]
trans_facility = ['登別市', '旭川市', '訓子府町', '函館市', '小樽市', '北斗市', '標茶町', '厚岸町', '中標津町', '滝川市', '遠軽町', '長万部町', '士別市', '根室市', '富良野市', '留萌市', '乙部町', '様似町']
trans_blocks = [['芦別市', '赤平市', '滝川市', '砂川市', '歌志内市', '深川市', '奈井江町', '上砂川町', '浦臼町', '新十津川町', '妹背牛町', '秩父別町', '雨竜町', '北竜町'], ['小樽市', '共和町', '岩内町', '泊村', '神恵内村', '積丹町', '古平町', '仁木町', '余市町', '赤井川村'], ['登別市'], ['函館市'], ['北斗市', '福島町', '知内町', '木古内町', '七飯町', '鹿部町', '森町'], ['島牧村', '寿都町', '黒松内町', '蘭越町', '八雲町', '長万部町', '今金町', 'せたな町'], ['松前町', '江差町', '上ノ国町', '厚沢部町', '乙部町'], ['旭川市', '鷹栖町', '東神楽町', '当麻町', '比布町', '愛別町', '上川町', '東川町', '美瑛町', '幌加内町'], ['富良野市', '上富良野町', '中富良野町', '南富良野町'], ['士別市', '名寄市', '和寒町', '剣淵町', '下川町', '美深町', '西興部村'], ['沼田町', '留萌市', '増毛町', '小平町', '苫前町', '羽幌町'], ['北見市', '網走市', '美幌町', '津別町', '訓子府町', '置戸町', '大空町', '陸別町'], ['紋別市', '佐呂間町', '遠軽町', '湧別町', '滝上町', '興部町', '雄武町'], ['浦河町', '様似町', 'えりも町'], ['厚岸町', '浜中町'], ['小清水町', '標茶町', '弟子屈町'], ['根室市'], ['清里町', '斜里町', '別海町', '中標津町', '標津町', '羅臼町']]

arrows = [[['長沼町'], ['滝川市', '留萌市', '旭川市', '士別市', '富良野市']], [['札幌市'], ['小樽市']], [['室蘭市'], ['登別市']], [['伊達市'], ['長万部町', '乙部町', '函館市', '北斗市']], [['帯広市'], ['遠軽町', '様似町', '訓子府町']], [['釧路市'], ['根室市', '厚岸町', '中標津町', '標茶町']]]


---------------------  エネルギー情報  ---------------------
[212108.64612735415, 543674.3436791354, -5146899.334506743, 98812.59682191782]

EL_direct: {'苫小牧市': 60485.28710466667, '釧路市': 18366.688811791668, '室蘭市': 0.0, '札幌市': 5346.417496604167, '伊達市': 24261.04308008334, '長沼町': 56096.428048375004, '帯広市': 26845.19839245834, '稚内市': 20330.31159629167, '夕張市': 377.27159708333335}
ED_inc: {'苫小牧市': -1532131.1986918917, '釧路市': -1087446.526161011, '室蘭市': -751699.7916587504, '札幌市': -603191.6010132071, '伊達市': -509363.0326658874, '長沼町': -446221.32208986505, '帯広市': -276315.4613564481, '稚内市': 50100.318107679945, '夕張市': 9369.281022638073}

EL_indirect: {'登別市': 22552.445014112, '旭川市': 71109.84822325366, '訓子府町': 91177.58879933601, '函館市': 70592.95804818401, '小樽市': 24968.969471381006, '北斗市': 55638.20313485201, '標茶町': 22380.9423789965, '厚岸町': 20735.049800569, '中標津町': 30115.285485220003, '滝川市': 20512.729825945506, '遠軽町': 27758.112566285832, '長万部町': 17376.74430146417, '士別市': 22363.89819002084, '根室市': 9062.761594848, '富良野市': 7787.854410006667, '留萌市': 11468.570633834166, '乙部町': 11343.967118791667, '様似町': 6728.4146820345}
ED_trans: {'登別市': 26314.118136986304, '旭川市': 10908.915287671232, '訓子府町': 8806.432438356165, '函館市': 8137.994301369864, '小樽市': 7687.925260273973, '北斗市': 5670.686465753425, '標茶町': 5321.393753424658, '厚岸町': 5022.978410958904, '中標津町': 4306.781589041097, '滝川市': 3942.751561643836, '遠軽町': 2270.6472328767127, '長万部町': 2214.5720547945207, '士別市': 2117.342465753425, '根室市': 1496.7853150684934, '富良野市': 1362.8653150684931, '留萌市': 1292.1139726027398, '乙部町': 1110.190684931507, '様似町': 828.1025753424659}

----------------------  輸送情報  ----------------------

direct 苫小牧市(6187/6187) t/day → receive from: 苫小牧市, 白老町, 厚真町, むかわ町, 日高町, 平取町, 新冠町, 新ひだか町
direct 釧路市(3668/4391) t/day → receive from: 釧路市, 釧路町, 鶴居村, 白糠町
indirect 釧路市(723/4391) t/day → receive from: 中継施設＝ 根室市(24477) → receive from: 根室市
厚岸町(82141) → receive from: 厚岸町, 浜中町
中標津町(70429) → receive from: 清里町, 斜里町, 別海町, 中標津町, 標津町, 羅臼町
標茶町(87021) → receive from: 小清水町, 標茶町, 弟子屈町
direct 室蘭市(1857/3036) t/day → receive from: 室蘭市
indirect 室蘭市(1179/3036) t/day → receive from: 中継施設＝ 登別市(430316) → receive from: 登別市
direct 札幌市(2091/2436) t/day → receive from: 月形町, 札幌市, 石狩市, 当別町
indirect 札幌市(344/2436) t/day → receive from: 中継施設＝ 小樽市(125721) → receive from: 小樽市, 共和町, 岩内町, 泊村, 神恵内村, 積丹町, 古平町, 仁木町, 余市町, 赤井川村
direct 伊達市(1289/2057) t/day → receive from: ニセコ町, 真狩村, 留寿都村, 喜茂別町, 京極町, 俱知安町, 伊達市, 豊浦町, 壮瞥町, 洞爺湖町
indirect 伊達市(768/2057) t/day → receive from: 中継施設＝ 長万部町(36215) → receive from: 島牧村, 寿都町, 黒松内町, 蘭越町, 八雲町, 長万部町, 今金町, せたな町
乙部町(18155) → receive from: 松前町, 江差町, 上ノ国町, 厚沢部町, 乙部町
函館市(133081) → receive from: 函館市
北斗市(92733) → receive from: 北斗市, 福島町, 知内町, 木古内町, 七飯町, 鹿部町, 森町
direct 長沼町(923/1802) t/day → receive from: 岩見沢市, 美唄市, 三笠市, 南幌町, 由仁町, 長沼町, 栗山町, 江別市, 千歳市, 恵庭市, 北広島市, 新篠津村, 安平町
indirect 長沼町(879/1802) t/day → receive from: 中継施設＝ 滝川市(64476) → receive from: 芦別市, 赤平市, 滝川市, 砂川市, 歌志内市, 深川市, 奈井江町, 上砂川町, 浦臼町, 新十津川町, 妹背牛町, 秩父別町, 雨竜町, 北竜町
留萌市(21130) → receive from: 沼田町, 留萌市, 増毛町, 小平町, 苫前町, 羽幌町
旭川市(178394) → receive from: 旭川市, 鷹栖町, 東神楽町, 当麻町, 比布町, 愛別町, 上川町, 東川町, 美瑛町, 幌加内町
士別市(34625) → receive from: 士別市, 名寄市, 和寒町, 剣淵町, 下川町, 美深町, 西興部村
富良野市(22287) → receive from: 富良野市, 上富良野町, 中富良野町, 南富良野町
direct 帯広市(889/1422) t/day → receive from: 帯広市, 音更町, 士幌町, 上士幌町, 鹿追町, 新得町, 清水町, 芽室町, 中札内村, 更別村, 大樹町, 広尾町, 幕別町, 池田町, 豊頃町, 本別町, 足寄町, 浦幌町
indirect 帯広市(533/1422) t/day → receive from: 中継施設＝ 遠軽町(37132) → receive from: 紋別市, 佐呂間町, 遠軽町, 湧別町, 滝上町, 興部町, 雄武町
様似町(13542) → receive from: 浦河町, 様似町, えりも町
訓子府町(144012) → receive from: 北見市, 網走市, 美幌町, 津別町, 訓子府町, 置戸町, 大空町, 陸別町
direct 稚内市(216/216) t/day → receive from: 音威子府村, 中川町, 初山別村, 遠別町, 天塩町, 稚内市, 猿払村, 浜頓別町, 中頓別町, 枝幸町, 豊富町, 幌延町
direct 夕張市(10/10) t/day → receive from: 夕張市, 占冠村

----------------------  遺伝情報  ----------------------

個体数＝1350
世代数＝100
0: neval=1350{'avg': -3229471.770895089, 'max': -2396400.9891909757, 'min': -3829110.984005834} best=-3829110.984005834
1: neval=1062{'avg': -3426399.7759541236, 'max': -2710317.92215164, 'min': -3877113.8722782955} best=-3877113.8722782955
2: neval=1095{'avg': -3555335.562208397, 'max': -2787424.86623567, 'min': -4011435.372425478} best=-4011435.372425478
3: neval=1039{'avg': -3657290.9100301983, 'max': -2716091.400393117, 'min': -4022287.019938452} best=-4022287.019938452
4: neval=1034{'avg': -3732623.3529745773, 'max': -2690529.073003454, 'min': -4016328.5071020294} best=-4022287.019938452
5: neval=1061{'avg': -3800493.0609209617, 'max': -3136170.030796975, 'min': -4045317.101045429} best=-4045317.101045429
6: neval=1047{'avg': -3860600.6949748187, 'max': -3301047.287254104, 'min': -4059854.1693946123} best=-4059854.1693946123
7: neval=1075{'avg': -3899293.34376117, 'max': -3454995.1560948337, 'min': -4097660.194952104} best=-4097660.194952104
8: neval=1042{'avg': -3937147.405983952, 'max': -3245221.157960271, 'min': -4141035.013700129} best=-4141035.013700129
9: neval=1061{'avg': -3962767.775539874, 'max': -2912084.6668267907, 'min': -4154990.7963972013} best=-4154990.7963972013
10: neval=1103{'avg': -3988407.7196079013, 'max': -3451479.534478517, 'min': -4154990.7963972013} best=-4154990.7963972013
11: neval=1064{'avg': -4003116.6644885424, 'max': -2632805.3871843247, 'min': -4158373.2815090893} best=-4158373.2815090893
12: neval=1057{'avg': -4018422.8718167515, 'max': -2357536.8784338073, 'min': -4158373.2815090893} best=-4158373.2815090893
13: neval=1063{'avg': -4041260.1053270665, 'max': -3674039.4161399966, 'min': -4166101.95921233} best=-4166101.95921233
14: neval=1096{'avg': -4057976.5918648937, 'max': -3684395.1434953855, 'min': -4162096.177023484} best=-4166101.95921233
15: neval=1092{'avg': -4066748.2481231447, 'max': -3331490.687273912, 'min': -4152129.524407568} best=-4166101.95921233
16: neval=1035{'avg': -4083452.3768155007, 'max': -3362399.207028158, 'min': -4159331.405370999} best=-4166101.95921233
17: neval=1063{'avg': -4095476.6709527504, 'max': -3748510.553571393, 'min': -4159848.9440790843} best=-4166101.95921233
18: neval=1074{'avg': -4100097.610262652, 'max': -2800546.7269903547, 'min': -4161409.5075418884} best=-4166101.95921233
19: neval=1055{'avg': -4111134.253754639, 'max': -3439871.151235026, 'min': -4191708.432189815} best=-4191708.432189815
20: neval=1048{'avg': -4119868.6443327693, 'max': -3170994.7650570525, 'min': -4206073.12903741} best=-4206073.12903741
21: neval=1050{'avg': -4128607.1949595176, 'max': -2820242.893032857, 'min': -4206073.12903741} best=-4206073.12903741
22: neval=1042{'avg': -4141677.312974061, 'max': -2886405.8607659396, 'min': -4209057.226510783} best=-4209057.226510783
23: neval=1097{'avg': -4141995.4119558004, 'max': -3003367.724488311, 'min': -4213298.581309145} best=-4213298.581309145
24: neval=1086{'avg': -4149211.352679897, 'max': -3124947.794386376, 'min': -4216284.205980288} best=-4216284.205980288
25: neval=1053{'avg': -4161158.457277291, 'max': -3629134.915387531, 'min': -4219301.383365669} best=-4219301.383365669
26: neval=1067{'avg': -4167613.4712666464, 'max': -3480385.1867644843, 'min': -4219301.383365669} best=-4219301.383365669
27: neval=1052{'avg': -4172060.624764908, 'max': -3496121.3967638514, 'min': -4227751.143802555} best=-4227751.143802555
28: neval=1067{'avg': -4179819.7926193005, 'max': -3523090.0526865968, 'min': -4229504.835454423} best=-4229504.835454423
29: neval=1077{'avg': -4184570.969814381, 'max': -3271392.879331236, 'min': -4241720.275034853} best=-4241720.275034853
30: neval=1060{'avg': -4193261.59287534, 'max': -3335019.320452941, 'min': -4248163.394761344} best=-4248163.394761344
31: neval=1082{'avg': -4202575.713645086, 'max': -3326089.668724065, 'min': -4249632.125329424} best=-4249632.125329424
32: neval=1071{'avg': -4213579.518764405, 'max': -3153549.292187863, 'min': -4250181.4128978485} best=-4250181.4128978485
33: neval=1064{'avg': -4223802.999707658, 'max': -3114153.6129053766, 'min': -4251838.498984869} best=-4251838.498984869
34: neval=1049{'avg': -4229961.918395643, 'max': -3702241.512817252, 'min': -4251838.498984869} best=-4251838.498984869
35: neval=1078{'avg': -4231850.007072267, 'max': -2710668.6545060603, 'min': -4260310.274508278} best=-4260310.274508278
36: neval=1086{'avg': -4233611.5487844655, 'max': -3310397.9032996194, 'min': -4260310.274508278} best=-4260310.274508278
37: neval=1066{'avg': -4241947.0256901365, 'max': -3021216.5728913806, 'min': -4265665.550275018} best=-4265665.550275018
38: neval=1123{'avg': -4245206.968857737, 'max': -3574612.4306787206, 'min': -4265665.550275018} best=-4265665.550275018
39: neval=1074{'avg': -4250222.232742044, 'max': -3736385.5919007515, 'min': -4268168.366825724} best=-4268168.366825724
40: neval=1051{'avg': -4252873.643823628, 'max': -3101374.6926483666, 'min': -4268963.421421217} best=-4268963.421421217
41: neval=1075{'avg': -4253278.743708937, 'max': -2429448.2876076484, 'min': -4269650.605783028} best=-4269650.605783028
42: neval=1062{'avg': -4257655.10967535, 'max': -2797967.3611547877, 'min': -4273566.730943869} best=-4273566.730943869
43: neval=1044{'avg': -4259726.440708466, 'max': -2859974.758257047, 'min': -4273566.730943869} best=-4273566.730943869
44: neval=1060{'avg': -4261541.034927849, 'max': -3192375.5967578385, 'min': -4273566.730943869} best=-4273566.730943869
45: neval=1065{'avg': -4263950.23811783, 'max': -3025495.4061043044, 'min': -4274863.453996009} best=-4274863.453996009
46: neval=1051{'avg': -4265480.159927098, 'max': -3343215.167644865, 'min': -4275148.99363945} best=-4275148.99363945
47: neval=1088{'avg': -4270048.08560137, 'max': -3578317.0542168273, 'min': -4274863.453996009} best=-4275148.99363945
48: neval=1069{'avg': -4270256.392056745, 'max': -3455912.8035612456, 'min': -4275148.99363945} best=-4275148.99363945
49: neval=1066{'avg': -4268680.576270962, 'max': -1877648.4148561684, 'min': -4275727.604341026} best=-4275727.604341026
50: neval=1071{'avg': -4271053.185386799, 'max': -3353792.775381987, 'min': -4276105.367915348} best=-4276105.367915348
51: neval=1055{'avg': -4268826.669707222, 'max': -3048708.657625078, 'min': -4276105.367915348} best=-4276105.367915348
52: neval=1055{'avg': -4271150.499206568, 'max': -2767987.3173544686, 'min': -4276116.625738234} best=-4276116.625738234
53: neval=1004{'avg': -4274020.602452113, 'max': -3907897.9995668405, 'min': -4276333.873009903} best=-4276333.873009903
54: neval=1068{'avg': -4273237.977751442, 'max': -3529124.153422264, 'min': -4276333.873009903} best=-4276333.873009903
55: neval=1042{'avg': -4271149.77349169, 'max': -2910517.133982896, 'min': -4276333.873009903} best=-4276333.873009903
56: neval=1010{'avg': -4273420.708677189, 'max': -3582923.6562588634, 'min': -4288686.4906659145} best=-4288686.4906659145
57: neval=1057{'avg': -4271811.253302478, 'max': -3172608.2987127923, 'min': -4288686.4906659145} best=-4288686.4906659145
58: neval=1066{'avg': -4272872.0986089185, 'max': -3340306.0327274655, 'min': -4288686.4906659145} best=-4288686.4906659145
59: neval=1071{'avg': -4274026.898964459, 'max': -3746869.5223999885, 'min': -4288914.99576047} best=-4288914.99576047
60: neval=1071{'avg': -4273143.115973838, 'max': -3670428.7190797827, 'min': -4288914.99576047} best=-4288914.99576047
61: neval=1027{'avg': -4273774.395812042, 'max': -2747486.64715211, 'min': -4288914.99576047} best=-4288914.99576047
62: neval=1009{'avg': -4276150.298555727, 'max': -3313851.518806627, 'min': -4288914.99576047} best=-4288914.99576047
63: neval=1079{'avg': -4279388.88529254, 'max': -2604131.8233009875, 'min': -4288914.99576047} best=-4288914.99576047
64: neval=1055{'avg': -4285453.08908838, 'max': -3400135.615542309, 'min': -4288914.99576047} best=-4288914.99576047
