局----------------------  実行情報  ----------------------
実行時間＝5072秒
個体数＝1300
合計世代数＝100
==============================
Total cost: -4332333.563011908
==============================
------------------------  前提  ------------------------

waste=sanpai

ごみ量36位以内：
苫小牧市 (2039382), 釧路市 (1177668), 札幌市 (728360), 室蘭市 (677679), 登別市 (430316), 伊達市 (334124), 帯広市 (182218), 旭川市 (138210), 函館市 (133081), 釧路町 (121597), 白老町 (99038), 北見市 (91496), 小樽市 (91037), 千歳市 (69923), 江別市 (64214), 安平町 (60328), 洞爺湖町 (54767), 厚岸町 (49048), 岩見沢市 (47176), 稚内市 (46228), 音更町 (44302), 標茶町 (43861), むかわ町 (42881), 厚真町 (42445), 北斗市 (42381), 弟子屈町 (39869), 恵庭市 (36267), 豊浦町 (36146), 中標津町 (35109), 浜中町 (33093), 北広島市 (30922), 七飯町 (30521), 網走市 (28124), 幕別町 (26726), 石狩市 (26551), 滝川市 (24546)

焼却施設数: 7
中継施設数: 19

輸送単価＝ 4.8 円/t/km
--------------------  GAPlot_input  --------------------

waste_name ='sanpai'
unit ='t/year'

inc_size= [2258340, 1599590, 1107995, 873488, 766402, 710942, 551535]
inc_facility = ['苫小牧市', '釧路市', '室蘭市', '札幌市', '伊達市', '長沼町', '幕別町']
inc_blocks = [['夕張市', '岩見沢市', '美唄市', '三笠市', '南幌町', '由仁町', '長沼町', '栗山町', '江別市', '千歳市', '恵庭市', '北広島市', '新篠津村', '安平町', '占冠村'], ['月形町', '札幌市', '石狩市', '当別町'], ['室蘭市'], ['苫小牧市', '白老町', '厚真町', 'むかわ町', '日高町', '平取町', '新冠町', '新ひだか町'], ['島牧村', '寿都町', '黒松内町', '真狩村', '留寿都村', '伊達市', '豊浦町', '壮瞥町', '洞爺湖町', '長万部町'], ['浦河町', '様似町', 'えりも町', '帯広市', '音更町', '士幌町', '上士幌町', '鹿追町', '新得町', '清水町', '芽室町', '中札内村', '更別村', '大樹町', '広尾町', '幕別町', '池田町', '豊頃町', '本別町', '足寄町', '陸別町', '浦幌町'], ['釧路市', '釧路町', '鶴居村', '白糠町']]

trans_size=[430316, 216309, 184442, 146030, 110113, 83730, 82141, 70429, 65456, 64297, 38668, 34139, 34038, 33492, 24477, 22094, 18155, 16609, 16239]
trans_facility = ['登別市', '函館市', '旭川市', '北見市', '小樽市', '標茶町', '厚岸町', '中標津町', '滝川市', '稚内市', '俱知安町', '士別市', '八雲町', '湧別町', '根室市', '小平町', '江差町', '雄武町', '南富良野町']
trans_blocks = [['芦別市', '赤平市', '滝川市', '砂川市', '歌志内市', '深川市', '奈井江町', '上砂川町', '浦臼町', '新十津川町', '妹背牛町', '秩父別町', '雨竜町', '北竜町', '沼田町'], ['小樽市', '積丹町', '古平町', '仁木町', '余市町', '赤井川村'], ['登別市'], ['富良野市', '中富良野町', '南富良野町'], ['函館市', '北斗市', '福島町', '知内町', '木古内町', '七飯町', '鹿部町'], ['紋別市', '佐呂間町', '遠軽町', '湧別町', '滝上町'], ['森町', '八雲町', '今金町', 'せたな町'], ['旭川市', '鷹栖町', '東神楽町', '当麻町', '比布町', '愛別町', '上川町', '東川町', '美瑛町', '上富良野町', '幌加内町'], ['蘭越町', 'ニセコ町', '喜茂別町', '京極町', '俱知安町', '共和町', '岩内町', '泊村', '神恵内村'], ['留萌市', '増毛町', '小平町', '苫前町', '羽幌町', '初山別村', '遠別町'], ['中川町', '天塩町', '稚内市', '猿払村', '浜頓別町', '豊富町', '幌延町'], ['北見市', '網走市', '美幌町', '津別町', '小清水町', '訓子府町', '置戸町', '大空町'], ['中頓別町', '枝幸町', '興部町', '西興部村', '雄武町'], ['厚岸町', '浜中町'], ['士別市', '名寄市', '和寒町', '剣淵町', '下川町', '美深町', '音威子府村'], ['標茶町', '弟子屈町'], ['松前町', '江差町', '上ノ国町', '厚沢部町', '乙部町'], ['根室市'], ['清里町', '斜里町', '別海町', '中標津町', '標津町', '羅臼町']]

arrows = [[['長沼町'], ['滝川市', '小平町', '稚内市', '旭川市', '士別市']], [['札幌市'], ['小樽市']], [['室蘭市'], ['登別市']], [['伊達市'], ['江差町', '俱知安町', '函館市', '八雲町']], [['幕別町'], ['湧別町', '北見市', '南富良野町', '雄武町']], [['釧路市'], ['根室市', '厚岸町', '中標津町', '標茶町']]]


---------------------  エネルギー情報  ---------------------
[225367.3790062501, 617182.2389098015, -5278299.629366315, 103416.44843835615]

EL_direct: {'苫小牧市': 60485.28710466667, '釧路市': 18366.688811791668, '室蘭市': 0.0, '札幌市': 5346.417496604167, '伊達市': 19371.626098770834, '長沼町': 57278.707572666666, '幕別町': 64518.651921749995}
ED_inc: {'苫小牧市': -1532131.1986918917, '釧路市': -1085213.804881268, '室蘭市': -751699.7916587504, '札幌市': -592602.6269219795, '伊達市': -519952.006757115, '長沼町': -482326.14161747607, '幕別町': -314374.05883783445}

EL_indirect: {'登別市': 22552.445014112, '函館市': 126487.09104771352, '旭川市': 75304.51005315766, '北見市': 76060.37856550251, '小樽市': 16208.235562926337, '標茶町': 20060.729924170002, '厚岸町': 20735.049800569, '中標津町': 30115.285485220003, '滝川市': 21028.134161452173, '稚内市': 68594.41948571768, '俱知安町': 12351.528901135669, '士別市': 21882.564033670173, '八雲町': 18209.43854367517, '湧別町': 25175.651520060168, '根室市': 9062.761594848, '小平町': 13590.602061614503, '江差町': 11516.090478186668, '雄武町': 18884.268864062335, '南富良野町': 9363.053812008}
ED_trans: {'登別市': 26314.118136986304, '函館市': 13227.443506849313, '旭川市': 11278.754630136986, '北見市': 8929.834520547945, '小樽市': 6733.485369863014, '標茶町': 5120.146849315069, '厚岸町': 5022.978410958904, '中標津町': 4306.781589041097, '滝川市': 4002.6792328767124, '稚内市': 3931.805589041096, '俱知安町': 2364.574684931507, '士別市': 2087.6232328767123, '八雲町': 2081.4470136986306, '湧別町': 2048.0587397260274, '根室市': 1496.7853150684934, '小平町': 1351.0632328767124, '江差町': 1110.190684931507, '雄武町': 1015.6517260273972, '南富良野町': 993.0259726027397}

----------------------  輸送情報  ----------------------

direct 苫小牧市(6187/6187) t/day → receive from: 苫小牧市, 白老町, 厚真町, むかわ町, 日高町, 平取町, 新冠町, 新ひだか町
direct 釧路市(3668/4382) t/day → receive from: 釧路市, 釧路町, 鶴居村, 白糠町
indirect 釧路市(714/4382) t/day → receive from: 中継施設＝ 根室市(24477) → receive from: 根室市
厚岸町(82141) → receive from: 厚岸町, 浜中町
中標津町(70429) → receive from: 清里町, 斜里町, 別海町, 中標津町, 標津町, 羅臼町
標茶町(83730) → receive from: 標茶町, 弟子屈町
direct 室蘭市(1857/3036) t/day → receive from: 室蘭市
indirect 室蘭市(1179/3036) t/day → receive from: 中継施設＝ 登別市(430316) → receive from: 登別市
direct 札幌市(2091/2393) t/day → receive from: 月形町, 札幌市, 石狩市, 当別町
indirect 札幌市(302/2393) t/day → receive from: 中継施設＝ 小樽市(110113) → receive from: 小樽市, 積丹町, 古平町, 仁木町, 余市町, 赤井川村
direct 伊達市(1258/2100) t/day → receive from: 島牧村, 寿都町, 黒松内町, 真狩村, 留寿都村, 伊達市, 豊浦町, 壮瞥町, 洞爺湖町, 長万部町
indirect 伊達市(842/2100) t/day → receive from: 中継施設＝ 江差町(18155) → receive from: 松前町, 江差町, 上ノ国町, 厚沢部町, 乙部町
俱知安町(38668) → receive from: 蘭越町, ニセコ町, 喜茂別町, 京極町, 俱知安町, 共和町, 岩内町, 泊村, 神恵内村
函館市(216309) → receive from: 函館市, 北斗市, 福島町, 知内町, 木古内町, 七飯町, 鹿部町
八雲町(34038) → receive from: 森町, 八雲町, 今金町, せたな町
direct 長沼町(933/1948) t/day → receive from: 夕張市, 岩見沢市, 美唄市, 三笠市, 南幌町, 由仁町, 長沼町, 栗山町, 江別市, 千歳市, 恵庭市, 北広島市, 新篠津村, 安平町, 占冠村
indirect 長沼町(1015/1948) t/day → receive from: 中継施設＝ 滝川市(65456) → receive from: 芦別市, 赤平市, 滝川市, 砂川市, 歌志内市, 深川市, 奈井江町, 上砂川町, 浦臼町, 新十津川町, 妹背牛町, 秩父別町, 雨竜町, 北竜町, 沼田町
小平町(22094) → receive from: 留萌市, 増毛町, 小平町, 苫前町, 羽幌町, 初山別村, 遠別町
稚内市(64297) → receive from: 中川町, 天塩町, 稚内市, 猿払村, 浜頓別町, 豊富町, 幌延町
旭川市(184442) → receive from: 旭川市, 鷹栖町, 東神楽町, 当麻町, 比布町, 愛別町, 上川町, 東川町, 美瑛町, 上富良野町, 幌加内町
士別市(34139) → receive from: 士別市, 名寄市, 和寒町, 剣淵町, 下川町, 美深町, 音威子府村
direct 幕別町(929/1511) t/day → receive from: 浦河町, 様似町, えりも町, 帯広市, 音更町, 士幌町, 上士幌町, 鹿追町, 新得町, 清水町, 芽室町, 中札内村, 更別村, 大樹町, 広尾町, 幕別町, 池田町, 豊頃町, 本別町, 足寄町, 陸別町, 浦幌町
indirect 幕別町(582/1511) t/day → receive from: 中継施設＝ 湧別町(33492) → receive from: 紋別市, 佐呂間町, 遠軽町, 湧別町, 滝上町
北見市(146030) → receive from: 北見市, 網走市, 美幌町, 津別町, 小清水町, 訓子府町, 置戸町, 大空町
南富良野町(16239) → receive from: 富良野市, 中富良野町, 南富良野町
雄武町(16609) → receive from: 中頓別町, 枝幸町, 興部町, 西興部村, 雄武町

----------------------  遺伝情報  ----------------------

個体数＝1300
世代数＝100
0: neval=1300{'avg': -3216634.678212589, 'max': -2006213.1897175685, 'min': -4068352.8336730977} best=-4068352.8336730977
1: neval=1036{'avg': -3428165.849635711, 'max': -2465897.957392104, 'min': -4084381.10011631} best=-4084381.10011631
2: neval=1058{'avg': -3572244.7097416217, 'max': -2649466.264751732, 'min': -4117727.8808973115} best=-4117727.8808973115
3: neval=1006{'avg': -3712153.394468778, 'max': -2693732.7925372743, 'min': -4147954.137922961} best=-4147954.137922961
4: neval=1048{'avg': -3794933.7372910758, 'max': -2773743.1205509193, 'min': -4125466.9628313463} best=-4147954.137922961
5: neval=1053{'avg': -3877846.120065601, 'max': -2900398.518888721, 'min': -4140927.999214147} best=-4147954.137922961
6: neval=1029{'avg': -3944372.1788091115, 'max': -3104290.544486864, 'min': -4192561.51171292} best=-4192561.51171292
7: neval=1005{'avg': -4004826.6407068614, 'max': -2969075.9244500003, 'min': -4165191.222986839} best=-4192561.51171292
8: neval=975{'avg': -4047316.662357075, 'max': -3278838.763335952, 'min': -4182513.0534624313} best=-4192561.51171292
9: neval=1024{'avg': -4082588.7312763524, 'max': -3169226.312389518, 'min': -4198794.120742302} best=-4198794.120742302
10: neval=1035{'avg': -4115002.9341014856, 'max': -3796741.824513567, 'min': -4202690.070213272} best=-4202690.070213272
11: neval=1017{'avg': -4137974.1868278994, 'max': -3698907.0961830346, 'min': -4223569.59418219} best=-4223569.59418219
12: neval=1025{'avg': -4153428.1808040473, 'max': -3158374.4578262893, 'min': -4235245.402833208} best=-4235245.402833208
13: neval=1037{'avg': -4171065.774258816, 'max': -2776917.855571153, 'min': -4235245.402833208} best=-4235245.402833208
14: neval=996{'avg': -4186572.381269511, 'max': -3350312.4086359334, 'min': -4255673.016687063} best=-4255673.016687063
15: neval=997{'avg': -4198626.270073914, 'max': -3460922.3237892035, 'min': -4256966.06897996} best=-4256966.06897996
16: neval=995{'avg': -4208659.401522473, 'max': -3147849.9607503386, 'min': -4279789.350928043} best=-4279789.350928043
17: neval=1073{'avg': -4215022.039445907, 'max': -3402668.430392815, 'min': -4279789.350928043} best=-4279789.350928043
18: neval=1040{'avg': -4224776.535222446, 'max': -3172498.804413948, 'min': -4282609.465402446} best=-4282609.465402446
19: neval=1047{'avg': -4233149.88310284, 'max': -3712157.9408166395, 'min': -4282609.465402446} best=-4282609.465402446
20: neval=1007{'avg': -4238825.105332785, 'max': -3134155.8644100795, 'min': -4282609.465402446} best=-4282609.465402446
21: neval=1043{'avg': -4247531.4785063695, 'max': -2962997.1969748926, 'min': -4281289.905135428} best=-4282609.465402446
22: neval=1034{'avg': -4255719.107674002, 'max': -3872451.302809775, 'min': -4285034.87693709} best=-4285034.87693709
23: neval=1053{'avg': -4259342.014610335, 'max': -3543624.420054101, 'min': -4289809.044514938} best=-4289809.044514938
24: neval=1024{'avg': -4267458.852894367, 'max': -3362128.357301185, 'min': -4288463.456360666} best=-4289809.044514938
25: neval=1055{'avg': -4271820.595130759, 'max': -3056660.039730902, 'min': -4292665.232650984} best=-4292665.232650984
26: neval=1044{'avg': -4280391.91487184, 'max': -3761240.4590228023, 'min': -4304012.185593643} best=-4304012.185593643
27: neval=1031{'avg': -4283349.95754248, 'max': -3554074.491307964, 'min': -4304012.185593643} best=-4304012.185593643
28: neval=1010{'avg': -4286986.312591237, 'max': -3663277.1971732215, 'min': -4305087.510625188} best=-4305087.510625188
29: neval=1042{'avg': -4289647.1318167215, 'max': -3497246.1463963254, 'min': -4312871.184872374} best=-4312871.184872374
30: neval=1032{'avg': -4291757.46729224, 'max': -3170647.3507457147, 'min': -4310478.392843753} best=-4312871.184872374
31: neval=1030{'avg': -4294555.057804794, 'max': -3023524.625170042, 'min': -4311701.74802299} best=-4312871.184872374
32: neval=1036{'avg': -4297476.745759803, 'max': -3879089.4853436276, 'min': -4313079.325319127} best=-4313079.325319127
33: neval=1036{'avg': -4298549.550153241, 'max': -3175303.4878164623, 'min': -4314287.374715411} best=-4314287.374715411
34: neval=1001{'avg': -4300547.367963472, 'max': -3059282.2974760416, 'min': -4314826.987596222} best=-4314826.987596222
35: neval=1012{'avg': -4301919.563515923, 'max': -3629596.602849778, 'min': -4315285.39715623} best=-4315285.39715623
36: neval=1036{'avg': -4304095.853807078, 'max': -3327538.1779774325, 'min': -4315285.39715623} best=-4315285.39715623
37: neval=1026{'avg': -4304127.740596968, 'max': -3396768.118702019, 'min': -4315971.200136398} best=-4315971.200136398
38: neval=1010{'avg': -4308034.097222261, 'max': -3872597.6499275053, 'min': -4317997.23643896} best=-4317997.23643896
39: neval=1019{'avg': -4310408.498602151, 'max': -3389047.209963518, 'min': -4317997.23643896} best=-4317997.23643896
40: neval=1012{'avg': -4312284.131150234, 'max': -3516041.431101538, 'min': -4319072.8412281005} best=-4319072.8412281005
41: neval=1041{'avg': -4310762.82903071, 'max': -2976186.969127834, 'min': -4319072.8412281005} best=-4319072.8412281005
42: neval=1054{'avg': -4313168.939684757, 'max': -3712813.026265321, 'min': -4319858.445679284} best=-4319858.445679284
43: neval=1014{'avg': -4314354.307752225, 'max': -3420730.5958466823, 'min': -4320600.241728736} best=-4320600.241728736
44: neval=1043{'avg': -4312972.673530703, 'max': -3273578.442368584, 'min': -4320600.241728736} best=-4320600.241728736
45: neval=1013{'avg': -4316374.092382668, 'max': -2750008.952997381, 'min': -4320600.241728736} best=-4320600.241728736
46: neval=1018{'avg': -4317085.054364249, 'max': -3866169.400203562, 'min': -4320634.143561936} best=-4320634.143561936
47: neval=1056{'avg': -4316450.44969192, 'max': -2751688.7085193065, 'min': -4320634.143561936} best=-4320634.143561936
48: neval=1037{'avg': -4316920.125740247, 'max': -3525168.669522012, 'min': -4320634.143561936} best=-4320634.143561936
49: neval=1018{'avg': -4315729.613319392, 'max': -3166634.314813639, 'min': -4320634.143561936} best=-4320634.143561936
50: neval=1013{'avg': -4316602.439288986, 'max': -2959428.2853666916, 'min': -4320634.143561936} best=-4320634.143561936
51: neval=1020{'avg': -4318952.470312464, 'max': -3842800.7321857875, 'min': -4320634.143561936} best=-4320634.143561936
52: neval=1000{'avg': -4319283.847195725, 'max': -3889660.5945103713, 'min': -4320634.143561936} best=-4320634.143561936
53: neval=1029{'avg': -4316148.290822485, 'max': -2818588.6230470594, 'min': -4320634.143561936} best=-4320634.143561936
54: neval=1015{'avg': -4317098.047763148, 'max': -2887767.7618043367, 'min': -4320634.143561936} best=-4320634.143561936
55: neval=1003{'avg': -4317302.3996339515, 'max': -3283936.6310789273, 'min': -4320634.143561936} best=-4320634.143561936
56: neval=1056{'avg': -4317772.114484029, 'max': -3648770.43393667, 'min': -4320634.143561936} best=-4320634.143561936
57: neval=1006{'avg': -4318835.339486782, 'max': -3765261.2204535757, 'min': -4320634.143561936} best=-4320634.143561936
58: neval=1047{'avg': -4318525.449445837, 'max': -3741739.813394916, 'min': -4320634.143561936} best=-4320634.143561936
59: neval=999{'avg': -4317846.088964164, 'max': -3217920.0358884707, 'min': -4320634.143561936} best=-4320634.143561936
60: neval=1009{'avg': -4319738.083664628, 'max': -3929202.510130977, 'min': -4320634.143561936} best=-4320634.143561936
61: neval=1018{'avg': -4317396.243863442, 'max': -3608113.6731275134, 'min': -4320634.143561936} best=-4320634.143561936
62: neval=1032{'avg': -4318352.511740235, 'max': -3963062.604683515, 'min': -4320634.143561936} best=-4320634.143561936
63: neval=1005{'avg': -4314979.015474437, 'max': -3080324.6928877486, 'min': -4320634.143561936} best=-4320634.143561936
64: neval=1002{'avg': -4317313.267722579, 'max': -2815609.234592098, 'min': -4320634.143561936} best=-4320634.143561936
65: neval=1023{'avg': -4319004.341234668, 'max': -3701489.4990405613, 'min': -4320634.143561936} best=-4320634.143561936
66: neval=1053{'avg': -4318657.720947651, 'max': -3965146.8640456316, 'min': -4320634.143561936} best=-4320634.143561936
67: neval=1039{'avg': -4316158.77142868, 'max': -3114241.243025792, 'min': -4320634.143561936} best=-4320634.143561936
68: neval=1026{'avg': -4319379.100143405, 'max': -3790984.0836246517, 'min': -4320634.143561936} best=-4320634.143561936
69: neval=1025{'avg': -4318508.869655366, 'max': -3718401.2890257267, 'min': -4320634.143561936} best=-4320634.143561936
70: neval=999{'avg': -4316448.227292772, 'max': -2745798.8716981304, 'min': -4320634.143561936} best=-4320634.143561936
71: neval=977{'avg': -4315920.876173747, 'max': -3180014.877915744, 'min': -4320634.143561936} best=-4320634.143561936
72: neval=1028{'avg': -4316299.122407548, 'max': -3141513.3058740315, 'min': -4320634.143561936} best=-4320634.143561936
73: neval=1002{'avg': -4316754.99442262, 'max': -2910471.3772304123, 'min': -4320634.143561936} best=-4320634.143561936
74: neval=1049{'avg': -4316296.447711676, 'max': -3316706.2947841818, 'min': -4320634.143561936} best=-4320634.143561936
75: neval=1039{'avg': -4314597.686040448, 'max': -2593812.1915140236, 'min': -4320634.143561936} best=-4320634.143561936
76: neval=1030{'avg': -4314055.561875114, 'max': -2905054.6300719464, 'min': -4320634.143561936} best=-4320634.143561936
77: neval=1020{'avg': -4316908.47160667, 'max': -3562761.510252726, 'min': -4320634.143561936} best=-4320634.143561936
78: neval=1012{'avg': -4318842.099589028, 'max': -3679705.751978156, 'min': -4320634.143561936} best=-4320634.143561936
79: neval=1020{'avg': -4317853.862258195, 'max': -2729868.5918432754, 'min': -4320634.143561936} best=-4320634.143561936
80: neval=1043{'avg': -4316967.986201499, 'max': -3017112.1265431466, 'min': -4320634.143561936} best=-4320634.143561936
81: neval=1037{'avg': -4317423.99538652, 'max': -3361194.2148426, 'min': -4320634.143561936} best=-4320634.143561936
82: neval=1052{'avg': -4318866.2075226875, 'max': -3662263.268416127, 'min': -4320634.143561936} best=-4320634.143561936
83: neval=1033{'avg': -4316652.573010032, 'max': -2712339.9050282887, 'min': -4320634.143561936} best=-4320634.143561936
84: neval=1006{'avg': -4316468.6248744065, 'max': -3358387.5142449625, 'min': -4320634.143561936} best=-4320634.143561936
85: neval=1018{'avg': -4317309.187239106, 'max': -3032671.454341857, 'min': -4320634.143561936} best=-4320634.143561936
86: neval=1030{'avg': -4318162.794216523, 'max': -3825493.305643873, 'min': -4320634.143561936} best=-4320634.143561936
87: neval=1019{'avg': -4316218.0240569515, 'max': -2915866.1194595643, 'min': -4320634.143561936} best=-4320634.143561936
88: neval=1039{'avg': -4317578.07760331, 'max': -3236485.856939291, 'min': -4320634.143561936} best=-4320634.143561936
89: neval=1013{'avg': -4318397.850100365, 'max': -3805440.7745498735, 'min': -4320634.143561936} best=-4320634.143561936
90: neval=1035{'avg': -4318201.696310222, 'max': -3387277.468282244, 'min': -4320634.143561936} best=-4320634.143561936
91: neval=1032{'avg': -4317611.270320549, 'max': -3539760.785628416, 'min': -4320634.143561936} best=-4320634.143561936
92: neval=1010{'avg': -4317296.887147185, 'max': -3313362.627742467, 'min': -4320634.143561936} best=-4320634.143561936
93: neval=1008{'avg': -4318036.674418767, 'max': -3567991.5628751963, 'min': -4320634.143561936} best=-4320634.143561936
94: neval=1015{'avg': -4319264.094421567, 'max': -3567991.5628751963, 'min': -4320634.143561936} best=-4320634.143561936
95: neval=1006{'avg': -4317904.010108236, 'max': -3355335.834919271, 'min': -4320634.143561936} best=-4320634.143561936
96: neval=1020{'avg': -4318237.496834669, 'max': -3786581.1546409577, 'min': -4320634.143561936} best=-4320634.143561936
97: neval=1040{'avg': -4318236.028462668, 'max': -3368098.4922566805, 'min': -4320634.143561936} best=-4320634.143561936
98: neval=1041{'avg': -4317749.593621615, 'max': -3458218.3558714655, 'min': -4320634.143561936} best=-4320634.143561936
99: neval=1007{'avg': -4318988.241967452, 'max': -3616372.909411532, 'min': -4320634.143561936} best=-4320634.143561936
