局----------------------  実行情報  ----------------------
実行時間＝4918秒
個体数＝1300
合計世代数＝100
==============================
Total cost: -4348620.827539766
==============================
------------------------  前提  ------------------------

waste=sanpai

ごみ量36位以内：
苫小牧市 (2039382), 釧路市 (1177668), 札幌市 (728360), 室蘭市 (677679), 登別市 (430316), 伊達市 (334124), 帯広市 (182218), 旭川市 (138210), 函館市 (133081), 釧路町 (121597), 白老町 (99038), 北見市 (91496), 小樽市 (91037), 千歳市 (69923), 江別市 (64214), 安平町 (60328), 洞爺湖町 (54767), 厚岸町 (49048), 岩見沢市 (47176), 稚内市 (46228), 音更町 (44302), 標茶町 (43861), むかわ町 (42881), 厚真町 (42445), 北斗市 (42381), 弟子屈町 (39869), 恵庭市 (36267), 豊浦町 (36146), 中標津町 (35109), 浜中町 (33093), 北広島市 (30922), 七飯町 (30521), 網走市 (28124), 幕別町 (26726), 石狩市 (26551), 滝川市 (24546)

焼却施設数: 6
中継施設数: 20

輸送単価＝ 4.8 円/t/km
--------------------  GAPlot_input  --------------------

waste_name ='sanpai'
unit ='t/year'

inc_size= [2402133, 1650444, 1299768, 1107995, 750794, 657158]
inc_facility = ['苫小牧市', '釧路市', '札幌市', '室蘭市', '伊達市', '音更町']
inc_blocks = [['南幌町', '札幌市', '江別市', '恵庭市', '北広島市', '石狩市', '当別町'], ['室蘭市'], ['千歳市', '苫小牧市', '白老町', '厚真町', '安平町', 'むかわ町', '日高町', '平取町'], ['ニセコ町', '真狩村', '留寿都村', '喜茂別町', '京極町', '俱知安町', '伊達市', '豊浦町', '壮瞥町', '洞爺湖町'], ['南富良野町', '占冠村', '帯広市', '音更町', '士幌町', '上士幌町', '鹿追町', '新得町', '清水町', '芽室町', '中札内村', '更別村', '大樹町', '広尾町', '幕別町', '池田町', '豊頃町', '本別町', '足寄町', '浦幌町'], ['釧路市', '釧路町', '鶴居村', '白糠町']]

trans_size=[430316, 177904, 133081, 125721, 110888, 96449, 83730, 82141, 79825, 77838, 62104, 60866, 59179, 41418, 36215, 36029, 35305, 24477, 20938, 19163]
trans_facility = ['登別市', '東神楽町', '函館市', '小樽市', '北斗市', '訓子府町', '標茶町', '厚岸町', '新十津川町', '岩見沢市', '中標津町', '稚内市', '大空町', '士別市', '長万部町', '新ひだか町', '遠軽町', '根室市', '上富良野町', '枝幸町']
trans_blocks = [['夕張市', '岩見沢市', '美唄市', '三笠市', '由仁町', '長沼町', '栗山町', '月形町', '新篠津村'], ['芦別市', '赤平市', '滝川市', '砂川市', '歌志内市', '深川市', '奈井江町', '上砂川町', '浦臼町', '新十津川町', '妹背牛町', '秩父別町', '雨竜町', '北竜町', '沼田町', '留萌市', '増毛町', '小平町'], ['小樽市', '共和町', '岩内町', '泊村', '神恵内村', '積丹町', '古平町', '仁木町', '余市町', '赤井川村'], ['登別市'], ['富良野市', '上富良野町', '中富良野町'], ['新冠町', '浦河町', '様似町', 'えりも町', '新ひだか町'], ['函館市'], ['北斗市', '松前町', '福島町', '知内町', '木古内町', '七飯町', '鹿部町', '森町', '江差町', '上ノ国町', '厚沢部町', '乙部町'], ['島牧村', '寿都町', '黒松内町', '蘭越町', '八雲町', '長万部町', '今金町', 'せたな町'], ['士別市', '名寄市', '和寒町', '剣淵町', '下川町', '美深町', '幌加内町', '苫前町', '羽幌町', '初山別村', '西興部村'], ['旭川市', '鷹栖町', '東神楽町', '当麻町', '比布町', '愛別町', '上川町', '東川町', '美瑛町'], ['遠別町', '天塩町', '稚内市', '猿払村', '豊富町', '幌延町'], ['音威子府村', '中川町', '浜頓別町', '中頓別町', '枝幸町', '雄武町'], ['網走市', '美幌町', '津別町', '清里町', '斜里町', '小清水町', '大空町'], ['北見市', '訓子府町', '置戸町', '陸別町'], ['紋別市', '佐呂間町', '遠軽町', '湧別町', '滝上町', '興部町'], ['厚岸町', '浜中町'], ['標茶町', '弟子屈町'], ['根室市'], ['別海町', '中標津町', '標津町', '羅臼町']]

arrows = [[['札幌市'], ['小樽市', '岩見沢市', '新十津川町', '稚内市', '士別市', '枝幸町']], [['室蘭市'], ['登別市']], [['苫小牧市'], ['新ひだか町']], [['伊達市'], ['長万部町', '函館市', '北斗市']], [['音更町'], ['遠軽町', '上富良野町', '東神楽町', '訓子府町']], [['釧路市'], ['厚岸町', '標茶町', '根室市', '中標津町', '大空町']]]


---------------------  エネルギー情報  ---------------------
[193556.949678625, 686247.9756321495, -5338104.826384787, 109679.07353424659]

EL_direct: {'苫小牧市': 79573.69350070834, '釧路市': 18366.688811791668, '札幌市': 30771.52569941667, '室蘭市': 0.0, '伊達市': 24261.04308008334, '音更町': 40583.998586625006}
ED_inc: {'苫小牧市': -1629685.0397669747, '釧路市': -1119714.8100347335, '札幌市': -881804.8229502036, '室蘭市': -751699.7916587504, '伊達市': -509363.0326658874, '音更町': -445837.329308238}

EL_indirect: {'登別市': 22552.445014112, '東神楽町': 102388.20422238851, '函館市': 70592.95804818401, '小樽市': 24968.969471381006, '北斗市': 74087.23945721368, '訓子府町': 49773.85093139551, '標茶町': 20060.729924170002, '厚岸町': 20735.049800569, '新十津川町': 35367.6735670375, '岩見沢市': 14623.078778929834, '中標津町': 23404.812652032506, '稚内市': 66198.15765982684, '大空町': 34003.51577976167, '士別市': 32368.869051202673, '長万部町': 17376.74430146417, '新ひだか町': 15036.732644520169, '遠軽町': 24549.477565253335, '根室市': 9062.761594848, '上富良野町': 9501.538662650666, '枝幸町': 19595.16650520867}
ED_trans: {'登別市': 26314.118136986304, '東神楽町': 10878.951452054796, '函館市': 8137.994301369864, '小樽市': 7687.925260273973, '北斗市': 6780.8771506849325, '訓子府町': 5897.922410958904, '標茶町': 5120.146849315069, '厚岸町': 5022.978410958904, '新十津川町': 4881.353424657534, '岩見沢市': 4759.84701369863, '中標津町': 3797.7021369863023, '稚内市': 3721.997589041096, '大空町': 3618.8363835616437, '士別市': 2532.7390684931506, '長万部町': 2214.5720547945207, '新ひだか町': 2203.1980273972604, '遠軽町': 2158.9249315068487, '根室市': 1496.7853150684934, '上富良野町': 1280.3730410958906, '枝幸町': 1171.8305753424656}

----------------------  輸送情報  ----------------------

direct 苫小牧市(6482/6581) t/day → receive from: 千歳市, 苫小牧市, 白老町, 厚真町, 安平町, むかわ町, 日高町, 平取町
indirect 苫小牧市(99/6581) t/day → receive from: 中継施設＝ 新ひだか町(36029) → receive from: 新冠町, 浦河町, 様似町, えりも町, 新ひだか町
direct 釧路市(3668/4522) t/day → receive from: 釧路市, 釧路町, 鶴居村, 白糠町
indirect 釧路市(854/4522) t/day → receive from: 中継施設＝ 厚岸町(82141) → receive from: 厚岸町, 浜中町
標茶町(83730) → receive from: 標茶町, 弟子屈町
根室市(24477) → receive from: 根室市
中標津町(62104) → receive from: 別海町, 中標津町, 標津町, 羅臼町
大空町(59179) → receive from: 網走市, 美幌町, 津別町, 清里町, 斜里町, 小清水町, 大空町
direct 札幌市(2452/3561) t/day → receive from: 南幌町, 札幌市, 江別市, 恵庭市, 北広島市, 石狩市, 当別町
indirect 札幌市(1109/3561) t/day → receive from: 中継施設＝ 小樽市(125721) → receive from: 小樽市, 共和町, 岩内町, 泊村, 神恵内村, 積丹町, 古平町, 仁木町, 余市町, 赤井川村
岩見沢市(77838) → receive from: 夕張市, 岩見沢市, 美唄市, 三笠市, 由仁町, 長沼町, 栗山町, 月形町, 新篠津村
新十津川町(79825) → receive from: 芦別市, 赤平市, 滝川市, 砂川市, 歌志内市, 深川市, 奈井江町, 上砂川町, 浦臼町, 新十津川町, 妹背牛町, 秩父別町, 雨竜町, 北竜町, 沼田町, 留萌市, 増毛町, 小平町
稚内市(60866) → receive from: 遠別町, 天塩町, 稚内市, 猿払村, 豊富町, 幌延町
士別市(41418) → receive from: 士別市, 名寄市, 和寒町, 剣淵町, 下川町, 美深町, 幌加内町, 苫前町, 羽幌町, 初山別村, 西興部村
枝幸町(19163) → receive from: 音威子府村, 中川町, 浜頓別町, 中頓別町, 枝幸町, 雄武町
direct 室蘭市(1857/3036) t/day → receive from: 室蘭市
indirect 室蘭市(1179/3036) t/day → receive from: 中継施設＝ 登別市(430316) → receive from: 登別市
direct 伊達市(1289/2057) t/day → receive from: ニセコ町, 真狩村, 留寿都村, 喜茂別町, 京極町, 俱知安町, 伊達市, 豊浦町, 壮瞥町, 洞爺湖町
indirect 伊達市(768/2057) t/day → receive from: 中継施設＝ 長万部町(36215) → receive from: 島牧村, 寿都町, 黒松内町, 蘭越町, 八雲町, 長万部町, 今金町, せたな町
函館市(133081) → receive from: 函館市
北斗市(110888) → receive from: 北斗市, 松前町, 福島町, 知内町, 木古内町, 七飯町, 鹿部町, 森町, 江差町, 上ノ国町, 厚沢部町, 乙部町
direct 音更町(895/1800) t/day → receive from: 南富良野町, 占冠村, 帯広市, 音更町, 士幌町, 上士幌町, 鹿追町, 新得町, 清水町, 芽室町, 中札内村, 更別村, 大樹町, 広尾町, 幕別町, 池田町, 豊頃町, 本別町, 足寄町, 浦幌町
indirect 音更町(906/1800) t/day → receive from: 中継施設＝ 遠軽町(35305) → receive from: 紋別市, 佐呂間町, 遠軽町, 湧別町, 滝上町, 興部町
上富良野町(20938) → receive from: 富良野市, 上富良野町, 中富良野町
東神楽町(177904) → receive from: 旭川市, 鷹栖町, 東神楽町, 当麻町, 比布町, 愛別町, 上川町, 東川町, 美瑛町
訓子府町(96449) → receive from: 北見市, 訓子府町, 置戸町, 陸別町

----------------------  遺伝情報  ----------------------

個体数＝1300
世代数＝100
0: neval=1300{'avg': -3164754.3999018283, 'max': -2056462.3326369647, 'min': -3874148.9638965065} best=-3874148.9638965065
1: neval=1016{'avg': -3380972.5567116, 'max': -2045406.1885450485, 'min': -3981516.6825836436} best=-3981516.6825836436
2: neval=1014{'avg': -3535140.1889497675, 'max': -2574373.762800642, 'min': -4066956.6512673716} best=-4066956.6512673716
3: neval=1016{'avg': -3671639.754123767, 'max': -2874596.4283551048, 'min': -4207927.75706367} best=-4207927.75706367
4: neval=1019{'avg': -3805200.350857927, 'max': -2912157.2028773455, 'min': -4208709.880726068} best=-4208709.880726068
5: neval=988{'avg': -3895980.297298355, 'max': -2973963.916554326, 'min': -4209516.302116067} best=-4209516.302116067
6: neval=1051{'avg': -3962814.0607113214, 'max': -3110384.9772195555, 'min': -4204829.924607816} best=-4209516.302116067
7: neval=1032{'avg': -4023897.8902235054, 'max': -3392816.728142454, 'min': -4211601.705838675} best=-4211601.705838675
8: neval=1020{'avg': -4072441.5105499867, 'max': -3481328.0273328684, 'min': -4225514.908382932} best=-4225514.908382932
9: neval=1014{'avg': -4114008.392081365, 'max': -2523679.187227292, 'min': -4226073.732912128} best=-4226073.732912128
10: neval=1045{'avg': -4148862.40399238, 'max': -2914544.6064242604, 'min': -4240110.193236647} best=-4240110.193236647
11: neval=1049{'avg': -4177881.067966469, 'max': -2872343.6188071994, 'min': -4261124.9507226} best=-4261124.9507226
12: neval=1042{'avg': -4202919.430626539, 'max': -2844587.8494346594, 'min': -4253401.619158256} best=-4261124.9507226
13: neval=1026{'avg': -4219381.7336559, 'max': -3724746.2001803815, 'min': -4259386.350411098} best=-4261124.9507226
14: neval=1019{'avg': -4230466.320782103, 'max': -3871778.128076988, 'min': -4273276.169085064} best=-4273276.169085064
15: neval=1007{'avg': -4236847.520022739, 'max': -3025869.2641137, 'min': -4274124.706260468} best=-4274124.706260468
16: neval=1032{'avg': -4243762.959374139, 'max': -3424760.154733908, 'min': -4280575.405269876} best=-4280575.405269876
17: neval=1016{'avg': -4250193.128151574, 'max': -2888536.500304836, 'min': -4282046.896798566} best=-4282046.896798566
18: neval=1033{'avg': -4252596.837497525, 'max': -3099905.137052424, 'min': -4284142.758713792} best=-4284142.758713792
19: neval=1031{'avg': -4258530.095743592, 'max': -2757628.5625122683, 'min': -4293909.984523091} best=-4293909.984523091
20: neval=1006{'avg': -4265831.083024744, 'max': -3115639.522877722, 'min': -4298237.127731556} best=-4298237.127731556
21: neval=1006{'avg': -4266106.329625561, 'max': -2900888.514156411, 'min': -4300120.8467439385} best=-4300120.8467439385
22: neval=1054{'avg': -4270929.861345047, 'max': -2783773.25561953, 'min': -4308875.254772474} best=-4308875.254772474
23: neval=1024{'avg': -4277558.039380649, 'max': -2881490.826649049, 'min': -4311123.0194462715} best=-4311123.0194462715
24: neval=1047{'avg': -4282466.032600804, 'max': -3201988.21048517, 'min': -4315599.035666437} best=-4315599.035666437
25: neval=1011{'avg': -4289903.557295013, 'max': -2854969.3856479316, 'min': -4323888.377124885} best=-4323888.377124885
26: neval=1007{'avg': -4295496.546321639, 'max': -3802916.8967454867, 'min': -4323888.377124885} best=-4323888.377124885
27: neval=1038{'avg': -4300691.112579505, 'max': -3504769.1329311836, 'min': -4325202.552328263} best=-4325202.552328263
28: neval=987{'avg': -4301885.323659224, 'max': -3210000.8307259525, 'min': -4338399.914221409} best=-4338399.914221409
29: neval=998{'avg': -4303747.252855984, 'max': -3203923.4582791175, 'min': -4327864.51571399} best=-4338399.914221409
30: neval=1038{'avg': -4305051.134001269, 'max': -2825664.4547877256, 'min': -4330717.753444306} best=-4338399.914221409
31: neval=1032{'avg': -4310798.720116365, 'max': -3186427.880232065, 'min': -4331936.53622291} best=-4338399.914221409
32: neval=1018{'avg': -4311788.338891981, 'max': -3002095.709673331, 'min': -4335506.553232193} best=-4338399.914221409
33: neval=1004{'avg': -4315683.408779011, 'max': -3517655.0903125955, 'min': -4336333.554715289} best=-4338399.914221409
34: neval=1010{'avg': -4318988.002556035, 'max': -3419402.826805925, 'min': -4337010.69440137} best=-4338399.914221409
35: neval=1032{'avg': -4322821.900646018, 'max': -3410769.3754572426, 'min': -4337465.830367675} best=-4338399.914221409
36: neval=1014{'avg': -4324753.046146316, 'max': -3048488.5433477834, 'min': -4337609.39484029} best=-4338399.914221409
37: neval=1035{'avg': -4326831.278166037, 'max': -2778679.9777775216, 'min': -4340080.166297239} best=-4340080.166297239
38: neval=1049{'avg': -4332921.882216441, 'max': -3551948.5352725624, 'min': -4340223.730769854} best=-4340223.730769854
39: neval=1033{'avg': -4332840.715354221, 'max': -3593939.952453588, 'min': -4340223.730769854} best=-4340223.730769854
40: neval=1036{'avg': -4335662.948558637, 'max': -3344680.6637942786, 'min': -4341555.627227616} best=-4341555.627227616
41: neval=1041{'avg': -4337012.147616386, 'max': -3797833.609820954, 'min': -4341555.627227616} best=-4341555.627227616
42: neval=1064{'avg': -4336465.273764854, 'max': -3447998.154476381, 'min': -4342820.334693859} best=-4342820.334693859
43: neval=1036{'avg': -4338209.559085913, 'max': -3615152.5302154226, 'min': -4342820.334693859} best=-4342820.334693859
44: neval=1041{'avg': -4334842.487283624, 'max': -3007434.675500577, 'min': -4342820.334693859} best=-4342820.334693859
45: neval=1029{'avg': -4336241.648664334, 'max': -3091790.1440863037, 'min': -4342820.334693859} best=-4342820.334693859
46: neval=1028{'avg': -4338437.220553517, 'max': -2983874.4563156385, 'min': -4342820.334693859} best=-4342820.334693859
47: neval=1028{'avg': -4338172.067060865, 'max': -3056990.807906374, 'min': -4342820.334693859} best=-4342820.334693859
48: neval=1030{'avg': -4339489.322613587, 'max': -3458009.5623813476, 'min': -4342820.334693859} best=-4342820.334693859
49: neval=1019{'avg': -4340452.297043944, 'max': -3385118.2809707345, 'min': -4342820.334693859} best=-4342820.334693859
50: neval=1044{'avg': -4341752.562588051, 'max': -3454020.597257519, 'min': -4342820.334693859} best=-4342820.334693859
51: neval=1045{'avg': -4340240.004175981, 'max': -3720608.127257022, 'min': -4342820.334693859} best=-4342820.334693859
52: neval=1015{'avg': -4341381.575479233, 'max': -3174477.759337815, 'min': -4342820.334693859} best=-4342820.334693859
53: neval=1038{'avg': -4339193.294852291, 'max': -3515997.5764716584, 'min': -4342820.334693859} best=-4342820.334693859
54: neval=1043{'avg': -4339677.261012111, 'max': -3314706.1703563584, 'min': -4342820.334693859} best=-4342820.334693859
55: neval=1021{'avg': -4334479.552687979, 'max': -2794942.4213626217, 'min': -4342820.334693859} best=-4342820.334693859
56: neval=1039{'avg': -4339978.548933213, 'max': -3216434.8371225367, 'min': -4342820.334693859} best=-4342820.334693859
57: neval=1041{'avg': -4338650.084043771, 'max': -2865459.3061225438, 'min': -4342820.334693859} best=-4342820.334693859
58: neval=1024{'avg': -4340262.744710997, 'max': -3910821.2068258272, 'min': -4342820.334693859} best=-4342820.334693859
59: neval=1037{'avg': -4338551.781864811, 'max': -2834589.7582369354, 'min': -4342820.334693859} best=-4342820.334693859
60: neval=1064{'avg': -4337114.423168922, 'max': -2979148.9908130756, 'min': -4342820.334693859} best=-4342820.334693859
61: neval=1037{'avg': -4339210.950397423, 'max': -3424210.616960376, 'min': -4342820.334693859} best=-4342820.334693859
62: neval=1012{'avg': -4337382.900554553, 'max': -3186882.836961562, 'min': -4342820.334693859} best=-4342820.334693859
63: neval=1025{'avg': -4339885.145046826, 'max': -3184079.593618142, 'min': -4342820.334693859} best=-4342820.334693859
64: neval=998{'avg': -4336535.468294622, 'max': -2752384.676500077, 'min': -4342820.334693859} best=-4342820.334693859
65: neval=1022{'avg': -4341126.460521475, 'max': -3980875.982729356, 'min': -4342820.334693859} best=-4342820.334693859
66: neval=1011{'avg': -4339643.956726789, 'max': -3365820.2168549215, 'min': -4342820.334693859} best=-4342820.334693859
67: neval=1030{'avg': -4338259.916148401, 'max': -3041464.159231256, 'min': -4342820.334693859} best=-4342820.334693859
68: neval=1047{'avg': -4339056.569415556, 'max': -2973034.0807023463, 'min': -4342820.334693859} best=-4342820.334693859
69: neval=1028{'avg': -4339765.903891256, 'max': -3211507.2555696024, 'min': -4342820.334693859} best=-4342820.334693859
70: neval=1025{'avg': -4339445.311152165, 'max': -3514410.1700569494, 'min': -4342820.334693859} best=-4342820.334693859
71: neval=1048{'avg': -4342305.281268809, 'max': -4119379.6174860625, 'min': -4342820.334693859} best=-4342820.334693859
72: neval=1023{'avg': -4340270.953070649, 'max': -3160989.190355775, 'min': -4343077.504170359} best=-4343077.504170359
73: neval=997{'avg': -4339732.250767288, 'max': -3284390.811255377, 'min': -4343077.504170359} best=-4343077.504170359
74: neval=1022{'avg': -4339829.014553493, 'max': -2970700.3331171097, 'min': -4343077.504170359} best=-4343077.504170359
75: neval=1053{'avg': -4340342.602469565, 'max': -2645915.025796638, 'min': -4343077.504170359} best=-4343077.504170359
