----------------------  実行情報  ----------------------
実行時間＝962秒
個体数＝1150
合計世代数＝379
------------------------  前提  ------------------------

waste=sanpai

ごみ量33位以内：
苫小牧市 (2039382), 釧路市 (1177668), 札幌市 (728360), 室蘭市 (677679), 登別市 (430316), 伊達市 (334124), 帯広市 (182218), 旭川市 (138210), 函館市 (133081), 釧路町 (121597), 白老町 (99038), 北見市 (91496), 小樽市 (91037), 千歳市 (69923), 江別市 (64214), 安平町 (60328), 洞爺湖町 (54767), 厚岸町 (49048), 岩見沢市 (47176), 稚内市 (46228), 音更町 (44302), 標茶町 (43861), むかわ町 (42881), 厚真町 (42445), 北斗市 (42381), 弟子屈町 (39869), 恵庭市 (36267), 豊浦町 (36146), 中標津町 (35109), 浜中町 (33093), 北広島市 (30922), 七飯町 (30521), 網走市 (28124)

焼却施設数: 13
中継施設数: 10

輸送単価＝ 1000 円/t/km
--------------------  GAPlot_input  --------------------

inc_size= [6092, 3668, 2848, 1857, 1377, 1179, 908, 865, 699, 697, 617, 528, 221]
inc_facility = ['苫小牧市', '釧路市', '札幌市', '室蘭市', '伊達市', '登別市', '帯広市', '旭川市', '函館市', '標茶町', '千歳市', '北見市', '稚内市']
inc_blocks = [['岩見沢市', '美唄市', '三笠市', '南幌町', '月形町', '札幌市', '江別市', '北広島市', '石狩市', '当別町', '新篠津村', '小樽市', '岩内町', '積丹町', '古平町', '仁木町', '余市町', '赤井川村'], ['夕張市', '由仁町', '長沼町', '栗山町', '千歳市', '恵庭市', '厚真町', '安平町', '占冠村'], ['室蘭市'], ['苫小牧市', '白老町', 'むかわ町', '日高町', '平取町', '新冠町', '浦河町', '新ひだか町'], ['登別市'], ['島牧村', '寿都町', '黒松内町', '蘭越町', 'ニセコ町', '真狩村', '留寿都村', '喜茂別町', '京極町', '俱知安町', '共和町', '泊村', '神恵内村', '伊達市', '豊浦町', '壮瞥町', '洞爺湖町', '長万部町', '今金町', 'せたな町'], ['函館市', '北斗市', '松前町', '福島町', '知内町', '木古内町', '七飯町', '鹿部町', '森町', '八雲町', '江差町', '上ノ国町', '厚沢部町', '乙部町'], ['芦別市', '赤平市', '滝川市', '砂川市', '歌志内市', '深川市', '奈井江町', '上砂川町', '浦臼町', '新十津川町', '妹背牛町', '秩父別町', '雨竜町', '北竜町', '沼田町', '旭川市', '士別市', '名寄市', '富良野市', '鷹栖町', '東神楽町', '当麻町', '比布町', '愛別町', '上川町', '東川町', '美瑛町', '上富良野町', '中富良野町', '和寒町', '剣淵町', '幌加内町'], ['稚内市', '猿払村', '豊富町', '幌延町'], ['北見市', '網走市', '美幌町', '津別町', '斜里町', '小清水町', '訓子府町', '置戸町', '佐呂間町', '遠軽町', '大空町', '陸別町'], ['様似町', 'えりも町', '南富良野町', '帯広市', '音更町', '士幌町', '上士幌町', '鹿追町', '新得町', '清水町', '芽室町', '中札内村', '更別村', '大樹町', '広尾町', '幕別町', '池田町', '豊頃町', '本別町', '足寄町', '浦幌町'], ['釧路市', '釧路町', '鶴居村', '白糖町'], ['清里町', '厚岸町', '浜中町', '標茶町', '弟子屈町', '別海町', '中標津町', '標津町']]

trans_size=[67, 51, 35, 34, 16, 16, 15, 11, 11, 5]
trans_facility = ['根室市', '紋別市', '枝幸町', '小平町', '苫前町', '浜頓別町', '興部町', '遠別町', '羅臼町', '増毛町']
trans_blocks = [['増毛町'], ['留萌市', '小平町'], ['苫前町', '羽幌町'], ['中川町', '初山別村', '遠別町', '天塩町'], ['浜頓別町', '中頓別町'], ['美深町', '音威子府村', '枝幸町'], ['紋別市', '湧別町', '滝上町'], ['下川町', '興部町', '西興部村', '雄武町'], ['根室市'], ['羅臼町']]

arrows = [[['旭川市'], ['小平町', '苫前町', '増毛町']], [['稚内市'], ['浜頓別町', '枝幸町', '遠別町']], [['北見市'], ['興部町', '紋別市']], [['標茶町'], ['根室市', '羅臼町']]]


---------------------  コスト情報  ---------------------

TC_direct: {'苫小牧市': 730102.1727, '釧路市': 233846.43580000004, '札幌市': 1084050.7809, '室蘭市': 0.0, '伊達市': 605426.7041000001, '登別市': 0.0, '帯広市': 425513.8793000001, '旭川市': 738369.7951000002, '函館市': 418910.4472, '標茶町': 852742.2649999999, '千歳市': 323078.9207, '北見市': 347020.84640000004, '稚内市': 54793.075999999994}
IC_inc: {'苫小牧市': 779527.5335849609, '釧路市': 469319.01800460217, '札幌市': 364421.5571122587, '室蘭市': 237559.42226609756, '伊達市': 176224.98599814135, '登別市': 150846.66981248945, '帯広市': 116171.80485006135, '旭川市': 111890.17551322492, '函館市': 96017.17383615748, '標茶町': 95809.91974270863, '千歳市': 87729.45538440187, '北見市': 78386.89164259454, '稚内市': 41821.45018247471}
OC_inc: {'苫小牧市': 326403.6850467387, '釧路市': 196513.20875701046, '札幌市': 152590.55521089886, '室蘭市': 99470.85574851908, '伊達市': 73788.90718916999, '登別市': 63162.501364628006, '帯広市': 48643.445635853, '旭川市': 46332.0746689617, '函館市': 37473.80084843144, '標茶町': 37361.65965209531, '千歳市': 33063.89233701452, '北見市': 41630.87332002405, '稚内市': 55435.33692909376}

TC_indirect: {'根室市': 55024.29600000001, '紋別市': 52004.5739, '枝幸町': 42669.876280000004, '小平町': 34215.77234000001, '苫前町': 18281.504839999998, '浜頓別町': 12354.30202, '興部町': 25526.42974, '遠別町': 13095.798599999998, '羅臼町': 8523.984600000002, '増毛町': 4049.6841}
IC_trans: {'根室市': 2475.215743526457, '紋別市': 1962.5455755271341, '枝幸町': 1430.4582109715063, '小平町': 1387.1674072894843, '苫前町': 729.7084345360815, '浜頓別町': 726.5633823534049, '興部町': 716.5884625303715, '遠別町': 536.6191129061297, '羅臼町': 523.8604079014556, '増毛町': 297.96626674201866}
OC_trans: {'根室市': 149421.6569499996, '紋別市': 114014.26366072713, '枝幸町': 79306.86959476679, '小平町': 76474.58469546342, '苫前町': 36106.6283001182, '浜頓別町': 36104.518163357214, '興部町': 35397.83606299056, '遠別町': 25480.30125380561, '羅臼町': 24772.212368114946, '増毛町': 12736.107625499984}

=============================
Total cost: 10697800.07193774
=============================

----------------------  輸送情報  ----------------------

direct 苫小牧市(6092/6092) t/day → receive from: 苫小牧市, 白老町, むかわ町, 日高町, 平取町, 新冠町, 浦河町, 新ひだか町
direct 釧路市(3668/3668) t/day → receive from: 釧路市, 釧路町, 鶴居村, 白糖町
direct 札幌市(2848/2848) t/day → receive from: 岩見沢市, 美唄市, 三笠市, 南幌町, 月形町, 札幌市, 江別市, 北広島市, 石狩市, 当別町, 新篠津村, 小樽市, 岩内町, 積丹町, 古平町, 仁木町, 余市町, 赤井川村
direct 室蘭市(1857/1857) t/day → receive from: 室蘭市
direct 伊達市(1377/1377) t/day → receive from: 島牧村, 寿都町, 黒松内町, 蘭越町, ニセコ町, 真狩村, 留寿都村, 喜茂別町, 京極町, 俱知安町, 共和町, 泊村, 神恵内村, 伊達市, 豊浦町, 壮瞥町, 洞爺湖町, 長万部町, 今金町, せたな町
direct 登別市(1179/1179) t/day → receive from: 登別市
direct 帯広市(908/908) t/day → receive from: 様似町, えりも町, 南富良野町, 帯広市, 音更町, 士幌町, 上士幌町, 鹿追町, 新得町, 清水町, 芽室町, 中札内村, 更別村, 大樹町, 広尾町, 幕別町, 池田町, 豊頃町, 本別町, 足寄町, 浦幌町
direct 旭川市(810/865) t/day → receive from: 芦別市, 赤平市, 滝川市, 砂川市, 歌志内市, 深川市, 奈井江町, 上砂川町, 浦臼町, 新十津川町, 妹背牛町, 秩父別町, 雨竜町, 北竜町, 沼田町, 旭川市, 士別市, 名寄市, 富良野市, 鷹栖町, 東神楽町, 当麻町, 比布町, 愛別町, 上川町, 東川町, 美瑛町, 上富良野町, 中富良野町, 和寒町, 剣淵町, 幌加内町
indirect 旭川市(55/865) t/day → receive from: 中継施設＝ 小平町(12434) → receive from: 留萌市, 小平町
                                                    　　　苫前町(5781) → receive from: 苫前町, 羽幌町
                                                    　　　増毛町(1935) → receive from: 増毛町
direct 函館市(699/699) t/day → receive from: 函館市, 北斗市, 松前町, 福島町, 知内町, 木古内町, 七飯町, 鹿部町, 森町, 八雲町, 江差町, 上ノ国町, 厚沢部町, 乙部町
direct 標茶町(620/697) t/day → receive from: 清里町, 厚岸町, 浜中町, 標茶町, 弟子屈町, 別海町, 中標津町, 標津町
indirect 標茶町(78/697) t/day → receive from: 中継施設＝ 根室市(24477) → receive from: 根室市
                                                    　　　羅臼町(3870) → receive from: 羅臼町
direct 千歳市(617/617) t/day → receive from: 夕張市, 由仁町, 長沼町, 栗山町, 千歳市, 恵庭市, 厚真町, 安平町, 占冠村
direct 北見市(461/528) t/day → receive from: 北見市, 網走市, 美幌町, 津別町, 斜里町, 小清水町, 訓子府町, 置戸町, 佐呂間町, 遠軽町, 大空町, 陸別町
indirect 北見市(67/528) t/day → receive from: 中継施設＝ 興部町(5656) → receive from: 下川町, 興部町, 西興部村, 雄武町
                                                    　　　紋別市(18685) → receive from: 紋別市, 湧別町, 滝上町
direct 稚内市(159/221) t/day → receive from: 稚内市, 猿払村, 豊富町, 幌延町
indirect 稚内市(62/221) t/day → receive from: 中継施設＝ 浜頓別町(5751) → receive from: 浜頓別町, 中頓別町
                                                    　　　枝幸町(12893) → receive from: 美深町, 音威子府村, 枝幸町
                                                    　　　遠別町(3985) → receive from: 中川町, 初山別村, 遠別町, 天塩町

----------------------  遺伝情報  ----------------------

個体数＝1150
世代数＝1000
0: neval=1150{'avg': 27550572.50621991, 'max': 43129927.6692298, 'min': 15870093.318744931} best=15870093.318744931
1: neval=921{'avg': 23037913.969007354, 'max': 34233414.6253689, 'min': 16156272.839790184} best=15870093.318744931
2: neval=896{'avg': 20244371.70525204, 'max': 30436084.453906808, 'min': 15115097.726624925} best=15115097.726624925
3: neval=905{'avg': 18497481.293157812, 'max': 28871019.84821289, 'min': 14335712.305293988} best=14335712.305293988
4: neval=881{'avg': 17052918.094829645, 'max': 27149709.37112921, 'min': 13919186.601385925} best=13919186.601385925
5: neval=879{'avg': 16202704.673115987, 'max': 25554634.29101244, 'min': 13173404.24948934} best=13173404.24948934
6: neval=894{'avg': 15458981.953638233, 'max': 23898153.38777697, 'min': 12965341.939612899} best=12965341.939612899
7: neval=885{'avg': 14896778.749575373, 'max': 23071495.211733673, 'min': 12869080.69630572} best=12869080.69630572
8: neval=878{'avg': 14349964.315477079, 'max': 24153517.490614977, 'min': 12499362.502325013} best=12499362.502325013
9: neval=943{'avg': 14031509.379913127, 'max': 24467891.67997401, 'min': 12012950.33150474} best=12012950.33150474
10: neval=921{'avg': 13636961.934993193, 'max': 26956216.1289415, 'min': 11685320.375342906} best=11685320.375342906
11: neval=921{'avg': 13306196.527843336, 'max': 21635673.456832748, 'min': 11899947.688445594} best=11685320.375342906
12: neval=888{'avg': 13014247.276047813, 'max': 27137081.584367692, 'min': 11709107.021129735} best=11685320.375342906
13: neval=919{'avg': 12774867.163982766, 'max': 20973250.458456878, 'min': 11597889.058178749} best=11597889.058178749
14: neval=917{'avg': 12495354.66166984, 'max': 18004645.90787929, 'min': 11597889.058178749} best=11597889.058178749
15: neval=900{'avg': 12306682.7544698, 'max': 18443024.03994636, 'min': 11389368.259433867} best=11389368.259433867
16: neval=904{'avg': 12199216.871125756, 'max': 23547021.503582846, 'min': 11346052.592519505} best=11346052.592519505
17: neval=909{'avg': 12001490.988422522, 'max': 26146588.72819187, 'min': 11328853.041288465} best=11328853.041288465
18: neval=890{'avg': 11785804.510041729, 'max': 22088171.492319897, 'min': 11194598.955332438} best=11194598.955332438
19: neval=912{'avg': 11634906.597554099, 'max': 22161866.010685958, 'min': 11031289.610387117} best=11031289.610387117
20: neval=913{'avg': 11525450.044860106, 'max': 21183938.01777742, 'min': 11031289.610387117} best=11031289.610387117
21: neval=924{'avg': 11417227.193387836, 'max': 19919215.3784724, 'min': 11005712.865371585} best=11005712.865371585
22: neval=906{'avg': 11356961.382437488, 'max': 25951132.481125247, 'min': 10976626.08878311} best=10976626.08878311
23: neval=863{'avg': 11266298.12000857, 'max': 18820206.899352808, 'min': 10890268.627851402} best=10890268.627851402
24: neval=901{'avg': 11207422.121426983, 'max': 21778363.166703403, 'min': 10847343.742603706} best=10847343.742603706
25: neval=915{'avg': 11151129.712383166, 'max': 29156791.059892867, 'min': 10807471.524869705} best=10807471.524869705
26: neval=941{'avg': 11040227.747250408, 'max': 21182543.011409592, 'min': 10807471.524869705} best=10807471.524869705
27: neval=896{'avg': 10980687.267299518, 'max': 18660295.439143643, 'min': 10798497.894447707} best=10798497.894447707
28: neval=935{'avg': 10940698.594882572, 'max': 18821874.09031211, 'min': 10735343.089449357} best=10735343.089449357
29: neval=906{'avg': 10909408.106966686, 'max': 20462066.008052297, 'min': 10735343.089449357} best=10735343.089449357
30: neval=909{'avg': 10862120.692444853, 'max': 18385050.496032797, 'min': 10735343.089449357} best=10735343.089449357
31: neval=892{'avg': 10840897.395479778, 'max': 17631270.957626756, 'min': 10735343.089449357} best=10735343.089449357
32: neval=908{'avg': 10831114.84760659, 'max': 20241169.43941208, 'min': 10735343.089449357} best=10735343.089449357
33: neval=915{'avg': 10825906.199462233, 'max': 23604417.613493238, 'min': 10727241.122126898} best=10727241.122126898
34: neval=916{'avg': 10810568.37208665, 'max': 23391139.44742857, 'min': 10714652.385543337} best=10714652.385543337
35: neval=885{'avg': 10811515.270683268, 'max': 27554171.9947985, 'min': 10714652.385543337} best=10714652.385543337
36: neval=915{'avg': 10778212.079380099, 'max': 19727779.829433285, 'min': 10714652.385543337} best=10714652.385543337
37: neval=897{'avg': 10752539.149519362, 'max': 16506423.662800927, 'min': 10714652.385543337} best=10714652.385543337
38: neval=917{'avg': 10762427.687402818, 'max': 18430907.36347332, 'min': 10710326.29622598} best=10710326.29622598
39: neval=875{'avg': 10742021.263798123, 'max': 19942067.800327577, 'min': 10710326.29622598} best=10710326.29622598
40: neval=906{'avg': 10744524.663714444, 'max': 17959858.685094185, 'min': 10706681.555851804} best=10706681.555851804
41: neval=931{'avg': 10748687.282744158, 'max': 16708925.692814002, 'min': 10706681.555851804} best=10706681.555851804
42: neval=930{'avg': 10766417.033077974, 'max': 20044637.736928415, 'min': 10701186.653217634} best=10701186.653217634
43: neval=912{'avg': 10756142.694414513, 'max': 19840765.9030997, 'min': 10701186.653217634} best=10701186.653217634
44: neval=910{'avg': 10733516.01529154, 'max': 16978648.756025728, 'min': 10701186.653217634} best=10701186.653217634
45: neval=890{'avg': 10750647.162466653, 'max': 18686105.778053552, 'min': 10701186.653217634} best=10701186.653217634
46: neval=907{'avg': 10761531.843014358, 'max': 22431103.995458864, 'min': 10701186.653217634} best=10701186.653217634
47: neval=923{'avg': 10776371.640746443, 'max': 26792096.427301146, 'min': 10701186.653217634} best=10701186.653217634
48: neval=885{'avg': 10738115.773986833, 'max': 17242815.16138068, 'min': 10701186.653217634} best=10701186.653217634
49: neval=897{'avg': 10768275.895907035, 'max': 23454640.651520833, 'min': 10701186.653217634} best=10701186.653217634
50: neval=934{'avg': 10768880.880380368, 'max': 28435212.48410972, 'min': 10698979.40573523} best=10698979.40573523
51: neval=923{'avg': 10726656.236368142, 'max': 19196855.30469454, 'min': 10698979.40573523} best=10698979.40573523
52: neval=914{'avg': 10712633.655044654, 'max': 16327030.588896684, 'min': 10698979.40573523} best=10698979.40573523
53: neval=888{'avg': 10732834.530259337, 'max': 17994948.392278206, 'min': 10698979.40573523} best=10698979.40573523
54: neval=926{'avg': 10759390.00394143, 'max': 20318530.45189255, 'min': 10698979.40573523} best=10698979.40573523
55: neval=922{'avg': 10750840.924434941, 'max': 20196920.72093704, 'min': 10698979.40573523} best=10698979.40573523
56: neval=910{'avg': 10735943.51474071, 'max': 19990069.267513573, 'min': 10698979.40573523} best=10698979.40573523
57: neval=924{'avg': 10730384.220859438, 'max': 22027119.670518152, 'min': 10698979.40573523} best=10698979.40573523
58: neval=921{'avg': 10719471.325982388, 'max': 17501122.40100152, 'min': 10698979.40573523} best=10698979.40573523
59: neval=940{'avg': 10744181.155363418, 'max': 19406589.194438253, 'min': 10698979.40573523} best=10698979.40573523
60: neval=928{'avg': 10754478.906216236, 'max': 20400277.030249346, 'min': 10698979.40573523} best=10698979.40573523
61: neval=883{'avg': 10742395.951711798, 'max': 21823069.683932796, 'min': 10698979.40573523} best=10698979.40573523
62: neval=927{'avg': 10752283.146315102, 'max': 17614110.42326116, 'min': 10698979.40573523} best=10698979.40573523
63: neval=895{'avg': 10717696.15645938, 'max': 16216622.668502599, 'min': 10698979.40573523} best=10698979.40573523
64: neval=916{'avg': 10739827.129094109, 'max': 20415895.51049681, 'min': 10698979.40573523} best=10698979.40573523
65: neval=949{'avg': 10744436.116387319, 'max': 19376058.431040414, 'min': 10698979.40573523} best=10698979.40573523
66: neval=935{'avg': 10719355.29700831, 'max': 16833567.661842324, 'min': 10698979.40573523} best=10698979.40573523
67: neval=893{'avg': 10715797.972807063, 'max': 16092564.17094028, 'min': 10698979.40573523} best=10698979.40573523
68: neval=915{'avg': 10734720.24289072, 'max': 20452574.844677433, 'min': 10698979.40573523} best=10698979.40573523
69: neval=891{'avg': 10756290.73643757, 'max': 20081694.56874641, 'min': 10698979.40573523} best=10698979.40573523
70: neval=934{'avg': 10760075.833681753, 'max': 19659906.577415377, 'min': 10698979.40573523} best=10698979.40573523
71: neval=907{'avg': 10729120.354295926, 'max': 21127965.09473309, 'min': 10698979.40573523} best=10698979.40573523
72: neval=904{'avg': 10735878.75793254, 'max': 23533856.61791844, 'min': 10698979.40573523} best=10698979.40573523
73: neval=897{'avg': 10736527.938231332, 'max': 21512385.510457695, 'min': 10698979.40573523} best=10698979.40573523
74: neval=911{'avg': 10759977.187982945, 'max': 23487283.105844565, 'min': 10698979.40573523} best=10698979.40573523
75: neval=868{'avg': 10715014.30878414, 'max': 17932890.18977245, 'min': 10698979.40573523} best=10698979.40573523
