----------------------  実行情報  ----------------------
実行時間＝1109秒
個体数＝1000
合計世代数＝507
------------------------  前提  ------------------------

waste=sanpai

ごみ量30位以内：
苫小牧市 (2039382), 釧路市 (1177668), 札幌市 (728360), 室蘭市 (677679), 登別市 (430316), 伊達市 (334124), 帯広市 (182218), 旭川市 (138210), 函館市 (133081), 釧路町 (121597), 白老町 (99038), 北見市 (91496), 小樽市 (91037), 千歳市 (69923), 江別市 (64214), 安平町 (60328), 洞爺湖町 (54767), 厚岸町 (49048), 岩見沢市 (47176), 稚内市 (46228), 音更町 (44302), 標茶町 (43861), むかわ町 (42881), 厚真町 (42445), 北斗市 (42381), 弟子屈町 (39869), 恵庭市 (36267), 豊浦町 (36146), 中標津町 (35109), 浜中町 (33093)

焼却施設数: 15
中継施設数: 5

輸送単価＝ 1000 円/t/km
--------------------  GAPlot_input  --------------------

inc_size= [6092, 3668, 2523, 1857, 1325, 1179, 908, 853, 699, 617, 498, 381, 377, 342, 237]
inc_facility = ['苫小牧市', '釧路市', '札幌市', '室蘭市', '伊達市', '登別市', '帯広市', '旭川市', '函館市', '千歳市', '北見市', '弟子屈町', '小樽市', '浜中町', '稚内市']
inc_blocks = [['岩見沢市', '美唄市', '三笠市', '南幌町', '月形町', '札幌市', '江別市', '北広島市', '石狩市', '当別町', '新篠津村'], ['夕張市', '由仁町', '長沼町', '栗山町', '千歳市', '恵庭市', '厚真町', '安平町', '占冠村'], ['小樽市', '俱知安町', '共和町', '岩内町', '泊村', '神恵内村', '積丹町', '古平町', '仁木町', '余市町', '赤井川村'], ['室蘭市'], ['苫小牧市', '白老町', 'むかわ町', '日高町', '平取町', '新冠町', '浦河町', '新ひだか町'], ['登別市'], ['島牧村', '寿都町', '黒松内町', '蘭越町', 'ニセコ町', '真狩村', '留寿都村', '喜茂別町', '京極町', '伊達市', '豊浦町', '壮瞥町', '洞爺湖町', '長万部町', '今金町', 'せたな町'], ['函館市', '北斗市', '松前町', '福島町', '知内町', '木古内町', '七飯町', '鹿部町', '森町', '八雲町', '江差町', '上ノ国町', '厚沢部町', '乙部町'], ['芦別市', '赤平市', '滝川市', '砂川市', '歌志内市', '深川市', '奈井江町', '上砂川町', '浦臼町', '新十津川町', '妹背牛町', '秩父別町', '雨竜町', '沼田町', '旭川市', '士別市', '名寄市', '富良野市', '鷹栖町', '東神楽町', '当麻町', '比布町', '愛別町', '上川町', '東川町', '美瑛町', '上富良野町', '中富良野町', '和寒町', '剣淵町', '下川町', '幌加内町'], ['天塩町', '稚内市', '猿払村', '豊富町', '幌延町'], ['北見市', '網走市', '美幌町', '津別町', '訓子府町', '置戸町', '佐呂間町', '遠軽町', '大空町', '陸別町'], ['様似町', 'えりも町', '南富良野町', '帯広市', '音更町', '士幌町', '上士幌町', '鹿追町', '新得町', '清水町', '芽室町', '中札内村', '更別村', '大樹町', '広尾町', '幕別町', '池田町', '豊頃町', '本別町', '足寄町', '浦幌町'], ['釧路市', '釧路町', '鶴居村', '白糖町'], ['厚岸町', '浜中町', '根室市', '別海町'], ['清里町', '斜里町', '小清水町', '標茶町', '弟子屈町', '中標津町', '標津町', '羅臼町']]

trans_size=[63, 41, 35, 21, 17]
trans_facility = ['紋別市', '留萌市', '枝幸町', '羽幌町', '浜頓別町']
trans_blocks = [['北竜町', '留萌市', '増毛町', '小平町'], ['苫前町', '羽幌町', '初山別村', '遠別町'], ['中川町', '浜頓別町', '中頓別町'], ['美深町', '音威子府村', '枝幸町'], ['紋別市', '湧別町', '滝上町', '興部町', '西興部村', '雄武町']]

arrows = [[['旭川市'], ['留萌市']], [['稚内市'], ['浜頓別町', '枝幸町', '羽幌町']], [['北見市'], ['紋別市']]]


---------------------  コスト情報  ---------------------

TC_direct: {'苫小牧市': 730102.1727, '釧路市': 233846.43580000004, '札幌市': 544814.1657, '室蘭市': 0.0, '伊達市': 463557.84270000004, '登別市': 0.0, '帯広市': 425513.8793000001, '旭川市': 746366.8712000002, '函館市': 418910.4472, '千歳市': 323078.9207, '北見市': 276218.03880000004, '弟子屈町': 415116.85250000004, '小樽市': 207952.98919999995, '浜中町': 396974.9845, '稚内市': 64560.63649999999}
IC_inc: {'苫小牧市': 779527.5335849609, '釧路市': 469319.01800460217, '札幌市': 322881.54843774973, '室蘭市': 237559.42226609756, '伊達市': 169503.21666199193, '登別市': 150846.66981248945, '帯広市': 116171.80485006135, '旭川市': 110746.51389728651, '函館市': 96017.17383615748, '千歳市': 87729.45538440187, '北見市': 75180.68621915244, '弟子屈町': 61989.73039365964, '小樽市': 61514.304521907994, '浜中町': 57348.32303742866, '稚内市': 43962.70293048883}
OC_inc: {'苫小牧市': 326403.6850467387, '釧路市': 196513.20875701046, '札幌市': 135196.92724515178, '室蘭市': 99470.85574851908, '伊達市': 70974.3686554721, '登別市': 63162.501364628006, '帯広市': 48643.445635853, '旭川市': 45676.547728075406, '函館市': 37473.80084843144, '千歳市': 33063.89233701452, '北見市': 44988.44939850113, '弟子屈町': 54577.840519374906, '小樽市': 54793.77780014489, '浜中町': 56290.70094281448, '稚内市': 56172.26013173633}

TC_indirect: {'紋別市': 75799.32546000001, '留萌市': 34516.14562, '枝幸町': 42669.876280000004, '羽幌町': 28275.239800000003, '浜頓別町': 17283.21834}
IC_trans: {'紋別市': 2348.222330826181, '留萌市': 1638.4640896337887, '枝幸町': 1430.4582109715063, '羽幌町': 929.1300319312941, '浜頓別町': 787.589820499099}
OC_trans: {'紋別市': 140919.59767355074, '留萌市': 92763.93306404304, '枝幸町': 79306.86959476679, '羽幌町': 48143.36498711909, '浜頓別町': 40345.736151811994}

==============================
Total cost: 10017871.774253057
==============================

----------------------  輸送情報  ----------------------

direct 苫小牧市(6092/6092) t/day → receive from: 苫小牧市, 白老町, むかわ町, 日高町, 平取町, 新冠町, 浦河町, 新ひだか町
direct 釧路市(3668/3668) t/day → receive from: 釧路市, 釧路町, 鶴居村, 白糖町
direct 札幌市(2523/2523) t/day → receive from: 岩見沢市, 美唄市, 三笠市, 南幌町, 月形町, 札幌市, 江別市, 北広島市, 石狩市, 当別町, 新篠津村
direct 室蘭市(1857/1857) t/day → receive from: 室蘭市
direct 伊達市(1325/1325) t/day → receive from: 島牧村, 寿都町, 黒松内町, 蘭越町, ニセコ町, 真狩村, 留寿都村, 喜茂別町, 京極町, 伊達市, 豊浦町, 壮瞥町, 洞爺湖町, 長万部町, 今金町, せたな町
direct 登別市(1179/1179) t/day → receive from: 登別市
direct 帯広市(908/908) t/day → receive from: 様似町, えりも町, 南富良野町, 帯広市, 音更町, 士幌町, 上士幌町, 鹿追町, 新得町, 清水町, 芽室町, 中札内村, 更別村, 大樹町, 広尾町, 幕別町, 池田町, 豊頃町, 本別町, 足寄町, 浦幌町
direct 旭川市(811/853) t/day → receive from: 芦別市, 赤平市, 滝川市, 砂川市, 歌志内市, 深川市, 奈井江町, 上砂川町, 浦臼町, 新十津川町, 妹背牛町, 秩父別町, 雨竜町, 沼田町, 旭川市, 士別市, 名寄市, 富良野市, 鷹栖町, 東神楽町, 当麻町, 比布町, 愛別町, 上川町, 東川町, 美瑛町, 上富良野町, 中富良野町, 和寒町, 剣淵町, 下川町, 幌加内町
indirect 旭川市(41/853) t/day → receive from: 中継施設＝ 留萌市(15126) → receive from: 北竜町, 留萌市, 増毛町, 小平町
direct 函館市(699/699) t/day → receive from: 函館市, 北斗市, 松前町, 福島町, 知内町, 木古内町, 七飯町, 鹿部町, 森町, 八雲町, 江差町, 上ノ国町, 厚沢部町, 乙部町
direct 千歳市(617/617) t/day → receive from: 夕張市, 由仁町, 長沼町, 栗山町, 千歳市, 恵庭市, 厚真町, 安平町, 占冠村
direct 北見市(435/498) t/day → receive from: 北見市, 網走市, 美幌町, 津別町, 訓子府町, 置戸町, 佐呂間町, 遠軽町, 大空町, 陸別町
indirect 北見市(63/498) t/day → receive from: 中継施設＝ 紋別市(23026) → receive from: 紋別市, 湧別町, 滝上町, 興部町, 西興部村, 雄武町
direct 弟子屈町(381/381) t/day → receive from: 清里町, 斜里町, 小清水町, 標茶町, 弟子屈町, 中標津町, 標津町, 羅臼町
direct 小樽市(377/377) t/day → receive from: 小樽市, 俱知安町, 共和町, 岩内町, 泊村, 神恵内村, 積丹町, 古平町, 仁木町, 余市町, 赤井川村
direct 浜中町(342/342) t/day → receive from: 厚岸町, 浜中町, 根室市, 別海町
direct 稚内市(163/237) t/day → receive from: 天塩町, 稚内市, 猿払村, 豊富町, 幌延町
indirect 稚内市(74/237) t/day → receive from: 中継施設＝ 浜頓別町(6337) → receive from: 中川町, 浜頓別町, 中頓別町
                                                    　　　枝幸町(12893) → receive from: 美深町, 音威子府村, 枝幸町
                                                    　　　羽幌町(7725) → receive from: 苫前町, 羽幌町, 初山別村, 遠別町

----------------------  遺伝情報  ----------------------

個体数＝1000
世代数＝1000
0: neval=1000{'avg': 21877192.89697616, 'max': 37125862.22342332, 'min': 13223636.10038231} best=13223636.10038231
1: neval=775{'avg': 18086469.981909063, 'max': 30203057.5912149, 'min': 11618111.997578204} best=11618111.997578204
2: neval=811{'avg': 16012672.588201893, 'max': 24903427.595983054, 'min': 11915567.5286765} best=11618111.997578204
3: neval=781{'avg': 14852076.688019639, 'max': 24753601.022824176, 'min': 11499111.631794414} best=11499111.631794414
4: neval=787{'avg': 13860714.888730139, 'max': 23449925.210951913, 'min': 10920121.93867871} best=10920121.93867871
5: neval=785{'avg': 13054096.430983638, 'max': 20555913.85848945, 'min': 10819924.417922696} best=10819924.417922696
6: neval=798{'avg': 12348426.240719805, 'max': 17211116.354897384, 'min': 10771648.324222317} best=10771648.324222317
7: neval=787{'avg': 12007222.073256798, 'max': 23506310.3547359, 'min': 10842474.186659673} best=10771648.324222317
8: neval=791{'avg': 11628672.056911645, 'max': 21327743.154116195, 'min': 10529458.05000137} best=10529458.05000137
9: neval=789{'avg': 11308977.004688729, 'max': 15058233.134965729, 'min': 10413117.14212898} best=10413117.14212898
10: neval=756{'avg': 11114603.208957694, 'max': 17635989.940707766, 'min': 10378837.583866715} best=10378837.583866715
11: neval=785{'avg': 10966992.467063734, 'max': 21114025.789170854, 'min': 10359429.835498959} best=10359429.835498959
12: neval=769{'avg': 10764579.443850044, 'max': 18799784.69537763, 'min': 10317319.626737548} best=10317319.626737548
13: neval=779{'avg': 10679249.953670124, 'max': 21530369.620151967, 'min': 10253969.662865767} best=10253969.662865767
14: neval=786{'avg': 10542927.34418521, 'max': 15570605.631141843, 'min': 10190247.183919316} best=10190247.183919316
15: neval=787{'avg': 10458121.508471355, 'max': 16837101.308516473, 'min': 10190247.183919316} best=10190247.183919316
16: neval=779{'avg': 10419803.088110376, 'max': 19660425.129212637, 'min': 10166764.374560777} best=10166764.374560777
17: neval=769{'avg': 10327184.848368013, 'max': 14579037.04024025, 'min': 10111545.426940938} best=10111545.426940938
18: neval=822{'avg': 10333086.145248765, 'max': 20052695.71947476, 'min': 10101360.073023219} best=10101360.073023219
19: neval=768{'avg': 10259116.579028592, 'max': 19528204.04649099, 'min': 10124691.747248217} best=10101360.073023219
20: neval=816{'avg': 10243001.18315977, 'max': 23976507.571207404, 'min': 10087234.338507246} best=10087234.338507246
21: neval=819{'avg': 10194462.604836449, 'max': 17510271.02505526, 'min': 10087234.338507246} best=10087234.338507246
22: neval=785{'avg': 10190933.845027812, 'max': 25621707.350084424, 'min': 10053001.42279899} best=10053001.42279899
23: neval=778{'avg': 10159325.498961005, 'max': 21224897.11481901, 'min': 10048584.482888661} best=10048584.482888661
24: neval=791{'avg': 10194533.661420984, 'max': 22813732.69841314, 'min': 10044438.605894107} best=10044438.605894107
25: neval=767{'avg': 10169109.229936566, 'max': 21101557.677860036, 'min': 10044438.605894107} best=10044438.605894107
26: neval=827{'avg': 10141070.14125835, 'max': 23373654.823354475, 'min': 10048442.810308203} best=10044438.605894107
27: neval=819{'avg': 10086446.978135753, 'max': 20834159.3968768, 'min': 10048442.810308203} best=10044438.605894107
28: neval=805{'avg': 10081617.395266486, 'max': 19395768.122725215, 'min': 10044438.605894107} best=10044438.605894107
29: neval=800{'avg': 10067566.780537648, 'max': 14780506.203766927, 'min': 10044438.605894107} best=10044438.605894107
30: neval=818{'avg': 10077950.394690849, 'max': 18069155.046752054, 'min': 10044438.605894107} best=10044438.605894107
31: neval=773{'avg': 10114248.308165012, 'max': 18766318.626688927, 'min': 10044438.605894107} best=10044438.605894107
32: neval=799{'avg': 10057928.08131501, 'max': 15494930.12575659, 'min': 10044438.605894107} best=10044438.605894107
33: neval=791{'avg': 10106920.10663934, 'max': 22162614.218933366, 'min': 10044438.605894107} best=10044438.605894107
34: neval=766{'avg': 10064372.562493227, 'max': 18635221.348309398, 'min': 10044438.605894107} best=10044438.605894107
35: neval=800{'avg': 10073120.1368172, 'max': 18457315.707876086, 'min': 10044438.605894107} best=10044438.605894107
36: neval=790{'avg': 10092286.393200176, 'max': 20064205.14869441, 'min': 10044438.605894107} best=10044438.605894107
37: neval=778{'avg': 10066982.266430004, 'max': 17557409.5031978, 'min': 10044438.605894107} best=10044438.605894107
38: neval=772{'avg': 10064321.49981338, 'max': 15221891.150687657, 'min': 10044438.605894107} best=10044438.605894107
39: neval=795{'avg': 10057142.94525027, 'max': 15592872.420361487, 'min': 10044438.605894107} best=10044438.605894107
40: neval=787{'avg': 10078368.220778883, 'max': 18116876.50379755, 'min': 10044438.605894107} best=10044438.605894107
41: neval=794{'avg': 10064866.901607273, 'max': 15919539.978034737, 'min': 10044438.605894107} best=10044438.605894107
42: neval=805{'avg': 10056615.61139699, 'max': 14480713.201041877, 'min': 10044438.605894107} best=10044438.605894107
43: neval=770{'avg': 10091470.855651256, 'max': 17828318.46414382, 'min': 10044438.605894107} best=10044438.605894107
44: neval=774{'avg': 10090267.250528889, 'max': 20979335.642153494, 'min': 10044438.605894107} best=10044438.605894107
45: neval=840{'avg': 10115042.003401924, 'max': 19035094.400011092, 'min': 10044438.605894107} best=10044438.605894107
46: neval=804{'avg': 10052186.099513454, 'max': 12866591.624495408, 'min': 10044438.605894107} best=10044438.605894107
47: neval=791{'avg': 10073785.69496619, 'max': 14214385.309679812, 'min': 10044438.605894107} best=10044438.605894107
48: neval=810{'avg': 10066481.429668996, 'max': 13263649.922968784, 'min': 10044438.605894107} best=10044438.605894107
49: neval=801{'avg': 10083731.106196718, 'max': 19524587.32722943, 'min': 10044438.605894107} best=10044438.605894107
50: neval=789{'avg': 10092200.472998565, 'max': 20288117.77009122, 'min': 10044438.605894107} best=10044438.605894107
51: neval=772{'avg': 10055249.255386287, 'max': 17109437.259373732, 'min': 10044438.605894107} best=10044438.605894107
52: neval=773{'avg': 10095240.730985368, 'max': 21621890.32155197, 'min': 10044438.605894107} best=10044438.605894107
53: neval=819{'avg': 10112179.994645169, 'max': 22476197.025561005, 'min': 10044438.605894107} best=10044438.605894107
54: neval=840{'avg': 10102360.281430708, 'max': 18037474.171213515, 'min': 10044438.605894107} best=10044438.605894107
55: neval=777{'avg': 10080882.36594551, 'max': 17036932.46774476, 'min': 10044438.605894107} best=10044438.605894107
56: neval=792{'avg': 10058793.564293208, 'max': 13627859.17466208, 'min': 10036265.021922212} best=10036265.021922212
57: neval=787{'avg': 10078593.825426152, 'max': 22099791.03345912, 'min': 10036265.021922212} best=10036265.021922212
58: neval=790{'avg': 10093720.349481754, 'max': 15881992.69723526, 'min': 10036265.021922212} best=10036265.021922212
59: neval=798{'avg': 10080377.506379265, 'max': 16204406.133925864, 'min': 10036265.021922212} best=10036265.021922212
60: neval=775{'avg': 10099086.455603557, 'max': 17529036.492424972, 'min': 10036265.021922212} best=10036265.021922212
61: neval=803{'avg': 10084612.200498138, 'max': 18043984.912398778, 'min': 10036265.021922212} best=10036265.021922212
62: neval=778{'avg': 10088045.629441844, 'max': 18170143.29404484, 'min': 10036265.021922212} best=10036265.021922212
63: neval=768{'avg': 10079964.080428155, 'max': 19849293.21662653, 'min': 10036265.021922212} best=10036265.021922212
64: neval=796{'avg': 10091085.291824603, 'max': 17934011.918471243, 'min': 10034210.965786552} best=10034210.965786552
65: neval=806{'avg': 10077910.147490136, 'max': 16338404.072482208, 'min': 10034210.965786552} best=10034210.965786552
66: neval=780{'avg': 10076465.24156557, 'max': 18025425.61624545, 'min': 10034210.965786552} best=10034210.965786552
67: neval=778{'avg': 10054096.193825342, 'max': 15778305.736348396, 'min': 10034210.965786552} best=10034210.965786552
68: neval=824{'avg': 10087992.718975555, 'max': 17208615.575236917, 'min': 10034210.965786552} best=10034210.965786552
69: neval=775{'avg': 10099793.520109529, 'max': 23485150.262787234, 'min': 10034210.965786552} best=10034210.965786552
70: neval=781{'avg': 10068752.981915817, 'max': 19894692.252532415, 'min': 10034210.965786552} best=10034210.965786552
71: neval=781{'avg': 10065486.097671723, 'max': 16843679.682747833, 'min': 10034210.965786552} best=10034210.965786552
72: neval=799{'avg': 10074186.539913956, 'max': 19367638.016673412, 'min': 10034210.965786552} best=10034210.965786552
73: neval=768{'avg': 10068206.998873191, 'max': 18640678.857586123, 'min': 10034210.965786552} best=10034210.965786552
74: neval=777{'avg': 10086765.910166789, 'max': 21468560.687645964, 'min': 10034210.965786552} best=10034210.965786552
