----------------------  実行情報  ----------------------
実行時間＝29029秒
個体数＝2150
合計世代数＝1000
------------------------  前提  ------------------------

waste=sanpai

ごみ量53位以内：
苫小牧市 (2039382), 釧路市 (1177668), 札幌市 (728360), 室蘭市 (677679), 登別市 (430316), 伊達市 (334124), 帯広市 (182218), 旭川市 (138210), 函館市 (133081), 釧路町 (121597), 白老町 (99038), 北見市 (91496), 小樽市 (91037), 千歳市 (69923), 江別市 (64214), 安平町 (60328), 洞爺湖町 (54767), 厚岸町 (49048), 岩見沢市 (47176), 稚内市 (46228), 音更町 (44302), 標茶町 (43861), むかわ町 (42881), 厚真町 (42445), 北斗市 (42381), 弟子屈町 (39869), 恵庭市 (36267), 豊浦町 (36146), 中標津町 (35109), 浜中町 (33093), 北広島市 (30922), 七飯町 (30521), 網走市 (28124), 幕別町 (26726), 石狩市 (26551), 滝川市 (24546), 根室市 (24477), 白糖町 (22810), 壮瞥町 (22382), 別海町 (18297), 名寄市 (17639), 新ひだか町 (16942), 鶴居村 (16738), 芽室町 (15492), 美幌町 (13930), 余市町 (13266), 紋別市 (13078), 遠軽町 (12541), 富良野市 (12302), 俱知安町 (11954), 八雲町 (11334), 東神楽町 (11101), 枝幸町 (10784)

焼却施設数: 31
中継施設数: 12

輸送単価＝ 1000 円/t/km
--------------------  GAPlot_input  --------------------

inc_size= [5587, 3668, 2068, 1857, 1179, 977, 892, 600, 550, 459, 313, 302, 299, 271, 267, 264, 229, 219, 199, 170, 168, 146, 134, 119, 113, 106, 99, 96, 91, 67, 47]
inc_facility = ['苫小牧市', '釧路市', '札幌市', '室蘭市', '登別市', '伊達市', '帯広市', '函館市', '旭川市', '千歳市', '北見市', '小樽市', '江別市', '白老町', 'むかわ町', '洞爺湖町', '標茶町', '滝川市', '岩見沢市', '中標津町', '稚内市', '八雲町', '厚岸町', '網走市', '俱知安町', '名寄市', '新ひだか町', '紋別市', '浜中町', '根室市', '枝幸町']
inc_blocks = [['夕張市', '岩見沢市', '美唄市', '三笠市', '由仁町', '栗山町', '月形町', '新篠津村'], ['芦別市', '赤平市', '滝川市', '砂川市', '歌志内市', '深川市', '奈井江町', '上砂川町', '浦臼町', '新十津川町', '妹背牛町', '秩父別町', '雨竜町', '北竜町', '沼田町'], ['札幌市', '石狩市'], ['南幌町', '長沼町', '江別市', '北広島市', '当別町'], ['千歳市', '恵庭市', '安平町', '占冠村'], ['小樽市', '仁木町', '余市町', '赤井川村'], ['蘭越町', 'ニセコ町', '真狩村', '留寿都村', '喜茂別町', '京極町', '俱知安町', '共和町', '岩内町', '泊村', '神恵内村'], ['室蘭市'], ['苫小牧市'], ['登別市'], ['伊達市', '壮瞥町'], ['白老町'], ['島牧村', '寿都町', '黒松内町', '豊浦町', '洞爺湖町'], ['厚真町', 'むかわ町', '日高町', '平取町'], ['新冠町', '浦河町', '様似町', 'えりも町', '新ひだか町'], ['函館市', '北斗市', '松前町', '福島町', '知内町', '木古内町', '七飯町', '鹿部町'], ['森町', '八雲町', '長万部町', '江差町', '上ノ国町', '厚沢部町', '乙部町', '今金町', 'せたな町'], ['旭川市', '富良野市', '鷹栖町', '東神楽町', '当麻町', '比布町', '愛別町', '上川町', '東川町', '美瑛町', '上富良野町', '中富良野町', '和寒町', '幌加内町'], ['士別市', '名寄市', '剣淵町', '下川町', '美深町', '西興部村'], ['稚内市', '猿払村', '豊富町', '幌延町'], ['浜頓別町', '中頓別町', '枝幸町'], ['北見市', '美幌町', '津別町', '訓子府町', '置戸町', '佐呂間町', '陸別町'], ['網走市', '清里町', '斜里町', '小清水町', '大空町'], ['紋別市', '遠軽町', '湧別町', '滝上町', '興部町', '雄武町'], ['南富良野町', '帯広市', '音更町', '士幌町', '上士幌町', '鹿追町', '新得町', '清水町', '芽室町', '中札内村', '更別村', '大樹町', '広尾町', '幕別町', '池田町', '豊頃町', '本別町', '足寄町', '浦幌町'], ['釧路市', '釧路町', '鶴居村', '白糖町'], ['厚岸町'], ['浜中町'], ['標茶町', '弟子屈町'], ['根室市'], ['別海町', '中標津町', '標津町', '羅臼町']]

trans_size=[29, 12, 8, 5, 5, 4, 4, 2, 2, 1, 0, 0]
trans_facility = ['留萌市', '羽幌町', '遠別町', '増毛町', '小平町', '古平町', '苫前町', '積丹町', '音威子府村', '初山別村', '江別市', '日高町']
trans_blocks = [[], ['積丹町'], ['古平町'], [], ['音威子府村', '中川町'], ['留萌市'], ['増毛町'], ['小平町'], ['苫前町'], ['羽幌町'], ['初山別村'], ['遠別町', '天塩町']]

arrows = [[['滝川市'], ['小平町', '留萌市', '増毛町']], [['小樽市'], ['古平町', '積丹町']], [['名寄市'], ['苫前町', '羽幌町']], [['稚内市'], ['初山別村', '遠別町']], [['枝幸町'], ['音威子府村']]]


---------------------  コスト情報  ---------------------

TC_direct: {'苫小牧市': 0.0, '釧路市': 233846.43580000004, '札幌市': 39898.1877, '室蘭市': 0.0, '登別市': 0.0, '伊達市': 25730.3472, '帯広市': 352574.4092, '函館市': 174439.86089999997, '旭川市': 188397.90510000003, '千歳市': 155305.29760000002, '北見市': 62023.24769999999, '小樽市': 37503.9396, '江別市': 67859.7439, '白老町': 0.0, 'むかわ町': 104193.183, '洞爺湖町': 54117.8506, '標茶町': 101665.95, '滝川市': 77929.5013, '岩見沢市': 50898.6602, '中標津町': 77744.6967, '稚内市': 54793.075999999994, '八雲町': 212420.8285, '厚岸町': 0.0, '網走市': 48205.4327, '俱知安町': 66657.5334, '名寄市': 37522.4365, '新ひだか町': 76383.6733, '紋別市': 88079.46589999998, '浜中町': 0.0, '根室市': 0.0, '枝幸町': 19345.0833}
IC_inc: {'苫小牧市': 714902.4976425101, '釧路市': 469319.01800460217, '札幌市': 264632.9914639851, '室蘭市': 237559.42226609756, '登別市': 150846.66981248945, '伊達市': 124972.6779115147, '帯広市': 114446.42852177891, '函館市': 85948.89536789546, '旭川市': 80776.24093280712, '千歳市': 70819.64442612199, '北見市': 53833.140078798024, '小樽市': 52363.32656978691, '江別市': 52030.680421229656, '白老町': 48510.387525714206, 'むかわ町': 47942.27975889147, '洞爺湖町': 47546.43163414443, '標茶町': 42979.25355882733, '滝川市': 41524.438482342375, '岩見沢市': 38722.398185986116, '中標津町': 34649.8065355361, '稚内市': 34361.316448981546, '八雲町': 31057.08817804723, '厚岸町': 29228.031142150852, '網走市': 26791.901362512544, '俱知安町': 25810.400654202338, '名寄市': 24708.86669395713, '新ひだか町': 23399.56823854445, '紋別市': 22852.490368687897, '浜中町': 22008.54633306526, '根室市': 17707.45942392802, '枝幸町': 13808.412667200333}
OC_inc: {'苫小牧市': 299343.8969454954, '釧路市': 196513.20875701046, '札幌市': 110807.09773206827, '室蘭市': 99470.85574851908, '登別市': 63162.501364628006, '伊達市': 52328.54625786183, '帯広市': 47806.64333177938, '函館市': 32167.663690657657, '旭川市': 38873.63130339144, '千歳市': 48918.0566852028, '北見市': 56995.50028077847, '小樽市': 57136.71539456396, '江別市': 57156.01792107452, '白老町': 57071.71061403734, 'むかわ町': 57008.36136943952, '洞爺湖町': 56955.993369101765, '標茶町': 55858.929907376376, '滝川市': 55317.1003890622, '岩見沢市': 54008.002505240045, '中標津町': 51473.97522298472, '稚内市': 51265.7861067866, '八雲町': 48607.43506175982, '厚岸町': 46917.56332578694, '網走市': 44422.579816020676, '俱知安町': 43337.9733543054, '名寄市': 42066.11830481815, '新ひだか町': 40478.97962470279, '紋別市': 39791.482142042245, '浜中町': 38702.73817355677, '根室市': 32621.32286033444, '枝幸町': 26340.663486432873}

TC_indirect: {'留萌市': 14927.280620000001, '羽幌町': 9679.265140000001, '遠別町': 7903.810799999999, '増毛町': 2477.8062, '小平町': 2610.6985, '古平町': 1087.6286200000002, '苫前町': 2725.624, '積丹町': 742.82406, '音威子府村': 2668.9108200000005, '初山別村': 1140.57, '江別市': 0, '日高町': 0}
IC_trans: {'留萌市': 1223.3506286060574, '羽幌町': 589.0763828483514, '遠別町': 411.0073983002676, '増毛町': 297.96626674201866, '小平町': 270.61501247347496, '古平町': 236.67882190791525, '苫前町': 218.918140151922, '積丹町': 154.34608677772115, '音威子府村': 147.4115436380995, '初山別村': 105.31337971543546, '江別市': 0, '日高町': 0}
OC_trans: {'留萌市': 66553.8151822443, '羽幌町': 28313.922860041617, '遠別町': 18402.366491254834, '増毛町': 12736.107625499984, '小平町': 12020.773785148443, '古平町': 9902.204331262466, '苫前町': 9192.708571520126, '積丹町': 6359.719483980457, '音威子府村': 6356.343189064486, '初山別村': 4936.71840322012, '江別市': 0, '日高町': 0}

=============================
Total cost: 7680918.290103555
=============================

----------------------  輸送情報  ----------------------

direct 苫小牧市(5587/5587) t/day → receive from: 苫小牧市
direct 釧路市(3668/3668) t/day → receive from: 釧路市, 釧路町, 鶴居村, 白糖町
direct 札幌市(2068/2068) t/day → receive from: 札幌市, 石狩市
direct 室蘭市(1857/1857) t/day → receive from: 室蘭市
direct 登別市(1179/1179) t/day → receive from: 登別市
direct 伊達市(977/977) t/day → receive from: 伊達市, 壮瞥町
direct 帯広市(892/892) t/day → receive from: 南富良野町, 帯広市, 音更町, 士幌町, 上士幌町, 鹿追町, 新得町, 清水町, 芽室町, 中札内村, 更別村, 大樹町, 広尾町, 幕別町, 池田町, 豊頃町, 本別町, 足寄町, 浦幌町
direct 函館市(600/600) t/day → receive from: 函館市, 北斗市, 松前町, 福島町, 知内町, 木古内町, 七飯町, 鹿部町
direct 旭川市(550/550) t/day → receive from: 旭川市, 富良野市, 鷹栖町, 東神楽町, 当麻町, 比布町, 愛別町, 上川町, 東川町, 美瑛町, 上富良野町, 中富良野町, 和寒町, 幌加内町
direct 千歳市(459/459) t/day → receive from: 千歳市, 恵庭市, 安平町, 占冠村
direct 北見市(313/313) t/day → receive from: 北見市, 美幌町, 津別町, 訓子府町, 置戸町, 佐呂間町, 陸別町
direct 小樽市(295/302) t/day → receive from: 小樽市, 仁木町, 余市町, 赤井川村
indirect 小樽市(6/302) t/day → receive from: 中継施設＝ 古平町(1453) → receive from: 古平町
                                                    　　　積丹町(849) → receive from: 積丹町
direct 江別市(299/299) t/day → receive from: 南幌町, 長沼町, 江別市, 北広島市, 当別町
direct 白老町(271/271) t/day → receive from: 白老町
direct むかわ町(267/267) t/day → receive from: 厚真町, むかわ町, 日高町, 平取町
direct 洞爺湖町(264/264) t/day → receive from: 島牧村, 寿都町, 黒松内町, 豊浦町, 洞爺湖町
direct 標茶町(229/229) t/day → receive from: 標茶町, 弟子屈町
direct 滝川市(179/219) t/day → receive from: 芦別市, 赤平市, 滝川市, 砂川市, 歌志内市, 深川市, 奈井江町, 上砂川町, 浦臼町, 新十津川町, 妹背牛町, 秩父別町, 雨竜町, 北竜町, 沼田町
indirect 滝川市(39/219) t/day → receive from: 中継施設＝ 小平町(1717) → receive from: 小平町
                                                    　　　留萌市(10717) → receive from: 留萌市
                                                    　　　増毛町(1935) → receive from: 増毛町
direct 岩見沢市(199/199) t/day → receive from: 夕張市, 岩見沢市, 美唄市, 三笠市, 由仁町, 栗山町, 月形町, 新篠津村
direct 中標津町(170/170) t/day → receive from: 別海町, 中標津町, 標津町, 羅臼町
direct 稚内市(159/168) t/day → receive from: 稚内市, 猿払村, 豊富町, 幌延町
indirect 稚内市(9/168) t/day → receive from: 中継施設＝ 初山別村(522) → receive from: 初山別村
                                                    　　　遠別町(2877) → receive from: 遠別町, 天塩町
direct 八雲町(146/146) t/day → receive from: 森町, 八雲町, 長万部町, 江差町, 上ノ国町, 厚沢部町, 乙部町, 今金町, せたな町
direct 厚岸町(134/134) t/day → receive from: 厚岸町
direct 網走市(119/119) t/day → receive from: 網走市, 清里町, 斜里町, 小清水町, 大空町
direct 俱知安町(113/113) t/day → receive from: 蘭越町, ニセコ町, 真狩村, 留寿都村, 喜茂別町, 京極町, 俱知安町, 共和町, 岩内町, 泊村, 神恵内村
direct 名寄市(91/106) t/day → receive from: 士別市, 名寄市, 剣淵町, 下川町, 美深町, 西興部村
indirect 名寄市(16/106) t/day → receive from: 中継施設＝ 苫前町(1318) → receive from: 苫前町
                                                    　　　羽幌町(4463) → receive from: 羽幌町
direct 新ひだか町(99/99) t/day → receive from: 新冠町, 浦河町, 様似町, えりも町, 新ひだか町
direct 紋別市(96/96) t/day → receive from: 紋別市, 遠軽町, 湧別町, 滝上町, 興部町, 雄武町
direct 浜中町(91/91) t/day → receive from: 浜中町
direct 根室市(67/67) t/day → receive from: 根室市
direct 枝幸町(45/47) t/day → receive from: 浜頓別町, 中頓別町, 枝幸町
indirect 枝幸町(2/47) t/day → receive from: 中継施設＝ 音威子府村(801) → receive from: 音威子府村, 中川町

----------------------  遺伝情報  ----------------------

個体数＝2150
世代数＝1000
0: neval=2150{'avg': 15808897.011557141, 'max': 32609072.12931823, 'min': 10036082.77587952} best=10036082.77587952
1: neval=1736{'avg': 12966221.48119471, 'max': 23642013.38291744, 'min': 10016684.255228497} best=10016684.255228497
2: neval=1726{'avg': 11733153.536395822, 'max': 19361841.816272184, 'min': 9325741.766863715} best=9325741.766863715
3: neval=1721{'avg': 11007033.838137707, 'max': 17033045.450862404, 'min': 9303953.574368345} best=9303953.574368345
4: neval=1733{'avg': 10500127.822370766, 'max': 16638968.086262595, 'min': 9138431.571345503} best=9138431.571345503
5: neval=1640{'avg': 10076096.0424607, 'max': 13667862.249895455, 'min': 8937988.05028345} best=8937988.05028345
6: neval=1708{'avg': 9744255.57819311, 'max': 15116205.769626902, 'min': 8840029.575310877} best=8840029.575310877
7: neval=1681{'avg': 9509139.135077663, 'max': 13916936.696393827, 'min': 8654538.565063367} best=8654538.565063367
8: neval=1732{'avg': 9325762.668127948, 'max': 13166277.226652987, 'min': 8653916.479315646} best=8653916.479315646
9: neval=1662{'avg': 9174500.981365388, 'max': 15646113.803859243, 'min': 8638618.953084389} best=8638618.953084389
10: neval=1738{'avg': 9016184.860631825, 'max': 13406757.517515631, 'min': 8289431.961115244} best=8289431.961115244
11: neval=1693{'avg': 8885522.694414591, 'max': 14458144.436505437, 'min': 8289431.961115244} best=8289431.961115244
12: neval=1717{'avg': 8775665.44785829, 'max': 16597301.4351539, 'min': 8245381.94216567} best=8245381.94216567
13: neval=1672{'avg': 8676836.427721618, 'max': 20980752.785709, 'min': 8229957.572936524} best=8229957.572936524
14: neval=1721{'avg': 8552339.68761145, 'max': 14776536.372457718, 'min': 8079296.668541452} best=8079296.668541452
15: neval=1694{'avg': 8471805.606861407, 'max': 15011969.16168727, 'min': 8049508.065999232} best=8049508.065999232
16: neval=1717{'avg': 8404286.796995375, 'max': 16190015.535876825, 'min': 8009887.795913715} best=8009887.795913715
17: neval=1701{'avg': 8325906.567927565, 'max': 15765361.970707737, 'min': 8000997.137990205} best=8000997.137990205
18: neval=1673{'avg': 8239762.214326141, 'max': 11993231.622246586, 'min': 7885889.536584486} best=7885889.536584486
19: neval=1693{'avg': 8189201.828934317, 'max': 13912707.642698333, 'min': 7914872.019695006} best=7885889.536584486
20: neval=1698{'avg': 8142072.100179069, 'max': 14715164.203159938, 'min': 7899766.924782304} best=7885889.536584486
21: neval=1682{'avg': 8094140.802915326, 'max': 15873357.84240247, 'min': 7822954.224660833} best=7822954.224660833
22: neval=1672{'avg': 8048026.680563291, 'max': 16772321.484555146, 'min': 7817259.815278658} best=7817259.815278658
23: neval=1719{'avg': 7984607.484405563, 'max': 17617958.30441922, 'min': 7726956.066661448} best=7726956.066661448
24: neval=1704{'avg': 7936211.666430854, 'max': 13995339.565918269, 'min': 7726956.066661448} best=7726956.066661448
25: neval=1700{'avg': 7910706.820120163, 'max': 16791515.87359359, 'min': 7726956.066661448} best=7726956.066661448
26: neval=1687{'avg': 7877002.204923059, 'max': 18301920.485430986, 'min': 7726956.066661448} best=7726956.066661448
27: neval=1676{'avg': 7840803.739230504, 'max': 16694621.414925635, 'min': 7725123.168912509} best=7725123.168912509
28: neval=1691{'avg': 7825998.782321516, 'max': 15305010.663085097, 'min': 7719083.747534133} best=7719083.747534133
29: neval=1673{'avg': 7793937.73000814, 'max': 19132763.459312636, 'min': 7710826.513122174} best=7710826.513122174
30: neval=1679{'avg': 7792151.375658211, 'max': 16134327.48806573, 'min': 7710826.513122174} best=7710826.513122174
31: neval=1705{'avg': 7768184.99456898, 'max': 16211470.883419916, 'min': 7710826.513122174} best=7710826.513122174
32: neval=1668{'avg': 7742110.049159444, 'max': 14130342.456003381, 'min': 7693587.459966293} best=7693587.459966293
33: neval=1681{'avg': 7745451.516631505, 'max': 14130342.456003381, 'min': 7686219.209054457} best=7686219.209054457
34: neval=1689{'avg': 7740056.080964501, 'max': 13808593.384473804, 'min': 7690390.020117256} best=7686219.209054457
35: neval=1693{'avg': 7761860.193942349, 'max': 16463464.95289106, 'min': 7685555.965947766} best=7685555.965947766
36: neval=1710{'avg': 7728144.150565308, 'max': 16170509.89794377, 'min': 7685336.490243585} best=7685336.490243585
37: neval=1734{'avg': 7736768.906600152, 'max': 15025691.49825048, 'min': 7685336.490243585} best=7685336.490243585
38: neval=1671{'avg': 7707618.247635748, 'max': 16115378.802079625, 'min': 7684628.222506021} best=7684628.222506021
39: neval=1687{'avg': 7714355.1576195145, 'max': 14808895.095616218, 'min': 7684121.186137225} best=7684121.186137225
40: neval=1684{'avg': 7715990.612611263, 'max': 16366155.429448545, 'min': 7684121.186137225} best=7684121.186137225
41: neval=1701{'avg': 7728455.746893548, 'max': 18536256.878868103, 'min': 7684121.186137225} best=7684121.186137225
42: neval=1703{'avg': 7727460.277176369, 'max': 16865649.7866542, 'min': 7684121.186137225} best=7684121.186137225
43: neval=1670{'avg': 7721008.645501922, 'max': 14694003.523457766, 'min': 7684121.186137225} best=7684121.186137225
44: neval=1698{'avg': 7701333.311383, 'max': 14412129.443670407, 'min': 7684121.186137225} best=7684121.186137225
45: neval=1766{'avg': 7736615.373280175, 'max': 17417141.91331469, 'min': 7684121.186137225} best=7684121.186137225
46: neval=1683{'avg': 7732081.508209887, 'max': 16827800.414853707, 'min': 7684121.186137225} best=7684121.186137225
47: neval=1656{'avg': 7714918.428565474, 'max': 18239771.177133992, 'min': 7684121.186137225} best=7684121.186137225
48: neval=1704{'avg': 7701450.719500027, 'max': 13522613.731205277, 'min': 7684121.186137225} best=7684121.186137225
49: neval=1716{'avg': 7704115.927956825, 'max': 13604583.683003727, 'min': 7684121.186137225} best=7684121.186137225
50: neval=1692{'avg': 7710848.856380622, 'max': 17512798.914605524, 'min': 7684121.186137225} best=7684121.186137225
51: neval=1704{'avg': 7712918.407021564, 'max': 14394955.818387816, 'min': 7684121.186137225} best=7684121.186137225
52: neval=1679{'avg': 7700926.141110884, 'max': 13085946.956973903, 'min': 7684121.186137225} best=7684121.186137225
53: neval=1680{'avg': 7712693.563161965, 'max': 13123420.254746884, 'min': 7684121.186137225} best=7684121.186137225
54: neval=1726{'avg': 7730554.521804827, 'max': 18238004.8677394, 'min': 7684121.186137225} best=7684121.186137225
55: neval=1691{'avg': 7701516.338173015, 'max': 13903146.802283384, 'min': 7684121.186137225} best=7684121.186137225
56: neval=1688{'avg': 7715843.600465868, 'max': 21373015.568131443, 'min': 7684121.186137225} best=7684121.186137225
57: neval=1728{'avg': 7711733.24699577, 'max': 15860387.662409447, 'min': 7684121.186137225} best=7684121.186137225
58: neval=1684{'avg': 7714383.688121019, 'max': 14182451.862844663, 'min': 7684121.186137225} best=7684121.186137225
59: neval=1721{'avg': 7710415.726312519, 'max': 13253811.645628264, 'min': 7684121.186137225} best=7684121.186137225
60: neval=1697{'avg': 7705007.757949737, 'max': 15216191.095569717, 'min': 7684121.186137225} best=7684121.186137225
61: neval=1702{'avg': 7707814.408864196, 'max': 17222361.289424226, 'min': 7684121.186137225} best=7684121.186137225
62: neval=1709{'avg': 7720345.505614825, 'max': 14053198.782451726, 'min': 7684121.186137225} best=7684121.186137225
63: neval=1747{'avg': 7727828.346326222, 'max': 15932915.14607348, 'min': 7684121.186137225} best=7684121.186137225
64: neval=1696{'avg': 7720221.061287201, 'max': 16209735.50246276, 'min': 7684121.186137225} best=7684121.186137225
65: neval=1706{'avg': 7704204.7102127215, 'max': 14462246.496406235, 'min': 7684121.186137225} best=7684121.186137225
66: neval=1704{'avg': 7723117.192699193, 'max': 15001660.89256498, 'min': 7684121.186137225} best=7684121.186137225
67: neval=1695{'avg': 7701826.299620007, 'max': 15741496.354539081, 'min': 7684121.186137225} best=7684121.186137225
68: neval=1674{'avg': 7699711.703694119, 'max': 14416249.360183438, 'min': 7684121.186137225} best=7684121.186137225
69: neval=1662{'avg': 7701636.6228899015, 'max': 13905857.583676517, 'min': 7684121.186137225} best=7684121.186137225
70: neval=1674{'avg': 7702527.969828658, 'max': 13799178.497232461, 'min': 7684121.186137225} best=7684121.186137225
71: neval=1704{'avg': 7705109.688263208, 'max': 12500897.369448269, 'min': 7684121.186137225} best=7684121.186137225
72: neval=1722{'avg': 7712418.550590545, 'max': 14982940.457740413, 'min': 7684121.186137225} best=7684121.186137225
73: neval=1716{'avg': 7729597.649866749, 'max': 17546601.581678804, 'min': 7684121.186137225} best=7684121.186137225
74: neval=1704{'avg': 7713908.858868788, 'max': 12447598.484422138, 'min': 7684121.186137225} best=7684121.186137225
75: neval=1670{'avg': 7719994.824682527, 'max': 17172166.149463356, 'min': 7684121.186137225} best=7684121.186137225
76: neval=1714{'avg': 7720862.175876864, 'max': 16845328.70040086, 'min': 7684121.186137225} best=7684121.186137225
77: neval=1676{'avg': 7711934.640694441, 'max': 18794004.400729217, 'min': 7684121.186137225} best=7684121.186137225
78: neval=1692{'avg': 7706640.798059018, 'max': 15547459.20251776, 'min': 7684121.186137225} best=7684121.186137225
79: neval=1686{'avg': 7712881.118469284, 'max': 14322861.23209745, 'min': 7684121.186137225} best=7684121.186137225
80: neval=1683{'avg': 7717923.944918663, 'max': 16370966.611732008, 'min': 7684121.186137225} best=7684121.186137225
81: neval=1672{'avg': 7711603.696031294, 'max': 15412508.360112771, 'min': 7684121.186137225} best=7684121.186137225
82: neval=1730{'avg': 7722340.939782115, 'max': 21477711.921076152, 'min': 7684121.186137225} best=7684121.186137225
83: neval=1679{'avg': 7724323.426257631, 'max': 16702687.825408492, 'min': 7684121.186137225} best=7684121.186137225
84: neval=1691{'avg': 7701004.0529700555, 'max': 14769018.833782092, 'min': 7684121.186137225} best=7684121.186137225
85: neval=1708{'avg': 7719829.192305506, 'max': 17871294.243600395, 'min': 7684121.186137225} best=7684121.186137225
86: neval=1653{'avg': 7708473.297372742, 'max': 14856517.68688512, 'min': 7684121.186137225} best=7684121.186137225
87: neval=1721{'avg': 7719061.732332219, 'max': 17325358.00655819, 'min': 7684121.186137225} best=7684121.186137225
88: neval=1701{'avg': 7717131.9627688555, 'max': 15951274.315069214, 'min': 7684121.186137225} best=7684121.186137225
89: neval=1685{'avg': 7729156.495582408, 'max': 18693062.10299308, 'min': 7684121.186137225} best=7684121.186137225
90: neval=1668{'avg': 7705017.764398804, 'max': 14323850.079004742, 'min': 7684121.186137225} best=7684121.186137225
91: neval=1699{'avg': 7701642.457366864, 'max': 13438410.648005519, 'min': 7684121.186137225} best=7684121.186137225
92: neval=1630{'avg': 7719640.46714918, 'max': 13498687.153302925, 'min': 7684121.186137225} best=7684121.186137225
93: neval=1749{'avg': 7715807.754196243, 'max': 14420129.377287451, 'min': 7684121.186137225} best=7684121.186137225
94: neval=1718{'avg': 7706621.187509674, 'max': 15032962.28240095, 'min': 7684121.186137225} best=7684121.186137225
95: neval=1722{'avg': 7721603.41541433, 'max': 16948809.280357726, 'min': 7684121.186137225} best=7684121.186137225
96: neval=1677{'avg': 7704115.2196697835, 'max': 14899184.972508948, 'min': 7684121.186137225} best=7684121.186137225
97: neval=1682{'avg': 7707229.875549315, 'max': 15626045.717855467, 'min': 7684121.186137225} best=7684121.186137225
98: neval=1707{'avg': 7718242.9078336675, 'max': 15828579.834583558, 'min': 7684121.186137225} best=7684121.186137225
99: neval=1665{'avg': 7701722.441150495, 'max': 12812165.692758381, 'min': 7684121.186137225} best=7684121.186137225
100: neval=1711{'avg': 7714535.849658207, 'max': 12738935.870347995, 'min': 7684121.186137225} best=7684121.186137225
101: neval=1673{'avg': 7732268.576971693, 'max': 19308188.438016914, 'min': 7684121.186137225} best=7684121.186137225
102: neval=1717{'avg': 7710485.523301425, 'max': 14746284.126958389, 'min': 7684121.186137225} best=7684121.186137225
103: neval=1717{'avg': 7717591.21999472, 'max': 18031445.42675575, 'min': 7684121.186137225} best=7684121.186137225
104: neval=1719{'avg': 7701592.360081668, 'max': 15695643.792153766, 'min': 7684121.186137225} best=7684121.186137225
105: neval=1698{'avg': 7706210.099061841, 'max': 16310909.336070223, 'min': 7684121.186137225} best=7684121.186137225
106: neval=1721{'avg': 7706583.0645302385, 'max': 13452502.345053641, 'min': 7684121.186137225} best=7684121.186137225
107: neval=1661{'avg': 7703307.86175357, 'max': 15575994.045685215, 'min': 7684121.186137225} best=7684121.186137225
