----------------------  実行情報  ----------------------
実行時間＝1994秒
個体数＝1700
合計世代数＝386
------------------------  前提  ------------------------

waste=sanpai

ごみ量44位以内：
苫小牧市 (2039382), 釧路市 (1177668), 札幌市 (728360), 室蘭市 (677679), 登別市 (430316), 伊達市 (334124), 帯広市 (182218), 旭川市 (138210), 函館市 (133081), 釧路町 (121597), 白老町 (99038), 北見市 (91496), 小樽市 (91037), 千歳市 (69923), 江別市 (64214), 安平町 (60328), 洞爺湖町 (54767), 厚岸町 (49048), 岩見沢市 (47176), 稚内市 (46228), 音更町 (44302), 標茶町 (43861), むかわ町 (42881), 厚真町 (42445), 北斗市 (42381), 弟子屈町 (39869), 恵庭市 (36267), 豊浦町 (36146), 中標津町 (35109), 浜中町 (33093), 北広島市 (30922), 七飯町 (30521), 網走市 (28124), 幕別町 (26726), 石狩市 (26551), 滝川市 (24546), 根室市 (24477), 白糖町 (22810), 壮瞥町 (22382), 別海町 (18297), 名寄市 (17639), 新ひだか町 (16942), 鶴居村 (16738), 芽室町 (15492)

焼却施設数: 23
中継施設数: 11

輸送単価＝ 1000 円/t/km
--------------------  GAPlot_input  --------------------

inc_size= [5705, 3668, 2068, 1857, 1179, 977, 892, 668, 575, 550, 492, 476, 412, 344, 271, 241, 229, 225, 193, 179, 156, 132, 67]
inc_facility = ['苫小牧市', '釧路市', '札幌市', '室蘭市', '登別市', '伊達市', '帯広市', '函館市', '千歳市', '旭川市', '北見市', '江別市', '豊浦町', '小樽市', '白老町', '滝川市', '標茶町', '厚岸町', '中標津町', '稚内市', '名寄市', '新ひだか町', '根室市']
inc_blocks = [['美唄市', '芦別市', '赤平市', '滝川市', '砂川市', '歌志内市', '深川市', '奈井江町', '上砂川町', '浦臼町', '新十津川町', '妹背牛町', '秩父別町', '雨竜町', '北竜町', '沼田町'], ['札幌市', '石狩市'], ['夕張市', '岩見沢市', '三笠市', '南幌町', '由仁町', '長沼町', '栗山町', '月形町', '江別市', '北広島市', '当別町', '新篠津村'], ['千歳市', '恵庭市', '厚真町', '安平町', '占冠村'], ['小樽市', '共和町', '岩内町', '泊村', '神恵内村', '積丹町', '古平町', '仁木町', '余市町', '赤井川村'], ['室蘭市'], ['苫小牧市', 'むかわ町'], ['登別市'], ['伊達市', '壮瞥町'], ['島牧村', '寿都町', '黒松内町', '蘭越町', 'ニセコ町', '真狩村', '留寿都村', '喜茂別町', '京極町', '俱知安町', '豊浦町', '洞爺湖町', '八雲町', '長万部町', '今金町', 'せたな町'], ['白老町'], ['日高町', '平取町', '新冠町', '浦河町', '様似町', 'えりも町', '新ひだか町'], ['函館市', '北斗市', '松前町', '福島町', '知内町', '木古内町', '七飯町', '鹿部町', '森町', '江差町', '上ノ国町', '厚沢部町', '乙部町'], ['旭川市', '富良野市', '鷹栖町', '東神楽町', '当麻町', '比布町', '愛別町', '上川町', '東川町', '美瑛町', '上富良野町', '中富良野町', '和寒町', '幌加内町'], ['士別市', '名寄市', '剣淵町', '下川町', '美深町', '音威子府村', '中川町'], ['天塩町', '稚内市', '猿払村', '豊富町', '幌延町'], ['北見市', '網走市', '美幌町', '津別町', '小清水町', '訓子府町', '置戸町', '佐呂間町', '遠軽町', '大空町', '陸別町'], ['南富良野町', '帯広市', '音更町', '士幌町', '上士幌町', '鹿追町', '新得町', '清水町', '芽室町', '中札内村', '更別村', '大樹町', '広尾町', '幕別町', '池田町', '豊頃町', '本別町', '足寄町', '浦幌町'], ['釧路市', '釧路町', '鶴居村', '白糖町'], ['厚岸町', '浜中町'], ['標茶町', '弟子屈町'], ['根室市'], ['清里町', '斜里町', '別海町', '中標津町', '標津町', '羅臼町']]

trans_size=[48, 34, 30, 18, 16, 5, 5, 5, 4, 3, 2]
trans_facility = ['紋別市', '留萌市', '枝幸町', '羽幌町', '浜頓別町', '増毛町', '雄武町', '興部町', '苫前町', '滝上町', '西興部村']
trans_blocks = [['留萌市', '小平町'], ['増毛町'], ['苫前町'], ['羽幌町', '初山別村', '遠別町'], ['浜頓別町', '中頓別町'], ['枝幸町'], ['紋別市', '湧別町'], ['滝上町'], ['興部町'], ['西興部村'], ['雄武町']]

arrows = [[['滝川市'], ['留萌市', '増毛町']], [['名寄市'], ['滝上町', '興部町', '西興部村', '雄武町', '苫前町', '羽幌町', '枝幸町']], [['稚内市'], ['浜頓別町']], [['北見市'], ['紋別市']]]


---------------------  コスト情報  ---------------------

TC_direct: {'苫小牧市': 147497.7757, '釧路市': 233846.43580000004, '札幌市': 39898.1877, '室蘭市': 0.0, '登別市': 0.0, '伊達市': 25730.3472, '帯広市': 352574.4092, '函館市': 326805.8296, '千歳市': 270670.80760000006, '旭川市': 188397.90510000003, '北見市': 295988.3922, '江別市': 243232.31530000005, '豊浦町': 391752.0156, '小樽市': 135560.76059999998, '白老町': 0.0, '滝川市': 106980.37809999999, '標茶町': 101665.95, '厚岸町': 114336.315, '中標津町': 133659.0312, '稚内市': 64560.63649999999, '名寄市': 40216.2655, '新ひだか町': 122557.14459999997, '根室市': 0.0}
IC_inc: {'苫小牧市': 729934.3720051397, '釧路市': 469319.01800460217, '札幌市': 264632.9914639851, '室蘭市': 237559.42226609756, '登別市': 150846.66981248945, '伊達市': 124972.6779115147, '帯広市': 114446.42852177891, '函館市': 92924.42483797096, '千歳市': 83353.17713718879, '旭川市': 80776.24093280712, '北見市': 74550.10552106248, '江別市': 72714.06657214632, '豊浦町': 65537.30942763147, '小樽市': 57614.8777846368, '白老町': 48510.387525714206, '滝川市': 44475.166381073774, '標茶町': 42979.25355882733, '厚岸町': 42389.603231643465, '中標津町': 37939.3992019562, '稚内市': 35884.76485224811, '名寄市': 32607.646410270398, '新ひだか町': 28835.166985361702, '根室市': 17707.45942392802}
OC_inc: {'苫小牧市': 305638.04176236625, '釧路市': 196513.20875701046, '札幌市': 110807.09773206827, '室蘭市': 99470.85574851908, '登別市': 63162.501364628006, '伊達市': 52328.54625786183, '帯広市': 47806.64333177938, '函館市': 35810.1773938848, '千歳市': 35658.10402885367, '旭川市': 38873.63130339144, '北見市': 45602.291544287684, '江別市': 47301.92564485284, '豊浦町': 52678.051873281336, '小樽市': 56216.29889299539, '白老町': 57071.71061403734, '滝川市': 56318.68353474122, '標茶町': 55858.929907376376, '厚岸町': 55650.612378540114, '中標津町': 53579.21425801045, '稚内市': 52322.09931252623, '名寄市': 49917.82587277997, '新ひだか町': 46534.13365261558, '根室市': 32621.32286033444}

TC_indirect: {'紋別市': 46358.28098, '留萌市': 19006.80394, '枝幸町': 19311.124480000002, '羽幌町': 21107.97526, '浜頓別町': 12354.30202, '増毛町': 2477.8062, '雄武町': 2813.14152, '興部町': 2533.7400199999997, '苫前町': 2725.624, '滝上町': 1513.58364, '西興部村': 644.7798}
IC_trans: {'紋別市': 1866.6798349144724, '留萌市': 1387.1674072894843, '枝幸町': 1229.803052203425, '羽幌町': 794.8248227342604, '浜頓別町': 726.5633823534049, '増毛町': 297.96626674201866, '雄武町': 284.48510008531485, '興部町': 282.72784882351425, '苫前町': 218.918140151922, '滝上町': 184.3087181579163, '西興部村': 132.7060026900764}
OC_trans: {'紋別市': 107639.5654381523, '留萌市': 76474.58469546342, '枝幸町': 66558.52779814947, '羽幌町': 40350.65980011619, '浜頓別町': 36104.518163357214, '増毛町': 12736.107625499984, '雄武町': 12728.511046801264, '興部町': 12027.526304730392, '苫前町': 9192.708571520126, '滝上町': 7774.701760293932, '西興部村': 5649.309230979834}

============================
Total cost: 8459673.47316803
============================

----------------------  輸送情報  ----------------------

direct 苫小牧市(5705/5705) t/day → receive from: 苫小牧市, むかわ町
direct 釧路市(3668/3668) t/day → receive from: 釧路市, 釧路町, 鶴居村, 白糖町
direct 札幌市(2068/2068) t/day → receive from: 札幌市, 石狩市
direct 室蘭市(1857/1857) t/day → receive from: 室蘭市
direct 登別市(1179/1179) t/day → receive from: 登別市
direct 伊達市(977/977) t/day → receive from: 伊達市, 壮瞥町
direct 帯広市(892/892) t/day → receive from: 南富良野町, 帯広市, 音更町, 士幌町, 上士幌町, 鹿追町, 新得町, 清水町, 芽室町, 中札内村, 更別村, 大樹町, 広尾町, 幕別町, 池田町, 豊頃町, 本別町, 足寄町, 浦幌町
direct 函館市(668/668) t/day → receive from: 函館市, 北斗市, 松前町, 福島町, 知内町, 木古内町, 七飯町, 鹿部町, 森町, 江差町, 上ノ国町, 厚沢部町, 乙部町
direct 千歳市(575/575) t/day → receive from: 千歳市, 恵庭市, 厚真町, 安平町, 占冠村
direct 旭川市(550/550) t/day → receive from: 旭川市, 富良野市, 鷹栖町, 東神楽町, 当麻町, 比布町, 愛別町, 上川町, 東川町, 美瑛町, 上富良野町, 中富良野町, 和寒町, 幌加内町
direct 北見市(444/492) t/day → receive from: 北見市, 網走市, 美幌町, 津別町, 小清水町, 訓子府町, 置戸町, 佐呂間町, 遠軽町, 大空町, 陸別町
indirect 北見市(48/492) t/day → receive from: 中継施設＝ 紋別市(17623) → receive from: 紋別市, 湧別町
direct 江別市(476/476) t/day → receive from: 夕張市, 岩見沢市, 三笠市, 南幌町, 由仁町, 長沼町, 栗山町, 月形町, 江別市, 北広島市, 当別町, 新篠津村
direct 豊浦町(412/412) t/day → receive from: 島牧村, 寿都町, 黒松内町, 蘭越町, ニセコ町, 真狩村, 留寿都村, 喜茂別町, 京極町, 俱知安町, 豊浦町, 洞爺湖町, 八雲町, 長万部町, 今金町, せたな町
direct 小樽市(344/344) t/day → receive from: 小樽市, 共和町, 岩内町, 泊村, 神恵内村, 積丹町, 古平町, 仁木町, 余市町, 赤井川村
direct 白老町(271/271) t/day → receive from: 白老町
direct 滝川市(201/241) t/day → receive from: 美唄市, 芦別市, 赤平市, 滝川市, 砂川市, 歌志内市, 深川市, 奈井江町, 上砂川町, 浦臼町, 新十津川町, 妹背牛町, 秩父別町, 雨竜町, 北竜町, 沼田町
indirect 滝川市(39/241) t/day → receive from: 中継施設＝ 留萌市(12434) → receive from: 留萌市, 小平町
                                                    　　　増毛町(1935) → receive from: 増毛町
direct 標茶町(229/229) t/day → receive from: 標茶町, 弟子屈町
direct 厚岸町(225/225) t/day → receive from: 厚岸町, 浜中町
direct 中標津町(193/193) t/day → receive from: 清里町, 斜里町, 別海町, 中標津町, 標津町, 羅臼町
direct 稚内市(163/179) t/day → receive from: 天塩町, 稚内市, 猿払村, 豊富町, 幌延町
indirect 稚内市(16/179) t/day → receive from: 中継施設＝ 浜頓別町(5751) → receive from: 浜頓別町, 中頓別町
direct 名寄市(91/156) t/day → receive from: 士別市, 名寄市, 剣淵町, 下川町, 美深町, 音威子府村, 中川町
indirect 名寄市(66/156) t/day → receive from: 中継施設＝ 滝上町(1062) → receive from: 滝上町
                                                    　　　興部町(1813) → receive from: 興部町
                                                    　　　西興部村(701) → receive from: 西興部村
                                                    　　　雄武町(1827) → receive from: 雄武町
                                                    　　　苫前町(1318) → receive from: 苫前町
                                                    　　　羽幌町(6407) → receive from: 羽幌町, 初山別村, 遠別町
                                                    　　　枝幸町(10784) → receive from: 枝幸町
direct 新ひだか町(132/132) t/day → receive from: 日高町, 平取町, 新冠町, 浦河町, 様似町, えりも町, 新ひだか町
direct 根室市(67/67) t/day → receive from: 根室市

----------------------  遺伝情報  ----------------------

個体数＝1700
世代数＝1000
0: neval=1700{'avg': 19346866.07269578, 'max': 35201868.76528614, 'min': 12025429.01535423} best=12025429.01535423
1: neval=1339{'avg': 15741441.601368012, 'max': 26642016.275778957, 'min': 11637529.234332418} best=11637529.234332418
2: neval=1299{'avg': 13927399.285577748, 'max': 21697799.14938706, 'min': 10620830.754102068} best=10620830.754102068
3: neval=1365{'avg': 12942389.926562307, 'max': 19223487.193080507, 'min': 10619700.399866402} best=10619700.399866402
4: neval=1381{'avg': 12239072.87953087, 'max': 20659779.056471106, 'min': 10221584.76420246} best=10221584.76420246
5: neval=1327{'avg': 11618619.702956615, 'max': 17250854.73894247, 'min': 9989252.293695658} best=9989252.293695658
6: neval=1298{'avg': 11119339.541802282, 'max': 19229960.54545483, 'min': 9960494.299519284} best=9960494.299519284
7: neval=1385{'avg': 10801269.632360691, 'max': 18493832.677403327, 'min': 9706916.924476184} best=9706916.924476184
8: neval=1395{'avg': 10591069.736451164, 'max': 18553759.842650283, 'min': 9585071.146444423} best=9585071.146444423
9: neval=1334{'avg': 10298071.972110862, 'max': 18795039.870168127, 'min': 9451773.16980883} best=9451773.16980883
10: neval=1338{'avg': 10090767.446871188, 'max': 18837485.63169739, 'min': 9104562.798853427} best=9104562.798853427
11: neval=1382{'avg': 9959679.029426925, 'max': 17551165.11018364, 'min': 9103203.085874299} best=9103203.085874299
12: neval=1358{'avg': 9782940.062196974, 'max': 16437937.997541115, 'min': 9086790.455231218} best=9086790.455231218
13: neval=1386{'avg': 9662537.814576365, 'max': 16727852.478217807, 'min': 9062886.898017315} best=9062886.898017315
14: neval=1305{'avg': 9546954.38606082, 'max': 15552055.19987287, 'min': 9080543.871476498} best=9062886.898017315
15: neval=1359{'avg': 9434706.176923916, 'max': 19735114.900390238, 'min': 8956680.163713358} best=8956680.163713358
16: neval=1395{'avg': 9381933.071727796, 'max': 17625082.658457484, 'min': 8970214.076099964} best=8956680.163713358
17: neval=1375{'avg': 9305450.732082944, 'max': 15090893.46441475, 'min': 8935738.710397234} best=8935738.710397234
18: neval=1363{'avg': 9248168.256483633, 'max': 17961532.200566232, 'min': 8891207.573585246} best=8891207.573585246
19: neval=1342{'avg': 9168677.156004723, 'max': 17185798.5274603, 'min': 8837223.882732062} best=8837223.882732062
20: neval=1327{'avg': 9102896.099947467, 'max': 16148322.315958213, 'min': 8831702.563547863} best=8831702.563547863
21: neval=1354{'avg': 9091199.42095134, 'max': 16672225.839992577, 'min': 8778260.653740244} best=8778260.653740244
22: neval=1330{'avg': 9000460.896866482, 'max': 14695124.099348566, 'min': 8720958.851307694} best=8720958.851307694
23: neval=1309{'avg': 8970545.639329402, 'max': 15511307.705420326, 'min': 8718499.071181484} best=8718499.071181484
24: neval=1334{'avg': 8924667.649370044, 'max': 14831925.332884233, 'min': 8653025.589102043} best=8653025.589102043
25: neval=1365{'avg': 8891272.905910376, 'max': 19102725.03116454, 'min': 8653915.063985243} best=8653025.589102043
26: neval=1365{'avg': 8834260.14981442, 'max': 16053166.66844253, 'min': 8623037.040009713} best=8623037.040009713
27: neval=1325{'avg': 8795496.955742488, 'max': 15638965.079003219, 'min': 8581854.638211904} best=8581854.638211904
28: neval=1351{'avg': 8789015.57803101, 'max': 17402798.77236793, 'min': 8581854.638211904} best=8581854.638211904
29: neval=1310{'avg': 8744567.324539036, 'max': 17918687.237039, 'min': 8579322.456469072} best=8579322.456469072
30: neval=1314{'avg': 8711971.893643081, 'max': 17199585.185179397, 'min': 8542715.007244445} best=8542715.007244445
31: neval=1282{'avg': 8665001.909996336, 'max': 17491203.267487172, 'min': 8553694.785262207} best=8542715.007244445
32: neval=1354{'avg': 8645358.8620311, 'max': 16407694.373671321, 'min': 8515129.90153575} best=8515129.90153575
33: neval=1333{'avg': 8636239.698329035, 'max': 19420527.205880575, 'min': 8518642.318434767} best=8515129.90153575
34: neval=1341{'avg': 8618641.266996829, 'max': 15436816.958684806, 'min': 8514503.208275251} best=8514503.208275251
35: neval=1367{'avg': 8583588.897169264, 'max': 16853349.865713272, 'min': 8504715.948027555} best=8504715.948027555
36: neval=1341{'avg': 8593909.008533057, 'max': 16088207.28586013, 'min': 8499741.077026958} best=8499741.077026958
37: neval=1330{'avg': 8572133.277373036, 'max': 17249989.632941317, 'min': 8492478.86528909} best=8492478.86528909
38: neval=1310{'avg': 8555418.500344472, 'max': 15221570.37657817, 'min': 8477496.038098784} best=8477496.038098784
39: neval=1353{'avg': 8546342.653211234, 'max': 18058293.005313255, 'min': 8478810.0956671} best=8477496.038098784
40: neval=1339{'avg': 8536167.411735643, 'max': 14708870.543605136, 'min': 8471208.41504098} best=8471208.41504098
41: neval=1364{'avg': 8519873.419311186, 'max': 18888777.876399707, 'min': 8469319.6701225} best=8469319.6701225
42: neval=1316{'avg': 8523251.274306, 'max': 16035312.043207541, 'min': 8466124.653201215} best=8466124.653201215
43: neval=1320{'avg': 8511033.009185852, 'max': 18120471.10203166, 'min': 8460067.273578277} best=8460067.273578277
44: neval=1371{'avg': 8511519.39293998, 'max': 14718511.343281094, 'min': 8460067.273578277} best=8460067.273578277
45: neval=1337{'avg': 8495323.439514779, 'max': 15777566.9183127, 'min': 8459673.47316803} best=8459673.47316803
46: neval=1344{'avg': 8495094.979945125, 'max': 15639456.081875931, 'min': 8459673.47316803} best=8459673.47316803
47: neval=1351{'avg': 8490065.404962176, 'max': 13501849.954026364, 'min': 8459673.47316803} best=8459673.47316803
48: neval=1323{'avg': 8492631.370212628, 'max': 14313459.466201209, 'min': 8459673.47316803} best=8459673.47316803
49: neval=1378{'avg': 8502198.84054552, 'max': 15926833.537108423, 'min': 8459673.47316803} best=8459673.47316803
50: neval=1296{'avg': 8496094.376577025, 'max': 15849554.860664496, 'min': 8459673.47316803} best=8459673.47316803
51: neval=1328{'avg': 8485893.88554767, 'max': 14710875.002122976, 'min': 8459673.47316803} best=8459673.47316803
52: neval=1339{'avg': 8509726.897995977, 'max': 14960677.483368158, 'min': 8459673.47316803} best=8459673.47316803
53: neval=1357{'avg': 8500693.222362567, 'max': 15006835.25639676, 'min': 8459673.47316803} best=8459673.47316803
54: neval=1370{'avg': 8498379.967555778, 'max': 16474534.262799263, 'min': 8459673.47316803} best=8459673.47316803
55: neval=1331{'avg': 8513438.336900512, 'max': 17759325.847950697, 'min': 8459673.47316803} best=8459673.47316803
56: neval=1352{'avg': 8483601.884698112, 'max': 15425407.582849488, 'min': 8459673.47316803} best=8459673.47316803
57: neval=1370{'avg': 8524005.57633799, 'max': 21432291.264532987, 'min': 8459673.47316803} best=8459673.47316803
58: neval=1383{'avg': 8501773.073684655, 'max': 16702437.284488384, 'min': 8459673.47316803} best=8459673.47316803
59: neval=1328{'avg': 8478997.730093284, 'max': 16955285.95468416, 'min': 8459673.47316803} best=8459673.47316803
60: neval=1315{'avg': 8479451.101950875, 'max': 15682634.947284637, 'min': 8459673.47316803} best=8459673.47316803
61: neval=1361{'avg': 8500435.202962046, 'max': 16516999.884180987, 'min': 8459673.47316803} best=8459673.47316803
62: neval=1371{'avg': 8495593.66279298, 'max': 18801167.96205288, 'min': 8459673.47316803} best=8459673.47316803
63: neval=1340{'avg': 8488520.277301058, 'max': 16304605.715819836, 'min': 8459673.47316803} best=8459673.47316803
64: neval=1363{'avg': 8483113.37612197, 'max': 17593790.204896577, 'min': 8459673.47316803} best=8459673.47316803
65: neval=1360{'avg': 8487841.180847822, 'max': 17190074.566635706, 'min': 8459673.47316803} best=8459673.47316803
66: neval=1348{'avg': 8497437.739964018, 'max': 18148927.513341054, 'min': 8459673.47316803} best=8459673.47316803
67: neval=1340{'avg': 8487507.273508985, 'max': 17455404.703324437, 'min': 8459673.47316803} best=8459673.47316803
68: neval=1325{'avg': 8518313.117908223, 'max': 19303958.32580639, 'min': 8459673.47316803} best=8459673.47316803
69: neval=1352{'avg': 8513358.050250571, 'max': 18900054.853912037, 'min': 8459673.47316803} best=8459673.47316803
70: neval=1287{'avg': 8496001.143054422, 'max': 13645863.36657073, 'min': 8459673.47316803} best=8459673.47316803
71: neval=1322{'avg': 8492382.971480504, 'max': 17073865.468324635, 'min': 8459673.47316803} best=8459673.47316803
72: neval=1374{'avg': 8489661.884436768, 'max': 18045431.70688454, 'min': 8459673.47316803} best=8459673.47316803
73: neval=1342{'avg': 8480397.760111183, 'max': 13127944.859047655, 'min': 8459673.47316803} best=8459673.47316803
74: neval=1352{'avg': 8484666.14598135, 'max': 20321017.25293732, 'min': 8459673.47316803} best=8459673.47316803
75: neval=1332{'avg': 8479680.643247277, 'max': 14245927.33753701, 'min': 8459673.47316803} best=8459673.47316803
76: neval=1346{'avg': 8498402.613916488, 'max': 17799079.480662484, 'min': 8459673.47316803} best=8459673.47316803
77: neval=1339{'avg': 8501078.23323938, 'max': 16191747.80375206, 'min': 8459673.47316803} best=8459673.47316803
78: neval=1299{'avg': 8477286.441117145, 'max': 14235461.448954405, 'min': 8459673.47316803} best=8459673.47316803
79: neval=1324{'avg': 8495950.036651468, 'max': 15793159.347181337, 'min': 8459673.47316803} best=8459673.47316803
80: neval=1344{'avg': 8497267.06625638, 'max': 15545638.813217506, 'min': 8459673.47316803} best=8459673.47316803
81: neval=1312{'avg': 8481599.009553988, 'max': 17363692.312730342, 'min': 8459673.47316803} best=8459673.47316803
82: neval=1311{'avg': 8493383.689183965, 'max': 15206099.053357184, 'min': 8459673.47316803} best=8459673.47316803
83: neval=1325{'avg': 8470666.219432445, 'max': 13773435.611096233, 'min': 8459673.47316803} best=8459673.47316803
84: neval=1373{'avg': 8489820.381759843, 'max': 16132713.953473892, 'min': 8459673.47316803} best=8459673.47316803
85: neval=1370{'avg': 8500388.294484649, 'max': 19385456.31521841, 'min': 8459673.47316803} best=8459673.47316803
86: neval=1362{'avg': 8494971.357646989, 'max': 17224303.086271416, 'min': 8459673.47316803} best=8459673.47316803
87: neval=1371{'avg': 8493700.948004248, 'max': 14278239.1256881, 'min': 8459673.47316803} best=8459673.47316803
88: neval=1353{'avg': 8500446.532363664, 'max': 17201674.227607824, 'min': 8459673.47316803} best=8459673.47316803
89: neval=1339{'avg': 8490267.365943097, 'max': 15017527.375769256, 'min': 8459673.47316803} best=8459673.47316803
90: neval=1359{'avg': 8500904.005305141, 'max': 14973141.626826186, 'min': 8459673.47316803} best=8459673.47316803
91: neval=1351{'avg': 8492286.643229822, 'max': 17812548.235677555, 'min': 8459673.47316803} best=8459673.47316803
92: neval=1352{'avg': 8493851.181044703, 'max': 16125282.330416132, 'min': 8459673.47316803} best=8459673.47316803
93: neval=1362{'avg': 8489702.62489336, 'max': 15451334.320594456, 'min': 8459673.47316803} best=8459673.47316803
