----------------------  実行情報  ----------------------
実行時間＝37秒
個体数＝400
合計世代数＝88
=============================
Total cost: 3967649.132363094
=============================
------------------------  前提  ------------------------

waste=kanen

ごみ量18位以内：
札幌市 (349353), 函館市 (66649), 旭川市 (64890), 苫小牧市 (42288), 釧路市 (38335), 帯広市 (35291), 千歳市 (25770), 小樽市 (25049), 江別市 (24906), 北見市 (20809), 室蘭市 (20448), 岩見沢市 (12638), 登別市 (11426), 北広島市 (10822), 石狩市 (9341), 音更町 (7531), 稚内市 (7127), 恵庭市 (6987)

焼却施設数: 1
中継施設数: 7

輸送単価＝ 1000 円/t/km
--------------------  GAPlot_input  --------------------

waste =kanen

inc_size= [941096]

inc_facility = ['札幌市']
inc_blocks = [['夕張市', '岩見沢市', '美唄市', '三笠市', '砂川市', '南幌町', '奈井江町', '上砂川町', '由仁町', '長沼町', '栗山町', '月形町', '浦臼町', '札幌市', '江別市', '恵庭市', '北広島市', '石狩市', '当別町', '新篠津村', '小樽市', '蘭越町', 'ニセコ町', '真狩村', '留寿都村', '喜茂別町', '京極町', '俱知安町', '共和町', '岩内町', '泊村', '神恵内村', '積丹町', '古平町', '仁木町', '余市町', '赤井川村', '占冠村', '斜里町']]

trans_size=[104575, 88709, 81857, 62438, 60124, 44198, 40276]
trans_facility = ['旭川市', '函館市', '苫小牧市', '帯広市', '釧路市', '室蘭市', '北見市']
trans_blocks = [['島牧村', '寿都町', '黒松内町', '室蘭市', '登別市', '伊達市', '豊浦町', '壮瞥町', '洞爺湖町', '長万部町'], ['千歳市', '苫小牧市', '白老町', '厚真町', '安平町', 'むかわ町', '日高町', '平取町', '新冠町', '浦河町', '新ひだか町'], ['函館市', '北斗市', '松前町', '福島町', '知内町', '木古内町', '七飯町', '鹿部町', '森町', '八雲町', '江差町', '上ノ国町', '厚沢部町', '乙部町', '今金町', 'せたな町'], ['芦別市', '赤平市', '滝川市', '歌志内市', '深川市', '新十津川町', '妹背牛町', '秩父別町', '雨竜町', '北竜町', '沼田町', '旭川市', '士別市', '名寄市', '富良野市', '鷹栖町', '東神楽町', '当麻町', '比布町', '愛別町', '上川町', '東川町', '美瑛町', '上富良野町', '中富良野町', '和寒町', '剣淵町', '下川町', '美深町', '音威子府村', '中川町', '幌加内町', '留萌市', '増毛町', '小平町', '苫前町', '羽幌町', '初山別村', '遠別町', '天塩町', '稚内市', '猿払村', '浜頓別町', '中頓別町', '枝幸町', '豊富町', '幌延町', '西興部村'], ['北見市', '網走市', '紋別市', '美幌町', '津別町', '清里町', '小清水町', '訓子府町', '置戸町', '佐呂間町', '遠軽町', '湧別町', '滝上町', '興部町', '雄武町', '大空町', '陸別町'], ['様似町', 'えりも町', '南富良野町', '帯広市', '音更町', '士幌町', '上士幌町', '鹿追町', '新得町', '清水町', '芽室町', '中札内村', '更別村', '大樹町', '広尾町', '幕別町', '池田町', '豊頃町', '本別町', '足寄町', '浦幌町'], ['釧路市', '釧路町', '厚岸町', '浜中町', '標茶町', '弟子屈町', '鶴居村', '白糖町', '根室市', '別海町', '中標津町', '標津町', '羅臼町']]

arrows = [[['札幌市'], ['釧路市', '函館市', '帯広市', '室蘭市', '苫小牧市', '旭川市', '北見市']]]


---------------------  コスト情報  ---------------------

TC_direct: {'札幌市': 389515.892}
IC_inc: {'札幌市': 329899.8818864615}
OC_inc: {'札幌市': 138135.64307217477}

TC_indirect: {'旭川市': 642594.3617999998, '函館市': 662050.60606, '苫小牧市': 269776.81758000003, '帯広市': 324838.3394200001, '釧路市': 527285.5779399999, '室蘭市': 184495.60694000003, '北見市': 350213.39112}
IC_trans: {'旭川市': 13887.708825919042, '函館市': 12552.950329518353, '苫小牧市': 11959.882866574051, '帯広市': 10207.050711661173, '釧路市': 9989.383482816194, '室蘭市': 8420.187055809867, '北見市': 8009.558398907072}
OC_trans: {'旭川市': 15055.702042599612, '函館市': 13239.734189794002, '苫小牧市': 12057.783964081787, '帯広市': 9991.90375709696, '釧路市': 9129.142871777669, '室蘭市': 7308.945619537028, '北見市': 7033.080428363353}


----------------------  輸送情報  ----------------------

direct 札幌市(1257/2578) t/day → receive from: 夕張市, 岩見沢市, 美唄市, 三笠市, 砂川市, 南幌町, 奈井江町, 上砂川町, 由仁町, 長沼町, 栗山町, 月形町, 浦臼町, 札幌市, 江別市, 恵庭市, 北広島市, 石狩市, 当別町, 新篠津村, 小樽市, 蘭越町, ニセコ町, 真狩村, 留寿都村, 喜茂別町, 京極町, 俱知安町, 共和町, 岩内町, 泊村, 神恵内村, 積丹町, 古平町, 仁木町, 余市町, 赤井川村, 占冠村, 斜里町
indirect 札幌市(1321/2578) t/day → receive from: 中継施設＝ 釧路市(60124) → receive from: 釧路市, 釧路町, 厚岸町, 浜中町, 標茶町, 弟子屈町, 鶴居村, 白糖町, 根室市, 別海町, 中標津町, 標津町, 羅臼町
函館市(88709) → receive from: 函館市, 北斗市, 松前町, 福島町, 知内町, 木古内町, 七飯町, 鹿部町, 森町, 八雲町, 江差町, 上ノ国町, 厚沢部町, 乙部町, 今金町, せたな町
帯広市(62438) → receive from: 様似町, えりも町, 南富良野町, 帯広市, 音更町, 士幌町, 上士幌町, 鹿追町, 新得町, 清水町, 芽室町, 中札内村, 更別村, 大樹町, 広尾町, 幕別町, 池田町, 豊頃町, 本別町, 足寄町, 浦幌町
室蘭市(44198) → receive from: 島牧村, 寿都町, 黒松内町, 室蘭市, 登別市, 伊達市, 豊浦町, 壮瞥町, 洞爺湖町, 長万部町
苫小牧市(81857) → receive from: 千歳市, 苫小牧市, 白老町, 厚真町, 安平町, むかわ町, 日高町, 平取町, 新冠町, 浦河町, 新ひだか町
旭川市(104575) → receive from: 芦別市, 赤平市, 滝川市, 歌志内市, 深川市, 新十津川町, 妹背牛町, 秩父別町, 雨竜町, 北竜町, 沼田町, 旭川市, 士別市, 名寄市, 富良野市, 鷹栖町, 東神楽町, 当麻町, 比布町, 愛別町, 上川町, 東川町, 美瑛町, 上富良野町, 中富良野町, 和寒町, 剣淵町, 下川町, 美深町, 音威子府村, 中川町, 幌加内町, 留萌市, 増毛町, 小平町, 苫前町, 羽幌町, 初山別村, 遠別町, 天塩町, 稚内市, 猿払村, 浜頓別町, 中頓別町, 枝幸町, 豊富町, 幌延町, 西興部村
北見市(40276) → receive from: 北見市, 網走市, 紋別市, 美幌町, 津別町, 清里町, 小清水町, 訓子府町, 置戸町, 佐呂間町, 遠軽町, 湧別町, 滝上町, 興部町, 雄武町, 大空町, 陸別町

----------------------  遺伝情報  ----------------------

個体数＝400
世代数＝1000
0: neval=400{'avg': 6258503.905388548, 'max': 10033262.799789822, 'min': 4402423.079238981} best=4402423.079238981
1: neval=310{'avg': 5506563.376857588, 'max': 8028006.282304875, 'min': 4320813.456783502} best=4320813.456783502
2: neval=334{'avg': 4995578.812080539, 'max': 6890979.679286934, 'min': 4359233.155709578} best=4320813.456783502
3: neval=323{'avg': 4636194.061531, 'max': 6218889.05830944, 'min': 4036715.6668228796} best=4036715.6668228796
4: neval=316{'avg': 4438546.839350913, 'max': 6158943.1823150795, 'min': 3996712.9088805034} best=3996712.9088805034
5: neval=316{'avg': 4301942.472316026, 'max': 4822791.311540878, 'min': 3975478.290483094} best=3975478.290483094
6: neval=308{'avg': 4191850.5379388975, 'max': 4525522.237813957, 'min': 3975478.290483094} best=3975478.290483094
7: neval=321{'avg': 4105344.537978012, 'max': 4461746.9077647105, 'min': 3967649.132363094} best=3967649.132363094
8: neval=317{'avg': 4033040.800369109, 'max': 4308535.643515984, 'min': 3967649.132363094} best=3967649.132363094
9: neval=318{'avg': 4000799.352949637, 'max': 4298485.837232126, 'min': 3967649.132363094} best=3967649.132363094
10: neval=326{'avg': 3977660.5351389362, 'max': 4166980.3503285027, 'min': 3967649.132363094} best=3967649.132363094
11: neval=309{'avg': 3969679.1663903273, 'max': 4110076.5074768807, 'min': 3967649.132363094} best=3967649.132363094
12: neval=312{'avg': 3971150.154796716, 'max': 4564567.438227331, 'min': 3967649.132363094} best=3967649.132363094
13: neval=311{'avg': 3970986.5654056235, 'max': 4911590.736544743, 'min': 3967649.132363094} best=3967649.132363094
14: neval=293{'avg': 3975438.513712131, 'max': 5666022.967443956, 'min': 3967649.132363094} best=3967649.132363094
15: neval=325{'avg': 3969961.460278912, 'max': 4350039.245483637, 'min': 3967649.132363094} best=3967649.132363094
16: neval=330{'avg': 3969936.902655865, 'max': 4882757.249470968, 'min': 3967649.132363094} best=3967649.132363094
17: neval=317{'avg': 3967649.1323630954, 'max': 3967649.132363094, 'min': 3967649.132363094} best=3967649.132363094
18: neval=312{'avg': 3967649.1323630954, 'max': 3967649.132363094, 'min': 3967649.132363094} best=3967649.132363094
19: neval=323{'avg': 3971075.380530024, 'max': 4751848.095329131, 'min': 3967649.132363094} best=3967649.132363094
20: neval=333{'avg': 3973847.228639944, 'max': 5305255.748747238, 'min': 3967649.132363094} best=3967649.132363094
21: neval=306{'avg': 3970052.267531903, 'max': 4630396.160108924, 'min': 3967649.132363094} best=3967649.132363094
22: neval=327{'avg': 3970419.543401679, 'max': 4901777.85542469, 'min': 3967649.132363094} best=3967649.132363094
23: neval=301{'avg': 3968846.4197238637, 'max': 4446564.076670387, 'min': 3967649.132363094} best=3967649.132363094
24: neval=297{'avg': 3970208.747561883, 'max': 4525208.505253414, 'min': 3967649.132363094} best=3967649.132363094
25: neval=324{'avg': 3970070.7135514123, 'max': 4736329.699164804, 'min': 3967649.132363094} best=3967649.132363094
26: neval=319{'avg': 3974506.623306255, 'max': 5412212.272901932, 'min': 3967649.132363094} best=3967649.132363094
27: neval=319{'avg': 3973319.086583778, 'max': 5332082.256283529, 'min': 3967649.132363094} best=3967649.132363094
28: neval=326{'avg': 3971749.534988719, 'max': 4867042.725158337, 'min': 3967649.132363094} best=3967649.132363094
29: neval=312{'avg': 3969474.851371321, 'max': 4453351.257370386, 'min': 3967649.132363094} best=3967649.132363094
30: neval=304{'avg': 3976938.056302652, 'max': 4951060.787422163, 'min': 3967649.132363094} best=3967649.132363094
31: neval=310{'avg': 3976045.740057577, 'max': 5170105.302250887, 'min': 3967649.132363094} best=3967649.132363094
32: neval=335{'avg': 3970566.100370969, 'max': 4682345.921625004, 'min': 3967649.132363094} best=3967649.132363094
33: neval=301{'avg': 3978842.3598470734, 'max': 5356208.060466133, 'min': 3967649.132363094} best=3967649.132363094
34: neval=323{'avg': 3973953.274957898, 'max': 4820589.028250595, 'min': 3967649.132363094} best=3967649.132363094
35: neval=325{'avg': 3968804.0917669893, 'max': 4429632.893920767, 'min': 3967649.132363094} best=3967649.132363094
36: neval=323{'avg': 3981893.8129981253, 'max': 5720901.674592745, 'min': 3967649.132363094} best=3967649.132363094
37: neval=310{'avg': 3975370.505317647, 'max': 4878482.876034608, 'min': 3967649.132363094} best=3967649.132363094
38: neval=307{'avg': 3968360.5679154526, 'max': 4252223.353306035, 'min': 3967649.132363094} best=3967649.132363094
39: neval=309{'avg': 3970420.0496060513, 'max': 4617428.258614778, 'min': 3967649.132363094} best=3967649.132363094
40: neval=311{'avg': 3968010.2500542942, 'max': 4112096.20884266, 'min': 3967649.132363094} best=3967649.132363094
41: neval=322{'avg': 3969581.850510903, 'max': 4740736.391486166, 'min': 3967649.132363094} best=3967649.132363094
42: neval=297{'avg': 3972117.424253197, 'max': 4989159.865034853, 'min': 3967649.132363094} best=3967649.132363094
43: neval=326{'avg': 3973463.1444783257, 'max': 4640291.890467301, 'min': 3967649.132363094} best=3967649.132363094
44: neval=318{'avg': 3976621.265788983, 'max': 5399382.0148031665, 'min': 3967649.132363094} best=3967649.132363094
45: neval=317{'avg': 3974868.1378844907, 'max': 5261648.097088067, 'min': 3967649.132363094} best=3967649.132363094
46: neval=310{'avg': 3967649.1323630954, 'max': 3967649.132363094, 'min': 3967649.132363094} best=3967649.132363094
47: neval=329{'avg': 3969567.0760776955, 'max': 4734826.618203098, 'min': 3967649.132363094} best=3967649.132363094
48: neval=313{'avg': 3969159.7097257497, 'max': 4375047.340660145, 'min': 3967649.132363094} best=3967649.132363094
49: neval=341{'avg': 3969964.9696118296, 'max': 4578476.309708304, 'min': 3967649.132363094} best=3967649.132363094
50: neval=314{'avg': 3969291.0577793573, 'max': 4466665.437793552, 'min': 3967649.132363094} best=3967649.132363094
51: neval=315{'avg': 3970622.1087712585, 'max': 4957278.188647355, 'min': 3967649.132363094} best=3967649.132363094
52: neval=325{'avg': 3969019.952119906, 'max': 4515977.035087436, 'min': 3967649.132363094} best=3967649.132363094
53: neval=322{'avg': 3971115.319056336, 'max': 4891219.430822808, 'min': 3967649.132363094} best=3967649.132363094
54: neval=301{'avg': 3975080.3544757683, 'max': 5343144.11213902, 'min': 3967649.132363094} best=3967649.132363094
55: neval=315{'avg': 3968226.3138334537, 'max': 4198521.720506489, 'min': 3967649.132363094} best=3967649.132363094
56: neval=316{'avg': 3974310.0402255203, 'max': 5137377.554562502, 'min': 3967649.132363094} best=3967649.132363094
57: neval=326{'avg': 3973598.445121081, 'max': 4702361.653257082, 'min': 3967649.132363094} best=3967649.132363094
58: neval=315{'avg': 3967649.1323630954, 'max': 3967649.132363094, 'min': 3967649.132363094} best=3967649.132363094
59: neval=321{'avg': 3971926.5958277197, 'max': 5080876.995396156, 'min': 3967649.132363094} best=3967649.132363094
60: neval=306{'avg': 3971002.240302001, 'max': 4561278.837624299, 'min': 3967649.132363094} best=3967649.132363094
61: neval=324{'avg': 3967649.1323630954, 'max': 3967649.132363094, 'min': 3967649.132363094} best=3967649.132363094
62: neval=334{'avg': 3975098.6149810036, 'max': 5462807.381193809, 'min': 3967649.132363094} best=3967649.132363094
63: neval=298{'avg': 3974154.591854983, 'max': 5003434.495399954, 'min': 3967649.132363094} best=3967649.132363094
64: neval=344{'avg': 3982965.017204627, 'max': 5631977.307080142, 'min': 3967649.132363094} best=3967649.132363094
65: neval=320{'avg': 3968857.7521778983, 'max': 4261606.082000486, 'min': 3967649.132363094} best=3967649.132363094
66: neval=329{'avg': 3979624.149294266, 'max': 5327948.447230761, 'min': 3967649.132363094} best=3967649.132363094
67: neval=318{'avg': 3973108.60404014, 'max': 5127731.855180706, 'min': 3967649.132363094} best=3967649.132363094
68: neval=313{'avg': 3969113.125578269, 'max': 4301365.60853197, 'min': 3967649.132363094} best=3967649.132363094
69: neval=325{'avg': 3967649.1323630954, 'max': 3967649.132363094, 'min': 3967649.132363094} best=3967649.132363094
70: neval=304{'avg': 3967649.1323630954, 'max': 3967649.132363094, 'min': 3967649.132363094} best=3967649.132363094
71: neval=316{'avg': 3972960.338655885, 'max': 5100379.814284664, 'min': 3967649.132363094} best=3967649.132363094
72: neval=308{'avg': 3976182.5202938016, 'max': 5027760.381338045, 'min': 3967649.132363094} best=3967649.132363094
73: neval=320{'avg': 3972782.91916808, 'max': 4653365.204459587, 'min': 3967649.132363094} best=3967649.132363094
74: neval=305{'avg': 3969902.217385119, 'max': 4382130.2829604875, 'min': 3967649.132363094} best=3967649.132363094
75: neval=327{'avg': 3968923.2887781477, 'max': 4477311.6983839525, 'min': 3967649.132363094} best=3967649.132363094
76: neval=303{'avg': 3970237.7214148506, 'max': 4493422.1870443225, 'min': 3967649.132363094} best=3967649.132363094
77: neval=319{'avg': 3974971.8465608316, 'max': 5155840.963741137, 'min': 3967649.132363094} best=3967649.132363094
78: neval=324{'avg': 3969602.1726646717, 'max': 4748865.252993624, 'min': 3967649.132363094} best=3967649.132363094
79: neval=331{'avg': 3974184.5311414064, 'max': 5516303.905238046, 'min': 3967649.132363094} best=3967649.132363094
80: neval=325{'avg': 3973505.2824250753, 'max': 5583322.2811879795, 'min': 3967649.132363094} best=3967649.132363094
81: neval=322{'avg': 3970510.496920143, 'max': 4652430.912030951, 'min': 3967649.132363094} best=3967649.132363094
82: neval=321{'avg': 3975760.783819546, 'max': 5255363.561107105, 'min': 3967649.132363094} best=3967649.132363094
83: neval=324{'avg': 3975964.7790905153, 'max': 5835008.078480291, 'min': 3967649.132363094} best=3967649.132363094
84: neval=310{'avg': 3968104.8670396116, 'max': 4149943.002969495, 'min': 3967649.132363094} best=3967649.132363094
85: neval=333{'avg': 3971297.9413363854, 'max': 5039603.436016447, 'min': 3967649.132363094} best=3967649.132363094
86: neval=311{'avg': 3981724.010534574, 'max': 7016339.813467582, 'min': 3967649.132363094} best=3967649.132363094
87: neval=306{'avg': 3974326.270282611, 'max': 5433035.102158576, 'min': 3967649.132363094} best=3967649.132363094
