--------------------  GAPlot_input  --------------------

inc_size= [6566, 4360, 3036, 2990, 1377, 910, 848, 699, 518, 253]
inc_facility = ['苫小牧市', '釧路市', '室蘭市', '札幌市', '伊達市', '帯広市', '旭川市', '函館市', '北見市', '稚内市']
inc_blocks = [['夕張市', '岩見沢市', '美唄市', '三笠市', '南幌町', '由仁町', '長沼町', '栗山町', '月形町', '札幌市', '江別市', '恵庭市', '北広島市', '石狩市', '当別町', '新篠津村', '小樽市', '岩内町', '積丹町', '古平町', '仁木町', '余市町', '赤井川村'], ['室蘭市', '登別市'], ['千歳市', '苫小牧市', '白老町', '厚真町', '安平町', 'むかわ町', '日高町', '平取町', '新冠町', '浦河町', '新ひだか町'], ['島牧村', '寿都町', '黒松内町', '蘭越町', 'ニセコ町', '真狩村', '留寿都村', '喜茂別町', '京極町', '俱知安町', '共和町', '泊村', '神恵内村', '伊達市', '豊浦町', '壮瞥町', '洞爺湖町', '長万部町', '今金町', 'せたな町'], ['函館市', '北斗市', '松前町', '福島町', '知内町', '木古内町', '七飯町', '鹿部町', '森町', '八雲町', '江差町', '上ノ国町', '厚沢部町', '乙部町'], ['芦別市', '赤平市', '滝川市', '砂川市', '歌志内市', '深川市', '奈井江町', '上砂川町', '浦臼町', '新十津川町', '妹背牛町', '秩父別町', '雨竜町', '北竜町', '沼田町', '旭川市', '士別市', '名寄市', '富良野市', '鷹栖町', '東神楽町', '当麻町', '比布町', '愛別町', '上川町', '東川町', '美瑛町', '上富良野町', '中富良野町', '和寒町', '剣淵町', '下川町', '幌加内町', '留萌市', '増毛町'], ['稚内市', '猿払村', '豊富町', '幌延町'], ['北見市', '網走市', '紋別市', '美幌町', '津別町', '清里町', '斜里町', '小清水町', '訓子府町', '佐呂間町', '遠軽町', '湧別町', '滝上町', '大空町'], ['様似町', 'えりも町', '帯広市', '音更町', '士幌町', '上士幌町', '鹿追町', '新得町', '清水町', '芽室町', '中札内村', '更別村', '大樹町', '広尾町', '幕別町', '池田町', '豊頃町', '本別町', '足寄町', '浦幌町'], ['釧路市', '釧路町', '厚岸町', '浜中町', '標茶町', '弟子屈町', '鶴居村', '白糖町', '根室市', '別海町', '中標津町', '標津町', '羅臼町']]

trans_size=[41, 22, 12, 10, 9, 7, 6]
trans_facility = ['枝幸町', '初山別村', '浜頓別町', '中頓別町', '遠別町', '置戸町', '占冠村']
trans_blocks = [['南富良野町', '占冠村'], ['小平町', '苫前町', '羽幌町', '初山別村'], ['中川町', '遠別町', '天塩町'], ['浜頓別町'], ['美深町', '音威子府村', '中頓別町'], ['枝幸町', '興部町', '西興部村', '雄武町'], ['置戸町', '陸別町']]

arrows = [[['稚内市'], ['初山別村', '遠別町', '浜頓別町', '中頓別町', '枝幸町']], [['北見市'], ['置戸町']], [['帯広市'], ['占冠村']]]

----------------------  実行情報  ----------------------
実行時間＝1506秒
個体数＝850
合計世代数＝265
------------------------  前提  ------------------------

waste=sanpai

ごみ量27位以内：
苫小牧市 (2039382), 釧路市 (1177668), 札幌市 (728360), 室蘭市 (677679), 登別市 (430316), 伊達市 (334124), 帯広市 (182218), 旭川市 (138210), 函館市 (133081), 釧路町 (121597), 白老町 (99038), 北見市 (91496), 小樽市 (91037), 千歳市 (69923), 江別市 (64214), 安平町 (60328), 洞爺湖町 (54767), 厚岸町 (49048), 岩見沢市 (47176), 稚内市 (46228), 音更町 (44302), 標茶町 (43861), むかわ町 (42881), 厚真町 (42445), 北斗市 (42381), 弟子屈町 (39869), 恵庭市 (36267)

焼却施設数: 10
中継施設数: 7

輸送単価＝ 300 円/t/km

---------------------  コスト情報  ---------------------

TC_direct: {'苫小牧市': 388427.60594999994, '釧路市': 638780.75448, '室蘭市': 224328.03396, '札幌市': 384151.45887000003, '伊達市': 181628.01123, '帯広市': 124420.52984999999, '旭川市': 259839.28119, '函館市': 125673.13416, '北見市': 154607.91804000002, '稚内市': 16437.9228}
IC_inc: {'苫小牧市': 840065.8739904714, '釧路市': 557815.7122653376, '室蘭市': 388406.092078587, '札幌市': 382544.9195466225, '伊達市': 176224.98599814135, '帯広市': 116474.32828876263, '旭川市': 110305.60474322109, '函館市': 96017.17383615748, '北見市': 77337.35414088989, '稚内市': 46164.08116196173}
OC_inc: {'苫小牧市': 351752.292432162, '釧路市': 233568.53506256978, '室蘭市': 162633.3571131471, '札幌市': 160179.1675807649, '伊達市': 73788.90718916999, '帯広市': 48770.11821757823, '旭川市': 45424.523599660315, '函館市': 37473.80084843144, '北見市': 42773.32642019491, '稚内市': 56719.930088609275}

TC_indirect: {'枝幸町': 18695.868870000002, '初山別村': 12255.09786, '浜頓別町': 2085.308502, '中頓別町': 6319.983468, '遠別町': 3302.6371200000003, '置戸町': 1779.36867, '占冠村': 2791.5577500000004}
IC_trans: {'枝幸町': 1638.3718261762633, '初山別村': 958.7400846224489, '浜頓別町': 567.6741499849868, '中頓別町': 492.88665988561894, '遠別町': 478.22498126505155, '置戸町': 363.64481539188716, '占冠村': 331.988604865138}
OC_trans: {'枝幸町': 92763.86272665387, '初山別村': 49564.114612617086, '浜頓別町': 27600.136599020796, '中頓別町': 23352.728694644476, '遠別町': 22643.584727355414, '置戸町': 16274.090449902204, '占冠村': 14855.59142091406}

=============================
Total cost: 6801850.197725739
=============================

----------------------  輸送情報  ----------------------

direct 苫小牧市(6566/6566) t/day → receive from: 千歳市, 苫小牧市, 白老町, 厚真町, 安平町, むかわ町, 日高町, 平取町, 新冠町, 浦河町, 新ひだか町
direct 釧路市(4360/4360) t/day → receive from: 釧路市, 釧路町, 厚岸町, 浜中町, 標茶町, 弟子屈町, 鶴居村, 白糖町, 根室市, 別海町, 中標津町, 標津町, 羅臼町
direct 室蘭市(3036/3036) t/day → receive from: 室蘭市, 登別市
direct 札幌市(2990/2990) t/day → receive from: 夕張市, 岩見沢市, 美唄市, 三笠市, 南幌町, 由仁町, 長沼町, 栗山町, 月形町, 札幌市, 江別市, 恵庭市, 北広島市, 石狩市, 当別町, 新篠津村, 小樽市, 岩内町, 積丹町, 古平町, 仁木町, 余市町, 赤井川村
direct 伊達市(1377/1377) t/day → receive from: 島牧村, 寿都町, 黒松内町, 蘭越町, ニセコ町, 真狩村, 留寿都村, 喜茂別町, 京極町, 俱知安町, 共和町, 泊村, 神恵内村, 伊達市, 豊浦町, 壮瞥町, 洞爺湖町, 長万部町, 今金町, せたな町
direct 帯広市(904/910) t/day → receive from: 様似町, えりも町, 帯広市, 音更町, 士幌町, 上士幌町, 鹿追町, 新得町, 清水町, 芽室町, 中札内村, 更別村, 大樹町, 広尾町, 幕別町, 池田町, 豊頃町, 本別町, 足寄町, 浦幌町
indirect 帯広市(6/910) t/day → receive from: 中継施設＝ 占冠村(2212) → receive from: 南富良野町, 占冠村
direct 旭川市(848/848) t/day → receive from: 芦別市, 赤平市, 滝川市, 砂川市, 歌志内市, 深川市, 奈井江町, 上砂川町, 浦臼町, 新十津川町, 妹背牛町, 秩父別町, 雨竜町, 北竜町, 沼田町, 旭川市, 士別市, 名寄市, 富良野市, 鷹栖町, 東神楽町, 当麻町, 比布町, 愛別町, 上川町, 東川町, 美瑛町, 上富良野町, 中富良野町, 和寒町, 剣淵町, 下川町, 幌加内町, 留萌市, 増毛町
direct 函館市(699/699) t/day → receive from: 函館市, 北斗市, 松前町, 福島町, 知内町, 木古内町, 七飯町, 鹿部町, 森町, 八雲町, 江差町, 上ノ国町, 厚沢部町, 乙部町
direct 北見市(511/518) t/day → receive from: 北見市, 網走市, 紋別市, 美幌町, 津別町, 清里町, 斜里町, 小清水町, 訓子府町, 佐呂間町, 遠軽町, 湧別町, 滝上町, 大空町
indirect 北見市(7/518) t/day → receive from: 中継施設＝ 置戸町(2475) → receive from: 置戸町, 陸別町
direct 稚内市(159/253) t/day → receive from: 稚内市, 猿払村, 豊富町, 幌延町
indirect 稚内市(94/253) t/day → receive from: 中継施設＝ 初山別村(8020) → receive from: 小平町, 苫前町, 羽幌町, 初山別村
                                                    　　　遠別町(3463) → receive from: 中川町, 遠別町, 天塩町
                                                    　　　浜頓別町(4267) → receive from: 浜頓別町
                                                    　　　中頓別町(3593) → receive from: 美深町, 音威子府村, 中頓別町
                                                    　　　枝幸町(15125) → receive from: 枝幸町, 興部町, 西興部村, 雄武町

----------------------  遺伝情報  ----------------------

個体数＝850
世代数＝1000
0: neval=850{'avg': 18457421.199092258, 'max': 36462743.19360873, 'min': 11730011.995406102} best=11730011.995406102
1: neval=658{'avg': 15092754.973401122, 'max': 27451605.041042488, 'min': 10208594.574878942} best=10208594.574878942
2: neval=686{'avg': 13449625.459876332, 'max': 24877511.09139093, 'min': 9662088.482625544} best=9662088.482625544
3: neval=687{'avg': 12540606.545373792, 'max': 19048817.18822567, 'min': 9925190.441943359} best=9662088.482625544
4: neval=661{'avg': 11906668.904204108, 'max': 19431352.176294755, 'min': 9764555.183303107} best=9662088.482625544
5: neval=662{'avg': 11263131.404399974, 'max': 26296219.01708881, 'min': 8911889.826410925} best=8911889.826410925
6: neval=666{'avg': 10779837.78727996, 'max': 19093284.109556794, 'min': 9078844.045488682} best=8911889.826410925
7: neval=658{'avg': 10280256.953036914, 'max': 14720104.67821075, 'min': 7729017.626417759} best=7729017.626417759
8: neval=668{'avg': 9818632.924086913, 'max': 18843824.255839325, 'min': 8031803.070535098} best=7729017.626417759
9: neval=666{'avg': 9414041.941561934, 'max': 15811488.169032052, 'min': 8092154.88387326} best=7729017.626417759
10: neval=694{'avg': 9111189.82245277, 'max': 14212674.552864738, 'min': 7784643.0373053225} best=7729017.626417759
11: neval=696{'avg': 8817864.263410682, 'max': 14495459.05429367, 'min': 7676836.391506447} best=7676836.391506447
12: neval=698{'avg': 8556271.860808995, 'max': 12150872.057595886, 'min': 7495891.729452474} best=7495891.729452474
13: neval=673{'avg': 8289142.457991949, 'max': 15604004.78372593, 'min': 7475966.715190994} best=7475966.715190994
14: neval=677{'avg': 8018233.834938164, 'max': 10589200.062711194, 'min': 7220504.18222234} best=7220504.18222234
15: neval=662{'avg': 7843742.930347088, 'max': 11419875.172753038, 'min': 7137015.89046923} best=7137015.89046923
16: neval=678{'avg': 7682008.778241134, 'max': 11289438.110477414, 'min': 7209731.700341356} best=7137015.89046923
17: neval=673{'avg': 7597988.830600799, 'max': 13123144.95034666, 'min': 7105293.297615751} best=7105293.297615751
18: neval=674{'avg': 7481267.213576151, 'max': 12013993.868456166, 'min': 7086797.191047886} best=7086797.191047886
19: neval=676{'avg': 7399887.669256554, 'max': 14031922.892973952, 'min': 6963428.034147355} best=6963428.034147355
20: neval=677{'avg': 7324479.7537907185, 'max': 9759535.373407442, 'min': 6991616.991241017} best=6963428.034147355
21: neval=657{'avg': 7282932.763726498, 'max': 11642319.908803802, 'min': 6914545.333580063} best=6914545.333580063
22: neval=669{'avg': 7241784.799848281, 'max': 15227678.508653432, 'min': 6952750.243408339} best=6914545.333580063
23: neval=666{'avg': 7149033.74853304, 'max': 11557269.248794746, 'min': 6952750.243408339} best=6914545.333580063
24: neval=668{'avg': 7083885.733328072, 'max': 8738697.03237262, 'min': 6932208.946988307} best=6914545.333580063
25: neval=677{'avg': 7049074.331272279, 'max': 11477405.930395883, 'min': 6923638.172991453} best=6914545.333580063
26: neval=666{'avg': 7031063.361246537, 'max': 12792299.272066003, 'min': 6908825.640043892} best=6908825.640043892
27: neval=670{'avg': 7000047.237218904, 'max': 15645404.85912212, 'min': 6908825.640043892} best=6908825.640043892
28: neval=677{'avg': 6979330.757970132, 'max': 13500715.646565959, 'min': 6908825.640043892} best=6908825.640043892
29: neval=663{'avg': 6958481.62859673, 'max': 11815952.059691397, 'min': 6902028.880118333} best=6902028.880118333
30: neval=669{'avg': 6947342.866866684, 'max': 11059901.39440632, 'min': 6871877.913736498} best=6871877.913736498
31: neval=679{'avg': 6929443.2651210865, 'max': 9575939.59797381, 'min': 6887120.81463431} best=6871877.913736498
32: neval=647{'avg': 6919335.860469732, 'max': 11514113.303656098, 'min': 6878650.80464251} best=6871877.913736498
33: neval=665{'avg': 6912131.07243637, 'max': 10754001.345490202, 'min': 6878650.80464251} best=6871877.913736498
34: neval=686{'avg': 6909954.049792375, 'max': 11824419.655065738, 'min': 6874830.368806685} best=6871877.913736498
35: neval=661{'avg': 6909113.616547721, 'max': 12961772.810476715, 'min': 6874830.368806685} best=6871877.913736498
36: neval=676{'avg': 6912966.049021081, 'max': 11440576.708126195, 'min': 6874830.368806685} best=6871877.913736498
37: neval=687{'avg': 6892641.758318501, 'max': 11533472.208519166, 'min': 6874830.368806685} best=6871877.913736498
38: neval=705{'avg': 6897890.410119593, 'max': 13829958.1662414, 'min': 6874830.368806685} best=6871877.913736498
39: neval=682{'avg': 6898227.08219008, 'max': 11074355.043171704, 'min': 6874830.368806685} best=6871877.913736498
40: neval=704{'avg': 6911258.505887564, 'max': 16820935.625342134, 'min': 6874830.368806685} best=6871877.913736498
41: neval=679{'avg': 6906394.154541363, 'max': 16540432.926774608, 'min': 6874830.368806685} best=6871877.913736498
42: neval=667{'avg': 6915667.333363001, 'max': 12901921.046404082, 'min': 6874830.368806685} best=6871877.913736498
43: neval=667{'avg': 6898824.923516493, 'max': 10776161.012454389, 'min': 6874830.368806685} best=6871877.913736498
44: neval=691{'avg': 6911810.252475041, 'max': 12428456.791693298, 'min': 6873245.77443574} best=6871877.913736498
45: neval=674{'avg': 6915067.315682708, 'max': 15731422.886689315, 'min': 6873245.77443574} best=6871877.913736498
46: neval=664{'avg': 6904160.317841452, 'max': 10686690.904400565, 'min': 6873245.77443574} best=6871877.913736498
47: neval=672{'avg': 6880085.085645404, 'max': 9443509.141739808, 'min': 6873245.77443574} best=6871877.913736498
48: neval=659{'avg': 6879984.78252328, 'max': 10279670.493685827, 'min': 6873245.77443574} best=6871877.913736498
49: neval=675{'avg': 6887010.340542021, 'max': 11407228.024046728, 'min': 6873245.77443574} best=6871877.913736498
50: neval=660{'avg': 6896607.501382112, 'max': 15739362.743788881, 'min': 6873245.77443574} best=6871877.913736498
51: neval=690{'avg': 6893073.641861119, 'max': 13414608.546834199, 'min': 6873245.77443574} best=6871877.913736498
52: neval=647{'avg': 6880169.985461842, 'max': 9414687.91497617, 'min': 6873245.77443574} best=6871877.913736498
53: neval=670{'avg': 6912035.789584323, 'max': 13842751.138803791, 'min': 6873245.77443574} best=6871877.913736498
54: neval=672{'avg': 6874431.307891748, 'max': 7754969.907013383, 'min': 6873245.77443574} best=6871877.913736498
55: neval=699{'avg': 6897995.23672122, 'max': 12051921.641622216, 'min': 6873245.77443574} best=6871877.913736498
56: neval=679{'avg': 6907188.484576664, 'max': 11654963.984564839, 'min': 6873245.77443574} best=6871877.913736498
57: neval=679{'avg': 6885041.066617891, 'max': 9840164.809880078, 'min': 6873245.77443574} best=6871877.913736498
58: neval=668{'avg': 6881434.450985576, 'max': 9814170.667007318, 'min': 6873245.77443574} best=6871877.913736498
59: neval=653{'avg': 6905952.395001357, 'max': 20325129.444717843, 'min': 6873245.77443574} best=6871877.913736498
60: neval=669{'avg': 6874790.586170958, 'max': 8186335.749369191, 'min': 6873245.77443574} best=6871877.913736498
61: neval=659{'avg': 6894053.638659679, 'max': 11575642.987601876, 'min': 6873245.77443574} best=6871877.913736498
62: neval=687{'avg': 6894608.415188042, 'max': 12470484.975290818, 'min': 6873245.77443574} best=6871877.913736498
63: neval=671{'avg': 6879705.7745032525, 'max': 9423204.757970165, 'min': 6873245.77443574} best=6871877.913736498
64: neval=654{'avg': 6891688.138173301, 'max': 10438002.614091631, 'min': 6873245.77443574} best=6871877.913736498
65: neval=673{'avg': 6888918.410240134, 'max': 11077912.233702295, 'min': 6873245.77443574} best=6871877.913736498
66: neval=664{'avg': 6908835.657231948, 'max': 12948521.344950188, 'min': 6873245.77443574} best=6871877.913736498
67: neval=659{'avg': 6902739.993345175, 'max': 12180144.828488996, 'min': 6873245.77443574} best=6871877.913736498
68: neval=667{'avg': 6885444.286692109, 'max': 9075227.64285527, 'min': 6873245.77443574} best=6871877.913736498
