----------------------  実行情報  ----------------------
実行時間＝3635秒
個体数＝1250
合計世代数＝363
==============================
Total cost: 1164027.9712660743
==============================
------------------------  前提  ------------------------

waste=kanen

ごみ量35位以内：
札幌市 (349353), 函館市 (66649), 旭川市 (64890), 苫小牧市 (42288), 釧路市 (38335), 帯広市 (35291), 千歳市 (25770), 小樽市 (25049), 江別市 (24906), 北見市 (20809), 室蘭市 (20448), 岩見沢市 (12638), 登別市 (11426), 北広島市 (10822), 石狩市 (9341), 音更町 (7531), 稚内市 (7127), 恵庭市 (6987), 伊達市 (6907), 網走市 (6299), 滝川市 (5831), 北斗市 (5150), 七飯町 (5008), 中標津町 (4837), 根室市 (4736), 幕別町 (4414), 新ひだか町 (4277), 釧路町 (4090), 美幌町 (4063), 白老町 (3395), 紋別市 (3325), 中札内村 (2807), 芽室町 (2638), 東神楽町 (2584), 余市町 (2489)

焼却施設数: 17
中継施設数: 8

輸送単価＝ 300 円/t/km
--------------------  GAPlot_input  --------------------

waste =kanen

inc_size= [448337, 133023, 97942, 90339, 61374, 45633, 32238, 9045, 7271, 5428, 4032, 2995, 1408, 844, 500, 345, 342]

inc_facility = ['札幌市', '苫小牧市', '旭川市', '函館市', '帯広市', '釧路市', '北見市', '中標津町', '稚内市', '根室市', '紋別市', '遠軽町', '枝幸町', '浜頓別町', '訓子府町', '佐呂間町', '羅臼町']
inc_blocks = [['札幌市', '江別市', '北広島市', '石狩市', '当別町', '蘭越町', 'ニセコ町', '真狩村', '留寿都村', '喜茂別町', '京極町', '俱知安町'], ['苫小牧市', '白老町', '厚真町', 'むかわ町', '平取町'], ['函館市', '北斗市', '松前町', '福島町', '知内町', '木古内町', '七飯町', '鹿部町', '森町', '江差町', '上ノ国町', '厚沢部町', '乙部町'], ['深川市', '沼田町', '旭川市', '士別市', '名寄市', '富良野市', '鷹栖町', '東神楽町', '当麻町', '比布町', '愛別町', '上川町', '東川町', '美瑛町', '上富良野町', '中富良野町', '和寒町', '剣淵町', '幌加内町'], ['初山別村', '遠別町', '天塩町', '稚内市', '豊富町', '幌延町'], ['中川町', '猿払村', '浜頓別町', '中頓別町'], ['美深町', '音威子府村', '枝幸町'], ['北見市', '網走市', '美幌町', '津別町', '小清水町', '大空町'], ['下川町', '紋別市', '滝上町', '興部町', '西興部村', '雄武町'], ['訓子府町', '置戸町', '陸別町'], ['佐呂間町'], ['遠軽町', '湧別町'], ['南富良野町', '帯広市', '音更町', '士幌町', '上士幌町', '鹿追町', '新得町', '清水町', '芽室町', '中札内村', '更別村', '大樹町', '広尾町', '幕別町', '池田町', '豊頃町', '本別町', '足寄町', '浦幌町'], ['釧路市', '釧路町', '厚岸町', '標茶町', '鶴居村', '白糖町'], ['浜中町', '根室市'], ['清里町', '斜里町', '弟子屈町', '別海町', '中標津町', '標津町'], ['羅臼町']]

trans_size=[34276, 32045, 31142, 19924, 14728, 11426, 8881, 6721]
trans_facility = ['千歳市', '小樽市', '室蘭市', '岩見沢市', '滝川市', '登別市', '新ひだか町', '今金町']
trans_blocks = [['夕張市', '岩見沢市', '美唄市', '三笠市', '南幌町', '由仁町', '長沼町', '栗山町', '月形町', '新篠津村'], ['芦別市', '赤平市', '滝川市', '砂川市', '歌志内市', '奈井江町', '上砂川町', '浦臼町', '新十津川町', '妹背牛町', '秩父別町', '雨竜町', '北竜町', '留萌市', '増毛町', '小平町', '苫前町', '羽幌町'], ['千歳市', '恵庭市', '安平町', '占冠村'], ['小樽市', '共和町', '岩内町', '泊村', '神恵内村', '積丹町', '古平町', '仁木町', '余市町', '赤井川村'], ['室蘭市', '伊達市', '豊浦町', '壮瞥町', '洞爺湖町'], ['登別市'], ['日高町', '新冠町', '浦河町', '様似町', 'えりも町', '新ひだか町'], ['島牧村', '寿都町', '黒松内町', '八雲町', '長万部町', '今金町', 'せたな町']]

arrows = [[['札幌市'], ['小樽市', '岩見沢市']], [['苫小牧市'], ['千歳市', '室蘭市', '新ひだか町', '登別市']], [['函館市'], ['今金町']], [['旭川市'], ['滝川市']]]


---------------------  コスト情報  ---------------------

TC_direct: {'札幌市': 28415.944230000005, '苫小牧市': 4401.24936, '旭川市': 20262.12759, '函館市': 16569.80124, '帯広市': 19951.381709999998, '釧路市': 5221.74414, '北見市': 12854.343809999998, '中標津町': 4346.36139, '稚内市': 315.13376999999997, '根室市': 1239.6003600000001, '紋別市': 856.03041, '遠軽町': 383.52732000000003, '枝幸町': 505.51443, '浜頓別町': 398.05761000000007, '訓子府町': 211.49892, '佐呂間町': 0.0, '羅臼町': 0.0}
IC_inc: {'札幌市': 157163.9060683825, '苫小牧市': 60008.50123020262, '旭川市': 48122.72679145614, '函館市': 45399.14542194959, '帯広市': 34355.666254093485, '釧路市': 27746.089065790613, '北見市': 21597.07793300774, '中標津町': 8638.377554734197, '稚内市': 7380.248414530357, '根室市': 5977.738680892802, '紋別市': 4824.384342118364, '遠軽町': 3893.5316908905747, '枝幸町': 2259.4571838638476, '浜頓別町': 1562.2642901337167, '訓子府町': 1071.0727617427303, '佐呂間町': 819.6513705542536, '羅臼町': 814.5062559483367}
OC_inc: {'札幌市': 65807.65385045693, '苫小牧市': 55416.95076479826, '旭川市': 57029.98981079683, '函館市': 56553.62390181107, '帯広市': 51261.67049056312, '釧路市': 45433.20587338103, '北見市': 38159.49969580351, '中標津町': 16927.80878262459, '稚内市': 14466.84656585444, '根室市': 11658.634045924002, '紋別市': 9308.970353577859, '遠軽町': 7396.694812585037, '枝幸町': 4052.455964180194, '浜頓別町': 2662.935052124885, '訓子府町': 1719.2392724463773, '佐呂間町': 1255.5578821952079, '羅臼町': 1246.2565078863124}

TC_indirect: {'千歳市': 9901.982039999999, '小樽市': 16034.235779999997, '室蘭市': 24117.348383999997, '岩見沢市': 9671.747352, '滝川市': 12442.699781999998, '登別市': 4329.585624000001, '新ひだか町': 9708.340914, '今金町': 10652.442252}
IC_trans: {'千歳市': 7356.068953142971, '小樽市': 7103.769440475324, '室蘭市': 6999.995543948171, '岩見沢市': 5605.11307913852, '滝川市': 4858.855533639585, '登別市': 4326.863251749411, '新ひだか町': 3869.03853525598, '今金町': 3430.371769282975}
OC_trans: {'千歳市': 5911.052097004702, '小樽市': 5754.127523380359, '室蘭市': 5690.6120425614845, '岩見沢市': 4201.552816030015, '滝川市': 3836.0690676460035, '登別市': 3603.8059150780155, '新ひだか町': 3424.7883390756565, '今金町': 3272.850003363922}


----------------------  輸送情報  ----------------------

direct 札幌市(1086/1228) t/day → receive from: 札幌市, 江別市, 北広島市, 石狩市, 当別町, 蘭越町, ニセコ町, 真狩村, 留寿都村, 喜茂別町, 京極町, 俱知安町
indirect 札幌市(142/1228) t/day → receive from: 中継施設＝ 小樽市(32045) → receive from: 小樽市, 共和町, 岩内町, 泊村, 神恵内村, 積丹町, 古平町, 仁木町, 余市町, 赤井川村
岩見沢市(19924) → receive from: 夕張市, 岩見沢市, 美唄市, 三笠市, 南幌町, 由仁町, 長沼町, 栗山町, 月形町, 新篠津村
direct 苫小牧市(130/364) t/day → receive from: 苫小牧市, 白老町, 厚真町, むかわ町, 平取町
indirect 苫小牧市(235/364) t/day → receive from: 中継施設＝ 千歳市(34276) → receive from: 千歳市, 恵庭市, 安平町, 占冠村
室蘭市(31142) → receive from: 室蘭市, 伊達市, 豊浦町, 壮瞥町, 洞爺湖町
新ひだか町(8881) → receive from: 日高町, 新冠町, 浦河町, 様似町, えりも町, 新ひだか町
登別市(11426) → receive from: 登別市
direct 旭川市(228/268) t/day → receive from: 深川市, 沼田町, 旭川市, 士別市, 名寄市, 富良野市, 鷹栖町, 東神楽町, 当麻町, 比布町, 愛別町, 上川町, 東川町, 美瑛町, 上富良野町, 中富良野町, 和寒町, 剣淵町, 幌加内町
indirect 旭川市(40/268) t/day → receive from: 中継施設＝ 滝川市(14728) → receive from: 芦別市, 赤平市, 滝川市, 砂川市, 歌志内市, 奈井江町, 上砂川町, 浦臼町, 新十津川町, 妹背牛町, 秩父別町, 雨竜町, 北竜町, 留萌市, 増毛町, 小平町, 苫前町, 羽幌町
direct 函館市(229/248) t/day → receive from: 函館市, 北斗市, 松前町, 福島町, 知内町, 木古内町, 七飯町, 鹿部町, 森町, 江差町, 上ノ国町, 厚沢部町, 乙部町
indirect 函館市(18/248) t/day → receive from: 中継施設＝ 今金町(6721) → receive from: 島牧村, 寿都町, 黒松内町, 八雲町, 長万部町, 今金町, せたな町
direct 帯広市(168/168) t/day → receive from: 南富良野町, 帯広市, 音更町, 士幌町, 上士幌町, 鹿追町, 新得町, 清水町, 芽室町, 中札内村, 更別村, 大樹町, 広尾町, 幕別町, 池田町, 豊頃町, 本別町, 足寄町, 浦幌町
direct 釧路市(125/125) t/day → receive from: 釧路市, 釧路町, 厚岸町, 標茶町, 鶴居村, 白糖町
direct 北見市(88/88) t/day → receive from: 北見市, 網走市, 美幌町, 津別町, 小清水町, 大空町
direct 中標津町(25/25) t/day → receive from: 清里町, 斜里町, 弟子屈町, 別海町, 中標津町, 標津町
direct 稚内市(20/20) t/day → receive from: 初山別村, 遠別町, 天塩町, 稚内市, 豊富町, 幌延町
direct 根室市(15/15) t/day → receive from: 浜中町, 根室市
direct 紋別市(11/11) t/day → receive from: 下川町, 紋別市, 滝上町, 興部町, 西興部村, 雄武町
direct 遠軽町(8/8) t/day → receive from: 遠軽町, 湧別町
direct 枝幸町(4/4) t/day → receive from: 美深町, 音威子府村, 枝幸町
direct 浜頓別町(2/2) t/day → receive from: 中川町, 猿払村, 浜頓別町, 中頓別町
direct 訓子府町(1/1) t/day → receive from: 訓子府町, 置戸町, 陸別町
direct 佐呂間町(1/1) t/day → receive from: 佐呂間町
direct 羅臼町(1/1) t/day → receive from: 羅臼町

----------------------  遺伝情報  ----------------------

個体数＝1250
世代数＝1000
0: neval=1250{'avg': 1462596.291860639, 'max': 1754948.7310818734, 'min': 1301012.3713995658} best=1301012.3713995658
1: neval=986{'avg': 1421269.9499335492, 'max': 1632689.240866256, 'min': 1306221.3482324663} best=1301012.3713995658
2: neval=993{'avg': 1393979.7950386906, 'max': 1626882.4672756812, 'min': 1309980.3844876033} best=1301012.3713995658
3: neval=979{'avg': 1375638.8724574638, 'max': 1531907.4080417496, 'min': 1294602.443037078} best=1294602.443037078
4: neval=987{'avg': 1361900.7855992795, 'max': 1807146.927682566, 'min': 1278449.2184816278} best=1278449.2184816278
5: neval=1012{'avg': 1348273.8870401848, 'max': 1560820.4109188544, 'min': 1267976.7300552418} best=1267976.7300552418
6: neval=975{'avg': 1333237.1284810975, 'max': 1573923.6345989285, 'min': 1254841.2595139658} best=1254841.2595139658
7: neval=995{'avg': 1320633.7850432324, 'max': 1481767.0084533242, 'min': 1264443.768740981} best=1254841.2595139658
8: neval=999{'avg': 1309978.9632058148, 'max': 1608874.7281272444, 'min': 1258527.1299542421} best=1254841.2595139658
9: neval=1029{'avg': 1300535.2527213856, 'max': 1508825.037959413, 'min': 1256446.4996943076} best=1254841.2595139658
10: neval=1031{'avg': 1290783.5445774097, 'max': 1464240.3893897845, 'min': 1248167.0446388295} best=1248167.0446388295
11: neval=993{'avg': 1282398.104700342, 'max': 1575465.833905885, 'min': 1245583.389674421} best=1245583.389674421
12: neval=984{'avg': 1273748.6664148585, 'max': 1515776.0753771835, 'min': 1235914.6312261873} best=1235914.6312261873
13: neval=986{'avg': 1267716.0955025947, 'max': 1722807.1448189616, 'min': 1232426.2436133751} best=1232426.2436133751
14: neval=968{'avg': 1258493.374573532, 'max': 1357030.9557616757, 'min': 1212036.062572037} best=1212036.062572037
15: neval=1024{'avg': 1251537.0187278774, 'max': 1519272.1538424864, 'min': 1212036.062572037} best=1212036.062572037
16: neval=999{'avg': 1243706.0743751978, 'max': 1480429.4340726521, 'min': 1214948.381166713} best=1212036.062572037
17: neval=1006{'avg': 1238577.408879653, 'max': 1468911.4163810834, 'min': 1212365.128194714} best=1212036.062572037
18: neval=977{'avg': 1231635.9423709728, 'max': 1474571.9840101763, 'min': 1211143.775185617} best=1211143.775185617
19: neval=992{'avg': 1226541.9890094504, 'max': 1628153.1406285195, 'min': 1207889.2937544594} best=1207889.2937544594
20: neval=1001{'avg': 1222383.1230759232, 'max': 1471413.0370425659, 'min': 1207509.6420012556} best=1207509.6420012556
21: neval=996{'avg': 1218351.747261787, 'max': 1498877.324689912, 'min': 1201232.5335206029} best=1201232.5335206029
22: neval=993{'avg': 1214364.7499813973, 'max': 1637308.272303518, 'min': 1201227.6476683116} best=1201227.6476683116
23: neval=970{'avg': 1211280.2579748963, 'max': 1444939.069744103, 'min': 1195093.875206323} best=1195093.875206323
24: neval=986{'avg': 1208601.2900727685, 'max': 1946562.1711278444, 'min': 1194727.797806999} best=1194727.797806999
25: neval=1019{'avg': 1206148.8244114914, 'max': 1370642.0584589879, 'min': 1191988.8553272297} best=1191988.8553272297
26: neval=1008{'avg': 1204508.7188642889, 'max': 1834475.2302841197, 'min': 1188444.4946246294} best=1188444.4946246294
27: neval=1027{'avg': 1200872.37879354, 'max': 1402080.921583823, 'min': 1179480.2252660664} best=1179480.2252660664
28: neval=983{'avg': 1198306.0946137474, 'max': 1508424.430976433, 'min': 1180074.6077145976} best=1179480.2252660664
29: neval=1014{'avg': 1195958.6224478844, 'max': 1564093.0290708405, 'min': 1175427.2812440782} best=1175427.2812440782
30: neval=977{'avg': 1192722.7116095063, 'max': 1604785.8091097747, 'min': 1175427.2812440782} best=1175427.2812440782
31: neval=1001{'avg': 1189969.076214862, 'max': 1541240.5607917616, 'min': 1170246.1631902242} best=1170246.1631902242
32: neval=974{'avg': 1187501.7575578864, 'max': 1739594.0718961137, 'min': 1170891.759982505} best=1170246.1631902242
33: neval=946{'avg': 1181946.1383432804, 'max': 1517286.3710291688, 'min': 1169188.3930560425} best=1169188.3930560425
34: neval=975{'avg': 1177656.7491181863, 'max': 1494536.911664919, 'min': 1167547.0797139686} best=1167547.0797139686
35: neval=978{'avg': 1174440.2947141384, 'max': 1726401.1290996983, 'min': 1167547.0797139686} best=1167547.0797139686
36: neval=1027{'avg': 1173314.4943719208, 'max': 1585111.4926974801, 'min': 1166754.731379829} best=1166754.731379829
37: neval=966{'avg': 1171671.2684471486, 'max': 1387934.3179821458, 'min': 1166608.5509552218} best=1166608.5509552218
38: neval=991{'avg': 1170528.2535334001, 'max': 1467900.1377299186, 'min': 1165599.921439643} best=1165599.921439643
39: neval=993{'avg': 1170438.9946526382, 'max': 1433170.9279585022, 'min': 1165081.8204117327} best=1165081.8204117327
40: neval=994{'avg': 1169356.6815774732, 'max': 1545450.0764312157, 'min': 1165081.8204117327} best=1165081.8204117327
41: neval=973{'avg': 1167746.4191530426, 'max': 1436343.8263050355, 'min': 1165081.8204117327} best=1165081.8204117327
42: neval=985{'avg': 1167772.6937984677, 'max': 1497876.277461976, 'min': 1165081.8204117327} best=1165081.8204117327
43: neval=1017{'avg': 1167906.6544148647, 'max': 1567284.480821411, 'min': 1164527.3115925093} best=1164527.3115925093
44: neval=1017{'avg': 1166251.2764770302, 'max': 1399638.46171948, 'min': 1164348.0435460745} best=1164348.0435460745
45: neval=1010{'avg': 1166539.1970937743, 'max': 1490172.4398184335, 'min': 1164348.0435460745} best=1164348.0435460745
46: neval=969{'avg': 1166585.3494362435, 'max': 1458281.4474122606, 'min': 1164348.0435460745} best=1164348.0435460745
47: neval=1003{'avg': 1165845.7145202167, 'max': 1327365.2735720342, 'min': 1164348.0435460745} best=1164348.0435460745
48: neval=973{'avg': 1165859.9456685386, 'max': 1403086.1247019772, 'min': 1164348.0435460745} best=1164348.0435460745
49: neval=949{'avg': 1165528.2709648209, 'max': 1773955.7790365845, 'min': 1164348.0435460745} best=1164348.0435460745
50: neval=981{'avg': 1165121.005067292, 'max': 1411078.3689716514, 'min': 1164348.0435460745} best=1164348.0435460745
51: neval=997{'avg': 1165446.8569731773, 'max': 1425795.8817983854, 'min': 1164348.0435460745} best=1164348.0435460745
52: neval=973{'avg': 1165559.3468660126, 'max': 1386460.111217604, 'min': 1164348.0435460745} best=1164348.0435460745
53: neval=988{'avg': 1164535.781733058, 'max': 1255397.8222191993, 'min': 1164348.0435460745} best=1164348.0435460745
54: neval=973{'avg': 1165773.450921092, 'max': 1677801.8741889421, 'min': 1164348.0435460745} best=1164348.0435460745
55: neval=983{'avg': 1165634.690103289, 'max': 1454496.9379573148, 'min': 1164348.0435460745} best=1164348.0435460745
56: neval=998{'avg': 1165841.6921289067, 'max': 1598079.3579724722, 'min': 1164348.0435460745} best=1164348.0435460745
57: neval=1029{'avg': 1165416.7754467896, 'max': 1528265.9726358138, 'min': 1164348.0435460745} best=1164348.0435460745
58: neval=993{'avg': 1166249.2858856083, 'max': 1610760.9401824982, 'min': 1164348.0435460745} best=1164348.0435460745
59: neval=1013{'avg': 1165007.5366225059, 'max': 1341216.2100411183, 'min': 1164348.0435460745} best=1164348.0435460745
60: neval=979{'avg': 1165774.1927101833, 'max': 1628290.0373845992, 'min': 1164348.0435460745} best=1164348.0435460745
61: neval=959{'avg': 1165022.0672206653, 'max': 1504000.8327378603, 'min': 1164348.0435460745} best=1164348.0435460745
62: neval=1007{'avg': 1165957.0421739812, 'max': 1488693.3398338964, 'min': 1164348.0435460745} best=1164348.0435460745
63: neval=989{'avg': 1166460.9759644528, 'max': 1557613.037571047, 'min': 1164348.0435460745} best=1164348.0435460745
64: neval=976{'avg': 1165508.913378199, 'max': 1406017.8144172141, 'min': 1164348.0435460745} best=1164348.0435460745
65: neval=1021{'avg': 1165868.1066949808, 'max': 1578357.26856216, 'min': 1164348.0435460745} best=1164348.0435460745
66: neval=989{'avg': 1165123.9146735442, 'max': 1490152.777382605, 'min': 1164348.0435460745} best=1164348.0435460745
67: neval=981{'avg': 1166463.9306487278, 'max': 1684290.6019699979, 'min': 1164348.0435460745} best=1164348.0435460745
68: neval=1013{'avg': 1165888.1212550625, 'max': 1559609.6951570525, 'min': 1164348.0435460745} best=1164348.0435460745
69: neval=990{'avg': 1165866.5736103368, 'max': 1455947.6771870495, 'min': 1164348.0435460745} best=1164348.0435460745
70: neval=971{'avg': 1166892.876958856, 'max': 1730545.1794084096, 'min': 1164348.0435460745} best=1164348.0435460745
71: neval=1006{'avg': 1165523.1191099784, 'max': 1532212.8379508092, 'min': 1164348.0435460745} best=1164348.0435460745
72: neval=990{'avg': 1165551.0284910442, 'max': 1380766.5559766926, 'min': 1164348.0435460745} best=1164348.0435460745
73: neval=995{'avg': 1166593.8314878915, 'max': 1645234.3414115473, 'min': 1164348.0435460745} best=1164348.0435460745
74: neval=982{'avg': 1166207.163240945, 'max': 1570450.211694426, 'min': 1164348.0435460745} best=1164348.0435460745
