局----------------------  実行情報  ----------------------
実行時間＝3112秒
個体数＝1350
合計世代数＝100
=============================
Total cost: 11434508.40105121
=============================
------------------------  前提  ------------------------

waste=sanpai

ごみ量37位以内：
苫小牧市 (2039382), 釧路市 (1177668), 札幌市 (728360), 室蘭市 (677679), 登別市 (430316), 伊達市 (334124), 帯広市 (182218), 旭川市 (138210), 函館市 (133081), 釧路町 (121597), 白老町 (99038), 北見市 (91496), 小樽市 (91037), 千歳市 (69923), 江別市 (64214), 安平町 (60328), 洞爺湖町 (54767), 厚岸町 (49048), 岩見沢市 (47176), 稚内市 (46228), 音更町 (44302), 標茶町 (43861), むかわ町 (42881), 厚真町 (42445), 北斗市 (42381), 弟子屈町 (39869), 恵庭市 (36267), 豊浦町 (36146), 中標津町 (35109), 浜中町 (33093), 北広島市 (30922), 七飯町 (30521), 網走市 (28124), 幕別町 (26726), 石狩市 (26551), 滝川市 (24546), 根室市 (24477)

焼却施設数: 10
中継施設数: 17

輸送単価＝ 877 円/t/km
--------------------  GAPlot_input  --------------------

waste_name ='sanpai'
unit ='t/year'

inc_size= [2439263, 1551396, 1107995, 1062229, 478495, 325699, 319778, 272299, 232629, 78509]
inc_facility = ['苫小牧市', '釧路市', '登別市', '札幌市', '伊達市', '帯広市', '旭川市', '函館市', '美幌町', '稚内市']
inc_blocks = [['南幌町', '札幌市', '江別市', '北広島市', '石狩市', '当別町'], ['苫小牧市'], ['登別市'], ['島牧村', '寿都町', '黒松内町', '蘭越町', 'ニセコ町', '真狩村', '留寿都村', '喜茂別町', '京極町', '俱知安町', '伊達市', '豊浦町', '壮瞥町', '洞爺湖町'], ['函館市', '北斗市', '松前町', '福島町', '知内町', '木古内町', '七飯町', '鹿部町', '森町', '江差町', '上ノ国町', '厚沢部町', '乙部町'], ['芦別市', '深川市', '秩父別町', '沼田町', '旭川市', '富良野市', '鷹栖町', '東神楽町', '当麻町', '比布町', '愛別町', '上川町', '東川町', '美瑛町', '上富良野町', '中富良野町', '和寒町', '幌加内町', '留萌市', '小平町'], ['中川町', '初山別村', '遠別町', '天塩町', '稚内市', '猿払村', '浜頓別町', '中頓別町', '枝幸町', '豊富町', '幌延町'], ['網走市', '美幌町', '津別町', '清里町', '斜里町', '小清水町', '佐呂間町', '大空町', '陸別町'], ['南富良野町', '帯広市', '音更町', '士幌町', '上士幌町', '鹿追町', '新得町', '清水町', '芽室町', '中札内村', '更別村', '大樹町', '広尾町', '幕別町', '池田町', '豊頃町', '本別町', '足寄町', '浦幌町'], ['釧路市', '釧路町', '鶴居村', '白糠町']]

trans_size=[677679, 167381, 125721, 99038, 97433, 95176, 82141, 77838, 62104, 49445, 43861, 39869, 39070, 36029, 34866, 28330, 24477]
trans_facility = ['室蘭市', '千歳市', '小樽市', '白老町', 'むかわ町', '北見市', '厚岸町', '岩見沢市', '中標津町', '滝川市', '標茶町', '弟子屈町', '士別市', '新ひだか町', '湧別町', '八雲町', '根室市']
trans_blocks = [['夕張市', '岩見沢市', '美唄市', '三笠市', '由仁町', '長沼町', '栗山町', '月形町', '新篠津村'], ['赤平市', '滝川市', '砂川市', '歌志内市', '奈井江町', '上砂川町', '浦臼町', '新十津川町', '妹背牛町', '雨竜町', '北竜町', '増毛町'], ['千歳市', '恵庭市', '安平町', '占冠村'], ['小樽市', '共和町', '岩内町', '泊村', '神恵内村', '積丹町', '古平町', '仁木町', '余市町', '赤井川村'], ['室蘭市'], ['白老町'], ['新冠町', '浦河町', '様似町', 'えりも町', '新ひだか町'], ['士別市', '名寄市', '剣淵町', '下川町', '美深町', '音威子府村', '苫前町', '羽幌町', '西興部村'], ['弟子屈町'], ['根室市'], ['八雲町', '長万部町', '今金町', 'せたな町'], ['北見市', '訓子府町', '置戸町'], ['紋別市', '遠軽町', '湧別町', '滝上町', '興部町', '雄武町'], ['厚岸町', '浜中町'], ['厚真町', 'むかわ町', '日高町', '平取町'], ['標茶町'], ['別海町', '中標津町', '標津町', '羅臼町']]

arrows = [[['札幌市'], ['小樽市', '岩見沢市']], [['苫小牧市'], ['千歳市', '白老町', '新ひだか町', 'むかわ町']], [['登別市'], ['室蘭市']], [['函館市'], ['八雲町']], [['旭川市'], ['士別市', '滝川市']], [['美幌町'], ['湧別町', '北見市', '弟子屈町']], [['釧路市'], ['根室市', '中標津町', '厚岸町', '標茶町']]]


---------------------  コスト情報  ---------------------
[2049218.8610675996, 2872314.4542175015, 4507375.568671874, 1467098.6748045525, 264527.71632316953, 273973.12596651627]

TC_direct: {'苫小牧市': 0.0, '釧路市': 205083.3241966, '登別市': 0.0, '札幌市': 233915.96646159998, '伊達市': 322381.90782970004, '帯広市': 309207.7568684, '旭川市': 319579.3903964, '函館市': 286608.7125592, '美幌町': 147653.3735835, '稚内市': 224788.42917219998}
IC_inc: {'苫小牧市': 1383297.6752423083, '釧路市': 879791.3468864225, '登別市': 628340.1616308291, '札幌市': 602386.420109255, '伊達市': 271352.87220569, '帯広市': 185144.59186416608, '旭川市': 182711.63997577372, '函館市': 162719.12027952564, '美幌町': 145256.31646085661, '稚内市': 66375.42401704588}
OC_inc: {'苫小牧市': 438276.86442847835, '釧路市': 278748.5295217792, '登別市': 199080.03950473233, '札幌市': 190856.99058486032, '伊達市': 85974.03734025595, '帯広市': 58520.27291337218, '旭川市': 57456.41169206025, '函館市': 48925.57789258896, '美幌町': 41797.83348295469, '稚内市': 67462.11744347046}

TC_indirect: {'室蘭市': 358323.38116110006, '千歳市': 290518.23620670004, '小樽市': 267518.21403449995, '白老町': 74164.853895, 'むかわ町': 196276.3322923, '北見市': 76682.3792012, '厚岸町': 222264.95832669997, '岩見沢市': 155683.2707441, '中標津町': 247706.8460019, '滝川市': 119765.84787809999, '標茶町': 65648.2806767, '弟子屈町': 72717.61131839998, '士別市': 168120.3193561, '新ひだか町': 160778.8031854, '湧別町': 166862.138521, '八雲町': 135229.7858219, '根室市': 94053.1955964}
IC_trans: {'室蘭市': 58308.0340244253, '千歳市': 22012.54211899579, '小樽市': 18568.06717200099, '白老町': 16223.64309900052, 'むかわ町': 15961.856833833628, '北見市': 15873.853782247748, '厚岸町': 14537.339389361081, '岩見沢市': 14148.271881324543, '中標津町': 12593.234031159203, '滝川市': 11090.369696707741, '標茶町': 10543.177042349018, '弟子屈町': 9877.132301761148, '士別市': 9821.848383936238, '新ひだか町': 9404.522309150798, '湧別町': 9318.29255042215, '八雲町': 8395.544092371953, '根室市': 7849.987614121693}
OC_trans: {'室蘭市': 73347.72576399347, '千歳市': 23087.930022785564, '小樽市': 19001.34466983611, '白老町': 16255.275348952313, 'むかわ町': 16171.819125957909, '北見市': 15353.901777699217, '厚岸町': 13958.753688105198, '岩見沢市': 13723.298452443094, '中標津町': 12130.497493387822, '滝川市': 10664.488278490857, '標茶町': 9608.018246106016, '弟子屈町': 9344.259516360027, '士別市': 9290.450635803736, '新ひだか町': 8382.196098137043, '湧別町': 8300.993446717925, '八雲町': 7825.567903720223, '根室市': 7526.6054980197505}


----------------------  輸送情報  ----------------------

direct 苫小牧市(5587/6683) t/day → receive from: 苫小牧市
indirect 苫小牧市(1096/6683) t/day → receive from: 中継施設＝ 千歳市(167381) → receive from: 千歳市, 恵庭市, 安平町, 占冠村
白老町(99038) → receive from: 白老町
新ひだか町(36029) → receive from: 新冠町, 浦河町, 様似町, えりも町, 新ひだか町
むかわ町(97433) → receive from: 厚真町, むかわ町, 日高町, 平取町
direct 釧路市(3668/4250) t/day → receive from: 釧路市, 釧路町, 鶴居村, 白糠町
indirect 釧路市(582/4250) t/day → receive from: 中継施設＝ 根室市(24477) → receive from: 根室市
中標津町(62104) → receive from: 別海町, 中標津町, 標津町, 羅臼町
厚岸町(82141) → receive from: 厚岸町, 浜中町
標茶町(43861) → receive from: 標茶町
direct 登別市(1179/3036) t/day → receive from: 登別市
indirect 登別市(1857/3036) t/day → receive from: 中継施設＝ 室蘭市(677679) → receive from: 室蘭市
direct 札幌市(2353/2910) t/day → receive from: 南幌町, 札幌市, 江別市, 北広島市, 石狩市, 当別町
indirect 札幌市(558/2910) t/day → receive from: 中継施設＝ 小樽市(125721) → receive from: 小樽市, 共和町, 岩内町, 泊村, 神恵内村, 積丹町, 古平町, 仁木町, 余市町, 赤井川村
岩見沢市(77838) → receive from: 夕張市, 岩見沢市, 美唄市, 三笠市, 由仁町, 長沼町, 栗山町, 月形町, 新篠津村
direct 伊達市(1311/1311) t/day → receive from: 島牧村, 寿都町, 黒松内町, 蘭越町, ニセコ町, 真狩村, 留寿都村, 喜茂別町, 京極町, 俱知安町, 伊達市, 豊浦町, 壮瞥町, 洞爺湖町
direct 帯広市(892/892) t/day → receive from: 南富良野町, 帯広市, 音更町, 士幌町, 上士幌町, 鹿追町, 新得町, 清水町, 芽室町, 中札内村, 更別村, 大樹町, 広尾町, 幕別町, 池田町, 豊頃町, 本別町, 足寄町, 浦幌町
direct 旭川市(634/876) t/day → receive from: 芦別市, 深川市, 秩父別町, 沼田町, 旭川市, 富良野市, 鷹栖町, 東神楽町, 当麻町, 比布町, 愛別町, 上川町, 東川町, 美瑛町, 上富良野町, 中富良野町, 和寒町, 幌加内町, 留萌市, 小平町
indirect 旭川市(243/876) t/day → receive from: 中継施設＝ 士別市(39070) → receive from: 士別市, 名寄市, 剣淵町, 下川町, 美深町, 音威子府村, 苫前町, 羽幌町, 西興部村
滝川市(49445) → receive from: 赤平市, 滝川市, 砂川市, 歌志内市, 奈井江町, 上砂川町, 浦臼町, 新十津川町, 妹背牛町, 雨竜町, 北竜町, 増毛町
direct 函館市(668/746) t/day → receive from: 函館市, 北斗市, 松前町, 福島町, 知内町, 木古内町, 七飯町, 鹿部町, 森町, 江差町, 上ノ国町, 厚沢部町, 乙部町
indirect 函館市(78/746) t/day → receive from: 中継施設＝ 八雲町(28330) → receive from: 八雲町, 長万部町, 今金町, せたな町
direct 美幌町(172/637) t/day → receive from: 網走市, 美幌町, 津別町, 清里町, 斜里町, 小清水町, 佐呂間町, 大空町, 陸別町
indirect 美幌町(466/637) t/day → receive from: 中継施設＝ 湧別町(34866) → receive from: 紋別市, 遠軽町, 湧別町, 滝上町, 興部町, 雄武町
北見市(95176) → receive from: 北見市, 訓子府町, 置戸町
弟子屈町(39869) → receive from: 弟子屈町
direct 稚内市(215/215) t/day → receive from: 中川町, 初山別村, 遠別町, 天塩町, 稚内市, 猿払村, 浜頓別町, 中頓別町, 枝幸町, 豊富町, 幌延町

----------------------  遺伝情報  ----------------------

個体数＝1350
世代数＝100
0: neval=1350{'avg': inf, 'max': inf, 'min': 13594983.23974403} best=13594983.23974403
1: neval=1097{'avg': inf, 'max': inf, 'min': 14227947.822959147} best=13594983.23974403
2: neval=1077{'avg': inf, 'max': inf, 'min': 14227947.822959147} best=13594983.23974403
3: neval=1069{'avg': inf, 'max': inf, 'min': 14825638.082862077} best=13594983.23974403
4: neval=1085{'avg': inf, 'max': inf, 'min': 14930945.857380373} best=13594983.23974403
5: neval=1087{'avg': inf, 'max': inf, 'min': 14930945.857380373} best=13594983.23974403
6: neval=1056{'avg': inf, 'max': inf, 'min': 14930945.857380373} best=13594983.23974403
7: neval=1084{'avg': inf, 'max': inf, 'min': 14177347.741753126} best=13594983.23974403
8: neval=1066{'avg': inf, 'max': inf, 'min': 14504795.053740714} best=13594983.23974403
9: neval=1087{'avg': inf, 'max': inf, 'min': 13974815.51323106} best=13594983.23974403
10: neval=1060{'avg': inf, 'max': inf, 'min': 13591272.722000226} best=13591272.722000226
11: neval=1082{'avg': inf, 'max': inf, 'min': 13591272.722000226} best=13591272.722000226
12: neval=1058{'avg': inf, 'max': inf, 'min': 13591272.722000226} best=13591272.722000226
13: neval=1099{'avg': inf, 'max': inf, 'min': 13480397.185164265} best=13480397.185164265
14: neval=1044{'avg': inf, 'max': inf, 'min': 13464423.177943189} best=13464423.177943189
15: neval=1031{'avg': inf, 'max': inf, 'min': 13464423.177943189} best=13464423.177943189
16: neval=1047{'avg': inf, 'max': inf, 'min': 13186086.970480664} best=13186086.970480664
17: neval=1062{'avg': inf, 'max': inf, 'min': 13025973.245585382} best=13025973.245585382
18: neval=1073{'avg': inf, 'max': inf, 'min': 13025973.245585382} best=13025973.245585382
19: neval=1046{'avg': inf, 'max': inf, 'min': 12858338.97075824} best=12858338.97075824
20: neval=1088{'avg': inf, 'max': inf, 'min': 12621757.707844356} best=12621757.707844356
21: neval=1073{'avg': 14014055.39929056, 'max': 32785400.59769444, 'min': 12583297.828418884} best=12583297.828418884
22: neval=1055{'avg': inf, 'max': inf, 'min': 12522632.815919273} best=12522632.815919273
23: neval=1084{'avg': inf, 'max': inf, 'min': 12251192.578747818} best=12251192.578747818
24: neval=1087{'avg': 13381732.380461598, 'max': 33819054.579998344, 'min': 12251192.578747818} best=12251192.578747818
25: neval=1085{'avg': 13099020.51406018, 'max': 30768814.234243542, 'min': 12251192.578747818} best=12251192.578747818
26: neval=1086{'avg': 12953402.589243492, 'max': 28694389.35743246, 'min': 12162204.219818655} best=12162204.219818655
27: neval=1074{'avg': 12886178.68370007, 'max': 23252393.492683765, 'min': 12077359.50677999} best=12077359.50677999
28: neval=1056{'avg': 12743687.450298917, 'max': 31046993.111911763, 'min': 12077359.50677999} best=12077359.50677999
29: neval=1096{'avg': 12636773.90114519, 'max': 27187592.12597002, 'min': 12077359.50677999} best=12077359.50677999
30: neval=1045{'avg': 12529291.291556483, 'max': 18376135.150798187, 'min': 12077359.50677999} best=12077359.50677999
31: neval=1053{'avg': inf, 'max': inf, 'min': 12077359.50677999} best=12077359.50677999
32: neval=1059{'avg': 12461025.015739385, 'max': 31156882.18564793, 'min': 12077359.50677999} best=12077359.50677999
33: neval=1077{'avg': 12456550.95462457, 'max': 28577064.648519628, 'min': 12072267.72147584} best=12072267.72147584
34: neval=1054{'avg': 12386783.434223574, 'max': 23609976.262487907, 'min': 11984067.024957594} best=11984067.024957594
35: neval=1060{'avg': 12395477.390680242, 'max': 26271721.7212127, 'min': 11891251.90391487} best=11891251.90391487
36: neval=1078{'avg': 12382717.759623554, 'max': 29596478.708183512, 'min': 11891251.90391487} best=11891251.90391487
37: neval=1086{'avg': 12307537.446744483, 'max': 29930376.977405056, 'min': 11859422.031458091} best=11859422.031458091
38: neval=1095{'avg': inf, 'max': inf, 'min': 11806741.369361145} best=11806741.369361145
39: neval=1082{'avg': 12183468.243220065, 'max': 26922038.433132127, 'min': 11764839.622645847} best=11764839.622645847
40: neval=1055{'avg': 12215656.434440102, 'max': 29637749.994046327, 'min': 11764839.622645847} best=11764839.622645847
41: neval=1067{'avg': 12187415.852471968, 'max': 39182348.205974296, 'min': 11764839.622645847} best=11764839.622645847
42: neval=1073{'avg': 12133779.836077834, 'max': 30579693.050201304, 'min': 11708674.862882707} best=11708674.862882707
43: neval=1038{'avg': 12048989.748210749, 'max': 27273815.478318952, 'min': 11729129.883225577} best=11708674.862882707
44: neval=1077{'avg': 12009641.269093724, 'max': 24719742.878664028, 'min': 11720076.084743785} best=11708674.862882707
45: neval=1054{'avg': 11933541.26243117, 'max': 22638664.023657598, 'min': 11695690.39558405} best=11695690.39558405
46: neval=1065{'avg': 11901458.70839509, 'max': 26305933.949163307, 'min': 11684860.590979569} best=11684860.590979569
47: neval=1074{'avg': 11849772.104604986, 'max': 23705077.55258473, 'min': 11673115.137146093} best=11673115.137146093
48: neval=1081{'avg': 11793830.264485223, 'max': 25140760.464082807, 'min': 11642742.977868712} best=11642742.977868712
49: neval=1078{'avg': 11747657.524531404, 'max': 19204217.2279061, 'min': 11642742.977868712} best=11642742.977868712
50: neval=1067{'avg': 11732351.154215243, 'max': 24020523.801608242, 'min': 11642742.977868712} best=11642742.977868712
51: neval=1041{'avg': 11755213.473154258, 'max': 26535097.794294238, 'min': 11636828.66298831} best=11636828.66298831
52: neval=1016{'avg': 11702820.560699468, 'max': 30304325.72371469, 'min': 11624719.58148647} best=11624719.58148647
53: neval=1067{'avg': 11705480.31106115, 'max': 21870170.826543935, 'min': 11624719.58148647} best=11624719.58148647
54: neval=1089{'avg': 11658134.533087406, 'max': 20750875.522749543, 'min': 11624719.58148647} best=11624719.58148647
55: neval=1045{'avg': 11641715.07353745, 'max': 13667866.06385873, 'min': 11623682.273759423} best=11623682.273759423
56: neval=1082{'avg': 11657789.885929842, 'max': 22317354.407605287, 'min': 11623682.273759423} best=11623682.273759423
57: neval=1091{'avg': 11662515.958798273, 'max': 28000666.72304292, 'min': 11623682.273759423} best=11623682.273759423
58: neval=1094{'avg': 11659433.475401208, 'max': 23744513.644277494, 'min': 11623682.273759423} best=11623682.273759423
59: neval=1102{'avg': 11673855.816570178, 'max': 20885269.038215205, 'min': 11623682.273759423} best=11623682.273759423
60: neval=1056{'avg': 11646589.528392075, 'max': 16895798.879257157, 'min': 11623682.273759423} best=11623682.273759423
61: neval=1083{'avg': 11655856.093388548, 'max': 21163205.134411525, 'min': 11623682.273759423} best=11623682.273759423
62: neval=1089{'avg': 11649802.639013039, 'max': 17970907.651536074, 'min': 11623682.273759423} best=11623682.273759423
63: neval=1075{'avg': 11649452.856712835, 'max': 25929093.381024085, 'min': 11623682.273759423} best=11623682.273759423
64: neval=1109{'avg': 11663968.269746408, 'max': 28625002.642768685, 'min': 11623682.273759423} best=11623682.273759423
65: neval=1082{'avg': 11648501.85142226, 'max': 19455537.963547368, 'min': 11623682.273759423} best=11623682.273759423
66: neval=1043{'avg': 11648813.297449263, 'max': 18477575.332258485, 'min': 11623682.273759423} best=11623682.273759423
67: neval=1052{'avg': 11667157.941926802, 'max': 21307426.194113564, 'min': 11623682.273759423} best=11623682.273759423
68: neval=1080{'avg': 11672518.914864872, 'max': 22542721.363571968, 'min': 11623682.273759423} best=11623682.273759423
69: neval=1073{'avg': 11660071.364826158, 'max': 20025297.05400285, 'min': 11623682.273759423} best=11623682.273759423
70: neval=1074{'avg': 11637030.877027513, 'max': 19179537.321416806, 'min': 11623682.273759423} best=11623682.273759423
71: neval=1061{'avg': 11642499.082033938, 'max': 22444239.98373402, 'min': 11623682.273759423} best=11623682.273759423
72: neval=1051{'avg': 11666585.178407123, 'max': 21465177.88533601, 'min': 11623682.273759423} best=11623682.273759423
73: neval=1082{'avg': 11638887.310662955, 'max': 16221800.312746784, 'min': 11608576.804888502} best=11608576.804888502
74: neval=1059{'avg': 11636227.018505841, 'max': 18284189.748167854, 'min': 11608576.804888502} best=11608576.804888502
75: neval=1037{'avg': 11641365.478556883, 'max': 18472068.17221244, 'min': 11608576.804888502} best=11608576.804888502
76: neval=1073{'avg': 11664876.1776446, 'max': 27317366.01890484, 'min': 11608576.804888502} best=11608576.804888502
77: neval=1078{'avg': 11667194.296031084, 'max': 23134666.29009693, 'min': 11608576.804888502} best=11608576.804888502
78: neval=1061{'avg': 11649993.917105982, 'max': 21710336.15313554, 'min': 11608576.804888502} best=11608576.804888502
79: neval=1051{'avg': 11645450.404534921, 'max': 17190896.21988028, 'min': 11608576.804888502} best=11608576.804888502
80: neval=1074{'avg': 11645793.791895952, 'max': 23963856.661161453, 'min': 11608576.804888502} best=11608576.804888502
81: neval=1066{'avg': 11630025.160907779, 'max': 21388337.888335098, 'min': 11608576.804888502} best=11608576.804888502
82: neval=1059{'avg': 11633992.343982138, 'max': 17489077.97874213, 'min': 11608576.804888502} best=11608576.804888502
83: neval=1076{'avg': 11644399.096804691, 'max': 17695097.33417284, 'min': 11608576.804888502} best=11608576.804888502
84: neval=1078{'avg': 11650908.21195105, 'max': 20528760.86430624, 'min': 11608576.804888502} best=11608576.804888502
85: neval=1040{'avg': 11625704.727157976, 'max': 18082924.830541506, 'min': 11608576.804888502} best=11608576.804888502
86: neval=1080{'avg': 11636453.681124788, 'max': 18241809.03700118, 'min': 11608576.804888502} best=11608576.804888502
87: neval=1057{'avg': 11662866.37001332, 'max': 27362335.33425966, 'min': 11608576.804888502} best=11608576.804888502
88: neval=1063{'avg': 11634645.920729429, 'max': 19839309.223517973, 'min': 11608576.804888502} best=11608576.804888502
89: neval=1070{'avg': 11638394.509294167, 'max': 19227932.964582827, 'min': 11608576.804888502} best=11608576.804888502
90: neval=1087{'avg': 11636954.294730615, 'max': 19540434.25408645, 'min': 11608576.804888502} best=11608576.804888502
91: neval=1071{'avg': 11634459.242457397, 'max': 18095848.754714936, 'min': 11608576.804888502} best=11608576.804888502
