局----------------------  実行情報  ----------------------
実行時間＝917秒
個体数＝650
合計世代数＝100
==============================
Total cost: 17517315.985395037
==============================
------------------------  前提  ------------------------

waste=sanpai

ごみ量23位以内：
苫小牧市 (2039382), 釧路市 (1177668), 札幌市 (728360), 室蘭市 (677679), 登別市 (430316), 伊達市 (334124), 帯広市 (182218), 旭川市 (138210), 函館市 (133081), 釧路町 (121597), 白老町 (99038), 北見市 (91496), 小樽市 (91037), 千歳市 (69923), 江別市 (64214), 安平町 (60328), 洞爺湖町 (54767), 厚岸町 (49048), 岩見沢市 (47176), 稚内市 (46228), 音更町 (44302), 標茶町 (43861), むかわ町 (42881)

焼却施設数: 5
中継施設数: 8

輸送単価＝ 877 円/t/km
--------------------  GAPlot_input  --------------------

waste_name ='sanpai'
unit ='t/year'

inc_size= [2402133, 2103673, 1858789, 1098496, 405201]
inc_facility = ['苫小牧市', '釧路市', '室蘭市', '札幌市', '旭川市']
inc_blocks = [['夕張市', '岩見沢市', '美唄市', '三笠市', '南幌町', '由仁町', '長沼町', '栗山町', '月形町', '札幌市', '江別市', '恵庭市', '北広島市', '石狩市', '当別町', '新篠津村', '小樽市', '共和町', '岩内町', '泊村', '神恵内村', '積丹町', '古平町', '仁木町', '余市町', '赤井川村'], ['室蘭市', '八雲町', 'せたな町'], ['千歳市', '苫小牧市', '白老町', '厚真町', '安平町', 'むかわ町', '日高町', '平取町', '新冠町', '浦河町', '様似町', 'えりも町', '新ひだか町'], ['芦別市', '赤平市', '滝川市', '砂川市', '歌志内市', '深川市', '奈井江町', '上砂川町', '浦臼町', '新十津川町', '妹背牛町', '秩父別町', '雨竜町', '北竜町', '沼田町', '旭川市', '士別市', '名寄市', '富良野市', '鷹栖町', '東神楽町', '当麻町', '比布町', '愛別町', '上川町', '東川町', '美瑛町', '上富良野町', '中富良野町', '南富良野町', '占冠村', '和寒町', '剣淵町', '下川町', '美深町', '音威子府村', '中川町', '幌加内町', '留萌市', '増毛町', '小平町', '苫前町', '羽幌町', '初山別村', '中頓別町', '枝幸町', '滝上町', '興部町', '西興部村', '雄武町'], ['本別町', '足寄町', '浦幌町', '釧路市', '釧路町', '鶴居村', '白糠町']]

trans_size=[488234, 430316, 315404, 243969, 185971, 129624, 124915, 65133]
trans_facility = ['伊達市', '登別市', '帯広市', '北斗市', '北見市', '標茶町', '厚岸町', '稚内市']
trans_blocks = [['登別市'], ['島牧村', '寿都町', '黒松内町', '蘭越町', 'ニセコ町', '真狩村', '留寿都村', '喜茂別町', '京極町', '俱知安町', '伊達市', '豊浦町', '壮瞥町', '洞爺湖町', '長万部町', '今金町'], ['函館市', '北斗市', '松前町', '福島町', '知内町', '木古内町', '七飯町', '鹿部町', '森町', '江差町', '上ノ国町', '厚沢部町', '乙部町'], ['遠別町', '天塩町', '稚内市', '猿払村', '浜頓別町', '豊富町', '幌延町'], ['北見市', '網走市', '紋別市', '美幌町', '津別町', '斜里町', '小清水町', '訓子府町', '置戸町', '佐呂間町', '遠軽町', '湧別町', '大空町', '陸別町'], ['帯広市', '音更町', '士幌町', '上士幌町', '鹿追町', '新得町', '清水町', '芽室町', '中札内村', '更別村', '大樹町', '広尾町', '幕別町', '池田町', '豊頃町'], ['厚岸町', '浜中町', '根室市', '別海町'], ['清里町', '標茶町', '弟子屈町', '中標津町', '標津町', '羅臼町']]

arrows = [[['室蘭市'], ['北斗市', '登別市', '伊達市']], [['旭川市'], ['稚内市']], [['釧路市'], ['厚岸町', '北見市', '標茶町', '帯広市']]]


---------------------  コスト情報  ---------------------
[4006203.6796686, 7162625.758551103, 4462081.387586189, 1413742.7354769374, 222334.30185087776, 250328.1222613293]

TC_direct: {'苫小牧市': 1212017.721988, '釧路市': 267551.91141660005, '室蘭市': 206568.93509729998, '札幌市': 1181191.7015206, '旭川市': 1138873.4096461}
IC_inc: {'苫小牧市': 1362241.3796801867, '釧路市': 1192985.7380569507, '室蘭市': 1054112.8621497455, '札幌市': 622953.3113333718, '旭川市': 229788.0963659345}
OC_inc: {'苫小牧市': 431605.4968981098, '釧路市': 377979.4168250206, '室蘭市': 333979.6547375772, '札幌市': 197373.29778184055, '旭川市': 72804.86923438917}

TC_indirect: {'伊達市': 821909.9474168, '登別市': 234048.9154316, '帯広市': 1453933.7144154, '北斗市': 1756692.5347269997, '北見市': 1243838.6002895997, '標茶町': 514961.60876230005, '厚岸町': 541047.4688931999, '稚内市': 596192.9686152}
IC_trans: {'伊達市': 45576.40354854333, '登別市': 41548.755561019, '帯広市': 33464.52160123852, '北斗市': 28057.18860400526, '北見市': 23503.446070378694, '標茶町': 18895.018204799286, '厚岸町': 18541.53617291611, '稚内市': 12747.432087977579}
OC_trans: {'伊達市': 55477.66463016208, '登別市': 49667.04993831772, '帯広市': 37961.612182537065, '北斗市': 31418.478790769754, '北見市': 25342.19685875099, '標茶町': 19192.641832262656, '厚岸町': 18961.683001526548, '稚内市': 12306.795027002487}


----------------------  輸送情報  ----------------------

direct 苫小牧市(6581/6581) t/day → receive from: 千歳市, 苫小牧市, 白老町, 厚真町, 安平町, むかわ町, 日高町, 平取町, 新冠町, 浦河町, 様似町, えりも町, 新ひだか町
direct 釧路市(3692/5763) t/day → receive from: 本別町, 足寄町, 浦幌町, 釧路市, 釧路町, 鶴居村, 白糠町
indirect 釧路市(2071/5763) t/day → receive from: 中継施設＝ 厚岸町(124915) → receive from: 厚岸町, 浜中町, 根室市, 別海町
北見市(185971) → receive from: 北見市, 網走市, 紋別市, 美幌町, 津別町, 斜里町, 小清水町, 訓子府町, 置戸町, 佐呂間町, 遠軽町, 湧別町, 大空町, 陸別町
標茶町(129624) → receive from: 清里町, 標茶町, 弟子屈町, 中標津町, 標津町, 羅臼町
帯広市(315404) → receive from: 帯広市, 音更町, 士幌町, 上士幌町, 鹿追町, 新得町, 清水町, 芽室町, 中札内村, 更別村, 大樹町, 広尾町, 幕別町, 池田町, 豊頃町
direct 室蘭市(1908/5093) t/day → receive from: 室蘭市, 八雲町, せたな町
indirect 室蘭市(3185/5093) t/day → receive from: 中継施設＝ 北斗市(243969) → receive from: 函館市, 北斗市, 松前町, 福島町, 知内町, 木古内町, 七飯町, 鹿部町, 森町, 江差町, 上ノ国町, 厚沢部町, 乙部町
登別市(430316) → receive from: 登別市
伊達市(488234) → receive from: 島牧村, 寿都町, 黒松内町, 蘭越町, ニセコ町, 真狩村, 留寿都村, 喜茂別町, 京極町, 俱知安町, 伊達市, 豊浦町, 壮瞥町, 洞爺湖町, 長万部町, 今金町
direct 札幌市(3010/3010) t/day → receive from: 夕張市, 岩見沢市, 美唄市, 三笠市, 南幌町, 由仁町, 長沼町, 栗山町, 月形町, 札幌市, 江別市, 恵庭市, 北広島市, 石狩市, 当別町, 新篠津村, 小樽市, 共和町, 岩内町, 泊村, 神恵内村, 積丹町, 古平町, 仁木町, 余市町, 赤井川村
direct 旭川市(932/1110) t/day → receive from: 芦別市, 赤平市, 滝川市, 砂川市, 歌志内市, 深川市, 奈井江町, 上砂川町, 浦臼町, 新十津川町, 妹背牛町, 秩父別町, 雨竜町, 北竜町, 沼田町, 旭川市, 士別市, 名寄市, 富良野市, 鷹栖町, 東神楽町, 当麻町, 比布町, 愛別町, 上川町, 東川町, 美瑛町, 上富良野町, 中富良野町, 南富良野町, 占冠村, 和寒町, 剣淵町, 下川町, 美深町, 音威子府村, 中川町, 幌加内町, 留萌市, 増毛町, 小平町, 苫前町, 羽幌町, 初山別村, 中頓別町, 枝幸町, 滝上町, 興部町, 西興部村, 雄武町
indirect 旭川市(178/1110) t/day → receive from: 中継施設＝ 稚内市(65133) → receive from: 遠別町, 天塩町, 稚内市, 猿払村, 浜頓別町, 豊富町, 幌延町

----------------------  遺伝情報  ----------------------

個体数＝650
世代数＝100
0: neval=650{'avg': inf, 'max': inf, 'min': 21702250.034111865} best=21702250.034111865
1: neval=530{'avg': inf, 'max': inf, 'min': 20778451.18712715} best=20778451.18712715
2: neval=519{'avg': inf, 'max': inf, 'min': 20778451.18712715} best=20778451.18712715
3: neval=527{'avg': inf, 'max': inf, 'min': 20778451.18712715} best=20778451.18712715
4: neval=516{'avg': 25233138.238263655, 'max': 50484165.43269056, 'min': 20243940.24856053} best=20243940.24856053
5: neval=518{'avg': inf, 'max': inf, 'min': 20502336.139690083} best=20243940.24856053
6: neval=519{'avg': inf, 'max': inf, 'min': 19517986.721601643} best=19517986.721601643
7: neval=496{'avg': inf, 'max': inf, 'min': 18971227.205231708} best=18971227.205231708
8: neval=511{'avg': 22240642.664047465, 'max': 41121676.29043558, 'min': 18886384.49775093} best=18886384.49775093
9: neval=507{'avg': 21496985.94335872, 'max': 47939557.11773064, 'min': 18886384.49775093} best=18886384.49775093
10: neval=516{'avg': 21226730.19623977, 'max': 39646458.42495168, 'min': 18817384.898690034} best=18817384.898690034
11: neval=490{'avg': inf, 'max': inf, 'min': 18817384.898690034} best=18817384.898690034
12: neval=495{'avg': 20122520.70980671, 'max': 31082243.25312472, 'min': 18499248.22514426} best=18499248.22514426
13: neval=535{'avg': 20265546.29013375, 'max': 64772978.61427038, 'min': 18499248.22514426} best=18499248.22514426
14: neval=503{'avg': inf, 'max': inf, 'min': 18499248.22514426} best=18499248.22514426
15: neval=504{'avg': 19576680.144339398, 'max': 47510056.91123724, 'min': 18450811.22590083} best=18450811.22590083
16: neval=528{'avg': 19567668.750964157, 'max': 42085838.5032161, 'min': 18153922.29058656} best=18153922.29058656
17: neval=511{'avg': 19031489.121559653, 'max': 32317193.187618926, 'min': 18102632.486902364} best=18102632.486902364
18: neval=524{'avg': 18889698.22449961, 'max': 33359802.538370743, 'min': 17719931.94354948} best=17719931.94354948
19: neval=523{'avg': 18776550.45708657, 'max': 39554641.74513737, 'min': 17696677.563199848} best=17696677.563199848
20: neval=519{'avg': 18460224.85698605, 'max': 31908659.51404277, 'min': 17824452.551861737} best=17696677.563199848
21: neval=523{'avg': 18319651.709962074, 'max': 36433071.69009803, 'min': 17534010.152677707} best=17534010.152677707
22: neval=515{'avg': 18047063.516104817, 'max': 32186553.644928306, 'min': 17534010.152677707} best=17534010.152677707
23: neval=505{'avg': 17888035.47768251, 'max': 29388407.055837147, 'min': 17534010.152677707} best=17534010.152677707
24: neval=501{'avg': 17744178.80933339, 'max': 25398701.42019002, 'min': 17534010.152677707} best=17534010.152677707
25: neval=492{'avg': 17667348.34422443, 'max': 25805242.61679329, 'min': 17534010.152677707} best=17534010.152677707
26: neval=526{'avg': 17645083.80513261, 'max': 36577130.98382284, 'min': 17534010.152677707} best=17534010.152677707
27: neval=515{'avg': 17544790.748378497, 'max': 19744125.510676038, 'min': 17534010.152677707} best=17534010.152677707
28: neval=505{'avg': 17548111.45973752, 'max': 22546597.108930886, 'min': 17534010.152677707} best=17534010.152677707
29: neval=495{'avg': 17549533.239710603, 'max': 23088773.905668218, 'min': 17534010.152677707} best=17534010.152677707
30: neval=514{'avg': 17570286.509059988, 'max': 26690920.531124983, 'min': 17534010.152677707} best=17534010.152677707
31: neval=503{'avg': 17579384.853229936, 'max': 34203977.754515916, 'min': 17534010.152677707} best=17534010.152677707
32: neval=502{'avg': 17563955.57637693, 'max': 26001369.88593542, 'min': 17534010.152677707} best=17534010.152677707
33: neval=523{'avg': 17548161.33273256, 'max': 20695293.648615845, 'min': 17534010.152677707} best=17534010.152677707
34: neval=527{'avg': 17580225.51528264, 'max': 24613228.066683788, 'min': 17534010.152677707} best=17534010.152677707
35: neval=520{'avg': 17584413.35663835, 'max': 23735694.198587533, 'min': 17534010.152677707} best=17534010.152677707
36: neval=509{'avg': 17569108.715492163, 'max': 25812228.895344023, 'min': 17534010.152677707} best=17534010.152677707
37: neval=511{'avg': 17563261.12630525, 'max': 26948628.384962108, 'min': 17534010.152677707} best=17534010.152677707
38: neval=504{'avg': 17549272.937978406, 'max': 23575118.954072278, 'min': 17534010.152677707} best=17534010.152677707
39: neval=514{'avg': 17587730.41038648, 'max': 31304196.24142496, 'min': 17534010.152677707} best=17534010.152677707
