----------------------  実行情報  ----------------------
実行時間＝953秒
個体数＝800
合計世代数＝658
------------------------  前提  ------------------------

waste=kanen

ごみ量26位以内：
札幌市 (349353), 函館市 (66649), 旭川市 (64890), 苫小牧市 (42288), 釧路市 (38335), 帯広市 (35291), 千歳市 (25770), 小樽市 (25049), 江別市 (24906), 北見市 (20809), 室蘭市 (20448), 岩見沢市 (12638), 登別市 (11426), 北広島市 (10822), 石狩市 (9341), 音更町 (7531), 稚内市 (7127), 恵庭市 (6987), 伊達市 (6907), 網走市 (6299), 滝川市 (5831), 北斗市 (5150), 七飯町 (5008), 中標津町 (4837), 根室市 (4736), 幕別町 (4414)

焼却施設数: 8
中継施設数: 8

輸送単価＝ 1000 円/t/km
--------------------  GAPlot_input  --------------------

inc_size= [1247, 295, 243, 224, 173, 165, 121, 111]
inc_facility = ['札幌市', '旭川市', '函館市', '苫小牧市', '帯広市', '釧路市', '室蘭市', '北見市']
inc_blocks = [['夕張市', '岩見沢市', '美唄市', '三笠市', '南幌町', '由仁町', '長沼町', '栗山町', '月形町', '札幌市', '江別市', '恵庭市', '北広島市', '石狩市', '当別町', '新篠津村', '小樽市', '喜茂別町', '京極町', '共和町', '岩内町', '泊村', '神恵内村', '積丹町', '古平町', '仁木町', '余市町', '赤井川村'], ['島牧村', '寿都町', '黒松内町', '蘭越町', 'ニセコ町', '真狩村', '留寿都村', '俱知安町', '室蘭市', '登別市', '伊達市', '豊浦町', '壮瞥町', '洞爺湖町', '長万部町'], ['千歳市', '苫小牧市', '白老町', '厚真町', '安平町', 'むかわ町', '日高町', '平取町', '新冠町', '浦河町', '新ひだか町'], ['函館市', '北斗市', '松前町', '福島町', '知内町', '木古内町', '七飯町', '鹿部町', '森町', '八雲町', '江差町', '上ノ国町', '厚沢部町', '乙部町', '今金町', 'せたな町'], ['芦別市', '赤平市', '滝川市', '砂川市', '歌志内市', '深川市', '奈井江町', '上砂川町', '浦臼町', '新十津川町', '妹背牛町', '秩父別町', '雨竜町', '北竜町', '沼田町', '旭川市', '士別市', '名寄市', '富良野市', '鷹栖町', '東神楽町', '当麻町', '比布町', '愛別町', '上川町', '東川町', '美瑛町', '上富良野町', '中富良野町', '和寒町', '剣淵町', '下川町', '美深町', '幌加内町', '留萌市', '増毛町', '小平町', '苫前町', '羽幌町', '初山別村'], ['北見市', '網走市', '美幌町', '津別町', '清里町', '斜里町', '小清水町', '訓子府町', '置戸町', '佐呂間町', '遠軽町', '大空町', '陸別町'], ['様似町', 'えりも町', '南富良野町', '占冠村', '帯広市', '音更町', '士幌町', '上士幌町', '鹿追町', '新得町', '清水町', '芽室町', '中札内村', '更別村', '大樹町', '広尾町', '幕別町', '池田町', '豊頃町', '本別町', '足寄町', '浦幌町'], ['釧路市', '釧路町', '厚岸町', '鶴居村', '白糖町']]

trans_size=[21, 16, 13, 13, 6, 5, 5, 2]
trans_facility = ['稚内市', '中標津町', '根室市', '紋別市', '標茶町', '別海町', '枝幸町', '浜中町']
trans_blocks = [['紋別市', '湧別町', '滝上町', '興部町', '西興部村', '雄武町'], ['遠別町', '天塩町', '稚内市', '猿払村', '豊富町', '幌延町'], ['音威子府村', '中川町', '浜頓別町', '中頓別町', '枝幸町'], ['浜中町'], ['標茶町', '弟子屈町'], ['根室市'], ['別海町'], ['中標津町', '標津町', '羅臼町']]

arrows = [[['旭川市'], ['枝幸町', '稚内市']], [['北見市'], ['紋別市']], [['釧路市'], ['浜中町', '標茶町', '根室市', '別海町', '中標津町']]]


---------------------  コスト情報  ---------------------

TC_direct: {'札幌市': 359168.54939999996, '旭川市': 161485.08030000006, '函館市': 111652.06719999999, '苫小牧市': 160355.2914, '帯広市': 84811.0656, '釧路市': 12523.4939, '室蘭市': 68839.1645, '北見市': 62379.5925}
IC_inc: {'札幌市': 159613.1891114947, '旭川市': 51481.33488488398, '函館市': 44807.04482740549, '苫小牧市': 42283.88188243283, '帯広市': 35003.50835214785, '釧路市': 33849.72255062314, '室蘭市': 27114.20586589729, '北見市': 25390.706977899183}
OC_inc: {'札幌市': 66833.21738291832, '旭川市': 57177.631467589745, '函館市': 56407.36772522112, '苫小牧市': 55611.63687040698, '帯広市': 51724.01573343067, '釧路市': 50887.191237607556, '室蘭市': 44768.76962017755, '北見市': 42860.20690792113}

TC_indirect: {'稚内市': 38766.219339999996, '中標津町': 13853.719799999999, '根室市': 11628.206080000002, '紋別市': 12663.377860000002, '標茶町': 5664.4940400000005, '別海町': 3584.33464, '枝幸町': 7675.13634, '浜中町': 1104.87488}
IC_trans: {'稚内市': 908.0587351862551, '中標津町': 724.570300901869, '根室市': 618.6556657255417, '紋別市': 602.4355823103707, '標茶町': 349.6335577496566, '別海町': 305.2773297576735, '枝幸町': 272.3884917062942, '浜中町': 131.36376607280837}
OC_trans: {'稚内市': 46728.66440125352, '中標津町': 36103.181743359986, '根室市': 29733.125142938956, '紋別市': 29022.574439341097, '標茶町': 15565.860846712172, '別海町': 13440.257606161684, '枝幸町': 12021.758527868436, '浜中町': 5648.676174002698}

==============================
Total cost: 2154144.7814891064
==============================

----------------------  輸送情報  ----------------------

direct 札幌市(1247/1247) t/day → receive from: 夕張市, 岩見沢市, 美唄市, 三笠市, 南幌町, 由仁町, 長沼町, 栗山町, 月形町, 札幌市, 江別市, 恵庭市, 北広島市, 石狩市, 当別町, 新篠津村, 小樽市, 喜茂別町, 京極町, 共和町, 岩内町, 泊村, 神恵内村, 積丹町, 古平町, 仁木町, 余市町, 赤井川村
direct 旭川市(269/295) t/day → receive from: 芦別市, 赤平市, 滝川市, 砂川市, 歌志内市, 深川市, 奈井江町, 上砂川町, 浦臼町, 新十津川町, 妹背牛町, 秩父別町, 雨竜町, 北竜町, 沼田町, 旭川市, 士別市, 名寄市, 富良野市, 鷹栖町, 東神楽町, 当麻町, 比布町, 愛別町, 上川町, 東川町, 美瑛町, 上富良野町, 中富良野町, 和寒町, 剣淵町, 下川町, 美深町, 幌加内町, 留萌市, 増毛町, 小平町, 苫前町, 羽幌町, 初山別村
indirect 旭川市(25/295) t/day → receive from: 中継施設＝ 枝幸町(1731) → receive from: 音威子府村, 中川町, 浜頓別町, 中頓別町, 枝幸町
                                                    　　　稚内市(7516) → receive from: 遠別町, 天塩町, 稚内市, 猿払村, 豊富町, 幌延町
direct 函館市(243/243) t/day → receive from: 函館市, 北斗市, 松前町, 福島町, 知内町, 木古内町, 七飯町, 鹿部町, 森町, 八雲町, 江差町, 上ノ国町, 厚沢部町, 乙部町, 今金町, せたな町
direct 苫小牧市(224/224) t/day → receive from: 千歳市, 苫小牧市, 白老町, 厚真町, 安平町, むかわ町, 日高町, 平取町, 新冠町, 浦河町, 新ひだか町
direct 帯広市(173/173) t/day → receive from: 様似町, えりも町, 南富良野町, 占冠村, 帯広市, 音更町, 士幌町, 上士幌町, 鹿追町, 新得町, 清水町, 芽室町, 中札内村, 更別村, 大樹町, 広尾町, 幕別町, 池田町, 豊頃町, 本別町, 足寄町, 浦幌町
direct 釧路市(122/165) t/day → receive from: 釧路市, 釧路町, 厚岸町, 鶴居村, 白糖町
indirect 釧路市(42/165) t/day → receive from: 中継施設＝ 浜中町(692) → receive from: 浜中町
                                                    　　　標茶町(2358) → receive from: 標茶町, 弟子屈町
                                                    　　　根室市(4736) → receive from: 根室市
                                                    　　　別海町(1994) → receive from: 別海町
                                                    　　　中標津町(5732) → receive from: 中標津町, 標津町, 羅臼町
direct 室蘭市(121/121) t/day → receive from: 島牧村, 寿都町, 黒松内町, 蘭越町, ニセコ町, 真狩村, 留寿都村, 俱知安町, 室蘭市, 登別市, 伊達市, 豊浦町, 壮瞥町, 洞爺湖町, 長万部町
direct 北見市(98/111) t/day → receive from: 北見市, 網走市, 美幌町, 津別町, 清里町, 斜里町, 小清水町, 訓子府町, 置戸町, 佐呂間町, 遠軽町, 大空町, 陸別町
indirect 北見市(13/111) t/day → receive from: 中継施設＝ 紋別市(4586) → receive from: 紋別市, 湧別町, 滝上町, 興部町, 西興部村, 雄武町

----------------------  遺伝情報  ----------------------

個体数＝800
世代数＝1000
0: neval=800{'avg': 4584161.267346775, 'max': 6954585.256833919, 'min': 2768425.0555739515} best=2768425.0555739515
1: neval=638{'avg': 4153145.8267454747, 'max': 5946175.858533315, 'min': 2796248.820301841} best=2768425.0555739515
2: neval=653{'avg': 3809804.0203999947, 'max': 5171875.094306998, 'min': 2897699.777196735} best=2768425.0555739515
3: neval=628{'avg': 3553878.763940166, 'max': 5340035.859315334, 'min': 2867747.2821313664} best=2768425.0555739515
4: neval=642{'avg': 3341557.665687317, 'max': 4613519.954345997, 'min': 2650049.000395606} best=2650049.000395606
5: neval=624{'avg': 3174764.1195367086, 'max': 4271051.574973503, 'min': 2765652.692745126} best=2650049.000395606
6: neval=657{'avg': 3032087.748932482, 'max': 4434674.9758907575, 'min': 2472655.918744909} best=2472655.918744909
7: neval=637{'avg': 2898749.7038264237, 'max': 5139538.972811061, 'min': 2362552.342989313} best=2362552.342989313
8: neval=642{'avg': 2801353.997773692, 'max': 4162475.004166697, 'min': 2357217.20966844} best=2357217.20966844
9: neval=655{'avg': 2696224.2020924115, 'max': 3809221.0437638843, 'min': 2284853.0463220663} best=2284853.0463220663
10: neval=635{'avg': 2618508.731823269, 'max': 4402636.643421613, 'min': 2284853.0463220663} best=2284853.0463220663
11: neval=654{'avg': 2513827.2213325216, 'max': 3726959.2271541976, 'min': 2251290.2622158625} best=2251290.2622158625
12: neval=638{'avg': 2449324.639785029, 'max': 5314327.875125755, 'min': 2250422.1880753417} best=2250422.1880753417
13: neval=620{'avg': 2394062.858412838, 'max': 3367767.944394282, 'min': 2245656.675667514} best=2245656.675667514
14: neval=619{'avg': 2347082.158724566, 'max': 3235587.9068072024, 'min': 2173544.3877523416} best=2173544.3877523416
15: neval=628{'avg': 2308276.246083774, 'max': 4075617.8444618266, 'min': 2173544.3877523416} best=2173544.3877523416
16: neval=618{'avg': 2271929.502460414, 'max': 2972110.6295555113, 'min': 2173544.3877523416} best=2173544.3877523416
17: neval=621{'avg': 2245088.3379773283, 'max': 3166981.1757823774, 'min': 2173544.3877523416} best=2173544.3877523416
18: neval=639{'avg': 2221516.140833887, 'max': 3395063.1514466703, 'min': 2170578.7298440286} best=2170578.7298440286
19: neval=624{'avg': 2205903.501330636, 'max': 3828774.9929901706, 'min': 2170578.7298440286} best=2170578.7298440286
20: neval=646{'avg': 2197625.961702868, 'max': 5156784.454944384, 'min': 2165044.603712019} best=2165044.603712019
21: neval=655{'avg': 2186931.856090148, 'max': 4129486.0390709024, 'min': 2165044.603712019} best=2165044.603712019
22: neval=630{'avg': 2176896.044116574, 'max': 3077946.296824293, 'min': 2165231.691487236} best=2165044.603712019
23: neval=629{'avg': 2179516.3700857298, 'max': 3567882.9020252465, 'min': 2165044.603712019} best=2165044.603712019
24: neval=630{'avg': 2176544.997639801, 'max': 4308706.074635126, 'min': 2164704.735918414} best=2164704.735918414
25: neval=642{'avg': 2174518.1819538237, 'max': 4051381.7153554307, 'min': 2163072.1915858383} best=2163072.1915858383
26: neval=619{'avg': 2166343.7972857766, 'max': 2785756.3495423915, 'min': 2161894.037114523} best=2161894.037114523
27: neval=639{'avg': 2173744.406922251, 'max': 4298629.38637389, 'min': 2161894.037114523} best=2161894.037114523
28: neval=658{'avg': 2167240.0685108053, 'max': 3151576.8173262686, 'min': 2161894.037114523} best=2161894.037114523
29: neval=652{'avg': 2170872.54933786, 'max': 3361833.9594930755, 'min': 2161894.037114523} best=2161894.037114523
30: neval=620{'avg': 2169168.5579632763, 'max': 4063834.8671134273, 'min': 2161894.037114523} best=2161894.037114523
31: neval=646{'avg': 2165880.5739075677, 'max': 3369728.4086987004, 'min': 2161894.037114523} best=2161894.037114523
32: neval=655{'avg': 2169483.149266289, 'max': 4207591.836289453, 'min': 2161894.037114523} best=2161894.037114523
33: neval=630{'avg': 2170505.80253743, 'max': 3443341.377546202, 'min': 2161894.037114523} best=2161894.037114523
34: neval=648{'avg': 2168784.4041294013, 'max': 3996538.3480819967, 'min': 2161894.037114523} best=2161894.037114523
35: neval=617{'avg': 2167101.04148585, 'max': 3189751.2962430934, 'min': 2161894.037114523} best=2161894.037114523
36: neval=608{'avg': 2173242.3928018534, 'max': 3719886.2166763134, 'min': 2161894.037114523} best=2161894.037114523
37: neval=631{'avg': 2169106.7212761547, 'max': 4068521.2562596705, 'min': 2161894.037114523} best=2161894.037114523
38: neval=608{'avg': 2176889.0484566092, 'max': 4966301.157936977, 'min': 2161894.037114523} best=2161894.037114523
39: neval=651{'avg': 2165930.617364372, 'max': 3210517.97561777, 'min': 2161894.037114523} best=2161894.037114523
40: neval=651{'avg': 2166798.387780934, 'max': 2980393.3241311405, 'min': 2161894.037114523} best=2161894.037114523
41: neval=617{'avg': 2169857.403254981, 'max': 4207171.5128046535, 'min': 2161894.037114523} best=2161894.037114523
42: neval=651{'avg': 2167441.566664364, 'max': 4198160.107695528, 'min': 2161894.037114523} best=2161894.037114523
43: neval=627{'avg': 2169609.75700922, 'max': 4072712.909565879, 'min': 2161894.037114523} best=2161894.037114523
44: neval=638{'avg': 2167473.1473114584, 'max': 3215108.4704857157, 'min': 2161894.037114523} best=2161894.037114523
45: neval=648{'avg': 2173756.0070555108, 'max': 3889747.875660505, 'min': 2161894.037114523} best=2161894.037114523
46: neval=645{'avg': 2166670.2762971628, 'max': 2994724.2891270025, 'min': 2161894.037114523} best=2161894.037114523
47: neval=633{'avg': 2169316.1587420898, 'max': 4629793.901422871, 'min': 2161894.037114523} best=2161894.037114523
48: neval=629{'avg': 2164010.811641712, 'max': 3333197.6136800554, 'min': 2161894.037114523} best=2161894.037114523
49: neval=639{'avg': 2168494.4602173804, 'max': 4154950.2289041835, 'min': 2161894.037114523} best=2161894.037114523
50: neval=648{'avg': 2168801.3735218747, 'max': 3535492.2668349864, 'min': 2161894.037114523} best=2161894.037114523
51: neval=640{'avg': 2165925.135963369, 'max': 3905619.788653195, 'min': 2161894.037114523} best=2161894.037114523
52: neval=631{'avg': 2164249.1557547934, 'max': 3447695.4812206323, 'min': 2161894.037114523} best=2161894.037114523
53: neval=620{'avg': 2168292.7807027833, 'max': 3726550.619086586, 'min': 2161894.037114523} best=2161894.037114523
54: neval=667{'avg': 2164355.173297331, 'max': 3473473.868877178, 'min': 2161894.037114523} best=2161894.037114523
55: neval=646{'avg': 2169586.2637339965, 'max': 3161018.973397375, 'min': 2161894.037114523} best=2161894.037114523
56: neval=642{'avg': 2166495.7948953034, 'max': 3285063.7939853915, 'min': 2161894.037114523} best=2161894.037114523
57: neval=641{'avg': 2170929.9068022897, 'max': 3965709.7570620435, 'min': 2161894.037114523} best=2161894.037114523
58: neval=633{'avg': 2169311.0359045323, 'max': 3356860.5675968486, 'min': 2161894.037114523} best=2161894.037114523
