----------------------  実行情報  ----------------------
実行時間＝643秒
個体数＝1050
合計世代数＝241
=============================
Total cost: 8878674.647057192
=============================
------------------------  前提  ------------------------

waste=sanpai

ごみ量31位以内：
苫小牧市 (2039382), 釧路市 (1177668), 札幌市 (728360), 室蘭市 (677679), 登別市 (430316), 伊達市 (334124), 帯広市 (182218), 旭川市 (138210), 函館市 (133081), 釧路町 (121597), 白老町 (99038), 北見市 (91496), 小樽市 (91037), 千歳市 (69923), 江別市 (64214), 安平町 (60328), 洞爺湖町 (54767), 厚岸町 (49048), 岩見沢市 (47176), 稚内市 (46228), 音更町 (44302), 標茶町 (43861), むかわ町 (42881), 厚真町 (42445), 北斗市 (42381), 弟子屈町 (39869), 恵庭市 (36267), 豊浦町 (36146), 中標津町 (35109), 浜中町 (33093), 北広島市 (30922)

焼却施設数: 17
中継施設数: 4

輸送単価＝ 1000 円/t/km
--------------------  GAPlot_input  --------------------

waste =sanpai

inc_size= [2138420, 1338813, 754911, 677679, 483537, 430316, 343238, 328884, 255303, 176442, 173623, 167381, 157450, 137675, 130277, 106618, 67725]

inc_facility = ['苫小牧市', '釧路市', '札幌市', '室蘭市', '伊達市', '登別市', '旭川市', '帯広市', '函館市', '北見市', '江別市', '千歳市', '弟子屈町', '小樽市', 'むかわ町', '浜中町', '稚内市']
inc_blocks = [['札幌市', '石狩市'], ['夕張市', '岩見沢市', '三笠市', '南幌町', '由仁町', '長沼町', '栗山町', '月形町', '江別市', '北広島市', '当別町', '新篠津村'], ['千歳市', '恵庭市', '安平町', '占冠村'], ['小樽市', '俱知安町', '共和町', '岩内町', '泊村', '神恵内村', '積丹町', '古平町', '仁木町', '余市町', '赤井川村'], ['室蘭市'], ['苫小牧市'], ['登別市'], ['島牧村', '寿都町', '黒松内町', '蘭越町', 'ニセコ町', '真狩村', '留寿都村', '喜茂別町', '京極町', '伊達市', '豊浦町', '壮瞥町', '洞爺湖町', '長万部町', '今金町', 'せたな町'], ['厚真町', 'むかわ町', '日高町', '平取町', '新冠町', '浦河町', '様似町', '新ひだか町'], ['函館市', '北斗市', '松前町', '福島町', '知内町', '木古内町', '七飯町', '鹿部町', '森町', '八雲町', '江差町', '上ノ国町', '厚沢部町', '乙部町'], ['深川市', '沼田町', '旭川市', '富良野市', '鷹栖町', '東神楽町', '当麻町', '比布町', '愛別町', '上川町', '東川町', '美瑛町', '上富良野町', '中富良野町', '和寒町', '剣淵町', '幌加内町'], ['中川町', '初山別村', '遠別町', '天塩町', '稚内市', '猿払村', '浜頓別町', '中頓別町', '豊富町', '幌延町'], ['北見市', '網走市', '紋別市', '美幌町', '津別町', '訓子府町', '置戸町', '佐呂間町', '遠軽町', '湧別町', '大空町', '陸別町'], ['えりも町', '南富良野町', '帯広市', '音更町', '士幌町', '上士幌町', '鹿追町', '新得町', '清水町', '芽室町', '中札内村', '更別村', '大樹町', '広尾町', '幕別町', '池田町', '豊頃町', '本別町', '足寄町', '浦幌町'], ['釧路市', '釧路町', '鶴居村', '白糖町'], ['厚岸町', '浜中町', '根室市'], ['清里町', '斜里町', '小清水町', '標茶町', '弟子屈町']]

trans_size=[99038, 82113, 62104, 47300]
trans_facility = ['白老町', '新十津川町', '中標津町', '名寄市']
trans_blocks = [['美唄市', '芦別市', '赤平市', '滝川市', '砂川市', '歌志内市', '奈井江町', '上砂川町', '浦臼町', '新十津川町', '妹背牛町', '秩父別町', '雨竜町', '北竜町', '留萌市', '増毛町', '小平町', '苫前町', '羽幌町'], ['白老町'], ['士別市', '名寄市', '下川町', '美深町', '音威子府村', '枝幸町', '滝上町', '興部町', '西興部村', '雄武町'], ['別海町', '中標津町', '標津町', '羅臼町']]

arrows = [[['苫小牧市'], ['白老町']], [['旭川市'], ['名寄市', '新十津川町']], [['弟子屈町'], ['中標津町']]]


---------------------  コスト情報  ---------------------

TC_direct: {'苫小牧市': 0.0, '釧路市': 233846.43580000004, '札幌市': 39898.1877, '室蘭市': 0.0, '伊達市': 463557.84270000004, '登別市': 0.0, '旭川市': 230103.6964, '帯広市': 393648.4877, '函館市': 418910.4472, '北見市': 428753.2792, '江別市': 243232.31530000005, '千歳市': 155305.29760000002, '弟子屈町': 176043.1231, '小樽市': 207952.98919999995, 'むかわ町': 321178.1617, '浜中町': 316612.7308, '稚内市': 137483.0674}
IC_inc: {'苫小牧市': 749620.1295337001, '釧路市': 469319.01800460217, '札幌市': 264632.9914639851, '室蘭市': 237559.42226609756, '伊達市': 169503.21666199193, '登別市': 150846.66981248945, '旭川市': 120321.59913435533, '帯広市': 115289.82458149541, '函館市': 96017.17383615748, '北見市': 73563.37122097053, '江別市': 72714.06657214632, '千歳市': 70819.64442612199, '弟子屈町': 67764.3790850392, '小樽市': 61514.304521907994, 'むかわ町': 59112.76160223477, '浜中町': 51159.632380282615, '稚内市': 36883.45878759586}
OC_inc: {'苫小牧市': 313880.8600380832, '釧路市': 196513.20875701046, '札幌市': 110807.09773206827, '室蘭市': 99470.85574851908, '伊達市': 70974.3686554721, '登別市': 63162.501364628006, '旭川市': 50381.04705238054, '帯広市': 48274.14295263089, '函館市': 37473.80084843144, '北見市': 46531.973504853246, '江別市': 47301.92564485284, '千歳市': 48918.0566852028, '弟子屈町': 51227.62805241998, '小樽市': 54793.77780014489, 'むかわ町': 55743.665431276284, '浜中町': 57184.342249211644, '稚内市': 52957.07848708198}

TC_indirect: {'白老町': 47389.683, '新十津川町': 324860.12398000003, '中標津町': 136567.12133999998, '名寄市': 242533.4683}
IC_trans: {'白老町': 13427.410891478996, '新十津川町': 11982.247119914695, '中標津町': 10175.768149181347, '名寄市': 8737.186871172382}
OC_trans: {'白老町': 14666.245941367164, '新十津川町': 12075.790285501236, '中標津町': 9968.411050451996, '名寄市': 7527.133432680327}


----------------------  輸送情報  ----------------------

direct 苫小牧市(5587/5859) t/day → receive from: 苫小牧市
indirect 苫小牧市(271/5859) t/day → receive from: 中継施設＝ 白老町(99038) → receive from: 白老町
direct 釧路市(3668/3668) t/day → receive from: 釧路市, 釧路町, 鶴居村, 白糖町
direct 札幌市(2068/2068) t/day → receive from: 札幌市, 石狩市
direct 室蘭市(1857/1857) t/day → receive from: 室蘭市
direct 伊達市(1325/1325) t/day → receive from: 島牧村, 寿都町, 黒松内町, 蘭越町, ニセコ町, 真狩村, 留寿都村, 喜茂別町, 京極町, 伊達市, 豊浦町, 壮瞥町, 洞爺湖町, 長万部町, 今金町, せたな町
direct 登別市(1179/1179) t/day → receive from: 登別市
direct 旭川市(586/940) t/day → receive from: 深川市, 沼田町, 旭川市, 富良野市, 鷹栖町, 東神楽町, 当麻町, 比布町, 愛別町, 上川町, 東川町, 美瑛町, 上富良野町, 中富良野町, 和寒町, 剣淵町, 幌加内町
indirect 旭川市(355/940) t/day → receive from: 中継施設＝ 名寄市(47300) → receive from: 士別市, 名寄市, 下川町, 美深町, 音威子府村, 枝幸町, 滝上町, 興部町, 西興部村, 雄武町
新十津川町(82113) → receive from: 美唄市, 芦別市, 赤平市, 滝川市, 砂川市, 歌志内市, 奈井江町, 上砂川町, 浦臼町, 新十津川町, 妹背牛町, 秩父別町, 雨竜町, 北竜町, 留萌市, 増毛町, 小平町, 苫前町, 羽幌町
direct 帯広市(901/901) t/day → receive from: えりも町, 南富良野町, 帯広市, 音更町, 士幌町, 上士幌町, 鹿追町, 新得町, 清水町, 芽室町, 中札内村, 更別村, 大樹町, 広尾町, 幕別町, 池田町, 豊頃町, 本別町, 足寄町, 浦幌町
direct 函館市(699/699) t/day → receive from: 函館市, 北斗市, 松前町, 福島町, 知内町, 木古内町, 七飯町, 鹿部町, 森町, 八雲町, 江差町, 上ノ国町, 厚沢部町, 乙部町
direct 北見市(483/483) t/day → receive from: 北見市, 網走市, 紋別市, 美幌町, 津別町, 訓子府町, 置戸町, 佐呂間町, 遠軽町, 湧別町, 大空町, 陸別町
direct 江別市(476/476) t/day → receive from: 夕張市, 岩見沢市, 三笠市, 南幌町, 由仁町, 長沼町, 栗山町, 月形町, 江別市, 北広島市, 当別町, 新篠津村
direct 千歳市(459/459) t/day → receive from: 千歳市, 恵庭市, 安平町, 占冠村
direct 弟子屈町(261/431) t/day → receive from: 清里町, 斜里町, 小清水町, 標茶町, 弟子屈町
indirect 弟子屈町(170/431) t/day → receive from: 中継施設＝ 中標津町(62104) → receive from: 別海町, 中標津町, 標津町, 羅臼町
direct 小樽市(377/377) t/day → receive from: 小樽市, 俱知安町, 共和町, 岩内町, 泊村, 神恵内村, 積丹町, 古平町, 仁木町, 余市町, 赤井川村
direct むかわ町(357/357) t/day → receive from: 厚真町, むかわ町, 日高町, 平取町, 新冠町, 浦河町, 様似町, 新ひだか町
direct 浜中町(292/292) t/day → receive from: 厚岸町, 浜中町, 根室市
direct 稚内市(186/186) t/day → receive from: 中川町, 初山別村, 遠別町, 天塩町, 稚内市, 猿払村, 浜頓別町, 中頓別町, 豊富町, 幌延町

----------------------  遺伝情報  ----------------------

個体数＝1050
世代数＝1000
0: neval=1050{'avg': 14266899.62140055, 'max': 24031727.710217383, 'min': 9937579.459802337} best=9937579.459802337
1: neval=818{'avg': 12778358.975654503, 'max': 18424219.998129204, 'min': 9379391.531814832} best=9379391.531814832
2: neval=804{'avg': 11949679.002432747, 'max': 18799588.954371527, 'min': 9379391.531814832} best=9379391.531814832
3: neval=829{'avg': 11270209.389576023, 'max': 20512186.05163968, 'min': 9315160.678254614} best=9315160.678254614
4: neval=816{'avg': 10750387.929147182, 'max': 17578187.79577215, 'min': 9144906.915923942} best=9144906.915923942
5: neval=830{'avg': 10344398.644979887, 'max': 17891403.449302763, 'min': 9144906.915923942} best=9144906.915923942
6: neval=842{'avg': 10008942.251602437, 'max': 16908122.79164613, 'min': 9144906.915923942} best=9144906.915923942
7: neval=872{'avg': 9795897.76644058, 'max': 14496027.150713135, 'min': 9231404.651478605} best=9144906.915923942
8: neval=802{'avg': 9674522.243692417, 'max': 19281615.831342872, 'min': 9168145.152948758} best=9144906.915923942
9: neval=826{'avg': 9603386.734050285, 'max': 15781645.611617383, 'min': 9190011.3278664} best=9144906.915923942
10: neval=823{'avg': 9532868.595081355, 'max': 16198029.071592776, 'min': 9161026.747385165} best=9144906.915923942
11: neval=814{'avg': 9476610.272480695, 'max': 16258385.520802656, 'min': 9161026.747385165} best=9144906.915923942
12: neval=853{'avg': 9413245.26361651, 'max': 17632336.40349775, 'min': 9154701.326754663} best=9144906.915923942
13: neval=840{'avg': 9374159.4732656, 'max': 17150289.206549097, 'min': 9052154.812718596} best=9052154.812718596
14: neval=842{'avg': 9357645.598793255, 'max': 18985253.959346473, 'min': 9094240.40508336} best=9052154.812718596
15: neval=836{'avg': 9294482.014552988, 'max': 17053604.00584036, 'min': 9072660.801105788} best=9052154.812718596
16: neval=854{'avg': 9266003.510858735, 'max': 16138991.181096997, 'min': 9043817.250433033} best=9043817.250433033
17: neval=843{'avg': 9245874.833411383, 'max': 15090646.989495808, 'min': 9043817.250433033} best=9043817.250433033
18: neval=833{'avg': 9189290.255380208, 'max': 17585684.36953138, 'min': 9002741.766137602} best=9002741.766137602
19: neval=822{'avg': 9141981.135063779, 'max': 17257656.64070511, 'min': 8981273.96955513} best=8981273.96955513
20: neval=809{'avg': 9126330.586208006, 'max': 15665019.041384168, 'min': 8973224.163125884} best=8973224.163125884
21: neval=830{'avg': 9088236.682734009, 'max': 16988840.397217616, 'min': 8952795.662854709} best=8952795.662854709
22: neval=862{'avg': 9083022.607774314, 'max': 17779850.184878737, 'min': 8952795.662854709} best=8952795.662854709
23: neval=845{'avg': 9045684.023352575, 'max': 14073366.920411931, 'min': 8938588.371416448} best=8938588.371416448
24: neval=829{'avg': 9042101.370200831, 'max': 16436210.858718717, 'min': 8907806.81646553} best=8907806.81646553
25: neval=798{'avg': 9019486.718558498, 'max': 15994504.800726112, 'min': 8907806.81646553} best=8907806.81646553
26: neval=836{'avg': 9023007.755253473, 'max': 16329934.277991295, 'min': 8881672.640648313} best=8881672.640648313
27: neval=815{'avg': 8991025.69801999, 'max': 14649782.580945713, 'min': 8881672.640648313} best=8881672.640648313
28: neval=818{'avg': 8980136.297166593, 'max': 14374380.985276092, 'min': 8881672.640648313} best=8881672.640648313
29: neval=831{'avg': 8974513.656138845, 'max': 15814604.24170448, 'min': 8881672.640648313} best=8881672.640648313
30: neval=832{'avg': 8949602.491316311, 'max': 14460202.302099777, 'min': 8878674.647057192} best=8878674.647057192
31: neval=845{'avg': 8923069.466000728, 'max': 18588921.979118917, 'min': 8878674.647057192} best=8878674.647057192
32: neval=832{'avg': 8912639.436110819, 'max': 20369852.36848773, 'min': 8878674.647057192} best=8878674.647057192
33: neval=815{'avg': 8904981.479442004, 'max': 14901499.310235968, 'min': 8878674.647057192} best=8878674.647057192
34: neval=839{'avg': 8898560.11556685, 'max': 12989896.54287218, 'min': 8878674.647057192} best=8878674.647057192
35: neval=803{'avg': 8920481.46112922, 'max': 19642161.32731943, 'min': 8878674.647057192} best=8878674.647057192
36: neval=814{'avg': 8913659.673283799, 'max': 17628418.934483986, 'min': 8878674.647057192} best=8878674.647057192
37: neval=841{'avg': 8908357.141112382, 'max': 17896724.548464686, 'min': 8878674.647057192} best=8878674.647057192
38: neval=833{'avg': 8919573.713462532, 'max': 21012764.163062707, 'min': 8878674.647057192} best=8878674.647057192
39: neval=823{'avg': 8895676.396831647, 'max': 14042208.630993448, 'min': 8878674.647057192} best=8878674.647057192
40: neval=836{'avg': 8915178.464964814, 'max': 13481086.87820757, 'min': 8878674.647057192} best=8878674.647057192
41: neval=825{'avg': 8899786.202309076, 'max': 19971439.42897168, 'min': 8878674.647057192} best=8878674.647057192
42: neval=842{'avg': 8924535.763685502, 'max': 16088162.523429535, 'min': 8878674.647057192} best=8878674.647057192
43: neval=813{'avg': 8912479.867328277, 'max': 15089838.102146957, 'min': 8878674.647057192} best=8878674.647057192
44: neval=828{'avg': 8917746.16421935, 'max': 16155061.611147707, 'min': 8878674.647057192} best=8878674.647057192
45: neval=830{'avg': 8890649.448656801, 'max': 12302452.1676119, 'min': 8878674.647057192} best=8878674.647057192
46: neval=844{'avg': 8932252.859861441, 'max': 15549680.75436857, 'min': 8878674.647057192} best=8878674.647057192
47: neval=824{'avg': 8901914.617828822, 'max': 15908943.229316266, 'min': 8878674.647057192} best=8878674.647057192
48: neval=840{'avg': 8918472.491725568, 'max': 18182231.05339404, 'min': 8878674.647057192} best=8878674.647057192
49: neval=799{'avg': 8891204.259806257, 'max': 12467765.273142127, 'min': 8878674.647057192} best=8878674.647057192
50: neval=819{'avg': 8934556.008036038, 'max': 20946025.60415083, 'min': 8878674.647057192} best=8878674.647057192
51: neval=817{'avg': 8901842.067208871, 'max': 16273656.37133836, 'min': 8878674.647057192} best=8878674.647057192
52: neval=833{'avg': 8912740.572231766, 'max': 21603431.69573071, 'min': 8878674.647057192} best=8878674.647057192
53: neval=812{'avg': 8914174.095717821, 'max': 16653810.510312881, 'min': 8878674.647057192} best=8878674.647057192
54: neval=840{'avg': 8897000.47414247, 'max': 20718643.622436926, 'min': 8878674.647057192} best=8878674.647057192
55: neval=814{'avg': 8893288.405499727, 'max': 14368849.555137841, 'min': 8878674.647057192} best=8878674.647057192
56: neval=838{'avg': 8907271.836661536, 'max': 17860791.366929367, 'min': 8878674.647057192} best=8878674.647057192
57: neval=826{'avg': 8900403.069254609, 'max': 14689411.782593455, 'min': 8878674.647057192} best=8878674.647057192
58: neval=856{'avg': 8903789.987010047, 'max': 16452251.726220898, 'min': 8878674.647057192} best=8878674.647057192
59: neval=845{'avg': 8919508.557772085, 'max': 20408358.13714201, 'min': 8878674.647057192} best=8878674.647057192
60: neval=778{'avg': 8900720.251484834, 'max': 17301374.64919077, 'min': 8878674.647057192} best=8878674.647057192
61: neval=844{'avg': 8881530.878580593, 'max': 11877717.746627172, 'min': 8878674.647057192} best=8878674.647057192
62: neval=821{'avg': 8898087.308695035, 'max': 13760720.4055277, 'min': 8878674.647057192} best=8878674.647057192
63: neval=801{'avg': 8919181.043156125, 'max': 18904488.30250114, 'min': 8878674.647057192} best=8878674.647057192
64: neval=820{'avg': 8891746.083818302, 'max': 17920504.341499086, 'min': 8878674.647057192} best=8878674.647057192
65: neval=845{'avg': 8897726.317782128, 'max': 19953062.079603337, 'min': 8878674.647057192} best=8878674.647057192
66: neval=810{'avg': 8903181.200559769, 'max': 13853674.741501013, 'min': 8878674.647057192} best=8878674.647057192
67: neval=831{'avg': 8938820.1411738, 'max': 17747530.75969377, 'min': 8878674.647057192} best=8878674.647057192
68: neval=821{'avg': 8911841.45669497, 'max': 16907026.096401937, 'min': 8878674.647057192} best=8878674.647057192
69: neval=815{'avg': 8893710.543601673, 'max': 14741038.344303466, 'min': 8878674.647057192} best=8878674.647057192
70: neval=826{'avg': 8918492.84983991, 'max': 16667822.157625921, 'min': 8878674.647057192} best=8878674.647057192
71: neval=827{'avg': 8929138.651214872, 'max': 18486235.113713853, 'min': 8878674.647057192} best=8878674.647057192
72: neval=835{'avg': 8898525.77279605, 'max': 12014958.161826227, 'min': 8878674.647057192} best=8878674.647057192
73: neval=812{'avg': 8931713.109593853, 'max': 19886111.631628886, 'min': 8878674.647057192} best=8878674.647057192
74: neval=848{'avg': 8930554.5603681, 'max': 19955127.287654236, 'min': 8878674.647057192} best=8878674.647057192
75: neval=819{'avg': 8925066.875038184, 'max': 14970843.316356974, 'min': 8878674.647057192} best=8878674.647057192
