----------------------  実行情報  ----------------------
実行時間＝487秒
個体数＝900
合計世代数＝226
=============================
Total cost: 5789561.285263057
=============================
------------------------  前提  ------------------------

waste=sanpai

ごみ量28位以内：
苫小牧市 (2039382), 釧路市 (1177668), 札幌市 (728360), 室蘭市 (677679), 登別市 (430316), 伊達市 (334124), 帯広市 (182218), 旭川市 (138210), 函館市 (133081), 釧路町 (121597), 白老町 (99038), 北見市 (91496), 小樽市 (91037), 千歳市 (69923), 江別市 (64214), 安平町 (60328), 洞爺湖町 (54767), 厚岸町 (49048), 岩見沢市 (47176), 稚内市 (46228), 音更町 (44302), 標茶町 (43861), むかわ町 (42881), 厚真町 (42445), 北斗市 (42381), 弟子屈町 (39869), 恵庭市 (36267), 豊浦町 (36146)

焼却施設数: 17
中継施設数: 1

輸送単価＝ 300 円/t/km
--------------------  GAPlot_input  --------------------

waste =sanpai

inc_size= [2138420, 1338813, 754911, 677679, 483537, 430316, 328884, 277526, 261391, 255303, 221046, 176442, 157450, 137675, 106618, 65655, 56626]

inc_facility = ['苫小牧市', '釧路市', '札幌市', '室蘭市', '伊達市', '登別市', '帯広市', '旭川市', '厚真町', '函館市', '江別市', '北見市', '弟子屈町', '小樽市', '厚岸町', '稚内市', '名寄市']
inc_blocks = [['札幌市', '石狩市'], ['夕張市', '岩見沢市', '美唄市', '三笠市', '南幌町', '奈井江町', '由仁町', '長沼町', '栗山町', '月形町', '浦臼町', '江別市', '恵庭市', '北広島市', '当別町', '新篠津村'], ['小樽市', '俱知安町', '共和町', '岩内町', '泊村', '神恵内村', '積丹町', '古平町', '仁木町', '余市町', '赤井川村'], ['室蘭市'], ['苫小牧市', '白老町'], ['登別市'], ['島牧村', '寿都町', '黒松内町', '蘭越町', 'ニセコ町', '真狩村', '留寿都村', '喜茂別町', '京極町', '伊達市', '豊浦町', '壮瞥町', '洞爺湖町', '長万部町', '今金町', 'せたな町'], ['千歳市', '厚真町', '安平町', 'むかわ町', '日高町', '平取町', '新冠町', '浦河町', '様似町', '新ひだか町', '占冠村'], ['函館市', '北斗市', '松前町', '福島町', '知内町', '木古内町', '七飯町', '鹿部町', '森町', '八雲町', '江差町', '上ノ国町', '厚沢部町', '乙部町'], ['芦別市', '赤平市', '滝川市', '砂川市', '歌志内市', '深川市', '上砂川町', '新十津川町', '妹背牛町', '秩父別町', '雨竜町', '北竜町', '沼田町', '旭川市', '富良野市', '鷹栖町', '東神楽町', '当麻町', '比布町', '愛別町', '上川町', '東川町', '美瑛町', '上富良野町', '中富良野町', '和寒町', '幌加内町', '留萌市', '増毛町', '小平町'], ['士別市', '名寄市', '剣淵町', '下川町', '美深町', '音威子府村', '中川町', '苫前町', '羽幌町', '中頓別町', '枝幸町', '滝上町', '興部町', '西興部村', '雄武町'], ['初山別村', '遠別町', '天塩町', '稚内市', '猿払村', '浜頓別町', '豊富町', '幌延町'], ['北見市', '網走市', '紋別市', '美幌町', '津別町', '訓子府町', '置戸町', '佐呂間町', '遠軽町', '湧別町', '大空町', '陸別町'], ['えりも町', '南富良野町', '帯広市', '音更町', '士幌町', '上士幌町', '鹿追町', '新得町', '清水町', '芽室町', '中札内村', '更別村', '大樹町', '広尾町', '幕別町', '池田町', '豊頃町', '本別町', '足寄町', '浦幌町'], ['釧路市', '釧路町', '鶴居村', '白糖町'], ['厚岸町', '浜中町', '根室市'], ['清里町', '斜里町', '小清水町', '標茶町', '弟子屈町']]

trans_size=[62104]
trans_facility = ['中標津町']
trans_blocks = [['別海町', '中標津町', '標津町', '羅臼町']]

arrows = [[['弟子屈町'], ['中標津町']]]


---------------------  コスト情報  ---------------------

TC_direct: {'苫小牧市': 71084.5245, '釧路市': 70153.93074000001, '札幌市': 11969.45631, '室蘭市': 0.0, '伊達市': 139067.35281, '登別市': 0.0, '帯広市': 118094.54630999999, '旭川市': 191361.04817999998, '厚真町': 211159.92957, '函館市': 125673.13416, '江別市': 119206.62453000002, '北見市': 128625.98376, '弟子屈町': 52812.936929999996, '小樽市': 62385.896759999996, '厚岸町': 91196.70191999999, '稚内市': 35213.59566, '名寄市': 74939.36163}
IC_inc: {'苫小牧市': 749620.1295337001, '釧路市': 469319.01800460217, '札幌市': 264632.9914639851, '室蘭市': 237559.42226609756, '伊達市': 169503.21666199193, '登別市': 150846.66981248945, '帯広市': 115289.82458149541, '旭川市': 101972.61402597114, '厚真町': 97662.5694732357, '函館市': 96017.17383615748, '江別市': 86543.32962619234, '北見市': 73563.37122097053, '弟子屈町': 67764.3790850392, '小樽市': 61514.304521907994, '厚岸町': 51159.632380282615, '稚内市': 36067.138681280754, '名寄市': 32417.987813696847}
OC_inc: {'苫小牧市': 313880.8600380832, '釧路市': 196513.20875701046, '札幌市': 110807.09773206827, '室蘭市': 99470.85574851908, '伊達市': 70974.3686554721, '登別市': 63162.501364628006, '帯広市': 48274.14295263089, '旭川市': 40735.72991410905, '厚真町': 38367.4076590261, '函館市': 37473.80084843144, '江別市': 32445.501158789266, '北見市': 46531.973504853246, '弟子屈町': 51227.62805241998, '小樽市': 54793.77780014489, '厚岸町': 57184.342249211644, '稚内市': 52441.443054823685, '名寄市': 49763.53341210574}

TC_indirect: {'中標津町': 40970.136402000004}
IC_trans: {'中標津町': 10175.768149181347}
OC_trans: {'中標津町': 9968.411050451996}


----------------------  輸送情報  ----------------------

direct 苫小牧市(5859/5859) t/day → receive from: 苫小牧市, 白老町
direct 釧路市(3668/3668) t/day → receive from: 釧路市, 釧路町, 鶴居村, 白糖町
direct 札幌市(2068/2068) t/day → receive from: 札幌市, 石狩市
direct 室蘭市(1857/1857) t/day → receive from: 室蘭市
direct 伊達市(1325/1325) t/day → receive from: 島牧村, 寿都町, 黒松内町, 蘭越町, ニセコ町, 真狩村, 留寿都村, 喜茂別町, 京極町, 伊達市, 豊浦町, 壮瞥町, 洞爺湖町, 長万部町, 今金町, せたな町
direct 登別市(1179/1179) t/day → receive from: 登別市
direct 帯広市(901/901) t/day → receive from: えりも町, 南富良野町, 帯広市, 音更町, 士幌町, 上士幌町, 鹿追町, 新得町, 清水町, 芽室町, 中札内村, 更別村, 大樹町, 広尾町, 幕別町, 池田町, 豊頃町, 本別町, 足寄町, 浦幌町
direct 旭川市(760/760) t/day → receive from: 芦別市, 赤平市, 滝川市, 砂川市, 歌志内市, 深川市, 上砂川町, 新十津川町, 妹背牛町, 秩父別町, 雨竜町, 北竜町, 沼田町, 旭川市, 富良野市, 鷹栖町, 東神楽町, 当麻町, 比布町, 愛別町, 上川町, 東川町, 美瑛町, 上富良野町, 中富良野町, 和寒町, 幌加内町, 留萌市, 増毛町, 小平町
direct 厚真町(716/716) t/day → receive from: 千歳市, 厚真町, 安平町, むかわ町, 日高町, 平取町, 新冠町, 浦河町, 様似町, 新ひだか町, 占冠村
direct 函館市(699/699) t/day → receive from: 函館市, 北斗市, 松前町, 福島町, 知内町, 木古内町, 七飯町, 鹿部町, 森町, 八雲町, 江差町, 上ノ国町, 厚沢部町, 乙部町
direct 江別市(606/606) t/day → receive from: 夕張市, 岩見沢市, 美唄市, 三笠市, 南幌町, 奈井江町, 由仁町, 長沼町, 栗山町, 月形町, 浦臼町, 江別市, 恵庭市, 北広島市, 当別町, 新篠津村
direct 北見市(483/483) t/day → receive from: 北見市, 網走市, 紋別市, 美幌町, 津別町, 訓子府町, 置戸町, 佐呂間町, 遠軽町, 湧別町, 大空町, 陸別町
direct 弟子屈町(261/431) t/day → receive from: 清里町, 斜里町, 小清水町, 標茶町, 弟子屈町
indirect 弟子屈町(170/431) t/day → receive from: 中継施設＝ 中標津町(62104) → receive from: 別海町, 中標津町, 標津町, 羅臼町
direct 小樽市(377/377) t/day → receive from: 小樽市, 俱知安町, 共和町, 岩内町, 泊村, 神恵内村, 積丹町, 古平町, 仁木町, 余市町, 赤井川村
direct 厚岸町(292/292) t/day → receive from: 厚岸町, 浜中町, 根室市
direct 稚内市(180/180) t/day → receive from: 初山別村, 遠別町, 天塩町, 稚内市, 猿払村, 浜頓別町, 豊富町, 幌延町
direct 名寄市(155/155) t/day → receive from: 士別市, 名寄市, 剣淵町, 下川町, 美深町, 音威子府村, 中川町, 苫前町, 羽幌町, 中頓別町, 枝幸町, 滝上町, 興部町, 西興部村, 雄武町

----------------------  遺伝情報  ----------------------

個体数＝900
世代数＝1000
0: neval=900{'avg': 7398963.457631634, 'max': 9841351.400233636, 'min': 6139501.447520296} best=6139501.447520296
1: neval=711{'avg': 6974060.189662889, 'max': 8850173.509980587, 'min': 5844159.091932277} best=5844159.091932277
2: neval=714{'avg': 6667819.939471373, 'max': 8471635.30188614, 'min': 6094883.708216727} best=5844159.091932277
3: neval=735{'avg': 6465075.044937255, 'max': 8659727.196164332, 'min': 5962498.094647046} best=5844159.091932277
4: neval=703{'avg': 6312135.48992057, 'max': 8746955.019884774, 'min': 5860479.643456744} best=5844159.091932277
5: neval=731{'avg': 6183142.8011949845, 'max': 8794942.454021929, 'min': 5897030.506536696} best=5844159.091932277
6: neval=711{'avg': 6107130.523169263, 'max': 7996837.31428592, 'min': 5860479.643456744} best=5844159.091932277
7: neval=725{'avg': 6049705.033440722, 'max': 7479584.830892381, 'min': 5860479.643456744} best=5844159.091932277
8: neval=699{'avg': 6015480.282189755, 'max': 7504036.868400468, 'min': 5857947.471201499} best=5844159.091932277
9: neval=706{'avg': 5974757.409734144, 'max': 7175252.43383975, 'min': 5857947.471201499} best=5844159.091932277
10: neval=715{'avg': 5942392.117397273, 'max': 8355256.883554153, 'min': 5837470.991622471} best=5837470.991622471
11: neval=702{'avg': 5922509.972614542, 'max': 8632093.37508157, 'min': 5838079.946052774} best=5837470.991622471
12: neval=708{'avg': 5896986.454464482, 'max': 7935462.213718752, 'min': 5834293.802140241} best=5834293.802140241
13: neval=690{'avg': 5881934.374103587, 'max': 7866799.465311155, 'min': 5811864.251876623} best=5811864.251876623
14: neval=708{'avg': 5864888.121908894, 'max': 7656623.012809585, 'min': 5798747.387957345} best=5798747.387957345
15: neval=701{'avg': 5857066.041906224, 'max': 7384642.111014205, 'min': 5798747.387957345} best=5798747.387957345
16: neval=716{'avg': 5843837.883813498, 'max': 7357373.709428941, 'min': 5798747.387957345} best=5798747.387957345
17: neval=691{'avg': 5828506.133179564, 'max': 7822665.828605872, 'min': 5798138.433527042} best=5798138.433527042
18: neval=720{'avg': 5821319.073428314, 'max': 8471269.71350442, 'min': 5798747.387957345} best=5798138.433527042
19: neval=698{'avg': 5815646.203719044, 'max': 7793585.8380254945, 'min': 5798747.387957345} best=5798138.433527042
20: neval=715{'avg': 5807603.179945956, 'max': 6833231.21679804, 'min': 5798138.433527042} best=5798138.433527042
21: neval=704{'avg': 5810557.273053099, 'max': 7591409.65460703, 'min': 5798138.433527042} best=5798138.433527042
22: neval=732{'avg': 5806489.681941634, 'max': 7925411.237128425, 'min': 5798138.433527042} best=5798138.433527042
23: neval=701{'avg': 5801972.010838625, 'max': 7018112.772892019, 'min': 5798138.433527042} best=5798138.433527042
24: neval=724{'avg': 5806446.421586575, 'max': 7743967.63388409, 'min': 5798138.433527042} best=5798138.433527042
25: neval=704{'avg': 5813650.318880984, 'max': 8600334.06722985, 'min': 5798138.433527042} best=5798138.433527042
26: neval=711{'avg': 5812472.212151521, 'max': 7563883.907830795, 'min': 5798138.433527042} best=5798138.433527042
27: neval=704{'avg': 5812891.575769108, 'max': 8053632.623087579, 'min': 5798138.433527042} best=5798138.433527042
28: neval=716{'avg': 5807392.039806542, 'max': 8402995.226823537, 'min': 5798138.433527042} best=5798138.433527042
29: neval=723{'avg': 5814414.244613291, 'max': 7969651.775043761, 'min': 5798138.433527042} best=5798138.433527042
30: neval=704{'avg': 5806658.646222706, 'max': 7257651.8100364115, 'min': 5798138.433527042} best=5798138.433527042
31: neval=691{'avg': 5805268.777309596, 'max': 7547658.2925155535, 'min': 5798138.433527042} best=5798138.433527042
32: neval=701{'avg': 5803137.142520227, 'max': 6932038.15244625, 'min': 5798138.433527042} best=5798138.433527042
33: neval=702{'avg': 5801990.979525598, 'max': 8008935.360467968, 'min': 5798138.433527042} best=5798138.433527042
34: neval=691{'avg': 5804764.760150814, 'max': 7924980.764581149, 'min': 5798138.433527042} best=5798138.433527042
35: neval=721{'avg': 5806919.616621397, 'max': 7201504.388989646, 'min': 5798138.433527042} best=5798138.433527042
36: neval=727{'avg': 5811493.3216707315, 'max': 7715289.363321523, 'min': 5798138.433527042} best=5798138.433527042
37: neval=685{'avg': 5807645.838647932, 'max': 8864959.949779645, 'min': 5798138.433527042} best=5798138.433527042
38: neval=744{'avg': 5805951.677471572, 'max': 8370399.059236638, 'min': 5798138.433527042} best=5798138.433527042
39: neval=739{'avg': 5812474.417368173, 'max': 7322167.811411161, 'min': 5798138.433527042} best=5798138.433527042
40: neval=685{'avg': 5809045.60655174, 'max': 8317429.2972258525, 'min': 5798138.433527042} best=5798138.433527042
41: neval=720{'avg': 5801720.722124646, 'max': 7329674.253544295, 'min': 5798138.433527042} best=5798138.433527042
42: neval=693{'avg': 5809851.073072627, 'max': 8012165.831489765, 'min': 5798138.433527042} best=5798138.433527042
43: neval=732{'avg': 5804608.115901638, 'max': 8742692.5255486, 'min': 5798138.433527042} best=5798138.433527042
44: neval=695{'avg': 5819650.940539303, 'max': 8712143.671905637, 'min': 5798138.433527042} best=5798138.433527042
45: neval=721{'avg': 5801289.575922728, 'max': 6759838.384751772, 'min': 5789561.285263057} best=5789561.285263057
46: neval=723{'avg': 5811089.124190271, 'max': 9006177.724556308, 'min': 5789561.285263057} best=5789561.285263057
47: neval=698{'avg': 5812059.977408404, 'max': 8324087.175328693, 'min': 5789561.285263057} best=5789561.285263057
48: neval=710{'avg': 5810829.840512569, 'max': 8028883.9711088445, 'min': 5789561.285263057} best=5789561.285263057
49: neval=714{'avg': 5804729.4985144595, 'max': 7858320.334611303, 'min': 5789561.285263057} best=5789561.285263057
50: neval=700{'avg': 5802447.688549272, 'max': 8359558.176998535, 'min': 5789561.285263057} best=5789561.285263057
51: neval=682{'avg': 5806120.156682762, 'max': 9185437.286983227, 'min': 5789561.285263057} best=5789561.285263057
52: neval=711{'avg': 5804500.206185627, 'max': 8635743.496671125, 'min': 5789561.285263057} best=5789561.285263057
53: neval=729{'avg': 5798441.57074405, 'max': 7764983.491620652, 'min': 5789561.285263057} best=5789561.285263057
54: neval=699{'avg': 5798804.88450644, 'max': 7418542.434186738, 'min': 5789561.285263057} best=5789561.285263057
55: neval=703{'avg': 5792985.07958718, 'max': 6944098.408301671, 'min': 5789561.285263057} best=5789561.285263057
56: neval=695{'avg': 5799826.548873554, 'max': 8657517.970343042, 'min': 5789561.285263057} best=5789561.285263057
57: neval=721{'avg': 5803499.616514862, 'max': 8284229.817380344, 'min': 5789561.285263057} best=5789561.285263057
58: neval=703{'avg': 5793104.5354644805, 'max': 7686397.319892248, 'min': 5789561.285263057} best=5789561.285263057
59: neval=708{'avg': 5819701.92650629, 'max': 8648020.542271629, 'min': 5789561.285263057} best=5789561.285263057
60: neval=694{'avg': 5800728.960967541, 'max': 7648332.497654797, 'min': 5789561.285263057} best=5789561.285263057
61: neval=722{'avg': 5795839.234906748, 'max': 8574162.81982242, 'min': 5789561.285263057} best=5789561.285263057
62: neval=722{'avg': 5798287.46326732, 'max': 7851866.111925989, 'min': 5789561.285263057} best=5789561.285263057
63: neval=702{'avg': 5803122.110754901, 'max': 8459710.444200031, 'min': 5789561.285263057} best=5789561.285263057
64: neval=695{'avg': 5798852.56946848, 'max': 9073535.502260186, 'min': 5789561.285263057} best=5789561.285263057
65: neval=705{'avg': 5795266.199197782, 'max': 6966931.495084669, 'min': 5789561.285263057} best=5789561.285263057
