----------------------  実行情報  ----------------------
実行時間＝756秒
個体数＝1100
合計世代数＝269
=============================
Total cost: 5713326.851302944
=============================
------------------------  前提  ------------------------

waste=sanpai

ごみ量32位以内：
苫小牧市 (2039382), 釧路市 (1177668), 札幌市 (728360), 室蘭市 (677679), 登別市 (430316), 伊達市 (334124), 帯広市 (182218), 旭川市 (138210), 函館市 (133081), 釧路町 (121597), 白老町 (99038), 北見市 (91496), 小樽市 (91037), 千歳市 (69923), 江別市 (64214), 安平町 (60328), 洞爺湖町 (54767), 厚岸町 (49048), 岩見沢市 (47176), 稚内市 (46228), 音更町 (44302), 標茶町 (43861), むかわ町 (42881), 厚真町 (42445), 北斗市 (42381), 弟子屈町 (39869), 恵庭市 (36267), 豊浦町 (36146), 中標津町 (35109), 浜中町 (33093), 北広島市 (30922), 七飯町 (30521)

焼却施設数: 20
中継施設数: 2

輸送単価＝ 300 円/t/km
--------------------  GAPlot_input  --------------------

waste =sanpai

inc_size= [2039382, 1338813, 754911, 677679, 430316, 356506, 325699, 264576, 243969, 231362, 209890, 177504, 150319, 139153, 125721, 124915, 99038, 93580, 61388, 23571]

inc_facility = ['苫小牧市', '釧路市', '札幌市', '室蘭市', '登別市', '伊達市', '帯広市', '厚真町', '函館市', '旭川市', '江別市', '北見市', '豊浦町', '弟子屈町', '小樽市', '厚岸町', '白老町', '雨竜町', '稚内市', '枝幸町']
inc_blocks = [['美唄市', '芦別市', '赤平市', '滝川市', '砂川市', '歌志内市', '深川市', '奈井江町', '上砂川町', '浦臼町', '新十津川町', '妹背牛町', '秩父別町', '雨竜町', '北竜町', '沼田町', '留萌市', '増毛町', '小平町', '苫前町', '羽幌町'], ['札幌市', '石狩市'], ['夕張市', '岩見沢市', '三笠市', '南幌町', '由仁町', '長沼町', '栗山町', '月形町', '江別市', '恵庭市', '北広島市', '当別町', '新篠津村'], ['小樽市', '共和町', '岩内町', '泊村', '神恵内村', '積丹町', '古平町', '仁木町', '余市町', '赤井川村'], ['室蘭市'], ['苫小牧市'], ['登別市'], ['伊達市', '壮瞥町'], ['島牧村', '寿都町', '黒松内町', '蘭越町', 'ニセコ町', '真狩村', '留寿都村', '喜茂別町', '京極町', '俱知安町', '豊浦町', '洞爺湖町', '八雲町', '長万部町', '今金町', 'せたな町'], ['白老町'], ['千歳市', '厚真町', '安平町', 'むかわ町', '日高町', '平取町', '占冠村'], ['函館市', '北斗市', '松前町', '福島町', '知内町', '木古内町', '七飯町', '鹿部町', '森町', '江差町', '上ノ国町', '厚沢部町', '乙部町'], ['旭川市', '士別市', '名寄市', '富良野市', '鷹栖町', '東神楽町', '当麻町', '比布町', '愛別町', '上川町', '東川町', '美瑛町', '上富良野町', '中富良野町', '和寒町', '剣淵町', '下川町', '幌加内町'], ['初山別村', '遠別町', '天塩町', '稚内市', '猿払村', '豊富町', '幌延町'], ['美深町', '音威子府村', '中川町', '浜頓別町', '中頓別町', '枝幸町', '興部町', '西興部村', '雄武町'], ['北見市', '網走市', '紋別市', '美幌町', '津別町', '訓子府町', '置戸町', '佐呂間町', '遠軽町', '湧別町', '滝上町', '大空町', '陸別町'], ['南富良野町', '帯広市', '音更町', '士幌町', '上士幌町', '鹿追町', '新得町', '清水町', '芽室町', '中札内村', '更別村', '大樹町', '広尾町', '幕別町', '池田町', '豊頃町', '本別町', '足寄町', '浦幌町'], ['釧路市', '釧路町', '鶴居村', '白糖町'], ['厚岸町', '浜中町', '別海町'], ['清里町', '斜里町', '小清水町', '標茶町', '弟子屈町', '中標津町', '標津町', '羅臼町']]

trans_size=[36029, 24477]
trans_facility = ['新ひだか町', '根室市']
trans_blocks = [['新冠町', '浦河町', '様似町', 'えりも町', '新ひだか町'], ['根室市']]

arrows = [[['厚真町'], ['新ひだか町']], [['厚岸町'], ['根室市']]]


---------------------  コスト情報  ---------------------

TC_direct: {'苫小牧市': 0.0, '釧路市': 70153.93074000001, '札幌市': 11969.45631, '室蘭市': 0.0, '登別市': 0.0, '伊達市': 7719.104160000001, '帯広市': 105772.32276, '厚真町': 131199.89844000002, '函館市': 98041.74887999998, '旭川市': 123096.18833999998, '江別市': 102611.43903, '北見市': 132204.02106, '豊浦町': 117525.60467999999, '弟子屈町': 124535.05575, '小樽市': 40668.22818, '厚岸町': 64722.035610000006, '白老町': 0.0, '雨竜町': 83519.68521, '稚内市': 24787.05315, '枝幸町': 20160.878819999998}
IC_inc: {'苫小牧市': 714902.4976425101, '釧路市': 469319.01800460217, '札幌市': 264632.9914639851, '室蘭市': 237559.42226609756, '登別市': 150846.66981248945, '伊達市': 124972.6779115147, '帯広市': 114446.42852177891, '厚真町': 98519.10858472018, '函館市': 92924.42483797096, '旭川市': 89436.7801063066, '江別市': 83371.5070170462, '北見市': 73882.34542269846, '豊浦町': 65537.30942763147, '弟子屈町': 61989.73039365964, '小樽市': 57614.8777846368, '厚岸町': 57348.32303742866, '白老町': 48510.387525714206, '雨竜町': 46567.67703845099, '稚内市': 34361.316448981546, '枝幸町': 17232.41502162469}
OC_inc: {'苫小牧市': 299343.8969454954, '釧路市': 196513.20875701046, '札幌市': 110807.09773206827, '室蘭市': 99470.85574851908, '登別市': 63162.501364628006, '伊達市': 52328.54625786183, '帯広市': 47806.64333177938, '厚真町': 38834.90727987762, '函館市': 35810.1773938848, '旭川市': 33959.70087266814, '江別市': 35634.33819047396, '北見市': 46235.56763728401, '豊浦町': 52678.051873281336, '弟子屈町': 54577.840519374906, '小樽市': 56216.29889299539, '厚岸町': 56290.70094281448, '白老町': 57071.71061403734, '雨竜町': 56797.41718351691, '稚内市': 51265.7861067866, '枝幸町': 31895.004673764397}

TC_indirect: {'新ひだか町': 37579.48145399999, '根室市': 11379.161483999998}
IC_trans: {'新ひだか町': 7550.541398434669, '根室市': 6198.694519786847}
OC_trans: {'新ひだか町': 6034.354849601143, '根室市': 5221.805889150655}


----------------------  輸送情報  ----------------------

direct 苫小牧市(5587/5587) t/day → receive from: 苫小牧市
direct 釧路市(3668/3668) t/day → receive from: 釧路市, 釧路町, 鶴居村, 白糖町
direct 札幌市(2068/2068) t/day → receive from: 札幌市, 石狩市
direct 室蘭市(1857/1857) t/day → receive from: 室蘭市
direct 登別市(1179/1179) t/day → receive from: 登別市
direct 伊達市(977/977) t/day → receive from: 伊達市, 壮瞥町
direct 帯広市(892/892) t/day → receive from: 南富良野町, 帯広市, 音更町, 士幌町, 上士幌町, 鹿追町, 新得町, 清水町, 芽室町, 中札内村, 更別村, 大樹町, 広尾町, 幕別町, 池田町, 豊頃町, 本別町, 足寄町, 浦幌町
direct 厚真町(626/725) t/day → receive from: 千歳市, 厚真町, 安平町, むかわ町, 日高町, 平取町, 占冠村
indirect 厚真町(99/725) t/day → receive from: 中継施設＝ 新ひだか町(36029) → receive from: 新冠町, 浦河町, 様似町, えりも町, 新ひだか町
direct 函館市(668/668) t/day → receive from: 函館市, 北斗市, 松前町, 福島町, 知内町, 木古内町, 七飯町, 鹿部町, 森町, 江差町, 上ノ国町, 厚沢部町, 乙部町
direct 旭川市(634/634) t/day → receive from: 旭川市, 士別市, 名寄市, 富良野市, 鷹栖町, 東神楽町, 当麻町, 比布町, 愛別町, 上川町, 東川町, 美瑛町, 上富良野町, 中富良野町, 和寒町, 剣淵町, 下川町, 幌加内町
direct 江別市(575/575) t/day → receive from: 夕張市, 岩見沢市, 三笠市, 南幌町, 由仁町, 長沼町, 栗山町, 月形町, 江別市, 恵庭市, 北広島市, 当別町, 新篠津村
direct 北見市(486/486) t/day → receive from: 北見市, 網走市, 紋別市, 美幌町, 津別町, 訓子府町, 置戸町, 佐呂間町, 遠軽町, 湧別町, 滝上町, 大空町, 陸別町
direct 豊浦町(412/412) t/day → receive from: 島牧村, 寿都町, 黒松内町, 蘭越町, ニセコ町, 真狩村, 留寿都村, 喜茂別町, 京極町, 俱知安町, 豊浦町, 洞爺湖町, 八雲町, 長万部町, 今金町, せたな町
direct 弟子屈町(381/381) t/day → receive from: 清里町, 斜里町, 小清水町, 標茶町, 弟子屈町, 中標津町, 標津町, 羅臼町
direct 小樽市(344/344) t/day → receive from: 小樽市, 共和町, 岩内町, 泊村, 神恵内村, 積丹町, 古平町, 仁木町, 余市町, 赤井川村
direct 厚岸町(275/342) t/day → receive from: 厚岸町, 浜中町, 別海町
indirect 厚岸町(67/342) t/day → receive from: 中継施設＝ 根室市(24477) → receive from: 根室市
direct 白老町(271/271) t/day → receive from: 白老町
direct 雨竜町(256/256) t/day → receive from: 美唄市, 芦別市, 赤平市, 滝川市, 砂川市, 歌志内市, 深川市, 奈井江町, 上砂川町, 浦臼町, 新十津川町, 妹背牛町, 秩父別町, 雨竜町, 北竜町, 沼田町, 留萌市, 増毛町, 小平町, 苫前町, 羽幌町
direct 稚内市(168/168) t/day → receive from: 初山別村, 遠別町, 天塩町, 稚内市, 猿払村, 豊富町, 幌延町
direct 枝幸町(65/65) t/day → receive from: 美深町, 音威子府村, 中川町, 浜頓別町, 中頓別町, 枝幸町, 興部町, 西興部村, 雄武町

----------------------  遺伝情報  ----------------------

個体数＝1100
世代数＝1000
0: neval=1100{'avg': 7166687.798101652, 'max': 10071090.382705955, 'min': 5975507.5671779765} best=5975507.5671779765
1: neval=883{'avg': 6724646.830508612, 'max': 8916195.19527037, 'min': 5952123.987147001} best=5952123.987147001
2: neval=864{'avg': 6463317.926408706, 'max': 8373747.989595768, 'min': 5937257.369940725} best=5937257.369940725
3: neval=855{'avg': 6281815.950642416, 'max': 7593044.515261699, 'min': 5892457.409296211} best=5892457.409296211
4: neval=876{'avg': 6154833.483556049, 'max': 8979953.577661367, 'min': 5849834.797045606} best=5849834.797045606
5: neval=890{'avg': 6049271.506877739, 'max': 8000160.257428508, 'min': 5854832.4446963575} best=5849834.797045606
6: neval=889{'avg': 6004630.941649083, 'max': 7762794.258287038, 'min': 5862060.089996602} best=5849834.797045606
7: neval=876{'avg': 5967669.179704005, 'max': 7365644.255879995, 'min': 5825739.024847104} best=5825739.024847104
8: neval=852{'avg': 5934919.697405186, 'max': 7787997.761565801, 'min': 5788961.917373335} best=5788961.917373335
9: neval=863{'avg': 5918097.271831323, 'max': 7510108.907204536, 'min': 5788961.917373335} best=5788961.917373335
10: neval=862{'avg': 5900494.881871104, 'max': 8001542.823307458, 'min': 5788961.917373335} best=5788961.917373335
11: neval=847{'avg': 5872632.944295952, 'max': 7101740.052881098, 'min': 5772935.242586679} best=5772935.242586679
12: neval=890{'avg': 5855944.861498664, 'max': 8111517.060188214, 'min': 5771772.263935724} best=5771772.263935724
13: neval=880{'avg': 5840777.599299966, 'max': 7144389.538906008, 'min': 5755338.882745409} best=5755338.882745409
14: neval=875{'avg': 5827359.212229752, 'max': 7633133.624091053, 'min': 5754043.734699856} best=5754043.734699856
15: neval=878{'avg': 5803096.740861883, 'max': 7532726.961819816, 'min': 5753221.254298206} best=5753221.254298206
16: neval=874{'avg': 5796096.427990582, 'max': 7847341.132325292, 'min': 5745399.2083083615} best=5745399.2083083615
17: neval=846{'avg': 5779282.806420207, 'max': 6525840.0449196985, 'min': 5739728.848885777} best=5739728.848885777
18: neval=863{'avg': 5773913.413766722, 'max': 7678618.986116794, 'min': 5729789.1744487295} best=5729789.1744487295
19: neval=866{'avg': 5765758.246360641, 'max': 6971422.531884237, 'min': 5729789.1744487295} best=5729789.1744487295
20: neval=864{'avg': 5763892.783794098, 'max': 7025417.447835592, 'min': 5728349.065162011} best=5728349.065162011
21: neval=877{'avg': 5760201.498332438, 'max': 8076648.298134269, 'min': 5728349.065162011} best=5728349.065162011
22: neval=887{'avg': 5756602.967253228, 'max': 7089198.66281566, 'min': 5728349.065162011} best=5728349.065162011
23: neval=913{'avg': 5753645.630641256, 'max': 8383128.6818356905, 'min': 5720096.185909402} best=5720096.185909402
24: neval=887{'avg': 5752220.173220655, 'max': 8791676.958908496, 'min': 5720096.185909402} best=5720096.185909402
25: neval=855{'avg': 5745527.510242963, 'max': 8270965.510285933, 'min': 5720096.185909402} best=5720096.185909402
26: neval=877{'avg': 5740494.036007854, 'max': 7432439.016820403, 'min': 5720096.185909402} best=5720096.185909402
27: neval=862{'avg': 5733715.591616091, 'max': 8210106.088270981, 'min': 5720096.185909402} best=5720096.185909402
28: neval=875{'avg': 5729398.552476386, 'max': 7592854.816432812, 'min': 5720096.185909402} best=5720096.185909402
29: neval=856{'avg': 5729491.181441947, 'max': 8819188.882410768, 'min': 5720096.185909402} best=5720096.185909402
30: neval=863{'avg': 5724797.773623678, 'max': 7822243.520937769, 'min': 5720096.185909402} best=5720096.185909402
31: neval=889{'avg': 5732740.406932942, 'max': 8085259.279070303, 'min': 5720096.185909402} best=5720096.185909402
32: neval=869{'avg': 5727147.619953997, 'max': 8417646.363903549, 'min': 5720096.185909402} best=5720096.185909402
33: neval=839{'avg': 5726284.80375025, 'max': 7076960.490347071, 'min': 5720096.185909402} best=5720096.185909402
34: neval=849{'avg': 5723491.090071588, 'max': 7215826.145492496, 'min': 5720096.185909402} best=5720096.185909402
35: neval=885{'avg': 5729403.597908546, 'max': 8144707.0588139715, 'min': 5720096.185909402} best=5720096.185909402
36: neval=868{'avg': 5724122.011235293, 'max': 7071487.229850365, 'min': 5720096.185909402} best=5720096.185909402
37: neval=873{'avg': 5723389.527112035, 'max': 6667295.145363323, 'min': 5720096.185909402} best=5720096.185909402
38: neval=878{'avg': 5726896.8070733035, 'max': 7363072.463085186, 'min': 5720096.185909402} best=5720096.185909402
39: neval=853{'avg': 5725031.805727639, 'max': 7086827.805165538, 'min': 5720096.185909402} best=5720096.185909402
40: neval=850{'avg': 5725979.692663739, 'max': 7216053.31319143, 'min': 5720096.185909402} best=5720096.185909402
41: neval=899{'avg': 5730529.490073185, 'max': 7399829.727505338, 'min': 5720096.185909402} best=5720096.185909402
42: neval=857{'avg': 5733889.061222867, 'max': 8978784.843898823, 'min': 5720096.185909402} best=5720096.185909402
43: neval=907{'avg': 5725881.335789814, 'max': 7948292.003512919, 'min': 5720096.185909402} best=5720096.185909402
44: neval=888{'avg': 5726527.07271006, 'max': 7536822.697476046, 'min': 5720096.185909402} best=5720096.185909402
45: neval=887{'avg': 5726508.295183979, 'max': 7975195.863216873, 'min': 5720096.185909402} best=5720096.185909402
46: neval=842{'avg': 5733157.803273509, 'max': 8361104.488179865, 'min': 5720096.185909402} best=5720096.185909402
47: neval=845{'avg': 5728224.418313883, 'max': 7538022.0038264645, 'min': 5720096.185909402} best=5720096.185909402
48: neval=876{'avg': 5728151.425704021, 'max': 7282619.477357401, 'min': 5713326.851302944} best=5713326.851302944
49: neval=877{'avg': 5729211.603226299, 'max': 8275246.570489942, 'min': 5713326.851302944} best=5713326.851302944
50: neval=867{'avg': 5724932.867042911, 'max': 7184102.927906455, 'min': 5713326.851302944} best=5713326.851302944
51: neval=875{'avg': 5723758.802963309, 'max': 6886318.453098382, 'min': 5713326.851302944} best=5713326.851302944
52: neval=854{'avg': 5734181.014138821, 'max': 8130940.579279873, 'min': 5713326.851302944} best=5713326.851302944
53: neval=849{'avg': 5723788.2482618075, 'max': 7040495.738007996, 'min': 5713326.851302944} best=5713326.851302944
54: neval=858{'avg': 5722394.322391535, 'max': 7719018.522190036, 'min': 5713326.851302944} best=5713326.851302944
55: neval=853{'avg': 5721312.2874191245, 'max': 8013064.431052909, 'min': 5713326.851302944} best=5713326.851302944
56: neval=863{'avg': 5719436.331365016, 'max': 7221390.693173554, 'min': 5713326.851302944} best=5713326.851302944
57: neval=842{'avg': 5719048.917204774, 'max': 7416572.142447605, 'min': 5713326.851302944} best=5713326.851302944
58: neval=856{'avg': 5724362.307560921, 'max': 7434362.2516222345, 'min': 5713326.851302944} best=5713326.851302944
59: neval=857{'avg': 5723269.660482419, 'max': 7853069.537786765, 'min': 5713326.851302944} best=5713326.851302944
60: neval=858{'avg': 5717364.374204975, 'max': 6901504.601162174, 'min': 5713326.851302944} best=5713326.851302944
61: neval=849{'avg': 5717620.3158669155, 'max': 7150653.792022915, 'min': 5713326.851302944} best=5713326.851302944
62: neval=893{'avg': 5724576.792397385, 'max': 7673634.869669754, 'min': 5713326.851302944} best=5713326.851302944
63: neval=855{'avg': 5726766.726752462, 'max': 8006253.809628306, 'min': 5713326.851302944} best=5713326.851302944
64: neval=867{'avg': 5727089.176922571, 'max': 8265243.999330277, 'min': 5713326.851302944} best=5713326.851302944
65: neval=867{'avg': 5723242.344469922, 'max': 10211474.136688277, 'min': 5713326.851302944} best=5713326.851302944
66: neval=881{'avg': 5723323.881451776, 'max': 8231844.025247568, 'min': 5713326.851302944} best=5713326.851302944
67: neval=853{'avg': 5719266.153621635, 'max': 7364949.012444485, 'min': 5713326.851302944} best=5713326.851302944
68: neval=860{'avg': 5727188.321404646, 'max': 9035803.715610273, 'min': 5713326.851302944} best=5713326.851302944
69: neval=875{'avg': 5717964.735722134, 'max': 6911025.0869474765, 'min': 5713326.851302944} best=5713326.851302944
70: neval=872{'avg': 5728591.994258196, 'max': 8211653.068673015, 'min': 5713326.851302944} best=5713326.851302944
71: neval=860{'avg': 5718122.584245955, 'max': 6999381.213434407, 'min': 5713326.851302944} best=5713326.851302944
72: neval=866{'avg': 5721357.163907224, 'max': 7910529.980874175, 'min': 5713326.851302944} best=5713326.851302944
73: neval=884{'avg': 5721955.829380454, 'max': 8208771.746103981, 'min': 5713326.851302944} best=5713326.851302944
74: neval=866{'avg': 5721124.39775721, 'max': 7198323.055621111, 'min': 5713326.851302944} best=5713326.851302944
75: neval=887{'avg': 5718329.105616359, 'max': 6887282.114146335, 'min': 5713326.851302944} best=5713326.851302944
76: neval=900{'avg': 5722138.494824458, 'max': 8042147.779357015, 'min': 5713326.851302944} best=5713326.851302944
77: neval=856{'avg': 5717042.0319592105, 'max': 6986222.728434753, 'min': 5713326.851302944} best=5713326.851302944
78: neval=862{'avg': 5723070.305633607, 'max': 8377446.351918548, 'min': 5713326.851302944} best=5713326.851302944
79: neval=877{'avg': 5717833.289008358, 'max': 7293513.303918956, 'min': 5713326.851302944} best=5713326.851302944
80: neval=863{'avg': 5726384.968950178, 'max': 8976121.176337698, 'min': 5713326.851302944} best=5713326.851302944
81: neval=874{'avg': 5724254.733430984, 'max': 7830861.051613212, 'min': 5713326.851302944} best=5713326.851302944
82: neval=876{'avg': 5722718.734362447, 'max': 7043528.883047749, 'min': 5713326.851302944} best=5713326.851302944
83: neval=856{'avg': 5718546.238408868, 'max': 8431396.134152697, 'min': 5713326.851302944} best=5713326.851302944
84: neval=859{'avg': 5723441.868008815, 'max': 8713952.999618791, 'min': 5713326.851302944} best=5713326.851302944
85: neval=886{'avg': 5721320.703358214, 'max': 6988143.713917077, 'min': 5713326.851302944} best=5713326.851302944
