
Best Solution:
ごみ量20位以内：
札幌市 (349353), 函館市 (66649), 旭川市 (64890), 苫小牧市 (42288), 釧路市 (38335), 帯広市 (35291), 千歳市 (25770), 小樽市 (25049), 江別市 (24906), 北見市 (20809), 室蘭市 (20448), 岩見沢市 (12638), 登別市 (11426), 北広島市 (10822), 石狩市 (9341), 音更町 (7531), 稚内市 (7127), 恵庭市 (6987), 伊達市 (6907), 網走市 (6299)

施設数: 2
札幌市 (775145) → receive from: 夕張市, 岩見沢市, 美唄市, 芦別市, 赤平市, 三笠市, 滝川市, 砂川市, 歌志内市, 深川市, 南幌町, 奈井江町, 上砂川町, 由仁町, 長沼町, 栗山町, 月形町, 浦臼町, 新十津川町, 妹背牛町, 秩父別町, 雨竜町, 北竜町, 沼田町, 札幌市, 江別市, 千歳市, 恵庭市, 北広島市, 石狩市, 当別町, 新篠津村, 小樽市, 島牧村, 寿都町, 黒松内町, 蘭越町, ニセコ町, 真狩村, 留寿都村, 喜茂別町, 京極町, 俱知安町, 共和町, 岩内町, 泊村, 神恵内村, 積丹町, 古平町, 仁木町, 余市町, 赤井川村, 室蘭市, 苫小牧市, 登別市, 伊達市, 豊浦町, 壮瞥町, 白老町, 厚真町, 洞爺湖町, 安平町, むかわ町, 日高町, 平取町, 新冠町, 新ひだか町, 函館市, 北斗市, 松前町, 福島町, 知内町, 木古内町, 七飯町, 鹿部町, 森町, 八雲町, 長万部町, 江差町, 上ノ国町, 厚沢部町, 乙部町, 奥尻町, 今金町, せたな町, 旭川市, 士別市, 名寄市, 富良野市, 鷹栖町, 東神楽町, 当麻町, 比布町, 東川町, 美瑛町, 上富良野町, 中富良野町, 占冠村, 和寒町, 剣淵町, 美深町, 音威子府村, 中川町, 幌加内町, 留萌市, 増毛町, 小平町, 苫前町, 羽幌町, 初山別村, 遠別町, 天塩町, 稚内市, 中頓別町, 豊富町, 礼文町, 利尻町, 利尻富士町, 幌延町
本別町 (167311) → receive from: 浦河町, 様似町, えりも町, 愛別町, 上川町, 南富良野町, 下川町, 猿払村, 浜頓別町, 枝幸町, 北見市, 網走市, 紋別市, 美幌町, 津別町, 清里町, 斜里町, 小清水町, 訓子府町, 置戸町, 佐呂間町, 遠軽町, 湧別町, 滝上町, 興部町, 西興部村, 雄武町, 大空町, 帯広市, 音更町, 士幌町, 上士幌町, 鹿追町, 新得町, 清水町, 芽室町, 中札内村, 更別村, 大樹町, 広尾町, 幕別町, 池田町, 豊頃町, 本別町, 足寄町, 陸別町, 浦幌町, 釧路市, 釧路町, 厚岸町, 浜中町, 標茶町, 弟子屈町, 鶴居村, 白糖町, 根室市, 別海町, 中標津町, 標津町, 羅臼町

TC: {'札幌市': 1736997.7894500003, '本別町': 459658.41851999995}

IC: {'札幌市': 271725.99176373205, '本別町': 70798.2890989703}

OC: {'札幌市': 113777.0780549284, '本別町': 48935.47486116757}

Total cost: 2701893.0417487985

実行時間= 10秒


------------------  施設数: 2  ------------------

個体数＝150
世代数＝70
gen	nevals	avg        	min       	max        
0  	150   	3.96245e+06	2.7381e+06	8.65798e+06
1  	130   	3.33498e+06	2.7381e+06	6.9877e+06 
2  	125   	3.29736e+06	2.7381e+06	8.66539e+06
3  	138   	3.43648e+06	2.7381e+06	9.61735e+06
4  	128   	3.19637e+06	2.7381e+06	8.65798e+06
5  	125   	3.48242e+06	2.7381e+06	1.12324e+07
6  	119   	3.09163e+06	2.7367e+06	8.14287e+06
7  	129   	3.01505e+06	2.7367e+06	8.14548e+06
8  	131   	2.98874e+06	2.7367e+06	8.45501e+06
9  	128   	2.88336e+06	2.7367e+06	6.49091e+06
10 	127   	2.94095e+06	2.7367e+06	6.50141e+06
11 	129   	3.07614e+06	2.7367e+06	7.43652e+06
12 	134   	3.04796e+06	2.7367e+06	6.43042e+06
13 	127   	2.97082e+06	2.7367e+06	8.37425e+06
14 	130   	3.06934e+06	2.7367e+06	6.51361e+06
15 	127   	2.93868e+06	2.7367e+06	6.25094e+06
16 	136   	2.92976e+06	2.70189e+06	7.59805e+06
17 	127   	3.03115e+06	2.70189e+06	6.38707e+06
18 	126   	2.94514e+06	2.70189e+06	6.86433e+06
19 	134   	2.85644e+06	2.70189e+06	6.58813e+06
20 	130   	2.95562e+06	2.70189e+06	6.90618e+06
21 	134   	2.98364e+06	2.70189e+06	6.82939e+06
22 	138   	3.0719e+06 	2.70189e+06	6.86839e+06
23 	131   	3.01534e+06	2.70189e+06	7.21022e+06
24 	127   	2.98753e+06	2.70189e+06	7.46145e+06
25 	124   	2.93056e+06	2.70189e+06	6.86916e+06
26 	132   	2.89412e+06	2.70189e+06	9.28906e+06
27 	128   	2.9178e+06 	2.70189e+06	6.90674e+06
28 	124   	3.05284e+06	2.70189e+06	9.48956e+06
29 	133   	2.88942e+06	2.70189e+06	6.69766e+06
30 	130   	2.97541e+06	2.70189e+06	6.86639e+06
31 	125   	2.92493e+06	2.70189e+06	7.4478e+06 
32 	136   	2.9498e+06 	2.70189e+06	8.47741e+06
33 	127   	2.80032e+06	2.70189e+06	6.87526e+06
34 	140   	2.9695e+06 	2.70189e+06	7.33288e+06
35 	135   	2.94924e+06	2.70189e+06	6.87375e+06
36 	135   	3.00353e+06	2.70189e+06	6.88962e+06
37 	123   	2.84865e+06	2.70189e+06	6.75409e+06
38 	124   	2.92138e+06	2.70189e+06	6.71913e+06
39 	126   	3.01672e+06	2.70189e+06	6.87526e+06
40 	129   	2.97644e+06	2.70189e+06	7.36092e+06
41 	134   	2.93136e+06	2.70189e+06	6.88421e+06
42 	133   	3.07384e+06	2.70189e+06	6.90618e+06
43 	122   	2.97704e+06	2.70189e+06	6.88421e+06
44 	123   	2.91078e+06	2.70189e+06	6.58982e+06
45 	114   	2.96268e+06	2.70189e+06	8.14215e+06
46 	137   	2.91857e+06	2.70189e+06	6.84099e+06
47 	135   	2.8573e+06 	2.70189e+06	6.88042e+06
48 	127   	2.86059e+06	2.70189e+06	7.64226e+06
49 	130   	2.86024e+06	2.70189e+06	6.90028e+06
