
Best Solution:
ごみ量20位以内：
札幌市 (349353), 函館市 (66649), 旭川市 (64890), 苫小牧市 (42288), 釧路市 (38335), 帯広市 (35291), 千歳市 (25770), 小樽市 (25049), 江別市 (24906), 北見市 (20809), 室蘭市 (20448), 岩見沢市 (12638), 登別市 (11426), 北広島市 (10822), 石狩市 (9341), 音更町 (7531), 稚内市 (7127), 恵庭市 (6987), 伊達市 (6907), 網走市 (6299)

施設数: 11
札幌市 (455324) → receive from: 夕張市, 岩見沢市, 美唄市, 三笠市, 南幌町, 由仁町, 長沼町, 栗山町, 月形町, 札幌市, 江別市, 恵庭市, 北広島市, 石狩市, 当別町, 新篠津村, 小樽市, 喜茂別町, 京極町, 共和町, 岩内町, 泊村, 神恵内村, 積丹町, 古平町, 仁木町, 余市町, 赤井川村
旭川市 (97498) → receive from: 芦別市, 赤平市, 滝川市, 砂川市, 歌志内市, 深川市, 奈井江町, 上砂川町, 浦臼町, 新十津川町, 妹背牛町, 秩父別町, 雨竜町, 北竜町, 沼田町, 旭川市, 士別市, 名寄市, 富良野市, 鷹栖町, 東神楽町, 当麻町, 比布町, 愛別町, 上川町, 東川町, 美瑛町, 上富良野町, 中富良野町, 和寒町, 剣淵町, 下川町, 幌加内町, 留萌市, 増毛町, 小平町, 苫前町
函館市 (89082) → receive from: 函館市, 北斗市, 松前町, 福島町, 知内町, 木古内町, 七飯町, 鹿部町, 森町, 八雲町, 江差町, 上ノ国町, 厚沢部町, 乙部町, 奥尻町, 今金町, せたな町
苫小牧市 (81857) → receive from: 千歳市, 苫小牧市, 白老町, 厚真町, 安平町, むかわ町, 日高町, 平取町, 新冠町, 浦河町, 新ひだか町
帯広市 (62985) → receive from: 様似町, えりも町, 南富良野町, 占冠村, 帯広市, 音更町, 士幌町, 上士幌町, 鹿追町, 新得町, 清水町, 芽室町, 中札内村, 更別村, 大樹町, 広尾町, 幕別町, 池田町, 豊頃町, 本別町, 足寄町, 浦幌町
釧路市 (45633) → receive from: 釧路市, 釧路町, 厚岸町, 標茶町, 鶴居村, 白糖町
登別市 (44198) → receive from: 島牧村, 寿都町, 黒松内町, 蘭越町, ニセコ町, 真狩村, 留寿都村, 俱知安町, 室蘭市, 登別市, 伊達市, 豊浦町, 壮瞥町, 洞爺湖町, 長万部町
北見市 (39598) → receive from: 北見市, 網走市, 紋別市, 美幌町, 津別町, 小清水町, 訓子府町, 置戸町, 佐呂間町, 遠軽町, 湧別町, 滝上町, 大空町, 陸別町
中標津町 (14815) → receive from: 清里町, 斜里町, 浜中町, 弟子屈町, 根室市, 別海町, 中標津町, 標津町, 羅臼町
稚内市 (9068) → receive from: 羽幌町, 初山別村, 遠別町, 天塩町, 稚内市, 猿払村, 豊富町, 礼文町, 利尻町, 利尻富士町, 幌延町
枝幸町 (2398) → receive from: 美深町, 音威子府村, 中川町, 浜頓別町, 中頓別町, 枝幸町, 興部町, 西興部村, 雄武町

TC: {'札幌市': 107750.56481999999, '旭川市': 45430.196039999995, '函館市': 35008.78791, '苫小牧市': 48106.58742, '帯広市': 25443.31968, '釧路市': 5221.74414, '登別市': 26052.280290000002, '北見市': 29263.9788, '中標津町': 17518.770690000005, '稚内市': 4579.92735, '枝幸町': 1942.8120600000002}
IC: {'札幌市': 159613.1891114947, '旭川市': 47965.33771567071, '函館市': 44942.80374112252, '苫小牧市': 42283.88188243283, '帯広市': 35003.50835214785, '釧路市': 27746.089065790613, '登別市': 27114.20586589729, '北見市': 25048.63221091822, '中標津町': 12329.273757508588, '稚内市': 8654.209445875162, '枝幸町': 3316.9036767943057}
OC: {'札幌市': 66833.21738291832, '旭川市': 57011.203346841095, '函館市': 56442.255725112984, '苫小牧市': 55611.63687040698, '帯広市': 51724.01573343067, '釧路市': 45433.20587338103, '登別市': 44768.76962017755, '北見市': 42464.59053278037, '中標津町': 23770.176009451934, '稚内市': 16958.390102003257, '枝幸町': 6210.80752593711}

Total cost: 1247565.272748094

実行時間= 18秒


------------------  施設数: 11  ------------------

個体数＝150
世代数＝70
gen	nevals	avg       	min        	max       
0  	150   	1.8426e+06	1.34604e+06	2.4828e+06
1  	134   	1.78438e+06	1.32793e+06	2.94382e+06
2  	130   	1.72667e+06	1.32707e+06	3.07569e+06
3  	130   	1.67929e+06	1.32707e+06	2.86584e+06
4  	121   	1.69603e+06	1.27884e+06	2.75484e+06
5  	124   	1.67564e+06	1.27884e+06	4.31525e+06
6  	143   	1.67774e+06	1.27884e+06	3.06754e+06
7  	131   	1.59856e+06	1.26741e+06	3.62506e+06
8  	127   	1.64172e+06	1.27884e+06	3.57753e+06
9  	126   	1.52859e+06	1.27884e+06	2.94832e+06
10 	138   	1.59344e+06	1.26961e+06	2.86584e+06
11 	130   	1.53709e+06	1.26505e+06	2.65908e+06
12 	123   	1.5295e+06 	1.24839e+06	3.43448e+06
13 	126   	1.57231e+06	1.27807e+06	3.15954e+06
14 	129   	1.54291e+06	1.25806e+06	3.04872e+06
15 	139   	1.55287e+06	1.25415e+06	3.28213e+06
16 	127   	1.47088e+06	1.25415e+06	3.27178e+06
17 	127   	1.4958e+06 	1.25415e+06	3.22088e+06
18 	123   	1.38982e+06	1.25238e+06	2.89266e+06
19 	136   	1.3956e+06 	1.25238e+06	3.10563e+06
20 	127   	1.41665e+06	1.24839e+06	2.97784e+06
21 	133   	1.4024e+06 	1.24839e+06	2.83243e+06
22 	130   	1.45931e+06	1.24839e+06	3.0159e+06 
23 	125   	1.37856e+06	1.24839e+06	2.57399e+06
24 	118   	1.39819e+06	1.24839e+06	2.89501e+06
25 	140   	1.45721e+06	1.24839e+06	2.87378e+06
26 	131   	1.35118e+06	1.24839e+06	2.48589e+06
27 	129   	1.39863e+06	1.24839e+06	2.85742e+06
28 	131   	1.3987e+06 	1.24839e+06	2.82875e+06
29 	132   	1.37237e+06	1.24839e+06	2.4384e+06 
30 	132   	1.38241e+06	1.24839e+06	2.5608e+06 
31 	126   	1.38335e+06	1.24839e+06	2.88763e+06
32 	128   	1.3963e+06 	1.24839e+06	3.06182e+06
33 	129   	1.41526e+06	1.24839e+06	3.20893e+06
34 	128   	1.38821e+06	1.24839e+06	2.63572e+06
35 	124   	1.39922e+06	1.24839e+06	3.20071e+06
36 	125   	1.43634e+06	1.24839e+06	4.53988e+06
37 	121   	1.34342e+06	1.24839e+06	2.87294e+06
38 	123   	1.41856e+06	1.24839e+06	3.03906e+06
39 	132   	1.41148e+06	1.24839e+06	3.09219e+06
40 	133   	1.3956e+06 	1.24839e+06	2.87578e+06
41 	133   	1.40333e+06	1.24839e+06	2.86377e+06
42 	130   	1.43731e+06	1.24839e+06	3.72628e+06
43 	126   	1.3781e+06 	1.24839e+06	3.01129e+06
44 	129   	1.44661e+06	1.24839e+06	3.65163e+06
45 	128   	1.40591e+06	1.24839e+06	2.99242e+06
46 	127   	1.36382e+06	1.24839e+06	2.91698e+06
47 	130   	1.39644e+06	1.24839e+06	3.25487e+06
48 	127   	1.38139e+06	1.24839e+06	3.40174e+06
49 	127   	1.39498e+06	1.24839e+06	3.19088e+06
50 	134   	1.3973e+06 	1.24839e+06	2.81738e+06
51 	122   	1.43272e+06	1.24839e+06	2.94436e+06
52 	124   	1.38393e+06	1.24839e+06	2.80401e+06
53 	132   	1.42958e+06	1.24839e+06	3.2028e+06 
54 	128   	1.40105e+06	1.24839e+06	2.92837e+06
55 	135   	1.45369e+06	1.24839e+06	3.03885e+06
56 	131   	1.39319e+06	1.24839e+06	2.81339e+06
57 	133   	1.37105e+06	1.24839e+06	2.63906e+06
58 	127   	1.37448e+06	1.24839e+06	3.12145e+06
59 	136   	1.48542e+06	1.24839e+06	3.43574e+06
60 	118   	1.41356e+06	1.24839e+06	2.97896e+06
61 	127   	1.36345e+06	1.24839e+06	2.71329e+06
62 	133   	1.46642e+06	1.24839e+06	3.13959e+06
63 	132   	1.44447e+06	1.24839e+06	3.11849e+06
64 	129   	1.38814e+06	1.24757e+06	2.89531e+06
65 	132   	1.37459e+06	1.24757e+06	2.69343e+06
66 	131   	1.44969e+06	1.24757e+06	3.37044e+06
67 	123   	1.44202e+06	1.24757e+06	3.70452e+06
68 	126   	1.4364e+06 	1.24757e+06	3.56105e+06
69 	131   	1.4377e+06 	1.24757e+06	3.69889e+06
70 	128   	1.41986e+06	1.24757e+06	3.80692e+06
