
Best Solution:
ごみ量20位以内：
札幌市 (349353), 函館市 (66649), 旭川市 (64890), 苫小牧市 (42288), 釧路市 (38335), 帯広市 (35291), 千歳市 (25770), 小樽市 (25049), 江別市 (24906), 北見市 (20809), 室蘭市 (20448), 岩見沢市 (12638), 登別市 (11426), 北広島市 (10822), 石狩市 (9341), 音更町 (7531), 稚内市 (7127), 恵庭市 (6987), 伊達市 (6907), 網走市 (6299)

施設数: 8
札幌市 (455900) → receive from: 夕張市, 岩見沢市, 美唄市, 三笠市, 南幌町, 由仁町, 長沼町, 栗山町, 月形町, 札幌市, 江別市, 恵庭市, 北広島市, 石狩市, 当別町, 新篠津村, 小樽市, 寿都町, 蘭越町, ニセコ町, 真狩村, 留寿都村, 喜茂別町, 京極町, 俱知安町, 共和町, 岩内町, 泊村, 神恵内村, 積丹町, 古平町, 仁木町, 余市町, 赤井川村
苫小牧市 (124954) → receive from: 千歳市, 室蘭市, 苫小牧市, 登別市, 伊達市, 豊浦町, 壮瞥町, 白老町, 厚真町, 洞爺湖町, 安平町, むかわ町, 日高町, 平取町, 新冠町, 浦河町, 様似町, 新ひだか町
旭川市 (97811) → receive from: 芦別市, 赤平市, 滝川市, 砂川市, 歌志内市, 深川市, 奈井江町, 上砂川町, 浦臼町, 新十津川町, 妹背牛町, 秩父別町, 雨竜町, 北竜町, 沼田町, 旭川市, 士別市, 名寄市, 富良野市, 鷹栖町, 東神楽町, 当麻町, 比布町, 愛別町, 上川町, 東川町, 美瑛町, 上富良野町, 中富良野町, 和寒町, 剣淵町, 下川町, 美深町, 幌加内町, 留萌市, 増毛町, 小平町, 苫前町, 西興部村
函館市 (90136) → receive from: 島牧村, 黒松内町, 函館市, 北斗市, 松前町, 福島町, 知内町, 木古内町, 七飯町, 鹿部町, 森町, 八雲町, 長万部町, 江差町, 上ノ国町, 厚沢部町, 乙部町, 奥尻町, 今金町, せたな町
音更町 (62456) → receive from: えりも町, 南富良野町, 占冠村, 帯広市, 音更町, 士幌町, 上士幌町, 鹿追町, 新得町, 清水町, 芽室町, 中札内村, 更別村, 大樹町, 広尾町, 幕別町, 池田町, 豊頃町, 本別町, 足寄町, 浦幌町
釧路市 (60124) → receive from: 釧路市, 釧路町, 厚岸町, 浜中町, 標茶町, 弟子屈町, 鶴居村, 白糖町, 根室市, 別海町, 中標津町, 標津町, 羅臼町
北見市 (40276) → receive from: 北見市, 網走市, 紋別市, 美幌町, 津別町, 清里町, 斜里町, 小清水町, 訓子府町, 置戸町, 佐呂間町, 遠軽町, 湧別町, 滝上町, 興部町, 雄武町, 大空町, 陸別町
稚内市 (10799) → receive from: 音威子府村, 中川町, 羽幌町, 初山別村, 遠別町, 天塩町, 稚内市, 猿払村, 浜頓別町, 中頓別町, 枝幸町, 豊富町, 礼文町, 利尻町, 利尻富士町, 幌延町

TC: {'札幌市': 110118.56417999999, '苫小牧市': 146761.64502, '旭川市': 46390.299869999995, '函館市': 39078.45768000001, '音更町': 34211.31249, '釧路市': 49420.275149999994, '北見市': 31307.94792, '稚内市': 9886.457279999999}
IC: {'札幌市': 159815.1051030265, '苫小牧市': 57361.23187360729, '旭川市': 48076.31066532725, '函館市': 45325.56878233742, '音更町': 34791.29351522685, '釧路市': 33849.72255062314, '北見市': 25357.124756538607, '稚内市': 9815.922821275713}
OC: {'札幌市': 66917.76362518221, '苫小牧市': 56287.16549771179, '旭川市': 57024.56046545789, '函館市': 56536.28280428931, '音更町': 51574.683920861855, '釧路市': 50887.191237607556, '北見市': 42821.615360375356, '稚内市': 19174.56440623127}

Total cost: 1282791.0669756797

実行時間= 15秒


------------------  施設数: 8  ------------------

個体数＝150
世代数＝70
gen	nevals	avg        	min       	max        
0  	150   	2.11639e+06	1.4439e+06	2.67219e+06
1  	121   	1.91932e+06	1.36793e+06	3.08626e+06
2  	127   	1.80352e+06	1.36793e+06	3.34874e+06
3  	131   	1.83138e+06	1.33717e+06	3.50463e+06
4  	137   	1.77819e+06	1.33717e+06	3.74678e+06
5  	132   	1.74656e+06	1.33717e+06	3.56956e+06
6  	140   	1.72338e+06	1.33717e+06	4.73801e+06
7  	128   	1.668e+06  	1.29618e+06	3.38458e+06
8  	133   	1.6275e+06 	1.29618e+06	3.46392e+06
9  	124   	1.53991e+06	1.29618e+06	3.42443e+06
10 	125   	1.59186e+06	1.29618e+06	3.29129e+06
11 	128   	1.59928e+06	1.29618e+06	3.50377e+06
12 	130   	1.55213e+06	1.29618e+06	3.02404e+06
13 	129   	1.48841e+06	1.29618e+06	3.01949e+06
14 	129   	1.47702e+06	1.29393e+06	3.08115e+06
15 	124   	1.4701e+06 	1.29063e+06	2.93276e+06
16 	131   	1.4296e+06 	1.29063e+06	3.0365e+06 
17 	129   	1.44942e+06	1.29063e+06	2.7001e+06 
18 	129   	1.45647e+06	1.29063e+06	4.39794e+06
19 	132   	1.4385e+06 	1.29063e+06	2.94036e+06
20 	122   	1.46612e+06	1.29063e+06	4.51902e+06
21 	133   	1.48802e+06	1.29063e+06	3.54151e+06
22 	128   	1.45966e+06	1.29063e+06	2.95079e+06
23 	131   	1.50813e+06	1.29063e+06	3.12991e+06
24 	121   	1.49136e+06	1.29063e+06	3.36651e+06
25 	126   	1.46764e+06	1.29063e+06	3.4752e+06 
26 	117   	1.43177e+06	1.29063e+06	3.31769e+06
27 	140   	1.52201e+06	1.29063e+06	4.56324e+06
28 	124   	1.51529e+06	1.29063e+06	3.6026e+06 
29 	127   	1.43571e+06	1.29063e+06	3.08612e+06
30 	127   	1.48613e+06	1.29063e+06	4.20179e+06
31 	127   	1.50108e+06	1.29063e+06	4.16522e+06
32 	133   	1.44271e+06	1.29063e+06	3.43155e+06
33 	124   	1.46343e+06	1.29063e+06	3.68896e+06
34 	133   	1.49907e+06	1.28279e+06	4.86995e+06
35 	133   	1.45752e+06	1.29063e+06	3.23037e+06
36 	140   	1.4164e+06 	1.28279e+06	2.60848e+06
37 	118   	1.47367e+06	1.28279e+06	3.40416e+06
38 	125   	1.47778e+06	1.28279e+06	3.02389e+06
39 	138   	1.47279e+06	1.28279e+06	3.52688e+06
40 	123   	1.49286e+06	1.28279e+06	3.40824e+06
41 	124   	1.43683e+06	1.28279e+06	3.53448e+06
42 	131   	1.44671e+06	1.28279e+06	4.17386e+06
43 	130   	1.51627e+06	1.28279e+06	3.62128e+06
44 	135   	1.47222e+06	1.28279e+06	3.46886e+06
45 	126   	1.46954e+06	1.28279e+06	3.8027e+06 
46 	132   	1.44151e+06	1.28279e+06	2.74796e+06
47 	127   	1.43638e+06	1.28279e+06	3.26214e+06
48 	128   	1.5214e+06 	1.28279e+06	3.58148e+06
49 	122   	1.47295e+06	1.28279e+06	4.6126e+06 
50 	125   	1.43104e+06	1.28279e+06	3.24164e+06
51 	132   	1.51471e+06	1.28279e+06	3.17293e+06
52 	131   	1.48737e+06	1.28279e+06	3.61363e+06
53 	127   	1.45061e+06	1.28279e+06	3.21164e+06
54 	133   	1.43765e+06	1.28279e+06	3.40033e+06
55 	127   	1.4506e+06 	1.28279e+06	3.46446e+06
56 	129   	1.42696e+06	1.28279e+06	2.82775e+06
57 	136   	1.43534e+06	1.28279e+06	2.516e+06  
58 	128   	1.43543e+06	1.28279e+06	2.82622e+06
59 	128   	1.43685e+06	1.28279e+06	3.5212e+06 
60 	130   	1.47994e+06	1.28279e+06	3.58083e+06
61 	124   	1.42151e+06	1.28279e+06	2.65059e+06
62 	123   	1.46887e+06	1.28279e+06	3.56738e+06
63 	128   	1.44194e+06	1.28279e+06	3.31629e+06
64 	128   	1.45902e+06	1.28279e+06	5.71834e+06
65 	135   	1.46004e+06	1.28279e+06	3.03874e+06
66 	136   	1.41876e+06	1.28279e+06	2.66488e+06
67 	129   	1.47129e+06	1.28279e+06	3.46589e+06
68 	129   	1.43255e+06	1.28279e+06	2.64516e+06
69 	127   	1.45762e+06	1.28279e+06	3.09956e+06
70 	131   	1.49238e+06	1.28279e+06	3.1099e+06 
