----------------------  実行情報  ----------------------
実行時間＝5789秒
個体数＝1000
合計世代数＝854
------------------------  前提  ------------------------

waste=sanpai

ごみ量30位以内：
苫小牧市 (2039382), 釧路市 (1177668), 札幌市 (728360), 室蘭市 (677679), 登別市 (430316), 伊達市 (334124), 帯広市 (182218), 旭川市 (138210), 函館市 (133081), 釧路町 (121597), 白老町 (99038), 北見市 (91496), 小樽市 (91037), 千歳市 (69923), 江別市 (64214), 安平町 (60328), 洞爺湖町 (54767), 厚岸町 (49048), 岩見沢市 (47176), 稚内市 (46228), 音更町 (44302), 標茶町 (43861), むかわ町 (42881), 厚真町 (42445), 北斗市 (42381), 弟子屈町 (39869), 恵庭市 (36267), 豊浦町 (36146), 中標津町 (35109), 浜中町 (33093)

焼却施設数: 14
中継施設数: 6

輸送単価＝ 500 円/t/km
--------------------  GAPlot_input  --------------------

waste =sanpai

inc_size= [2223736, 1338813, 921075, 677679, 476280, 430316, 331400, 315100, 262560, 254539, 225259, 190673, 137675, 83187]

inc_facility = ['苫小牧市', '釧路市', '札幌市', '室蘭市', '伊達市', '登別市', '帯広市', '旭川市', '北斗市', '標茶町', '千歳市', '北見市', '小樽市', '稚内市']
inc_blocks = [['岩見沢市', '美唄市', '三笠市', '南幌町', '月形町', '札幌市', '江別市', '北広島市', '石狩市', '当別町', '新篠津村'], ['夕張市', '由仁町', '長沼町', '栗山町', '千歳市', '恵庭市', '厚真町', '安平町', '占冠村'], ['小樽市', '俱知安町', '共和町', '岩内町', '泊村', '仁木町', '余市町', '赤井川村'], ['室蘭市'], ['苫小牧市', '白老町', 'むかわ町', '日高町', '平取町', '新冠町', '浦河町', '新ひだか町'], ['登別市'], ['島牧村', '寿都町', '黒松内町', '蘭越町', 'ニセコ町', '真狩村', '留寿都村', '喜茂別町', '京極町', '伊達市', '豊浦町', '壮瞥町', '洞爺湖町', '長万部町', '今金町'], ['函館市', '北斗市', '知内町', '木古内町', '七飯町', '鹿部町', '森町', '八雲町', '江差町', '上ノ国町', '厚沢部町', '乙部町', 'せたな町'], ['芦別市', '赤平市', '滝川市', '砂川市', '歌志内市', '深川市', '奈井江町', '上砂川町', '浦臼町', '新十津川町', '妹背牛町', '秩父別町', '雨竜町', '北竜町', '沼田町', '旭川市', '士別市', '名寄市', '富良野市', '鷹栖町', '東神楽町', '当麻町', '比布町', '愛別町', '上川町', '東川町', '美瑛町', '上富良野町', '中富良野町', '和寒町', '剣淵町', '下川町', '美深町', '幌加内町', '留萌市', '増毛町', '小平町', '苫前町', '西興部村'], ['音威子府村', '中川町', '羽幌町', '初山別村', '遠別町', '天塩町', '稚内市', '猿払村', '浜頓別町', '中頓別町', '枝幸町', '豊富町', '幌延町'], ['北見市', '網走市', '紋別市', '美幌町', '津別町', '斜里町', '小清水町', '訓子府町', '置戸町', '佐呂間町', '遠軽町', '湧別町', '滝上町', '興部町', '雄武町', '大空町'], ['様似町', 'えりも町', '南富良野町', '帯広市', '音更町', '士幌町', '上士幌町', '鹿追町', '新得町', '清水町', '芽室町', '中札内村', '更別村', '大樹町', '広尾町', '幕別町', '池田町', '豊頃町', '浦幌町'], ['釧路市', '釧路町', '鶴居村', '白糖町'], ['清里町', '厚岸町', '浜中町', '標茶町', '弟子屈町', '根室市', '別海町', '中標津町', '標津町', '羅臼町']]

trans_size=[3714, 3091, 2848, 2634, 1727, 1273]
trans_facility = ['足寄町', '本別町', '古平町', '松前町', '福島町', '陸別町']
trans_blocks = [['神恵内村', '積丹町', '古平町'], ['松前町'], ['福島町'], ['本別町'], ['足寄町'], ['陸別町']]

arrows = [[['小樽市'], ['古平町']], [['北斗市'], ['松前町', '福島町']], [['北見市'], ['陸別町']], [['帯広市'], ['本別町', '足寄町']]]


---------------------  コスト情報  ---------------------

TC_direct: {'苫小牧市': 365051.08635, '釧路市': 116923.21790000002, '札幌市': 272407.08285, '室蘭市': 0.0, '伊達市': 189075.4677, '登別市': 0.0, '帯広市': 192313.02595000004, '旭川市': 463102.49885000015, '北斗市': 257597.18880000003, '標茶町': 585241.834, '千歳市': 161539.46035, '北見市': 275380.89080000005, '小樽市': 97345.57379999998, '稚内市': 158389.94319999998}
IC_inc: {'苫小牧市': 779527.5335849609, '釧路市': 469319.01800460217, '札幌市': 322881.54843774973, '室蘭市': 237559.42226609756, '伊達市': 166959.28549784917, '登別市': 150846.66981248945, '帯広市': 116171.80485006135, '旭川市': 111748.80832015398, '北斗市': 97977.28399087075, '標茶町': 95809.91974270863, '千歳市': 87729.45538440187, '北見市': 77794.71871463192, '小樽市': 61514.304521907994, '稚内市': 42778.10974559008}
OC_inc: {'苫小牧市': 326403.6850467387, '釧路市': 196513.20875701046, '札幌市': 135196.92724515178, '室蘭市': 99470.85574851908, '伊達市': 69909.1740719495, '登別市': 63162.501364628006, '帯広市': 48643.445635853, '旭川市': 46250.904405121546, '北斗市': 38538.99543195403, '標茶町': 37361.65965209531, '千歳市': 33063.89233701452, '北見市': 42280.643790667615, '小樽市': 54793.77780014489, '稚内市': 55789.59407736241}

TC_indirect: {'足寄町': 2426.5047600000007, '本別町': 1662.27798, '古平町': 2847.9827600000003, '松前町': 2210.1894, '福島町': 1083.95155, '陸別町': 685.14133}
IC_trans: {'足寄町': 506.46007676123463, '本別町': 435.78295162506555, '古平町': 407.6279188708323, '松前町': 382.515349714713, '福島町': 271.8820333377116, '陸別町': 212.9280767571901}
OC_trans: {'足寄町': 24061.239615115395, '本別町': 19817.41889378382, '古平町': 18400.326678815385, '松前町': 16985.274262805768, '福島町': 12021.47717281558, '陸別町': 9189.543315479235}

=============================
Total cost: 7313972.942914169
=============================

----------------------  輸送情報  ----------------------

direct 苫小牧市(6092/6092) t/day → receive from: 苫小牧市, 白老町, むかわ町, 日高町, 平取町, 新冠町, 浦河町, 新ひだか町
direct 釧路市(3668/3668) t/day → receive from: 釧路市, 釧路町, 鶴居村, 白糖町
direct 札幌市(2523/2523) t/day → receive from: 岩見沢市, 美唄市, 三笠市, 南幌町, 月形町, 札幌市, 江別市, 北広島市, 石狩市, 当別町, 新篠津村
direct 室蘭市(1857/1857) t/day → receive from: 室蘭市
direct 伊達市(1305/1305) t/day → receive from: 島牧村, 寿都町, 黒松内町, 蘭越町, ニセコ町, 真狩村, 留寿都村, 喜茂別町, 京極町, 伊達市, 豊浦町, 壮瞥町, 洞爺湖町, 長万部町, 今金町
direct 登別市(1179/1179) t/day → receive from: 登別市
direct 帯広市(889/908) t/day → receive from: 様似町, えりも町, 南富良野町, 帯広市, 音更町, 士幌町, 上士幌町, 鹿追町, 新得町, 清水町, 芽室町, 中札内村, 更別村, 大樹町, 広尾町, 幕別町, 池田町, 豊頃町, 浦幌町
indirect 帯広市(19/908) t/day → receive from: 中継施設＝ 本別町(3091) → receive from: 本別町
                                                    　　　足寄町(3714) → receive from: 足寄町
direct 旭川市(863/863) t/day → receive from: 芦別市, 赤平市, 滝川市, 砂川市, 歌志内市, 深川市, 奈井江町, 上砂川町, 浦臼町, 新十津川町, 妹背牛町, 秩父別町, 雨竜町, 北竜町, 沼田町, 旭川市, 士別市, 名寄市, 富良野市, 鷹栖町, 東神楽町, 当麻町, 比布町, 愛別町, 上川町, 東川町, 美瑛町, 上富良野町, 中富良野町, 和寒町, 剣淵町, 下川町, 美深町, 幌加内町, 留萌市, 増毛町, 小平町, 苫前町, 西興部村
direct 北斗市(707/719) t/day → receive from: 函館市, 北斗市, 知内町, 木古内町, 七飯町, 鹿部町, 森町, 八雲町, 江差町, 上ノ国町, 厚沢部町, 乙部町, せたな町
indirect 北斗市(12/719) t/day → receive from: 中継施設＝ 松前町(2634) → receive from: 松前町
                                                    　　　福島町(1727) → receive from: 福島町
direct 標茶町(697/697) t/day → receive from: 清里町, 厚岸町, 浜中町, 標茶町, 弟子屈町, 根室市, 別海町, 中標津町, 標津町, 羅臼町
direct 千歳市(617/617) t/day → receive from: 夕張市, 由仁町, 長沼町, 栗山町, 千歳市, 恵庭市, 厚真町, 安平町, 占冠村
direct 北見市(519/522) t/day → receive from: 北見市, 網走市, 紋別市, 美幌町, 津別町, 斜里町, 小清水町, 訓子府町, 置戸町, 佐呂間町, 遠軽町, 湧別町, 滝上町, 興部町, 雄武町, 大空町
indirect 北見市(3/522) t/day → receive from: 中継施設＝ 陸別町(1273) → receive from: 陸別町
direct 小樽市(369/377) t/day → receive from: 小樽市, 俱知安町, 共和町, 岩内町, 泊村, 仁木町, 余市町, 赤井川村
indirect 小樽市(8/377) t/day → receive from: 中継施設＝ 古平町(2848) → receive from: 神恵内村, 積丹町, 古平町
direct 稚内市(228/228) t/day → receive from: 音威子府村, 中川町, 羽幌町, 初山別村, 遠別町, 天塩町, 稚内市, 猿払村, 浜頓別町, 中頓別町, 枝幸町, 豊富町, 幌延町

----------------------  遺伝情報  ----------------------

個体数＝1000
世代数＝1000
0: neval=1000{'avg': 17249303.217940472, 'max': 31259957.941808306, 'min': 9307315.224403752} best=9307315.224403752
1: neval=816{'avg': 14397390.861918023, 'max': 25138784.346569695, 'min': 10209996.22069142} best=9307315.224403752
2: neval=766{'avg': 12842433.384006025, 'max': 19461955.820211142, 'min': 9611954.139862148} best=9307315.224403752
3: neval=773{'avg': 11952807.407983987, 'max': 17237652.130076908, 'min': 9012159.50206273} best=9012159.50206273
4: neval=764{'avg': 11284140.244269198, 'max': 17144922.530086443, 'min': 8663134.871520769} best=8663134.871520769
5: neval=801{'avg': 10663008.622289171, 'max': 14046394.535528235, 'min': 8584219.707515221} best=8584219.707515221
6: neval=805{'avg': 10230784.968008488, 'max': 16889125.350494996, 'min': 8811381.29343775} best=8584219.707515221
7: neval=755{'avg': 9844681.075091952, 'max': 13706580.218388762, 'min': 8271528.549680603} best=8271528.549680603
8: neval=763{'avg': 9512391.894095484, 'max': 16331801.728899585, 'min': 8271528.549680603} best=8271528.549680603
9: neval=801{'avg': 9230729.31719102, 'max': 16899094.35067041, 'min': 8038824.470105925} best=8038824.470105925
10: neval=772{'avg': 9024131.46510016, 'max': 20602780.490671568, 'min': 8038824.470105925} best=8038824.470105925
11: neval=755{'avg': 8807297.918035278, 'max': 12840935.493792921, 'min': 8032330.315496671} best=8032330.315496671
12: neval=777{'avg': 8628975.204397561, 'max': 13959107.384688718, 'min': 7842848.761874434} best=7842848.761874434
13: neval=760{'avg': 8484556.10791923, 'max': 15631383.457726475, 'min': 7854860.414717636} best=7842848.761874434
14: neval=796{'avg': 8292487.898178356, 'max': 11095738.636615824, 'min': 7736560.132183262} best=7736560.132183262
15: neval=787{'avg': 8192495.972824035, 'max': 15098305.23815173, 'min': 7683899.476947243} best=7683899.476947243
16: neval=798{'avg': 8088977.029124918, 'max': 16718890.765808322, 'min': 7615795.229473777} best=7615795.229473777
17: neval=811{'avg': 7967642.007628179, 'max': 12880176.546506949, 'min': 7578319.777445676} best=7578319.777445676
18: neval=756{'avg': 7862919.872015661, 'max': 13438974.141753407, 'min': 7567635.855872416} best=7567635.855872416
19: neval=812{'avg': 7797282.235283307, 'max': 16164453.940369748, 'min': 7512777.68107182} best=7512777.68107182
20: neval=803{'avg': 7748134.497404461, 'max': 16165073.620174149, 'min': 7517673.591567685} best=7512777.68107182
21: neval=784{'avg': 7680443.050837943, 'max': 15241463.801922554, 'min': 7471078.149712763} best=7471078.149712763
22: neval=749{'avg': 7624905.936925789, 'max': 12117086.052099116, 'min': 7495302.698073592} best=7471078.149712763
23: neval=769{'avg': 7601119.605013766, 'max': 12756171.796883257, 'min': 7448198.513689112} best=7448198.513689112
24: neval=793{'avg': 7581442.304623911, 'max': 13581453.148046313, 'min': 7416075.219467746} best=7416075.219467746
25: neval=793{'avg': 7544440.181491013, 'max': 11239172.719675664, 'min': 7400442.39643874} best=7400442.39643874
26: neval=803{'avg': 7540875.353695416, 'max': 15360568.701565886, 'min': 7400442.39643874} best=7400442.39643874
27: neval=773{'avg': 7511944.815291982, 'max': 11438529.813532233, 'min': 7400442.39643874} best=7400442.39643874
28: neval=766{'avg': 7481272.759421042, 'max': 12380363.753659517, 'min': 7377972.611552883} best=7377972.611552883
29: neval=800{'avg': 7475075.151650682, 'max': 11736440.209377777, 'min': 7374711.411417997} best=7374711.411417997
30: neval=788{'avg': 7438855.149575629, 'max': 11458925.988784505, 'min': 7374165.691295653} best=7374165.691295653
31: neval=794{'avg': 7438178.716995309, 'max': 13067059.400520494, 'min': 7363349.32172005} best=7363349.32172005
32: neval=777{'avg': 7421240.002224047, 'max': 15330318.147256916, 'min': 7363349.32172005} best=7363349.32172005
33: neval=787{'avg': 7401637.140161023, 'max': 11513024.033522695, 'min': 7359587.911487637} best=7359587.911487637
34: neval=781{'avg': 7412902.4159998745, 'max': 13880368.251351206, 'min': 7359587.911487637} best=7359587.911487637
35: neval=791{'avg': 7403301.356017023, 'max': 12110708.722849285, 'min': 7359587.911487637} best=7359587.911487637
36: neval=804{'avg': 7400958.582010044, 'max': 16134305.813647917, 'min': 7359587.911487637} best=7359587.911487637
37: neval=772{'avg': 7389737.816523477, 'max': 11919981.297391815, 'min': 7359587.911487637} best=7359587.911487637
38: neval=770{'avg': 7389833.136619362, 'max': 16255142.431738654, 'min': 7359587.911487637} best=7359587.911487637
39: neval=802{'avg': 7378048.312854803, 'max': 12431861.841119844, 'min': 7359587.911487637} best=7359587.911487637
40: neval=787{'avg': 7373557.05262802, 'max': 15035109.089934105, 'min': 7359587.911487637} best=7359587.911487637
41: neval=767{'avg': 7376554.173827813, 'max': 11080349.744140573, 'min': 7359587.911487637} best=7359587.911487637
42: neval=764{'avg': 7405494.874726271, 'max': 12911886.261972826, 'min': 7359587.911487637} best=7359587.911487637
43: neval=812{'avg': 7400575.541106268, 'max': 12657291.31442165, 'min': 7359587.911487637} best=7359587.911487637
44: neval=802{'avg': 7388011.196814747, 'max': 14158021.24709313, 'min': 7359587.911487637} best=7359587.911487637
45: neval=789{'avg': 7360848.502226447, 'max': 8107306.101735303, 'min': 7359587.911487637} best=7359587.911487637
46: neval=820{'avg': 7387558.104099278, 'max': 12468799.375508172, 'min': 7359587.911487637} best=7359587.911487637
47: neval=793{'avg': 7381889.330090811, 'max': 12080340.846685916, 'min': 7359587.911487637} best=7359587.911487637
48: neval=791{'avg': 7369503.11888895, 'max': 11983493.506090827, 'min': 7359587.911487637} best=7359587.911487637
49: neval=780{'avg': 7370065.482592447, 'max': 11609623.51883293, 'min': 7359587.911487637} best=7359587.911487637
50: neval=795{'avg': 7384968.835121748, 'max': 14976305.243351562, 'min': 7359587.911487637} best=7359587.911487637
51: neval=786{'avg': 7368364.072942997, 'max': 10727359.42184576, 'min': 7359587.911487637} best=7359587.911487637
52: neval=788{'avg': 7376902.101388476, 'max': 13315366.283637391, 'min': 7359587.911487637} best=7359587.911487637
53: neval=799{'avg': 7385382.127653721, 'max': 14233457.472415099, 'min': 7359587.911487637} best=7359587.911487637
54: neval=794{'avg': 7376182.761271729, 'max': 13503505.92755358, 'min': 7359587.911487637} best=7359587.911487637
55: neval=797{'avg': 7373471.287486993, 'max': 14192180.008581614, 'min': 7359587.911487637} best=7359587.911487637
56: neval=793{'avg': 7390206.448689606, 'max': 12639816.482920984, 'min': 7359587.911487637} best=7359587.911487637
57: neval=796{'avg': 7393376.146775503, 'max': 14242663.33506056, 'min': 7359587.911487637} best=7359587.911487637
58: neval=762{'avg': 7395311.031354759, 'max': 14416728.717232432, 'min': 7359587.911487637} best=7359587.911487637
59: neval=802{'avg': 7379829.0893658735, 'max': 11932669.414133426, 'min': 7359587.911487637} best=7359587.911487637
60: neval=801{'avg': 7383106.287164442, 'max': 12728190.077653952, 'min': 7359587.911487637} best=7359587.911487637
61: neval=778{'avg': 7401323.138638416, 'max': 11679472.262827225, 'min': 7359587.911487637} best=7359587.911487637
62: neval=792{'avg': 7376000.964978552, 'max': 10838330.247284204, 'min': 7359587.911487637} best=7359587.911487637
63: neval=805{'avg': 7387514.776016126, 'max': 13700109.754170323, 'min': 7359587.911487637} best=7359587.911487637
64: neval=809{'avg': 7404875.7496405635, 'max': 13680962.42797432, 'min': 7359587.911487637} best=7359587.911487637
65: neval=807{'avg': 7384406.321727898, 'max': 10335895.399583722, 'min': 7359587.911487637} best=7359587.911487637
66: neval=805{'avg': 7379211.370156279, 'max': 10709951.797404047, 'min': 7359587.911487637} best=7359587.911487637
67: neval=796{'avg': 7400353.04916073, 'max': 14441063.042970207, 'min': 7359587.911487637} best=7359587.911487637
68: neval=821{'avg': 7414038.366732857, 'max': 16882984.61844185, 'min': 7359587.911487637} best=7359587.911487637
69: neval=790{'avg': 7372198.700630428, 'max': 11317374.353064246, 'min': 7359587.911487637} best=7359587.911487637
70: neval=827{'avg': 7375327.390199153, 'max': 13704744.435165009, 'min': 7359587.911487637} best=7359587.911487637
71: neval=793{'avg': 7403732.92938669, 'max': 18270764.765225247, 'min': 7359587.911487637} best=7359587.911487637
72: neval=800{'avg': 7383673.538289066, 'max': 14457453.02941162, 'min': 7359587.911487637} best=7359587.911487637
73: neval=785{'avg': 7388017.328481975, 'max': 12658287.823069636, 'min': 7359587.911487637} best=7359587.911487637
