----------------------  実行情報  ----------------------
実行時間＝1725秒
個体数＝1050
合計世代数＝242
------------------------  前提  ------------------------

waste=sanpai

ごみ量31位以内：
苫小牧市 (2039382), 釧路市 (1177668), 札幌市 (728360), 室蘭市 (677679), 登別市 (430316), 伊達市 (334124), 帯広市 (182218), 旭川市 (138210), 函館市 (133081), 釧路町 (121597), 白老町 (99038), 北見市 (91496), 小樽市 (91037), 千歳市 (69923), 江別市 (64214), 安平町 (60328), 洞爺湖町 (54767), 厚岸町 (49048), 岩見沢市 (47176), 稚内市 (46228), 音更町 (44302), 標茶町 (43861), むかわ町 (42881), 厚真町 (42445), 北斗市 (42381), 弟子屈町 (39869), 恵庭市 (36267), 豊浦町 (36146), 中標津町 (35109), 浜中町 (33093), 北広島市 (30922)

焼却施設数: 13
中継施設数: 8

輸送単価＝ 500 円/t/km
--------------------  GAPlot_input  --------------------

waste =sanpai

inc_size= [2223736, 1338813, 1039575, 677679, 502712, 430316, 331400, 311190, 255303, 254539, 225259, 194583, 83187]

inc_facility = ['苫小牧市', '釧路市', '札幌市', '室蘭市', '伊達市', '登別市', '帯広市', '旭川市', '函館市', '標茶町', '千歳市', '北見市', '稚内市']
inc_blocks = [['岩見沢市', '美唄市', '三笠市', '南幌町', '月形町', '札幌市', '江別市', '北広島市', '石狩市', '当別町', '新篠津村', '小樽市', '岩内町', '積丹町', '古平町', '仁木町', '余市町', '赤井川村'], ['夕張市', '由仁町', '長沼町', '栗山町', '千歳市', '恵庭市', '厚真町', '安平町', '占冠村'], ['室蘭市'], ['苫小牧市', '白老町', 'むかわ町', '日高町', '平取町', '新冠町', '浦河町', '新ひだか町'], ['登別市'], ['島牧村', '寿都町', '黒松内町', '蘭越町', 'ニセコ町', '真狩村', '留寿都村', '喜茂別町', '京極町', '俱知安町', '共和町', '泊村', '神恵内村', '伊達市', '豊浦町', '壮瞥町', '洞爺湖町', '長万部町', '今金町', 'せたな町'], ['函館市', '北斗市', '松前町', '福島町', '知内町', '木古内町', '七飯町', '鹿部町', '森町', '八雲町', '江差町', '上ノ国町', '厚沢部町', '乙部町'], ['芦別市', '赤平市', '滝川市', '砂川市', '歌志内市', '深川市', '奈井江町', '上砂川町', '浦臼町', '新十津川町', '妹背牛町', '秩父別町', '雨竜町', '北竜町', '沼田町', '旭川市', '士別市', '名寄市', '富良野市', '鷹栖町', '東神楽町', '当麻町', '比布町', '愛別町', '上川町', '東川町', '美瑛町', '上富良野町', '中富良野町', '和寒町', '剣淵町', '幌加内町', '留萌市', '増毛町', '小平町', '苫前町'], ['羽幌町', '初山別村', '遠別町', '天塩町', '稚内市', '猿払村', '豊富町', '幌延町'], ['北見市', '網走市', '美幌町', '津別町', '斜里町', '小清水町', '訓子府町', '佐呂間町', '遠軽町', '大空町'], ['様似町', 'えりも町', '南富良野町', '帯広市', '音更町', '士幌町', '上士幌町', '鹿追町', '新得町', '清水町', '芽室町', '中札内村', '更別村', '大樹町', '広尾町', '幕別町', '池田町', '豊頃町', '本別町', '足寄町', '浦幌町'], ['釧路市', '釧路町', '鶴居村', '白糖町'], ['清里町', '厚岸町', '浜中町', '標茶町', '弟子屈町', '根室市', '別海町', '中標津町', '標津町']]

trans_size=[17623, 10784, 6552, 3870, 3829, 3721, 2475, 1062]
trans_facility = ['紋別市', '枝幸町', '中頓別町', '羅臼町', '興部町', '雄武町', '置戸町', '滝上町']
trans_blocks = [['音威子府村', '中川町', '浜頓別町', '中頓別町'], ['枝幸町'], ['紋別市', '湧別町'], ['置戸町', '陸別町'], ['滝上町'], ['下川町', '興部町', '西興部村'], ['美深町', '雄武町'], ['羅臼町']]

arrows = [[['稚内市'], ['中頓別町', '枝幸町']], [['北見市'], ['置戸町', '滝上町', '興部町', '雄武町', '紋別市']], [['標茶町'], ['羅臼町']]]


---------------------  コスト情報  ---------------------

TC_direct: {'苫小牧市': 365051.08635, '釧路市': 116923.21790000002, '札幌市': 542025.39045, '室蘭市': 0.0, '伊達市': 302713.35205000004, '登別市': 0.0, '帯広市': 212756.93965000004, '旭川市': 443639.2575000001, '函館市': 209455.2236, '標茶町': 563931.8725, '千歳市': 161539.46035, '北見市': 167905.49055000002, '稚内市': 70277.96415}
IC_inc: {'苫小牧市': 779527.5335849609, '釧路市': 469319.01800460217, '札幌市': 364421.5571122587, '室蘭市': 237559.42226609756, '伊達市': 176224.98599814135, '登別市': 150846.66981248945, '帯広市': 116171.80485006135, '旭川市': 110747.28367361845, '函館市': 96017.17383615748, '標茶町': 95809.91974270863, '千歳市': 87729.45538440187, '北見市': 78941.65572626586, '稚内市': 42778.10974559008}
OC_inc: {'苫小牧市': 326403.6850467387, '釧路市': 196513.20875701046, '札幌市': 152590.55521089886, '室蘭市': 99470.85574851908, '伊達市': 73788.90718916999, '登別市': 63162.501364628006, '帯広市': 48643.445635853, '旭川市': 45676.98807308719, '函館市': 37473.80084843144, '標茶町': 37361.65965209531, '千歳市': 33063.89233701452, '北見市': 41010.022040112664, '稚内市': 55789.59407736241}

TC_indirect: {'紋別市': 23179.14049, '枝幸町': 11883.21312, '中頓別町': 12805.27692, '羅臼町': 4261.992300000001, '興部町': 8781.41453, '雄武町': 11318.2114, '置戸町': 2965.61445, '滝上町': 1192.6791}
IC_trans: {'紋別市': 1866.6798349144724, '枝幸町': 1229.803052203425, '中頓別町': 809.7764032792882, '羅臼町': 523.8604079014556, '興部町': 519.2977840354604, '雄武町': 507.24322146272175, '置戸町': 363.64481539188716, '滝上町': 184.3087181579163}
OC_trans: {'紋別市': 107639.5654381523, '枝幸町': 66558.52779814947, '中頓別町': 41060.85878448079, '羅臼町': 24772.212368114946, '興部町': 24769.328503966157, '雄武町': 24061.731982331596, '置戸町': 16274.090449902204, '滝上町': 7774.701760293932}

=============================
Total cost: 7568566.134401012
=============================

----------------------  輸送情報  ----------------------

direct 苫小牧市(6092/6092) t/day → receive from: 苫小牧市, 白老町, むかわ町, 日高町, 平取町, 新冠町, 浦河町, 新ひだか町
direct 釧路市(3668/3668) t/day → receive from: 釧路市, 釧路町, 鶴居村, 白糖町
direct 札幌市(2848/2848) t/day → receive from: 岩見沢市, 美唄市, 三笠市, 南幌町, 月形町, 札幌市, 江別市, 北広島市, 石狩市, 当別町, 新篠津村, 小樽市, 岩内町, 積丹町, 古平町, 仁木町, 余市町, 赤井川村
direct 室蘭市(1857/1857) t/day → receive from: 室蘭市
direct 伊達市(1377/1377) t/day → receive from: 島牧村, 寿都町, 黒松内町, 蘭越町, ニセコ町, 真狩村, 留寿都村, 喜茂別町, 京極町, 俱知安町, 共和町, 泊村, 神恵内村, 伊達市, 豊浦町, 壮瞥町, 洞爺湖町, 長万部町, 今金町, せたな町
direct 登別市(1179/1179) t/day → receive from: 登別市
direct 帯広市(908/908) t/day → receive from: 様似町, えりも町, 南富良野町, 帯広市, 音更町, 士幌町, 上士幌町, 鹿追町, 新得町, 清水町, 芽室町, 中札内村, 更別村, 大樹町, 広尾町, 幕別町, 池田町, 豊頃町, 本別町, 足寄町, 浦幌町
direct 旭川市(853/853) t/day → receive from: 芦別市, 赤平市, 滝川市, 砂川市, 歌志内市, 深川市, 奈井江町, 上砂川町, 浦臼町, 新十津川町, 妹背牛町, 秩父別町, 雨竜町, 北竜町, 沼田町, 旭川市, 士別市, 名寄市, 富良野市, 鷹栖町, 東神楽町, 当麻町, 比布町, 愛別町, 上川町, 東川町, 美瑛町, 上富良野町, 中富良野町, 和寒町, 剣淵町, 幌加内町, 留萌市, 増毛町, 小平町, 苫前町
direct 函館市(699/699) t/day → receive from: 函館市, 北斗市, 松前町, 福島町, 知内町, 木古内町, 七飯町, 鹿部町, 森町, 八雲町, 江差町, 上ノ国町, 厚沢部町, 乙部町
direct 標茶町(687/697) t/day → receive from: 清里町, 厚岸町, 浜中町, 標茶町, 弟子屈町, 根室市, 別海町, 中標津町, 標津町
indirect 標茶町(11/697) t/day → receive from: 中継施設＝ 羅臼町(3870) → receive from: 羅臼町
direct 千歳市(617/617) t/day → receive from: 夕張市, 由仁町, 長沼町, 栗山町, 千歳市, 恵庭市, 厚真町, 安平町, 占冠村
direct 北見市(454/533) t/day → receive from: 北見市, 網走市, 美幌町, 津別町, 斜里町, 小清水町, 訓子府町, 佐呂間町, 遠軽町, 大空町
indirect 北見市(79/533) t/day → receive from: 中継施設＝ 置戸町(2475) → receive from: 置戸町, 陸別町
                                                    　　　滝上町(1062) → receive from: 滝上町
                                                    　　　興部町(3829) → receive from: 下川町, 興部町, 西興部村
                                                    　　　雄武町(3721) → receive from: 美深町, 雄武町
                                                    　　　紋別市(17623) → receive from: 紋別市, 湧別町
direct 稚内市(180/228) t/day → receive from: 羽幌町, 初山別村, 遠別町, 天塩町, 稚内市, 猿払村, 豊富町, 幌延町
indirect 稚内市(47/228) t/day → receive from: 中継施設＝ 中頓別町(6552) → receive from: 音威子府村, 中川町, 浜頓別町, 中頓別町
                                                    　　　枝幸町(10784) → receive from: 枝幸町

----------------------  遺伝情報  ----------------------

個体数＝1050
世代数＝1000
0: neval=1050{'avg': 20017589.847204547, 'max': 34258419.81906773, 'min': 11534960.947498266} best=11534960.947498266
1: neval=838{'avg': 16484304.090124976, 'max': 27710323.77303775, 'min': 11197021.692643134} best=11197021.692643134
2: neval=832{'avg': 14590348.619228525, 'max': 23170094.195436973, 'min': 10487853.373734584} best=10487853.373734584
3: neval=828{'avg': 13415643.431891715, 'max': 20200294.906150043, 'min': 10185510.640445508} best=10185510.640445508
4: neval=822{'avg': 12593576.167391347, 'max': 19543256.06171618, 'min': 10092584.143723596} best=10092584.143723596
5: neval=791{'avg': 11823997.136683, 'max': 16470511.644453835, 'min': 9780625.278494988} best=9780625.278494988
6: neval=837{'avg': 11276818.094929442, 'max': 16624139.929080255, 'min': 9362509.965822384} best=9362509.965822384
7: neval=826{'avg': 10761249.557593914, 'max': 16171419.265714558, 'min': 9072434.03788596} best=9072434.03788596
8: neval=840{'avg': 10305167.360194175, 'max': 20443150.741374582, 'min': 8692716.009164779} best=8692716.009164779
9: neval=853{'avg': 9903840.746165916, 'max': 19049959.809412435, 'min': 8513222.218014173} best=8513222.218014173
10: neval=818{'avg': 9514698.612070695, 'max': 13618509.905524008, 'min': 8154481.412036958} best=8154481.412036958
11: neval=837{'avg': 9198768.917255804, 'max': 13656729.800835736, 'min': 8154481.412036958} best=8154481.412036958
12: neval=824{'avg': 8912044.25635505, 'max': 13029082.58393784, 'min': 8130978.685431343} best=8130978.685431343
13: neval=814{'avg': 8732820.111591836, 'max': 15885922.736768506, 'min': 7951606.608978482} best=7951606.608978482
14: neval=850{'avg': 8558493.47568301, 'max': 13732740.903039886, 'min': 7925840.066050077} best=7925840.066050077
15: neval=827{'avg': 8389470.914027493, 'max': 13301573.596680164, 'min': 7942103.181325421} best=7925840.066050077
16: neval=831{'avg': 8256931.656819095, 'max': 12357367.041677643, 'min': 7821440.412916584} best=7821440.412916584
17: neval=818{'avg': 8158657.143651559, 'max': 11436954.115175817, 'min': 7801194.8054019045} best=7801194.8054019045
18: neval=829{'avg': 8054845.891577941, 'max': 11966011.838287767, 'min': 7767252.343191716} best=7767252.343191716
19: neval=818{'avg': 7976989.441814764, 'max': 14688567.186691767, 'min': 7738472.403494189} best=7738472.403494189
20: neval=840{'avg': 7946659.798625009, 'max': 16059361.726391818, 'min': 7593406.740900053} best=7593406.740900053
21: neval=825{'avg': 7868847.623850583, 'max': 14140039.653537717, 'min': 7606261.533032726} best=7593406.740900053
22: neval=802{'avg': 7817218.537211817, 'max': 13690621.842656368, 'min': 7589204.80833305} best=7589204.80833305
23: neval=818{'avg': 7770067.190467912, 'max': 11503726.551284056, 'min': 7589204.80833305} best=7589204.80833305
24: neval=827{'avg': 7738889.737765929, 'max': 13771999.056900984, 'min': 7589204.80833305} best=7589204.80833305
25: neval=805{'avg': 7706278.9333962295, 'max': 15478966.269745998, 'min': 7589204.80833305} best=7589204.80833305
26: neval=831{'avg': 7697231.493291987, 'max': 14328287.474273019, 'min': 7589204.80833305} best=7589204.80833305
27: neval=846{'avg': 7684699.691204306, 'max': 14755096.610045757, 'min': 7589204.80833305} best=7589204.80833305
28: neval=824{'avg': 7647918.611099228, 'max': 16598415.646521505, 'min': 7576833.824659599} best=7576833.824659599
29: neval=816{'avg': 7642427.839400786, 'max': 14022950.450807432, 'min': 7576833.824659599} best=7576833.824659599
30: neval=852{'avg': 7619668.690767822, 'max': 14262853.683887847, 'min': 7576833.824659599} best=7576833.824659599
31: neval=833{'avg': 7604773.062591692, 'max': 11441734.025870793, 'min': 7568566.134401012} best=7568566.134401012
32: neval=817{'avg': 7615434.504473541, 'max': 13449428.854014827, 'min': 7568566.134401012} best=7568566.134401012
33: neval=817{'avg': 7622251.127398975, 'max': 17545059.83982747, 'min': 7568566.134401012} best=7568566.134401012
34: neval=812{'avg': 7608750.53544389, 'max': 14566619.265837386, 'min': 7568566.134401012} best=7568566.134401012
35: neval=821{'avg': 7602520.563791012, 'max': 11765464.152444007, 'min': 7568566.134401012} best=7568566.134401012
36: neval=815{'avg': 7587336.056087792, 'max': 12185625.99868849, 'min': 7568566.134401012} best=7568566.134401012
37: neval=802{'avg': 7577572.194314866, 'max': 10339211.357812602, 'min': 7568566.134401012} best=7568566.134401012
38: neval=792{'avg': 7596310.761271765, 'max': 12298539.933136875, 'min': 7568566.134401012} best=7568566.134401012
39: neval=839{'avg': 7590853.151474513, 'max': 15268820.952132922, 'min': 7568566.134401012} best=7568566.134401012
40: neval=831{'avg': 7603830.391815225, 'max': 12725977.433660809, 'min': 7568566.134401012} best=7568566.134401012
41: neval=831{'avg': 7615822.6514943885, 'max': 14303087.742611853, 'min': 7568566.134401012} best=7568566.134401012
42: neval=811{'avg': 7602451.597441085, 'max': 14153566.099048274, 'min': 7568566.134401012} best=7568566.134401012
43: neval=850{'avg': 7601204.645786377, 'max': 12309796.729037486, 'min': 7568566.134401012} best=7568566.134401012
44: neval=835{'avg': 7580465.628548978, 'max': 10968594.76643268, 'min': 7568566.134401012} best=7568566.134401012
45: neval=850{'avg': 7595889.942971367, 'max': 12333311.226711022, 'min': 7568566.134401012} best=7568566.134401012
46: neval=849{'avg': 7591238.278338949, 'max': 11763950.711091882, 'min': 7568566.134401012} best=7568566.134401012
47: neval=848{'avg': 7597524.434115167, 'max': 13112574.326357992, 'min': 7568566.134401012} best=7568566.134401012
48: neval=848{'avg': 7592547.363361118, 'max': 11768786.809461273, 'min': 7568566.134401012} best=7568566.134401012
49: neval=822{'avg': 7590035.452540775, 'max': 12472205.731579514, 'min': 7568566.134401012} best=7568566.134401012
50: neval=845{'avg': 7593658.269039157, 'max': 11900879.507622816, 'min': 7568566.134401012} best=7568566.134401012
51: neval=810{'avg': 7589043.718844309, 'max': 13413196.903614994, 'min': 7568566.134401012} best=7568566.134401012
52: neval=831{'avg': 7589952.107055861, 'max': 13494759.838461354, 'min': 7568566.134401012} best=7568566.134401012
53: neval=868{'avg': 7592240.172087174, 'max': 11578446.571166767, 'min': 7568566.134401012} best=7568566.134401012
54: neval=855{'avg': 7595348.794823188, 'max': 12340641.83684519, 'min': 7568566.134401012} best=7568566.134401012
55: neval=822{'avg': 7594749.9989655195, 'max': 11658814.802388372, 'min': 7568566.134401012} best=7568566.134401012
56: neval=837{'avg': 7609808.826407647, 'max': 15405244.167195108, 'min': 7568566.134401012} best=7568566.134401012
57: neval=827{'avg': 7611935.71381035, 'max': 13957318.484383753, 'min': 7568566.134401012} best=7568566.134401012
58: neval=868{'avg': 7603212.841057645, 'max': 12091159.06908406, 'min': 7568566.134401012} best=7568566.134401012
59: neval=847{'avg': 7599891.176848864, 'max': 12126939.990983661, 'min': 7568566.134401012} best=7568566.134401012
60: neval=843{'avg': 7615972.199820438, 'max': 14801299.960954456, 'min': 7568566.134401012} best=7568566.134401012
61: neval=825{'avg': 7584351.163562358, 'max': 14634524.306420319, 'min': 7568566.134401012} best=7568566.134401012
62: neval=840{'avg': 7577239.430176627, 'max': 10443608.419935033, 'min': 7568566.134401012} best=7568566.134401012
63: neval=822{'avg': 7592754.942037166, 'max': 12088668.840760957, 'min': 7568566.134401012} best=7568566.134401012
64: neval=859{'avg': 7578247.47992894, 'max': 10719474.338962115, 'min': 7568566.134401012} best=7568566.134401012
65: neval=860{'avg': 7609492.693253242, 'max': 12874397.031087255, 'min': 7568566.134401012} best=7568566.134401012
66: neval=822{'avg': 7582436.33603162, 'max': 11142699.281021256, 'min': 7568566.134401012} best=7568566.134401012
67: neval=865{'avg': 7603236.515757815, 'max': 13310512.84044873, 'min': 7568566.134401012} best=7568566.134401012
68: neval=843{'avg': 7595101.6532252515, 'max': 13120554.103095224, 'min': 7568566.134401012} best=7568566.134401012
69: neval=823{'avg': 7578493.4544095, 'max': 11851384.5228345, 'min': 7568566.134401012} best=7568566.134401012
70: neval=842{'avg': 7582470.564008693, 'max': 12406307.555959243, 'min': 7568566.134401012} best=7568566.134401012
