局----------------------  実行情報  ----------------------
実行時間＝1360秒
個体数＝1200
合計世代数＝100
==============================
Total cost: -341512.3922406942
==============================
------------------------  前提  ------------------------

waste=kanen

ごみ量34位以内：
札幌市 (349353), 函館市 (66649), 旭川市 (64890), 苫小牧市 (42288), 釧路市 (38335), 帯広市 (35291), 千歳市 (25770), 小樽市 (25049), 江別市 (24906), 北見市 (20809), 室蘭市 (20448), 岩見沢市 (12638), 登別市 (11426), 北広島市 (10822), 石狩市 (9341), 音更町 (7531), 稚内市 (7127), 恵庭市 (6987), 伊達市 (6907), 網走市 (6299), 滝川市 (5831), 北斗市 (5150), 七飯町 (5008), 中標津町 (4837), 根室市 (4736), 幕別町 (4414), 新ひだか町 (4277), 釧路町 (4090), 美幌町 (4063), 白老町 (3395), 紋別市 (3325), 中札内村 (2807), 芽室町 (2638), 東神楽町 (2584)

焼却施設数: 9
中継施設数: 15

輸送単価＝ 4.8 円/t/km
--------------------  GAPlot_input  --------------------

waste ='kanen'

unit ='t/year'

inc_size= [924760, 7953, 7127, 854, 282, 37, 33, 26, 24]

inc_facility = ['札幌市', '中頓別町', '稚内市', '初山別村', '猿払村', '幌延町', '豊富町', '遠別町', '天塩町']
inc_blocks = [['札幌市', '江別市', '北広島市', '石狩市', '当別町', '蘭越町', 'ニセコ町', '真狩村', '留寿都村', '喜茂別町', '京極町', '俱知安町'], ['小平町', '苫前町', '羽幌町', '初山別村'], ['遠別町'], ['天塩町'], ['稚内市'], ['猿払村'], ['名寄市', '美深町', '音威子府村', '浜頓別町', '中頓別町', '枝幸町', '紋別市', '斜里町', '興部町', '西興部村', '雄武町'], ['豊富町'], ['中川町', '幌延町']]

trans_size=[83618, 73378, 59875, 46352, 46307, 34734, 33963, 32045, 31874, 20322, 17415, 15953, 14715, 9414, 8427]
trans_facility = ['函館市', '旭川市', '帯広市', '釧路市', '苫小牧市', '千歳市', '足寄町', '小樽市', '室蘭市', '岩見沢市', '豊浦町', '雨竜町', '浜中町', '新ひだか町', '比布町']
trans_blocks = [['夕張市', '岩見沢市', '美唄市', '三笠市', '南幌町', '奈井江町', '由仁町', '長沼町', '栗山町', '月形町', '新篠津村'], ['芦別市', '赤平市', '滝川市', '砂川市', '歌志内市', '深川市', '上砂川町', '浦臼町', '新十津川町', '妹背牛町', '秩父別町', '雨竜町', '北竜町', '沼田町', '留萌市', '増毛町'], ['千歳市', '恵庭市', '厚真町', '安平町', '占冠村'], ['小樽市', '共和町', '岩内町', '泊村', '神恵内村', '積丹町', '古平町', '仁木町', '余市町', '赤井川村'], ['清里町', '厚岸町', '浜中町', '根室市', '別海町', '中標津町', '標津町', '羅臼町'], ['苫小牧市', '白老町', 'むかわ町'], ['室蘭市', '登別市'], ['士別市', '当麻町', '比布町', '愛別町', '上川町', '和寒町', '剣淵町', '下川町', '遠軽町', '湧別町', '滝上町'], ['日高町', '平取町', '新冠町', '浦河町', '様似町', 'えりも町', '新ひだか町'], ['函館市', '北斗市', '松前町', '福島町', '知内町', '木古内町', '七飯町', '鹿部町', '森町', '江差町', '上ノ国町', '厚沢部町', '乙部町'], ['島牧村', '寿都町', '黒松内町', '伊達市', '豊浦町', '壮瞥町', '洞爺湖町', '八雲町', '長万部町', '今金町', 'せたな町'], ['旭川市', '富良野市', '鷹栖町', '東神楽町', '東川町', '美瑛町', '上富良野町', '中富良野町', '幌加内町'], ['南富良野町', '帯広市', '音更町', '士幌町', '鹿追町', '新得町', '清水町', '芽室町', '中札内村', '更別村', '大樹町', '広尾町', '幕別町', '池田町', '豊頃町', '浦幌町'], ['北見市', '網走市', '美幌町', '津別町', '訓子府町', '置戸町', '佐呂間町', '大空町', '上士幌町', '本別町', '足寄町', '陸別町'], ['小清水町', '釧路市', '釧路町', '標茶町', '弟子屈町', '鶴居村', '白糖町']]

arrows = [[['札幌市'], ['小樽市', '岩見沢市', '釧路市', '新ひだか町', '函館市', '浜中町', '帯広市', '室蘭市', '雨竜町', '苫小牧市', '旭川市', '豊浦町', '千歳市', '比布町', '足寄町']]]


---------------------  エネルギー情報  ---------------------
[13508.4361741875, 203789.0688483087, -591121.4299755192, 32311.532712328768]

EL_direct: {'札幌市': 7439.4520657708335, '中頓別町': 5867.004363458333, '稚内市': 0.0, '初山別村': 198.51106220833336, '猿払村': 0.0, '幌延町': 3.4686827500000006, '豊富町': 0.0, '遠別町': 0.0, '天塩町': 0.0}
ED_inc: {'札幌市': -627387.2168505689, '中頓別町': 16359.331483449658, '稚内市': 15144.566798995975, '初山別村': 2937.5725906451607, '猿払村': 1163.6509218695028, '幌延町': 199.24585617849738, '豊富町': 180.0454620005565, '遠別町': 145.69531867270277, '天塩町': 135.67844323768028}

EL_indirect: {'函館市': 43456.43243837133, '旭川市': 16803.570304479836, '帯広市': 22288.631278875, '釧路市': 23310.599821656335, '苫小牧市': 5473.828935984501, '千歳市': 3418.35192296, '足寄町': 36893.58671569134, '小樽市': 4121.8003181225, '室蘭市': 7848.347992996334, '岩見沢市': 2594.0330512980004, '豊浦町': 8111.562295091669, '雨竜町': 4929.284754875, '浜中町': 15284.4389294675, '新ひだか町': 3460.287126696834, '比布町': 5794.312961742501}
ED_trans: {'函館市': 5113.297972602739, '旭川市': 4487.11495890411, '帯広市': 3661.3972602739727, '釧路市': 2834.456547945206, '苫小牧市': 2831.7047671232876, '千歳市': 2124.007890410959, '足寄町': 2076.860712328767, '小樽市': 1959.5736986301372, '室蘭市': 1949.1169315068496, '岩見沢市': 1242.7042191780822, '豊浦町': 1064.9391780821918, '雨竜町': 975.5368767123289, '浜中町': 899.8323287671233, '新ひだか町': 575.6725479452055, '比布町': 515.3168219178083}

----------------------  輸送情報  ----------------------

direct 札幌市(1086/2534) t/day → receive from: 札幌市, 江別市, 北広島市, 石狩市, 当別町, 蘭越町, ニセコ町, 真狩村, 留寿都村, 喜茂別町, 京極町, 俱知安町
indirect 札幌市(1448/2534) t/day → receive from: 中継施設＝ 小樽市(32045) → receive from: 小樽市, 共和町, 岩内町, 泊村, 神恵内村, 積丹町, 古平町, 仁木町, 余市町, 赤井川村
岩見沢市(20322) → receive from: 夕張市, 岩見沢市, 美唄市, 三笠市, 南幌町, 奈井江町, 由仁町, 長沼町, 栗山町, 月形町, 新篠津村
釧路市(46352) → receive from: 小清水町, 釧路市, 釧路町, 標茶町, 弟子屈町, 鶴居村, 白糖町
新ひだか町(9414) → receive from: 日高町, 平取町, 新冠町, 浦河町, 様似町, えりも町, 新ひだか町
函館市(83618) → receive from: 函館市, 北斗市, 松前町, 福島町, 知内町, 木古内町, 七飯町, 鹿部町, 森町, 江差町, 上ノ国町, 厚沢部町, 乙部町
浜中町(14715) → receive from: 清里町, 厚岸町, 浜中町, 根室市, 別海町, 中標津町, 標津町, 羅臼町
帯広市(59875) → receive from: 南富良野町, 帯広市, 音更町, 士幌町, 鹿追町, 新得町, 清水町, 芽室町, 中札内村, 更別村, 大樹町, 広尾町, 幕別町, 池田町, 豊頃町, 浦幌町
室蘭市(31874) → receive from: 室蘭市, 登別市
雨竜町(15953) → receive from: 芦別市, 赤平市, 滝川市, 砂川市, 歌志内市, 深川市, 上砂川町, 浦臼町, 新十津川町, 妹背牛町, 秩父別町, 雨竜町, 北竜町, 沼田町, 留萌市, 増毛町
苫小牧市(46307) → receive from: 苫小牧市, 白老町, むかわ町
旭川市(73378) → receive from: 旭川市, 富良野市, 鷹栖町, 東神楽町, 東川町, 美瑛町, 上富良野町, 中富良野町, 幌加内町
豊浦町(17415) → receive from: 島牧村, 寿都町, 黒松内町, 伊達市, 豊浦町, 壮瞥町, 洞爺湖町, 八雲町, 長万部町, 今金町, せたな町
千歳市(34734) → receive from: 千歳市, 恵庭市, 厚真町, 安平町, 占冠村
比布町(8427) → receive from: 士別市, 当麻町, 比布町, 愛別町, 上川町, 和寒町, 剣淵町, 下川町, 遠軽町, 湧別町, 滝上町
足寄町(33963) → receive from: 北見市, 網走市, 美幌町, 津別町, 訓子府町, 置戸町, 佐呂間町, 大空町, 上士幌町, 本別町, 足寄町, 陸別町
direct 中頓別町(22/22) t/day → receive from: 名寄市, 美深町, 音威子府村, 浜頓別町, 中頓別町, 枝幸町, 紋別市, 斜里町, 興部町, 西興部村, 雄武町
direct 稚内市(20/20) t/day → receive from: 稚内市
direct 初山別村(2/2) t/day → receive from: 小平町, 苫前町, 羽幌町, 初山別村
direct 猿払村(1/1) t/day → receive from: 猿払村
direct 幌延町(0/0) t/day → receive from: 中川町, 幌延町
direct 豊富町(0/0) t/day → receive from: 豊富町
direct 遠別町(0/0) t/day → receive from: 遠別町
direct 天塩町(0/0) t/day → receive from: 天塩町

----------------------  遺伝情報  ----------------------

個体数＝1200
世代数＝100
0: neval=1200{'avg': 173973.0440854218, 'max': 345193.0458920547, 'min': -23054.93059953706} best=-23054.93059953706
1: neval=953{'avg': 125648.5220595168, 'max': 319667.1452897793, 'min': -41528.94938480332} best=-41528.94938480332
2: neval=939{'avg': 83239.64055079619, 'max': 284224.8670584968, 'min': -49362.48436116812} best=-49362.48436116812
3: neval=944{'avg': 47776.39320548891, 'max': 248564.33341305173, 'min': -66949.47147916484} best=-66949.47147916484
4: neval=931{'avg': 14689.61794160258, 'max': 220977.8044776715, 'min': -117263.2576725194} best=-117263.2576725194
5: neval=937{'avg': -5635.482800561757, 'max': 201869.36505072992, 'min': -123275.80197856048} best=-123275.80197856048
6: neval=946{'avg': -24283.561979891194, 'max': 232140.7543124897, 'min': -135124.28257267282} best=-135124.28257267282
7: neval=964{'avg': -38485.75775975046, 'max': 196758.5380800182, 'min': -140821.43549450467} best=-140821.43549450467
8: neval=941{'avg': -58736.02294088413, 'max': 227509.02814268746, 'min': -167031.42041746594} best=-167031.42041746594
9: neval=973{'avg': -79682.81141805068, 'max': 148804.5066834323, 'min': -154833.7162235024} best=-167031.42041746594
10: neval=960{'avg': -102006.03964230164, 'max': 224493.2474112198, 'min': -178267.50741292557} best=-178267.50741292557
11: neval=943{'avg': -123010.13643620322, 'max': 161531.85557234532, 'min': -176279.91575702105} best=-178267.50741292557
12: neval=921{'avg': -136127.6959159774, 'max': 198208.96315807625, 'min': -181013.6652973819} best=-181013.6652973819
13: neval=943{'avg': -147151.60359007725, 'max': -8476.738786944825, 'min': -189536.40457758098} best=-189536.40457758098
14: neval=924{'avg': -155530.3627606722, 'max': 158055.44966883774, 'min': -204326.86872665986} best=-204326.86872665986
15: neval=956{'avg': -163512.75658139968, 'max': 150413.56438434974, 'min': -206132.235211389} best=-206132.235211389
16: neval=937{'avg': -170241.77771469078, 'max': 24588.26339515123, 'min': -209888.74812738947} best=-209888.74812738947
17: neval=957{'avg': -176841.3344679838, 'max': 74263.65514851522, 'min': -213291.47435056177} best=-213291.47435056177
18: neval=948{'avg': -181147.45817321722, 'max': 82618.93018267001, 'min': -209592.89302699556} best=-213291.47435056177
19: neval=963{'avg': -185730.91732392868, 'max': 11806.888524138074, 'min': -218053.58804434852} best=-218053.58804434852
20: neval=947{'avg': -189262.43394131746, 'max': 77637.45712630908, 'min': -232117.91344750038} best=-232117.91344750038
21: neval=950{'avg': -194149.19468265577, 'max': 68372.25315091101, 'min': -238735.77460228233} best=-238735.77460228233
22: neval=959{'avg': -198178.11549827334, 'max': 6189.262217078238, 'min': -243182.89398848676} best=-243182.89398848676
23: neval=948{'avg': -203324.18742427282, 'max': 178327.69476422603, 'min': -253435.7724009666} best=-253435.7724009666
24: neval=946{'avg': -210414.0109340328, 'max': 50317.83973430031, 'min': -265615.75104978064} best=-265615.75104978064
25: neval=970{'avg': -218540.48639305955, 'max': 151394.30422370537, 'min': -266460.7521531851} best=-266460.7521531851
26: neval=910{'avg': -227172.9512843264, 'max': -16816.205323515725, 'min': -266460.7521531851} best=-266460.7521531851
27: neval=950{'avg': -234651.88498461107, 'max': 21670.24297990857, 'min': -271795.81779587804} best=-271795.81779587804
28: neval=950{'avg': -243506.18802722314, 'max': 65458.288045302324, 'min': -308508.6174778592} best=-308508.6174778592
29: neval=982{'avg': -249771.519496893, 'max': 152365.39534930576, 'min': -271824.653153074} best=-308508.6174778592
30: neval=943{'avg': -255705.75688152478, 'max': 87033.20030967241, 'min': -280412.22919388366} best=-308508.6174778592
31: neval=931{'avg': -260127.942373662, 'max': -32938.385757203774, 'min': -316684.5481024227} best=-316684.5481024227
32: neval=947{'avg': -264754.7234157481, 'max': -111030.29777708331, 'min': -314743.2604847586} best=-316684.5481024227
33: neval=962{'avg': -268259.7635301907, 'max': 10094.410664984545, 'min': -311519.1996929444} best=-316684.5481024227
34: neval=968{'avg': -272008.66166714847, 'max': -75797.62840751064, 'min': -311519.1996929444} best=-316684.5481024227
35: neval=918{'avg': -273680.68713344255, 'max': 18101.366733844283, 'min': -320049.90263773536} best=-320049.90263773536
36: neval=921{'avg': -277681.947041446, 'max': -22968.97206281277, 'min': -325987.67489521723} best=-325987.67489521723
37: neval=954{'avg': -282937.27355516533, 'max': -11501.66808735357, 'min': -325987.67489521723} best=-325987.67489521723
38: neval=943{'avg': -289904.5254670185, 'max': -57512.90635042952, 'min': -320561.9262113132} best=-325987.67489521723
39: neval=992{'avg': -296770.47529121337, 'max': 70691.62814425235, 'min': -321452.1730560142} best=-325987.67489521723
40: neval=974{'avg': -307321.51121904305, 'max': -76597.09312252162, 'min': -324376.38482943416} best=-325987.67489521723
41: neval=950{'avg': -312214.77979578596, 'max': 15030.392590474159, 'min': -327370.62325438106} best=-327370.62325438106
42: neval=933{'avg': -315954.8015666151, 'max': -62581.683071582454, 'min': -328742.21385962254} best=-328742.21385962254
43: neval=953{'avg': -317392.52949011326, 'max': -48489.570700192155, 'min': -329759.42601140955} best=-329759.42601140955
44: neval=931{'avg': -321468.54239561956, 'max': -112299.00489903889, 'min': -331528.4862964539} best=-331528.4862964539
45: neval=912{'avg': -322954.2024901072, 'max': -42450.50108358057, 'min': -331528.4862964539} best=-331528.4862964539
46: neval=945{'avg': -324693.45972578647, 'max': -67896.47939875003, 'min': -331528.4862964539} best=-331528.4862964539
47: neval=960{'avg': -325145.65475026285, 'max': -6947.936995820157, 'min': -332018.3805701245} best=-332018.3805701245
48: neval=941{'avg': -327199.60320433823, 'max': -95820.4354156018, 'min': -333229.0552366505} best=-333229.0552366505
49: neval=958{'avg': -328853.5662555662, 'max': -6650.51408191512, 'min': -335518.7153171314} best=-335518.7153171314
50: neval=973{'avg': -328940.3845733115, 'max': -9030.905062717597, 'min': -335518.7153171314} best=-335518.7153171314
51: neval=909{'avg': -330330.7321300449, 'max': -57793.73408203209, 'min': -335518.7153171314} best=-335518.7153171314
52: neval=968{'avg': -330179.1385306152, 'max': 51740.725872924304, 'min': -335518.7153171314} best=-335518.7153171314
53: neval=947{'avg': -330744.96104579495, 'max': -7156.053513994892, 'min': -335518.7153171314} best=-335518.7153171314
54: neval=963{'avg': -332026.2865685777, 'max': -65604.05678048581, 'min': -335796.5695889109} best=-335796.5695889109
55: neval=960{'avg': -332760.2496521893, 'max': -101577.99487341676, 'min': -335796.5695889109} best=-335796.5695889109
56: neval=966{'avg': -334088.9685062282, 'max': -207083.15625450766, 'min': -335796.5695889109} best=-335796.5695889109
57: neval=941{'avg': -334090.7537742489, 'max': -24253.432040475825, 'min': -336581.9558257713} best=-336581.9558257713
58: neval=948{'avg': -333846.10387702624, 'max': 6708.988733761402, 'min': -336581.9558257713} best=-336581.9558257713
59: neval=957{'avg': -334269.68826199893, 'max': 14503.884199028369, 'min': -336581.9558257713} best=-336581.9558257713
60: neval=929{'avg': -332986.65659590083, 'max': 4662.799191756101, 'min': -336581.9558257713} best=-336581.9558257713
61: neval=919{'avg': -333951.2295471565, 'max': 43791.165053053, 'min': -336581.9558257713} best=-336581.9558257713
62: neval=955{'avg': -334893.4410471315, 'max': -88040.57127083454, 'min': -336581.9558257713} best=-336581.9558257713
63: neval=958{'avg': -334760.2987138961, 'max': -48905.85705406663, 'min': -336581.9558257713} best=-336581.9558257713
64: neval=934{'avg': -335247.0699362509, 'max': 79173.66080346183, 'min': -336581.9558257713} best=-336581.9558257713
65: neval=946{'avg': -333722.0259996034, 'max': 227762.83570024517, 'min': -336581.9558257713} best=-336581.9558257713
66: neval=972{'avg': -333877.9161658087, 'max': -34862.42264750515, 'min': -336581.9558257713} best=-336581.9558257713
67: neval=947{'avg': -335428.0293604165, 'max': 65366.77749948219, 'min': -336581.9558257713} best=-336581.9558257713
68: neval=935{'avg': -335291.04827536654, 'max': -2120.870153486554, 'min': -336581.9558257713} best=-336581.9558257713
69: neval=958{'avg': -334732.8844727715, 'max': 6315.7813781539735, 'min': -336581.9558257713} best=-336581.9558257713
70: neval=895{'avg': -333642.0294262882, 'max': 5890.4664497289705, 'min': -337854.7323674659} best=-337854.7323674659
71: neval=955{'avg': -334287.00972376537, 'max': -33196.591994286326, 'min': -337854.7323674659} best=-337854.7323674659
