[70, 118, 125, 143, 159, 162, 160]
[70, 118, 125, 143, 159, 162, 160]
[70, 118, 125, 143, 159, 162, 160]
[70, 118, 125, 143, 159, 162, 160]
[70, 118, 125, 143, 159, 162, 160]
[70, 118, 125, 143, 159, 162, 160]
[70, 118, 125, 143, 159, 162, 160]
[70, 118, 125, 143, 159, 162, 160]
[70, 118, 125, 143, 159, 162, 160]
[70, 118, 125, 143, 159, 162, 160]
[70, 118, 125, 143, 159, 162, 160]
[70, 118, 125, 143, 159, 162, 160]
[70, 118, 125, 143, 159, 162, 160]
[70, 118, 125, 143, 159, 162, 160]
[70, 118, 125, 143, 159, 162, 160]
[70, 118, 125, 143, 159, 162, 160]
[70, 118, 125, 143, 159, 162, 160]
[70, 118, 125, 143, 159, 162, 160]
[70, 118, 125, 143, 159, 162, 160]
[70, 118, 125, 143, 159, 162, 160]
[70, 118, 125, 143, 159, 162, 160]
[70, 118, 125, 143, 159, 162, 160]
[70, 118, 125, 143, 159, 162, 160]
[70, 118, 125, 143, 159, 162, 160]
[70, 118, 125, 143, 159, 162, 160]
[70, 118, 125, 143, 159, 162, 160]
[70, 118, 125, 143, 159, 162, 160]
[70, 118, 125, 143, 159, 162, 160]
[70, 118, 125, 143, 159, 162, 160]
[70, 118, 125, 143, 159, 162, 160]
[70, 118, 125, 143, 159, 162, 160]
[70, 118, 125, 143, 159, 162, 160]
[70, 118, 125, 143, 159, 162, 160]
[70, 118, 125, 143, 159, 162, 160]
[70, 118, 125, 143, 159, 162, 160]
[70, 118, 125, 143, 159, 162, 160]
[70, 118, 125, 143, 159, 162, 160]
[70, 118, 125, 143, 159, 162, 160]
[70, 118, 125, 143, 159, 162, 160]
[70, 118, 125, 143, 159, 162, 160]
[70, 118, 125, 143, 159, 162, 160]
[70, 118, 125, 143, 159, 162, 160]
[70, 118, 125, 143, 159, 162, 160]
[70, 118, 125, 143, 159, 162, 160]
[70, 118, 125, 143, 159, 162, 160]
[70, 118, 125, 143, 159, 162, 160]
[70, 118, 125, 143, 159, 162, 160]
[70, 118, 125, 143, 159, 162, 160]
[70, 118, 125, 143, 159, 162, 160]
[70, 118, 125, 143, 159, 162, 160]
[70, 118, 125, 143, 159, 162, 160]
[70, 118, 125, 143, 159, 162, 160]
[70, 118, 125, 143, 159, 162, 160]
[70, 118, 125, 143, 159, 162, 160]
[70, 118, 125, 143, 159, 162, 160]
[70, 118, 125, 143, 159, 162, 160]
[70, 118, 125, 143, 159, 162, 160]
[70, 118, 125, 143, 159, 162, 160]
[70, 118, 125, 143, 159, 162, 160]
[70, 118, 125, 143, 159, 162, 160]
[70, 118, 125, 143, 159, 162, 160]
[70, 118, 125, 143, 159, 162, 160]
[70, 118, 125, 143, 159, 162, 160]
[70, 118, 125, 143, 159, 162, 160]
[70, 118, 125, 143, 159, 162, 160]
[70, 118, 125, 143, 159, 162, 160]
[70, 118, 125, 143, 159, 162, 160]
[70, 118, 125, 143, 159, 162, 160]
[70, 118, 125, 143, 159, 162, 160]
[70, 118, 125, 143, 159, 162, 160]
[70, 118, 125, 143, 159, 162, 160]
[70, 118, 125, 143, 159, 162, 160]
[70, 118, 125, 143, 159, 162, 160]
[70, 118, 125, 143, 159, 162, 160]
[70, 118, 125, 143, 159, 162, 160]
[70, 118, 125, 143, 159, 162, 160]
[70, 118, 125, 143, 159, 162, 160]
[70, 118, 125, 143, 159, 162, 160]
[70, 118, 125, 143, 159, 162, 160]
[70, 118, 125, 143, 159, 162, 160]
[70, 118, 125, 143, 159, 162, 160]
