----------------------  実行情報  ----------------------
実行時間＝1942秒
個体数＝1350
合計世代数＝515
------------------------  前提  ------------------------

waste=kanen

ごみ量37位以内：
札幌市 (349353), 函館市 (66649), 旭川市 (64890), 苫小牧市 (42288), 釧路市 (38335), 帯広市 (35291), 千歳市 (25770), 小樽市 (25049), 江別市 (24906), 北見市 (20809), 室蘭市 (20448), 岩見沢市 (12638), 登別市 (11426), 北広島市 (10822), 石狩市 (9341), 音更町 (7531), 稚内市 (7127), 恵庭市 (6987), 伊達市 (6907), 網走市 (6299), 滝川市 (5831), 北斗市 (5150), 七飯町 (5008), 中標津町 (4837), 根室市 (4736), 幕別町 (4414), 新ひだか町 (4277), 釧路町 (4090), 美幌町 (4063), 白老町 (3395), 紋別市 (3325), 中札内村 (2807), 芽室町 (2638), 東神楽町 (2584), 余市町 (2489), 砂川市 (2419), せたな町 (2370)

焼却施設数: 23
中継施設数: 4

輸送単価＝ 300 円/t/km
--------------------  GAPlot_input  --------------------

inc_size= [1228, 264, 228, 224, 173, 125, 117, 89, 25, 22, 20, 18, 17, 15, 7, 3, 3, 2, 0, 0, 0, 0, 0]
inc_facility = ['札幌市', '旭川市', '函館市', '苫小牧市', '帯広市', '釧路市', '室蘭市', '北見市', '中標津町', '共和町', '稚内市', '網走市', 'せたな町', '根室市', '枝幸町', '清里町', '増毛町', '羽幌町', '幌延町', '豊富町', '遠別町', '天塩町', '斜里町']
inc_blocks = [['夕張市', '岩見沢市', '美唄市', '三笠市', '南幌町', '由仁町', '長沼町', '栗山町', '月形町', '札幌市', '江別市', '恵庭市', '北広島市', '石狩市', '当別町', '新篠津村', '小樽市'], ['寿都町', '黒松内町', '蘭越町', 'ニセコ町', '真狩村', '留寿都村', '喜茂別町', '京極町', '俱知安町', '共和町', '岩内町', '泊村', '神恵内村', '積丹町', '古平町', '仁木町', '余市町', '赤井川村'], ['室蘭市', '登別市', '伊達市', '豊浦町', '壮瞥町', '洞爺湖町'], ['千歳市', '苫小牧市', '白老町', '厚真町', '安平町', 'むかわ町', '日高町', '平取町', '新冠町', '浦河町', '新ひだか町'], ['函館市', '北斗市', '松前町', '福島町', '知内町', '木古内町', '七飯町', '鹿部町', '森町', '江差町', '上ノ国町', '厚沢部町'], ['島牧村', '八雲町', '長万部町', '乙部町', '今金町', 'せたな町'], ['芦別市', '赤平市', '滝川市', '砂川市', '歌志内市', '深川市', '奈井江町', '上砂川町', '浦臼町', '新十津川町', '妹背牛町', '秩父別町', '雨竜町', '沼田町', '旭川市', '士別市', '名寄市', '富良野市', '鷹栖町', '東神楽町', '当麻町', '比布町', '愛別町', '上川町', '東川町', '美瑛町', '上富良野町', '中富良野町', '和寒町', '剣淵町', '下川町', '幌加内町'], ['北竜町', '留萌市', '増毛町', '小平町'], ['苫前町', '羽幌町', '初山別村'], ['遠別町'], ['天塩町'], ['稚内市', '猿払村'], ['美深町', '音威子府村', '浜頓別町', '中頓別町', '枝幸町', '興部町', '西興部村', '雄武町'], ['豊富町'], ['中川町', '幌延町'], ['北見市', '紋別市', '美幌町', '津別町', '訓子府町', '置戸町', '佐呂間町', '遠軽町', '湧別町', '滝上町', '陸別町'], ['網走市', '大空町'], ['清里町', '小清水町'], ['斜里町'], ['様似町', 'えりも町', '南富良野町', '占冠村', '帯広市', '音更町', '士幌町', '上士幌町', '鹿追町', '新得町', '清水町', '芽室町', '中札内村', '更別村', '大樹町', '広尾町', '幕別町', '池田町', '豊頃町', '本別町', '足寄町', '浦幌町'], ['釧路市', '釧路町', '厚岸町', '標茶町', '鶴居村', '白糖町'], ['浜中町', '根室市'], ['弟子屈町', '別海町', '中標津町', '標津町', '羅臼町']]

trans_size=[0, 0, 0, 0]
trans_facility = ['ニセコ町', '喜茂別町', '俱知安町', '羽幌町']
trans_blocks = [[], [], [], []]

arrows = []


---------------------  コスト情報  ---------------------

==============================
Total cost: 1249048.5621290323
==============================
TC_direct: {'札幌市': 91343.75445, '旭川市': 42590.609939999995, '函館市': 15800.39007, '苫小牧市': 48106.58742, '帯広市': 25443.31968, '釧路市': 5221.74414, '室蘭市': 16123.092419999999, '北見市': 19385.127750000003, '中標津町': 4303.57125, '共和町': 5934.218159999999, '稚内市': 414.44694, '網走市': 147.4998, 'せたな町': 4373.4924599999995, '根室市': 1239.6003600000001, '枝幸町': 1912.0902, '清里町': 226.16403000000003, '増毛町': 560.8490400000001, '羽幌町': 45.129599999999996, '幌延町': 13.249080000000001, '豊富町': 0.0, '遠別町': 0.0, '天塩町': 0.0, '斜里町': 0.0}
IC_inc: {'札幌市': 157160.7511310148, '旭川市': 47598.027876656444, '函館市': 42803.319046144585, '苫小牧市': 42283.88188243283, '帯広市': 35003.50835214785, '釧路市': 27746.089065790613, '室蘭市': 26389.467212669173, '北見市': 21670.44828225373, '中標津町': 8650.768684366207, '共和町': 7919.417251234259, '稚内市': 7480.976141758512, '網走市': 6874.331429870022, 'せたな町': 6473.329130056849, '根室市': 5977.738680892802, '枝幸町': 3303.9291546318623, '清里町': 1692.3279700197322, '増毛町': 1684.5575282745867, '羽幌町': 1311.2944172911293, '幌延町': 163.88342998703592, '豊富町': 150.9072665164213, '遠別町': 127.07420043305864, '天塩町': 119.94824750827192, '斜里町': 0.0}
OC_inc: {'札幌市': 65806.33281542156, '旭川市': 56963.20269769032, '函館市': 55798.381830069724, '苫小牧市': 55611.63687040698, '帯広市': 51724.01573343067, '釧路市': 45433.20587338103, '室蘭市': 43983.4054483896, '北見市': 38256.963141516426, '中標津町': 16951.74467757078, '共和町': 15528.758839754415, '稚内市': 14666.030284542983, '網走市': 13461.115817412458, 'せたな町': 12657.961343936433, '根室市': 11658.634045924002, '枝幸町': 6184.154088363563, '清里町': 2918.6885183885533, '増毛町': 2903.354707320492, '羽幌町': 2175.720414522357, '幌延町': 179.36103991712426, '豊富町': 162.0139803312751, '遠別町': 131.00210763592207, '天塩町': 121.96468115458886, '斜里町': 0.0}

TC_indirect: {'ニセコ町': 0, '喜茂別町': 0, '俱知安町': 0, '羽幌町': 0}
IC_trans: {'ニセコ町': 0, '喜茂別町': 0, '俱知安町': 0, '羽幌町': 0}
OC_trans: {'ニセコ町': 0, '喜茂別町': 0, '俱知安町': 0, '羽幌町': 0}


----------------------  輸送情報  ----------------------

direct 札幌市(1228/1228) t/day → receive from: 夕張市, 岩見沢市, 美唄市, 三笠市, 南幌町, 由仁町, 長沼町, 栗山町, 月形町, 札幌市, 江別市, 恵庭市, 北広島市, 石狩市, 当別町, 新篠津村, 小樽市
direct 旭川市(264/264) t/day → receive from: 芦別市, 赤平市, 滝川市, 砂川市, 歌志内市, 深川市, 奈井江町, 上砂川町, 浦臼町, 新十津川町, 妹背牛町, 秩父別町, 雨竜町, 沼田町, 旭川市, 士別市, 名寄市, 富良野市, 鷹栖町, 東神楽町, 当麻町, 比布町, 愛別町, 上川町, 東川町, 美瑛町, 上富良野町, 中富良野町, 和寒町, 剣淵町, 下川町, 幌加内町
direct 函館市(228/228) t/day → receive from: 函館市, 北斗市, 松前町, 福島町, 知内町, 木古内町, 七飯町, 鹿部町, 森町, 江差町, 上ノ国町, 厚沢部町
direct 苫小牧市(224/224) t/day → receive from: 千歳市, 苫小牧市, 白老町, 厚真町, 安平町, むかわ町, 日高町, 平取町, 新冠町, 浦河町, 新ひだか町
direct 帯広市(173/173) t/day → receive from: 様似町, えりも町, 南富良野町, 占冠村, 帯広市, 音更町, 士幌町, 上士幌町, 鹿追町, 新得町, 清水町, 芽室町, 中札内村, 更別村, 大樹町, 広尾町, 幕別町, 池田町, 豊頃町, 本別町, 足寄町, 浦幌町
direct 釧路市(125/125) t/day → receive from: 釧路市, 釧路町, 厚岸町, 標茶町, 鶴居村, 白糖町
direct 室蘭市(117/117) t/day → receive from: 室蘭市, 登別市, 伊達市, 豊浦町, 壮瞥町, 洞爺湖町
direct 北見市(89/89) t/day → receive from: 北見市, 紋別市, 美幌町, 津別町, 訓子府町, 置戸町, 佐呂間町, 遠軽町, 湧別町, 滝上町, 陸別町
direct 中標津町(25/25) t/day → receive from: 弟子屈町, 別海町, 中標津町, 標津町, 羅臼町
direct 共和町(22/22) t/day → receive from: 寿都町, 黒松内町, 蘭越町, ニセコ町, 真狩村, 留寿都村, 喜茂別町, 京極町, 俱知安町, 共和町, 岩内町, 泊村, 神恵内村, 積丹町, 古平町, 仁木町, 余市町, 赤井川村
direct 稚内市(20/20) t/day → receive from: 稚内市, 猿払村
direct 網走市(18/18) t/day → receive from: 網走市, 大空町
direct せたな町(17/17) t/day → receive from: 島牧村, 八雲町, 長万部町, 乙部町, 今金町, せたな町
direct 根室市(15/15) t/day → receive from: 浜中町, 根室市
direct 枝幸町(7/7) t/day → receive from: 美深町, 音威子府村, 浜頓別町, 中頓別町, 枝幸町, 興部町, 西興部村, 雄武町
direct 清里町(3/3) t/day → receive from: 清里町, 小清水町
direct 増毛町(3/3) t/day → receive from: 北竜町, 留萌市, 増毛町, 小平町
direct 羽幌町(2/2) t/day → receive from: 苫前町, 羽幌町, 初山別村
direct 幌延町(0/0) t/day → receive from: 中川町, 幌延町
direct 豊富町(0/0) t/day → receive from: 豊富町
direct 遠別町(0/0) t/day → receive from: 遠別町
direct 天塩町(0/0) t/day → receive from: 天塩町
direct 斜里町(0/0) t/day → receive from: 斜里町

----------------------  遺伝情報  ----------------------

個体数＝1350
世代数＝1000
0: neval=1350{'avg': 1732249.0270171894, 'max': 2309052.6093228757, 'min': 1468292.5978038176} best=1468292.5978038176
1: neval=1045{'avg': 1609956.233670058, 'max': 1924360.727457561, 'min': 1427893.559552631} best=1427893.559552631
2: neval=1053{'avg': 1551732.8786289506, 'max': 1815555.5051042617, 'min': 1416734.6773145613} best=1416734.6773145613
3: neval=1092{'avg': 1516141.744727949, 'max': 1837604.5697877742, 'min': 1406006.5780274256} best=1406006.5780274256
4: neval=1060{'avg': 1492358.3219349454, 'max': 1774817.359623822, 'min': 1408524.8932405217} best=1406006.5780274256
5: neval=1041{'avg': 1470119.381494417, 'max': 1767381.3834601985, 'min': 1388544.8464566877} best=1388544.8464566877
6: neval=1105{'avg': 1450363.9274230823, 'max': 1621954.8588414, 'min': 1364696.7132537933} best=1364696.7132537933
7: neval=1072{'avg': 1435846.0582513139, 'max': 2000576.8060742454, 'min': 1364696.7132537933} best=1364696.7132537933
8: neval=1086{'avg': 1421928.6066495576, 'max': 1776081.575308128, 'min': 1356896.368504052} best=1356896.368504052
9: neval=1082{'avg': 1407202.9522679332, 'max': 1682348.7421223787, 'min': 1327418.5019888445} best=1327418.5019888445
10: neval=1055{'avg': 1393769.4502477446, 'max': 1811998.930155969, 'min': 1327418.5019888445} best=1327418.5019888445
11: neval=1098{'avg': 1380074.3718675766, 'max': 1563959.7953854643, 'min': 1329886.3239005818} best=1327418.5019888445
12: neval=1067{'avg': 1371014.590359287, 'max': 1637039.2606223598, 'min': 1323954.5085368943} best=1323954.5085368943
13: neval=1046{'avg': 1359227.6347921428, 'max': 1600233.4094078196, 'min': 1317620.0728734115} best=1317620.0728734115
14: neval=1055{'avg': 1351127.542382797, 'max': 1731310.222158965, 'min': 1311247.6641867054} best=1311247.6641867054
15: neval=1086{'avg': 1342019.746693235, 'max': 1586828.3107593434, 'min': 1307815.4928415536} best=1307815.4928415536
16: neval=1058{'avg': 1334321.06220223, 'max': 1976202.714239426, 'min': 1301059.5942970868} best=1301059.5942970868
17: neval=1070{'avg': 1327629.0606028673, 'max': 1649763.7719186854, 'min': 1302366.4655162937} best=1301059.5942970868
18: neval=1103{'avg': 1321461.49129012, 'max': 2035707.0291567363, 'min': 1292436.0671404547} best=1292436.0671404547
19: neval=1041{'avg': 1315247.1994160002, 'max': 1583080.7506732186, 'min': 1291423.4806387438} best=1291423.4806387438
20: neval=1070{'avg': 1309388.0111707752, 'max': 1770310.8490853058, 'min': 1289244.7884861694} best=1289244.7884861694
21: neval=1046{'avg': 1305171.6540776438, 'max': 1735659.3367204475, 'min': 1278612.0895554237} best=1278612.0895554237
22: neval=1049{'avg': 1299492.3536397002, 'max': 1570489.9586508248, 'min': 1280272.4616901367} best=1278612.0895554237
23: neval=1095{'avg': 1297020.0707206086, 'max': 1742621.4565783148, 'min': 1278804.380594218} best=1278612.0895554237
24: neval=1089{'avg': 1293540.7248938447, 'max': 2051703.3936206764, 'min': 1276516.6638440746} best=1276516.6638440746
25: neval=1048{'avg': 1288649.005148152, 'max': 1579829.4109181531, 'min': 1274335.0161956816} best=1274335.0161956816
26: neval=1062{'avg': 1287917.3762656576, 'max': 1776180.1754842962, 'min': 1270174.480240638} best=1270174.480240638
27: neval=1089{'avg': 1284984.6965181965, 'max': 1711389.4987082197, 'min': 1270099.7745726986} best=1270099.7745726986
28: neval=1066{'avg': 1281207.905495319, 'max': 1492814.6986431386, 'min': 1266541.0365133043} best=1266541.0365133043
29: neval=1053{'avg': 1279595.6710931824, 'max': 1701418.7935152128, 'min': 1269264.5268137732} best=1266541.0365133043
30: neval=1085{'avg': 1277388.0243126643, 'max': 1582160.7842118144, 'min': 1268646.1437896083} best=1266541.0365133043
31: neval=1094{'avg': 1275221.226599502, 'max': 1508015.774240906, 'min': 1265304.0509934349} best=1265304.0509934349
32: neval=1069{'avg': 1274157.7914521385, 'max': 1741039.9866396133, 'min': 1261593.2066299887} best=1261593.2066299887
33: neval=1077{'avg': 1272331.9962770576, 'max': 1716734.349497622, 'min': 1262377.1163646649} best=1261593.2066299887
34: neval=1048{'avg': 1271401.6470170543, 'max': 1529428.644299031, 'min': 1260680.9297121414} best=1260680.9297121414
35: neval=1022{'avg': 1269509.3504804214, 'max': 1633446.0492875627, 'min': 1260056.818123727} best=1260056.818123727
36: neval=1036{'avg': 1270047.6772260612, 'max': 1883639.2276819504, 'min': 1260457.1584718726} best=1260056.818123727
37: neval=1080{'avg': 1266497.9387442353, 'max': 1637159.513615128, 'min': 1258940.706687928} best=1258940.706687928
38: neval=1089{'avg': 1265499.1451114544, 'max': 1675246.2802604283, 'min': 1258546.7659257362} best=1258546.7659257362
39: neval=1097{'avg': 1265157.7955645963, 'max': 1627398.7573855303, 'min': 1257106.2269648018} best=1257106.2269648018
40: neval=1069{'avg': 1263009.847201803, 'max': 1504710.3163106267, 'min': 1257106.2269648018} best=1257106.2269648018
41: neval=1054{'avg': 1262464.1815838036, 'max': 1633102.1728895716, 'min': 1254714.9081221106} best=1254714.9081221106
42: neval=1072{'avg': 1261603.7613661515, 'max': 1686589.2398203616, 'min': 1254343.46865652} best=1254343.46865652
43: neval=1088{'avg': 1259910.8233122858, 'max': 1644767.376855538, 'min': 1254235.67478652} best=1254235.67478652
44: neval=1107{'avg': 1259086.1653070117, 'max': 2115311.5014396654, 'min': 1254235.67478652} best=1254235.67478652
45: neval=1040{'avg': 1257697.9475054585, 'max': 2003118.422354236, 'min': 1254049.59463097} best=1254049.59463097
46: neval=1016{'avg': 1257031.7488828758, 'max': 1658907.9475880042, 'min': 1254049.59463097} best=1254049.59463097
47: neval=1077{'avg': 1255003.1740274318, 'max': 1489810.2271396813, 'min': 1254049.59463097} best=1254049.59463097
48: neval=1077{'avg': 1256618.1041877256, 'max': 2096289.4870530653, 'min': 1254049.59463097} best=1254049.59463097
49: neval=1077{'avg': 1255739.2515763312, 'max': 1645972.3663421925, 'min': 1254049.59463097} best=1254049.59463097
50: neval=1059{'avg': 1257187.066814733, 'max': 1707921.9959187077, 'min': 1254049.59463097} best=1254049.59463097
51: neval=1061{'avg': 1256865.227991718, 'max': 1839520.240316028, 'min': 1254049.59463097} best=1254049.59463097
52: neval=1061{'avg': 1255428.486823032, 'max': 1681710.3983021358, 'min': 1254049.59463097} best=1254049.59463097
53: neval=1072{'avg': 1255302.678316017, 'max': 1625835.7322653662, 'min': 1254049.59463097} best=1254049.59463097
54: neval=1067{'avg': 1256256.8003188537, 'max': 1651649.0573849771, 'min': 1254049.59463097} best=1254049.59463097
55: neval=1097{'avg': 1256590.0694474098, 'max': 2122573.453790224, 'min': 1254049.59463097} best=1254049.59463097
56: neval=1050{'avg': 1256333.4680628434, 'max': 1703550.924374774, 'min': 1254049.59463097} best=1254049.59463097
57: neval=1035{'avg': 1255593.5722415072, 'max': 1695093.0552769857, 'min': 1254049.59463097} best=1254049.59463097
58: neval=1072{'avg': 1255088.717885009, 'max': 1711940.627467821, 'min': 1254049.59463097} best=1254049.59463097
59: neval=1045{'avg': 1255383.2405700132, 'max': 1646198.115854313, 'min': 1254049.59463097} best=1254049.59463097
60: neval=1073{'avg': 1256570.3952496762, 'max': 1783486.32090287, 'min': 1254049.59463097} best=1254049.59463097
61: neval=1059{'avg': 1255491.1590786553, 'max': 1589973.8877876895, 'min': 1254049.59463097} best=1254049.59463097
62: neval=1050{'avg': 1256048.692483846, 'max': 1845562.0328190927, 'min': 1254049.59463097} best=1254049.59463097
63: neval=1074{'avg': 1255159.6326322004, 'max': 1547183.2633261804, 'min': 1254049.59463097} best=1254049.59463097
64: neval=1083{'avg': 1255289.77029207, 'max': 1554249.2550074155, 'min': 1254049.59463097} best=1254049.59463097
65: neval=1083{'avg': 1257155.0892670504, 'max': 1947774.423278863, 'min': 1254049.59463097} best=1254049.59463097
66: neval=1072{'avg': 1257578.1118279537, 'max': 2269030.625814855, 'min': 1254049.59463097} best=1254049.59463097
67: neval=1045{'avg': 1255421.291704712, 'max': 1817740.9089391907, 'min': 1254049.59463097} best=1254049.59463097
68: neval=1047{'avg': 1255310.9564291206, 'max': 1640729.339466618, 'min': 1254049.59463097} best=1254049.59463097
69: neval=1078{'avg': 1256356.973886783, 'max': 1667028.3433274028, 'min': 1254049.59463097} best=1254049.59463097
70: neval=1069{'avg': 1254955.4186944969, 'max': 1752043.3381558014, 'min': 1254049.59463097} best=1254049.59463097
71: neval=1084{'avg': 1256039.9124644853, 'max': 1575441.9944108354, 'min': 1254049.59463097} best=1254049.59463097
72: neval=1062{'avg': 1255308.8629822063, 'max': 1588872.234044491, 'min': 1254049.59463097} best=1254049.59463097
